@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC

@DATA
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,0.153105,997.666667,0.74773,0.572171,13.142765,22120,0.265,3089,2993,2.720583,0.458753,0.513781,8308,96,0.911594,8279
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,0.165719,1100,0.846698,0.541507,13.872139,29003,0.283081,4544,4400,2.832946,0.501876,0.472808,12299,144,0.903288,8281
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.141785,316.4,1.347118,0.426054,14.117061,4143,0.520068,1606,1582,3.420668,0.590443,0.387985,5546,24,0.91016,1312
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.172839,1161.4,0.9035,0.525348,14.247708,35886,0.293286,5999,5807,2.896369,0.524553,0.451422,16290,192,0.898521,8283
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.116337,777.166667,1.262563,0.441977,17.771818,15556,0.480449,4698,4663,3.683286,0.585998,0.394606,18357,35,0.932783,4134
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.118744,786,1.280974,0.438409,17.944264,17713,0.480988,5544,5502,3.706077,0.591455,0.389208,21606,42,0.931318,4136
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.120526,792.625,1.294624,0.435801,18.071049,19870,0.481388,6390,6341,3.722943,0.595449,0.385266,24855,49,0.930232,4138
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.098384,715.333333,1.126514,0.470253,16.443981,9085,0.476428,2160,2146,3.513336,0.543295,0.437329,8610,14,0.943609,4128
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.137859,5381.666667,0.67339,0.597589,15.526762,159052,0.220066,16385,16145,2.700891,0.435351,0.532713,46740,240,0.922498,58187
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.149869,5997,0.766475,0.566099,16.245564,209391,0.237795,24348,23988,2.810964,0.478782,0.490227,69687,360,0.914894,58189
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.129161,1466.166667,1.240451,0.446339,19.687903,32445,0.47596,8837,8797,3.720847,0.576796,0.399723,37587,40,0.927276,8606
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.131837,1483,1.258428,0.442786,19.875539,36938,0.476476,10429,10381,3.743101,0.582212,0.394307,44237,48,0.92569,8608
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.136551,1513.3,1.290198,0.436643,20.202696,50417,0.477386,15205,15133,3.782314,0.5916,0.384956,64187,72,0.922886,8614
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.109214,1348.333333,1.107636,0.474465,18.242305,18966,0.472108,4061,4045,3.554928,0.534544,0.442471,17637,16,0.938998,8600
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.119464,1407.25,1.175617,0.45964,18.995578,23459,0.474087,5653,5629,3.640184,0.556651,0.419994,24287,24,0.932998,8602
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.125346,1442.6,1.214881,0.451492,19.417805,27952,0.475223,7245,7213,3.689109,0.568964,0.40758,30937,32,0.929533,8604
f600-00-shuffled,1,0.319137,2174,0.678006,0.595945,2.424818,10748,0.523087,4948,4348,1.787298,0.265804,0.642788,6276,600,0.75017,9447
ii32c1-00,1,0.597585,976.5,0.615255,0.619097,3.688705,7926,0.798108,2178,1953,1.840428,0.160133,0.635491,6412,225,0.884745,7905
ii32c1-50-shuffled,1,0.622456,869.5,0.610689,0.620852,3.927189,7605,0.803578,1964,1739,1.833787,0.153559,0.635229,6198,225,0.889311,7584
ii32e1-00-shuffled,1,0.612998,925,0.609589,0.621277,3.779923,7725,0.805541,2072,1850,1.848315,0.153866,0.636934,6309,222,0.8908,7701
ii32e1-50-shuffled,1,0.640475,813,0.604516,0.623241,4.056277,7389,0.811766,1848,1626,1.841515,0.14658,0.636708,6085,222,0.895887,7365
ii8a1-00-shuffled,1,0.289663,191,0.717241,0.582329,1.857143,801,0.655048,448,382,1.774038,0.307396,0.622302,545,66,0.762931,813
ii8a1-90-shuffled,1,0.369632,131,0.708696,0.585242,1.987805,621,0.65184,328,262,1.711656,0.298127,0.617117,425,66,0.766304,633
ii8a3-90,1,0.416742,928,0.697654,0.589048,2.608962,5454,0.682878,2120,1856,1.721208,0.255196,0.61459,3777,264,0.793895,5382
ii8c1-90-shuffled,1,0.375287,1836.5,0.711911,0.584143,2.497729,10332,0.664625,4183,3673,1.707408,0.272305,0.613774,6944,510,0.770782,10272
ii8d1-00-shuffled,1,0.321525,2392.5,0.720064,0.581374,2.29445,12077,0.660599,5315,4785,1.737679,0.28422,0.616525,8056,530,0.762695,12037
impl18-shuffled,1,0.493151,2.947368,1.004608,0.498851,2.945946,74,0.506849,74,56,1.993151,0.44255,0.49994,74,18,0.668203,1
irst.dme4.B-d4-shuffled,1,0.05145,448.5,0.750306,0.571329,2.591534,1744,0.560229,945,897,2.22989,0.430313,0.575899,1372,48,0.961397,1632
irst.dme5.B-d4-shuffled,1,0.056069,630.5,0.750217,0.571358,2.611321,2447,0.559827,1325,1261,2.220809,0.427222,0.576285,1937,64,0.957936,2306
jnh1-50-shuffled,1,0.412167,530,0.600622,0.624757,4.662069,4800,0.46949,1160,1060,1.842456,0.183988,0.68164,2539,100,0.753554,4620
jnh207-90-shuffled,1,0.398866,458,0.602353,0.624082,4.686024,4154,0.451166,1016,916,1.831548,0.190083,0.683276,2148,100,0.741144,4018
jnh218-00-shuffled,1,0.3756,548.5,0.609607,0.62127,4.177109,4419,0.4634,1197,1097,1.8398,0.197269,0.681138,2317,100,0.740917,4275
jnh218-90-shuffled,1,0.39704,458.5,0.603162,0.623767,4.650934,4149,0.451797,1017,917,1.830655,0.191005,0.682997,2137,100,0.7405,4005
k3_1_2-shuffled,1,0.201117,133,1.077754,0.481289,1.855019,212,0.678771,269,266,2.284916,0.46743,0.47733,243,3,0.844492,110
k4_2_2-shuffled,1,0.174525,519,1.10078,0.476014,1.897313,850,0.706545,1042,1038,2.306122,0.478232,0.471454,1004,4,0.861915,488
k5_2_2,1,0.19582,992,1.122443,0.471155,1.875817,1682,0.730106,1989,1984,2.195453,0.475916,0.466265,1991,5,0.83935,1124
k5_3_2-shuffled,1,0.159216,1442,1.115346,0.472736,1.914503,2392,0.719739,2889,2884,2.315922,0.485497,0.467892,2866,5,0.872152,1454
k_branch_n-20-shuffled,1,0.127703,595.391304,0.784609,0.560347,6.891397,63261,0.476193,13821,13694,2.488632,0.381939,0.586184,37595,127,0.916947,68845
k_branch_n-4-shuffled,1,0.125536,111.714286,0.979777,0.505107,4.042341,1839,0.7154,803,782,2.306043,0.464923,0.507598,1835,21,0.902807,1997
k_branch_n-5-shuffled,1,0.124419,140.5,0.95267,0.512119,4.239339,2817,0.690501,1149,1124,2.328343,0.454485,0.516876,2675,25,0.90573,3055
k_branch_n-6,1,0.122434,169.777778,0.928832,0.518449,4.417469,4069,0.667212,1557,1528,2.349682,0.445523,0.525453,3673,29,0.90898,4389
k_branch_n-7,1,0.120021,199.4,0.90759,0.524222,4.583621,5609,0.645416,2027,1994,2.369955,0.437594,0.533417,4829,33,0.912279,6023
k_branch_n-8-shuffled,1,0.142532,229.272727,0.911438,0.523166,4.949377,7497,0.635663,2568,2522,2.34961,0.433333,0.532145,6431,46,0.896594,8269
k_branch_p-11-shuffled,1,0.133038,319.857143,0.862414,0.536937,5.406477,15154,0.582205,4539,4478,2.402488,0.415423,0.551665,11562,61,0.907152,16568
k_branch_p-14-shuffled,1,0.124077,411.294118,0.824034,0.548236,5.835739,26620,0.536999,7068,6992,2.447824,0.401016,0.568022,18186,76,0.916052,28718
k_branch_p-16-shuffled,1,0.138989,472.526316,0.821285,0.549063,6.341923,36764,0.521902,9081,8978,2.440381,0.395859,0.569559,24520,103,0.906878,40366
k_branch_p-17-shuffled,1,0.136009,503.2,0.811252,0.552104,6.480684,42490,0.509674,10173,10064,2.45326,0.3921,0.57402,27528,109,0.909607,46592
k_branch_p-4-shuffled,1,0.125487,111.714286,0.979487,0.505181,4.043587,1840,0.715511,803,782,2.306313,0.464847,0.507694,1836,21,0.902866,1998
k_branch_p-6-shuffled,1,0.122412,169.777778,0.928716,0.51848,4.418112,4070,0.667272,1557,1528,2.3498,0.445492,0.525493,3674,29,0.909005,4390
k_branch_p-8-shuffled,1,0.142518,229.272727,0.911379,0.523183,4.949766,7498,0.635699,2568,2522,2.349674,0.433318,0.532166,6432,46,0.896609,8270
k_d4_n-11-shuffled,1,0.185896,59.5625,0.975248,0.506266,4.521956,2450,0.660931,1002,953,2.216925,0.459601,0.508693,2343,49,0.858158,2821
k_d4_n-14-shuffled,1,0.186362,63.263158,0.973444,0.506728,4.556611,3113,0.65904,1263,1202,2.218792,0.458894,0.509335,2967,61,0.858085,3589
k_d4_n-15-shuffled,1,0.186476,64.25,0.973003,0.506842,4.565185,3334,0.658577,1350,1285,2.219249,0.458726,0.509493,3175,65,0.858068,3845
k_d4_n-16-shuffled,1,0.186576,65.142857,0.972617,0.506941,4.572721,3555,0.658171,1437,1368,2.21965,0.458581,0.509633,3383,69,0.858052,4101
k_d4_n-17-shuffled,1,0.186664,65.954545,0.972276,0.507028,4.579396,3776,0.657813,1524,1451,2.220004,0.458455,0.509756,3591,73,0.858038,4357
k_d4_n-18-shuffled,1,0.186743,66.695652,0.971974,0.507106,4.585351,3997,0.657494,1611,1534,2.220318,0.458344,0.509866,3799,77,0.858026,4613
k_d4_n-19-shuffled,1,0.186813,67.375,0.971703,0.507176,4.590695,4218,0.657208,1698,1617,2.2206,0.458245,0.509965,4007,81,0.858015,4869
k_d4_n-20-shuffled,1,0.186877,68,0.971459,0.507239,4.595518,4439,0.656951,1785,1700,2.220854,0.458158,0.510054,4215,85,0.858006,5125
k_d4_n-21-shuffled,1,0.186934,68.576923,0.971238,0.507295,4.599893,4660,0.656719,1872,1783,2.221084,0.458079,0.510135,4423,89,0.857997,5381
k_d4_n-7-shuffled,1,0.184663,51.75,0.980054,0.505037,4.432722,1566,0.665932,654,621,2.211988,0.461605,0.507027,1511,33,0.85835,1797
k_d4_p-10-shuffled,1,0.14561,40,1.002134,0.499467,3.697638,1280,0.707709,635,600,2.220021,0.484216,0.499233,1322,35,0.88391,1416
k_d4_p-11-shuffled,1,0.145783,41.0625,1.001165,0.499709,3.709353,1406,0.706972,695,657,2.220868,0.483765,0.499515,1450,38,0.883883,1556
k_d4_p-21-shuffled,1,0.146612,47.192308,0.996527,0.50087,3.766795,2666,0.703427,1295,1227,2.224942,0.481662,0.500861,2730,68,0.883759,2956
k_d4_p-6-shuffled,1,0.144366,33.818182,1.009187,0.497714,3.61519,776,0.713028,395,372,2.213908,0.48758,0.497175,810,23,0.884099,856
k_d4_p-7-shuffled,1,0.144807,35.75,1.006679,0.498336,3.643956,902,0.711145,455,429,2.216073,0.486372,0.497908,938,26,0.884032,996
k_dum_n-10-shuffled,1,0.1,31.5,1.049444,0.487937,3.191729,957,0.742647,532,504,2.238235,0.513856,0.483695,1010,28,0.915946,978
k_dum_n-21-shuffled,1,0.101247,35.777778,1.0426,0.489572,3.251969,1870,0.73895,1016,966,2.242917,0.509905,0.485476,1956,50,0.915431,1913
k_dum_p-11-shuffled,1,0.100324,34.615385,1.036364,0.491071,3.2537,872,0.739482,473,450,2.245955,0.506929,0.488473,914,23,0.916498,894
k_dum_p-13-shuffled,1,0.099242,35.333333,1.037335,0.490837,3.24237,1023,0.740179,557,530,2.246037,0.508025,0.487975,1074,27,0.917289,1048
k_dum_p-16-shuffled,1,0.098765,36.222222,1.037436,0.490813,3.236496,1256,0.74018,685,652,2.245791,0.508403,0.487748,1319,33,0.917642,1286
k_dum_p-21-shuffled,1,0.096928,36.956522,1.039421,0.490335,3.218365,1627,0.74167,893,850,2.246214,0.510371,0.486877,1714,43,0.918987,1664
ken.flash^10.C-f4-shuffled,1,0.020092,18815,0.750007,0.571426,2.959531,81071,0.505257,37856,37630,2.293138,0.423815,0.572859,56607,226,0.984931,74690
ken.flash^14.C-d4-shuffled,1,0.043611,5135.5,0.750025,0.57142,2.871156,22296,0.500249,10470,10271,2.246066,0.420351,0.57462,15038,199,0.96729,20040
ken.oop^1.C-d2,1,0.08085,1076,0.750124,0.571388,2.722098,4371,0.523135,2231,2152,2.171414,0.409102,0.579619,3177,79,0.939353,4048
k_grz_n-10-shuffled,1,0.136994,55.444444,0.950458,0.5127,4.398844,1319,0.660011,519,499,2.324459,0.45819,0.526186,1190,20,0.897169,1441
k_grz_n-13-shuffled,1,0.128314,61.777778,0.928073,0.518653,4.614583,1576,0.641572,576,556,2.357955,0.448089,0.537104,1355,20,0.905377,1705
k_grz_n-14-shuffled,1,0.126432,69.777778,0.915771,0.521983,4.724191,1842,0.629705,649,628,2.371522,0.442159,0.541734,1539,21,0.907706,1985
k_grz_n-21-shuffled,1,0.124722,91.555556,0.88226,0.531276,5.284198,2765,0.592706,848,824,2.412027,0.425307,0.557786,2129,24,0.911794,2984
k_grz_p-10-shuffled,1,0.16601,53.666667,0.976516,0.505941,4.54672,1286,0.679235,503,483,2.272932,0.468425,0.51244,1207,20,0.874039,1426
k_grz_p-17-shuffled,1,0.162028,71.666667,0.953416,0.511924,5.062969,1937,0.658406,667,645,2.313763,0.457364,0.52296,1727,22,0.880011,2148
k_grz_p-21-shuffled,1,0.154551,85.777778,0.934061,0.517047,5.267588,2460,0.641723,796,772,2.3427,0.448493,0.531238,2101,24,0.88728,2704
k_lin_n-10-shuffled,1,0.146382,406.4,0.729284,0.578274,10.67041,14964,0.350843,2048,2032,2.554536,0.347716,0.606556,6385,16,0.911096,16810
k_lin_n-13-shuffled,1,0.121257,543.2,0.682875,0.594221,12.588946,25232,0.290156,2732,2716,2.631515,0.333501,0.62846,8557,16,0.928998,27634
k_lin_n-14-shuffled,1,0.114688,588.8,0.671314,0.598332,13.226014,29234,0.274334,2960,2944,2.651592,0.329842,0.634149,9281,16,0.933467,31818
k_lin_n-21-shuffled,1,0.09304,908,0.627087,0.614595,18.008995,65396,0.207199,4558,4540,2.728913,0.313917,0.656786,15139,18,0.948067,69960
k_lin_n-9-shuffled,1,0.139446,360.8,0.734327,0.576592,9.69692,12140,0.363989,1818,1804,2.553296,0.352069,0.604379,5351,14,0.914608,13468
k_lin_p-12-shuffled,1,0.167377,156.25,0.841149,0.543139,6.402516,2556,0.54504,636,625,2.377663,0.393368,0.553833,1791,11,0.886387,2838
k_lin_p-16-shuffled,1,0.155229,205.25,0.797968,0.556184,7.164466,3924,0.489583,833,821,2.43607,0.380982,0.570007,2397,12,0.898382,4308
k_lin_p-21-shuffled,1,0.15182,266.5,0.766822,0.565988,8.238184,6012,0.441336,1079,1066,2.477594,0.36864,0.582259,3250,13,0.903554,6601
k_lin_p-8-shuffled,1,0.169102,107.25,0.889218,0.529319,5.46697,1456,0.610125,439,429,2.323069,0.412107,0.537261,1169,10,0.879956,1608
k_path_n-10-shuffled,1,0.186916,53.692308,1.094301,0.477486,3.646175,1300,0.851943,732,698,2.138711,0.497996,0.467937,1732,34,0.844198,1538
k_path_n-20-shuffled,1,0.186874,59.304348,1.094533,0.477433,3.672969,2551,0.853457,1428,1364,2.140531,0.500423,0.466467,3407,64,0.844324,3023
k_path_n-21-shuffled,1,0.186763,59.208333,1.094427,0.477458,3.668683,2655,0.85343,1488,1421,2.140794,0.500686,0.46641,3546,67,0.844427,3146
k_path_p-10-shuffled,1,0.189189,53,1.094595,0.477419,3.643178,1181,0.85027,667,636,2.135135,0.496807,0.467983,1573,31,0.842342,1400
k_path_p-16-shuffled,1,0.18779,57.333333,1.094527,0.477435,3.663275,1925,0.852356,1081,1032,2.138686,0.499242,0.466913,2569,49,0.84356,2282
k_path_p-21-shuffled,1,0.186687,59.347826,1.094434,0.477456,3.673898,2554,0.853604,1429,1365,2.140891,0.500432,0.466504,3411,64,0.844486,3026
k_path_p-9-shuffled,1,0.188249,52.090909,1.094453,0.477452,3.643927,1066,0.850719,601,573,2.136091,0.496455,0.468399,1419,28,0.843078,1262
k_ph_n-10-shuffled,1,0.190484,471.333333,0.796163,0.556742,10.468728,9353,0.46234,1423,1414,2.444183,0.363283,0.57137,5500,9,0.878895,10866
k_ph_n-13-shuffled,1,0.155164,965.333333,0.708045,0.585465,15.394012,31565,0.337422,2906,2896,2.5732,0.336274,0.60969,12628,10,0.908089,35264
k_ph_n-14-shuffled,1,0.140192,1188,0.682362,0.594402,17.293509,45378,0.300673,3574,3564,2.617109,0.329054,0.621916,15813,10,0.918601,49917
k_ph_n-15-shuffled,1,0.126856,1442,0.660859,0.602098,19.342943,63870,0.268964,4336,4326,2.655565,0.322896,0.632577,19487,10,0.92758,69188
k_ph_n-8-shuffled,1,0.206932,261.333333,0.87308,0.53388,7.895202,3593,0.564267,792,784,2.353827,0.388207,0.542034,2735,8,0.859955,4289
k_ph_n-9-shuffled,1,0.188937,359.333333,0.817428,0.550228,9.078269,6083,0.497062,1086,1078,2.42233,0.372716,0.562791,3891,8,0.877373,7052
k_ph_p-11-shuffled,1,0.166919,693,0.745103,0.573032,12.314176,17359,0.396493,2088,2079,2.52019,0.349432,0.592708,8366,9,0.897937,19560
k_ph_p-12-shuffled,1,0.166279,871.666667,0.727656,0.578819,14.282286,25706,0.364684,2625,2615,2.541457,0.341635,0.600606,11295,10,0.900045,29021
k_ph_p-8-shuffled,1,0.200887,305,0.859673,0.537729,8.150596,4398,0.552012,923,915,2.373465,0.385088,0.54671,3237,8,0.865387,5205
k_ph_p-9-shuffled,1,0.182985,411.666667,0.808348,0.552991,9.270314,7232,0.489447,1243,1235,2.438425,0.370984,0.566235,4499,8,0.882006,8293
k_poly_n-12-shuffled,1,0.130041,23.179487,1.043077,0.489458,2.773006,1521,0.769823,978,904,2.146806,0.515752,0.48641,1699,74,0.889615,1553
k_poly_n-13-shuffled,1,0.130151,23.348837,1.042936,0.489492,2.773481,1689,0.76989,1086,1004,2.146879,0.515693,0.486396,1887,82,0.889543,1725
k_poly_n-20-shuffled,1,0.130482,23.873016,1.042514,0.489593,2.774908,2529,0.77009,1626,1504,2.147099,0.515523,0.48635,2827,122,0.889325,2585
k_poly_n-21-shuffled,1,0.130524,23.940299,1.042461,0.489605,2.775087,2697,0.770115,1734,1604,2.147126,0.515503,0.486343,3015,130,0.889298,2757
k_poly_p-19-shuffled,1,0.130447,23.816667,1.042558,0.489582,2.774757,2403,0.770069,1545,1429,2.147076,0.515541,0.486355,2686,116,0.889348,2456
k_poly_p-21-shuffled,1,0.130514,23.924242,1.042474,0.489602,2.775044,2655,0.770109,1707,1579,2.14712,0.515508,0.486345,2968,128,0.889305,2714
k_t4p_n-12-shuffled,1,0.161708,55.433333,0.978527,0.505427,3.945528,3826,0.674758,1744,1663,2.215915,0.469669,0.506186,3697,81,0.874005,4217
k_t4p_n-17-shuffled,1,0.16142,58.325,0.976718,0.505889,3.965221,5396,0.673274,2444,2333,2.218033,0.468616,0.506796,5197,111,0.87442,5947
k_t4p_n-21-shuffled,1,0.161287,59.770833,0.975887,0.506102,3.974368,6652,0.67259,3004,2869,2.21901,0.468126,0.507075,6397,135,0.874612,7331
k_t4p_n-4-shuffled,1,0.163588,42.214286,0.990449,0.502399,3.822115,1314,0.684433,624,591,2.202111,0.476239,0.502093,1297,33,0.871262,1449
k_t4p_p-12-shuffled,1,0.163158,49,0.982515,0.50441,3.902962,2118,0.678289,979,931,2.209868,0.471577,0.504852,2062,48,0.872461,2335
k_t4p_p-20-shuffled,1,0.162252,54.333333,0.978713,0.505379,3.94347,3374,0.675083,1539,1467,2.214818,0.469537,0.506139,3262,72,0.873569,3719
k_t4p_p-21-shuffled,1,0.162184,54.785714,0.978428,0.505452,3.946551,3531,0.674842,1609,1534,2.21519,0.469383,0.506235,3412,75,0.873652,3892
k_t4p_p-4-shuffled,1,0.166667,35.909091,0.997464,0.500635,3.754177,862,0.690705,419,395,2.190705,0.479191,0.499684,862,24,0.868104,951
k_t4p_p-8-shuffled,1,0.164179,44.2,0.986828,0.503315,3.858369,1490,0.681903,699,663,2.204291,0.473832,0.503375,1462,36,0.871204,1643
lognBWLARGEB1-shuffled,1,0.002909,935,0.034371,0.966771,6.442544,177966,0.037863,1871,1870,2.02428,0.031283,0.967771,6768,1,0.998871,177570
lut4_2_f2-shuffled,1,1.11435,31.5,1.116981,0.472371,21.142857,14,0.09417,70,63,4.060538,0.349504,0.482547,42,7,0.624906,2
lut4_AND_f1-shuffled,1,1.611852,33.5,0.939884,0.515495,30.226667,56,0.075556,75,67,3.708148,0.235998,0.526278,51,8,0.548922,2
lut4_XOR_fOR-shuffled,1,0.625,19,1.078329,0.481156,9.604651,44,0.184524,43,38,3.488095,0.442467,0.470277,31,5,0.725849,10
mutex-128-s,1,0.237546,11058,0.801584,0.555067,1.417286,10798,0.737312,11570,11058,1.982994,0.403374,0.560985,11056,512,0.826074,8128
mutex-16-s,1,0.23946,1314,0.804124,0.554286,1.415094,1278,0.737493,1378,1314,1.982574,0.404512,0.560364,1312,64,0.825979,960
mutex-2-s,1,0.267717,96,0.842105,0.542857,1.384615,88,0.740157,104,96,1.976378,0.421084,0.551237,94,8,0.824561,64
mutex-32-s,1,0.238342,2706,0.802639,0.554742,1.416373,2638,0.737388,2834,2706,1.98282,0.403847,0.560727,2704,128,0.826035,1984
mutex-4-s,1,0.247934,270,0.815416,0.550838,1.405594,258,0.738292,286,270,1.980716,0.409528,0.557621,268,16,0.825558,192
mutex-64-s,1,0.237807,5490,0.80193,0.55496,1.416986,5358,0.737337,5746,5490,1.982937,0.403529,0.5609,5488,256,0.826061,4032
mutex-8-s,1,0.241916,618,0.807388,0.553285,1.412308,598,0.737725,650,618,1.982036,0.40597,0.559569,616,32,0.825858,448
ncf_16_32_8_d.10,1,0.339946,366,0.604159,0.62338,2.08427,4690,0.691259,2314,1830,1.923745,0.318659,0.657352,3345,484,0.768007,4176
ncf_16_32_8_d.1,1,0.350279,366,0.605164,0.622989,2.08643,4717,0.701591,2314,1830,1.923745,0.313199,0.657352,3395,484,0.774129,4176
ncf_16_32_8_d.2,1,0.341307,366,0.603974,0.623451,2.088591,4709,0.691895,2314,1830,1.923696,0.317805,0.657408,3355,484,0.768558,4186
ncf_16_32_8_d.3,1,0.324141,366,0.601993,0.624223,2.089023,4656,0.674007,2314,1830,1.923647,0.326733,0.657465,3275,484,0.758157,4196
ncf_16_32_8_d.4,1,0.332373,366,0.602791,0.623912,2.090752,4674,0.682239,2314,1830,1.923647,0.322388,0.657465,3315,484,0.76302,4196
ncf_16_32_8_d.5,1,0.360033,366,0.606756,0.622372,2.08038,4706,0.712803,2314,1830,1.923843,0.308303,0.657237,3435,484,0.780439,4156
ncf_16_32_8_d.6,1,0.348305,366,0.605934,0.62269,2.073898,4687,0.701809,2314,1830,1.923893,0.314643,0.657179,3375,484,0.773737,4146
ncf_16_32_8_d.7,1,0.330982,366,0.603926,0.62347,2.07433,4661,0.683752,2314,1830,1.923843,0.323675,0.657237,3295,484,0.763211,4156
ncf_16_32_8_d.8,1,0.325431,366,0.603707,0.623555,2.069144,4642,0.678935,2314,1830,1.923893,0.326754,0.657179,3265,484,0.760182,4146
ncf_16_32_8_d.9,1,0.350895,366,0.60459,0.623212,2.094641,4737,0.700761,2314,1830,1.923647,0.312611,0.657465,3405,484,0.77398,4196
ncf_16_32_8_edau.10,1,0.339946,366,0.604159,0.62338,2.08427,4690,0.691259,2314,1830,1.923745,0.332415,0.661421,3345,484,0.768007,4176
ncf_16_32_8_edau.1,1,0.350279,366,0.605164,0.622989,2.08643,4717,0.701591,2314,1830,1.923745,0.326719,0.663023,3395,484,0.774129,4176
ncf_16_32_8_edau.2,1,0.341307,366,0.603974,0.623451,2.088591,4709,0.691895,2314,1830,1.923696,0.331592,0.66168,3355,484,0.768558,4186
ncf_16_32_8_edau.3,1,0.324141,366,0.601993,0.624223,2.089023,4656,0.674007,2314,1830,1.923647,0.340975,0.659069,3275,484,0.758157,4196
ncf_16_32_8_edau.4,1,0.332373,366,0.602791,0.623912,2.090752,4674,0.682239,2314,1830,1.923647,0.336441,0.660344,3315,484,0.76302,4196
ncf_16_32_8_edau.5,1,0.360033,366,0.606756,0.622372,2.08038,4706,0.712803,2314,1830,1.923843,0.321479,0.66444,3435,484,0.780439,4156
ncf_16_32_8_edau.6,1,0.348305,366,0.605934,0.62269,2.073898,4687,0.701809,2314,1830,1.923893,0.328023,0.662572,3375,484,0.773737,4146
ncf_16_32_8_edau.7,1,0.330982,366,0.603926,0.62347,2.07433,4661,0.683752,2314,1830,1.923843,0.337509,0.659933,3295,484,0.763211,4156
ncf_16_32_8_edau.8,1,0.325431,366,0.603707,0.623555,2.069144,4642,0.678935,2314,1830,1.923893,0.340649,0.659021,3265,484,0.760182,4146
ncf_16_32_8_edau.9,1,0.350895,366,0.60459,0.623212,2.094641,4737,0.700761,2314,1830,1.923647,0.326238,0.663213,3405,484,0.77398,4196
ncf_16_32_8_euad.10,1,0.339946,366,0.604159,0.62338,2.08427,4690,0.691259,2314,1830,1.923745,0.294308,0.67117,3345,484,0.768007,4176
ncf_16_32_8_euad.1,1,0.350279,366,0.605164,0.622989,2.08643,4717,0.701591,2314,1830,1.923745,0.291092,0.669135,3395,484,0.774129,4176
ncf_16_32_8_euad.2,1,0.341307,366,0.603974,0.623451,2.088591,4709,0.691895,2314,1830,1.923696,0.293591,0.671057,3355,484,0.768558,4186
ncf_16_32_8_euad.3,1,0.324141,366,0.601993,0.624223,2.089023,4656,0.674007,2314,1830,1.923647,0.298638,0.67459,3275,484,0.758157,4196
ncf_16_32_8_euad.4,1,0.332373,366,0.602791,0.623912,2.090752,4674,0.682239,2314,1830,1.923647,0.296078,0.67297,3315,484,0.76302,4196
ncf_16_32_8_euad.5,1,0.360033,366,0.606756,0.622372,2.08038,4706,0.712803,2314,1830,1.923843,0.288642,0.666898,3435,484,0.780439,4156
ncf_16_32_8_euad.6,1,0.348305,366,0.605934,0.62269,2.073898,4687,0.701809,2314,1830,1.923893,0.292592,0.669051,3375,484,0.773737,4146
ncf_16_32_8_euad.7,1,0.330982,366,0.603926,0.62347,2.07433,4661,0.683752,2314,1830,1.923843,0.297691,0.672623,3295,484,0.763211,4156
ncf_16_32_8_euad.8,1,0.325431,366,0.603707,0.623555,2.069144,4642,0.678935,2314,1830,1.923893,0.299719,0.67356,3265,484,0.760182,4146
ncf_16_32_8_euad.9,1,0.350895,366,0.60459,0.623212,2.094641,4737,0.700761,2314,1830,1.923647,0.290317,0.669326,3405,484,0.77398,4196
