@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC

@DATA
c6_BMC_p2_k128-shuffled,1,0.230815,9072,0.955855,0.511285,3.636599,36486,0.684392,18148
c6_BMC_p2_k2048-shuffled,1,0.016116,135012,0.942504,0.514799,2.960571,581046,0.760738,270028
c6_BMC_p2_k64-shuffled,1,0.415195,4874,0.964618,0.509005,4.260562,18334,0.618828,9752
C880.blif_0.10_0.20_0_0_inp_exact,1,0.010212,93.636364,0.81321,0.551508,2.601338,2055,0.58888,1046
C880.blif_0.10_0.20_0_0_out_exact,1,0.008857,479.5,0.808396,0.552976,2.632066,1903,0.572866,973
C880.blif_0.10_0.20_0_1_inp_exact,1,0.010212,93.636364,0.813752,0.551343,2.602294,2054,0.589259,1046
C880.blif_0.10_0.20_0_1_out_exact,1,0.008857,479.5,0.808396,0.552976,2.632066,1903,0.572866,973
C880.blif_0.10_1.00_0_0_inp_exact,1,0.009195,504.5,0.809337,0.552689,2.629159,2022,0.58046,1022
C880.blif_0.10_1.00_0_0_out_exact,1,0.009419,490,0.806699,0.553495,2.643505,1960,0.571821,993
C880.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.009419,490,0.807255,0.553325,2.644512,1959,0.572214,993
CHAIN23v.24-shuffled,1,0.004679,1633.5,0.344607,0.743712,3.391185,18076,0.380257,3290
cmu.dme1.B-f2,1,0.160359,469,0.750293,0.571333,2.450287,1882,0.533359,1046
cmu.dme1.B-f3,1,0.114317,816.5,0.750165,0.571375,2.529248,3308,0.523128,1795
cmu.dme1.B-f4-shuffled,1,0.092999,1209,0.750111,0.571392,2.559605,4890,0.517799,2634
cmu.dme2.B-f2,1,0.140765,601.5,0.750224,0.571355,2.548363,2404,0.513449,1313
cmu.periodic.N-d2-shuffled,1,0.088237,2475,0.750052,0.571412,2.904467,9867,0.448053,5014
cmu.periodic.N-d4-shuffled,1,0.108695,5629,0.750023,0.571421,2.924205,22521,0.446944,11386
cmu.periodic.N-f4-shuffled,1,0.109459,6009,0.750021,0.571422,2.928948,24028,0.447843,12146
comp.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.01083,76.5,0.937438,0.516146,3.045161,562,0.677497,310
comp.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.001188,152.5,0.933788,0.51712,3.133987,564,0.665083,306
connect_5x4_3_R-shuffled,1,0.045291,453.090909,1.727349,0.366656,6.991061,1332,0.772453,5034
connect_5x4_4_W-shuffled,1,0.055098,391.272727,1.672735,0.374149,6.52113,1332,0.777199,4354
connect_6x5_4_D-shuffled,1,0.046359,617.875,1.654808,0.376675,7.385425,2713,0.786262,9976
connect_6x5_5_R-shuffled,1,0.055915,546.625,1.639719,0.378828,6.803644,2713,0.783869,8836
connect_7x6_4_R-shuffled,1,0.041609,900.954545,1.644024,0.378211,7.986378,4970,0.791489,19968
connect_7x6_6_W-shuffled,1,0.057258,725.318182,1.616857,0.382138,7.023348,4970,0.788304,16104
connect_8x7_3_D-shuffled,1,0.036135,1375.586207,1.728562,0.366493,8.168013,8415,0.77845,40116
connect_8x7_7_D-shuffled,1,0.057716,927.586207,1.599993,0.384616,7.191417,8415,0.791676,27124
connect_9x8_3_R-shuffled,1,0.03483,1795.72973,1.728439,0.36651,8.366279,13408,0.779291,66766
connect_9x8_6_D-shuffled,1,0.042567,1363.72973,1.549446,0.392242,8.634693,13408,0.810841,50782
connect_9x8_8_D-shuffled,1,0.058431,1153.567568,1.58713,0.386529,7.329745,13408,0.794156,43006
Core1108_tbm_02.tex.moduleQ3.2S.000007,1,0.30233,143.1,0.52862,0.654185,3.080319,4105,0.285054,1631
Core1108_tbm_02.tex.moduleQ3.2S.000015,1,0.300926,142.6,0.526792,0.654968,3.086983,4105,0.283615,1621
Core1108_tbm_02.tex.moduleQ3.2S.000026,1,0.304902,145.1,0.533494,0.652106,3.073068,4120,0.290753,1656
Core1108_tbm_02.tex.moduleQ3.2S.000056,1,0.300623,142.6,0.527041,0.654861,3.090068,4110,0.284335,1621
Core1108_tbm_02.tex.moduleQ3.2S.000077,1,0.30233,143.1,0.52862,0.654185,3.080319,4105,0.285054,1631
Core1108_tbm_02.tex.moduleQ3.2S.000095,1,0.303121,144.1,0.530659,0.653313,3.079829,4115,0.287915,1641
Core1108_tbm_02.tex.moduleQ3.2S.000098,1,0.304513,144.6,0.53248,0.652537,3.073289,4115,0.289337,1651
Core1108_tbm_02.tex.moduleQ3.2S.000099,1,0.302423,143.6,0.529888,0.653643,3.08313,4115,0.287202,1636
Core1108_tbm_02.tex.moduleQ3.2S.000108,1,0.302423,143.6,0.529888,0.653643,3.08313,4115,0.287202,1636
Core1108_tbm_03.tex.module.000003,1,0.441907,67.3,0.69937,0.588453,2.610302,1356,0.443893,893
Core1108_tbm_03.tex.module.000019,1,0.425532,61.3,0.703278,0.587103,2.498199,1258,0.433371,833
Core1108_tbm_03.tex.module.000021,1,0.432341,61.3,0.70856,0.585288,2.504202,1243,0.43178,833
Core1108_tbm_03.tex.module.000023,1,0.433931,61.3,0.711957,0.584127,2.516206,1243,0.433371,833
Core1108_tbm_03.tex.module.000031,1,0.434662,62.3,0.717274,0.582318,2.521945,1253,0.439646,843
Core1108_tbm_03.tex.module.000034,1,0.43089,61.8,0.713023,0.583763,2.502387,1244,0.438724,838
Core1108_tbm_03.tex.module.000037,1,0.433526,59.4,0.714185,0.583367,2.514215,1202,0.435838,809
Core1108_tbm_03.tex.module.000038,1,0.435418,58.9,0.712766,0.583851,2.5,1188,0.434833,804
Core1108_tbm_03.tex.module.000039,1,0.435418,58.9,0.712766,0.583851,2.5,1188,0.434833,804
Core1108_tbm_03.tex.module.000048,1,0.431442,58.4,0.710705,0.584554,2.484355,1184,0.433806,799
Core1108_tbm_03.tex.module.000056,1,0.42698,56.4,0.714822,0.583151,2.46124,1148,0.429455,774
Core1108_tbm_03.tex.module.000057,1,0.425798,55,0.715913,0.58278,2.496689,1139,0.428303,755
Core1108_tbm_03.tex.module.000058,1,0.424588,53.6,0.717032,0.5824,2.516869,1130,0.427123,741
Core1108_tbm_03.tex.module.000064,1,0.423348,53.1,0.718178,0.582012,2.506793,1121,0.425914,736
Core1108_tbm_03.tex.module.000065,1,0.422078,52.6,0.719354,0.581614,2.513774,1112,0.424675,726
Core1108_tbm_03.tex.module.000090,1,0.426913,47.9,0.719371,0.581608,2.61747,1056,0.419399,664
Core1108_tbm_03.tex.module.000092,1,0.425606,46.5,0.714166,0.583374,2.629231,1047,0.417993,650
Core1108_tbm_03.tex.moduleQ3.2S.000002,1,0.301744,135.6,0.578266,0.633607,2.974619,3623,0.289812,1576
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,0.303342,136.1,0.580375,0.632761,2.968474,3623,0.291438,1586
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,0.303792,136.6,0.581507,0.632308,2.968573,3628,0.293056,1591
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,0.301398,135.6,0.578526,0.633503,2.977792,3628,0.290626,1576
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,0.301744,135.6,0.578266,0.633607,2.974619,3623,0.289812,1576
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,0.303792,136.6,0.581507,0.632308,2.968573,3628,0.293056,1591
Core1108_tbm_09.tex.module.000008,1,0.475916,111.2,0.658915,0.602804,2.80837,2057,0.47707,1362
Core1108_tbm_09.tex.module.000009,1,0.475916,111.2,0.658915,0.602804,2.80837,2057,0.47707,1362
Core1108_tbm_09.tex.module.000010,1,0.475916,111.2,0.658915,0.602804,2.80837,2057,0.47707,1362
Core1108_tbm_09.tex.module.000028,1,0.464789,94.7,0.666456,0.600076,2.64411,1760,0.466197,1197
Core1108_tbm_09.tex.module.000033,1,0.460847,90.2,0.669132,0.599114,2.591146,1679,0.462345,1152
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,0.244533,292.9,0.466615,0.681842,3.033658,8656,0.25654,3179
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,0.243545,291.9,0.465259,0.682473,3.036979,8651,0.255086,3164
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,0.244533,292.9,0.466615,0.681842,3.033658,8656,0.25654,3179
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,0.243069,291.9,0.465777,0.682232,3.0433,8671,0.25654,3164
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,0.245766,294.4,0.468468,0.680982,3.030322,8666,0.258711,3199
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,0.244533,292.9,0.466615,0.681842,3.033658,8656,0.25654,3179
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,0.244533,292.9,0.466615,0.681842,3.033658,8656,0.25654,3179
Core1108_tbm_21.tex.module.000008,1,0.46034,66.7,0.667509,0.599697,2.741638,1383,0.445703,867
Core1108_tbm_21.tex.module.000009,1,0.46034,66.7,0.667509,0.599697,2.741638,1383,0.445703,867
Core1108_tbm_21.tex.module.000010,1,0.46034,66.7,0.667509,0.599697,2.741638,1383,0.445703,867
Core1108_tbm_21.tex.module.000014,1,0.454545,62.2,0.67125,0.598355,2.672749,1302,0.438624,822
Core1108_tbm_21.tex.module.000017,1,0.454545,62.2,0.67125,0.598355,2.672749,1302,0.438624,822
Core1108_tbm_21.tex.module.000023,1,0.447635,57.7,0.675712,0.596761,2.595882,1221,0.43018,777
Core1108_tbm_21.tex.module.000026,1,0.456081,57.7,0.684175,0.593762,2.632124,1206,0.43018,772
Core1108_tbm_21.tex.module.000027,1,0.456081,57.7,0.684175,0.593762,2.615187,1206,0.43018,777
Core1108_tbm_21.tex.module.000030,1,0.45657,58.7,0.689632,0.591845,2.620076,1216,0.436526,787
Core1108_tbm_21.tex.module.000091,1,0.444271,38,0.696744,0.589364,2.774074,943,0.400624,540
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,0.323557,126.5,0.54239,0.648345,2.976871,3485,0.30284,1470
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,0.320724,124.5,0.536661,0.650762,2.983391,3470,0.296288,1445
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,0.321144,125,0.537859,0.650255,2.983448,3475,0.297937,1450
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,0.323145,126,0.541201,0.648845,2.976792,3480,0.301213,1465
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,0.321144,125,0.537859,0.650255,2.983448,3475,0.297937,1450
Core1108_tbm_21.tex.moduleQ3.2S.000019,1,0.321144,125,0.537859,0.650255,2.983448,3475,0.297937,1450
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,0.321144,125,0.537859,0.650255,2.983448,3475,0.297937,1450
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,0.320724,124.5,0.536661,0.650762,2.983391,3470,0.296288,1445
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,0.274889,150.875,0.548807,0.645658,2.911273,3213,0.278547,1375
counter_16,1,0.479891,97.058824,0.993153,0.501718,3.917767,2242,0.509657,1666
counter_32-shuffled,1,0.489613,193.030303,0.996344,0.500916,3.958607,8578,0.504855,6402
counter_8-shuffled,1,0.462192,49.111111,0.987986,0.503022,3.837778,610,0.519116,450
counter_e_16,1,0.477088,100,0.989064,0.502749,3.952797,2306,0.50296,1716
counter_e_8-shuffled,1,0.458234,52,0.981481,0.504673,3.897059,642,0.507558,476
counter_r_16,1,0.478768,100,0.997793,0.500552,3.951632,2322,0.507591,1716
counter_r_8-shuffled,1,0.461169,52,0.996237,0.500943,3.892857,650,0.514812,476
counter_re_16,1,0.476089,102.941176,0.998164,0.500459,4.002831,2386,0.501169,1766
cube_c11_par---13_-shuffled,1,5.170706,660,1.022184,0.494515,207.401202,6312,0.079489,1331
cube_c3_ser--opt-6_-shuffled,1,0.657895,85.5,0.805296,0.553926,8.8125,681,0.418129,176
cube_c5_ser---14_-shuffled,1,1.284069,322.5,0.806209,0.553646,16.251534,2961,0.348752,652
cube_c7_ser---23_-shuffled,1,2.372263,735,0.96023,0.510144,30.805274,6990,0.286996,1479
cube_c9_par--opt-11_-shuffled,1,4.356648,459,0.996919,0.500771,123.436422,4284,0.113125,928
eijk.S1238.S-d3-shuffled,1,0.128809,421,0.750305,0.571329,2.828736,1893,0.590004,870
eijk.S1423.S-d4-shuffled,1,0.031779,1803,0.750071,0.571406,2.913174,8123,0.56478,3651
eijk.S208o.S-d4-shuffled,1,0.045283,46,0.752841,0.570502,2.789474,207,0.577358,95
eijk.S208o.S-f4-shuffled,1,0.056312,755,0.750173,0.571372,2.766922,3576,0.57766,1566
eijk.S298.S-f2-shuffled,1,0.100078,452,0.750291,0.571334,2.713684,1950,0.570985,950
eijk.S298.S-f4,1,0.050924,1053,0.750122,0.571389,2.857275,4676,0.565034,2158
eijk.S344.S-f3,1,0.050234,1000,0.75013,0.571386,2.787542,4338,0.55032,2071
eijk.S349.S-f3,1,0.049088,988.5,0.750132,0.571386,2.785156,4321,0.547335,2048
eijk.S382.S-f4-shuffled,1,0.050382,1253.5,0.750102,0.571395,2.846483,5562,0.556936,2573
eijk.S386.S-f2,1,0.075082,849.5,0.750153,0.571378,2.77412,3833,0.582242,1762
eijk.S420.S-f2,1,0.080359,869,0.750153,0.571379,2.688048,4017,0.600245,1824
eijk.S526.S-f4-shuffled,1,0.052486,1856.5,0.750069,0.571406,2.862142,8326,0.571192,3801
eijk.S641.S-f2,1,0.065046,1058,0.750126,0.571388,2.696655,4664,0.587594,2212
eijk.S713.S-f2,1,0.064688,1063.5,0.750125,0.571388,2.698156,4702,0.587863,2223
emptyroom_e3_ser---19_-shuffled,1,0.510045,464,0.740102,0.574679,9.286938,4472,0.462394,934
emptyroom_e3_ser--opt-20_-shuffled,1,0.488705,488,0.738951,0.575059,9.126273,4702,0.466115,982
emptyroom_e4_par---21_-shuffled,1,1.664956,1024,0.790477,0.558511,22.39786,10396,0.327981,2056
emptyroom_e4_ser--opt-44_-shuffled,1,1.010173,2128,0.768563,0.565431,14.079268,21658,0.415254,4264
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,0.177412,1202.333333,0.940351,0.515371,14.476657,42769,0.299842,7454
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,0.180598,1231.571429,0.966192,0.508597,14.630823,49652,0.304408,8909
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,0.182945,1253.5,0.985315,0.503698,14.741702,56535,0.307772,10364
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,0.15196,330.888889,1.424066,0.41253,14.744217,6707,0.521307,3026
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,0.184745,1270.555556,1.00004,0.49999,14.825281,63418,0.310352,11819
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,0.125041,294.666667,1.221294,0.450188,13.058036,2861,0.518028,896
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,0.153105,997.666667,0.74773,0.572171,13.142765,22120,0.265,3089
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,0.165719,1100,0.846698,0.541507,13.872139,29003,0.283081,4544
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.141785,316.4,1.347118,0.426054,14.117061,4143,0.520068,1606
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.172839,1161.4,0.9035,0.525348,14.247708,35886,0.293286,5999
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.116337,777.166667,1.262563,0.441977,17.771818,15556,0.480449,4698
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.118744,786,1.280974,0.438409,17.944264,17713,0.480988,5544
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.120526,792.625,1.294624,0.435801,18.071049,19870,0.481388,6390
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.098384,715.333333,1.126514,0.470253,16.443981,9085,0.476428,2160
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.137859,5381.666667,0.67339,0.597589,15.526762,159052,0.220066,16385
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.149869,5997,0.766475,0.566099,16.245564,209391,0.237795,24348
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.129161,1466.166667,1.240451,0.446339,19.687903,32445,0.47596,8837
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.131837,1483,1.258428,0.442786,19.875539,36938,0.476476,10429
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.136551,1513.3,1.290198,0.436643,20.202696,50417,0.477386,15205
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.109214,1348.333333,1.107636,0.474465,18.242305,18966,0.472108,4061
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.119464,1407.25,1.175617,0.45964,18.995578,23459,0.474087,5653
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.125346,1442.6,1.214881,0.451492,19.417805,27952,0.475223,7245
f600-00-shuffled,1,0.319137,2174,0.678006,0.595945,2.424818,10748,0.523087,4948
ii32c1-00,1,0.597585,976.5,0.615255,0.619097,3.688705,7926,0.798108,2178
ii32c1-50-shuffled,1,0.622456,869.5,0.610689,0.620852,3.927189,7605,0.803578,1964
ii32e1-00-shuffled,1,0.612998,925,0.609589,0.621277,3.779923,7725,0.805541,2072
ii32e1-50-shuffled,1,0.640475,813,0.604516,0.623241,4.056277,7389,0.811766,1848
ii8a1-00-shuffled,1,0.289663,191,0.717241,0.582329,1.857143,801,0.655048,448
ii8a1-90-shuffled,1,0.369632,131,0.708696,0.585242,1.987805,621,0.65184,328
ii8a3-90,1,0.416742,928,0.697654,0.589048,2.608962,5454,0.682878,2120
ii8c1-90-shuffled,1,0.375287,1836.5,0.711911,0.584143,2.497729,10332,0.664625,4183
ii8d1-00-shuffled,1,0.321525,2392.5,0.720064,0.581374,2.29445,12077,0.660599,5315
impl18-shuffled,1,0.493151,2.947368,1.004608,0.498851,2.945946,74,0.506849,74
irst.dme4.B-d4-shuffled,1,0.05145,448.5,0.750306,0.571329,2.591534,1744,0.560229,945
irst.dme5.B-d4-shuffled,1,0.056069,630.5,0.750217,0.571358,2.611321,2447,0.559827,1325
jnh1-50-shuffled,1,0.412167,530,0.600622,0.624757,4.662069,4800,0.46949,1160
jnh207-90-shuffled,1,0.398866,458,0.602353,0.624082,4.686024,4154,0.451166,1016
jnh218-00-shuffled,1,0.3756,548.5,0.609607,0.62127,4.177109,4419,0.4634,1197
jnh218-90-shuffled,1,0.39704,458.5,0.603162,0.623767,4.650934,4149,0.451797,1017
k3_1_2-shuffled,1,0.201117,133,1.077754,0.481289,1.855019,212,0.678771,269
k4_2_2-shuffled,1,0.174525,519,1.10078,0.476014,1.897313,850,0.706545,1042
k5_2_2,1,0.19582,992,1.122443,0.471155,1.875817,1682,0.730106,1989
k5_3_2-shuffled,1,0.159216,1442,1.115346,0.472736,1.914503,2392,0.719739,2889
k_branch_n-20-shuffled,1,0.127703,595.391304,0.784609,0.560347,6.891397,63261,0.476193,13821
k_branch_n-4-shuffled,1,0.125536,111.714286,0.979777,0.505107,4.042341,1839,0.7154,803
k_branch_n-5-shuffled,1,0.124419,140.5,0.95267,0.512119,4.239339,2817,0.690501,1149
k_branch_n-6,1,0.122434,169.777778,0.928832,0.518449,4.417469,4069,0.667212,1557
k_branch_n-7,1,0.120021,199.4,0.90759,0.524222,4.583621,5609,0.645416,2027
k_branch_n-8-shuffled,1,0.142532,229.272727,0.911438,0.523166,4.949377,7497,0.635663,2568
k_branch_p-11-shuffled,1,0.133038,319.857143,0.862414,0.536937,5.406477,15154,0.582205,4539
k_branch_p-14-shuffled,1,0.124077,411.294118,0.824034,0.548236,5.835739,26620,0.536999,7068
k_branch_p-16-shuffled,1,0.138989,472.526316,0.821285,0.549063,6.341923,36764,0.521902,9081
k_branch_p-17-shuffled,1,0.136009,503.2,0.811252,0.552104,6.480684,42490,0.509674,10173
k_branch_p-4-shuffled,1,0.125487,111.714286,0.979487,0.505181,4.043587,1840,0.715511,803
k_branch_p-6-shuffled,1,0.122412,169.777778,0.928716,0.51848,4.418112,4070,0.667272,1557
k_branch_p-8-shuffled,1,0.142518,229.272727,0.911379,0.523183,4.949766,7498,0.635699,2568
k_d4_n-11-shuffled,1,0.185896,59.5625,0.975248,0.506266,4.521956,2450,0.660931,1002
k_d4_n-14-shuffled,1,0.186362,63.263158,0.973444,0.506728,4.556611,3113,0.65904,1263
k_d4_n-15-shuffled,1,0.186476,64.25,0.973003,0.506842,4.565185,3334,0.658577,1350
k_d4_n-16-shuffled,1,0.186576,65.142857,0.972617,0.506941,4.572721,3555,0.658171,1437
k_d4_n-17-shuffled,1,0.186664,65.954545,0.972276,0.507028,4.579396,3776,0.657813,1524
k_d4_n-18-shuffled,1,0.186743,66.695652,0.971974,0.507106,4.585351,3997,0.657494,1611
k_d4_n-19-shuffled,1,0.186813,67.375,0.971703,0.507176,4.590695,4218,0.657208,1698
k_d4_n-20-shuffled,1,0.186877,68,0.971459,0.507239,4.595518,4439,0.656951,1785
k_d4_n-21-shuffled,1,0.186934,68.576923,0.971238,0.507295,4.599893,4660,0.656719,1872
k_d4_n-7-shuffled,1,0.184663,51.75,0.980054,0.505037,4.432722,1566,0.665932,654
k_d4_p-10-shuffled,1,0.14561,40,1.002134,0.499467,3.697638,1280,0.707709,635
k_d4_p-11-shuffled,1,0.145783,41.0625,1.001165,0.499709,3.709353,1406,0.706972,695
k_d4_p-21-shuffled,1,0.146612,47.192308,0.996527,0.50087,3.766795,2666,0.703427,1295
k_d4_p-6-shuffled,1,0.144366,33.818182,1.009187,0.497714,3.61519,776,0.713028,395
k_d4_p-7-shuffled,1,0.144807,35.75,1.006679,0.498336,3.643956,902,0.711145,455
k_dum_n-10-shuffled,1,0.1,31.5,1.049444,0.487937,3.191729,957,0.742647,532
k_dum_n-21-shuffled,1,0.101247,35.777778,1.0426,0.489572,3.251969,1870,0.73895,1016
k_dum_p-11-shuffled,1,0.100324,34.615385,1.036364,0.491071,3.2537,872,0.739482,473
k_dum_p-13-shuffled,1,0.099242,35.333333,1.037335,0.490837,3.24237,1023,0.740179,557
k_dum_p-16-shuffled,1,0.098765,36.222222,1.037436,0.490813,3.236496,1256,0.74018,685
k_dum_p-21-shuffled,1,0.096928,36.956522,1.039421,0.490335,3.218365,1627,0.74167,893
ken.flash^10.C-f4-shuffled,1,0.020092,18815,0.750007,0.571426,2.959531,81071,0.505257,37856
ken.flash^14.C-d4-shuffled,1,0.043611,5135.5,0.750025,0.57142,2.871156,22296,0.500249,10470
ken.oop^1.C-d2,1,0.08085,1076,0.750124,0.571388,2.722098,4371,0.523135,2231
k_grz_n-10-shuffled,1,0.136994,55.444444,0.950458,0.5127,4.398844,1319,0.660011,519
k_grz_n-13-shuffled,1,0.128314,61.777778,0.928073,0.518653,4.614583,1576,0.641572,576
k_grz_n-14-shuffled,1,0.126432,69.777778,0.915771,0.521983,4.724191,1842,0.629705,649
k_grz_n-21-shuffled,1,0.124722,91.555556,0.88226,0.531276,5.284198,2765,0.592706,848
k_grz_p-10-shuffled,1,0.16601,53.666667,0.976516,0.505941,4.54672,1286,0.679235,503
k_grz_p-17-shuffled,1,0.162028,71.666667,0.953416,0.511924,5.062969,1937,0.658406,667
k_grz_p-21-shuffled,1,0.154551,85.777778,0.934061,0.517047,5.267588,2460,0.641723,796
k_lin_n-10-shuffled,1,0.146382,406.4,0.729284,0.578274,10.67041,14964,0.350843,2048
k_lin_n-13-shuffled,1,0.121257,543.2,0.682875,0.594221,12.588946,25232,0.290156,2732
k_lin_n-14-shuffled,1,0.114688,588.8,0.671314,0.598332,13.226014,29234,0.274334,2960
k_lin_n-21-shuffled,1,0.09304,908,0.627087,0.614595,18.008995,65396,0.207199,4558
k_lin_n-9-shuffled,1,0.139446,360.8,0.734327,0.576592,9.69692,12140,0.363989,1818
k_lin_p-12-shuffled,1,0.167377,156.25,0.841149,0.543139,6.402516,2556,0.54504,636
k_lin_p-16-shuffled,1,0.155229,205.25,0.797968,0.556184,7.164466,3924,0.489583,833
k_lin_p-21-shuffled,1,0.15182,266.5,0.766822,0.565988,8.238184,6012,0.441336,1079
k_lin_p-8-shuffled,1,0.169102,107.25,0.889218,0.529319,5.46697,1456,0.610125,439
k_path_n-10-shuffled,1,0.186916,53.692308,1.094301,0.477486,3.646175,1300,0.851943,732
k_path_n-20-shuffled,1,0.186874,59.304348,1.094533,0.477433,3.672969,2551,0.853457,1428
k_path_n-21-shuffled,1,0.186763,59.208333,1.094427,0.477458,3.668683,2655,0.85343,1488
k_path_p-10-shuffled,1,0.189189,53,1.094595,0.477419,3.643178,1181,0.85027,667
k_path_p-16-shuffled,1,0.18779,57.333333,1.094527,0.477435,3.663275,1925,0.852356,1081
k_path_p-21-shuffled,1,0.186687,59.347826,1.094434,0.477456,3.673898,2554,0.853604,1429
k_path_p-9-shuffled,1,0.188249,52.090909,1.094453,0.477452,3.643927,1066,0.850719,601
k_ph_n-10-shuffled,1,0.190484,471.333333,0.796163,0.556742,10.468728,9353,0.46234,1423
k_ph_n-13-shuffled,1,0.155164,965.333333,0.708045,0.585465,15.394012,31565,0.337422,2906
k_ph_n-14-shuffled,1,0.140192,1188,0.682362,0.594402,17.293509,45378,0.300673,3574
k_ph_n-15-shuffled,1,0.126856,1442,0.660859,0.602098,19.342943,63870,0.268964,4336
k_ph_n-8-shuffled,1,0.206932,261.333333,0.87308,0.53388,7.895202,3593,0.564267,792
k_ph_n-9-shuffled,1,0.188937,359.333333,0.817428,0.550228,9.078269,6083,0.497062,1086
k_ph_p-11-shuffled,1,0.166919,693,0.745103,0.573032,12.314176,17359,0.396493,2088
k_ph_p-12-shuffled,1,0.166279,871.666667,0.727656,0.578819,14.282286,25706,0.364684,2625
k_ph_p-8-shuffled,1,0.200887,305,0.859673,0.537729,8.150596,4398,0.552012,923
k_ph_p-9-shuffled,1,0.182985,411.666667,0.808348,0.552991,9.270314,7232,0.489447,1243
k_poly_n-12-shuffled,1,0.130041,23.179487,1.043077,0.489458,2.773006,1521,0.769823,978
k_poly_n-13-shuffled,1,0.130151,23.348837,1.042936,0.489492,2.773481,1689,0.76989,1086
k_poly_n-20-shuffled,1,0.130482,23.873016,1.042514,0.489593,2.774908,2529,0.77009,1626
k_poly_n-21-shuffled,1,0.130524,23.940299,1.042461,0.489605,2.775087,2697,0.770115,1734
k_poly_p-19-shuffled,1,0.130447,23.816667,1.042558,0.489582,2.774757,2403,0.770069,1545
k_poly_p-21-shuffled,1,0.130514,23.924242,1.042474,0.489602,2.775044,2655,0.770109,1707
k_t4p_n-12-shuffled,1,0.161708,55.433333,0.978527,0.505427,3.945528,3826,0.674758,1744
k_t4p_n-17-shuffled,1,0.16142,58.325,0.976718,0.505889,3.965221,5396,0.673274,2444
k_t4p_n-21-shuffled,1,0.161287,59.770833,0.975887,0.506102,3.974368,6652,0.67259,3004
k_t4p_n-4-shuffled,1,0.163588,42.214286,0.990449,0.502399,3.822115,1314,0.684433,624
k_t4p_p-12-shuffled,1,0.163158,49,0.982515,0.50441,3.902962,2118,0.678289,979
