@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC

@DATA
bool/pseudoGLB/normalized-t2001-13queen13-1111225605.xml,1,-1,-1,1.414214,1.414214,0,0.644147,0.67464
bool/pseudoGLB/normalized-fpga14-12-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0,0.595758,0.868836
bool/pseudoGLB/normalized-t3002-11tsp11-1900574864.xml,1,-1,-1,1.414214,1.414214,0,0.650913,4.566346
bool/pseudoGLB/normalized-fpga10-9-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0,0.64884,1.03268
bool/pseudoGLB/normalized-t2001-13queen13-1110967327.xml,1,-1,-1,1.414214,1.414214,0,0.648897,0.679075
bool/pseudoGLB/normalized-t2001-13queen13-1111221203.xml,1,-1,-1,1.414214,1.414214,0,0.647495,0.674255
bool/pseudoGLB/normalized-reduced-cuww5.xml,1,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-pigeon-clauses-105-100.xml,1,-1,-1,1.414214,1.414214,0,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1111218955.xml,1,-1,-1,1.414214,1.414214,0,0.653076,0.677234
bool/pseudoGLB/normalized-t3002-11tsp11-1900546076.xml,1,-1,-1,1.414214,1.414214,0,0.656494,4.372832
bool/pseudoGLB/normalized-pigeon-cardinality-101-100.xml,1,-1,-1,1.414214,1.414214,0,0.512307,0.525199
bool/pseudoGLB/normalized-t2001-13queen13-1111224255.xml,1,-1,-1,1.414214,1.414214,0,0.644455,0.675368
bool/pseudoGLB/normalized-chnl35-36-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0,0.549046,0.59523
bool/pseudoGLB/normalized-fpga11-9-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0,0.648702,1.019335
bool/pseudoGLB/normalized-t3002-11tsp11-1900576927.xml,1,-1,-1,1.414214,1.414214,0,0.653984,4.603265
bool/pseudoGLB/normalized-dlx1c-ucl.xml,1,-1,-1,1.414214,1.414214,0,0.45894,0.998121
bool/pseudoGLB/normalized-reduced-cuww4.xml,1,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1111223689.xml,1,-1,-1,1.414214,1.414214,0,0.641413,0.681546
bool/pseudoGLB/normalized-robin18.xml,1,-1,-1,1.414214,1.414214,0,?,?
bool/pseudoGLB/normalized-pigeon-clauses-25-20.xml,1,-1,-1,1.414214,1.414214,0,0.655102,8.560811
bool/pseudoGLB/normalized-chnl50-60-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0,0.541257,0.554438
bool/pseudoGLB/normalized-t2001-13queen13-1111224059.xml,1,-1,-1,1.414214,1.414214,0,0.640374,0.667768
bool/pseudoGLB/normalized-pigeon-cardinality-105-100.xml,1,-1,-1,1.414214,1.414214,0,0.5167,0.52438
bool/pseudoGLB/normalized-pigeon-clauses-61-60.xml,1,-1,-1,1.414214,1.414214,0,0.637113,15.662712
bool/pseudoGLB/normalized-t3002-11tsp11-1900551347.xml,1,-1,-1,1.414214,1.414214,0,0.649884,4.266247
bool/pseudoGLB/normalized-t2001-13queen13-1110971097.xml,1,-1,-1,1.414214,1.414214,0,0.64663,0.684534
bool/pseudoGLB/normalized-t2001-13queen13-1110970631.xml,1,-1,-1,1.414214,1.414214,0,0.643456,0.667846
bool/pseudoGLB/normalized-t2001-13queen13-1111223696.xml,1,-1,-1,1.414214,1.414214,0,0.648764,0.677653
bool/pseudoGLB/normalized-t2001-13queen13-1110975678.xml,1,-1,-1,1.414214,1.414214,0,0.638102,0.677543
bool/pseudoGLB/normalized-t3002-11tsp11-1900582300.xml,1,-1,-1,1.414214,1.414214,0,0.653574,4.532213
bool/pseudoGLB/normalized-pigeon-clauses-75-70.xml,1,-1,-1,1.414214,1.414214,0,0.646039,18.542017
bool/pseudoGLB/normalized-fpga10-10-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0,0.643005,0.852941
bool/pseudoGLB/normalized-chnl40-50-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0,0.540861,0.566853
bool/pseudoGLB/normalized-t3002-11tsp11-1900584219.xml,1,-1,-1,1.414214,1.414214,0,0.651824,4.49338
bool/niklas/seymour.xml,1,?,?,?,?,?,0.580038,0.828122
bool/niklas/stein45.xml,1,?,?,?,?,?,0.599009,10.86423
bool/niklas/air03.xml,1,?,?,?,?,?,?,?
bool/niklas/mitre.xml,1,25.466993,66.542787,1.414214,1.414214,90.415648,?,?
bool/niklas/air04.xml,1,?,?,?,?,?,?,?
bool/niklas/air05.xml,1,?,?,?,?,?,?,?
bool/niklas/p0033.xml,1,?,?,?,?,?,?,?
bool/niklas/pk1.xml,1,?,?,?,?,?,?,?
bool/niklas/my-adder.xml,1,?,?,?,?,?,0.604768,1.780483
bool/niklas/mux.xml,1,?,?,?,?,?,0.603763,1.155992
bool/niklas/p2756.xml,1,?,?,?,?,?,?,?
bool/niklas/p0282.xml,1,?,?,?,?,?,0.381098,0.421093
bool/niklas/stein27.xml,1,?,?,?,?,?,0.608359,7.715736
bool/niklas/l152lav.xml,1,?,?,?,?,?,?,?
bool/niklas/p0548.xml,1,57.692308,145.384615,1.414214,1.414214,60.25641,?,?
bool/niklas/mod008.xml,1,?,?,?,?,?,?,?
bool/niklas/p0201.xml,1,?,?,?,?,?,0.356333,0.407536
bool/niklas/enigma.xml,1,?,?,?,?,?,?,?
bool/niklas/lseu.xml,1,?,?,?,?,?,?,?
bool/primesDimacs/g-125-17.xml,1,1.864117,20.895507,1.414214,1.414214,0.182757,0.787894,25.079286
bool/primesDimacs/f1000.xml,1,11.428571,31.904762,1.414214,1.414214,80.952381,0.519784,58.063136
bool/primesDimacs/hanoi4.xml,1,7.798697,27.05286,1.414214,1.324191,87.002172,0.624683,41.10148
bool/primesDimacs/f600.xml,1,11.428571,31.904762,1.414214,1.414214,80.952381,0.522885,58.487179
bool/primesDimacs/bf-1355-638.xml,1,?,?,?,?,?,0.662881,17.231287
bool/primesDimacs/bf-0432-007.xml,1,13.270949,29.196087,1.414214,1.37071,77.881752,0.621412,16.719397
bool/primesDimacs/bf-2670-001.xml,1,?,?,?,?,?,0.601647,25.917431
bool/primesDimacs/bf-1355-075.xml,1,?,?,?,?,?,0.663851,19.256468
bool/primesDimacs/hanoi5.xml,1,7.225895,26.952102,1.414214,1.381332,87.956842,0.608329,42.367931
bool/primesDimacs/g-125-18.xml,1,1.864306,20.897629,1.414214,1.414214,0.172621,0.775152,23.971935
bool/primesDimacs/f2000.xml,1,11.428571,31.904762,1.414214,1.414214,80.952381,0.518857,58.94832
bool/ttp/data-6-3.xml,1,57.898833,88.145266,1.414214,1.414214,40.077821,0.551756,1.147603
bool/ttp/data-4-3.xml,1,?,?,?,?,?,0.611495,2.395887
bool/ttp/circ-8-3.xml,1,58.593063,110.884221,1.414214,1.414214,45.774304,?,?
bool/ttp/data-10-3.xml,1,59.13629,137.35779,1.414214,1.414214,28.395635,?,?
bool/course/ss97-6.xml,1,?,?,?,?,?,0.530358,1.057393
bool/course/ws97-3.xml,1,45.536547,59.692846,1.414214,1.414106,32.659409,0.510667,0.790077
bool/course/ws97-5.xml,1,?,?,?,?,?,0.508155,0.972595
bool/course/ss97-4.xml,1,?,?,?,?,?,0.505222,0.720128
bool/aim/aim-100-2-0-4.xml,1,?,?,?,?,?,0.50085,31.631579
bool/aim/aim-200-2-0-1.xml,1,20.1,33.333333,1.414214,1.414214,66.5,0.486828,33.803371
bool/aim/aim-50-3-4-1.xml,1,?,?,?,?,?,0.487013,46.8
bool/aim/aim-50-2-0-4.xml,1,?,?,?,?,?,0,-512
bool/aim/aim-200-6-0-3.xml,1,?,?,?,?,?,0.484848,77.875
bool/aim/aim-100-3-4-4.xml,1,?,?,?,?,?,0.477707,47.232323
bool/aim/aim-50-3-4-2.xml,1,?,?,?,?,?,0.510417,46.8
bool/aim/aim-200-1-6-4.xml,1,23.538462,33.846154,1.414214,1.414214,60.769231,0.448124,33.569536
bool/aim/aim-200-6-0-1.xml,1,?,?,?,?,?,0.485423,88.039548
bool/aim/aim-100-6-0-3.xml,1,?,?,?,?,?,0.505237,78.69697
bool/aim/aim-200-1-6-3.xml,1,23.192308,33.846154,1.414214,1.414214,61.346154,0.452787,35.103448
bool/aim/aim-200-6-0-2.xml,1,?,?,?,?,?,0.465377,86.555556
bool/aim/aim-100-1-6-1.xml,1,?,?,?,?,?,0,-512
bool/aim/aim-100-6-0-1.xml,1,?,?,?,?,?,0.488726,77.85
bool/aim/aim-200-6-0-4.xml,1,?,?,?,?,?,0.484609,78.221106
bool/aim/aim-200-2-0-4.xml,1,20.2,33.333333,1.414214,1.414214,66.333333,0.473822,32.641304
bool/aim/aim-100-2-0-2.xml,1,?,?,?,?,?,0.457071,30.85567
bool/aim/aim-100-2-0-1.xml,1,?,?,?,?,?,0.509804,33.010989
bool/aim/aim-200-1-6-2.xml,1,?,?,?,?,?,0,-512
bool/aim/aim-50-1-6-1.xml,1,?,?,?,?,?,0.495588,39.9375
bool/aim/aim-50-2-0-1.xml,1,?,?,?,?,?,0,-512
bool/aim/aim-200-3-4-3.xml,1,13.772727,32.272727,1.414214,1.414214,77.045455,0.476714,46.75
bool/aim/aim-100-2-0-3.xml,1,?,?,?,?,?,0.484293,34.170455
bool/aim/aim-200-3-4-2.xml,1,13.636364,32.272727,1.414214,1.414214,77.272727,0.490755,47.040201
bool/aim/aim-100-6-0-2.xml,1,?,?,?,?,?,0.46837,77.95
bool/aim/aim-100-1-6-2.xml,1,?,?,?,?,?,0.438128,36.357143
bool/aim/aim-50-1-6-3.xml,1,?,?,?,?,?,0,-512
bool/aim/aim-50-3-4-3.xml,1,?,?,?,?,?,0.459119,46.8
bool/aim/aim-100-1-6-3.xml,1,?,?,?,?,?,0.483218,36.971014
bool/aim/aim-50-2-0-2.xml,1,?,?,?,?,?,0.499298,34.113636
bool/aim/aim-100-3-4-3.xml,1,?,?,?,?,?,0.526953,47.282828
bool/aim/aim-100-3-4-2.xml,1,?,?,?,?,?,0.513572,47.131313
bool/aim/aim-50-2-0-3.xml,1,?,?,?,?,?,0.466667,32.695652
bool/aim/aim-100-1-6-4.xml,1,?,?,?,?,?,0.442237,35.901408
bool/aim/aim-200-3-4-1.xml,1,13.772727,32.272727,1.414214,1.414214,77.045455,0.506541,46.98995
bool/aim/aim-200-2-0-2.xml,1,20.1,33.333333,1.414214,1.414214,66.5,0.479167,33.416667
bool/aim/aim-50-3-4-4.xml,1,?,?,?,?,?,0.510684,46.6
bool/aim/aim-50-1-6-2.xml,1,?,?,?,?,?,0.487097,44.172414
bool/aim/aim-200-3-4-4.xml,1,13.772727,32.272727,1.414214,1.414214,77.045455,0.492412,46.98995
bool/aim/aim-100-6-0-4.xml,1,?,?,?,?,?,0.496947,79.408163
bool/aim/aim-200-1-6-1.xml,1,?,?,?,?,?,0.457475,33.440789
bool/aim/aim-50-1-6-4.xml,1,?,?,?,?,?,0.530435,36.142857
bool/aim/aim-100-3-4-1.xml,1,?,?,?,?,?,0.490073,46.75
bool/aim/aim-200-2-0-3.xml,1,20.1,33.333333,1.414214,1.414214,66.5,0.451389,33.038462
bool/aim/aim-50-6-0-3.xml,1,?,?,?,?,?,0.513123,77.7
bool/aim/aim-50-6-0-1.xml,1,?,?,?,?,?,0.515964,81.1875
bool/aim/aim-50-6-0-4.xml,1,?,?,?,?,?,0.533587,77.9
bool/aim/aim-50-6-0-2.xml,1,?,?,?,?,?,0.508706,77.7
bool/radar/radar-10-10-4.5-0.95-100.xml,1,?,?,?,?,?,0.563911,1.279169
bool/radar/radar-30-30-4.5-0.95-98.xml,1,?,?,?,?,?,0.532323,1.033071
bool/radar/radar-10-20-4.5-0.95-100.xml,1,?,?,?,?,?,0.543848,1.112422
bool/radar/radar-10-20-4.5-0.5-100.xml,1,?,?,?,?,?,0.538677,1.160395
bool/radar/radar-10-20-4.5-0.95-98.xml,1,?,?,?,?,?,0.547833,1.143439
bool/radar/radar-30-70-4.5-0.95-100.xml,1,?,?,?,?,?,0.532228,1.009312
bool/radar/radar-10-10-4.5-0.5-100.xml,1,?,?,?,?,?,0.550193,1.239218
bool/radar/radar-10-10-4.5-0.95-98.xml,1,?,?,?,?,?,0.567426,1.262477
bool/radar/radar-30-70-4.5-0.95-98.xml,1,?,?,?,?,?,0.529393,1.006127
bool/radar/radar-30-30-4.5-0.5-100.xml,1,?,?,?,?,?,0.511797,0.93869
bool/radar/radar-30-70-4.5-0.5-100.xml,1,?,?,?,?,?,0.513935,0.945871
bool/radar/radar-30-30-4.5-0.95-100.xml,1,?,?,?,?,?,0.532373,1.028003
bool/chnl/chnl-35-40.xml,1,0,0,1.414214,1.414214,100,0.548925,0.590802
bool/chnl/chnl-35-45.xml,1,0,0,1.414214,1.414214,100,0.548967,0.595731
bool/chnl/chnl-40-45.xml,1,0,0,1.414214,1.414214,100,0.539228,0.578697
bool/chnl/chnl-15-16.xml,1,29.032258,232.258065,1.414214,1.414214,100,0.593249,0.708587
bool/chnl/chnl-15-20.xml,1,25.714286,257.142857,1.414214,1.414214,100,0.590012,0.690202
bool/chnl/chnl-50-51.xml,1,0,0,1.414214,1.414214,100,0.530983,0.565406
bool/chnl/chnl-50-55.xml,1,0,0,1.414214,1.414214,100,0.536937,0.563052
bool/chnl/chnl-15-25.xml,1,0,93.75,1.414214,1.414214,100,0.590364,0.696529
bool/chnl/chnl-20-30.xml,1,0,120,1.414214,1.414214,100,0.576207,0.622807
bool/chnl/chnl-10-20.xml,1,20,200,1.414214,1.414214,100,0.609087,0.708333
bool/chnl/chnl-50-60.xml,1,0,0,1.414214,1.414214,100,0.541257,0.554438
bool/chnl/chnl-20-25.xml,1,0,111.111111,1.414214,1.414214,100,0.570103,0.647196
bool/chnl/chnl-30-40.xml,1,0,0,1.414214,1.414214,100,0.555601,0.588004
bool/chnl/chnl-10-11.xml,1,28.571429,157.142857,1.414214,1.414214,100,0.619227,0.806293
bool/chnl/chnl-40-50.xml,1,0,0,1.414214,1.414214,100,0.540861,0.566853
bool/chnl/chnl-30-31.xml,1,0,0,1.414214,1.414214,100,0.555709,0.611907
bool/chnl/chnl-20-21.xml,1,29.268293,307.317073,1.414214,1.414214,100,0.571219,0.659334
bool/chnl/chnl-35-36.xml,1,0,0,1.414214,1.414214,100,0.549046,0.59523
bool/chnl/chnl-30-35.xml,1,0,0,1.414214,1.414214,100,0.558183,0.606411
bool/chnl/chnl-10-15.xml,1,24,180,1.414214,1.414214,100,0.618115,0.767677
bool/chnl/chnl-40-41.xml,1,0,0,1.414214,1.414214,100,0.540363,0.582719
bool/garden/g-15x15.xml,1,?,?,?,?,?,0.675509,1.3972
bool/garden/g-9x3.xml,1,?,?,?,?,?,0.690722,1.478448
bool/garden/g-100x100.xml,1,?,?,?,?,?,0.671071,1.411248
bool/garden/g-7x7.xml,1,?,?,?,?,?,0.681624,1.431818
bool/garden/g-4x4.xml,1,?,?,?,?,?,0.691224,1.645161
bool/garden/g-9x9.xml,1,?,?,?,?,?,0.679041,1.408768
bool/garden/g-2x2.xml,1,?,?,?,?,?,0,-512
real/fapp26-30/fapp26/fapp26-2300-8.xml,1,42.801303,68.864883,17.378147,16.617474,0,?,?
real/fapp26-30/fapp26/fapp26-2300-3.xml,1,42.801303,68.864883,17.378147,16.617474,0,?,?
real/fapp26-30/fapp26/fapp26-2300-6.xml,1,42.801303,68.864883,17.378147,16.617474,0,?,?
real/fapp26-30/fapp26/fapp26-2300-5.xml,1,42.801303,68.864883,17.378147,16.617474,0,?,?
real/fapp26-30/fapp26/fapp26-2300-1.xml,1,42.801303,68.864883,17.378147,16.617474,0,?,?
real/fapp26-30/fapp26/fapp26-2300-10.xml,1,42.801303,68.864883,17.378147,16.617474,0,?,?
real/fapp26-30/fapp26/fapp26-2300-9.xml,1,42.801303,68.864883,17.378147,16.617474,0,?,?
real/fapp26-30/fapp26/fapp26-2300-0.xml,1,42.801303,68.864883,17.378147,16.617474,0,?,?
real/fapp26-30/fapp26/fapp26-2300-4.xml,1,42.801303,68.864883,17.378147,16.617474,0,?,?
real/fapp26-30/fapp26/fapp26-2300-7.xml,1,42.801303,68.864883,17.378147,16.617474,0,?,?
real/fapp26-30/fapp26/fapp26-2300-2.xml,1,42.801303,68.864883,17.378147,16.617474,0,?,?
real/fapp26-30/fapp28/fapp28-2800-1.xml,1,42.12814,68.561744,31.591138,27.307423,0.451947,?,?
real/fapp26-30/fapp28/fapp28-2800-9.xml,1,42.12814,68.561744,31.591138,27.307423,0.451947,?,?
real/fapp26-30/fapp28/fapp28-2800-10.xml,1,42.12814,68.561744,31.591138,27.307423,0.451947,?,?
real/fapp26-30/fapp28/fapp28-2800-3.xml,1,42.12814,68.561744,31.591138,27.307423,0.451947,?,?
real/fapp26-30/fapp28/fapp28-2800-6.xml,1,42.12814,68.561744,31.591138,27.307423,0.451947,?,?
real/fapp26-30/fapp28/fapp28-2800-8.xml,1,42.12814,68.561744,31.591138,27.307423,0.451947,?,?
real/fapp26-30/fapp28/fapp28-2800-7.xml,1,42.12814,68.561744,31.591138,27.307423,0.451947,?,?
real/fapp26-30/fapp28/fapp28-2800-4.xml,1,42.12814,68.561744,31.591138,27.307423,0.451947,?,?
real/fapp26-30/fapp28/fapp28-2800-5.xml,1,42.12814,68.561744,31.591138,27.307423,0.451947,?,?
real/fapp26-30/fapp28/fapp28-2800-2.xml,1,42.12814,68.561744,31.591138,27.307423,0.451947,?,?
real/fapp26-30/fapp28/fapp28-2800-0.xml,1,42.12814,68.561744,31.591138,27.307423,0.451947,?,?
real/fapp26-30/fapp30/fapp30-3000-6.xml,1,43.464496,68.47747,27.892651,25.444384,0,?,?
real/fapp26-30/fapp30/fapp30-3000-5.xml,1,43.464496,68.47747,27.892651,25.444384,0,?,?
real/fapp26-30/fapp30/fapp30-3000-3.xml,1,43.464496,68.47747,27.892651,25.444384,0,?,?
real/fapp26-30/fapp30/fapp30-3000-10.xml,1,43.464496,68.47747,27.892651,25.444384,0,?,?
real/fapp26-30/fapp30/fapp30-3000-9.xml,1,43.464496,68.47747,27.892651,25.444384,0,?,?
real/fapp26-30/fapp30/fapp30-3000-1.xml,1,43.464496,68.47747,27.892651,25.444384,0,?,?
real/fapp26-30/fapp30/fapp30-3000-8.xml,1,43.464496,68.47747,27.892651,25.444384,0,?,?
real/fapp26-30/fapp30/fapp30-3000-4.xml,1,43.464496,68.47747,27.892651,25.444384,0,?,?
real/fapp26-30/fapp30/fapp30-3000-7.xml,1,43.464496,68.47747,27.892651,25.444384,0,?,?
real/fapp26-30/fapp30/fapp30-3000-2.xml,1,43.464496,68.47747,27.892651,25.444384,0,?,?
real/fapp26-30/fapp30/fapp30-3000-0.xml,1,43.464496,68.47747,27.892651,25.444384,0,?,?
real/fapp26-30/fapp27/fapp27-2550-9.xml,1,39.416682,66.618593,15.556349,15.187559,0,?,?
real/fapp26-30/fapp27/fapp27-2550-10.xml,1,39.416682,66.618593,15.556349,15.187559,0,?,?
real/fapp26-30/fapp27/fapp27-2550-0.xml,1,39.416682,66.618593,15.556349,15.187559,0,?,?
real/fapp26-30/fapp27/fapp27-2550-3.xml,1,39.416682,66.618593,15.556349,15.187559,0,?,?
real/fapp26-30/fapp27/fapp27-2550-8.xml,1,39.416682,66.618593,15.556349,15.187559,0,?,?
real/fapp26-30/fapp27/fapp27-2550-6.xml,1,39.416682,66.618593,15.556349,15.187559,0,?,?
real/fapp26-30/fapp27/fapp27-2550-4.xml,1,39.416682,66.618593,15.556349,15.187559,0,?,?
real/fapp26-30/fapp27/fapp27-2550-5.xml,1,39.416682,66.618593,15.556349,15.187559,0,?,?
real/fapp26-30/fapp27/fapp27-2550-7.xml,1,39.416682,66.618593,15.556349,15.187559,0,?,?
real/fapp26-30/fapp27/fapp27-2550-1.xml,1,39.416682,66.618593,15.556349,15.187559,0,?,?
real/fapp26-30/fapp27/fapp27-2550-2.xml,1,39.416682,66.618593,15.556349,15.187559,0,?,?
real/fapp26-30/fapp29/fapp29-2900-3.xml,1,?,?,?,?,?,?,?
real/fapp26-30/fapp29/fapp29-2900-2.xml,1,?,?,?,?,?,?,?
real/fapp26-30/fapp29/fapp29-2900-4.xml,1,?,?,?,?,?,?,?
real/fapp26-30/fapp29/fapp29-2900-0.xml,1,?,?,?,?,?,?,?
real/fapp26-30/fapp29/fapp29-2900-1.xml,1,?,?,?,?,?,?,?
real/fapp26-30/fapp29/fapp29-2900-9.xml,1,?,?,?,?,?,?,?
real/fapp26-30/fapp29/fapp29-2900-6.xml,1,?,?,?,?,?,?,?
real/fapp26-30/fapp29/fapp29-2900-8.xml,1,?,?,?,?,?,?,?
real/fapp26-30/fapp29/fapp29-2900-10.xml,1,?,?,?,?,?,?,?
real/fapp26-30/fapp29/fapp29-2900-5.xml,1,?,?,?,?,?,?,?
real/fapp26-30/fapp29/fapp29-2900-7.xml,1,?,?,?,?,?,?,?
real/rlfapScens11/scen11-f9.xml,1,0,30,5.91608,5.583063,0,?,?
real/rlfapScens11/scen11-f10.xml,1,?,?,?,?,?,?,?
real/rlfapScens11/scen11-f3.xml,1,0,30,6.403124,6.08663,0,?,?
real/rlfapScens11/scen11-f6.xml,1,0,30,6.164414,5.840528,0,?,?
real/rlfapScens11/scen11-f12.xml,1,?,?,?,?,?,?,?
real/rlfapScens11/scen11-f11.xml,1,?,?,?,?,?,?,?
real/rlfapScens11/scen11-f1.xml,1,0,30,6.557439,6.245469,0,?,?
real/rlfapScens11/scen11-f4.xml,1,0,30,6.324555,6.005879,0,?,?
real/rlfapScens11/scen11-f5.xml,1,0,30,6.244998,5.923532,0,?,?
real/rlfapScens11/scen11-f8.xml,1,0,30,6,5.670356,0,?,?
real/rlfapScens11/scen11-f2.xml,1,0,30,6.480741,6.166799,0,?,?
real/rlfapScens11/scen11-f7.xml,1,0,30,6.082763,5.755815,0,?,?
real/small/patat-02-small-3.xml,1,30,30,6.708204,4.848196,97.625899,0.679803,0.545608
real/small/patat-02-small-2.xml,1,?,?,?,?,?,0.776815,0.542966
real/small/patat-02-small-5.xml,1,30,30,6.708204,4.865696,97.540107,0.724314,0.485161
real/small/patat-02-small-1.xml,1,30,30,6.708204,4.829596,97.462366,0.702206,0.561769
real/small/patat-02-small-4.xml,1,30,30,6.708204,4.88774,98.050975,0.619263,0.274744
real/rlfapScens/scen4.xml,1,?,?,?,?,?,?,?
real/rlfapScens/scen10.xml,1,?,?,?,?,?,?,?
real/rlfapScens/scen3.xml,1,?,?,?,?,?,?,?
real/rlfapScens/scen6.xml,1,?,?,?,?,?,?,?
real/rlfapScens/scen2.xml,1,?,?,?,?,?,?,?
real/rlfapScens/scen8.xml,1,?,?,?,?,?,?,?
real/rlfapScens/scen11.xml,1,?,?,?,?,?,?,?
real/rlfapScens/scen1.xml,1,?,?,?,?,?,?,?
real/rlfapScens/scen7.xml,1,?,?,?,?,?,?,?
real/rlfapScens/scen5.xml,1,?,?,?,?,?,?,?
real/rlfapGraphs/graph9.xml,1,?,?,?,?,?,?,?
real/rlfapGraphs/graph1.xml,1,?,?,?,?,?,?,?
real/rlfapGraphs/graph4.xml,1,?,?,?,?,?,?,?
real/rlfapGraphs/graph7.xml,1,?,?,?,?,?,?,?
real/rlfapGraphs/graph2.xml,1,?,?,?,?,?,?,?
real/rlfapGraphs/graph12.xml,1,?,?,?,?,?,?,?
real/rlfapGraphs/graph10.xml,1,?,?,?,?,?,?,?
real/rlfapGraphs/graph8.xml,1,?,?,?,?,?,?,?
real/rlfapGraphs/graph6.xml,1,?,?,?,?,?,?,?
real/rlfapGraphs/graph14.xml,1,?,?,?,?,?,?,?
real/rlfapGraphs/graph11.xml,1,?,?,?,?,?,?,?
real/rlfapGraphs/graph13.xml,1,?,?,?,?,?,?,?
real/rlfapGraphs/graph3.xml,1,?,?,?,?,?,?,?
real/rlfapGraphs/graph5.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5600.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5582.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5563.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5594.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5596.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5583.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5590.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5579.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5591.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5570.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5565.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5566.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5584.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5576.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5569.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5588.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5599.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5577.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5587.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5578.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5592.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5573.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5562.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5597.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5598.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5575.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5593.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5586.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5564.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5580.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5572.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5561.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5574.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5595.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5568.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5571.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5585.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5589.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5567.xml,1,?,?,?,?,?,?,?
real/cabinet/cabinet-5581.xml,1,?,?,?,?,?,?,?
real/test01-04/test04/test04-1250-0.xml,1,42.995806,68.373005,18.708287,14.266745,0,?,?
real/test01-04/test04/test04-1250-7.xml,1,42.995806,68.373005,18.708287,14.266745,0,?,?
real/test01-04/test04/test04-1250-9.xml,1,42.995806,68.373005,18.708287,14.266745,0,?,?
real/test01-04/test04/test04-1250-5.xml,1,42.995806,68.373005,18.708287,14.266745,0,?,?
real/test01-04/test04/test04-1250-2.xml,1,42.995806,68.373005,18.708287,14.266745,0,?,?
