@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC

@DATA
composed-75-1-80-3_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096,702,0.144578,16.915663,0.203803,0.207188,0.204819,0.253012,35,0.709026
composed-75-1-80-4_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096,702,0.144578,16.915663,0.203803,0.211376,0.204819,0.228916,37,0.709026
composed-75-1-80-5_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096,702,0.13253,16.915663,0.203803,0.215537,0.204819,0.26506,32,0.709026
composed-75-1-80-6_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096,702,0.144578,16.915663,0.203803,0.224287,0.192771,0.240964,31,0.709026
composed-75-1-80-7_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096,702,0.144578,16.915663,0.203803,0.214484,0.204819,0.216867,33,0.709026
composed-75-1-80-8_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096,702,0.144578,16.915663,0.203803,0.224434,0.204819,0.289157,34,0.709026
composed-75-1-80-9_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096,702,0.144578,16.915663,0.203803,0.215048,0.204819,0.26506,33,0.709026
costasArray-10.xml.minion.convert.minion,1,0,0.176799,54,54,54,0.047962,0.047962,139,0.185185,6.666667,0.173525,0.513473,0.157407,0.185185,56,0.913618
costasArray-11.xml.minion.convert.minion,1,0,0.157692,65,65,65,0.03991,0.03991,170,0.169231,6.784615,0.155266,0.534663,0.138462,0.169231,44,0.913037
costasArray-12.xml.minion.convert.minion,1,0,0.142174,77,77,77,0.033741,0.033741,204,0.155844,6.883117,0.140327,0.553993,0.12987,0.155844,43,0.912557
costasArray-13.xml.minion.convert.minion,1,0,0.129338,90,90,90,0.028907,0.028907,241,0.144444,6.966667,0.127901,0.572873,0.122222,0.144444,37,0.912154
costasArray-14.xml.minion.convert.minion,1,0,0.118559,104,104,104,0.025048,0.025048,281,0.134615,7.038462,0.117419,0.590109,0.105769,0.134615,35,0.91181
costasArray-15.xml.minion.convert.minion,1,0,0.109386,119,119,119,0.021916,0.021916,324,0.12605,7.10084,0.108467,0.606573,0.10084,0.12605,32,0.911513
costasArray-16.xml.minion.convert.minion,1,0,0.101493,135,135,135,0.019339,0.019339,370,0.118519,7.155556,0.100741,0.621673,0.096296,0.118519,30,0.911254
costasArray-17.xml.minion.convert.minion,1,0,0.094632,152,152,152,0.017193,0.017193,419,0.111842,7.203947,0.09401,0.635974,0.085526,0.111842,27,0.911026
costasArray-18.xml.minion.convert.minion,1,0,0.088618,170,170,170,0.015387,0.015387,471,0.105882,7.247059,0.088097,0.649163,0.082353,0.105882,25,0.910824
costasArray-19.xml.minion.convert.minion,1,0,0.083305,189,189,189,0.013851,0.013851,526,0.100529,7.285714,0.082864,0.661621,0.079365,0.100529,22,0.910643
costasArray-20.xml.minion.convert.minion,1,0,0.078579,209,209,209,0.012535,0.012535,584,0.095694,7.320574,0.078203,0.67317,0.076555,0.095694,19,0.910481
cril-0_ext.xml.minion.converted.minion,1,34,0.086362,108,108,108,0.053554,0.053554,37,0.092593,1.981481,0.085562,0.523506,0.083333,0.185185,311,0.863237
cril-0_ext.xml.minion.converted.minion.gz,1,34,0.086362,108,108,108,0.053554,0.053554,37,0.092593,1.981481,0.085562,0.523506,0.083333,0.185185,311,0.863237
cril-2_ext.xml.minion.converted.minion,1,2032,0.094389,208,208,208,0.009615,0.009615,2032,0.067308,19.538462,0.093935,0.120583,0.096154,0.144231,56,0.694066
cril-3_ext.xml.minion.converted.minion,1,2032,0.094389,208,208,208,0.009615,0.009615,2032,0.067308,19.538462,0.093935,0.116815,0.096154,0.134615,50,0.694066
cril-4_ext.xml.minion.converted.minion,1,990,1,45,45,45,0.044444,0.044444,990,0.977778,44,0.977778,1,0.977778,0.977778,0,0.679827
cril-5_ext.xml.minion.converted.minion,1,861,1,42,42,42,0.047619,0.047619,861,0.97619,41,0.97619,1,0.97619,0.97619,6,0.701098
cril-6_ext.xml.minion.converted.minion,1,153,0.314286,36,36,36,0.058824,0.058824,153,0.305556,9,0.305556,0.563636,0.305556,0.305556,96,0.758096
cril-6_ext.xml.minion.converted.minion.gz,1,153,0.314286,36,36,36,0.058824,0.058824,153,0.305556,9,0.305556,0.563636,0.305556,0.305556,96,0.758096
cril-7.ext.xml.minion.converted.minion,1,153,0.314286,36,36,36,0.058824,0.058824,153,0.305556,9,0.305556,0.563636,0.305556,0.305556,96,0.758096
cril-7.ext.xml.minion.converted.minion.gz,1,153,0.314286,36,36,36,0.058824,0.058824,153,0.305556,9,0.305556,0.563636,0.305556,0.305556,96,0.758096
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,156,0.49145,462,462,462,0.023197,0.023197,2086,0.469697,48.38961,0.490386,0.750563,0.512987,0.668831,0,0.409362
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,78,0.476528,189,189,189,0.042965,0.042965,681,0.375661,29.259259,0.474007,0.775067,0.481481,0.656085,0,0.517084
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,72,0.565847,195,195,195,0.049925,0.049925,567,0.605128,28.307692,0.562945,0.846985,0.646154,0.805128,0,0.501525
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,72,0.71462,190,190,190,0.044442,0.044442,964,0.668421,42.842105,0.710859,0.857354,0.773684,0.831579,0,0.457273
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,118,0.52707,307,307,307,0.031579,0.031579,1429,0.472313,45.127036,0.525353,0.817292,0.52443,0.7557,0,0.431995
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,132,0.548145,296,296,296,0.024317,0.024317,2314,0.483108,56.27027,0.546293,0.798746,0.550676,0.702703,0,0.44986
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,138,0.549742,373,373,373,0.024533,0.024533,2303,0.58445,56.49866,0.548268,0.806651,0.589812,0.788204,0,0.413691
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,146,0.534435,373,373,373,0.024525,0.024525,2643,0.579088,64.820375,0.533002,0.84144,0.579088,0.820375,0,0.400035
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,134,0.575301,383,383,383,0.028876,0.028876,1869,0.600522,53.968668,0.573799,0.807163,0.600522,0.796345,0,0.39196
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,182,0.557752,435,435,435,0.018867,0.018867,4428,0.535632,83.544828,0.55647,0.840542,0.535632,0.850575,0,0.395567
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,174,0.565252,440,440,440,0.019554,0.019554,3345,0.479545,65.409091,0.563967,0.791326,0.584091,0.793182,0,0.408447
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,180,0.633283,445,445,445,0.02084,0.02084,4690,0.680899,97.739326,0.63186,0.867889,0.680899,0.85618,0,0.364666
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,217,0.087324,71,71,71,0.028169,0.028169,217,0.070423,6.112676,0.086094,0.417952,0.084507,0.098592,62,0.786962
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,4055,0.089812,301,301,301,0.006645,0.006645,4055,0.083056,26.943522,0.089513,0.526019,0.083056,0.152824,21,0.748506
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,3876,0.105166,272,272,272,0.007353,0.007353,3876,0.095588,28.5,0.104779,0.530598,0.091912,0.194853,4,0.744188
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,6173,0.100497,351,351,351,0.005698,0.005698,6173,0.105413,35.173789,0.10021,0.563739,0.091168,0.202279,4,0.743866
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,9321,0.112263,408,408,408,0.004902,0.004902,9321,0.129902,45.691176,0.111988,0.589244,0.10049,0.205882,11,0.738949
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,9321,0.112263,408,408,408,0.004902,0.004902,9321,0.129902,45.691176,0.111988,0.589244,0.10049,0.205882,11,0.738949
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,17447,0.082717,650,650,650,0.003077,0.003077,17447,0.084615,53.683077,0.082589,0.588281,0.072308,0.146154,5,0.743583
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,736,0.094968,125,125,125,0.016,0.016,736,0.064,11.776,0.094208,0.099674,0.096,0.136,263,0.698816
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,736,0.094968,125,125,125,0.016,0.016,736,0.064,11.776,0.094208,0.099674,0.096,0.136,184,0.698816
dubois-100_ext.xml.minion.converted.minion.gz,1,200,0.013333,300,300,300,0.01,0.01,200,0.01,2,0.013289,0.337778,0.013333,0.013333,499,0.793763
dubois-20_ext.xml.minion.converted.minion.gz,1,40,0.066667,60,60,60,0.05,0.05,40,0.05,2,0.065556,0.355556,0.066667,0.066667,499,0.795234
dubois-21_ext.xml.minion.converted.minion.gz,1,42,0.063492,63,63,63,0.047619,0.047619,42,0.047619,2,0.062484,0.354497,0.063492,0.063492,499,0.795147
dubois-22_ext.xml.minion.converted.minion.gz,1,44,0.060606,66,66,66,0.045455,0.045455,44,0.045455,2,0.059688,0.353535,0.060606,0.060606,499,0.795069
dubois-23_ext.xml.minion.converted.minion.gz,1,46,0.057971,69,69,69,0.043478,0.043478,46,0.043478,2,0.057131,0.352657,0.057971,0.057971,499,0.794997
dubois-24_ext.xml.minion.converted.minion.gz,1,48,0.055556,72,72,72,0.041667,0.041667,48,0.041667,2,0.054784,0.351852,0.055556,0.055556,499,0.794931
dubois-25_ext.xml.minion.converted.minion.gz,1,50,0.053333,75,75,75,0.04,0.04,50,0.04,2,0.052622,0.351111,0.053333,0.053333,499,0.79487
dubois-26_ext.xml.minion.converted.minion.gz,1,52,0.051282,78,78,78,0.038462,0.038462,52,0.038462,2,0.050625,0.350427,0.051282,0.051282,499,0.794814
dubois-27_ext.xml.minion.converted.minion.gz,1,54,0.049383,81,81,81,0.037037,0.037037,54,0.037037,2,0.048773,0.349794,0.049383,0.049383,499,0.794761
dubois-28_ext.xml.minion.converted.minion.gz,1,56,0.047619,84,84,84,0.035714,0.035714,56,0.035714,2,0.047052,0.349206,0.047619,0.047619,499,0.794713
dubois-29_ext.xml.minion.converted.minion.gz,1,58,0.045977,87,87,87,0.034483,0.034483,58,0.034483,2,0.045449,0.348659,0.045977,0.045977,499,0.794668
dubois-30_ext.xml.minion.converted.minion.gz,1,60,0.044444,90,90,90,0.033333,0.033333,60,0.033333,2,0.043951,0.348148,0.044444,0.044444,499,0.794626
dubois-50_ext.xml.minion.converted.minion.gz,1,100,0.026667,150,150,150,0.02,0.02,100,0.02,2,0.026489,0.342222,0.026667,0.026667,499,0.794134
ehi-85-297-0_ext.xml.minion.gz,1,4094,0.093139,297,297,297,0.006734,0.006734,4094,0.077441,27.569024,0.092825,0.3692,0.094276,0.097643,464,0.840488
ehi-85-297-10_ext.xml.minion.gz,1,4098,0.09323,297,297,297,0.006734,0.006734,4098,0.074074,27.59596,0.092916,0.366267,0.094276,0.10101,464,0.840238
ehi-85-297-11_ext.xml.minion.gz,1,4100,0.093275,297,297,297,0.006734,0.006734,4100,0.070707,27.609428,0.092961,0.364352,0.094276,0.10101,464,0.840263
ehi-85-297-12_ext.xml.minion.gz,1,4099,0.093252,297,297,297,0.006734,0.006734,4099,0.077441,27.602694,0.092938,0.367008,0.094276,0.097643,464,0.840458
ehi-85-297-13_ext.xml.minion.gz,1,4102,0.093321,297,297,297,0.006734,0.006734,4102,0.070707,27.622896,0.093006,0.367219,0.094276,0.097643,464,0.840188
ehi-85-297-14_ext.xml.minion.gz,1,4111,0.093525,297,297,297,0.006734,0.006734,4111,0.074074,27.683502,0.09321,0.364807,0.094276,0.10101,464,0.840405
ehi-85-297-15_ext.xml.minion.gz,1,4133,0.094026,297,297,297,0.006734,0.006734,4133,0.077441,27.83165,0.093709,0.359789,0.094276,0.097643,464,0.840504
ehi-85-297-16_ext.xml.minion.gz,1,4105,0.093389,297,297,297,0.006734,0.006734,4105,0.080808,27.643098,0.093074,0.361876,0.094276,0.10101,464,0.840441
ehi-85-297-17_ext.xml.minion.gz,1,4102,0.093321,297,297,297,0.006734,0.006734,4102,0.077441,27.622896,0.093006,0.364956,0.094276,0.097643,464,0.840396
ehi-85-297-18_ext.xml.minion.gz,1,4120,0.09373,297,297,297,0.006734,0.006734,4120,0.077441,27.744108,0.093415,0.360326,0.094276,0.10101,464,0.840475
ehi-85-297-19_ext.xml.minion.gz,1,4118,0.093685,297,297,297,0.006734,0.006734,4118,0.080808,27.73064,0.093369,0.359699,0.094276,0.10101,464,0.840481
ehi-85-297-1_ext.xml.minion.gz,1,4112,0.093548,297,297,297,0.006734,0.006734,4112,0.080808,27.690236,0.093233,0.361811,0.094276,0.10101,464,0.839991
ehi-85-297-20_ext.xml.minion.gz,1,4106,0.093412,297,297,297,0.006734,0.006734,4106,0.074074,27.649832,0.093097,0.36371,0.094276,0.10101,464,0.840528
ehi-85-297-21_ext.xml.minion.gz,1,4098,0.09323,297,297,297,0.006734,0.006734,4098,0.077441,27.59596,0.092916,0.364791,0.094276,0.10101,464,0.840072
ehi-85-297-22_ext.xml.minion.gz,1,4107,0.093434,297,297,297,0.006734,0.006734,4107,0.077441,27.656566,0.09312,0.365139,0.094276,0.10101,464,0.840499
ehi-85-297-23_ext.xml.minion.gz,1,4126,0.093867,297,297,297,0.006734,0.006734,4126,0.077441,27.784512,0.093551,0.358785,0.094276,0.10101,464,0.840477
ehi-85-297-24_ext.xml.minion.gz,1,4105,0.093389,297,297,297,0.006734,0.006734,4105,0.074074,27.643098,0.093074,0.360952,0.094276,0.097643,464,0.840358
ehi-85-297-25_ext.xml.minion.gz,1,4097,0.093207,297,297,297,0.006734,0.006734,4097,0.074074,27.589226,0.092893,0.366501,0.094276,0.097643,464,0.84016
ehi-85-297-26_ext.xml.minion.gz,1,4102,0.093321,297,297,297,0.006734,0.006734,4102,0.070707,27.622896,0.093006,0.363809,0.094276,0.097643,464,0.840157
ehi-85-297-27_ext.xml.minion.gz,1,4120,0.09373,297,297,297,0.006734,0.006734,4120,0.070707,27.744108,0.093415,0.365374,0.094276,0.10101,464,0.840235
ehi-85-297-28_ext.xml.minion.gz,1,4100,0.093275,297,297,297,0.006734,0.006734,4100,0.070707,27.609428,0.092961,0.365323,0.094276,0.097643,464,0.840351
ehi-85-297-29_ext.xml.minion.gz,1,4110,0.093503,297,297,297,0.006734,0.006734,4110,0.074074,27.676768,0.093188,0.36105,0.094276,0.10101,464,0.840385
ehi-85-297-2_ext.xml.minion.gz,1,4120,0.09373,297,297,297,0.006734,0.006734,4120,0.070707,27.744108,0.093415,0.361218,0.094276,0.10101,464,0.840481
ehi-85-297-30_ext.xml.minion.gz,1,4121,0.093753,297,297,297,0.006734,0.006734,4121,0.080808,27.750842,0.093437,0.359064,0.094276,0.10101,464,0.840334
ehi-85-297-31_ext.xml.minion.gz,1,4100,0.093275,297,297,297,0.006734,0.006734,4100,0.070707,27.609428,0.092961,0.366094,0.094276,0.10101,464,0.840356
ehi-85-297-32_ext.xml.minion.gz,1,4118,0.093685,297,297,297,0.006734,0.006734,4118,0.080808,27.73064,0.093369,0.362369,0.094276,0.097643,464,0.840383
ehi-85-297-33_ext.xml.minion.gz,1,4094,0.093139,297,297,297,0.006734,0.006734,4094,0.074074,27.569024,0.092825,0.366952,0.094276,0.10101,464,0.840495
ehi-85-297-34_ext.xml.minion.gz,1,4111,0.093525,297,297,297,0.006734,0.006734,4111,0.074074,27.683502,0.09321,0.363439,0.094276,0.10101,464,0.840202
ehi-85-297-35_ext.xml.minion.gz,1,4110,0.093503,297,297,297,0.006734,0.006734,4110,0.074074,27.676768,0.093188,0.363903,0.094276,0.10101,464,0.840228
ehi-85-297-36_ext.xml.minion.gz,1,4113,0.093571,297,297,297,0.006734,0.006734,4113,0.074074,27.69697,0.093256,0.364509,0.094276,0.10101,464,0.840411
ehi-85-297-37_ext.xml.minion.gz,1,4097,0.093207,297,297,297,0.006734,0.006734,4097,0.077441,27.589226,0.092893,0.364532,0.094276,0.097643,464,0.840453
ehi-85-297-38_ext.xml.minion.gz,1,4120,0.09373,297,297,297,0.006734,0.006734,4120,0.077441,27.744108,0.093415,0.359998,0.094276,0.10101,464,0.840354
ehi-85-297-39_ext.xml.minion.gz,1,4127,0.093889,297,297,297,0.006734,0.006734,4127,0.077441,27.791246,0.093573,0.358864,0.094276,0.097643,464,0.840372
ehi-85-297-3_ext.xml.minion.gz,1,4109,0.09348,297,297,297,0.006734,0.006734,4109,0.070707,27.670034,0.093165,0.361629,0.094276,0.10101,464,0.840273
ehi-85-297-40_ext.xml.minion.gz,1,4137,0.094117,297,297,297,0.006734,0.006734,4137,0.077441,27.858586,0.0938,0.35821,0.094276,0.10101,464,0.840389
ehi-85-297-41_ext.xml.minion.gz,1,4087,0.092979,297,297,297,0.006734,0.006734,4087,0.070707,27.521886,0.092666,0.365826,0.094276,0.10101,464,0.840082
ehi-85-297-42_ext.xml.minion.gz,1,4131,0.09398,297,297,297,0.006734,0.006734,4131,0.077441,27.818182,0.093664,0.357575,0.094276,0.10101,464,0.840437
ehi-85-297-43_ext.xml.minion.gz,1,4111,0.093525,297,297,297,0.006734,0.006734,4111,0.077441,27.683502,0.09321,0.362484,0.094276,0.10101,464,0.840302
ehi-85-297-44_ext.xml.minion.gz,1,4130,0.093958,297,297,297,0.006734,0.006734,4130,0.077441,27.811448,0.093641,0.357736,0.094276,0.10101,464,0.840296
ehi-85-297-45_ext.xml.minion.gz,1,4086,0.092957,297,297,297,0.006734,0.006734,4086,0.074074,27.515152,0.092644,0.366767,0.094276,0.10101,464,0.840377
ehi-85-297-46_ext.xml.minion.gz,1,4107,0.093434,297,297,297,0.006734,0.006734,4107,0.074074,27.656566,0.09312,0.364164,0.094276,0.10101,464,0.840401
ehi-85-297-47_ext.xml.minion.gz,1,4103,0.093343,297,297,297,0.006734,0.006734,4103,0.074074,27.62963,0.093029,0.362021,0.094276,0.097643,464,0.83984
ehi-85-297-48_ext.xml.minion.gz,1,4112,0.093548,297,297,297,0.006734,0.006734,4112,0.070707,27.690236,0.093233,0.362577,0.094276,0.097643,464,0.840415
ehi-85-297-49_ext.xml.minion.gz,1,4124,0.093821,297,297,297,0.006734,0.006734,4124,0.070707,27.771044,0.093505,0.363635,0.094276,0.10101,464,0.840442
ehi-85-297-4_ext.xml.minion.gz,1,4119,0.093707,297,297,297,0.006734,0.006734,4119,0.077441,27.737374,0.093392,0.360006,0.094276,0.10101,464,0.840146
ehi-85-297-50_ext.xml.minion.gz,1,4115,0.093616,297,297,297,0.006734,0.006734,4115,0.077441,27.710438,0.093301,0.362436,0.094276,0.097643,464,0.840413
ehi-85-297-51_ext.xml.minion.gz,1,4109,0.09348,297,297,297,0.006734,0.006734,4109,0.074074,27.670034,0.093165,0.36995,0.094276,0.097643,464,0.840323
ehi-85-297-52_ext.xml.minion.gz,1,4098,0.09323,297,297,297,0.006734,0.006734,4098,0.077441,27.59596,0.092916,0.365528,0.094276,0.10101,464,0.840163
ehi-85-297-53_ext.xml.minion.gz,1,4112,0.093548,297,297,297,0.006734,0.006734,4112,0.074074,27.690236,0.093233,0.360718,0.094276,0.10101,464,0.84035
ehi-85-297-54_ext.xml.minion.gz,1,4106,0.093412,297,297,297,0.006734,0.006734,4106,0.074074,27.649832,0.093097,0.363642,0.094276,0.10101,464,0.84033
ehi-85-297-55_ext.xml.minion.gz,1,4121,0.093753,297,297,297,0.006734,0.006734,4121,0.077441,27.750842,0.093437,0.36381,0.094276,0.097643,464,0.840404
ehi-85-297-56_ext.xml.minion.gz,1,4102,0.093321,297,297,297,0.006734,0.006734,4102,0.074074,27.622896,0.093006,0.36245,0.094276,0.10101,464,0.840401
ehi-85-297-57_ext.xml.minion.gz,1,4115,0.093616,297,297,297,0.006734,0.006734,4115,0.077441,27.710438,0.093301,0.362419,0.094276,0.097643,464,0.84038
ehi-85-297-58_ext.xml.minion.gz,1,4123,0.093798,297,297,297,0.006734,0.006734,4123,0.077441,27.76431,0.093483,0.358664,0.094276,0.10101,464,0.840353
ehi-85-297-59_ext.xml.minion.gz,1,4106,0.093412,297,297,297,0.006734,0.006734,4106,0.070707,27.649832,0.093097,0.36227,0.094276,0.10101,464,0.840508
ehi-85-297-5_ext.xml.minion.gz,1,4098,0.09323,297,297,297,0.006734,0.006734,4098,0.077441,27.59596,0.092916,0.366758,0.094276,0.10101,464,0.840454
ehi-85-297-60_ext.xml.minion.gz,1,4119,0.093707,297,297,297,0.006734,0.006734,4119,0.074074,27.737374,0.093392,0.362854,0.094276,0.10101,464,0.840502
ehi-85-297-61_ext.xml.minion.gz,1,4120,0.09373,297,297,297,0.006734,0.006734,4120,0.077441,27.744108,0.093415,0.363234,0.094276,0.097643,464,0.840327
ehi-85-297-62_ext.xml.minion.gz,1,4103,0.093343,297,297,297,0.006734,0.006734,4103,0.074074,27.62963,0.093029,0.363925,0.094276,0.10101,464,0.840532
ehi-85-297-63_ext.xml.minion.gz,1,4120,0.09373,297,297,297,0.006734,0.006734,4120,0.077441,27.744108,0.093415,0.360557,0.094276,0.10101,464,0.840193
ehi-85-297-64_ext.xml.minion.gz,1,4113,0.093571,297,297,297,0.006734,0.006734,4113,0.074074,27.69697,0.093256,0.361993,0.094276,0.097643,464,0.84009
ehi-85-297-65_ext.xml.minion.gz,1,4116,0.093639,297,297,297,0.006734,0.006734,4116,0.077441,27.717172,0.093324,0.362004,0.094276,0.10101,464,0.840365
ehi-85-297-66_ext.xml.minion.gz,1,4102,0.093321,297,297,297,0.006734,0.006734,4102,0.077441,27.622896,0.093006,0.36559,0.094276,0.10101,464,0.840439
ehi-85-297-67_ext.xml.minion.gz,1,4096,0.093184,297,297,297,0.006734,0.006734,4096,0.074074,27.582492,0.09287,0.364784,0.094276,0.097643,464,0.840302
ehi-85-297-68_ext.xml.minion.gz,1,4126,0.093867,297,297,297,0.006734,0.006734,4126,0.077441,27.784512,0.093551,0.358314,0.094276,0.097643,464,0.840284
ehi-85-297-69_ext.xml.minion.gz,1,4114,0.093594,297,297,297,0.006734,0.006734,4114,0.074074,27.703704,0.093278,0.360982,0.094276,0.10101,464,0.840534
ehi-85-297-6_ext.xml.minion.gz,1,4081,0.092843,297,297,297,0.006734,0.006734,4081,0.070707,27.481481,0.09253,0.372653,0.094276,0.097643,464,0.840548
ehi-85-297-70_ext.xml.minion.gz,1,4091,0.09307,297,297,297,0.006734,0.006734,4091,0.074074,27.548822,0.092757,0.366812,0.094276,0.097643,464,0.840286
ehi-85-297-71_ext.xml.minion.gz,1,4110,0.093503,297,297,297,0.006734,0.006734,4110,0.070707,27.676768,0.093188,0.364726,0.094276,0.10101,464,0.840162
ehi-85-297-72_ext.xml.minion.gz,1,4114,0.093594,297,297,297,0.006734,0.006734,4114,0.074074,27.703704,0.093278,0.360177,0.094276,0.10101,464,0.840295
ehi-85-297-73_ext.xml.minion.gz,1,4108,0.093457,297,297,297,0.006734,0.006734,4108,0.074074,27.6633,0.093142,0.365221,0.094276,0.10101,464,0.840459
ehi-85-297-74_ext.xml.minion.gz,1,4111,0.093525,297,297,297,0.006734,0.006734,4111,0.077441,27.683502,0.09321,0.362517,0.094276,0.10101,464,0.840024
ehi-85-297-75_ext.xml.minion.gz,1,4111,0.093525,297,297,297,0.006734,0.006734,4111,0.070707,27.683502,0.09321,0.361403,0.094276,0.10101,464,0.840194
ehi-85-297-76_ext.xml.minion.gz,1,4104,0.093366,297,297,297,0.006734,0.006734,4104,0.074074,27.636364,0.093052,0.366011,0.094276,0.10101,464,0.840264
ehi-85-297-77_ext.xml.minion.gz,1,4117,0.093662,297,297,297,0.006734,0.006734,4117,0.074074,27.723906,0.093346,0.35985,0.094276,0.10101,464,0.840323
ehi-85-297-78_ext.xml.minion.gz,1,4103,0.093343,297,297,297,0.006734,0.006734,4103,0.080808,27.62963,0.093029,0.364202,0.094276,0.10101,464,0.840397
ehi-85-297-79_ext.xml.minion.gz,1,4107,0.093434,297,297,297,0.006734,0.006734,4107,0.070707,27.656566,0.09312,0.366308,0.094276,0.097643,464,0.840106
ehi-85-297-7_ext.xml.minion.gz,1,4111,0.093525,297,297,297,0.006734,0.006734,4111,0.070707,27.683502,0.09321,0.363033,0.094276,0.10101,464,0.840202
ehi-85-297-80_ext.xml.minion.gz,1,4110,0.093503,297,297,297,0.006734,0.006734,4110,0.077441,27.676768,0.093188,0.360229,0.094276,0.10101,464,0.840409
ehi-85-297-81_ext.xml.minion.gz,1,4115,0.093616,297,297,297,0.006734,0.006734,4115,0.074074,27.710438,0.093301,0.364313,0.094276,0.10101,464,0.840271
ehi-85-297-82_ext.xml.minion.gz,1,4108,0.093457,297,297,297,0.006734,0.006734,4108,0.077441,27.6633,0.093142,0.361819,0.094276,0.097643,464,0.840303
ehi-85-297-83_ext.xml.minion.gz,1,4099,0.093252,297,297,297,0.006734,0.006734,4099,0.074074,27.602694,0.092938,0.367004,0.094276,0.10101,464,0.840189
ehi-85-297-84_ext.xml.minion.gz,1,4111,0.093525,297,297,297,0.006734,0.006734,4111,0.074074,27.683502,0.09321,0.3639,0.094276,0.10101,464,0.840375
ehi-85-297-85_ext.xml.minion.gz,1,4093,0.093116,297,297,297,0.006734,0.006734,4093,0.074074,27.56229,0.092802,0.364421,0.094276,0.10101,464,0.840545
ehi-85-297-86_ext.xml.minion.gz,1,4092,0.093093,297,297,297,0.006734,0.006734,4092,0.070707,27.555556,0.09278,0.370466,0.094276,0.097643,464,0.840411
ehi-85-297-87_ext.xml.minion.gz,1,4128,0.093912,297,297,297,0.006734,0.006734,4128,0.077441,27.79798,0.093596,0.359499,0.094276,0.10101,464,0.840066
ehi-85-297-88_ext.xml.minion.gz,1,4119,0.093707,297,297,297,0.006734,0.006734,4119,0.080808,27.737374,0.093392,0.360081,0.094276,0.10101,464,0.840402
ehi-85-297-89_ext.xml.minion.gz,1,4110,0.093503,297,297,297,0.006734,0.006734,4110,0.074074,27.676768,0.093188,0.362575,0.094276,0.097643,464,0.840319
ehi-85-297-8_ext.xml.minion.gz,1,4110,0.093503,297,297,297,0.006734,0.006734,4110,0.077441,27.676768,0.093188,0.365008,0.094276,0.097643,464,0.839947
ehi-85-297-90_ext.xml.minion.gz,1,4113,0.093571,297,297,297,0.006734,0.006734,4113,0.074074,27.69697,0.093256,0.361459,0.094276,0.10101,464,0.840535
ehi-85-297-91_ext.xml.minion.gz,1,4113,0.093571,297,297,297,0.006734,0.006734,4113,0.077441,27.69697,0.093256,0.364928,0.094276,0.10101,464,0.840177
