@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_dyn_log_propags NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE directorder_reducedClauses NUMERIC
@ATTRIBUTE support_TRINARY+ NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE support_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE directorder_vars-clauses-ratio NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE csp_percent_avg_continuity NUMERIC
@ATTRIBUTE support_HORNY-VAR-entropy NUMERIC

@DATA
real/cabinet/cabinet-5578.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5592.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5573.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5562.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5597.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5598.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5575.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5593.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5586.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5564.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5580.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5572.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5561.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5574.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5595.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5568.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5571.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5585.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5589.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5567.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/cabinet/cabinet-5581.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/test01-04/test04/test04-1250-0.xml,1,42.995806,68.373005,18.708287,14.266745,0,?,?,?,?,?,?,?,?,?,20,?,14.796141,17.956881,?,?,?,?,?,?,0.752014,?,?,?,?,?,3.758324,?
real/test01-04/test04/test04-1250-7.xml,1,42.995806,68.373005,18.708287,14.266745,0,?,?,?,?,?,?,?,?,?,20,?,14.432607,17.956881,?,?,?,?,?,?,0.752014,?,?,?,?,?,3.758324,?
real/test01-04/test04/test04-1250-9.xml,1,42.995806,68.373005,18.708287,14.266745,0,?,?,?,?,?,?,?,?,?,20,?,15.791595,17.956881,?,?,?,?,?,?,0.752014,?,?,?,?,?,3.758324,?
real/test01-04/test04/test04-1250-5.xml,1,42.995806,68.373005,18.708287,14.266745,0,?,?,?,?,?,?,?,?,?,20,?,14.444368,17.956881,?,?,?,?,?,?,0.752014,?,?,?,?,?,3.758324,?
real/test01-04/test04/test04-1250-2.xml,1,42.995806,68.373005,18.708287,14.266745,0,?,?,?,?,?,?,?,?,?,20,?,14.819431,17.956881,?,?,?,?,?,?,0.752014,?,?,?,?,?,3.758324,?
real/test01-04/test04/test04-1250-3.xml,1,42.995806,68.373005,18.708287,14.266745,0,?,?,?,?,?,?,?,?,?,20,?,14.711344,17.956881,?,?,?,?,?,?,0.752014,?,?,?,?,?,3.758324,?
real/test01-04/test04/test04-1250-6.xml,1,42.995806,68.373005,18.708287,14.266745,0,?,?,?,?,?,?,?,?,?,20,?,14.442425,17.956881,?,?,?,?,?,?,0.752014,?,?,?,?,?,3.758324,?
real/test01-04/test04/test04-1250-1.xml,1,42.995806,68.373005,18.708287,14.266745,0,?,?,?,?,?,?,?,?,?,20,?,14.559019,17.956881,?,?,?,?,?,?,0.752014,?,?,?,?,?,3.758324,?
real/test01-04/test04/test04-1250-4.xml,1,42.995806,68.373005,18.708287,14.266745,0,?,?,?,?,?,?,?,?,?,20,?,14.462119,17.956881,?,?,?,?,?,?,0.752014,?,?,?,?,?,3.758324,?
real/test01-04/test04/test04-1250-8.xml,1,42.995806,68.373005,18.708287,14.266745,0,?,?,?,?,?,?,?,?,?,20,?,16.160581,17.956881,?,?,?,?,?,?,0.752014,?,?,?,?,?,3.758324,?
real/test01-04/test04/test04-1250-10.xml,1,42.995806,68.373005,18.708287,14.266745,0,?,?,?,?,?,?,?,?,?,20,?,15.579404,17.956881,?,?,?,?,?,?,0.752014,?,?,?,?,?,3.758324,?
real/test01-04/test03/test03-0400-5.xml,1,42.405034,68.089245,18.708287,14.427751,0,?,?,?,?,?,?,?,?,?,20,?,14.430975,16.345405,?,?,?,?,?,?,0.735165,?,?,?,?,?,4.100634,?
real/test01-04/test03/test03-0400-7.xml,1,42.405034,68.089245,18.708287,14.427751,0,?,?,?,?,?,?,?,?,?,20,?,13.960092,16.345405,?,?,?,?,?,?,0.735165,?,?,?,?,?,4.100634,?
real/test01-04/test03/test03-0400-4.xml,1,42.405034,68.089245,18.708287,14.427751,0,?,?,?,?,?,?,?,?,?,20,?,14.216973,16.345405,?,?,?,?,?,?,0.735165,?,?,?,?,?,4.100634,?
real/test01-04/test03/test03-0400-3.xml,1,42.405034,68.089245,18.708287,14.427751,0,?,?,?,?,?,?,?,?,?,20,?,13.266494,16.345405,?,?,?,?,?,?,0.735165,?,?,?,?,?,4.100634,?
real/test01-04/test03/test03-0400-9.xml,1,42.405034,68.089245,18.708287,14.427751,0,?,?,?,?,?,?,?,?,?,20,?,14.755044,16.345405,?,?,?,?,?,?,0.735165,?,?,?,?,?,4.100634,?
real/test01-04/test03/test03-0400-0.xml,1,42.405034,68.089245,18.708287,14.427751,0,?,?,?,?,?,?,?,?,?,20,?,13.891594,16.345405,?,?,?,?,?,?,0.735165,?,?,?,?,?,4.100634,?
real/test01-04/test03/test03-0400-6.xml,1,42.405034,68.089245,18.708287,14.427751,0,?,?,?,?,?,?,?,?,?,20,?,14.687485,16.345405,?,?,?,?,?,?,0.735165,?,?,?,?,?,4.100634,?
real/test01-04/test03/test03-0400-10.xml,1,42.405034,68.089245,18.708287,14.427751,0,?,?,?,?,?,?,?,?,?,20,?,14.865347,16.345405,?,?,?,?,?,?,0.735165,?,?,?,?,?,4.100634,?
real/test01-04/test03/test03-0400-2.xml,1,42.405034,68.089245,18.708287,14.427751,0,?,?,?,?,?,?,?,?,?,20,?,13.283233,16.345405,?,?,?,?,?,?,0.735165,?,?,?,?,?,4.100634,?
real/test01-04/test03/test03-0400-1.xml,1,42.405034,68.089245,18.708287,14.427751,0,?,?,?,?,?,?,?,?,?,20,?,13.319672,16.345405,?,?,?,?,?,?,0.735165,?,?,?,?,?,4.100634,?
real/test01-04/test03/test03-0400-8.xml,1,42.405034,68.089245,18.708287,14.427751,0,?,?,?,?,?,?,?,?,?,20,?,14.606637,16.345405,?,?,?,?,?,?,0.735165,?,?,?,?,?,4.100634,?
real/test01-04/test01/test01-0150-1.xml,1,42.410959,68.123288,17.378147,13.937958,0,?,?,?,?,?,?,?,?,?,20,?,14.778488,14.830713,?,?,?,?,?,?,0.777634,?,?,?,?,?,3.626457,?
real/test01-04/test01/test01-0150-6.xml,1,42.410959,68.123288,17.378147,13.937958,0,?,?,?,?,?,?,?,?,?,20,?,15.926806,14.830713,?,?,?,?,?,?,0.777634,?,?,?,?,?,3.626457,?
real/test01-04/test01/test01-0150-9.xml,1,42.410959,68.123288,17.378147,13.937958,0,?,?,?,?,?,?,?,?,?,20,?,14.986953,14.830713,?,?,?,?,?,?,0.777634,?,?,?,?,?,3.626457,?
real/test01-04/test01/test01-0150-3.xml,1,42.410959,68.123288,17.378147,13.937958,0,?,?,?,?,?,?,?,?,?,20,?,14.663503,14.830713,?,?,?,?,?,?,0.777634,?,?,?,?,?,3.626457,?
real/test01-04/test01/test01-0150-0.xml,1,42.410959,68.123288,17.378147,13.937958,0,?,?,?,?,?,?,?,?,?,20,?,14.332596,14.830713,?,?,?,?,?,?,0.777634,?,?,?,?,?,3.626457,?
real/test01-04/test01/test01-0150-7.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/test01-04/test01/test01-0150-8.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/test01-04/test01/test01-0150-2.xml,1,42.410959,68.123288,17.378147,13.937958,0,?,?,?,?,?,?,?,?,?,20,?,14.904541,14.830713,?,?,?,?,?,?,0.777634,?,?,?,?,?,3.626457,?
real/test01-04/test01/test01-0150-10.xml,1,42.410959,68.123288,17.378147,13.937958,0,?,?,?,?,?,?,?,?,?,20,?,15.205526,14.830713,?,?,?,?,?,?,0.777634,?,?,?,?,?,3.626457,?
real/test01-04/test01/test01-0150-4.xml,1,42.410959,68.123288,17.378147,13.937958,0,?,?,?,?,?,?,?,?,?,20,?,15.958689,14.830713,?,?,?,?,?,?,0.777634,?,?,?,?,?,3.626457,?
real/test01-04/test01/test01-0150-5.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
real/test01-04/test02/test02-0250-5.xml,1,42.1974,67.948822,18.708287,16.130096,0,?,?,?,?,?,?,?,?,?,20,?,12.722594,15.989151,?,?,?,?,?,?,0.961338,?,?,?,?,?,4.613503,?
real/test01-04/test02/test02-0250-9.xml,1,42.1974,67.948822,18.708287,16.130096,0,?,?,?,?,?,?,?,?,?,20,?,13.967677,15.989151,?,?,?,?,?,?,0.961338,?,?,?,?,?,4.613503,?
real/test01-04/test02/test02-0250-4.xml,1,42.1974,67.948822,18.708287,16.130096,0,?,?,?,?,?,?,?,?,?,20,?,12.655754,15.989151,?,?,?,?,?,?,0.961338,?,?,?,?,?,4.613503,?
real/test01-04/test02/test02-0250-1.xml,1,42.1974,67.948822,18.708287,16.130096,0,?,?,?,?,?,?,?,?,?,20,?,12.293472,15.989151,?,?,?,?,?,?,0.961338,?,?,?,?,?,4.613503,?
real/test01-04/test02/test02-0250-2.xml,1,42.1974,67.948822,18.708287,16.130096,0,?,?,?,?,?,?,?,?,?,20,?,12.357827,15.989151,?,?,?,?,?,?,0.961338,?,?,?,?,?,4.613503,?
real/test01-04/test02/test02-0250-0.xml,1,42.1974,67.948822,18.708287,16.130096,0,?,?,?,?,?,?,?,?,?,20,?,11.857592,15.989151,?,?,?,?,?,?,0.961338,?,?,?,?,?,4.613503,?
real/test01-04/test02/test02-0250-3.xml,1,42.1974,67.948822,18.708287,16.130096,0,?,?,?,?,?,?,?,?,?,20,?,12.358651,15.989151,?,?,?,?,?,?,0.961338,?,?,?,?,?,4.613503,?
real/test01-04/test02/test02-0250-10.xml,1,42.1974,67.948822,18.708287,16.130096,0,?,?,?,?,?,?,?,?,?,20,?,14,15.989151,?,?,?,?,?,?,0.961338,?,?,?,?,?,4.613503,?
real/test01-04/test02/test02-0250-6.xml,1,42.1974,67.948822,18.708287,16.130096,0,?,?,?,?,?,?,?,?,?,20,?,12.835261,15.989151,?,?,?,?,?,?,0.961338,?,?,?,?,?,4.613503,?
real/test01-04/test02/test02-0250-8.xml,1,42.1974,67.948822,18.708287,16.130096,0,?,?,?,?,?,?,?,?,?,20,?,13.517177,15.989151,?,?,?,?,?,?,0.961338,?,?,?,?,?,4.613503,?
real/test01-04/test02/test02-0250-7.xml,1,42.1974,67.948822,18.708287,16.130096,0,?,?,?,?,?,?,?,?,?,20,?,13.893586,15.989151,?,?,?,?,?,?,0.961338,?,?,?,?,?,4.613503,?
real/medium/patat-02-medium-2.xml,1,30,30,6.708204,4.940901,99.692936,0.605937,0.333471,0.142432,0.428436,0.410011,0.999944,0.152143,0.804545,0.145915,40,0.742413,22.054306,18.086686,0.000357,0.551983,0.386645,0.023232,?,0.000016,30,?,0.011876,?,?,?,80.68125,?
real/medium/patat-02-medium-4.xml,1,30,30,6.708204,4.93837,99.693233,0.606313,0.390691,0.141257,0.429058,0.407906,0.999943,0.151829,0.856863,0.147815,40,0.739361,21.870442,18.086504,0.000372,0.551079,0.381909,0.024804,?,0.000016,50,?,0.011422,?,?,?,87.365923,?
real/medium/patat-02-medium-3.xml,1,30,30,6.708204,4.940901,99.687598,0.606127,0.308429,0.145655,0.430885,0.415742,0.999945,0.153542,0.821351,0.153588,40,0.747852,21.76709,18.064685,0.000355,0.553004,0.394752,0.020116,?,0.000016,28.571429,?,0.012072,?,?,?,80.177381,?
real/medium/patat-02-medium-1.xml,1,30,30,6.708204,4.973429,99.693468,0.60275,0.293564,0.144498,0.429514,0.413736,0.999942,0.152467,0.76824,0.157673,40,0.753534,22.06559,18.091368,0.000345,0.556665,0.395014,0.018831,?,0.000015,50,?,0.012085,?,?,?,86.241071,?
real/medium/patat-02-medium-5.xml,1,30,30,6.708204,4.886077,99.55514,0.628687,0.555755,0.184325,0.458017,0.478652,0.999932,0.175941,0.838961,0.155611,40,0.733077,21.838243,17.573936,0.000552,0.533808,0.359731,0.041722,?,0.000024,22.222222,?,0.010919,?,?,?,78.622619,?
real/fapp36-40/fapp39/fapp39-2750-8.xml,1,41.934439,67.747689,22.405357,22.106198,0,?,?,?,?,?,?,?,?,?,20,?,15.035787,20.357974,?,?,?,?,?,?,1.767986,?,?,?,?,?,7.201001,?
real/fapp36-40/fapp39/fapp39-2750-1.xml,1,41.934439,67.747689,22.405357,22.106198,0,?,?,?,?,?,?,?,?,?,20,?,15.153037,20.357974,?,?,?,?,?,?,1.767986,?,?,?,?,?,7.201001,?
real/fapp36-40/fapp39/fapp39-2750-9.xml,1,41.934439,67.747689,22.405357,22.106198,0,?,?,?,?,?,?,?,?,?,20,?,15.026826,20.357974,?,?,?,?,?,?,1.767986,?,?,?,?,?,7.201001,?
real/fapp36-40/fapp39/fapp39-2750-10.xml,1,41.934439,67.747689,22.405357,22.106198,0,?,?,?,?,?,?,?,?,?,20,?,15.017939,20.357974,?,?,?,?,?,?,1.767986,?,?,?,?,?,7.201001,?
real/fapp36-40/fapp39/fapp39-2750-7.xml,1,41.934439,67.747689,22.405357,22.106198,0,?,?,?,?,?,?,?,?,?,20,?,15.043497,20.357974,?,?,?,?,?,?,1.767986,?,?,?,?,?,7.201001,?
real/fapp36-40/fapp39/fapp39-2750-2.xml,1,41.934439,67.747689,22.405357,22.106198,0,?,?,?,?,?,?,?,?,?,20,?,15.199097,20.357974,?,?,?,?,?,?,1.767986,?,?,?,?,?,7.201001,?
real/fapp36-40/fapp39/fapp39-2750-0.xml,1,41.934439,67.747689,22.405357,22.106198,0,?,?,?,?,?,?,?,?,?,20,?,15.236762,20.357974,?,?,?,?,?,?,1.767986,?,?,?,?,?,7.201001,?
real/fapp36-40/fapp39/fapp39-2750-6.xml,1,41.934439,67.747689,22.405357,22.106198,0,?,?,?,?,?,?,?,?,?,20,?,15.048189,20.357974,?,?,?,?,?,?,1.767986,?,?,?,?,?,7.201001,?
real/fapp36-40/fapp39/fapp39-2750-3.xml,1,41.934439,67.747689,22.405357,22.106198,0,?,?,?,?,?,?,?,?,?,20,?,15.089244,20.357974,?,?,?,?,?,?,1.767986,?,?,?,?,?,7.201001,?
real/fapp36-40/fapp39/fapp39-2750-5.xml,1,41.934439,67.747689,22.405357,22.106198,0,?,?,?,?,?,?,?,?,?,20,?,15.06369,20.357974,?,?,?,?,?,?,1.767986,?,?,?,?,?,7.201001,?
real/fapp36-40/fapp39/fapp39-2750-4.xml,1,41.934439,67.747689,22.405357,22.106198,0,?,?,?,?,?,?,?,?,?,20,?,15.078401,20.357974,?,?,?,?,?,?,1.767986,?,?,?,?,?,7.201001,?
real/fapp36-40/fapp38/fapp38-2500-3.xml,1,43.642246,68.545033,26.41969,24.170296,0,?,?,?,?,?,?,?,?,?,20,?,16.449536,20.478039,?,?,?,?,?,?,0.519995,?,?,?,?,?,7.50021,?
real/fapp36-40/fapp38/fapp38-2500-8.xml,1,43.642246,68.545033,26.41969,24.170296,0,?,?,?,?,?,?,?,?,?,20,?,16.68594,20.478039,?,?,?,?,?,?,0.519995,?,?,?,?,?,7.50021,?
real/fapp36-40/fapp38/fapp38-2500-7.xml,1,43.642246,68.545033,26.41969,24.170296,0,?,?,?,?,?,?,?,?,?,20,?,16.514637,20.478039,?,?,?,?,?,?,0.519995,?,?,?,?,?,7.50021,?
real/fapp36-40/fapp38/fapp38-2500-9.xml,1,43.642246,68.545033,26.41969,24.170296,0,?,?,?,?,?,?,?,?,?,20,?,16.244197,20.478039,?,?,?,?,?,?,0.519995,?,?,?,?,?,7.50021,?
real/fapp36-40/fapp38/fapp38-2500-0.xml,1,43.642246,68.545033,26.41969,24.170296,0,?,?,?,?,?,?,?,?,?,20,?,16.796711,20.478039,?,?,?,?,?,?,0.519995,?,?,?,?,?,7.50021,?
real/fapp36-40/fapp38/fapp38-2500-1.xml,1,43.642246,68.545033,26.41969,24.170296,0,?,?,?,?,?,?,?,?,?,20,?,16.289461,20.478039,?,?,?,?,?,?,0.519995,?,?,?,?,?,7.50021,?
real/fapp36-40/fapp38/fapp38-2500-6.xml,1,43.642246,68.545033,26.41969,24.170296,0,?,?,?,?,?,?,?,?,?,20,?,16.576602,20.478039,?,?,?,?,?,?,0.519995,?,?,?,?,?,7.50021,?
real/fapp36-40/fapp38/fapp38-2500-2.xml,1,43.642246,68.545033,26.41969,24.170296,0,?,?,?,?,?,?,?,?,?,20,?,16.288812,20.478039,?,?,?,?,?,?,0.519995,?,?,?,?,?,7.50021,?
real/fapp36-40/fapp38/fapp38-2500-10.xml,1,43.642246,68.545033,26.41969,24.170296,0,?,?,?,?,?,?,?,?,?,20,?,16.235902,20.478039,?,?,?,?,?,?,0.519995,?,?,?,?,?,7.50021,?
real/fapp36-40/fapp38/fapp38-2500-4.xml,1,43.642246,68.545033,26.41969,24.170296,0,?,?,?,?,?,?,?,?,?,20,?,16.413909,20.478039,?,?,?,?,?,?,0.519995,?,?,?,?,?,7.50021,?
real/fapp36-40/fapp38/fapp38-2500-5.xml,1,43.642246,68.545033,26.41969,24.170296,0,?,?,?,?,?,?,?,?,?,20,?,16.278213,20.478039,?,?,?,?,?,?,0.519995,?,?,?,?,?,7.50021,?
real/fapp36-40/fapp36/fapp36-2000-9.xml,1,42.198387,67.891398,21.307276,19.377551,0,?,?,?,?,?,?,?,?,?,20,?,14.975893,19.518413,?,?,?,?,?,?,0.816037,?,?,?,?,?,7.439292,?
real/fapp36-40/fapp36/fapp36-2000-2.xml,1,42.198387,67.891398,21.307276,19.377551,0,?,?,?,?,?,?,?,?,?,20,?,14.676067,19.518413,?,?,?,?,?,?,0.816037,?,?,?,?,?,7.439292,?
real/fapp36-40/fapp36/fapp36-2000-5.xml,1,42.198387,67.891398,21.307276,19.377551,0,?,?,?,?,?,?,?,?,?,20,?,14.807103,19.518413,?,?,?,?,?,?,0.816037,?,?,?,?,?,7.439292,?
real/fapp36-40/fapp36/fapp36-2000-3.xml,1,42.198387,67.891398,21.307276,19.377551,0,?,?,?,?,?,?,?,?,?,20,?,14.805945,19.518413,?,?,?,?,?,?,0.816037,?,?,?,?,?,7.439292,?
real/fapp36-40/fapp36/fapp36-2000-1.xml,1,42.198387,67.891398,21.307276,19.377551,0,?,?,?,?,?,?,?,?,?,20,?,14.676067,19.518413,?,?,?,?,?,?,0.816037,?,?,?,?,?,7.439292,?
real/fapp36-40/fapp36/fapp36-2000-10.xml,1,42.198387,67.891398,21.307276,19.377551,0,?,?,?,?,?,?,?,?,?,20,?,15.003123,19.518413,?,?,?,?,?,?,0.816037,?,?,?,?,?,7.439292,?
real/fapp36-40/fapp36/fapp36-2000-0.xml,1,42.198387,67.891398,21.307276,19.377551,0,?,?,?,?,?,?,?,?,?,20,?,15.003913,19.518413,?,?,?,?,?,?,0.816037,?,?,?,?,?,7.439292,?
real/fapp36-40/fapp36/fapp36-2000-4.xml,1,42.198387,67.891398,21.307276,19.377551,0,?,?,?,?,?,?,?,?,?,20,?,14.809014,19.518413,?,?,?,?,?,?,0.816037,?,?,?,?,?,7.439292,?
real/fapp36-40/fapp36/fapp36-2000-6.xml,1,42.198387,67.891398,21.307276,19.377551,0,?,?,?,?,?,?,?,?,?,20,?,14.802011,19.518413,?,?,?,?,?,?,0.816037,?,?,?,?,?,7.439292,?
real/fapp36-40/fapp36/fapp36-2000-7.xml,1,42.198387,67.891398,21.307276,19.377551,0,?,?,?,?,?,?,?,?,?,20,?,14.79751,19.518413,?,?,?,?,?,?,0.816037,?,?,?,?,?,7.439292,?
real/fapp36-40/fapp36/fapp36-2000-8.xml,1,42.198387,67.891398,21.307276,19.377551,0,?,?,?,?,?,?,?,?,?,20,?,14.979559,19.518413,?,?,?,?,?,?,0.816037,?,?,?,?,?,7.439292,?
real/fapp36-40/fapp37/fapp37-2250-3.xml,1,43.385091,68.40371,31.591138,26.091574,0,?,?,?,?,?,?,?,?,?,20,?,15.862541,20.546733,?,?,?,?,?,?,0.521804,?,?,?,?,?,8.696735,?
real/fapp36-40/fapp37/fapp37-2250-8.xml,1,43.385091,68.40371,31.591138,26.091574,0,?,?,?,?,?,?,?,?,?,20,?,16.390673,20.546733,?,?,?,?,?,?,0.521804,?,?,?,?,?,8.696735,?
real/fapp36-40/fapp37/fapp37-2250-2.xml,1,43.385091,68.40371,31.591138,26.091574,0,?,?,?,?,?,?,?,?,?,20,?,15.871472,20.546733,?,?,?,?,?,?,0.521804,?,?,?,?,?,8.696735,?
real/fapp36-40/fapp37/fapp37-2250-0.xml,1,43.385091,68.40371,31.591138,26.091574,0,?,?,?,?,?,?,?,?,?,20,?,17.153047,20.546733,?,?,?,?,?,?,0.521804,?,?,?,?,?,8.696735,?
real/fapp36-40/fapp37/fapp37-2250-6.xml,1,43.385091,68.40371,31.591138,26.091574,0,?,?,?,?,?,?,?,?,?,20,?,15.847694,20.546733,?,?,?,?,?,?,0.521804,?,?,?,?,?,8.696735,?
real/fapp36-40/fapp37/fapp37-2250-7.xml,1,43.385091,68.40371,31.591138,26.091574,0,?,?,?,?,?,?,?,?,?,20,?,15.941598,20.546733,?,?,?,?,?,?,0.521804,?,?,?,?,?,8.696735,?
real/fapp36-40/fapp37/fapp37-2250-4.xml,1,43.385091,68.40371,31.591138,26.091574,0,?,?,?,?,?,?,?,?,?,20,?,15.85387,20.546733,?,?,?,?,?,?,0.521804,?,?,?,?,?,8.696735,?
real/fapp36-40/fapp37/fapp37-2250-1.xml,1,43.385091,68.40371,31.591138,26.091574,0,?,?,?,?,?,?,?,?,?,20,?,15.876037,20.546733,?,?,?,?,?,?,0.521804,?,?,?,?,?,8.696735,?
real/fapp36-40/fapp37/fapp37-2250-9.xml,1,43.385091,68.40371,31.591138,26.091574,0,?,?,?,?,?,?,?,?,?,20,?,16.242467,20.546733,?,?,?,?,?,?,0.521804,?,?,?,?,?,8.696735,?
real/fapp36-40/fapp37/fapp37-2250-5.xml,1,43.385091,68.40371,31.591138,26.091574,0,?,?,?,?,?,?,?,?,?,20,?,15.851163,20.546733,?,?,?,?,?,?,0.521804,?,?,?,?,?,8.696735,?
real/fapp36-40/fapp37/fapp37-2250-10.xml,1,43.385091,68.40371,31.591138,26.091574,0,?,?,?,?,?,?,?,?,?,20,?,16.129303,20.546733,?,?,?,?,?,?,0.521804,?,?,?,?,?,8.696735,?
real/fapp36-40/fapp40/fapp40-3000-10.xml,1,43.296295,68.401808,26.41969,24.988197,0,?,?,?,?,?,?,?,?,?,20,?,16.308428,20.837097,?,?,?,?,?,?,0.74173,?,?,?,?,?,7.477543,?
real/fapp36-40/fapp40/fapp40-3000-2.xml,1,43.296295,68.401808,26.41969,24.988197,0,?,?,?,?,?,?,?,?,?,20,?,16.351629,20.837097,?,?,?,?,?,?,0.74173,?,?,?,?,?,7.477543,?
