@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC

@DATA
normalized-os-taillard-5-105-6.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.725833,3.555556,31.168889,12.052736,4.12869,7013,0.333333,2.663285,5.333333,5.280867,17.561527,0.918296,0.503258,1.001465,200,0.535978,200,5.853842,613.3125,0.793594,0.589903,100,200,200,0.503258,2.666667,416.9925
normalized-os-taillard-5-105-8.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,3.033611,3.555556,36.093333,12.354435,4.229256,8121,0.333333,2.682128,5.333333,5.240867,17.926945,0.918296,0.503258,0.992576,200,0.540002,200,5.975648,682.5625,0.785335,0.592722,100,200,200,0.503258,2.666667,416.9925
normalized-os-taillard-5-95-0.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.517222,3.555556,27.831111,11.815991,4.049775,6262,0.333333,2.648854,5.333333,5.307533,17.242281,1.341169,0.503258,1.010353,200,0.532734,200,5.747427,566.375,0.789134,0.587642,100,200,200,0.503258,2.666667,416.9925
normalized-os-taillard-5-100-2.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.733611,3.555556,31.293333,12.062735,4.132023,7041,0.333333,2.660958,5.333333,5.2942,17.625638,0.918296,0.503258,1.001465,200,0.536097,200,5.875213,615.0625,0.790683,0.589982,100,200,200,0.503258,2.666667,416.9925
normalized-os-taillard-5-95-4.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.639722,3.555556,29.791111,11.96162,4.098318,6703,0.333333,2.653044,5.333333,5.267533,17.528851,0.918296,0.503258,0.992576,200,0.534697,200,5.84295,593.9375,0.761291,0.588999,100,200,200,0.503258,2.666667,416.9925
normalized-os-taillard-5-95-5.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.561667,3.555556,28.542222,11.869546,4.067626,6422,0.333333,2.651351,5.333333,5.320867,17.384581,1.186415,0.503258,1.010353,200,0.533457,200,5.79486,576.375,0.78806,0.588141,100,200,200,0.503258,2.666667,416.9925
normalized-os-taillard-5-100-5.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.672778,3.555556,30.32,11.994861,4.109398,6822,0.333333,2.660495,5.333333,5.320867,17.53825,0.918296,0.503258,1.010353,200,0.535198,200,5.846083,601.375,0.78806,0.58936,100,200,200,0.503258,2.666667,416.9925
normalized-os-taillard-5-100-6.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.621667,3.555556,29.502222,11.939178,4.090837,6638,0.333333,2.654995,5.333333,5.280867,17.41889,0.972158,0.503258,1.001465,200,0.534413,200,5.806297,589.875,0.793594,0.588807,100,200,200,0.503258,2.666667,416.9925
normalized-mps-red-bg512142.xml.mzn_AND_NODATA,1,1,1,0.073571,13.592233,0,0.381665,6.261071,1.999405,85.07767,0.999546,33590,0,0.012199,284.117024,3.399592,183,0,3.044626,0.007236,0,0.003451,1236,1,6411.98032,0.893186,0.550516,0,0,0,5.214692,85.101942,7604.973204
normalized-fischer-7-12-fair.xml.mzn_AND_NODATA,1,0.913057,0.842526,0.950162,1.052452,0.157474,3349.401245,2.687989,6732.430882,13.976418,4.759496,158185196,0.086943,1.334736,4.994893,2.515203,42.863354,1.796209,-0.887323,1.349838,3700,0.93689,20384,14.287785,78697531.656202,1.713482,0.964395,1941,5317,5317,1.510314,2.828981,33150.901001
normalized-os-taillard-5-95-9.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.641944,3.555556,29.826667,11.963252,4.098862,6711,0.333333,2.653946,5.333333,5.320867,17.33844,0.972158,0.503258,1.010353,200,0.534739,200,5.77948,594.4375,0.795959,0.589033,100,200,200,0.503258,2.666667,416.9925
normalized-os-taillard-7-100-2.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.232797,3.692308,33.279435,12.895995,4.409776,21199,0.333333,3.262559,5.538462,6.315005,18.639341,0.918296,0.391244,0.801166,588,0.546804,588,6.213114,1422.291667,0.546294,0.597489,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-5-100-1.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.400278,3.555556,25.96,11.671132,4.001489,5841,0.333333,2.635462,5.333333,5.249167,17.027776,1.58477,0.503258,0.992576,200,0.53066,200,5.675925,540.0625,0.778625,0.586187,100,200,200,0.503258,2.666667,416.9925
normalized-os-taillard-7-100-3.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.227564,3.692308,33.153846,12.888575,4.407303,21119,0.333333,3.261239,5.538462,6.11232,18.684694,0.918296,0.391244,0.769966,588,0.546714,588,6.228231,1418.958333,0.548778,0.597426,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-7-100-4.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.09393,3.692308,29.946625,12.678937,4.337423,19076,0.333333,3.241977,5.538462,6.263407,18.372993,0.918296,0.391244,0.791747,588,0.544151,588,6.124331,1333.833333,0.559256,0.595633,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-15-105-6.xml.mzn_AND_NODATA,1,0.666667,0.034483,1.448276,0.690476,0.965517,1.538071,3.862069,33.994023,14.480144,4.937826,221811,0.333333,4.982728,5.793103,8.122992,20.867381,0.918296,0.216397,0.432635,6300,0.563916,6300,6.955794,10035.910714,0.250204,0.609452,3150,6300,6300,0.216397,2.666667,13135.263755
normalized-os-taillard-7-100-5.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.186682,3.692308,32.172684,12.825817,4.386383,20494,0.333333,3.257731,5.538462,6.239019,18.611399,0.918296,0.391244,0.786237,588,0.545966,588,6.2038,1392.916667,0.556451,0.596905,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-5-105-4.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.861944,3.555556,33.346667,12.193371,4.175568,7503,0.333333,2.670281,5.333333,5.267533,17.814507,0.918296,0.503258,0.992576,200,0.537859,200,5.938169,643.9375,0.761291,0.591216,100,200,200,0.503258,2.666667,416.9925
normalized-os-taillard-7-100-7.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.121795,3.692308,30.615385,12.723301,4.352211,19502,0.333333,3.248602,5.538462,6.278724,18.442166,0.918296,0.391244,0.794887,588,0.54472,588,6.147389,1351.583333,0.559941,0.596036,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-7-100-9.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.042059,3.692308,28.701727,12.590379,4.307904,18283,0.333333,3.234465,5.538462,6.207273,18.221814,0.918296,0.391244,0.784283,588,0.543055,588,6.073938,1300.791667,0.556903,0.594868,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-15-95-2.xml.mzn_AND_NODATA,1,0.666667,0.034483,1.448276,0.690476,0.965517,1.462529,3.862069,29.763678,14.207787,4.84704,194208,0.333333,4.938941,5.793103,8.120496,20.474494,0.918296,0.216397,0.432817,6300,0.561236,6300,6.824831,9543,0.250738,0.607582,3150,6300,6300,0.216397,2.666667,13135.263755
normalized-fischer-9-9-fair.xml.mzn_AND_NODATA,1,0.913434,0.84326,0.950583,1.051986,0.15674,3371.226705,2.690221,6778.26058,14.037804,4.781531,155683089,0.086566,1.328189,5.001742,2.519815,42.863354,1.802756,-0.850784,1.352954,3600,0.932984,19943,14.287785,77430334.962962,1.714818,0.960284,1890,5167,5167,1.520261,2.830074,32434.275401
normalized-os-taillard-5-95-7.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.506667,3.555556,27.662222,11.807179,4.046837,6224,0.333333,2.641611,5.333333,5.280867,17.183945,1.324856,0.503258,1.001465,200,0.532548,200,5.727982,564,0.799758,0.587496,100,200,200,0.503258,2.666667,416.9925
normalized-os-taillard-15-95-4.xml.mzn_AND_NODATA,1,0.666667,0.034483,1.448276,0.690476,0.965517,1.513498,3.862069,32.617931,14.395856,4.90973,212832,0.333333,4.969343,5.793103,8.086658,20.751498,0.918296,0.216397,0.430872,6300,0.563095,6300,6.917166,9875.571429,0.261834,0.608879,3150,6300,6300,0.216397,2.666667,13135.263755
normalized-os-taillard-7-95-0.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.082091,3.692308,29.66248,12.658579,4.330637,18895,0.333333,3.241157,5.538462,6.265118,18.341137,0.918296,0.391244,0.799981,588,0.543913,588,6.113712,1326.291667,0.566241,0.59547,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-5-105-7.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.715,3.555556,30.995556,12.042662,4.125332,6974,0.333333,2.659897,5.333333,5.267533,17.485075,0.918296,0.503258,1.001465,200,0.535829,200,5.828358,610.875,0.79887,0.589797,100,200,200,0.503258,2.666667,416.9925
normalized-os-taillard-15-95-0.xml.mzn_AND_NODATA,1,0.666667,0.034483,1.448276,0.690476,0.965517,1.49448,3.862069,31.55295,14.327832,4.887055,205883,0.333333,4.958602,5.793103,8.102703,20.648322,0.918296,0.216397,0.432133,6300,0.562428,6300,6.882774,9751.482143,0.253942,0.608414,3150,6300,6300,0.216397,2.666667,13135.263755
normalized-os-taillard-7-100-0.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.152603,3.692308,31.354788,12.772838,4.368724,19973,0.333333,3.252612,5.538462,6.267942,18.49287,0.918296,0.391244,0.799981,588,0.545325,588,6.16429,1371.208333,0.565916,0.596458,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-15-105-4.xml.mzn_AND_NODATA,1,0.666667,0.034483,1.448276,0.690476,0.965517,1.575074,3.862069,36.066207,14.600868,4.978067,235332,0.333333,4.999934,5.793103,8.090598,21.043348,0.918296,0.216397,0.430872,6300,0.56507,6300,7.014449,10277.357143,0.255885,0.610256,3150,6300,6300,0.216397,2.666667,13135.263755
normalized-geo50-20-d4-75-51_ext.xml.mzn_AND_NODATA,1,0.02136,0.047619,44.586667,0.022428,0.952381,0.071036,89.173333,2.857143,2.070957,1.035479,3000,0.97864,1.341641,89.173333,0.149011,5.321928,0.149011,6.733867,0.276195,1000,0.231917,1000,2.660964,74.58792,0.276195,0.231917,45816,1000,1000,6.733867,2,46816
normalized-os-taillard-7-100-6.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.104003,3.692308,30.188383,12.69489,4.342741,19230,0.333333,3.244846,5.538462,6.267942,18.411263,0.918296,0.391244,0.790562,588,0.544356,588,6.137088,1340.25,0.543168,0.595778,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-5-105-0.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.725556,3.555556,31.164444,12.050819,4.128051,7012,0.333333,2.665662,5.333333,5.307533,17.537613,0.918296,0.503258,1.010353,200,0.535988,200,5.845871,613.25,0.790425,0.58992,100,200,200,0.503258,2.666667,416.9925
normalized-os-taillard-7-105-1.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.242412,3.692308,33.510204,12.907782,4.413705,21346,0.333333,3.268236,5.538462,6.196265,18.706617,0.918296,0.391244,0.783098,588,0.54698,588,6.235539,1428.416667,0.558867,0.597622,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-5-95-6.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.5175,3.555556,27.835556,11.818405,4.050579,6263,0.333333,2.645854,5.333333,5.267533,17.268834,1.307788,0.503258,1.001465,200,0.53272,200,5.756278,566.4375,0.789795,0.58762,100,200,200,0.503258,2.666667,416.9925
normalized-mps-red-neos14.xml.mzn_AND_NODATA,1,1,1,0.050224,19.910714,0,0.662716,4.33991,2,86.410714,1,35680,0,0,246.674888,2.541907,150,0,1.950128,0,0,0,896,1,11822.857143,1.234552,0.595919,0,0,0,3.920608,86.410714,5399.913365
normalized-os-taillard-7-95-4.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.026622,3.692308,28.33124,12.56442,4.299251,18047,0.333333,3.229908,5.538462,6.254336,18.22204,0.918296,0.391244,0.791747,588,0.542714,588,6.074013,1290.958333,0.551289,0.594626,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-5-105-5.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.783889,3.555556,32.097778,12.112425,4.148586,7222,0.333333,2.668762,5.333333,5.320867,17.684146,0.918296,0.503258,1.010353,200,0.536802,200,5.894715,626.375,0.78806,0.590484,100,200,200,0.503258,2.666667,416.9925
normalized-os-taillard-7-95-5.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.112964,3.692308,30.403454,12.709582,4.347638,19367,0.333333,3.246312,5.538462,6.229949,18.459143,0.918296,0.391244,0.786237,588,0.544539,588,6.153048,1345.958333,0.558213,0.595906,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-7-95-6.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.036695,3.692308,28.572998,12.581316,4.304883,18201,0.333333,3.233106,5.538462,6.263407,18.262352,0.918296,0.391244,0.790562,588,0.542935,588,6.087451,1297.375,0.551845,0.594783,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-7-105-3.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.301282,3.692308,34.923077,12.994658,4.442664,22246,0.333333,3.271205,5.538462,6.131287,18.825772,0.918296,0.391244,0.769966,588,0.547985,588,6.275257,1465.916667,0.548778,0.598316,294,588,588,0.391244,2.666667,1225.95795
normalized-p0548.xml.mzn_AND_NODATA,1,1,1,0.296015,3.378205,0,0.839658,2.814042,2,9.50641,1,1054,0,0,54.352941,3.397205,134,0,1.788579,0,0,0,156,1,442.5,0.976698,1.320017,0,0,0,4.795311,9.50641,414.070472
normalized-os-taillard-5-95-8.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.783611,3.555556,32.093333,12.114203,4.149179,7221,0.333333,2.665446,5.333333,5.240867,17.616549,0.918296,0.503258,0.992576,200,0.536805,200,5.872183,626.3125,0.78297,0.590481,100,200,200,0.503258,2.666667,416.9925
normalized-os-taillard-7-105-5.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.2604,3.692308,33.941915,12.935396,4.42291,21621,0.333333,3.268018,5.538462,6.245266,18.756022,0.918296,0.391244,0.786237,588,0.547289,588,6.252007,1439.875,0.556084,0.597832,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-7-105-7.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.189103,3.692308,32.230769,12.828999,4.387444,20531,0.333333,3.258857,5.538462,6.272477,18.582296,0.918296,0.391244,0.794887,588,0.546015,588,6.194099,1394.458333,0.555596,0.596942,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-7-105-9.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.106162,3.692308,30.240188,12.698211,4.343848,19263,0.333333,3.245542,5.538462,6.211808,18.365776,0.918296,0.391244,0.784283,588,0.544402,588,6.121925,1341.625,0.540156,0.595811,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-7-95-1.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.101387,3.692308,30.125589,12.688848,4.340727,19190,0.333333,3.247682,5.538462,6.205561,18.418166,0.918296,0.391244,0.783098,588,0.544311,588,6.139389,1338.583333,0.536264,0.595755,294,588,588,0.391244,2.666667,1225.95795
normalized-geo50-20-d4-75-53_ext.xml.mzn_AND_NODATA,1,0.021313,0.047619,44.684762,0.022379,0.952381,0.071081,89.369524,2.857143,2.070801,1.035401,3000,0.978687,1.341641,89.369524,0.148752,5.321928,0.148752,6.746146,0.276195,1000,0.231686,1000,2.660964,74.635274,0.276195,0.231686,45919,1000,1000,6.746146,2,46919
normalized-os-taillard-7-95-8.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.141026,3.692308,31.076923,12.755453,4.362929,19796,0.333333,3.249205,5.538462,6.265118,18.465869,0.918296,0.391244,0.794887,588,0.545098,588,6.15529,1363.833333,0.561562,0.596296,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-7-95-3.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.153846,3.692308,31.384615,12.776275,4.36987,19992,0.333333,3.25019,5.538462,6.106073,18.536361,0.918296,0.391244,0.769966,588,0.545346,588,6.178787,1372,0.549947,0.596468,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-4-105-6.xml.mzn_AND_NODATA,1,0.666667,0.142857,1.285714,0.777778,0.857143,2.864583,3.428571,25.803571,11.175753,3.836362,2890,0.333333,2.289025,5.142857,4.586049,16.272666,0.918296,0.591673,1.145244,96,0.523102,96,5.424222,320.833333,0.97779,0.580862,48,96,96,0.591673,2.666667,200.1564
normalized-os-taillard-5-105-9.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.864167,3.555556,33.382222,12.19493,4.176088,7511,0.333333,2.671001,5.333333,5.3342,17.642715,0.918296,0.503258,1.010353,200,0.537893,200,5.880905,644.4375,0.795959,0.591244,100,200,200,0.503258,2.666667,416.9925
normalized-ooo-tag10-ucl.xml.mzn_AND_NODATA,1,1,1,2.856796,0.350042,0,0.367353,7.327748,2,2.565023,1,18142,0,0,7.098005,1.066414,11,0,1.787161,0,0,0,25914,1,3332.258887,0.358487,0.585754,0,0,0,1.922707,2.565023,32447.618735
normalized-par-16-2.xml.mzn_AND_NODATA,1,1,1,1.275862,0.783784,0,0.310998,3.240394,1.62266,2.490347,0.983526,3294,0,0.29872,5.126108,0.999731,3,0,2.48457,0.956142,0,0.073458,2590,1,631.325369,4.832792,0.200738,0,0,0,2.726219,2.539768,3407.777576
normalized-geo50-20-d4-75-41_ext.xml.mzn_AND_NODATA,1,0.020835,0.047619,45.710476,0.021877,0.952381,0.074101,91.420952,2.857143,2.069213,1.034606,3000,0.979165,1.341641,91.420952,0.146104,5.321928,0.146104,6.911232,0.276195,1000,0.229303,1000,2.660964,77.806383,0.276195,0.229303,46996,1000,1000,6.911232,2,47996
normalized-os-taillard-7-105-8.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.288462,3.692308,34.615385,12.976149,4.436494,22050,0.333333,3.270391,5.538462,6.269654,18.762097,0.918296,0.391244,0.794887,588,0.547771,588,6.254032,1457.75,0.558731,0.598168,294,588,588,0.391244,2.666667,1225.95795
normalized-ooo-tag10.xml.mzn_AND_NODATA,1,1,1,2.856576,0.350069,0,0.367401,7.327417,1.99989,2.565066,0.999981,18141,0,0.00525,7.098005,1.06645,11,0,1.787538,0.001608,0,0.003106,25912,1,3332.692221,0.358903,0.585764,0,0,0,1.922707,2.565105,32446.618735
normalized-geo50-20-d4-75-85_ext.xml.mzn_AND_NODATA,1,0.023325,0.047619,40.830476,0.024492,0.952381,0.074218,81.660952,2.857143,2.077485,1.038742,3000,0.976675,1.341641,81.660952,0.159724,5.321928,0.159724,6.750976,0.276195,1000,0.241346,1000,2.660964,77.928748,0.276195,0.241346,41872,1000,1000,6.750976,2,42872
normalized-geo50-20-d4-75-19_ext.xml.mzn_AND_NODATA,1,0.019725,0.047619,48.281905,0.020712,0.952381,0.069289,96.56381,2.857143,2.065526,1.032763,3000,0.980275,1.341641,96.56381,0.139896,5.321928,0.139896,6.836204,0.276195,1000,0.223638,1000,2.660964,72.753321,0.276195,0.223638,49696,1000,1000,6.836204,2,50696
normalized-par-16-2-c.xml.mzn_AND_NODATA,1,1,1,2.494269,0.400919,0,0.358816,6.808023,2,2.729466,1,1396,0,0,11.598854,0.84223,3,0,1.612233,0,0,0,1741,1,250.453869,0.050921,0.162756,0,0,0,1.754839,2.729466,2483.902376
normalized-haystacks-38.xml.mzn_AND_NODATA,1,1,1,1.348685,0.741463,0,464.341412,3.662019,489.777342,16.417741,5.970693,19493628,0,1.235926,5.844074,1.518653,22.876544,1.518653,1.236853,1.106387,0,0.156788,53679,7.625515,18481252.537456,1.11259,0.272237,0,38394,38394,1.24171,2.715252,76138.050253
normalized-os-taillard-5-95-2.xml.mzn_AND_NODATA,1,0.666667,0.111111,1.333333,0.75,0.888889,2.6225,3.555556,29.515556,11.942132,4.091822,6641,0.333333,2.651777,5.333333,5.280867,17.476667,0.918296,0.503258,1.001465,200,0.534434,200,5.825556,590.0625,0.790683,0.588816,100,200,200,0.503258,2.666667,416.9925
normalized-os-taillard-7-95-7.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.054487,3.692308,29,12.611415,4.314916,18473,0.333333,3.237278,5.538462,6.261695,18.294881,0.918296,0.391244,0.794887,588,0.543328,588,6.098294,1308.708333,0.563834,0.595062,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-7-100-1.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.1719,3.692308,31.817896,12.801449,4.378261,20268,0.333333,3.258467,5.538462,6.190244,18.565995,0.918296,0.391244,0.783098,588,0.545694,588,6.188665,1383.5,0.558411,0.596722,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-7-95-2.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.159079,3.692308,31.510204,12.784124,4.372486,20072,0.333333,3.251662,5.538462,6.303111,18.488538,0.918296,0.391244,0.801166,588,0.545444,588,6.162846,1375.333333,0.540156,0.596536,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-7-105-2.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.306515,3.692308,35.048666,13.001695,4.445009,22326,0.333333,3.272396,5.538462,6.296865,18.782646,0.918296,0.391244,0.801166,588,0.54807,588,6.260882,1469.25,0.54957,0.598375,294,588,588,0.391244,2.666667,1225.95795
normalized-ooo-rf9.xml.mzn_AND_NODATA,1,1,1,2.883235,0.346833,0,0.364876,7.201551,1.999913,2.497703,0.999985,22951,0,0.004667,6.803067,1.055778,11,0,1.750294,0.001301,0,0.002749,33088,1,4187.317609,0.275639,0.51019,0,0,0,1.852919,2.497733,40897.640938
normalized-os-taillard-7-95-9.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,1.977957,3.692308,27.163265,12.476096,4.26981,17303,0.333333,3.222214,5.538462,6.202138,18.070289,0.918296,0.391244,0.784283,588,0.541604,588,6.02343,1259.958333,0.566601,0.593852,294,588,588,0.391244,2.666667,1225.95795
normalized-ooo-rf9-ucl.xml.mzn_AND_NODATA,1,1,1,2.883409,0.346812,0,0.364838,7.201812,2,2.497673,1,22952,0,0,6.803067,1.05575,11,0,1.749945,0,0,0,33090,1,4186.884276,0.275262,0.510183,0,0,0,1.852919,2.497673,40898.640938
normalized-fischer-10-9-fair.xml.mzn_AND_NODATA,1,0.91393,0.84414,0.950834,1.051708,0.15586,3380.031254,2.691797,6795.767343,14.053505,4.786321,173883299,0.08607,1.325871,5.006918,2.516089,42.863354,1.801658,-0.868383,1.352645,3988,0.932185,22235,14.287785,86484859.683857,1.713105,0.959328,2094,5725,5725,1.511636,2.830984,36155.186877
normalized-geo50-20-d4-75-55_ext.xml.mzn_AND_NODATA,1,0.020962,0.047619,45.434286,0.02201,0.952381,0.070962,90.868571,2.857143,2.069633,1.034817,3000,0.979038,1.341641,90.868571,0.146807,5.321928,0.146807,6.824976,0.276195,1000,0.229938,1000,2.660964,74.509664,0.276195,0.229938,46706,1000,1000,6.824976,2,47706
normalized-par-16-1.xml.mzn_AND_NODATA,1,1,1,1.207389,0.828233,0,0.303296,3.040394,1.59803,2.465932,0.982592,3244,0,0.306813,4.736946,0.996649,3,0,2.457413,0.972092,0,0.075473,2451,1,615.690184,5.085102,0.202292,0,0,0,2.68314,2.518156,3193.902376
normalized-os-taillard-7-105-0.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.223116,3.692308,33.047096,12.880656,4.404663,21051,0.333333,3.262954,5.538462,6.274189,18.637021,0.918296,0.391244,0.799981,588,0.546636,588,6.21234,1416.125,0.56679,0.597376,294,588,588,0.391244,2.666667,1225.95795
normalized-os-taillard-7-105-6.xml.mzn_AND_NODATA,1,0.666667,0.076923,1.384615,0.722222,0.923077,2.171311,3.692308,31.803768,12.802097,4.378477,20259,0.333333,3.255457,5.538462,6.263407,18.552864,0.918296,0.391244,0.790562,588,0.545676,588,6.184288,1383.125,0.558731,0.596702,294,588,588,0.391244,2.666667,1225.95795
normalized-p2756.xml.mzn_AND_NODATA,1,1,1,0.269934,3.704607,0,0.720224,3.173738,2,11.757453,1,5468,0,0,166.237747,3.616923,535,0,2.128049,0,0,0,738,1,1969.091667,0.679702,2.143815,0,0,0,5.843517,11.757453,2086.557246
normalized-geo50-20-d4-75-99_ext.xml.mzn_AND_NODATA,1,0.024593,0.047619,38.725714,0.025823,0.952381,0.074304,77.451429,2.857143,2.081696,1.040848,3000,0.975407,1.341641,77.451429,0.166505,5.321928,0.166505,6.474506,0.276195,1000,0.247156,1000,2.660964,78.019195,0.276195,0.247156,39662,1000,1000,6.474506,2,40662
