@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_dyn_log_propags NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE directorder_reducedClauses NUMERIC
@ATTRIBUTE support_TRINARY+ NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE support_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE directorder_vars-clauses-ratio NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE csp_percent_avg_continuity NUMERIC
@ATTRIBUTE support_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE csp_log_extra_ranges NUMERIC
@ATTRIBUTE direct_BINARY+ NUMERIC
@ATTRIBUTE csp_log_lists NUMERIC
@ATTRIBUTE support_BINARY+ NUMERIC
@ATTRIBUTE csp_log_constraints NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE directorder_VG-max NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE csp_max_arity NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE csp_dyn_log_nodes NUMERIC
@ATTRIBUTE support_horn-clauses-fraction NUMERIC
@ATTRIBUTE support_VCG-VAR-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE csp_percent_global NUMERIC
@ATTRIBUTE directorder_VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE directorder_VCG-VAR-max NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE csp_log_bits NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE csp_dyn_log_avg_weight NUMERIC
@ATTRIBUTE csp_percent_gac_predicate NUMERIC
@ATTRIBUTE csp_log_extra_booleans NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE csp_log_ranges NUMERIC
@ATTRIBUTE csp_dyn_log_stdev_weight NUMERIC

@DATA
bool/fpga/fpga-15-14.xml,1,31.778656,107.905138,1.414214,1.414214,100,0.585931,0.732657,0.418591,0.838882,0.831398,0.97093,0.268496,0.75,0.176413,87.15415,1.01713,22.502983,13.633676,0.001281,0.641991,0.340747,0.190735,0.980066,0.000415,100,0.463065,0.284629,0.792881,0.72721,0.243243,100,2.276943,11.274378,0.468955,-1,0.468955,10.930737,0.450763,2.388985,0.001914,-1,15,0.69497,2.019157,14.733916,0.862969,0.000306,0.000306,0.72721,0,0.648656,0.429625,0.001944,0.169002,0.792881,0.00107,-1,0.169002,8.134587,0,-1,0.450763,-1,9.983094
bool/fpga/fpga-20-20.xml,1,31.304348,139.130435,1.414214,1.414214,100,0.557525,0.689371,0.414974,0.860613,0.89659,0.95221,0.311774,0.789474,0.192315,117.391304,1.055277,22.181923,15.231071,0.000674,0.667428,0.333067,0.145958,0.964128,0.000159,100,0.507516,0.266029,0.857315,0.730494,0.278449,100,2.603717,12.536247,0.503522,-1,0.503522,12.270295,0.450715,2.625715,0.001245,-1,20,0.75393,2.247658,13.823069,0.88878,0.000111,0.000111,0.730494,0,0.880021,0.46115,0.001633,0.173983,0.857315,0.000564,-1,0.173983,5.985363,0,-1,0.450715,-1,8.518688
bool/fpga/fpga-12-11.xml,1,32.168675,91.445783,1.414214,1.414214,100,0.617603,0.881546,0.397039,0.813215,0.895323,0.945303,0.254137,0.733333,0.185887,71.566265,1.01651,22.403071,12.564864,0.002287,0.598646,0.321707,0.236891,0.954489,0.000828,100,0.415502,0.282731,0.877467,0.722156,0.247881,100,2.430986,10.400879,0.446825,-1,0.446825,9.997179,0.458535,2.571968,0.00459,-1,12,0.785891,2.08828,14.469133,0.831627,0.000646,0.000646,0.722156,0,0.697139,0.399297,0.005948,0.172532,0.877467,0.002222,-1,0.172532,9.167439,0,-1,0.458535,-1,10.359156
bool/fpga/fpga-20-18.xml,1,31.442308,129.807692,1.414214,1.414214,100,0.559574,0.649332,0.426194,0.864511,0.805397,0.97746,0.306132,0.789474,0.182146,108.173077,1.012047,22.100931,14.886554,0.000813,0.673309,0.34432,0.152255,0.985107,0.000191,100,0.49848,0.278005,0.773152,0.734535,0.26423,100,2.568288,12.283088,0.502027,-1,0.502027,11.995767,0.444296,2.500079,0.000954,-1,20,0.672274,2.171412,13.787086,0.890583,0.000132,0.000132,0.734535,0,0.699045,0.463516,0.000954,0.163648,0.773152,0.000675,-1,0.163648,6.225937,0,-1,0.444296,-1,8.728535
bool/fpga/fpga-13-12.xml,1,32.020725,96.994819,1.414214,1.414214,100,0.599068,0.882385,0.394979,0.805278,0.956592,0.918256,0.261743,0.75,0.18362,76.787565,1.077269,22.415039,12.942148,0.00179,0.618681,0.310794,0.223288,0.932726,0.000651,100,0.439912,0.27607,0.929912,0.715174,0.256131,100,2.385275,10.713387,0.443142,-1,0.443142,10.332037,0.467258,2.51152,0.003954,-1,13,0.842678,1.996369,14.739042,0.829651,0.000522,0.000522,0.715174,0,0.820024,0.394362,0.00514,0.179263,0.929912,0.001777,-1,0.179263,8.820313,0,-1,0.467258,-1,10.482656
bool/fpga/fpga-40-38.xml,1,29.266504,204.400978,1.414214,1.414214,100,0.503146,0.533918,0.396515,0.908936,0.768702,0.983277,0.395756,0.870968,0.202937,190.464548,0.981198,21.424819,18.588458,0.000171,0.716467,0.367824,0.088549,0.989465,0.000023,100,0.633111,0.242063,0.74623,0.746329,0.307022,100,2.913652,15.150223,0.559769,-1,0.559769,14.99099,0.433689,2.794962,0.00017,-1,40,0.664312,2.501499,10.645658,0.937352,0.000014,0.000014,0.746329,0,0.881327,0.521325,0.00017,0.169317,0.74623,0.000137,-1,0.169317,4.079139,0,-1,0.433689,-1,4.589381
bool/fpga/fpga-30-30.xml,1,29.090909,163.636364,1.414214,1.414214,100,0.521462,0.568189,0.406797,0.894549,0.784177,0.980636,0.358557,0.826087,0.191767,150,0.994559,21.877897,17.275397,0.000286,0.703144,0.366926,0.106618,0.987198,0.000049,100,0.595018,0.253752,0.761401,0.737462,0.284786,100,2.663144,14.128478,0.533004,-1,0.533004,13.934797,0.441699,2.687832,0.000329,-1,30,0.672538,2.366031,11.213104,0.922187,0.000031,0.000031,0.737462,0,0.833567,0.498942,0.000332,0.168615,0.761401,0.000207,-1,0.168615,4.897707,0,-1,0.441699,-1,6.585751
bool/fpga/fpga-11-11.xml,1,32.142857,90.779221,1.414214,1.414214,100,0.621301,0.894856,0.396622,0.805348,0.918047,0.935186,0.251318,0.714286,0.185927,71.103896,1.02893,22.426694,12.434628,0.002008,0.592265,0.316774,0.232372,0.944894,0.000895,100,0.40287,0.280436,0.900191,0.718623,0.248574,100,2.398421,10.280771,0.44065,-1,0.44065,9.878051,0.462179,2.551426,0.004996,-1,11,0.807185,2.072149,14.883264,0.823126,0.000717,0.000717,0.718623,0,0.719051,0.392428,0.006474,0.173999,0.900191,0.002179,-1,0.173999,9.150294,0,-1,0.462179,-1,10.732477
bool/fpga/fpga-35-34.xml,1,29.187935,184.068059,1.414214,1.414214,100,0.511978,0.549716,0.402461,0.902411,0.784528,0.981778,0.376228,0.846154,0.197697,170.262954,0.989514,21.986114,17.970286,0.000211,0.710463,0.368231,0.096427,0.988174,0.000033,100,0.616272,0.24768,0.759992,0.741536,0.295281,100,2.949641,14.67049,0.546377,-1,0.546377,14.49573,0.438042,2.766812,0.000233,-1,35,0.669882,2.483518,11.13635,0.930326,0.00002,0.00002,0.741536,0,0.858571,0.511349,0.000235,0.167907,0.759992,0.000159,-1,0.167907,4.439232,0,-1,0.438042,-1,5.734815
bool/fpga/fpga-15-15.xml,1,31.666667,112.814815,1.414214,1.414214,100,0.584797,0.765343,0.41299,0.835629,0.908571,0.949109,0.275201,0.75,0.186827,91.962963,1.053037,22.351682,13.85555,0.00113,0.6382,0.332623,0.184655,0.960535,0.000367,100,0.468745,0.275569,0.869842,0.723431,0.254616,100,2.437894,11.438792,0.469471,-1,0.469471,11.111788,0.456508,2.559239,0.002464,-1,15,0.763481,2.096858,14.099183,0.860674,0.000273,0.000273,0.723431,0,0.767233,0.427213,0.003216,0.178643,0.869842,0.000949,-1,0.178643,7.333244,0,-1,0.456508,-1,9.375777
bool/fpga/fpga-45-45.xml,1,15,119.37963,1.414214,1.414214,100,0.493116,0.531508,0.382351,0.914988,0.787143,0.979916,0.414875,0.888889,0.211554,110.106481,0.978217,21.212756,19.408392,0.000117,0.717578,0.366633,0.080241,0.987502,0.000015,100,0.661674,0.230643,0.757363,0.749687,0.320027,100,3.065284,15.762174,0.572459,-1,0.572459,15.624367,0.430992,2.943121,0.000177,-1,45,0.677378,2.633506,10.471675,0.94423,0.000008,0.000008,0.749687,0,0.961722,0.530879,0.000234,0.171915,0.757363,0.000103,-1,0.171915,4.134267,0,-1,0.430992,-1,4.443291
bool/fpga/fpga-10-9.xml,1,32.542373,80.084746,1.414214,1.414214,100,0.64884,1.03268,0.382446,0.787893,0.918823,0.933535,0.245227,0.692308,0.189375,61.016949,1.004418,22.408238,11.712097,0.003486,0.565121,0.320154,0.277966,0.938024,0.00149,100,0.394868,0.277845,0.9136,0.715559,0.242972,100,2.289906,9.691744,0.424997,-1,0.424997,9.23362,0.465717,2.523449,0.007506,-1,10,0.824628,2.038221,15.077901,0.795822,0.001198,0.001198,0.715559,0,0.676837,0.364475,0.009685,0.182652,0.9136,0.003165,-1,0.182652,10.435985,0,-1,0.465717,-1,11.526828
bool/fpga/fpga-14-12.xml,1,32.038835,97.864078,1.414214,1.414214,100,0.595758,0.868836,0.397091,0.808182,0.951203,0.921091,0.265925,0.733333,0.182401,77.475728,1.075556,22.253444,13.064069,0.001972,0.623736,0.312565,0.220364,0.935228,0.000603,100,0.454394,0.276545,0.924939,0.715758,0.25641,100,2.387413,10.821774,0.445638,-1,0.445638,10.440869,0.46658,2.479763,0.003636,-1,14,0.8383,1.994798,14.821774,0.832617,0.00048,0.00048,0.715758,0,0.825498,0.396432,0.004727,0.178828,0.924939,0.001638,-1,0.178828,8.782896,0,-1,0.46658,-1,10.485512
bool/fpga/fpga-13-13.xml,1,31.875,101.923077,1.414214,1.414214,100,0.593591,0.813083,0.406391,0.821498,0.912981,0.944553,0.26433,0.75,0.181691,81.586538,1.058196,22.442898,13.190751,0.00148,0.629627,0.326246,0.210376,0.956692,0.000556,100,0.440574,0.280432,0.874795,0.721644,0.249419,100,2.445246,10.900867,0.454752,-1,0.454752,10.540128,0.458178,2.505305,0.003445,-1,13,0.776313,2.05537,14.688086,0.845419,0.000426,0.000426,0.721644,0,0.734082,0.412153,0.004482,0.175909,0.874795,0.001471,-1,0.175909,8.563757,0,-1,0.458178,-1,10.283508
bool/fpga/fpga-10-8.xml,1,32.830189,75.471698,1.414214,1.414214,100,0.639138,1.242823,0.355356,0.74984,0.977938,0.892239,0.249393,0.692308,0.184234,56.603774,1.077521,22.463315,11.398744,0.004785,0.578946,0.298068,0.345734,0.900542,0.001981,100,0.418286,0.268121,0.970683,0.703637,0.248023,100,2.08137,9.438792,0.403255,-1,0.403255,8.948367,0.481671,2.399427,0.00898,-1,10,0.914583,1.925445,14.822222,0.766727,0.001606,0.001606,0.703637,0,0.767039,0.328202,0.011867,0.190962,0.970683,0.004157,-1,0.190962,11.056773,0,-1,0.481671,-1,11.81722
bool/fpga/fpga-10-10.xml,1,32.307692,84.615385,1.414214,1.414214,100,0.643005,0.852941,0.407266,0.8174,0.7962,0.977055,0.237099,0.692308,0.184666,65.384615,0.92285,22.492148,11.994353,0.002614,0.569536,0.33083,0.23805,0.979298,0.001158,100,0.373478,0.292543,0.793726,0.725923,0.23315,100,2.236492,9.921841,0.445545,-1,0.445545,9.491853,0.45203,2.383137,0.004493,-1,10,0.700012,1.97827,15.074936,0.825383,0.00091,0.00091,0.725923,0,0.581297,0.398048,0.004589,0.166248,0.793726,0.002456,-1,0.166248,9.933803,0,-1,0.45203,-1,11.408525
bool/fpga/fpga-30-28.xml,1,29.028078,154.211663,1.414214,1.414214,100,0.529577,0.615895,0.404095,0.884803,0.861414,0.963563,0.3446,0.826087,0.196822,140.604752,1.02958,22.149041,17.029503,0.000338,0.69162,0.356227,0.113935,0.97409,0.000056,100,0.589687,0.251453,0.82281,0.733898,0.287485,100,2.775347,13.954378,0.526045,-1,0.526045,13.74966,0.446568,2.809972,0.000534,-1,30,0.726043,2.378514,11.632995,0.91372,0.000036,0.000036,0.733898,0,0.934776,0.488039,0.000704,0.176286,0.82281,0.000244,-1,0.176286,5.392018,0,-1,0.446568,-1,6.761426
bool/fpga/fpga-11-10.xml,1,32.340426,85.815603,1.414214,1.414214,100,0.643027,0.856763,0.405626,0.818369,0.804646,0.974874,0.238955,0.714286,0.186143,66.312057,0.926182,22.462302,12.151017,0.002363,0.567498,0.331003,0.235829,0.977295,0.001051,100,0.387352,0.29037,0.80379,0.728164,0.236346,100,2.313535,10.062046,0.448331,-1,0.448331,9.632995,0.450035,2.428755,0.004031,-1,11,0.708244,2.024535,14.916859,0.829268,0.000821,0.000821,0.728164,0,0.564061,0.400445,0.004116,0.166825,0.80379,0.002534,-1,0.166825,10.106471,0,-1,0.450035,-1,11.543277
bool/fpga/fpga-15-13.xml,1,31.90678,103.601695,1.414214,1.414214,100,0.591157,0.799393,0.408271,0.824143,0.910405,0.946023,0.2682,0.75,0.180775,82.923729,1.056086,22.209231,13.423116,0.001518,0.632002,0.328065,0.203994,0.958087,0.00048,100,0.466952,0.279463,0.871317,0.72213,0.250545,100,2.474058,11.109178,0.459463,-1,0.459463,10.749031,0.457785,2.516865,0.00304,-1,15,0.770723,2.063108,14.383232,0.849018,0.000365,0.000365,0.72213,0,0.733307,0.414262,0.003959,0.175452,0.871317,0.001263,-1,0.175452,7.840879,0,-1,0.457785,-1,9.676412
bool/fpga/fpga-25-23.xml,1,31.160991,147.058824,1.414214,1.414214,100,0.541577,0.634355,0.414721,0.875168,0.857854,0.965971,0.332512,0.833333,0.193691,124.798762,1.03299,22.331777,16.062215,0.000477,0.684873,0.34205,0.130806,0.975815,0.000097,100,0.54813,0.263205,0.818637,0.73551,0.284204,100,2.736429,13.202889,0.519068,-1,0.519068,12.96416,0.444647,2.783409,0.000834,-1,25,0.715224,2.319907,13.224605,0.904083,0.000065,0.000065,0.73551,0,0.840433,0.478347,0.001097,0.173788,0.818637,0.000433,-1,0.173788,4.470389,0,-1,0.444647,-1,7.341064
bool/fpga/fpga-20-19.xml,1,31.369863,134.474886,1.414214,1.414214,100,0.559327,0.674947,0.419764,0.861624,0.869794,0.962581,0.309439,0.789474,0.188185,112.785388,1.041133,22.3317,15.064027,0.00074,0.668919,0.338039,0.149274,0.972652,0.000174,100,0.503519,0.270958,0.832737,0.73222,0.272374,100,2.683015,12.41257,0.502417,-1,0.502417,12.13635,0.447905,2.608857,0.001326,-1,20,0.724907,2.251111,13.95265,0.888916,0.000121,0.000121,0.73222,0,0.797711,0.461651,0.001738,0.169659,0.832737,0.000617,-1,0.169659,6.076255,0,-1,0.447905,-1,8.668145
bool/fpga/fpga-14-14.xml,1,31.764706,107.058824,1.414214,1.414214,100,0.585896,0.731942,0.419458,0.838458,0.825798,0.972006,0.268603,0.733333,0.175731,86.470588,1.016346,22.433947,13.5216,0.001376,0.643086,0.340339,0.19229,0.982801,0.000446,100,0.452772,0.285911,0.777641,0.726631,0.24088,100,2.257545,11.173677,0.465602,-1,0.465602,10.829723,0.451091,2.358803,0.002065,-1,14,0.683452,2.005738,14.523991,0.862408,0.000329,0.000329,0.726631,0,0.658218,0.429232,0.002098,0.168958,0.777641,0.001152,-1,0.168958,7.955682,0,-1,0.451091,-1,9.828198
bool/fpga/fpga-25-24.xml,1,28.885587,133.729569,1.414214,1.414214,100,0.540983,0.647399,0.409213,0.874248,0.883015,0.958027,0.330899,0.833333,0.198355,120.356612,1.043402,21.918859,16.202851,0.000443,0.682355,0.342453,0.127262,0.969467,0.00009,100,0.553188,0.258585,0.840697,0.733032,0.286359,100,2.686611,13.305919,0.517623,-1,0.517623,13.074643,0.447792,2.749164,0.000791,-1,25,0.738618,2.319379,13.001936,0.903408,0.00006,0.00006,0.733032,0,0.907776,0.47614,0.001041,0.180354,0.840697,0.000403,-1,0.180354,4.52148,0,-1,0.447792,-1,7.380617
bool/fpga/fpga-12-12.xml,1,32,96,1.414214,1.414214,100,0.597826,0.885246,0.393346,0.807567,0.943912,0.923027,0.260274,0.733333,0.183044,76,1.073249,22.367841,12.811375,0.001952,0.622009,0.312253,0.232224,0.937759,0.00071,100,0.425879,0.278539,0.916768,0.715629,0.254041,100,2.297977,10.59619,0.443391,-1,0.443391,10.214319,0.466844,2.511545,0.004186,-1,12,0.832498,1.991167,14.797206,0.831061,0.000563,0.000563,0.715629,0,0.813389,0.396611,0.005436,0.176676,0.916768,0.001923,-1,0.176676,9.059782,0,-1,0.466844,-1,10.742091
bool/fpga/fpga-30-29.xml,1,29.060543,158.924843,1.414214,1.414214,100,0.525641,0.592728,0.405351,0.88958,0.831441,0.971927,0.351969,0.826087,0.194539,145.302714,1.016338,22.241819,17.155164,0.000311,0.697168,0.361661,0.1103,0.980563,0.000052,100,0.592578,0.252404,0.797461,0.73572,0.286223,100,2.786046,14.042771,0.529564,-1,0.529564,13.843725,0.444068,2.787774,0.00051,-1,30,0.702293,2.391352,11.505812,0.917932,0.000033,0.000033,0.73572,0,0.885397,0.493474,0.000672,0.172813,0.797461,0.000225,-1,0.172813,5.295655,0,-1,0.444068,-1,6.771051
bool/fpga/fpga-45-44.xml,1,29.361098,234.26408,1.414214,1.414214,100,0.496959,0.546816,0.382167,0.91234,0.806902,0.975343,0.407397,0.888889,0.213152,220.208235,0.987924,21.146938,19.32129,0.000124,0.712955,0.364832,0.081437,0.984351,0.000016,100,0.659071,0.229932,0.772686,0.748171,0.319199,100,3.051915,15.702579,0.569557,-1,0.569557,15.562034,0.43279,2.962471,0.000185,-1,45,0.690951,2.632802,10.427313,0.942007,0.000009,0.000009,0.748171,0,0.996646,0.527424,0.000244,0.174596,0.772686,0.000108,-1,0.174596,4.110565,0,-1,0.43279,-1,4.41658
bool/fpga/fpga-14-13.xml,1,31.891892,102.477477,1.414214,1.414214,100,0.591506,0.803559,0.40843,0.82254,0.912722,0.945184,0.268315,0.733333,0.180274,81.981982,1.058893,22.375847,13.301925,0.001643,0.632446,0.326652,0.206672,0.959124,0.000518,100,0.455677,0.280412,0.868048,0.721058,0.248729,100,2.460728,11.003518,0.454901,-1,0.454901,10.642052,0.458752,2.489184,0.003301,-1,14,0.769789,2.051859,14.524358,0.84719,0.000396,0.000396,0.721058,0,0.749678,0.412664,0.004299,0.17581,0.868048,0.00137,-1,0.17581,8.80429,0,-1,0.458752,-1,10.584629
bool/fpga/fpga-12-10.xml,1,32.368421,86.842105,1.414214,1.414214,100,0.637036,0.845003,0.405405,0.826121,0.764725,0.983128,0.242805,0.733333,0.185563,67.105263,0.9105,22.390095,12.295195,0.002672,0.576771,0.335181,0.240587,0.985178,0.000966,100,0.405327,0.292298,0.763182,0.73128,0.235962,100,2.31938,10.189825,0.454454,-1,0.454454,9.761551,0.447016,2.425858,0.003437,-1,12,0.679626,2.005845,14.868967,0.838394,0.000736,0.000736,0.73128,0,0.545228,0.40713,0.003437,0.165445,0.763182,0.002568,-1,0.165445,9.575196,0,-1,0.447016,-1,10.803179
bool/mpsReduced/mps-red-markshare1-1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-berlin-5-8_0.xml,1,9.258649,10.356947,1.414214,1.414214,100,?,?,?,?,?,?,?,?,?,7.226798,?,21.736061,31.289295,?,?,?,?,?,?,100,?,?,?,?,?,100,?,16.982693,?,-1,?,16.32743,?,?,?,-1,61,?,?,11.454299,?,?,?,?,0,?,?,?,?,?,?,-1,?,3.149975,0,-1,?,3.70044,1.892599
bool/mpsReduced/mps-red-ran10x10c.xml,1,?,?,?,?,?,0.515654,0.795618,0.389741,0.968035,0.747304,0.989398,0.639592,0.957447,0.290912,?,0.920005,?,?,0.001759,0.666774,0.370068,0.087087,0.995085,0.000078,?,1.090842,0.120025,0.640733,0.812732,0.465127,?,4.29418,?,0.706983,?,0.706983,?,0.370409,3.464064,0.000436,?,?,0.622221,3.367874,?,0.985091,0.000035,0.000035,0.812732,?,1.060592,0.596676,0.000138,0.225174,0.640733,0.001313,?,0.225174,?,?,?,0.370409,?,?
bool/mpsReduced/mps-red-mod013.xml,1,37.894737,315.789474,1.414214,1.235399,100,0.480746,0.865315,0.359523,0.960358,0.742946,0.987786,0.61703,1,0.268473,195.789474,0.925067,22.425797,16.87134,0.003016,0.697575,0.343022,0.135835,0.994157,0.000169,100,1.048098,0.14273,0.676661,0.792943,0.459732,100,4.187198,12.382354,0.67047,-1,0.67047,11.832494,0.391144,3.385512,0.000897,-1,240,0.653191,3.270205,11.524542,0.980598,0.000078,0.000078,0.792943,0,0.978956,0.585151,0.000405,0.214899,0.676661,0.003575,-1,0.214899,4.690488,0,-1,0.391144,11.066762,6.573696
bool/mpsReduced/mps-red-flugpl.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran12x12.xml,1,?,?,?,?,?,0.500559,0.845366,0.359461,0.972563,0.720186,0.991262,0.6752,0.969697,0.277549,?,0.885083,?,?,0.00145,0.665916,0.352587,0.092372,0.995824,0.000052,?,1.213662,0.106158,0.655368,0.797625,0.460214,?,4.413426,?,0.684267,?,0.684267,?,0.385323,3.417114,0.0003,?,?,0.63723,3.480145,?,0.986797,0.000024,0.000024,0.797625,?,1.23291,0.598392,0.000126,0.216295,0.655368,0.001296,?,0.216295,?,?,?,0.385323,?,?
bool/mpsReduced/mps-red-ran13x13.xml,1,?,?,?,?,?,0.508328,0.780225,0.365369,0.973853,0.721049,0.991619,0.680361,0.9801,0.276214,?,0.882057,?,?,0.001295,0.658987,0.359893,0.078871,0.996528,0.000047,?,1.161906,0.103997,0.609158,0.826616,0.487071,?,4.47586,?,0.7307,?,0.7307,?,0.354764,3.471393,0.000274,?,?,0.592928,3.489469,?,0.989132,0.000019,0.000019,0.826616,?,1.233135,0.612064,0.000133,0.221839,0.609158,0.001631,?,0.221839,?,?,?,0.354764,?,?
bool/mpsReduced/mps-red-sc50a.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-testprob.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare2-1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-capri.xml,1,17.757353,89.154412,1.414214,1.334585,100,?,?,?,?,?,?,?,?,?,46.415441,?,21.826031,30.53318,?,?,?,?,?,?,100,?,?,?,?,?,100,?,16.023906,?,-1,?,15.412173,?,?,?,-1,647,?,?,10.390169,?,?,?,?,0,?,?,?,?,?,?,-1,?,2.880535,0,-1,?,12.808562,3.109224
bool/mpsReduced/mps-red-timtab1.xml,1,27.115385,116.121795,1.414214,1.414214,91.025641,?,?,?,?,?,?,?,?,?,58.060897,?,23.144198,31.641596,?,?,?,?,?,?,100,?,?,?,?,?,100,?,15.53193,?,-1,?,14.545025,?,?,?,-1,138,?,?,12.782998,?,?,?,?,0,?,?,?,?,?,?,-1,?,8.224186,8.974359,-1,?,-1,13.575545
bool/mpsReduced/mps-red-misc03.xml,1,40,171.95122,1.414214,1.414214,100,?,?,?,?,?,?,?,?,?,105.365854,?,22.866848,24.897829,?,?,?,?,?,?,100,?,?,?,?,?,100,?,11.866506,?,-1,?,11.279611,?,?,?,-1,169,?,?,11.362492,?,?,?,?,0,?,?,?,?,?,?,-1,?,6.382419,0,-1,?,-1,7.696457
bool/mpsReduced/mps-red-modglob.xml,1,0.621762,5.595855,1.414214,1.324972,100,?,?,?,?,?,?,?,?,?,3.108808,?,21.474983,27.736941,?,?,?,?,?,?,100,?,?,?,?,?,100,?,15.654328,?,-1,?,14.928611,?,?,?,-1,270,?,?,12.382084,?,?,?,?,0,?,?,?,?,?,?,-1,?,2.089086,0,-1,?,12.424691,0.202967
