@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC

@DATA
./SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,0.0101,0.3456,0.0015,0.2894,0.4858,2.3987,0.9373,0.3899,0.0007,0.0835,0.3503,4.1596,1.2794,4.7117,0.4046,0.4479,0.0534,0.0316,25.778,24.6417,28.9743,0.0003,26.5243,0.9764,790,25.1827,896,0.0054,28.9743,24.4369,24.4369,0.0247
./SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf,1,0.0801,0.1458,0.6664,0.3885,0.2363,0.2037,0.5283,0.1014,0.6251,0.0203,2.6471,51.67,0.7022,40.2964,0.0325,0.1934,0.005,0.7356,18.8034,17.1527,21.3884,0,20.6433,0.0812,16566,18.2685,18312,0.7777,22.7067,16.4056,15.8453,0.0889
./SAT11/crafted/spence/sgen/sgen3-n140-s20078956-unsat.cnf,1,0,0.5034,0.003,0,0.8046,1.6665,0.9605,1,0.0007,0.0308,0.256,1.1037,0.746,2.6965,0,0.5425,0.0213,0.0326,20.2516,18.8597,26.0189,0.0001,19.9514,0.4445,292,19.2993,292,0.0113,26.0189,18.0832,18.0832,0.0719
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_70_1-dir.shuffled-as.sat03-146.cnf,1,0.9694,0.7058,0.8742,1.7616,0.9219,0.0229,0.9674,0.9694,0.8568,0.0073,3.0694,8.8963,36.7272,42.8065,0.0345,15.5556,0.1,0.8885,96.4415,79.1165,113.7666,0.8328,113.7666,33.8019,46388,113.7666,46988,0.8938,113.7666,79.1165,79.1165,0.9433
./SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf,1,0.9261,0.9261,0.8577,1.6999,0.9182,0,0.9355,0.9261,0.8577,0.0102,0,1.4099,3.109,2.3693,0,0.4158,0.0714,0.8577,130.7841,127.303,134.2651,0.8577,134.2651,2.4353,2653,134.2651,2653,0.8577,134.2651,127.303,127.303,0.007
./SAT03/handmade/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf,1,0.9718,0.7131,0.8749,1.8073,0.9163,0.0244,0.9665,0.9718,0.8584,0.007,2.9916,7.5683,41.3467,7.7368,0.0345,2.0854,0.0909,0.8896,70.0733,62.9431,91.7825,0.8256,75.2944,40.984,55994,67.8884,56654,0.8941,91.7825,59.0658,59.0658,1.3529
./SAT02/handmade/chu-min-li/urquhart/urquhart3_25bis.shuffled.cnf,1,0,0.3636,0,0.101,0.9922,0,0.9986,0.1818,0,0.0606,0,1.0228,1.3984,2.2246,0.375,0.6409,0.0556,0,18.1338,17.4347,20.5128,0,18.0992,1.0672,264,17.8774,264,0,20.5128,17.052,16.976,0.1135
./SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf,1,0,0.2545,0,0.0958,0.9909,0,0.9976,0,0,0.1429,0,1,1.6543,1.1544,0,0.4637,0.122,0,13.1164,12.8536,13.9705,0,13.9117,1.6657,224,13.1569,224,0,13.9705,12.3008,12.3008,0.2239
./SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf,1,0.07,0.1264,0.6665,0.3783,0.2322,0.2049,0.5297,0.0891,0.6068,0.0203,2.8294,53.4433,0.6316,42.0563,0.0352,0.2135,0.0045,0.7349,16.7853,16.2062,18.9898,0,18.2283,0.0737,16577,16.8746,18767,0.7731,20.4848,15.2283,11.9449,0.1799
./SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0.8571,0.8571,0.7233,1.0778,0.8087,0.0001,0.849,0.8571,0.7233,0.0211,0,13.3747,3.0163,13.9373,0,0.0917,0.0769,0.7234,55.5155,52.6828,57.4435,0.7232,57.4435,2.308,1183,56.4201,1183,0.7234,57.4435,52.6828,52.6828,0.0015
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2072.cnf,1,0,0.1004,0.3464,0.518,0.3934,0.4999,0.4943,0.5344,0.1484,0.0115,3.9749,87.2564,6.9805,51.4167,0.5737,0.3334,0.0114,0.5751,33.8989,31,43.7551,0.0003,37.3098,3.8478,88789,31.3713,159039,0.6016,49.2521,29.3109,28.6573,0.4951
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p30-s48700942.cnf,1,0.9713,0.9713,0.8762,1.9806,0.8475,0.0215,0.9517,0.9713,0.8626,0.0045,3.2793,16.9612,43.9567,198.04,0.0329,10.4124,0.0679,0.8892,79.8784,71.8761,101.9509,0.821,79.9623,43.6786,92488,73.7455,93431,0.8919,101.9509,71.8571,71.8571,0.8681
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,0.0027,0.08,0.6667,1.1402,0.6915,0.0956,0.8052,0.92,0.6542,0.026,3.3542,20.4194,25.4655,14.3355,0,1.7188,0.0948,0.7112,55.0646,52.2301,57.899,0.6427,57.899,28.9393,28991,57.899,28991,0.6928,57.899,52.2301,52.2301,0.0051
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p30-s19690873.cnf,1,0.979,0.979,0.8845,2.2519,0.8265,0.0405,0.9153,0.979,0.8507,0.0026,3.1954,616.4,70.3192,1299.6,0.025,5.8027,0.0513,0.9031,86.0347,75.45,110.4516,0.7573,98.4074,75.1825,251637,82.5106,253275,0.91,110.4516,73.7978,73.7978,1.3678
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,1,0.9697,0.7195,0.8797,1.8913,0.9096,0.0153,0.9583,0.9697,0.8699,0.0071,2.8961,6.7374,36.4543,46.7563,0.0345,13.616,0.1,0.8886,67.9415,66.4901,75.7054,0.8478,75.7054,37.4356,45474,75.0119,46074,0.8899,75.7054,54.5587,54.5587,0.8979
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,0.0323,0.2961,0.0153,0.1205,0.2088,1.3477,0.5971,0.147,0.0047,0.0203,1.0783,8.6223,0.3286,7.8195,1.1029,0.4874,0.0065,0.115,16.3118,11.6383,16.2552,0.0002,14.5721,0.1301,1918,13.283,2332,0.0374,66.5724,9.8555,7.4163,0.5248
./SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,0.0017,0.3081,0.1122,0.0323,0.117,0.6484,0.2724,0.0112,0.042,0.0157,3.137,31.42,0.6928,30.0438,0.0905,0.3913,0.0062,0.2353,19.2666,3.6169,33.3209,0.0001,32.4778,0.2403,5781,30.9019,6174,0.2198,33.3209,2.929,2.929,0.7371
./SAT04/handmade/anton/l5k3/lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,1,0.0049,0.4563,0.2029,0.1261,0.1234,0.5943,0.4112,0.8865,0.0861,0.0107,3.4019,19.4106,0.7915,20.2231,0.2078,0.3062,0.0081,0.3938,26.002,24.7226,30.0419,0.001,26.7912,0.2524,3075,25.6211,3357,0.379,30.0419,23.9726,23.9726,0.1206
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf,1,0.9871,0.9871,0.8899,1.6828,0.9234,0.03,0.9647,0.9871,0.8666,0.0071,3.108,23.9741,26.3538,18.4692,0.0481,13.4794,0.1,0.9025,62.7245,60.768,66.2984,0.7885,65.7796,20.4521,29189,62.4168,29734,0.9057,69.5094,59.4328,58.2773,1.0183
./SAT02/handmade/simon/satex-challenges/c6288.shuffled.cnf,1,0.2396,0.5419,0.0083,0.571,0.1566,1.2881,0.4333,0.8762,0.0074,0.0159,1.2453,108.052,0.6973,97.9036,1.5319,0.3683,0.0319,0.1154,27.9922,26.2355,31.3898,0,30.1887,0.284,8702,27.2943,14813,0.0975,34.7442,23.2688,22.5911,0.5472
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-18_312.cnf,1,0,0.1007,0.6225,1.0008,0.7052,0.1208,0.8053,0.8993,0.6173,0.0196,2.9611,29.7086,17.2726,19.6965,0,2.9179,0.0577,0.6706,52.668,50.3461,63.5646,0.6057,53.5572,18.4885,26889,52.4241,26889,0.633,63.5646,46.7898,46.7898,0.9014
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,0.9349,0.9349,0.7983,1.4666,0.7565,0.0205,0.9073,0.9349,0.7881,0.0059,2.8313,56.4521,26.832,14.8376,0.05,0.2192,0.0433,0.8093,57.6833,49.2006,78.9836,0.76,60.987,32.2747,60246,56.3143,61409,0.8094,78.9836,48.1599,45.1149,0.9051
./SAT05/crafted/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf,1,0.8588,0.6449,0.791,0.8257,0.0273,0.2687,0.0871,0.8591,0.4955,0.0013,4.2441,4568.5,25.6627,5121,0.1326,0,0.0006,0.8356,0,0,0,0,0,18.7974,1667873,0,1711065,0.931,0,0,0,0
./SAT04/handmade/kexu/frb-0.8/frb45-21-1.used-as.sat04-883.cnf,1,0.9348,0.9348,0.7971,1.4682,0.7478,0.0193,0.9059,0.9348,0.7876,0.0052,2.8156,28.7069,27.6208,87.0537,0.05,11.6992,0.0433,0.8085,52.0444,41.3651,69.9413,0.7632,69.866,32.2678,60686,49.8923,61855,0.8082,70.0155,40.5753,39.7735,0.786
./SAT11/crafted/skvortsov/battleship/battleship-11-21-sat.cnf,1,0.9052,0.9052,0.8288,1.4642,0.9074,0,0.9245,0.9052,0.8287,0.0165,0,1.5199,2.6288,2.4794,0,1.2217,0.0909,0.8288,88.215,84.1817,90.8046,0.8287,90.8046,2.0464,1276,89.6588,1276,0.8288,90.8046,84.1817,84.1817,0.0026
./SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0.0801,0.1178,0.6662,0.3821,0.2475,0.1904,0.572,0.0909,0.6447,0.0131,2.7621,47.0583,0.6482,36.7216,0.0398,0.199,0.0056,0.7366,16.072,15.0624,17.4731,0,17.2879,0.0878,13794,16.115,15897,0.7496,17.9554,14.2137,12.3961,0.2306
./SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,1,0.9463,0.9463,0.824,1.6619,0.726,0.0212,0.9286,0.9463,0.8122,0.0035,2.8117,43.092,36.5561,30.5,0.04,2.1412,0.0325,0.8362,59.9934,47.4342,78.8876,0.7816,77.2057,42.7295,130262,53.0986,132295,0.8367,108.4075,46.8798,46.1424,1.0367
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf,1,0.9552,0.9552,0.7988,1.8716,0.8016,0.0812,0.9243,0.9552,0.7334,0.0021,2.697,55,49.8732,703.75,0.0323,4.2899,0.0258,0.8382,66.1533,55.7167,86.3,0.5503,70.7101,52.6108,263277,63.8314,266431,0.86,89.0732,55.2975,54.8372,0.3572
./SAT11/crafted/spence/sgen/sgen3-n260-s62321009-sat.cnf,1,0.8333,0.6298,0.5832,0.4472,0.6511,0.0001,0.8229,0.8333,0.5831,0.0096,0,4.9794,1.0406,8.7583,0,0.2081,0.0192,0.5832,41.6567,38.8604,46.649,0.5831,46.0446,0.5184,624,40.3032,624,0.5832,46.649,38.0401,38.0401,0.0087
./SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1,0.0323,0.7581,0.509,0.5928,0.9662,0.0001,0.9973,0.0323,0.509,0.0172,0,0.0007,6.6574,0.0004,0.3333,48.3735,0.0351,0.509,33.1743,28.1668,38.1818,0.5088,38.1818,6.5448,10602,38.1818,11058,0.509,38.1818,28.1668,28.1668,0.0633
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_u.cnf,1,0.272,0.6326,0.0979,1.0135,0.1085,0.8553,0.5299,0.5824,0.0409,0.2187,2.1674,18.511,1.5156,16.2543,1.4943,0.3569,0.0253,0.3044,15.947,14.4882,17.9193,0.001,17.615,0.4049,6940,16.9671,10578,0.2272,17.9193,11.4377,11.4377,0.1411
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,0,0.1925,0.0077,0.0467,0.5555,0.8514,0.7388,0.0003,0.0036,0.0294,1.0364,9.0018,1.3049,10.306,0,0.2783,0.0294,0.0249,36.0782,35.2683,37.6111,0.0005,37.2436,0.8235,2924,35.5214,2924,0.0191,37.6111,35.0743,35.0743,0.0271
./SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1,0.9356,0.9356,0.8716,1.8405,0.9239,0,0.9393,0.9356,0.8716,0.0078,0,3.0186,3.4461,3.6968,0,5.1193,0.0625,0.8716,171.3169,171.3169,171.3169,0.8716,171.3169,2.6771,3976,171.3169,3976,0.8716,171.3169,171.3169,171.3169,0
./SAT11/crafted/mosoi/289/289-unsat-9x32.cnf,1,0.012,0.753,0.3985,0.5831,0.7197,0.001,0.813,0.012,0.3984,0.0069,0,48.0057,12.7416,48.1882,0.3333,0.0128,0.0139,0.3987,29.2769,27.5736,33.3538,0.3978,30.2759,11.9033,72288,28.7786,73440,0.3987,35.202,26.693,25.6814,1.0986
./SAT11/crafted/skvortsov/battleship/battleship-15-29-sat.cnf,1,0.9312,0.9312,0.865,1.7716,0.9209,0,0.9367,0.9312,0.865,0.0089,0,1.955,3.2788,2.8741,0,2.8354,0.0667,0.865,161.406,158.0854,164.7266,0.865,164.7266,2.5804,3270,164.7266,3270,0.865,164.7266,158.0854,158.0854,0.0055
./SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,0.8333,0.6756,0.5831,0.4472,0.6989,0.0001,0.8357,0.8333,0.5831,0.0179,0,3.0262,1.1919,5.2772,0,0.2679,0.0357,0.5832,27.8586,27.1177,29.8271,0.5831,28.8378,0.6773,336,27.7551,336,0.5832,29.8271,25.7552,25.7552,0.0083
./SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,0.8333,0.6117,0.5832,0.4472,0.6645,0.0001,0.8368,0.8333,0.5831,0.0114,0,4.3764,1.0796,7.6201,0,0.221,0.0227,0.5832,36.9574,34.9356,40.8083,0.5831,39.8425,0.556,528,37.4866,528,0.5832,40.8083,32.4793,32.4793,0.0094
./SAT11/crafted/mosoi/289/289-sat-6x9.cnf,1,0.0698,0.7674,0.619,0.6106,0.9992,0,0.9999,0.0698,0.619,0.0353,0,0,3.8406,0,0.3333,0,0.0741,0.619,35.2217,35.2217,35.2217,0.619,35.2217,3.8581,2322,35.2217,2538,0.619,35.2217,35.2217,35.2217,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p15-s1351253.cnf,1,0.9798,0.9798,0.9857,2.6652,0.879,0.0687,0.9283,0.9798,0.9684,0.0012,3.4131,88.3333,109.81,46903.8,0.0179,2.4459,0.0363,0.9812,117.6758,113.8333,125.2308,0.0111,124.2857,163.344,1117340,118.125,1120760,0.9965,125.2308,109.913,109.913,0.5298
./SAT11/crafted/mosoi/289/289-unsat-17x27.cnf,1,0.0072,0.7518,0.3304,0.5808,0.6172,0.1569,0.6698,0.0072,0.318,0.0043,0,228.306,17.0365,227.9,0.3333,0.0138,0.0087,0.3519,29.6448,28.3309,33.2924,0.0044,30.5943,14.6792,192321,28.8911,194157,0.3569,34.3424,27.8295,27.3184,1.0947
./SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,0.1019,0.1419,0.6105,0.4536,0.4355,0.232,0.8731,0.1759,0.5112,0.7095,2.6907,14.9506,1.0203,7.6118,0.0807,0.3084,0.0129,0.685,20.8584,19.5208,23.1241,0,22.1421,0.3467,5851,20.8992,7095,0.7482,24.7946,18.064,17.9361,0.4776
./SAT11/crafted/skvortsov/battleship/battleship-10-18-sat.cnf,1,0.8901,0.8901,0.8154,1.3315,0.8977,0,0.9216,0.8901,0.8154,0.0209,0,0.9264,2.4348,1.9359,0,0.411,0.1,0.8154,73.7962,73.476,74.6267,0.8154,74.6267,1.8782,910,74.4183,910,0.8154,74.6267,72.6638,72.6638,0.0092
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes1.cnf,1,0.9349,0.9349,0.7982,1.4631,0.7691,0.0195,0.9403,0.9349,0.7887,0.0057,2.9075,27.0723,26.8379,14.6154,0.05,0.2714,0.0433,0.8092,55.2168,50.6621,60.5563,0.7637,60.5159,31.7733,60200,58.1453,61409,0.8088,72.5273,44.1493,43.7621,0.5934
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_508.cnf,1,0.0025,0.077,0.6772,1.1742,0.7047,0.0905,0.8067,0.923,0.6664,0.0237,3.343,22.3921,27.5149,13.9332,0,0.2622,0.0906,0.7189,61.0966,63.1615,66.8157,0.6559,66.8157,31.9825,34661,65.5817,34661,0.7006,66.8157,48.8276,48.8276,0.3349
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,0.7667,0.5667,0.7767,0.8056,0.8549,0.0186,0.8887,0.7667,0.7475,0.05,0,2,2.5407,2.0303,0.1429,0.0847,0.2,0.7754,21.4178,21.3014,22.5212,0.7474,22.5212,2.57,360,21.9578,370,0.7787,22.5212,19.891,19.891,0.0143
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0.0088,0.0707,0.6877,1.2004,0.6764,0.0871,0.799,0.9293,0.6777,0.0211,3.5107,27.7181,30.3236,30.3522,0,8.0151,0.0845,0.7269,49.459,48.0582,50.8598,0.6535,50.8598,34.8292,42826,50.8598,42826,0.7083,50.8598,48.0582,48.0582,0.0699
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,0.9519,0.9519,0.7968,1.8071,0.7614,0.0842,0.9161,0.9519,0.7188,0.0025,2.7203,53.5417,42.2852,84.3548,0.0345,3.8541,0.0281,0.8302,61.9266,57.2606,70.3521,0.59,66.6143,51.2404,212532,60.5939,215164,0.8511,72.0897,56.8601,53.9396,0.3756
./SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.0286,0.7571,0.4948,0.591,0.9854,0.0001,0.9992,0.0286,0.4948,0.014,0,0,7.5948,0.1225,0.3333,41.6053,0.0286,0.4948,0,0,0,0.4947,0,7.5611,14700,0,15260,0.4948,0,0,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p15-s54275047.cnf,1,0.9757,0.9757,0.853,2.2071,0.8734,0.1304,0.9316,0.9757,0.6901,0.0025,3.2939,38.5806,75.7992,972.808,0.0258,4.9271,0.0529,0.8717,90.5923,77.9244,109.6438,0.3773,103,74.1157,270701,88.75,272291,0.9182,111.75,76.8407,74.4813,1.2938
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf,1,0.9438,0.6999,0.9385,2.0058,0.9385,0.0013,0.9499,0.9438,0.9375,0.0025,0,12.9289,10.9682,45.5792,0.0294,11.6045,0.0444,0.9392,205.6862,205.6862,205.6862,0.9352,205.6862,11.1755,34650,205.6862,34695,0.9394,205.6862,205.6862,205.6862,0
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g3.cnf,1,0.9523,0.9523,0.7914,1.8073,0.7575,0.0836,0.923,0.9523,0.7212,0.0028,2.7466,53,43.9316,738,0.0345,5.3709,0.0281,0.8308,65.2603,58.7018,73.3939,0.5791,67.4974,50.8915,212438,62.3529,215164,0.8529,89.9355,57.1667,56.774,0.2844
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1,0.0112,0.0753,0.6759,1.1319,0.668,0.0966,0.806,0.9247,0.6592,0.0264,3.5633,23.0805,24.4192,16.0188,0,6.6568,0.0987,0.7167,41.9248,40.9879,43.3104,0.6377,43.3104,27.0919,26441,41.4762,26441,0.6973,43.3104,40.9879,40.9879,0.0146
./SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.8333,0.6361,0.5832,0.4472,0.6433,0.0001,0.8281,0.8333,0.5831,0.0083,0,5.5777,1.0144,9.9142,0,0.2404,0.0167,0.5832,45.4856,42.2841,50.4795,0.5831,49.8403,0.4867,720,44.4574,720,0.5832,50.4795,42.2709,42.2709,0.045
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_060.shuffled.cnf,1,0,0.2105,0.0172,0.082,0.6115,0.7669,0.7622,0.0075,0.0082,0.0833,1.3482,4.1504,1.6243,5.0653,0,0.3522,0.0833,0.0445,15.3845,15.2678,15.6166,0.0044,15.5566,1.249,936,15.3743,936,0.0397,15.6166,15.2123,15.2123,0.0052
./SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,0.798,0.6758,0.0477,0.5805,0.2452,0.9356,0.5435,0.9008,0.0136,0.0005,1.6517,822,9.0277,1202.67,2.2979,0.5642,0.0027,0.459,59.011,52.2176,71.4107,0,66.3478,2.3367,433992,54.6047,778800,0.3443,82.4865,50.0524,48.1226,0.5845
./SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0.1575,0.8164,0.3463,0.3452,0.0977,0.5239,0.4477,0.6133,0.061,0.0081,3.4537,844.889,2.5805,627.6,0.4144,0.1526,0.0037,0.6012,21.123,21.2835,23.5292,0,23.5292,0.8549,240404,22.4502,257551,0.738,23.5292,17.2293,17.2293,0.1762
./SAT04/handmade/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf,1,0,0.8423,0.5709,0.2484,0.2941,0.1203,0.7239,0.8423,0.5231,0.0136,2.7132,49.8299,3.4226,40.4504,0.3333,0.2905,0.0121,0.6228,31.5525,30.2186,32.8864,0.4603,32.8864,3.2985,9408,32.8864,9601,0.6213,32.8864,30.2186,30.2186,0.0305
./SAT04/handmade/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf,1,0.9463,0.9463,0.8242,1.6617,0.759,0.02,0.9022,0.9463,0.813,0.0037,2.7629,276.616,36.3003,93.8727,0.04,5.5876,0.0332,0.8361,56.7113,53.1291,70.3558,0.7751,58.5497,43.1881,130281,55.095,132295,0.8374,76.6182,48.1301,47.447,0.4145
./SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf,1,0.4286,0.7631,0.8262,0.6689,0.3103,0.3275,0.8095,0.8446,0.326,0.0058,2.7836,29.0846,3.5783,25.651,0.0017,1.6403,0.0149,0.8053,42.1608,32.0173,75.1238,0.0184,44.065,2.5768,33572,38.5,33572,0.9566,87.2539,27.9477,27.6049,0.72
./SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,0.0727,0.1384,0.6668,0.3791,0.2353,0.2024,0.4971,0.0891,0.6176,0.0203,2.7434,51.6197,0.6452,41.0273,0.0327,0.2134,0.0045,0.7354,16.6726,16.0999,20.1771,0,17.6421,0.0708,16559,16.6292,18473,0.7768,21.8445,15.1995,7.129,0.3707
./SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,0.7895,0.7895,0.7156,0.8215,0.8619,0,0.9023,0.7895,0.7155,0.0643,0,1.0574,1.7588,1.6779,0,0.3675,0.1667,0.7156,21.4455,21.5338,21.8841,0.7155,21.8841,1.4117,171,21.8597,171,0.7156,21.8841,20.5043,20.5043,0.0048
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,0.0153,0.2739,0.0014,0.085,0.1071,2.1952,0.2927,0.0724,0.0002,0.0056,0.696,31.6777,0.1959,15.161,1.0501,1.6872,0.001,0.0461,11.8974,8.1034,16.843,0,11.8779,0.0464,13521,9.6475,14991,0.0042,72.0729,7.1508,6.1822,0.732
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf,1,0.0337,0.4111,0.0003,0.3801,0.2957,1.1369,0.6972,0.0339,0,0.0733,2.2503,12.1485,11.4962,8.0167,0.3723,0.2628,0.0709,0.3485,20.2446,17.1846,24.2917,0,23.1622,13.1862,34419,20.5718,62656,0.0499,24.2917,13.0756,13.0756,0.1765
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf,1,0,0.2555,0.0062,0.1227,0.219,1.509,0.5213,0,0.0007,0.0237,0.6084,24.3157,1.5759,24.2858,0,0.1451,0.0193,0.0403,24.7169,18.8785,33.892,0,31.6487,1.06,2192,29.4367,2192,0.0135,33.892,4.7211,4.7211,0.5045
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,1,0.9646,0.729,0.9234,1.7386,0.9993,0.0003,0.9996,0.9646,0.9233,0.0035,0,1,14.5742,6.822,0.0357,20.9217,0.0667,0.9236,84.1815,73.4946,116.3704,0.923,81.5228,14.5128,23955,76.3977,24825,0.9236,183.8824,71.957,66.9688,0.5934
./SAT02/handmade/pehoushek/twentyvars/7cnf20_90000_90000_7.shuffled.cnf,1,0,0.0685,0.0095,0,0.8122,0.7744,0.8521,0,0.0078,0.3688,1.9831,1.9969,2.5884,2.5652,0,0.4769,0.35,0.0262,0,0,0,0.0022,0,2.159,1532,0,1532,0.0214,0,0,0,0
