@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE nclauses NUMERIC

@DATA
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.0103,0.0563,0.0352,0.6433,1.9243,0.0575,0.0997,0.9616,0.9614,0.3178,0.5,0.1767,0.4991,0,0,0,0,0.0731,0,0.7016,0.9619,0.9837,3.3885,11800000,2.1898,1.2037,1.7762,1.7974,119,645000,0,8700000
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1354285755-030.cnf,1,0.0001,0.0112,0.0001,1.0027,0.0368,0.0001,0.7388,0.0708,0,0,0.0001,0,0.6793,4499,4418,4454.2,4602,0.0001,4376,0,0.0238,0.0598,0,6230,0.1673,0.3407,0.8776,3.8017,2,70,0.1429,6230
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-12t22.sat05-1151.reshuffled-07.cnf,1,0.0001,0.0367,0.0292,1.1561,0.5951,0.0095,0.1961,0.8995,0.6775,0.6904,0.2776,0.8029,0.9849,1987,1846,1807.2,2633,0.1537,1356,0.4874,0.9183,0.979,0.4045,87747,0.6865,2.0749,0.9921,3.7505,22,4706,0,75771
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1017667294-044.cnf,1,0.0001,0.0118,0.0001,1.0088,0.0374,0.0001,0.7061,0.0644,0,0,0.0002,0,0.6834,4436,4282,4216.8,4436,0.0001,4102,0,0.0253,0.0632,0,11900,0.1551,0.3519,0.8719,4.0547,2,140,0.1429,11900
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-09.cnf,1,0,0.0121,0.0465,0.5301,6.9967,0.0024,0.2046,0.9269,0.9262,0.1143,0.5,0.3943,0.2672,0,0,0,0,0.2273,0,4.3834,0.9978,1,3.0913,8780000,6.7219,2.5729,1.0882,5.3993,4,118000,0,8730000
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0,0.0081,0,0.1092,0.161,0,0.0194,0.9012,0.9765,0.029,0.0001,0.1582,0.0079,507,361,918,3538,0,102,0.1247,0.8908,0.9032,2.0942,151000,0.1993,12.425,0.9999,5.1733,3,1244,0.913,149000
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S1091800488-20-SAT.cnf,1,0.0665,0.2668,0.1222,0.9349,0.3137,0.1676,0.583,0.4093,0.0949,0.0531,0.6314,0.5323,0.6509,1284,821,1029.2,1633,0.2167,715,0.3186,0.2129,0.3969,0.1326,4234,0.4303,0.5976,0.8395,2.6069,5,1170,0,4164
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S1798323172-15.cnf,1,0.0001,0.0118,0.0001,0.9956,0.0394,0.0001,0.737,0.0688,0,0,0.0002,0,0.685,4140,3945,3896,4140,0.0002,3759,0,0.0242,0.063,0,17000,0.1927,0.3666,0.867,4.2041,2,200,0.1429,17000
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S659703274-054.UNKNOWN.cnf,1,0.0424,0.2327,0.0869,0.6422,0.2657,0.1214,0.5529,0.4043,0,0.0116,0.4487,0.0798,0.582,4037,3996,3983,4069,0.1626,3957,0.2577,0.2263,0.4121,0.0409,1491,0.3948,0.6616,0.8464,2.6151,4,350,0,1487
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S704699380-099.cnf,1,0.0015,0.05,0.0028,0.8324,0.1017,0.0035,0.6634,0.1698,0,0,0.0153,0,0.6465,47,41,43.43,56,0.0051,37,0.0839,0.0775,0.1547,0,20000,0.2308,0.6795,0.8385,3.7058,3,1000,0.2,20000
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S373048162-052.SATISFIABLE.cnf,1,0.0456,0.2301,0.0882,0.695,0.2907,0.1223,0.5601,0.403,0,0.0256,0.3428,0.1582,0.5864,3837,3797,3792.1,3937,0.1662,3764,0.2864,0.2155,0.413,0.0621,2556,0.4119,0.6542,0.8405,2.7082,4,600,0,2542
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes4.cnf,1,0,0.015,0,0.2427,0.2062,0,0.0219,0.8095,0.9349,0.05,0,0.2642,0.0238,777,404,570.35,986,0,367,0.2087,0.7964,0.8106,1.4658,61409,0.1965,4.5025,0.9996,5.0481,4,945,0.5,60148
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/360/unif-k3-r4.25-v360-c1530-S404185236-001.cnf,1,0.0458,0.2323,0.0915,0.6999,0.3178,0.1231,0.5858,0.3901,0,0.0169,0.3691,0.14,0.5827,4022,3964,3960.4,4053,0.1747,3949,0.3125,0.195,0.3875,0.0713,1530,0.4263,0.6563,0.8466,2.7455,4,360,0,1524
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.9995,0.0418,0.0001,0.6733,0.0775,0,0,0.0001,0,0.6823,4525,4517,4493.8,4588,0.0001,4439,0,0.0334,0.0727,0,5340,0.1499,0.4079,0.8753,3.7534,2,60,0.1429,5340
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0,0.0106,0,0.1689,0.1419,0,0.0268,0.8708,0.962,0.0347,0,0.2492,0.0126,4430,714,1412,4430,0,430,0.1096,0.8591,0.8754,1.9397,82294,0.1752,3.6319,0.9998,4.971,3,894,0.8667,81400
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S603077945-019.cnf,1,0,0.0112,0.0001,1.0154,0.0383,0.0001,0.6286,0.0601,0,0,0.0002,0,0.6843,4498,4436,4463,4608,0.0001,4420,0,0.0302,0.056,0,6230,0.165,0.3679,0.874,3.6754,2,70,0.1429,6230
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,0.0025,0.0538,0.1093,1.0556,5.1526,0.1398,0.3685,0.8281,0.897,0.2758,0.5,0.6368,0.5424,0,0,0,0,0.3566,0,3.5679,0.8898,0.9793,1.979,1600000,4.562,1.4029,1.1035,4.3959,5,106000,0,1550000
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,0.0023,0.137,0.0386,1.7167,0.6773,0.062,0.7506,0.3517,0.2611,9.926,0.207,1.5599,0.7158,1668,1668,1668,1668,0.1092,1668,0.6215,0.0895,0.3235,0.4777,54970,0.8644,1.0835,0.9337,3.392,10,18607,0,12434
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S110290755-003.cnf,1,0.0427,0.2318,0.0868,0.6928,0.272,0.1113,0.5833,0.3949,0,0.0233,0.7102,0.1324,0.5842,4052,3925,3934.1,4117,0.1662,3839,0.268,0.2021,0.3789,0.0565,1870,0.4042,0.744,0.8419,2.6579,5,440,0,1855
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1,0,0.0144,0,0.11,0.2101,0,0.0203,0.8878,0.972,0.039,0.0012,0.1742,0.011,4636,3648,2387.8,4636,0,951,0,0.8761,0.8904,1.8403,45238,0.2524,3.8924,0.9999,4.7883,2,666,0.8947,44572
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,0.008,0.2074,0.0564,1.4888,0.6535,0.0727,0.6732,0.3609,0.3034,2.1691,0.2415,1.2677,0.7834,2105,1991,1752.4,2181,0.203,1416,0.8051,0.1516,0.3672,0.8116,48483,0.7477,1.174,0.8904,3.0161,11,14809,0,22536
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,0.0135,0.0254,0.1512,1.6546,1.9658,0.2887,0.4762,0.6802,0.6435,13.086,0.5,1.7725,1.45,0,0,0,0,0.449,0,1.6941,0.4194,0.8353,2.643,875000,2.6706,1.1111,0.995,5.6983,19,188000,0,525000
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp.cnf,1,0.0057,0.0736,0.0671,1.5922,1.6001,0.0684,0.5387,0.5973,0.17,0.4358,0.3654,1.3044,0.628,1207,1116,1072.7,1278,0.2557,1019,1.313,0.3317,0.7508,0.3306,153000,1.8246,1.4498,0.9549,3.6347,7,14896,0,141000
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S357555833-073.cnf,1,0.001,0.0469,0.0019,0.8369,0.1013,0.0024,0.6409,0.1707,0,0,0.006,0,0.6534,4339,4218,4220,4350,0.0038,4182,0.0181,0.0851,0.1514,0,2556,0.2305,0.6616,0.8563,3.6059,3,120,0.2,2556
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,1,0,0.026,0,0.5992,0.0004,0,0.0008,0.5024,0.013,0.0256,0,0.0748,0.5851,1912,1649,1663.5,2340,0,1464,0.0002,0.5024,0.5024,0.3107,60099,0.18,0,1.0133,0.0139,3,1600,0,60099
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,0,0.0149,0,0.2427,0.1879,0,0.0205,0.8093,0.9349,0.05,0,0.2616,0.0236,1031,509,824.62,1527,0,354,0.1704,0.7983,0.8094,1.4666,61409,0.1826,6.763,0.9996,4.9117,3,945,0.75,60246
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1041106011-094.cnf,1,0.0413,0.2293,0.0848,0.7312,0.291,0.1201,0.5954,0.3841,0,0.0326,0.2793,0.1764,0.5859,3958,3947,3955.1,4098,0.1615,3940,0.2833,0.1991,0.378,0.0711,1615,0.4152,0.6565,0.841,2.6941,4,380,0,1605
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S231612998-061.SATISFIABLE.cnf,1,0,0.0112,0.0001,1.0029,0.0371,0.0001,0.7787,0.0589,0,0,0.0002,0,0.6778,4474,4334,4392,4522,0.0001,4319,0,0.0234,0.0463,0,8010,0.1699,0.3798,0.8731,3.9354,2,90,0.1429,8010
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,0,0.0121,0.0465,0.5301,6.9967,0.0024,0.2046,0.9269,0.9262,0.1143,0.5,0.3943,0.2672,0,0,0,0,0.2273,0,4.3834,0.9978,1,3.0913,8780000,6.7219,2.5729,1.0482,5.3993,0,118000,0,8730000
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-016-015.sat05-1230.reshuffled-07.cnf,1,0.0431,0.0688,0.0436,1.0134,0,0.0443,0.0011,0.8871,0.9291,0.0714,0.0447,0.2678,0.9948,4760,4707,4413,4811,0.0445,3997,0.2221,0.8863,0.8869,1.1939,3496,0.3572,0.017,0.9988,0,3,240,0,3256
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0,0.0098,0,0,0.2389,0,0.1089,0.6985,0.013,0,0,0.3603,0,4674,4656,4648,4674,0,4614,0.0021,0.6524,0.6761,1.0618,19482,0.355,2.3167,0.9956,4.9492,3,191,1,19482
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,0.0058,0.2051,0.0429,1.5074,0.5915,0.0695,0.5396,0.4298,0.3324,3.3321,0.1985,1.3002,0.8106,3267,2804,2702.3,3267,0.0906,2734,0.5417,0.2337,0.4679,0.414,25271,0.6233,0.8329,0.9052,2.9766,10,9197,0,10352
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,0.0195,0.1317,0.0744,1.8,1.447,0.1178,0.4279,0.5881,0.1387,4.9676,0.4635,1.6525,0.7257,372,326,306.74,388,0.1485,273,1.354,0.4814,0.6353,0.3953,514000,1.764,0.871,0.9593,3.026,9,173000,0,221000
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.042,0.25,0.042,0.5623,0,0.042,0,0,0,0,0.042,0,0.5774,4472,4248,4321.5,4631,0.042,4202,0.0391,0,0,0,1120,0.2837,0.0001,0.8685,0,7,280,0.3333,1120
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0.0006,0.0402,0.1322,0.8004,2.1801,0.2679,0.4657,0.7626,0.9842,0.0486,0.5,0.1222,0.9597,0,0,0,0,0.4933,0,1.0806,0.5,0.9778,13.266,5950000,2.5235,1.4529,1.005,3.7149,17,250000,0,5920000
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0,0.0718,0.0011,0.8591,0.936,0,0.1715,0.8884,0.9587,0.4649,0.1855,0.2598,0.6835,10,5,6.6667,10,0.0013,5,0.3946,0.8855,0.9329,1.2863,2120000,1.1736,5.1593,1.2494,1.795,62,131000,0,1250000
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0.0372,0.1429,0.0372,0,0,0.0372,0.0001,0.7234,0.8571,0,0.0373,0.4101,0,4915,4905,4905.3,4915,0.0373,4904,0,0.7233,0.7234,1.0778,1183,0,0.0014,0.9739,0,2,169,1,1183
SAT_Competition2007/crafted/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,0.0608,0.1539,0.1037,1.3357,2.8267,0.1377,2.4393,0.0828,0.0753,0.6086,0.2511,0.7664,0.8418,4073,4073,4003,4073,0.139,3933,2.1611,0,0,0.1696,18591,2.5655,0.4831,0.7471,1.6055,14,4496,0,18157
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1,0.0463,0.2338,0.0918,0.7157,0.2926,0.1238,0.5796,0.3908,0,0.0253,0.7596,0.1601,0.5877,7,5,5.7349,9,0.1753,4,0.2962,0.2032,0.3835,0.0648,105000,0.3968,0.6622,0.8361,2.7213,6,24999,0,104000
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S2033299325-04.cnf,1,0.0015,0.05,0.0028,0.8261,0.0972,0.0034,0.6868,0.1711,0,0,0.0188,0,0.6548,81,71,73.517,94,0.005,62,0.0766,0.0754,0.154,0,14000,0.2367,0.672,0.8408,3.6398,3,700,0.2,14000
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/440/unif-k3-r4.25-v440-c1870-S332478069-041.cnf,1,0.041,0.2306,0.0853,0.7049,0.2802,0.1172,0.5954,0.3863,0,0.0256,0.3664,0.1497,0.5912,4052,3846,3887.1,4100,0.1645,3824,0.2742,0.1942,0.3795,0.0601,1870,0.3933,0.659,0.8434,2.6926,4,440,0,1860
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0,0.0075,0,0.676,0.0048,0,0.0026,0.6922,0.3922,0,0,0.6742,0.5482,1387,1193,1224.3,1602,0,1095,0.0821,0.692,0.692,0.288,96849,0.0049,0,0.9999,0.7049,3,729,0,96849
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,0.0056,0.1615,0.0321,1.7444,0.7639,0.0473,0.5764,0.517,0.5867,1.4649,0.734,1.4537,1.1177,1295,801,963.75,1461,0.087,786,0.6815,0.2417,0.5473,0.6552,458000,0.7294,1.1502,0.9826,3.4336,49,104000,0,262000
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,0.0202,0.0172,0.0783,1.9494,1.9632,0.12,1.2769,0.1184,0.0087,60.48,0.3164,1.0461,0.7276,584,537,551,910,0.1939,404,0.6437,0.0196,0.0534,0.152,1580000,1.5393,1.0029,0.8891,3.8985,14,268000,0,253000
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_1_keyfind_1.cnf,1,0.0385,0.2212,0.0668,1.4585,0.3154,0.0959,1.3184,0.0751,0.0364,1.0548,0.1342,0.9282,0.7224,0,0,0,0,0.1169,0,0.2842,0.0045,0.0175,0.1794,1016,0.3402,0.5476,0.8278,2.5754,7,300,0,660
SAT_Competition2011/SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,0.0572,0.1395,0.104,0.7325,2.8007,0.1393,2.3708,0.0895,0.0761,0.7748,0.2515,0.5897,0.3717,1690,968,1186.6,2245,0.1393,800,2.0921,0,0,0.1556,18603,2.7536,0.5139,0.7565,1.2845,14,4499,0,18172
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.0024,0.1013,0.0187,1.0412,2.3027,0.0162,0.0526,0.8222,0.2503,0.1724,0.1545,2.0501,0.6395,1800,1557,1395.4,1908,0.0678,1090,1.109,0.8045,0.8111,0.7226,41379,2.7757,1.5168,0.9845,1.7602,7,4740,0,39932
SAT_Competition2007/crafted/spence/medium/s85-100.cnf,1,0.3124,0.4722,0.3106,0,0.1685,0.3205,1.5156,0.0485,0,0,0.3226,0,0,4287,4203,4237.7,4628,0.3214,4068,0.0583,0.0036,0.0155,0,180,0.2222,0.0666,0.8061,0.3748,6,85,1,180
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,0.015,0.1159,0.0614,1.4271,1.4024,0.1112,0.3406,0.6073,0.1924,3.2919,1,1.3179,0.6651,2274,2141,1970,2422,0.1249,1730,1.8273,0.4968,0.682,0.3823,145000,1.1443,1.0228,0.9638,3.0882,6,29245,0,58780
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-k2mul.cnf,1,0.0316,0.1555,0.0474,1.2695,5.0777,0.0577,0.3063,0.6141,0.2297,0.0133,0.3026,1.0586,0.7315,695,421,548.83,1173,0.089,313,2.7604,0.5555,0.6884,0.4235,74581,4.7005,0.6472,0.915,1.8631,13,11680,0,74136
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,0.2661,0.1329,0.2785,1.5926,4.5479,0.3356,0.8819,0.2819,0.2953,1.7619,0.4047,1.4986,0.6409,2752,2588,2517.8,3043,0.3505,2459,1.8734,0.0974,0.2174,0.3659,19904,5.6555,0.3363,0.9469,2.1598,8,4408,0,12009
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S957997002-040.cnf,1,0.0481,0.2306,0.0945,0.7277,0.2928,0.1257,0.5716,0.4003,0,0.0278,0.3616,0.1845,0.5883,3954,3857,3854,3969,0.1812,3808,0.2896,0.1961,0.3958,0.0688,2040,0.3928,0.6527,0.8478,2.7145,4,480,0,2025
SAT_Competition2009/CRAFTED/sgi/satsgi-n19himBHm22-p0-q181.cnf,1,0.0714,0.0515,0.0715,0,0,0.0715,0,0.9258,0.9779,0.0476,0.0716,0.106,0,0,0,0,0,0.0715,0,0,0.9258,0.9258,2.0383,8170,0,0.0004,0.9996,0,2,418,1,7752
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,0.0144,0.1428,0.0714,1.7195,1.3232,0.1117,0.557,0.5393,0.1282,4.6628,0.4309,1.6069,0.7262,784,661,659.68,790,0.1525,569,1.189,0.2779,0.5806,0.4809,95005,1.4277,0.9966,0.8969,3.3463,7,32057,0,39647
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,0.0143,0.1818,0.0438,1.5682,3.1498,0.0579,0.6623,0.3976,0.312,1.1404,0.2634,1.3734,0.8848,1309,1120,1012.2,1342,0.1064,725,2.7875,0.1647,0.3926,0.3402,29194,4.4282,1.0173,0.8689,2.5751,9,7729,0,19862
SAT_Competition2009/CRAFTED/sgi/new-difficult-24-193-22-70.cnf,1,0,0.0168,0,0.1401,0.1447,0,0.0238,0.8706,0.9619,0.0435,0.0001,0.1952,0.0146,4623,4578,2866.5,4623,0,1565,0,0.8569,0.8735,1.7423,30728,0.1879,2.5087,0.9997,3.948,2,528,0.8667,30200
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-04.cnf,1,0.0227,0.1744,0.0312,1.0578,0.5859,0.0398,1.5937,0.0983,0.0615,1.44,0.2183,0.8811,0.4539,283,234,259.14,416,0.0574,163,0.4564,0.0014,0.0144,0.1773,224000,0.5356,0.6277,0.8605,2.3526,25,68679,0,161000
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0,0.0168,0,0.2699,0.1427,0,0.0217,0.7914,0.9259,0.0556,0,0.2824,0.0277,2272,1344,1449.3,4202,0,334,0.1609,0.779,0.791,1.3838,43649,0.135,5.6537,1.0168,4.5976,3,760,0.8182,42889
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S520696524-059.cnf,1,0.0493,0.2321,0.0965,0.7644,0.2934,0.1308,0.58,0.3993,0,0.0347,0.7839,0.2079,0.593,155,138,148.01,175,0.1772,126,0.2954,0.2036,0.3951,0.0743,8400,0.4086,0.659,0.8374,2.7311,5,2000,0,8328
SAT_Competition2009/CRAFTED/edgematching/all/em_11_3_4_all.cnf,1,0.0002,0.021,0.0082,0.7352,0.6787,0.0072,0.2647,0.9045,0.7857,0.0005,0.0589,0.6775,0.3185,98,87,82.103,159,0.0359,32,0.2606,0.9781,0.9875,0.7477,415000,0.4355,1.7262,0.9989,2.9434,7,8713,0,415000
SAT_RACE2008/simon-s03-fifo8-400.cnf,1,0.0119,0.2155,0.0618,1.4823,0.3834,0.0674,0.875,0.2672,0.2358,7.5232,0.4804,1.2217,0.7893,703,630,604.25,759,0.2055,556,0.4444,0.092,0.1824,0.4564,708000,0.4898,1.2427,0.8488,2.8308,113,260000,0,141000
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,0.0143,0.2059,0.1138,1.2799,18.306,0.1473,0.1959,0.8709,0.5361,2.2681,0.5,1.2359,1.0819,0,0,0,0,0.2968,0,5.2702,0.8251,0.9116,1.2985,5690000,23.694,0.8843,1.5944,1.3348,10,1460000,0,2170000
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.0225,0.2105,0.0583,1.5923,0.7743,0.0917,0.6585,0.3349,0.2983,1.9496,0.3748,1.4418,0.7275,1892,1764,1746.7,1892,0.1333,1584,0.9761,0.1464,0.3114,0.4951,12620,0.684,0.8894,0.8919,2.7661,8,4271,0,6879
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1129651135-081.SATISFIABLE.cnf,1,0.001,0.047,0.0018,0.8342,0.0882,0.0023,0.6605,0.1681,0,0,0.0081,0,0.6386,4478,4466,4429.1,4496,0.0031,4406,0.0067,0.0763,0.1598,0,1597,0.2168,0.7152,0.8636,3.2768,3,75,0.2,1597
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,0.0001,0.0118,0.0001,1.0038,0.0412,0.0001,0.7553,0.0667,0,0,0.0003,0,0.6823,450,334,563.12,1436,0.0002,301,0,0.0289,0.0566,0,18700,0.1601,0.4218,0.8684,4.2923,2,220,0.1429,18700
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,0.0045,0.1487,0.0334,1.8072,0.9906,0.0475,0.4914,0.5802,0.5811,2.2694,0.2227,1.5059,1.168,701,686,688.08,781,0.0837,648,0.8101,0.3267,0.6646,0.6744,194000,0.933,1.1588,0.959,3.5424,29,43575,0,89610
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,0,0.015,0,0.1769,0.139,0,0.0382,0.8682,0.9669,0.0476,0.0001,0.237,0.0159,2737,1176,1868,4642,0,873,0.1401,0.854,0.8744,1.5366,35586,0.1988,4.5829,0.9999,4.4421,3,550,0.8667,35036
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,0.042,0.25,0.042,0.5623,0,0.042,0,0,0,0,0.042,0,0.5774,4593,4530,4521,4667,0.042,4437,0.0247,0,0,0,1080,0.2939,0.0001,0.8698,0,7,270,0.3333,1080
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,0.0455,0.2283,0.0882,0.7768,0.2874,0.1173,0.5651,0.4006,0,0.0369,0.3206,0.2136,0.5886,4021,3920,3923.1,4052,0.1611,3857,0.2829,0.2316,0.3984,0.0752,1917,0.3949,0.65,0.8482,2.7174,4,450,0,1901
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,0,0.0063,0,0.0772,0.1781,0,0.0341,0.9118,0.9825,0.0249,0.0001,0.1149,0.0058,483,324,300.9,828,0,50,0,0.896,0.9152,2.2384,256000,0.221,10.521,1,5.4229,2,1649,0.9259,254000
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,0.0154,0.1144,0.0625,1.4042,1.4706,0.1186,0.3355,0.6108,0.1844,3.1944,1,1.3009,0.6614,2118,1679,1639.6,2175,0.1247,1344,1.9181,0.4997,0.6829,0.3797,166000,1.2114,0.9973,0.9732,3.0494,6,33090,0,68970
