@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC

@DATA
SAT-Race-2010-CNF/software-verification/post/zfcp-2.8-u2-nh.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/420/unif-k3-r4.25-v420-c1785-S596342014-039.cnf,1,0.043,0.231,0.0834,0.6824,0.2813,0.1113,0.6027,0.371,0,0.0244,0.2962,0.1458,0.5883,4079,3892,3934.2
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1788789488-19-SAT.cnf,1,0.0692,0.2626,0.1361,1.0294,0.3369,0.1838,0.5838,0.4192,0.0948,0.0825,0.7847,0.6399,0.6583,3952,3808,3861.6
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_3500_3500_30f1.shuffled.cnf,1,0.004,0.0714,0.0049,1.4646,0.0238,0.0053,0.5914,0.0696,0,0,0.0087,0.6882,0.7276,0,0,0
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S1268831169-016-UNKNOWN.cnf,1,0.0478,0.2336,0.0928,0.7153,0.2903,0.1247,0.5825,0.3922,0,0.0262,0.8549,0.162,0.5881,6,4,4.4762
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-17-33-sat.cnf,1,0.1832,0.1174,0.1832,0,0,0.1832,0,0.8775,0.9395,0,0.1832,0.2283,0,4870,4870,4870
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S102550125-14.cnf,1,0.0469,0.2339,0.0914,0.7094,0.2884,0.1218,0.5779,0.3929,0,0.0244,0.6029,0.1499,0.5864,33,28,29.434
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v250-c1065-S427778075-026.UNKNOWN.cnf,1,0.0501,0.2324,0.0923,0.6416,0.2648,0.125,0.5418,0.4076,0,0.0121,0.2955,0.0934,0.5831,4118,4100,4094.9
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S428924146-076.UNKNOWN.cnf,1,0.0009,0.047,0.0019,0.8473,0.1005,0.0022,0.7202,0.1565,0,0,0.007,0,0.6571,4406,4373,4389.9
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-desmul.cnf,1,0.0292,0.1578,0.0507,1.2679,5.0083,0.058,0.2727,0.6427,0.2282,0.0349,0.3045,1.0556,0.7281,139,104,116.59
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S803323266-025.cnf,1,0,0.0112,0.0001,1.0047,0.0366,0.0001,0.6822,0.0651,0,0,0.0002,0,0.6728,4502,4381,4424.2
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S464722883-083.SATISFIABLE.cnf,1,0.0009,0.047,0.0017,0.8237,0.0972,0.0023,0.6132,0.1519,0,0,0.0064,0,0.6494,4286,4205,4203
SAT_RACE2008/grieu-vmpc-31.cnf,1,0,0.0065,0,0.675,0.004,0,0.002,0.6917,0.3931,0,0,0.6736,0.5476,3814,1719,1833
SAT_RACE2006/SAT-Race_TS_2/grieu-vmpc-s05-05s.cnf,1,0,0.0081,0,1.0505,0.0054,0,0.003,0.6929,0.3917,0,0,0.6746,0.7732,3741,1388,1837.3
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.042,0.25,0.042,0.5623,0,0.042,0,0,0,0,0.042,0,0.5774,4472,4248,4321.5
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-18t35.sat05-1147.reshuffled-07.cnf,1,0,0.0244,0.0289,1.1223,0.5681,0.0042,0.1725,0.9188,0.672,0.615,0.3002,0.7647,0.9862,411,330,306.67
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0.0018,0.1453,0.0195,1.3999,0.7474,0.0366,0.5955,0.5723,0.5174,0.8556,0.0889,1.0826,0.9116,7,4,5.8235
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-dead-dnd002.sat05-2713.reshuffled-07.cnf,1,0.4972,0.2135,0.4256,2.9945,4.4365,0.4999,0.2415,0.6858,0.097,0.0869,0.9999,2.62,0.8888,2631,2061,2030.1
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1128222245-05.cnf,1,0.0015,0.05,0.0028,0.8428,0.1022,0.0034,0.7173,0.1663,0,0,0.013,0,0.6533,42,36,38.252
SAT_RACE2006/SAT-Race-Benchmarks/schup-l2s-motst-2-k315.cnf,1,0.0333,0.1847,0.1013,1.3062,1.2442,0.1834,0.9095,0.2965,0.1924,3.426,0.3167,1.1228,0.7365,0,0,0
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1,0.0009,0.0469,0.0018,0.8226,0.0977,0.0023,0.7164,0.1555,0,0,0.007,0,0.6502,4243,4136,4162.4
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1338462531-082.cnf,1,0.0442,0.2317,0.0868,0.6723,0.282,0.116,0.5137,0.4135,0,0.0191,0.3552,0.1099,0.5834,3965,3846,3867
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S612955126-075.cnf,1,0.0463,0.233,0.092,0.7334,0.2993,0.1238,0.5951,0.3856,0,0.0304,0.7733,0.1794,0.588,65,58,61.351
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-13.cnf,1,0.0199,0.1924,0.0708,1.4683,1.639,0.1065,0.8737,0.2988,0.2254,1.2718,0.7657,1.295,0.7551,0,0,0
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1415445307-13.cnf,1,0.0469,0.2335,0.0924,0.7205,0.2914,0.1243,0.5812,0.3932,0,0.0264,0.7468,0.1637,0.5874,12,9,9.7155
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_8_fbc.cnf,1,0,0.0622,0.0295,1.1545,0.8151,0.0479,0.2401,0.8203,0.5576,0.0025,0.1913,1.0348,0.4956,2396,2237,2226.3
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,0.0022,0.0617,0.081,1.3543,3.602,0.1075,0.4007,0.7654,0.5851,67.43,0.4956,1.2976,0.5093,254,189,194.16
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S839302453-094.cnf,1,0.0474,0.2338,0.0932,0.7125,0.2892,0.1256,0.5725,0.3954,0,0.0239,0.6417,0.1579,0.586,30,23,25.301
SAT_Competition2009/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,0.0037,0.0556,0.0595,1.5396,1.9303,0.0597,0.4934,0.6126,0.145,0.4229,0.3625,1.2398,0.5976,1749,600,953
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0.0008,0.0041,0.0199,0.0989,0.1595,0.0241,0.0673,0.977,0.9802,0.0215,0.5,0.1454,0.0056,166,46,160
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0,0.0168,0,0.2697,0.1324,0,0.0199,0.7914,0.9261,0.0556,0,0.2836,0.0276,2743,551,1553.4
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1906075351-024.cnf,1,0.0001,0.0118,0.0001,1.0007,0.0395,0.0001,0.7316,0.0712,0,0,0.0002,0,0.6775,4378,4125,4222.4
SAT_RACE2008/velev-vliw-sat-4.0-b4.cnf,1,0,0.0364,0.0571,1.285,13.386,0.0231,0.2159,0.9129,0.6348,0.0781,0.5,0.9339,0.6963,0,0,0
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,0.4909,0.2231,0.4485,2.9418,4.1837,0.4999,0.2306,0.6986,0.0905,0.0833,1,2.5476,0.8986,1740,1356,1294.5
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0,0.0149,0,0.2431,0.1759,0,0.0195,0.8092,0.9349,0.05,0,0.2605,0.0236,915,688,758.08
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1517867865-16.cnf,1,0.0015,0.05,0.0027,0.8282,0.1,0.0034,0.7057,0.1646,0,0,0.0152,0,0.6479,55,50,50.897
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S748216286-061.cnf,1,0.001,0.0469,0.0018,0.84,0.0962,0.0025,0.6654,0.1624,0,0,0.0057,0,0.6609,4360,4281,4290.4
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.0072,0.1733,0.0156,1.3791,0.5454,0.022,0.5482,0.5835,0.585,0.9868,0.1345,1.0373,0.9831,0,0,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,0.0451,0.2311,0.0897,0.7246,0.2808,0.1202,0.5692,0.4044,0,0.0204,0.3003,0.1533,0.5892,3987,3904,3902.4
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.0196,0.2042,0.0676,1.4091,0.291,0.1112,1.33,0.0726,0.0181,0.5733,0.135,0.8766,0.6186,4157,4146,3874.8
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S870840347-014.cnf,1,0.0001,0.0118,0.0001,1.007,0.0393,0.0001,0.6404,0.067,0,0,0.0003,0,0.6811,4368,4269,4214.5
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.0104,0.0571,0.0354,0.6491,1.9072,0.0575,0.1007,0.9612,0.9607,0.2666,0.5,0.1789,0.5036,0,0,0
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0.0064,0.176,0.0158,1.3813,0.5067,0.0225,0.5447,0.5821,0.5987,1.092,0.1588,1.0292,0.9944,0,0,0
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.0044,0.0321,0.0044,0.8941,0,0.0044,0.0001,0.9109,0.9617,0.0357,0.0044,0.1662,1.019,357,289,331.24
SAT_Competition2007/crafted/Medium/contest05/others/QG7-gensys-icl001.sat05-2926.reshuffled-07.cnf,1,0.0262,0.0369,0.0834,1.3824,0.6595,0.0398,0.1143,0.8691,0.3387,0.1489,0.9774,1.091,0.9132,4511,4260,3892.5
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S321371087-018.cnf,1,0.0498,0.2304,0.0937,0.7095,0.2762,0.1265,0.5215,0.4183,0,0.0268,0.3183,0.1667,0.5904,3952,3864,3886.8
SAT_RACE2008/post-c32s-ss-8.cnf,1,0.0134,0.2086,0.0658,1.3213,1.065,0.1328,0.4995,0.5567,0.4161,2.9061,0.217,1.0619,0.7935,693,639,649.59
SAT_Competition2007/crafted/Hard/contest02/ezfact64_4.sat05-451.reshuffled-07.cnf,1,0.0548,0.1605,0.0598,1.2783,0.5399,0.0697,1.374,0.1007,0.0468,0.0752,0.0933,0.6172,0.8286,1060,1000,962.83
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-pbl-00400.sat05-1322.reshuffled-07.cnf,1,0.3746,0.0182,0.4079,2.69,1.1339,0.4715,0.4803,0.545,0.0006,0.1401,0.4994,1.9367,0.7863,308,213,242.17
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-17-s.cnf,1,0.0017,0.1628,0.0148,1.3521,0.5586,0.0251,0.6002,0.5245,0.5669,1.9531,0.2021,1.021,1.0178,50,42,41.8
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,0.0008,0.0469,0.0018,0.829,0.0987,0.0022,0.6966,0.1508,0,0,0.0104,0,0.6521,4366,4276,4288.4
SAT_Competition2007/crafted/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,0.4947,0.2217,0.4508,2.9219,4.2361,0.4999,0.2349,0.6983,0.0949,0.0923,1,2.5446,0.9249,2019,1360,1469.6
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.022,0.2081,0.0668,1.4436,0.3063,0.107,1.3266,0.0734,0.0223,0.6913,0.135,0.8921,0.6663,4291,4127,4123.8
SAT-Race-2010-CNF/mixed/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0.0293,0.241,0.0486,1.1951,0.2991,0.0561,0.8037,0.2379,0.217,0.4541,0.3218,0.9511,0.8349,969,668,758
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1161147107-031.cnf,1,0.0456,0.2315,0.094,0.674,0.2842,0.1272,0.5901,0.4,0,0.0216,0.3513,0.1316,0.5822,4051,3846,3860
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.0018,0.1666,0.0151,1.3599,0.5379,0.0258,0.5851,0.5268,0.5776,2.0774,0.2026,1.0226,1.0243,75,75,75
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf,1,0.0445,0.2319,0.0901,0.6969,0.2895,0.1218,0.5603,0.4037,0,0.0187,0.3683,0.1275,0.5858,3856,3795,3805.4
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1164089919-15.UNSAT.shuffled.cnf,1,0.001,0.0469,0.0018,0.8246,0.0938,0.0023,0.6661,0.1685,0,0,0.0062,0,0.6539,4444,4379,4370.6
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0.0002,0.0499,0.1654,0.865,2.1803,0.4214,0.483,0.7285,0.9718,0.0446,0.5,0.1953,0.9351,0,0,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S1039370030-037.cnf,1,0.0412,0.2344,0.0896,0.6258,0.3018,0.119,0.6175,0.3818,0,0.005,0.9116,0.0587,0.5804,4077,3989,3976.9
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S451874538-03.cnf,1,0.0015,0.05,0.0027,0.838,0.098,0.0035,0.6808,0.1691,0,0,0.0128,0,0.6517,63,58,59.847
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,0.0386,0.2225,0.0521,0.6449,1.7456,0.0595,0.4135,0.174,0.0228,0.8076,0.4034,0.2318,0.5886,1219,1219,1219
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,1,0.3831,0.25,0.3831,0.9882,0,0.3832,0,0,0,0,0.3833,0,0.9265,2988,2767,2806.1
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S471246417-03.cnf,1,0.0015,0.05,0.0026,0.8214,0.0977,0.0034,0.6847,0.1622,0,0,0.0101,0,0.648,94,87,89.971
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0,0.0606,0.0865,0.8961,1.2586,0.0373,0.5291,0.6803,0.9636,0.1213,0.4918,0.2302,0.9221,45,33,36
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S311671104-045.cnf,1,0.0483,0.2278,0.0907,0.7746,0.2974,0.1269,0.5945,0.4002,0,0.0422,0.3013,0.2292,0.588,3979,3879,3932
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,0,0.0075,0,0.1065,0.2476,0,0.0374,0.9003,0.9772,0.0251,0.0001,0.1506,0.0068,399,45,268.5
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,0.0018,0.1442,0.0191,1.4096,0.7411,0.0351,0.5156,0.6207,0.515,0.8793,0.092,1.093,0.9088,13,3,13.25
SAT_Competition2007/crafted/spence/medium/s69-100.cnf,1,0.3095,0.4662,0.307,0,0.1641,0.3177,1.2847,0.0541,0,0,0.3195,0,0,4445,4162,4220.1
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd001.sat05-3419.reshuffled-07.cnf,1,0.0078,0.1227,0.3311,2.0719,1.0172,0.4983,0.2017,0.7544,0.4326,0.0569,0.9994,1.8528,0.9149,4422,4162,3628.2
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g8.cnf,1,0,0.0169,0,0.261,0.1993,0,0.0242,0.7995,0.9309,0.0556,0,0.2772,0.027,3666,840,1558.1
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S448238512-10.cnf,1,0.0466,0.2335,0.0915,0.712,0.291,0.1229,0.5746,0.3941,0,0.0266,0.736,0.1597,0.587,12,10,10.464
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1760652419-100.cnf,1,0.0483,0.2336,0.0945,0.7218,0.2903,0.1273,0.5737,0.3975,0,0.0272,0.7841,0.1643,0.5878,37,32,34.5
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.0036,0.1352,0.0311,1.9733,1.1688,0.0471,0.4763,0.5955,0.5208,2.2757,0.34,1.643,0.9999,1071,870,843.67
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,0.0207,0.1249,0.0759,1.7943,1.9578,0.1206,0.4001,0.6292,0.1256,5.3176,0.4429,1.6383,0.7028,198,65,135
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0.4936,0.0026,0.4942,1.3541,0.2157,0.4947,0.4844,0.095,0,0,0.4961,0.0083,0.8062,1548,1467,1402.5
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S2129616968-04.cnf,1,0.0015,0.05,0.0027,0.8339,0.0975,0.0034,0.6795,0.1691,0,0,0.0115,0,0.652,93,86,88.843
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1813726766-14.SAT.shuffled.cnf,1,0.0009,0.0469,0.0018,0.8489,0.096,0.0024,0.6257,0.1664,0,0,0.0072,0,0.6574,4367,4274,4255.9
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S308012126-046.cnf,1,0.001,0.0469,0.0018,0.8487,0.0961,0.0024,0.6147,0.1692,0,0,0.0056,0,0.6535,4375,4297,4298.8
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,0,0.0233,0.069,0.6014,4.946,0.031,0.2738,0.8972,0.9501,0.1435,1,0.3747,0.3128,65,65,41.5
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,0.0016,0.1577,0.0149,1.3408,0.6031,0.0247,0.6057,0.5208,0.5507,1.9313,0.1967,1.02,1.0086,53,40,40.667
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,0.0402,0.2225,0.0543,0.6449,1.7456,0.0633,0.4506,0.173,0.0228,0.8076,0.4034,0.2318,0.5886,0,0,0
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S592344929-16-SAT.cnf,1,0.068,0.2675,0.13,0.986,0.3582,0.1744,0.599,0.4102,0.0968,0.0726,0.7442,0.6008,0.6566,3701,3665,3626.7
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/100/unif-k5-r21.3-v100-c2130-S1629955917-055.cnf,1,0.001,0.0469,0.0018,0.8338,0.0878,0.0022,0.5776,0.1763,0,0,0.0057,0,0.6595,4343,4272,4291.8
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S722433227-030.cnf,1,0.0415,0.2315,0.0856,0.6824,0.2801,0.1148,0.5873,0.3927,0,0.0198,0.29,0.1284,0.5813,4092,3917,3958.1
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1875179522-13.cnf,1,0.0478,0.2334,0.0939,0.7199,0.2935,0.1264,0.5729,0.3979,0,0.0283,0.7598,0.1655,0.5893,12,8,9.1748
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,0.0445,0.2296,0.0891,0.7187,0.2983,0.1193,0.5522,0.3999,0,0.0285,0.3722,0.1741,0.587,3788,3744,3762.4
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0.0261,0.1488,0.0676,1.4412,3.5766,0.0807,0.4656,0.3394,0.1619,2.933,0.1811,1.3766,0.5479,919,919,919
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1529420458-04-UNSAT.cnf,1,0.062,0.2662,0.1142,0.9349,0.3101,0.156,0.5769,0.3934,0.0944,0.0519,0.4073,0.5347,0.6414,3875,3818,3814
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1980187645-03.cnf,1,0.0464,0.2338,0.0924,0.7041,0.2917,0.1243,0.5752,0.3938,0,0.0239,0.732,0.1504,0.5866,13,9,10.515
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h32-unknown.cnf,1,0.0112,0.0247,0.1508,1.5662,1.922,0.2962,0.4721,0.6874,0.6703,12.355,0.5,1.6739,1.5326,0,0,0
SAT_Competition2011/SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0.4988,0.0006,0.4988,0,0,0.4988,0,0,0,0,0.4988,0,0,0,0,0
SAT_Competition2009/CRAFTED/ramseycube/Q3inK09.cnf,1,0.4997,0.0024,0.4997,0,0,0.4997,0,0,0,0,0.4997,0,0,0,0,0
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,0.0899,0.1403,0.1022,1.6469,0.2813,0.1076,1.4754,0.0401,0,0,0.1774,0.824,0.8136,2901,2773,2300.1
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.0103,0.0563,0.0352,0.6433,1.9243,0.0575,0.0997,0.9616,0.9614,0.3178,0.5,0.1767,0.4991,0,0,0
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1354285755-030.cnf,1,0.0001,0.0112,0.0001,1.0027,0.0368,0.0001,0.7388,0.0708,0,0,0.0001,0,0.6793,4499,4418,4454.2
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-12t22.sat05-1151.reshuffled-07.cnf,1,0.0001,0.0367,0.0292,1.1561,0.5951,0.0095,0.1961,0.8995,0.6775,0.6904,0.2776,0.8029,0.9849,1987,1846,1807.2
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1017667294-044.cnf,1,0.0001,0.0118,0.0001,1.0088,0.0374,0.0001,0.7061,0.0644,0,0,0.0002,0,0.6834,4436,4282,4216.8
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-09.cnf,1,0,0.0121,0.0465,0.5301,6.9967,0.0024,0.2046,0.9269,0.9262,0.1143,0.5,0.3943,0.2672,0,0,0
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0,0.0081,0,0.1092,0.161,0,0.0194,0.9012,0.9765,0.029,0.0001,0.1582,0.0079,507,361,918
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S1091800488-20-SAT.cnf,1,0.0665,0.2668,0.1222,0.9349,0.3137,0.1676,0.583,0.4093,0.0949,0.0531,0.6314,0.5323,0.6509,1284,821,1029.2
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S1798323172-15.cnf,1,0.0001,0.0118,0.0001,0.9956,0.0394,0.0001,0.737,0.0688,0,0,0.0002,0,0.685,4140,3945,3896
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S659703274-054.UNKNOWN.cnf,1,0.0424,0.2327,0.0869,0.6422,0.2657,0.1214,0.5529,0.4043,0,0.0116,0.4487,0.0798,0.582,4037,3996,3983
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S704699380-099.cnf,1,0.0015,0.05,0.0028,0.8324,0.1017,0.0035,0.6634,0.1698,0,0,0.0153,0,0.6465,47,41,43.43
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S373048162-052.SATISFIABLE.cnf,1,0.0456,0.2301,0.0882,0.695,0.2907,0.1223,0.5601,0.403,0,0.0256,0.3428,0.1582,0.5864,3837,3797,3792.1
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes4.cnf,1,0,0.015,0,0.2427,0.2062,0,0.0219,0.8095,0.9349,0.05,0,0.2642,0.0238,777,404,570.35
