@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC

@DATA
bqwh-15-106-3_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.012004,0.012004
bqwh-15-106-40_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-41_ext.xml.minion.converted.minion.gz,1,575,0.103324,106,106,106,0.013862,0.013862
bqwh-15-106-41_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.011959,0.011959
bqwh-15-106-42_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-43_ext.xml.minion.converted.minion.gz,1,586,0.105301,106,106,106,0.013973,0.013973
bqwh-15-106-43_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-44_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-45_ext.xml.minion.converted.minion.gz,1,613,0.110153,106,106,106,0.013799,0.013799
bqwh-15-106-45_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-46_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-47_ext.xml.minion.converted.minion.gz,1,584,0.104942,106,106,106,0.014139,0.014139
bqwh-15-106-47_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-48_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-49_ext.xml.minion.converted.minion.gz,1,591,0.106199,106,106,106,0.013909,0.013909
bqwh-15-106-49_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-4_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-50_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-51_ext.xml.minion.converted.minion.gz,1,605,0.108715,106,106,106,0.013957,0.013957
bqwh-15-106-51_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-53_ext.xml.minion.converted.minion.gz,1,596,0.107098,106,106,106,0.014151,0.014151
bqwh-15-106-53_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.012177,0.012177
bqwh-15-106-54_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-55_ext.xml.minion.converted.minion.gz,1,606,0.108895,106,106,106,0.013911,0.013911
bqwh-15-106-55_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.011883,0.011883
bqwh-15-106-56_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-57_ext.xml.minion.converted.minion.gz,1,592,0.106379,106,106,106,0.013435,0.013435
bqwh-15-106-57_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-58_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-59_ext.xml.minion.converted.minion.gz,1,606,0.108895,106,106,106,0.013768,0.013768
bqwh-15-106-59_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.011745,0.011745
bqwh-15-106-5_ext.xml.minion.converted.minion.gz,1,587,0.105481,106,106,106,0.013684,0.013684
bqwh-15-106-5_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-60_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-61_ext.xml.minion.converted.minion.gz,1,600,0.107817,106,106,106,0.013409,0.013409
bqwh-15-106-61_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-62_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-63_ext.xml.minion.converted.minion.gz,1,587,0.105481,106,106,106,0.013903,0.013903
bqwh-15-106-63_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-65_ext.xml.minion.converted.minion.gz,1,583,0.104762,106,106,106,0.013927,0.013927
bqwh-15-106-65_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-66_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-67_ext.xml.minion.converted.minion.gz,1,585,0.105121,106,106,106,0.014037,0.014037
bqwh-15-106-67_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.0121,0.0121
bqwh-15-106-68_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,1,608,0.109254,106,106,106,0.013651,0.013651
bqwh-15-106-69_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.012151,0.012151
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,612,0.109973,106,106,106,0.014221,0.014221
bqwh-15-106-71_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.012186,0.012186
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,576,0.103504,106,106,106,0.013884,0.013884
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,1,616,0.110692,106,106,106,0.013813,0.013813
bqwh-15-106-75_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.011751,0.011751
bqwh-15-106-76_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,1,593,0.106559,106,106,106,0.014662,0.014662
bqwh-15-106-77_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-78_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,1,589,0.10584,106,106,106,0.013981,0.013981
bqwh-15-106-79_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,1,582,0.104582,106,106,106,0.014083,0.014083
bqwh-15-106-7_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-80_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.011783,0.011783
bqwh-15-106-81_ext.xml.minion.converted.minion.gz,1,591,0.106199,106,106,106,0.013956,0.013956
bqwh-15-106-81_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.011989,0.011989
bqwh-15-106-83_ext.xml.minion.converted.minion.gz,1,603,0.108356,106,106,106,0.014063,0.014063
bqwh-15-106-83_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-84_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-85_ext.xml.minion.converted.minion.gz,1,590,0.10602,106,106,106,0.01389,0.01389
bqwh-15-106-85_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.011926,0.011926
bqwh-15-106-86_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.011717,0.011717
bqwh-15-106-87_ext.xml.minion.converted.minion.gz,1,579,0.104043,106,106,106,0.013626,0.013626
bqwh-15-106-87_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-88_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.011783,0.011783
bqwh-15-106-89_ext.xml.minion.converted.minion.gz,1,600,0.107817,106,106,106,0.013856,0.013856
bqwh-15-106-89_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-8_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-90_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.012212,0.012212
bqwh-15-106-91_ext.xml.minion.converted.minion.gz,1,612,0.109973,106,106,106,0.014166,0.014166
bqwh-15-106-92_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-93_ext.xml.minion.converted.minion.gz,1,603,0.108356,106,106,106,0.01412,0.01412
bqwh-15-106-93_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-94_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-95_ext.xml.minion.converted.minion.gz,1,598,0.107457,106,106,106,0.013848,0.013848
bqwh-15-106-95_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-96_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-97_ext.xml.minion.converted.minion.gz,1,601,0.107996,106,106,106,0.014143,0.014143
bqwh-15-106-97_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-98_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.012067,0.012067
bqwh-15-106-99_ext.xml.minion.converted.minion.gz,1,623,0.11195,106,106,106,0.014055,0.014055
bqwh-15-106-99_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.011963,0.011963
bqwh-15-106-9_ext.xml.minion.converted.minion.gz,1,594,0.106739,106,106,106,0.013597,0.013597
bqwh-15-106-9_glb.xml.minion.conv.minion,1,0,0.115723,106,106,106,0.01163,0.01163
bqwh-18-141-11_ext.xml.minion.converted.minion.gz,1,876,0.088754,141,141,141,0.01039,0.01039
bqwh-18-141-13_ext.xml.minion.converted.minion.gz,1,855,0.086626,141,141,141,0.010047,0.010047
bqwh-18-141-15_ext.xml.minion.converted.minion.gz,1,882,0.089362,141,141,141,0.010488,0.010488
bqwh-18-141-17_ext.xml.minion.converted.minion.gz,1,852,0.086322,141,141,141,0.010266,0.010266
bqwh-18-141-19_ext.xml.minion.converted.minion.gz,1,887,0.089868,141,141,141,0.0103,0.0103
bqwh-18-141-1_ext.xml.minion.converted.minion.gz,1,879,0.089058,141,141,141,0.010241,0.010241
bqwh-18-141-21_ext.xml.minion.converted.minion.gz,1,886,0.089767,141,141,141,0.010313,0.010313
bqwh-18-141-23_ext.xml.minion.converted.minion.gz,1,889,0.090071,141,141,141,0.010131,0.010131
bqwh-18-141-25_ext.xml.minion.converted.minion.gz,1,887,0.089868,141,141,141,0.010313,0.010313
bqwh-18-141-27_ext.xml.minion.converted.minion.gz,1,842,0.085309,141,141,141,0.009995,0.009995
bqwh-18-141-29_ext.xml.minion.converted.minion.gz,1,888,0.08997,141,141,141,0.010127,0.010127
bqwh-18-141-31_ext.xml.minion.converted.minion.gz,1,912,0.092401,141,141,141,0.010215,0.010215
bqwh-18-141-33_ext.xml.minion.converted.minion.gz,1,863,0.087437,141,141,141,0.010194,0.010194
bqwh-18-141-35_ext.xml.minion.converted.minion.gz,1,869,0.088045,141,141,141,0.010168,0.010168
bqwh-18-141-37_ext.xml.minion.converted.minion.gz,1,883,0.089463,141,141,141,0.010252,0.010252
bqwh-18-141-39_ext.xml.minion.converted.minion.gz,1,869,0.088045,141,141,141,0.010246,0.010246
bqwh-18-141-3_ext.xml.minion.converted.minion.gz,1,879,0.089058,141,141,141,0.010473,0.010473
bqwh-18-141-41_ext.xml.minion.converted.minion.gz,1,866,0.087741,141,141,141,0.01038,0.01038
bqwh-18-141-43_ext.xml.minion.converted.minion.gz,1,920,0.093212,141,141,141,0.010037,0.010037
bqwh-18-141-45_ext.xml.minion.converted.minion.gz,1,885,0.089666,141,141,141,0.010075,0.010075
bqwh-18-141-47_ext.xml.minion.converted.minion.gz,1,895,0.090679,141,141,141,0.010521,0.010521
bqwh-18-141-49_ext.xml.minion.converted.minion.gz,1,884,0.089564,141,141,141,0.010317,0.010317
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,914,0.092604,141,141,141,0.010425,0.010425
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,902,0.091388,141,141,141,0.010515,0.010515
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,854,0.086525,141,141,141,0.010253,0.010253
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,833,0.084397,141,141,141,0.010182,0.010182
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,864,0.087538,141,141,141,0.010185,0.010185
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,859,0.087031,141,141,141,0.010083,0.010083
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,898,0.090983,141,141,141,0.010188,0.010188
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,889,0.090071,141,141,141,0.010397,0.010397
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,833,0.084397,141,141,141,0.010106,0.010106
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,853,0.086424,141,141,141,0.009987,0.009987
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,848,0.085917,141,141,141,0.010327,0.010327
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,876,0.088754,141,141,141,0.010208,0.010208
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,895,0.090679,141,141,141,0.010467,0.010467
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,885,0.089666,141,141,141,0.010368,0.010368
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,910,0.092199,141,141,141,0.010023,0.010023
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,846,0.085714,141,141,141,0.01018,0.01018
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,863,0.087437,141,141,141,0.010148,0.010148
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,861,0.087234,141,141,141,0.010153,0.010153
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,829,0.083992,141,141,141,0.010041,0.010041
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,875,0.088652,141,141,141,0.010244,0.010244
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,898,0.090983,141,141,141,0.010086,0.010086
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,888,0.08997,141,141,141,0.009853,0.009853
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,867,0.087842,141,141,141,0.010185,0.010185
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,863,0.087437,141,141,141,0.01004,0.01004
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,904,0.091591,141,141,141,0.010205,0.010205
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,873,0.08845,141,141,141,0.010261,0.010261
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,896,0.09078,141,141,141,0.010257,0.010257
bqwh-18-141-9_ext.xml.minion.converted.minion.gz,1,882,0.089362,141,141,141,0.010322,0.010322
composed-25-10-20-0_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048
composed-25-10-20-1_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048
composed-25-10-20-2_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048
composed-25-10-20-3_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048
composed-25-10-20-4_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048
composed-25-10-20-5_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048
composed-25-10-20-6_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048
composed-25-10-20-7_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048
composed-25-10-20-8_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048
composed-25-10-20-9_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048
composed-25-1-2-0_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606
composed-25-1-2-1_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606
composed-25-1-2-2_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606
composed-25-1-2-3_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606
composed-25-1-2-4_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606
composed-25-1-25-0_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606
composed-25-1-25-1_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606
composed-25-1-25-2_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606
composed-25-1-25-3_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606
composed-25-1-25-4_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606
composed-25-1-25-5_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606
composed-25-1-25-6_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606
composed-25-1-25-7_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606
composed-25-1-25-8_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606
composed-25-1-25-9_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606
composed-25-1-2-5_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606
composed-25-1-2-6_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606
composed-25-1-2-7_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606
composed-25-1-2-8_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606
composed-25-1-2-9_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606
composed-25-1-40-0_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606
composed-25-1-40-1_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606
composed-25-1-40-2_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606
composed-25-1-40-3_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606
composed-25-1-40-4_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606
composed-25-1-40-5_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606
composed-25-1-40-6_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606
composed-25-1-40-7_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606
composed-25-1-40-8_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606
composed-25-1-40-9_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606
composed-25-1-80-0_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606
composed-25-1-80-1_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606
composed-25-1-80-2_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606
composed-25-1-80-3_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606
composed-25-1-80-4_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606
composed-25-1-80-5_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606
composed-25-1-80-6_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606
composed-25-1-80-7_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606
composed-25-1-80-8_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606
composed-25-1-80-9_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606
composed-75-1-2-0_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096
composed-75-1-2-1_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096
composed-75-1-2-2_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096
composed-75-1-2-3_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096
composed-75-1-2-4_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096
composed-75-1-25-0_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096
composed-75-1-25-1_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096
composed-75-1-25-2_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096
composed-75-1-25-3_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096
composed-75-1-25-4_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096
composed-75-1-25-5_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096
composed-75-1-25-6_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096
composed-75-1-25-7_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096
composed-75-1-25-8_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096
composed-75-1-25-9_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096
composed-75-1-2-5_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096
composed-75-1-2-6_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096
composed-75-1-2-7_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096
composed-75-1-2-8_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096
composed-75-1-2-9_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096
composed-75-1-40-0_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096
composed-75-1-40-1_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096
composed-75-1-40-2_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096
composed-75-1-40-3_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096
composed-75-1-40-4_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096
composed-75-1-40-5_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096
composed-75-1-40-6_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096
composed-75-1-40-7_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096
composed-75-1-40-8_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096
composed-75-1-40-9_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096
composed-75-1-80-0_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096
composed-75-1-80-1_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096
composed-75-1-80-2_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096
composed-75-1-80-3_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096
composed-75-1-80-4_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096
composed-75-1-80-5_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096
composed-75-1-80-6_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096
composed-75-1-80-7_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096
composed-75-1-80-8_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096
composed-75-1-80-9_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096
costasArray-10.xml.minion.convert.minion,1,0,0.176799,54,54,54,0.047962,0.047962
costasArray-11.xml.minion.convert.minion,1,0,0.157692,65,65,65,0.03991,0.03991
costasArray-12.xml.minion.convert.minion,1,0,0.142174,77,77,77,0.033741,0.033741
costasArray-13.xml.minion.convert.minion,1,0,0.129338,90,90,90,0.028907,0.028907
costasArray-14.xml.minion.convert.minion,1,0,0.118559,104,104,104,0.025048,0.025048
costasArray-15.xml.minion.convert.minion,1,0,0.109386,119,119,119,0.021916,0.021916
costasArray-16.xml.minion.convert.minion,1,0,0.101493,135,135,135,0.019339,0.019339
costasArray-17.xml.minion.convert.minion,1,0,0.094632,152,152,152,0.017193,0.017193
costasArray-18.xml.minion.convert.minion,1,0,0.088618,170,170,170,0.015387,0.015387
costasArray-19.xml.minion.convert.minion,1,0,0.083305,189,189,189,0.013851,0.013851
costasArray-20.xml.minion.convert.minion,1,0,0.078579,209,209,209,0.012535,0.012535
cril-0_ext.xml.minion.converted.minion,1,34,0.086362,108,108,108,0.053554,0.053554
cril-0_ext.xml.minion.converted.minion.gz,1,34,0.086362,108,108,108,0.053554,0.053554
cril-2_ext.xml.minion.converted.minion,1,2032,0.094389,208,208,208,0.009615,0.009615
cril-3_ext.xml.minion.converted.minion,1,2032,0.094389,208,208,208,0.009615,0.009615
cril-4_ext.xml.minion.converted.minion,1,990,1,45,45,45,0.044444,0.044444
cril-5_ext.xml.minion.converted.minion,1,861,1,42,42,42,0.047619,0.047619
cril-6_ext.xml.minion.converted.minion,1,153,0.314286,36,36,36,0.058824,0.058824
cril-6_ext.xml.minion.converted.minion.gz,1,153,0.314286,36,36,36,0.058824,0.058824
cril-7.ext.xml.minion.converted.minion,1,153,0.314286,36,36,36,0.058824,0.058824
cril-7.ext.xml.minion.converted.minion.gz,1,153,0.314286,36,36,36,0.058824,0.058824
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,156,0.49145,462,462,462,0.023197,0.023197
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,78,0.476528,189,189,189,0.042965,0.042965
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,72,0.565847,195,195,195,0.049925,0.049925
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,72,0.71462,190,190,190,0.044442,0.044442
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,118,0.52707,307,307,307,0.031579,0.031579
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,132,0.548145,296,296,296,0.024317,0.024317
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,138,0.549742,373,373,373,0.024533,0.024533
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,146,0.534435,373,373,373,0.024525,0.024525
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,134,0.575301,383,383,383,0.028876,0.028876
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,182,0.557752,435,435,435,0.018867,0.018867
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,174,0.565252,440,440,440,0.019554,0.019554
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,180,0.633283,445,445,445,0.02084,0.02084
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,217,0.087324,71,71,71,0.028169,0.028169
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,4055,0.089812,301,301,301,0.006645,0.006645
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,3876,0.105166,272,272,272,0.007353,0.007353
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,6173,0.100497,351,351,351,0.005698,0.005698
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,9321,0.112263,408,408,408,0.004902,0.004902
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,9321,0.112263,408,408,408,0.004902,0.004902
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,17447,0.082717,650,650,650,0.003077,0.003077
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,736,0.094968,125,125,125,0.016,0.016
