@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC

@DATA
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp.cnf,1,0.5387,0.0829,0.7991,0.3654,0,0.0296,0.0701,15.5466,0.0105,0.0684,0.0057,1.3044,2.1626,0.3317,0.8446,0.7549
SAT_Competition2007/crafted/Hard/contest05/phnf/phnf-size10-exclusive-philo.used-as.sat04-988.sat05-4195.reshuffled-07.cnf,1,0.2671,0.0267,0.6494,0.5,0,0.0576,0.4958,0,0.0013,0.1626,0.007,0.6075,21.6649,0.7927,0.9864,9.6726
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,0.0015,0.0013,0.709,0.1115,0,0.1057,0.9337,234.6801,0.0026,0.1075,0.1041,0.204,9.2343,0.9339,0.9363,9.6103
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-103-100.cnf,1,1.4431,0,0.5,0.3236,1,0.3208,0.0024,15.424,0.0409,0.3218,0.3151,0,0.8594,0.0069,0.0597,0.5196
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-12t22.sat05-1151.reshuffled-07.cnf,1,0.1961,0.1581,0.6207,0.2776,0,0.0003,0.6461,14.1189,0.0022,0.0095,0.0001,0.8029,8.1468,0.9183,0.9959,4.0631
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-260-100.cnf,1,0.0001,0,0.8333,0.2296,1,0.2295,0.5831,38.6778,0.0096,0.2295,0.2295,0.4506,1.0411,0.5831,0.5832,0.5164
SAT_Competition2009/CRAFTED/edgematching/all/em_7_3_6_all.cnf,1,0.2513,0,0.8847,0.0819,0,0.0248,0.4085,25.5075,0.0043,0.0326,0.0001,0.8464,6.9052,0.8228,0.9702,5.7439
SAT_Competition2009/CRAFTED/Hard/contest05/phnf/phnf-size10-exclusive-equilarge_m3.used-as.sat04-900.sat05-4186.reshuffled-07.cnf,1,0.9961,0.0098,0.5837,0.1026,0,0,0.0389,0,0.0007,0,0,0.6441,48.7917,0.0627,0.3082,50.2536
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,0.8514,0,0.1925,0.0043,0,0.0034,0.0036,35.0743,0.0294,0.0037,0.0032,0.2162,1.3198,0.0077,0.034,0.8205
SAT_Competition2007/crafted/Difficult/contest05/others/pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,1,0.0737,0.0048,0.504,0.1424,0,0.1109,0.2579,32.8345,0.0159,0.1109,0.1109,0.0118,0.8559,0.258,0.258,0.3649
SAT_Competition2009/CRAFTED/modcircuits/mod3block_4vars_11gates_b2.cnf,1,1.643,0.9279,0.4233,1,0,0.4918,0.0007,12.7617,0.053,0.4941,0.111,1.2705,47.1158,0.0045,0.1131,43.9286
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-icl100.sat05-3226.reshuffled-07.cnf,1,0.204,0.3237,0.3465,0.4999,0,0.4867,0.6389,34.5094,0.0251,0.4979,0.0232,1.7352,4.1345,0.7425,0.8557,1.1137
SAT_Competition2007/crafted/spence/hard/s109-100.cnf,1,1.4681,0,0.5,0.3246,1,0.3207,0.001,17.0957,0.0395,0.3222,0.3148,0,0.8618,0.0061,0.0589,0.5085
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_20_360_u.cnf,1,2.1823,0.1087,0.2734,0.3576,0,0.3375,0.0002,9.35,0.0056,0.3382,0.3358,0.2926,0.2057,0.0014,0.0333,0.0447
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,0.2024,0.1156,0.1384,0.9999,0,0.496,0.6176,15.1995,0.0203,0.499,0.4785,2.135,0.6413,0.6668,0.827,0.078
SAT_Competition2011/SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,1,2.13,1.0123,0.4086,0.1868,0,0.1204,0,41.3719,0.0594,0.1309,0.0275,0.8658,0.553,0,0.0758,0.2367
SAT_Competition2009/CRAFTED/modcircuits/mod3block_2vars_9gates_u2_autoenc.cnf,1,0.986,0.6133,0.3438,0.0733,0,0.0021,0.0141,13.6413,0.0514,0.0073,0,1.3499,11.0766,0.0182,0.8249,8.1832
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,1.4264,0,0.252,0.1642,0,0.1069,0.0008,4.6202,0.0304,0.1226,0.0955,0.8401,1.5732,0.0094,0.0407,1.0765
SAT_Competition2011/SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,1,2.6844,0.1253,0.3685,0.2759,0,0.0283,0.0001,22.5289,0.0731,0.0485,0.0246,1.2332,1.1995,0.0006,0.0245,0.9112
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes4.cnf,1,0.0219,0.021,0.9349,0,0.5,0,0.7867,38.1165,0.0058,0,0,0.2642,27.2205,0.7964,0.8224,32.0691
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.0001,0,0.6361,0.2295,0,0.2295,0.5831,42.2709,0.0083,0.2295,0.2295,0.4506,1.0117,0.5832,0.5832,0.4854
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,1,0.0253,0.0088,0.9742,0.0001,0.9231,0,0.8639,73.6742,0.0035,0,0,0.1366,54.2948,0.8796,0.9138,43.6318
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,1,0.0921,0,0.073,0,1,0,0.6677,44.3904,0.0234,0,0,0.3211,27.3218,0.6805,0.7394,31.0008
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,0.0956,0,0.08,0,1,0,0.6542,52.2301,0.026,0,0,0.2994,25.4678,0.6667,0.7247,29.39
SAT_Competition2007/crafted/spence/medium/s73-100.cnf,1,1.3545,0,0.5,0.3209,1,0.3176,0.0004,13.6317,0.0577,0.3183,0.3114,0,0.9922,0.0023,0.0711,0.6335
SAT_Competition2009/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.3092,0,0.6159,0.4177,0,0.0828,0.4309,21.795,0.0037,0.2606,0.0496,1.0009,2.7111,0.5789,0.9472,3.6746
SAT_Competition2009/CRAFTED/sgi/sgi-difficult7.cnf,1,0.0092,0.0258,0.9792,0.0055,0.9091,0.0009,0.8988,0,0.0066,0.0016,0.0004,0.1255,20.4095,0.9037,0.9132,19.7728
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1,0.0836,0.0128,0.9523,0,0.8571,0,0.7212,57.1667,0.0028,0,0,0.2041,48.733,0.7914,0.8837,52.7145
SAT_Competition2009/CRAFTED/Hard/contest05/others/sgp_9-8-8.sat05-2674.reshuffled-07.cnf,1,0.7866,0.352,0.6891,0.5,0,0.1951,0.0387,0,0.0001,0.4073,0.0185,0.5748,53.4099,0.1482,0.9777,21.3812
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.4244,0,0.698,0.3397,0,0.0218,0.1091,14.0307,0.0099,0.1492,0.0119,1.1172,1.5727,0.6406,0.95,0.9106
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0.0268,0.011,0.962,0,0.8667,0,0.843,57.9496,0.0046,0,0,0.2492,41.2847,0.8591,0.8873,44.1029
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,0.1872,0.0087,0.9545,0.009,0.8947,0,0.6826,65.7153,0.002,0,0,0.1939,51.564,0.854,0.9354,57.7904
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-85-100.cnf,1,1.403,0,0.5,0.3221,1,0.3188,0.0007,14.2243,0.05,0.3204,0.3124,0,0.939,0.003,0.07,0.5782
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.0001,0.0333,0.7357,0.0044,0,0.0044,0.9109,71.9211,0.0031,0.0044,0.0044,0.1662,15.9788,0.9109,0.911,15.9973
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,0,0,0.7895,0.286,1,0.2859,0.7155,20.5043,0.0643,0.2859,0.2859,0.5147,1.7589,0.7156,0.7156,1.4118
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_11_3_4_fbc.cnf,1,0.2755,0,0.7043,0.4105,0,0.0011,0.5385,34.9028,0.0031,0.0029,0.0006,1.1278,2.9469,0.8811,0.9787,2.1149
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,1,0.0001,0,0.6389,0.2295,0,0.2295,0.5831,24.0707,0.0208,0.2295,0.2295,0.4506,1.2361,0.5831,0.5832,0.7254
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_12_2_4_fbc.cnf,1,0.2281,0.0004,0.7125,0.1533,0,0.001,0.8912,34.908,0.0025,0.0018,0.0006,1.1396,3.8432,0.976,0.9812,5.1226
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-7x6.cnf,1,0,0.1212,0.7727,0.3528,1,0.3528,0.5993,0,0.0447,0.3528,0.3528,0.8158,3.2185,0.5993,0.5993,3.2214
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.00-s1875077647.sat05-530.reshuffled-07.cnf,1,0.1018,0.021,0.4369,0.0173,0.1429,0.001,0.5426,56.1334,0.0092,0.0084,0.0001,0.483,3.1828,0.5768,0.6653,2.9946
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,0.0001,0,0.6756,0.2295,0,0.2295,0.5831,25.7552,0.0179,0.2295,0.2295,0.4506,1.1914,0.5831,0.5832,0.6778
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g5.cnf,1,0.0887,0.0091,0.9536,0,0.8947,0,0.7167,64.3415,0.0022,0,0,0.1973,47.5218,0.7944,0.8889,56.9475
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,0.0248,0.0236,0.9299,0,0.7143,0,0.7734,40.1006,0.0076,0,0,0.2767,24.1092,0.7848,0.811,28.2448
SAT_Competition2007/crafted/Medium/contest05/sabharwal/unsat-logistics-rotate-09t5.sat05-1139.reshuffled-07.cnf,1,0.0994,0.0801,0.724,0.2584,0,0.0038,0.7479,23.1035,0.0011,0.0073,0.0001,0.2053,30.0796,0.9591,0.9928,26.4126
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-240-3.sat05-2205.reshuffled-07.cnf,1,0,0,0.5,0.042,0.3333,0.042,0,29.4766,0.0125,0.042,0.042,0,1.1999,0,0,0.4646
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1,0.0203,0.0149,0.972,0.0012,0.8947,0,0.8649,57.0222,0.0063,0,0,0.1742,31.061,0.8761,0.9017,32.0782
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p15-s99099953.cnf,1,0.0999,0.0049,0.9829,0.005,0.9394,0,0.7958,88.8889,0.0017,0,0,0.1235,104.805,0.8884,0.954,94.4461
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,1,0.0004,0.0152,0.7529,0,1,0,0.3935,25.078,0.0068,0,0,0.6183,9.946,0.3935,0.3937,7.8348
SAT_Competition2009/CRAFTED/ramseycube/Q3inK10.cnf,1,0,0,0.5,0.4988,1,0.4988,0,0,0.2667,0.4988,0.4988,0,6.4613,0,0,6.9923
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen7-n390-01-S248216171.sat05-478.reshuffled-07.cnf,1,0,0,0.5,0.0399,0.3333,0.037,0,29.8003,0.0093,0.0383,0.0223,0,0.9741,0,0,0.4053
SAT_Competition2007/crafted/Hard/contest04/others/Composite-048BitPrimes-0.sat05-503.reshuffled-07.cnf,1,0.6667,0.0491,0.27,0.1081,0,0.0505,0.162,30.1872,0.0218,0.0906,0.0234,0.6873,0.6328,0.1695,0.897,0.2796
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,1,0.0312,0.0018,0.4642,0.1935,0,0.0828,0.8153,35.4504,0.0209,0.1601,0.0193,0.6664,12.8166,0.8208,0.8369,9.9632
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0.1904,0.1525,0.1178,0.9999,0,0.496,0.6447,14.2137,0.0131,0.499,0.4729,2.0261,0.6711,0.6662,0.8242,0.094
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,1,0.0008,0,0.5047,0,0,0,0.5024,48.2652,0.0019,0,0,0.0748,14.2851,0.5024,0.5024,10.8768
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,0.0205,0.0193,0.9349,0,0.75,0,0.7881,45.0724,0.0059,0,0,0.2616,27.3263,0.7983,0.8192,32.3085
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf,1,0.0642,0.0365,0.5161,0.0755,0,0.0613,0.7658,23.3893,0.0383,0.0656,0.0071,1.0423,9.1057,0.7684,0.792,7.4434
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0.0871,0,0.0707,0,1,0,0.6777,47.2259,0.0211,0,0,0.3102,30.5956,0.6877,0.7404,35.1056
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g6.cnf,1,0.0162,0.0125,0.9416,0,0.8571,0,0.8114,54.2874,0.0035,0,0,0.2365,33.5315,0.8197,0.8377,40.9227
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,0,0,0.4944,0.042,0.3333,0.042,0,31.1524,0.0111,0.042,0.042,0,1.1552,0,0,0.4327
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,0.1739,0.6459,0.5384,0.9988,0,0.0129,0.6661,31.2632,0.0411,0.0516,0.0094,1.518,6.067,0.8064,0.8811,3.3544
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0.0202,0.0114,0.9747,0.0013,0.8947,0,0.8742,62.1178,0.0045,0,0,0.1547,42.3837,0.8886,0.9111,42.2379
SAT_Competition2007/crafted/Difficult/contest05/others/sgp_6-6-10.sat05-2670.reshuffled-07.cnf,1,1.0232,0.5843,0.6726,0.34,0,0.0356,0.024,0,0.0002,0.05,0.0128,0.6855,24.1711,0.063,0.9582,18.1856
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-016-015.sat05-1230.reshuffled-07.cnf,1,0.0011,0.0737,0.6916,0.0447,0,0.0437,0.8859,43.1547,0.0132,0.0443,0.0431,0.2678,7.5645,0.8863,0.8876,7.6201
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.3092,0,0.6159,0.4177,0,0.0828,0.4309,21.795,0.0037,0.2606,0.0496,1.0009,3.212,0.5789,0.9472,3.0103
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0.1089,0,0.082,0,1,0,0.6311,34.2399,0.0305,0,0,0.3603,21.5534,0.6524,0.7173,23.0225
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,0.0146,0.0128,0.6848,0.0001,0,0,0.8761,55,0.0058,0,0,0.1468,35.6282,0.8856,0.902,37.0281
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,0.7854,0,0.5087,0.0496,0.3333,0.035,0.0124,26.5875,0.0054,0.0402,0.0296,0,0.8589,0.0297,0.1702,0.3109
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,0.019,0.0165,0.9439,0,0.6,0,0.8116,45.2117,0.0042,0,0,0.2362,33.6884,0.8219,0.8422,40.5922
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1,0.1295,0,0.1062,0.0001,1,0,0.6021,47.9128,0.0217,0,0,0.3384,15.8358,0.6083,0.6718,16.4842
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,0.2011,0.1072,0.1285,0.9991,0,0.4958,0.626,15.615,0.0198,0.499,0.4765,2.148,0.7157,0.667,0.827,0.0724
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,1.5449,0,0.266,0.1978,0,0.1002,0.0006,23.4934,0.0337,0.1103,0.0882,0.7996,1.5832,0.0033,0.0276,1.0231
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0.0186,0.0156,0.9322,0,0.8,0,0.7859,50.4871,0.0051,0,0,0.267,27.5621,0.7946,0.815,32.028
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,0.0001,0,0.6484,0.2295,0,0.2295,0.5831,29.0705,0.0156,0.2295,0.2295,0.4506,1.1571,0.5832,0.5832,0.6418
SAT_Competition2009/CRAFTED/sgi/new-difficult-21-168-19-90.cnf,1,0.0328,0.0224,0.9762,0.0022,0.8824,0.0001,0.8527,52.3098,0.0111,0.0007,0,0.1441,23.3885,0.8601,0.9123,21.6204
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0,0,0.4964,0.042,0.3333,0.042,0,29.2068,0.0107,0.042,0.042,0,1.1645,0,0,0.4102
SAT_Competition2009/CRAFTED/Hard/contest05/others/mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf,1,1.6104,0,0.2682,0.1703,0,0.1022,0.0004,27.0994,0.0273,0.1131,0.0901,0.7698,1.5781,0.0037,0.0318,1.0496
SAT_Competition2007/crafted/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,2.4393,0.0239,0.3839,0.2511,0,0.1307,0,56.0619,0.0308,0.1377,0.0608,0.7664,0.3874,0,0,0.1359
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v400-s553296708.sat05-471.reshuffled-07.cnf,1,0.8546,0,0.505,0.0995,0.3333,0.0775,0.012,31.4611,0.0086,0.0844,0.0687,0,0.785,0.028,0.176,0.3036
SAT_Competition2011/SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,2.3987,0.1342,0.3456,0.2733,0,0.03,0.0007,24.4369,0.0835,0.0485,0.0247,1.1397,1.2839,0.0015,0.0227,0.9883
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf,1,0.2029,0.123,0.1161,0.9999,0,0.4957,0.625,14.9562,0.0205,0.499,0.4748,2.1322,0.7009,0.6662,0.827,0.0857
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,1,0,0,0.2946,0.3832,0,0.3831,0,22.0862,0.0286,0.3832,0.3831,0,1.1054,0,0,0.5285
SAT_Competition2011/SAT09/CRAFTED/modcircuits/mod4block_2vars_8gates_u2.cnf,1,1.1369,0.8204,0.4111,1,0,0.0024,0,13.0756,0.0733,0.0424,0,1.5069,11.4675,0.0003,0.7525,13.0285
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp_ci_ce.cnf,1,0.5409,0.0821,0.8009,0.3592,0,0.0294,0.07,16.4688,0.0104,0.0684,0.0055,1.3083,4.2927,0.3416,0.8407,1.0322
SAT_Competition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0.4423,1.3953,0.5431,0.0699,0,0.0314,0.2005,37.2483,0.0063,0.056,0.0252,0.5399,0.5608,0.2107,0.3773,0.1628
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1,0.0235,0.0086,0.9714,0,0.8824,0,0.8592,56.4608,0.0036,0,0,0.2079,52.843,0.8717,0.8995,55.5887
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i7_pp.cnf,1,0.5855,0.1021,0.781,0.367,0,0.0357,0.0809,15.1577,0.014,0.0693,0.0083,1.3246,1.8572,0.1971,0.8272,0.7254
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0,0,0.8478,0.2892,1,0.2892,0.7592,0,0.0404,0.2892,0.2892,0.4265,1.8954,0.7592,0.7592,1.4109
SAT_Competition2009/CRAFTED/Hard/contest04/others/Composite-096BitPrimes-0.sat05-507.reshuffled-07.cnf,1,0.6785,0.0225,0.2818,0.1077,0,0.0728,0.1557,87.4449,0.0107,0.0906,0.0232,0.6752,0.6247,0.1606,0.8977,0.1732
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,1.4477,0,0.2495,0.2242,0,0.1044,0.0002,17.3457,0.0331,0.1201,0.0894,0.9131,1.5774,0.0018,0.0479,1.0546
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,0.018,0.012,0.7508,0.0001,0,0,0.8817,70.5017,0.0057,0,0,0.1182,39.799,0.8942,0.9164,41.3283
SAT_Competition2007/crafted/spence/medium/s85-100.cnf,1,1.5156,0,0.5,0.3226,1,0.3186,0.0006,14.2334,0.0667,0.3205,0.3124,0,0.9471,0.0036,0.0703,0.5799
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d-0.02-s1542454144.sat05-533.reshuffled-07.cnf,1,0.1006,0.0212,0.4602,0.0157,0.1429,0.001,0.5401,31.1623,0.0167,0.0082,0.0005,0.4828,3.359,0.5833,0.6653,3.3651
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-ukn005.sat05-3845.reshuffled-07.cnf,1,0.2069,0.1253,0.1321,0.9999,0,0.4958,0.6,15.0643,0.021,0.499,0.4752,2.1194,0.6703,0.6661,0.8287,0.0903
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl008.sat05-2720.reshuffled-07.cnf,1,0.2343,0.1882,0.1289,1,0,0.4995,0.5015,11.7105,0.5837,0.4999,0.4909,2.5732,0.8477,0.6657,0.7998,0.1934
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.3001,0.0006,0.6253,0.4075,0,0.0737,0.4192,17.6355,0.003,0.1673,0.0442,1.0192,3.2253,0.6291,0.9548,3.6681
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,0.8819,0.6574,0.6256,0.4047,0,0.3087,0.0369,13.4095,0.2837,0.3356,0.2661,1.4986,1.818,0.0974,0.3738,0.4506
SAT_Competition2011/SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0.0434,0.0297,0.9049,0.0006,0.5,0,0.7129,29.9594,0.0054,0,0,0.3513,15.7616,0.7297,0.7746,17.5757
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,0.0243,0.0202,0.9349,0,0.7143,0,0.7865,54.7143,0.0055,0,0,0.2593,27.0213,0.7975,0.8212,32.1237
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s925928766.sat05-538.reshuffled-07.cnf,1,0.0986,0.0204,0.4396,0.015,0.1429,0.0009,0.5387,41.7304,0.017,0.0078,0.0001,0.4834,3.5199,0.575,0.6615,3.4474
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-050-049.sat05-1238.reshuffled-07.cnf,1,0.003,0.021,0.7386,0.0097,0,0.0066,0.9429,108.48,0.0012,0.007,0.0064,0.1025,24.7426,0.944,0.9494,24.5579
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.1873,0.1283,0.1602,0.9999,0,0.4958,0.6228,15.0051,0.0204,0.499,0.4719,2.039,0.7217,0.6662,0.826,0.0874
SAT_Competition2009/CRAFTED/sgi/satsgi-n19himBHm22-p0-q181.cnf,1,0,0.0539,0.9779,0.0716,1,0.0715,0.9258,0,0.0072,0.0715,0.0714,0.1059,10.3025,0.9258,0.9258,10.3264
SAT_Competition2009/CRAFTED/parity-games/instance_n2_i2_pp.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-easier-fphp-014-012.sat05-1215.reshuffled-07.cnf,1,0.0013,0.0902,0.6837,0.0393,0,0.0378,0.8573,35.9395,0.0193,0.0382,0.0372,0.3256,6.4431,0.8587,0.8601,6.4809
SAT_Competition2009/CRAFTED/sgi/new-difficult-24-193-22-70.cnf,1,0.0238,0.0175,0.9619,0.0001,0.8667,0,0.8432,58.3914,0.0086,0,0,0.1952,27.3657,0.8569,0.8832,27.1272
