@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE LITERALS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE W_OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE OCCE_OCC NUMERIC
@ATTRIBUTE OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE OCCEN_OCCE NUMERIC
@ATTRIBUTE LITEN_LITE NUMERIC
@ATTRIBUTE OCCEN_OCC NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC

@DATA
Core1108_tbm_03.tex.module.000065,1,0.422078,52.6,0.719354,0.581614,2.513774,1112,0.424675,726,526,2.043506,0.436054,0.557126,654,200,0.777296,642,4362,28.75,0.788961,0.984599,27.630854,6.075,0.269372,0.40746,898,0.995777,3.25,0.626629,0.626629,0.623982,0.129528,0.583117
Core1108_tbm_03.tex.module.000090,1,0.426913,47.9,0.719371,0.581608,2.61747,1056,0.419399,664,479,2.041667,0.436082,0.558531,614,185,0.77649,602,4154,29.324324,0.795765,0.987797,28.426205,6.297297,0.267935,0.405365,862,0.997452,3.378378,0.627635,0.627635,0.626035,0.129995,0.588798
Core1108_tbm_03.tex.module.000092,1,0.425606,46.5,0.714166,0.583374,2.629231,1047,0.417993,650,465,2.039446,0.438333,0.561112,604,185,0.774342,592,4102,28.513514,0.799308,0.998734,28.423077,6.243243,0.266699,0.40404,853,1.004257,3.324324,0.628775,0.628775,0.631452,0.131643,0.590311
Core1108_tbm_03.tex.moduleQ3.2S.000002,1,0.301744,135.6,0.578266,0.633607,2.974619,3623,0.289812,1576,1356,2.403626,0.341682,0.618122,1263,220,0.876033,1243,12795,51.477273,0.532354,0.894741,31.221447,10.545455,0.263619,0.341877,3115,0.951503,5.977273,0.677995,0.677995,0.645115,0.078546,0.714777
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,0.303342,136.1,0.580375,0.632761,2.968474,3623,0.291438,1586,1361,2.401557,0.342996,0.616876,1273,225,0.876109,1253,12820,51,0.533425,0.895259,31.22005,10.355556,0.263885,0.342579,3115,0.953526,5.888889,0.677502,0.677502,0.646016,0.078393,0.713141
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,0.303792,136.6,0.581507,0.632308,2.968573,3628,0.293056,1591,1366,2.399497,0.343224,0.616215,1283,225,0.875646,1263,12845,51.333333,0.534491,0.894313,31.269642,10.4,0.264149,0.343278,3115,0.952536,5.911111,0.677011,0.677011,0.644877,0.07863,0.711512
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,0.301398,135.6,0.578526,0.633503,2.977792,3628,0.290626,1576,1356,2.402017,0.342257,0.618052,1268,220,0.875493,1248,12805,51.25,0.53289,0.896084,31.240482,10.568182,0.263803,0.342352,3115,0.951214,5.977273,0.677672,0.677672,0.644611,0.078875,0.713958
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,0.301744,135.6,0.578266,0.633607,2.974619,3623,0.289812,1576,1356,2.403626,0.341682,0.618122,1263,220,0.876033,1243,12795,51.477273,0.532354,0.894741,31.221447,10.545455,0.263619,0.341877,3115,0.951503,5.977273,0.677995,0.677995,0.645115,0.078546,0.714777
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,0.303792,136.6,0.581507,0.632308,2.968573,3628,0.293056,1591,1366,2.399497,0.343224,0.616215,1283,225,0.875646,1263,12845,51.333333,0.534491,0.894313,31.269642,10.4,0.264149,0.343278,3115,0.952536,5.911111,0.677011,0.677011,0.644877,0.07863,0.711512
Core1108_tbm_09.tex.module.000008,1,0.475916,111.2,0.658915,0.602804,2.80837,2057,0.47707,1362,1112,2.06086,0.342411,0.552388,1654,250,0.856158,1642,9630,72.4,0.716758,0.764973,35.396476,9.94,0.225857,0.359179,1825,0.908758,6.6,0.695591,0.695591,0.632124,0.086708,0.526392
Core1108_tbm_09.tex.module.000009,1,0.475916,111.2,0.658915,0.602804,2.80837,2057,0.47707,1362,1112,2.06086,0.34257,0.552645,1654,250,0.856158,1642,9630,72.2,0.716758,0.765767,35.359765,9.94,0.225857,0.359179,1825,0.908758,6.6,0.695591,0.695591,0.632124,0.086708,0.526392
Core1108_tbm_09.tex.module.000010,1,0.475916,111.2,0.658915,0.602804,2.80837,2057,0.47707,1362,1112,2.06086,0.342411,0.552388,1654,250,0.856158,1642,9630,72.4,0.716758,0.764973,35.396476,9.94,0.225857,0.359179,1825,0.908758,6.6,0.695591,0.695591,0.632124,0.086708,0.526392
Core1108_tbm_09.tex.module.000028,1,0.464789,94.7,0.666456,0.600076,2.64411,1760,0.466197,1197,947,2.047183,0.361577,0.55553,1324,250,0.835755,1312,7914,55,0.739437,0.813502,32.230576,8.4,0.233131,0.36758,1528,0.928588,5.28,0.682663,0.682663,0.633912,0.09856,0.538028
Core1108_tbm_09.tex.module.000033,1,0.460847,90.2,0.669132,0.599114,2.591146,1679,0.462345,1152,902,2.044211,0.3683,0.556898,1234,250,0.829635,1222,7446,50.2,0.745598,0.831186,31.197917,7.96,0.235697,0.370329,1447,0.935831,4.92,0.678336,0.678336,0.634807,0.102068,0.542151
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,0.244533,292.9,0.466615,0.681842,3.033658,8656,0.25654,3179,2929,2.551933,0.282977,0.665639,2628,250,0.919441,2600,30312,90.3,0.407068,0.846323,32.244416,16.68,0.235517,0.291641,7644,0.936042,10.02,0.726915,0.726915,0.680423,0.054929,0.746193
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,0.243545,291.9,0.465259,0.682473,3.036979,8651,0.255086,3164,2919,2.553991,0.282193,0.666569,2608,245,0.919624,2580,30262,91.22449,0.405908,0.846331,32.225032,16.938776,0.235246,0.290983,7644,0.935287,10.163265,0.727367,0.727367,0.680297,0.054854,0.747653
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,0.244533,292.9,0.466615,0.681842,3.033658,8656,0.25654,3179,2929,2.551933,0.282977,0.665639,2628,250,0.919441,2600,30312,90.3,0.407068,0.846323,32.244416,16.68,0.235517,0.291641,7644,0.936042,10.02,0.726915,0.726915,0.680423,0.054929,0.746193
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,0.243069,291.9,0.465777,0.682232,3.0433,8671,0.25654,3164,2919,2.550957,0.282847,0.666253,2628,245,0.918735,2600,30302,91.020408,0.407068,0.847489,32.310367,17.020408,0.235595,0.291811,7644,0.934768,10.163265,0.72681,0.72681,0.679399,0.055442,0.746193
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,0.245766,294.4,0.468468,0.680982,3.030322,8666,0.258711,3199,2944,2.548861,0.283924,0.664376,2658,255,0.919055,2630,30387,89.705882,0.408799,0.845959,32.286652,16.470588,0.235923,0.292623,7644,0.936428,9.901961,0.726238,0.726238,0.68007,0.055122,0.744014
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,0.244533,292.9,0.466615,0.681842,3.033658,8656,0.25654,3179,2929,2.551933,0.282977,0.665639,2628,250,0.919441,2600,30312,90.3,0.407068,0.846323,32.244416,16.68,0.235517,0.291641,7644,0.936042,10.02,0.726915,0.726915,0.680423,0.054929,0.746193
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,0.244533,292.9,0.466615,0.681842,3.033658,8656,0.25654,3179,2929,2.551933,0.282977,0.665639,2628,250,0.919441,2600,30312,90.3,0.407068,0.846323,32.244416,16.68,0.235517,0.291641,7644,0.936042,10.02,0.726915,0.726915,0.680423,0.054929,0.746193
Core1108_tbm_21.tex.module.000008,1,0.46034,66.7,0.667509,0.599697,2.741638,1383,0.445703,867,667,2.050519,0.374435,0.559856,944,200,0.825892,932,5938,48.625,0.753069,0.85071,32.462514,7.975,0.236106,0.36936,1186,0.950699,4.875,0.677182,0.677182,0.643796,0.104412,0.559962
Core1108_tbm_21.tex.module.000009,1,0.46034,66.7,0.667509,0.599697,2.741638,1383,0.445703,867,667,2.050519,0.374142,0.559419,944,200,0.825892,932,5938,48.875,0.753069,0.849202,32.520185,7.975,0.236106,0.36936,1186,0.950699,4.875,0.677182,0.677182,0.643796,0.104412,0.559962
Core1108_tbm_21.tex.module.000010,1,0.46034,66.7,0.667509,0.599697,2.741638,1383,0.445703,867,667,2.050519,0.374728,0.560294,944,200,0.825892,932,5938,48.375,0.753069,0.852224,32.404844,7.975,0.236106,0.36936,1186,0.950699,4.875,0.677182,0.677182,0.643796,0.104412,0.559962
Core1108_tbm_21.tex.module.000014,1,0.454545,62.2,0.67125,0.598355,2.672749,1302,0.438624,822,622,2.044171,0.385365,0.561996,854,200,0.815154,842,5470,42.625,0.76528,0.87982,31.027981,7.45,0.239854,0.373762,1105,0.961562,4.425,0.670352,0.670352,0.644585,0.110603,0.56754
Core1108_tbm_21.tex.module.000017,1,0.454545,62.2,0.67125,0.598355,2.672749,1302,0.438624,822,622,2.044171,0.386585,0.558914,854,200,0.815154,842,5470,43.625,0.76528,0.876438,31.514599,7.45,0.239854,0.375683,1105,0.961562,4.425,0.670352,0.670352,0.644585,0.110603,0.56754
Core1108_tbm_21.tex.module.000023,1,0.447635,57.7,0.675712,0.596761,2.595882,1221,0.43018,777,577,2.039414,0.397162,0.5632,764,200,0.80402,752,5002,37.375,0.777027,0.909254,29.620335,6.9,0.244302,0.378655,1024,0.975102,3.975,0.662617,0.662617,0.646119,0.116953,0.576577
Core1108_tbm_21.tex.module.000026,1,0.456081,57.7,0.684175,0.593762,2.632124,1206,0.43018,772,577,2.039414,0.394981,0.55946,764,195,0.808081,752,5002,39.230769,0.777027,0.896586,30.03886,7.076923,0.244302,0.378655,1024,0.968827,4.153846,0.662617,0.662617,0.641962,0.113954,0.576577
Core1108_tbm_21.tex.module.000027,1,0.456081,57.7,0.684175,0.593762,2.615187,1206,0.43018,777,577,2.039414,0.397162,0.55893,764,200,0.808081,752,5002,38.5,0.777027,0.900451,29.90991,6.9,0.244302,0.378655,1024,0.975102,4.05,0.662617,0.662617,0.646119,0.113954,0.576577
Core1108_tbm_21.tex.module.000030,1,0.45657,58.7,0.689632,0.591845,2.620076,1216,0.436526,787,587,2.033408,0.398421,0.558553,784,200,0.80602,772,5052,38.5,0.77951,0.902536,29.936468,7,0.245843,0.381985,1024,0.969179,4.1,0.659912,0.659912,0.639573,0.114806,0.570156
Core1108_tbm_21.tex.module.000091,1,0.444271,38,0.696744,0.589364,2.774074,943,0.400624,540,380,2.005456,0.433641,0.569759,514,160,0.765116,502,3648,28.4375,0.83788,1.007903,28.981481,6.71875,0.254386,0.392226,781,1.002294,3.5625,0.639332,0.639332,0.640798,0.138432,0.60873
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,0.323557,126.5,0.54239,0.648345,2.976871,3485,0.30284,1470,1265,2.339153,0.31912,0.627984,1301,205,0.875434,1282,12444,60,0.557495,0.857814,31.959184,11.682927,0.239955,0.322425,3014,0.938404,6.780488,0.702856,0.702856,0.659563,0.080762,0.701583
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,0.320724,124.5,0.536661,0.650762,2.983391,3470,0.296288,1445,1245,2.347039,0.316763,0.631469,1261,200,0.876758,1242,12344,59.625,0.553336,0.859529,31.809689,11.775,0.238658,0.319325,3014,0.939214,6.825,0.705076,0.705076,0.662217,0.080201,0.708177
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,0.321144,125,0.537859,0.650255,2.983448,3475,0.297937,1450,1250,2.345054,0.317084,0.63074,1271,200,0.87629,1252,12369,60,0.554383,0.858701,31.862069,11.825,0.238985,0.320105,3014,0.938204,6.85,0.704518,0.704518,0.660981,0.080443,0.706517
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,0.323145,126,0.541201,0.648845,2.976792,3480,0.301213,1465,1260,2.341111,0.318808,0.628699,1291,205,0.8759,1272,12419,59.634146,0.556463,0.858623,31.90785,11.634146,0.239633,0.321655,3014,0.939409,6.756098,0.703408,0.703408,0.660788,0.080522,0.70322
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,0.321144,125,0.537859,0.650255,2.983448,3475,0.297937,1450,1250,2.345054,0.317084,0.63074,1271,200,0.87629,1252,12369,60,0.554383,0.858701,31.862069,11.825,0.238985,0.320105,3014,0.938204,6.85,0.704518,0.704518,0.660981,0.080443,0.706517
Core1108_tbm_21.tex.moduleQ3.2S.000019,1,0.321144,125,0.537859,0.650255,2.983448,3475,0.297937,1450,1250,2.345054,0.317084,0.63074,1271,200,0.87629,1252,12369,60,0.554383,0.858701,31.862069,11.825,0.238985,0.320105,3014,0.938204,6.85,0.704518,0.704518,0.660981,0.080443,0.706517
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,0.321144,125,0.537859,0.650255,2.983448,3475,0.297937,1450,1250,2.345054,0.317084,0.63074,1271,200,0.87629,1252,12369,60,0.554383,0.858701,31.862069,11.825,0.238985,0.320105,3014,0.938204,6.85,0.704518,0.704518,0.660981,0.080443,0.706517
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,0.320724,124.5,0.536661,0.650762,2.983391,3470,0.296288,1445,1245,2.347039,0.316763,0.631469,1261,200,0.876758,1242,12344,59.625,0.553336,0.859529,31.809689,11.775,0.238658,0.319325,3014,0.939214,6.825,0.705076,0.705076,0.662217,0.080201,0.708177
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,0.274889,150.875,0.548807,0.645658,2.911273,3213,0.278547,1375,1207,2.475307,0.33016,0.62962,1066,168,0.89416,1048,11297,43.904762,0.476614,0.89141,24.663273,10.857143,0.26122,0.331269,2779,0.955256,6.261905,0.688483,0.688483,0.657678,0.068337,0.726156
counter_16,1,0.479891,97.058824,0.993153,0.501718,3.917767,2242,0.509657,1666,1650,2.016587,0.344354,0.502125,2243,16,0.678637,68,13099,2244,0.959782,0.691648,68.417167,264,0.337049,0.496904,4315,0.684103,132,0.502535,0.502535,0.343786,0.161234,0.980459
counter_32-shuffled,1,0.489613,193.030303,0.996344,0.500916,3.958607,8578,0.504855,6402,6370,2.009004,0.339111,0.501175,8579,32,0.672905,132,50779,8580,0.979227,0.679819,132.538425,520,0.335237,0.498265,16827,0.675683,260,0.501362,0.501362,0.338762,0.163847,0.990231
counter_8-shuffled,1,0.462192,49.111111,0.987986,0.503022,3.837778,610,0.519116,450,442,2.028037,0.35354,0.503491,611,8,0.688787,36,3475,612,0.924384,0.712051,36.193333,136,0.340432,0.495024,1131,0.699339,68,0.504399,0.504399,0.352746,0.156547,0.960918
counter_e_16,1,0.477088,100,0.989064,0.502749,3.952797,2306,0.50296,1716,1700,2.036615,0.345446,0.504078,2294,16,0.682706,66,13641,2312,0.954177,0.696573,69.556527,272,0.337732,0.494112,4477,0.687371,136,0.504037,0.504037,0.34646,0.159519,0.981583
counter_e_8-shuffled,1,0.458234,52,0.981481,0.504673,3.897059,642,0.507558,476,468,2.062848,0.354878,0.506512,638,8,0.695238,34,3745,648,0.916468,0.719122,37.17437,144,0.341522,0.490839,1213,0.704226,72,0.506749,0.506749,0.356866,0.153805,0.964996
counter_r_16,1,0.478768,100,0.997793,0.500552,3.951632,2322,0.507591,1716,1700,2.029703,0.348225,0.499964,2307,16,0.679812,82,13577,2312,0.957536,0.6964,69.518065,272,0.339177,0.500052,4445,0.685853,136,0.500813,0.500813,0.343484,0.160271,0.977998
counter_r_8-shuffled,1,0.461169,52,0.996237,0.500943,3.892857,650,0.514812,476,468,2.05044,0.359366,0.499873,643,8,0.690323,42,3713,648,0.922338,0.718548,37.102941,144,0.343927,0.50018,1197,0.701529,72,0.501367,0.501367,0.351723,0.155131,0.958367
counter_re_16,1,0.476089,102.941176,0.998164,0.500459,4.002831,2386,0.501169,1766,1750,2.055473,0.351861,0.499835,2358,16,0.683705,82,14151,2380,0.952179,0.70349,71.191959,280,0.341248,0.500237,4605,0.689663,140,0.500672,0.500672,0.345295,0.158293,0.978746
cube_c11_par---13_-shuffled,1,5.170706,660,1.022184,0.494515,207.401202,6312,0.079489,1331,1320,1.232634,0.028679,0.510455,4060,11,0.188869,3159,546111,48018,9.459492,0.058582,421.320811,43923,0.021886,0.181806,47914,0.116245,24009,0.810159,0.810159,0.094177,0.401116,0.938092
cube_c3_ser--opt-6_-shuffled,1,0.657895,85.5,0.805296,0.553926,8.8125,681,0.418129,176,171,2.204678,0.294737,0.543182,429,5,0.719626,378,3477,270,1.184211,0.645195,20.556818,243,0.251941,0.413115,645,0.669583,135,0.612732,0.612732,0.410275,0.155306,0.628655
cube_c5_ser---14_-shuffled,1,1.284069,322.5,0.806209,0.553646,16.251534,2961,0.348752,652,645,2.037236,0.194465,0.555417,1817,7,0.510386,1554,23739,1911.428571,2.519194,0.43741,36.174847,1875,0.164539,0.380792,3653,0.451965,955.714286,0.631995,0.631995,0.28564,0.271073,0.701152
cube_c7_ser---23_-shuffled,1,2.372263,735,0.96023,0.510144,30.805274,6990,0.286996,1479,1470,1.858481,0.12502,0.520641,4352,9,0.391882,3657,93009,7994,4.275059,0.260807,65.667343,7203,0.103087,0.345094,11504,0.304858,3997,0.659783,0.659783,0.20114,0.310228,0.758639
cube_c9_par--opt-11_-shuffled,1,4.356648,459,0.996919,0.500771,123.436422,4284,0.113125,928,918,1.328907,0.042864,0.516512,2777,10,0.217749,2145,229452,21389.4,8.018168,0.088656,252.646552,19683,0.033131,0.225297,22400,0.143722,10694.7,0.766967,0.766967,0.11023,0.391729,0.912498
eijk.S1238.S-d3-shuffled,1,0.128809,421,0.750305,0.571329,2.828736,1893,0.590004,870,842,2.075173,0.395204,0.577513,1452,28,0.903354,1640,5741,22.642857,0.257619,0.935422,7.696552,22.642857,0.373454,0.415747,820,0.919148,11.321429,0.580184,0.580184,0.533275,0.055217,0.333198
eijk.S1423.S-d4-shuffled,1,0.031779,1803,0.750071,0.571406,2.913174,8123,0.56478,3651,3606,2.26965,0.422072,0.573751,6007,45,0.976164,7090,24816,15.022222,0.063558,0.990202,8.415229,15.022222,0.414974,0.424839,3545,0.984899,7.511111,0.573405,0.573405,0.564746,0.01362,0.333302
eijk.S208o.S-d4-shuffled,1,0.045283,46,0.752841,0.570502,2.789474,207,0.577358,95,92,2.237736,0.426221,0.573687,153,3,0.965909,176,617,8,0.090566,0.999784,7.947368,8,0.410049,0.42426,88,0.992442,4,0.573356,0.573356,0.569023,0.019449,0.332075
eijk.S208o.S-f4-shuffled,1,0.056312,755,0.750173,0.571372,2.766922,3576,0.57766,1566,1510,2.220402,0.421459,0.57639,2503,56,0.957756,2888,10109,8.714286,0.112624,0.994922,7.664751,8.714286,0.404491,0.420885,1444,0.987022,4.357143,0.574992,0.574992,0.56753,0.024137,0.333256
eijk.S298.S-f2-shuffled,1,0.100078,452,0.750291,0.571334,2.713684,1950,0.570985,950,904,2.132661,0.408843,0.5792,1472,46,0.924913,1718,6014,11.217391,0.200155,0.971584,7.197895,11.217391,0.385767,0.415429,859,0.960719,5.608696,0.578028,0.578028,0.555323,0.0429,0.333204
eijk.S298.S-f4,1,0.050924,1053,0.750122,0.571389,2.857275,4676,0.565034,2158,2106,2.231268,0.418304,0.576236,3484,52,0.9618,4110,14386,12.076923,0.101849,0.987117,7.936052,12.076923,0.406784,0.421319,2055,0.97996,6.038462,0.574647,0.574647,0.563132,0.021827,0.333279
eijk.S344.S-f3,1,0.050234,1000,0.75013,0.571386,2.787542,4338,0.55032,2071,2000,2.232635,0.423081,0.576118,3177,71,0.962318,3848,13469,8.169014,0.100468,0.99811,7.756156,8.169014,0.407083,0.421478,1924,0.990909,4.084507,0.574598,0.574598,0.569375,0.021531,0.333276
eijk.S349.S-f3,1,0.049088,988.5,0.750132,0.571386,2.785156,4321,0.547335,2048,1977,2.234923,0.423697,0.576049,3122,71,0.963177,3802,13308,7.887324,0.098177,0.9994,7.757813,7.887324,0.407574,0.421609,1901,0.992322,3.943662,0.574521,0.574521,0.57011,0.02104,0.333275
eijk.S382.S-f4-shuffled,1,0.050382,1253.5,0.750102,0.571395,2.846483,5562,0.556936,2573,2507,2.232387,0.419012,0.576342,4079,66,0.962208,4882,17088,11.181818,0.100765,0.989035,7.893898,11.181818,0.407011,0.421233,2441,0.982001,5.590909,0.574618,0.574618,0.564275,0.021594,0.333288
eijk.S386.S-f2,1,0.075082,849.5,0.750153,0.571378,2.77412,3833,0.582242,1762,1699,2.182897,0.41373,0.577706,2846,63,0.943677,3258,11404,11.650794,0.150164,0.979721,7.531782,11.650794,0.39644,0.418486,1629,0.970331,5.825397,0.576289,0.576289,0.559191,0.032182,0.333265
eijk.S420.S-f2,1,0.080359,869,0.750153,0.571379,2.688048,4017,0.600245,1824,1738,2.172343,0.416482,0.578047,2943,86,0.939718,3268,11439,9.162791,0.160718,0.987035,7.260417,9.162791,0.394178,0.417827,1634,0.977186,4.581395,0.576659,0.576659,0.563504,0.034444,0.333265
eijk.S526.S-f4-shuffled,1,0.052486,1856.5,0.750069,0.571406,2.862142,8326,0.571192,3801,3713,2.228238,0.417074,0.576512,6214,88,0.960632,7252,25383,12.977273,0.104973,0.984856,7.917916,12.977273,0.406099,0.420947,3626,0.977643,6.488636,0.57477,0.57477,0.56192,0.022495,0.333303
eijk.S641.S-f2,1,0.065046,1058,0.750126,0.571388,2.696655,4664,0.587594,2212,2116,2.203018,0.420863,0.577281,3505,96,0.951207,3976,13917,8.083333,0.130092,0.995611,7.370253,8.083333,0.400733,0.419479,1988,0.98708,4.041667,0.575603,0.575603,0.568166,0.02788,0.333277
eijk.S713.S-f2,1,0.064688,1063.5,0.750125,0.571388,2.698156,4702,0.587863,2223,2127,2.203735,0.420931,0.577246,3526,96,0.951476,3998,13994,8.083333,0.129376,0.995687,7.378318,8.083333,0.400886,0.419535,1999,0.987179,4.041667,0.575579,0.575579,0.568199,0.027726,0.333278
emptyroom_e3_ser---19_-shuffled,1,0.510045,464,0.740102,0.574679,9.286938,4472,0.462394,934,928,2.365931,0.30429,0.569787,2785,6,0.737884,2242,20394,1024,1.02009,0.707301,22.130621,1024,0.274689,0.406231,3779,0.703253,512,0.606877,0.606877,0.426788,0.150633,0.627428
emptyroom_e3_ser--opt-20_-shuffled,1,0.488705,488,0.738951,0.575059,9.126273,4702,0.466115,982,976,2.377665,0.308722,0.569706,2930,6,0.746702,2360,21090,1024,0.97741,0.717469,21.806517,1024,0.279279,0.407439,3924,0.713034,512,0.605915,0.605915,0.432038,0.145661,0.624244
emptyroom_e4_par---21_-shuffled,1,1.664956,1024,0.790477,0.558511,22.39786,10396,0.327981,2056,2048,1.96992,0.149933,0.568078,6455,8,0.437517,5082,104306,8192,3.329912,0.347129,48.722763,8192,0.127337,0.343447,14597,0.373147,4096,0.657416,0.657416,0.245312,0.314153,0.74168
emptyroom_e4_ser--opt-44_-shuffled,1,1.010173,2128,0.768563,0.565431,14.079268,21658,0.415254,4264,4256,2.238424,0.224877,0.568031,13470,8,0.5805,10824,138146,8192,2.020347,0.520585,31.993902,8192,0.197371,0.383703,21612,0.526591,4096,0.624487,0.624487,0.328849,0.237198,0.666256
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,0.177412,1202.333333,0.940351,0.515371,14.476657,42769,0.299842,7454,7214,2.937107,0.538518,0.438312,20281,240,0.895428,8285,222663,300,0.354825,0.958749,133.931983,100,0.430736,0.567126,59322,0.921897,50,0.517228,0.517228,0.47683,0.053893,0.877038
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,0.180598,1231.571429,0.966192,0.508597,14.630823,49652,0.304408,8909,8621,2.965486,0.547976,0.429459,24272,288,0.89326,8287,265253,350,0.361196,0.96045,160.26535,100,0.437115,0.576721,71416,0.921204,50,0.509645,0.509645,0.469487,0.054288,0.895667
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,0.182945,1253.5,0.985315,0.503698,14.741702,56535,0.307772,10364,10028,2.986388,0.554805,0.423082,28263,336,0.891655,8289,307843,400,0.36589,0.961669,186.568603,100,0.441728,0.583625,83510,0.920703,50,0.504151,0.504151,0.464174,0.054573,0.909388
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,0.15196,330.888889,1.424066,0.41253,14.744217,6707,0.521307,3026,2978,3.512462,0.611002,0.368455,10374,48,0.903479,1320,75946,567,0.30392,0.967472,187.867812,126,0.547652,0.640012,18548,0.935199,63,0.404962,0.404962,0.37872,0.039818,0.93206
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,0.184745,1270.555556,1.00004,0.49999,14.825281,63418,0.310352,11819,11435,3.002425,0.559965,0.41827,32254,384,0.890419,8291,350433,450,0.36949,0.962586,212.852864,100,0.445221,0.588829,95604,0.920323,50,0.499989,0.499989,0.460151,0.054789,0.919915
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,0.125041,294.666667,1.221294,0.450188,13.058036,2861,0.518028,896,884,3.2696,0.55433,0.422923,3132,12,0.921086,1308,21280,189,0.250083,0.960583,48.415179,126,0.514286,0.582026,4706,0.941558,63,0.446378,0.446378,0.420291,0.035526,0.778366
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,0.153105,997.666667,0.74773,0.572171,13.142765,22120,0.265,3089,2993,2.720583,0.458753,0.513781,8308,96,0.911594,8279,94893,150,0.30621,0.943512,54.325672,100,0.377246,0.484964,23040,0.927663,50,0.580294,0.580294,0.538317,0.050583,0.734905
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,0.165719,1100,0.846698,0.541507,13.872139,29003,0.283081,4544,4400,2.832946,0.501876,0.472808,12299,144,0.903288,8281,137483,200,0.331438,0.951978,81.059199,100,0.406123,0.529636,35134,0.924559,50,0.546363,0.546363,0.505145,0.05237,0.808663
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.141785,316.4,1.347118,0.426054,14.117061,4143,0.520068,1606,1582,3.420668,0.590443,0.387985,5546,24,0.91016,1312,39502,315,0.283571,0.964754,94.784558,126,0.535669,0.619265,9320,0.937456,63,0.419924,0.419924,0.393661,0.038277,0.873968
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.172839,1161.4,0.9035,0.525348,14.247708,35886,0.293286,5999,5807,2.896369,0.524553,0.451422,16290,192,0.898521,8283,180073,250,0.345678,0.956205,107.546591,100,0.42134,0.552896,47228,0.922915,50,0.528373,0.528373,0.487644,0.053312,0.850296
