@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC

@DATA
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11813.cnf,1,?,?,?,?,?,?,?
SAT-Race-2010-CNF/hardware-verification/velev/12pipe_q0_k.cnf,1,3.8899,3.6777,0.3429,0.7335,5.0901,0.5084,2.4033
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,2.2303,2.1507,0.2453,1.535,2.3844,0.2048,1.8676
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,3.1308,0.5536,0.1585,2.6804,2.8662,0.2398,0.556
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,2.1455,2.8549,0.1402,4.321,2.1708,0.3848,3.4391
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-ss-8.cnf,1,1.76,1.065,0.124,2.9061,2.1911,0.19,0.8326
SAT_Competition2011/SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,2.9427,1.3375,0.1541,4.7941,3.1481,0.1761,1.2906
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-08.cnf,1,2.2492,1.0469,0.1146,0.8361,2.6262,0.0932,1.4748
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-2_14-k45.cnf,1,2.9239,0.9652,0.1546,1.3457,3.1511,0.1528,0.8522
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray08_32.cnf,1,1.6874,0.1652,0.0647,0.9846,1.7506,0.0612,0.2672
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-15-u.cnf,1,2.9107,0.4872,0.1626,1.0979,2.5792,0.265,0.4792
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,2.8663,1.4458,0.1406,3.0841,2.8469,0.1478,1.425
SAT_RACE2008/ibm-2002-22r-k60.cnf,1,3.4105,1.3254,0.1574,2.2394,3.4353,0.1847,1.1381
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,4.037,2.1893,0.2954,0.5216,4.6271,0.3978,1.6158
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,1.1107,4.0332,0.2282,0.1857,1.6086,0.3733,1.2934
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray02_32.cnf,1,1.7069,0.1969,0.084,1.0142,1.8073,0.065,0.4531
SAT_RACE2008/cmu-bmc-longmult15.cnf,1,2.2025,1.179,0.0801,3.3276,2.5562,0.0884,0.9753
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-04.cnf,1,2.6901,5.8534,0.1615,7.2167,3.038,0.1195,1.2241
SAT_RACE2008/schup-l2s-motst-2-k315.cnf,1,2.5402,1.2442,0.1795,3.426,2.9194,0.1771,1.2043
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-15.cnf,1,1.0516,0.5839,0.0433,1.4415,2.349,0.025,0.456
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-cha05-113.cnf,1,3.0866,1.3972,0.157,4.7794,3.283,0.1879,1.2438
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,3.0708,0.5351,0.1596,1.9615,2.793,0.247,0.517
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,2.0227,0.2801,0.0884,0.4638,2.4359,0.0755,0.5506
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_34.cnf,1,0.2903,0.0034,0.0013,0,0.6027,0.5274,0.0747
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_13_UNSAT.cnf,1,2.5287,1.1334,0.2938,0.6078,4.1952,0.2698,0.9924
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-sat-1.0-b7.cnf,1,4.251,6.9937,0.276,0.1143,5.3959,0.5811,4.3846
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq3.cnf,1,4.1162,4.4743,0.2643,0.2918,4.365,0.3308,3.157
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-01.cnf,1,3.4414,1.246,0.2131,12.1118,3.3171,0.2402,1.0764
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c10nidw_s.cnf,1,2.621,1.9589,0.1479,5.3039,2.7094,0.1711,1.7683
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-sha0-35-03.cnf,1,0.846,0.5098,0.0385,1.4489,2.5696,0.0194,0.5183
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,2.3661,0.8045,0.1522,1.3431,2.4667,0.1827,0.7561
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,2.3196,1.3736,0.1648,0.9942,2.3471,0.1882,0.7046
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7nidw.cnf,1,2.8706,1.593,0.1537,5.0305,3.0083,0.1754,1.5149
SAT-Race-2010-CNF/hardware-verification/ibm/2004_rb10Sd.k85.cnf,1,3.3577,1.3351,0.1487,1.9454,3.4745,0.1796,1.1329
SAT_Competition2007/industrial/industrial/grieu/vmpc_24.cnf,1,0.3614,0.0058,0.0021,0,0.7668,0.5229,0.086
SAT-Race-2010-CNF/mixed/palacios/sortnet-8-ipc5-h19-sat.cnf,1,3.7986,4.1274,0.249,7.3823,4.1473,0.249,2.3254
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,2.8797,0.4517,0.161,1.1309,2.5823,0.2674,0.4602
SAT-Race-2010-CNF/hardware-verification/manolios/c8n_i.cnf,1,3.1199,1.3257,0.159,4.7403,3.3982,0.1901,1.1785
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,2.9827,5.21,0.2785,0.3551,3.5214,0.3076,3.7711
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,1.9771,1.0031,0.086,0.9694,2.5299,0.0664,1.1875
SAT_Competition2011/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,1.0549,0.5841,0.0429,1.4405,2.3497,0.025,0.4551
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,2.5393,0.8485,0.3145,0.0252,2.5695,0.4272,0.8107
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-10-5p0.cnf,1,2.8573,0.7045,0.1492,1.1123,2.9644,0.2424,0.6419
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0.1093,0.8492,0.0364,0.1385,4.8658,0.0026,0.8261
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-5-15-s.cnf,1,3.058,0.5124,0.1595,2.007,2.7798,0.2476,0.4998
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,1.2974,4.8319,0.2287,0.7286,1.3173,0.3406,0.7826
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_13_UNKNOWN.cnf,1,2.4184,1.1036,0.3128,0.5855,3.9083,0.2524,0.9566
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,3.028,0.6773,0.136,9.926,3.392,0.1359,0.6215
SAT_RACE2006/SAT-Race_TS_1/hoons-vbmc-s04-07.cnf,1,1.7183,1.552,0.278,2.8611,1.7133,0.4118,1.5269
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6idw_s.cnf,1,2.9195,1.2746,0.1551,4.6936,3.1187,0.1755,1.2369
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7bidw_i.cnf,1,2.9052,1.5143,0.1516,4.8307,3.0647,0.1711,1.4341
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,2.6359,2.046,0.1472,5.3071,2.727,0.171,1.8225
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-48-01.cnf,1,0.971,0.6086,0.0385,1.5064,2.362,0.0205,0.4883
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-f9b.cnf,1,2.9372,1.7003,0.1487,5.3772,3.0342,0.198,1.5415
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,2.3661,0.8045,0.1522,1.3431,2.4667,0.1827,0.7561
SAT_RACE2008/ibm-2004-3_02_3-k95.cnf,1,3.1708,0.8418,0.1525,1.6566,3.358,0.1581,0.7714
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,4.2244,7.9283,0.2482,0.1609,4.4485,0.3497,4.8419
SAT_RACE2008/post-cbmc-aes-d-r1.cnf,1,2.432,0.9397,0.1545,50.0313,3.6826,0.0985,0.4354
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,2.8668,0.6535,0.1434,2.1691,3.0161,0.1741,0.8051
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-13-s100.cnf,1,2.3578,0.7985,0.1524,1.376,2.4635,0.1828,0.7549
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,4.2552,1.9658,0.3089,13.0859,5.6983,0.4063,1.6941
SAT-Race-2010-CNF/cryptography/mizh/sha0_35_3.cnf,1,0.846,0.5098,0.0385,1.4489,2.5696,0.0194,0.5183
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-10.cnf,1,3.568,1.0664,0.1674,2.9486,3.8199,0.193,0.8712
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-08.cnf,1,2.2492,1.0469,0.1146,0.8361,2.6262,0.0932,1.4748
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,4.2382,1.8731,0.2985,10.4181,5.473,0.3644,1.5958
SAT_RACE2006/SAT-Race_TS_2/narai-vpn-sat05-02s.cnf,1,2.0392,21.041,0.1631,2.6391,1.5685,0.3423,5.7812
SAT-Race-2010-CNF/software-verification/nec/hard-15-U-10652.cnf,1,3.0943,3.709,0.2196,6.8182,3.3548,0.2122,2.2531
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-07.cnf,1,1.7183,1.552,0.278,2.8611,1.7133,0.4118,1.5269
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,4.2466,6.9967,0.276,0.1143,5.3993,0.5808,4.3834
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,3.2568,1.276,0.3207,0.1198,3.1135,0.3847,0.983
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l44_lambda.cnf,1,3.1575,1.4436,0.1635,3.2319,3.0565,0.3617,1.8825
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8b_i.cnf,1,3.1276,1.3232,0.1606,4.6628,3.3463,0.1892,1.189
SAT_RACE2008/ibm-2002-30r-k85.cnf,1,3.4396,0.9595,0.2054,1.072,3.4781,0.2324,0.7488
SAT_Competition2011/SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.6474,0.1178,0.1403,0.05,0.6474,0.1029,0.361
SAT_Competition2011/SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,4.2466,6.9967,0.276,0.1143,5.3993,0.5808,4.3834
SAT_Competition2011/SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,2.545,1.2176,0.1627,2.8376,2.9395,0.1634,1.2259
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/schup-l2s-motst-2-k315.cnf,1,2.5402,1.2442,0.1795,3.426,2.9194,0.1771,1.2043
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6n.cnf,1,3.1568,1.2354,0.1602,5.1268,3.3843,0.1964,1.1417
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,2.9669,0.5915,0.1062,3.3321,2.9766,0.1407,0.5417
SAT_RACE2008/cmu-bmc-longmult13.cnf,1,2.2837,1.1677,0.0889,3.5401,2.5923,0.0903,0.9706
SAT_RACE2008/mizh-md5-47-3.cnf,1,0.9811,0.604,0.0385,1.5106,2.3705,0.0207,0.4858
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-09.cnf,1,4.0405,3.3786,0.3273,0.7069,5.2356,0.5132,2.354
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-12.cnf,1,3.4094,1.4103,0.1642,1.6093,3.5139,0.1921,1.1119
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_08_UNSAT.cnf,1,2.6543,1.1393,0.2783,0.675,4.1255,0.2919,0.8942
SAT_Competition2011/SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,2.8772,0.4636,0.1177,3.6537,2.9065,0.1331,0.3773
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l40_lambda.cnf,1,3.1773,1.3885,0.1633,3.3131,3.0968,0.3573,1.8083
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-term1mul.cnf,1,2.0588,2.5098,0.0714,0.0037,1.94,0.1588,1.5425
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,4.1776,5.1526,0.2635,0.2758,4.3959,0.3408,3.5679
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,2.8139,1.447,0.1504,4.9676,3.026,0.1772,1.354
SAT_RACE2008/mizh-md5-48-5.cnf,1,0.9694,0.6089,0.0384,1.502,2.3602,0.0205,0.4885
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-27.cnf,1,0.0208,0.0048,0.0018,0,0.7049,0.5246,0.0821
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,1.4774,2.7182,0.2116,0.3389,1.8377,0.4032,1.1108
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxand/maxand064.cnf,1,2.8825,1.5188,0.238,6.4492,3.3061,0.221,1.0689
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,3.079,2.1801,0.32,0.0486,3.7149,0.5524,1.0806
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,1.7881,0.936,0.2542,0.4649,1.795,0.3249,0.3946
SAT-Race-2010-CNF/cryptography/mizh/md5_47_4.cnf,1,0.9795,0.6042,0.0385,1.5081,2.37,0.0207,0.4859
SAT_Competition2007/industrial/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,2.7559,3.5766,0.1239,2.933,2.9171,0.1577,3.0638
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/een-tip-sat-texas-tp-5e.cnf,1,2.7663,0.3643,0.2119,389.9783,2.4006,0.26,0.3581
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc979.cnf,1,?,?,?,?,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,1.9915,1.0662,0.343,0.4987,3.5804,0.2315,1.0311
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,2.9439,0.7411,0.1483,0.8793,3.0927,0.2256,0.6533
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/smulo/smulo128.cnf,1,1.5792,2.3165,0.0623,0.9303,1.3679,0.14,2.9028
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-06.cnf,1,3.0833,6.3716,0.1756,8.3929,3.1792,0.1533,1.0265
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0.0208,0.0048,0.0018,0,0.7049,0.5246,0.0821
SAT-Race-2010-CNF/software-verification/nec/hard-12-U-7061.cnf,1,3.0545,2.717,0.1789,4.575,3.1389,0.1565,2.3827
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,2.4104,0.3073,0.107,0.6028,2.1708,0.1438,0.8175
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,3.3371,0.7639,0.1523,1.4649,3.4336,0.166,0.6814
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,2.898,0.5067,0.1634,1.092,2.5698,0.2637,0.4918
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-03-k70.cnf,1,3.2012,1.0954,0.1515,1.7354,3.35,0.1647,0.9265
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.13.unsat.cnf,1,2.0668,0.3043,0.0855,0.4523,2.4131,0.0767,0.6218
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq46_a.cnf,1,3.2107,4.4955,0.2747,0.3494,3.6972,0.3119,3.3508
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,2.4662,1.9632,0.0839,60.4803,3.8985,0.0627,0.6437
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-15-10p1.cnf,1,2.9748,0.7018,0.1488,0.9494,3.0684,0.2222,0.6028
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,1.7409,1.6876,0.0857,1.9529,2.1363,0.0871,2.1062
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_17_SAT.cnf,1,2.3006,1.1077,0.3399,0.5092,3.603,0.2403,1.0142
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,3.1361,0.7375,0.1844,2.9247,3.1318,0.1911,0.8213
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-05r-k90.cnf,1,3.5313,1.0796,0.1632,1.3152,3.7291,0.1896,0.9054
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,1.5172,2.3027,0.2054,0.1724,1.7602,0.3748,1.109
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-26.cnf,1,1.9086,1.1725,0.1099,0.9492,2.5474,0.0747,1.9705
SAT_Competition2011/SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,3.8051,0.5241,0.1983,1.9864,3.6566,0.5433,0.4914
SAT_Competition2007/industrial/industrial/grieu/vmpc_34.cnf,1,0.2903,0.0034,0.0013,0,0.6027,0.5274,0.0747
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,1.8378,1.5018,0.0511,0.0814,4.8793,0.0301,1.1167
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,2.0429,2.2135,0.1846,1.7003,2.0559,0.1645,1.7792
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,2.5713,3.1498,0.1284,1.1404,2.5751,0.1289,2.7875
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,4.2266,6.6361,0.2828,0.122,5.2325,0.57,4.0607
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_06_UNSAT.cnf,1,2.515,1.0478,0.2868,0.8421,3.9633,0.3248,0.8072
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,3.1716,1.4024,0.1633,3.2919,3.0882,0.3584,1.8273
SAT_RACE2006/SAT-Race_TS_2/velev-sss-1.0-05.cnf,1,3.6462,1.3267,0.1769,0.4155,3.9018,0.2019,1.0929
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,2.991,0.9157,0.1074,2.0286,3.0819,0.1458,0.8975
SAT_RACE2008/manol-pipe-c8nidw.cnf,1,2.7561,1.7579,0.1501,5.1973,2.8551,0.1748,1.6079
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-27r-k95.cnf,1,3.3709,1.0148,0.1394,2.0368,3.4735,0.1774,0.7236
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g10idw.cnf,1,2.7719,1.4065,0.1528,4.9421,3.0084,0.1721,1.3212
SAT_RACE2008/anbul-dated-5-15-u.cnf,1,3.1086,0.4931,0.1578,2.2512,2.7792,0.2459,0.49
SAT_Competition2011/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,3.7986,4.1274,0.249,7.3823,4.1473,0.249,2.3254
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-uns-2.0-02.cnf,1,4.0364,3.9504,0.2563,0.3455,4.305,0.3185,2.8409
SAT_Competition2011/SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,2.1014,0.2977,0.0924,0.4448,2.4462,0.0784,0.569
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,3.001,10.3165,0.1209,2.7759,2.976,0.1626,8.9522
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,3.0313,2.591,0.1727,4.7455,3.1201,0.1528,2.0724
SAT_RACE2008/cmu-bmc-barrel6.cnf,1,1.4903,0.5465,0.2281,2.8433,1.6525,0.1338,0.9232
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,1.2747,2.2361,0.056,1.0284,2.5795,0.0342,3.2568
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,2.0088,2.0667,0.2432,8.8561,2.7583,0.1607,1.4935
SAT_RACE2008/ibm-2002-22r-k80.cnf,1,3.6848,1.1994,0.1665,2.0968,3.6656,0.22,0.9804
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,2.2843,2.378,0.1814,1.7447,2.1095,0.1641,3.0828
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,3.2097,0.645,0.1632,2.431,3.2614,0.2024,0.5834
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,3.1276,1.3232,0.1606,4.6628,3.3463,0.1892,1.189
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,2.7545,10.6282,0.2412,6.4486,2.6179,0.2221,12.4845
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04.cnf,1,3.988,2.2171,0.2225,0.3753,3.9397,0.3439,1.5991
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_14_UNSAT.cnf,1,2.5069,1.1474,0.2967,0.5663,4.0692,0.2609,1.0213
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,2.9827,5.21,0.2785,0.3551,3.5214,0.3076,3.7711
SAT_RACE2006/SAT-Race-Benchmarks/maris-s03-gripper11.cnf,1,1.7838,0.6808,0.2615,0.0948,1.3235,0.473,0.5187
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,2.8965,0.7117,0.1478,0.9512,3.0005,0.2293,0.6325
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-5.cnf,1,0.9786,0.6044,0.0385,1.5062,2.368,0.0207,0.486
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,1.3643,3.3383,0.2358,0.4432,1.3872,0.3598,0.7623
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,2.9027,0.7304,0.1493,0.8771,3.068,0.2236,0.6447
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p0.cnf,1,2.8561,0.7408,0.148,0.8585,3.004,0.2256,0.6555
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.0-7.cnf,1,4.2533,2.8108,0.2722,0.1531,4.8616,0.4721,2.1164
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,1.7972,18.3064,0.1574,2.2681,1.3348,0.3221,5.2702
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_07_UNSAT.cnf,1,2.6432,1.1087,0.2785,0.7736,4.1354,0.3085,0.8371
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,2.1014,0.2977,0.0924,0.4448,2.4462,0.0784,0.569
SAT_RACE2008/velev-engi-uns-1.0-4nd.cnf,1,4.0084,2.2027,0.2222,0.3709,3.9501,0.3446,1.5913
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,2.8812,0.7743,0.1826,1.9496,2.7661,0.1738,0.9761
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,2.8874,0.4687,0.1619,1.1247,2.586,0.2659,0.469
SAT_RACE2008/velev-fvp-sat-3.0-b18.cnf,1,3.9795,1.1802,0.2971,0.1674,5.0005,0.3856,1.8787
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_33.cnf,1,0.2896,0.0037,0.0013,0,0.6187,0.5271,0.0806
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,2.7463,0.8846,0.1553,1.8066,3.2592,0.1197,1.5383
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,2.9565,0.7413,0.1492,0.8797,3.1284,0.227,0.649
