@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC

@DATA
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_508.cnf,1,0.0025,0.077,0.6772,1.1742,0.7047,0.0905,0.8067,0.923,0.6664,0.0237,3.343,22.3921,27.5149,13.9332,0,0.2622
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,0.7667,0.5667,0.7767,0.8056,0.8549,0.0186,0.8887,0.7667,0.7475,0.05,0,2,2.5407,2.0303,0.1429,0.0847
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0.0088,0.0707,0.6877,1.2004,0.6764,0.0871,0.799,0.9293,0.6777,0.0211,3.5107,27.7181,30.3236,30.3522,0,8.0151
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,0.9519,0.9519,0.7968,1.8071,0.7614,0.0842,0.9161,0.9519,0.7188,0.0025,2.7203,53.5417,42.2852,84.3548,0.0345,3.8541
./SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.0286,0.7571,0.4948,0.591,0.9854,0.0001,0.9992,0.0286,0.4948,0.014,0,0,7.5948,0.1225,0.3333,41.6053
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p15-s54275047.cnf,1,0.9757,0.9757,0.853,2.2071,0.8734,0.1304,0.9316,0.9757,0.6901,0.0025,3.2939,38.5806,75.7992,972.808,0.0258,4.9271
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf,1,0.9438,0.6999,0.9385,2.0058,0.9385,0.0013,0.9499,0.9438,0.9375,0.0025,0,12.9289,10.9682,45.5792,0.0294,11.6045
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g3.cnf,1,0.9523,0.9523,0.7914,1.8073,0.7575,0.0836,0.923,0.9523,0.7212,0.0028,2.7466,53,43.9316,738,0.0345,5.3709
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1,0.0112,0.0753,0.6759,1.1319,0.668,0.0966,0.806,0.9247,0.6592,0.0264,3.5633,23.0805,24.4192,16.0188,0,6.6568
./SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.8333,0.6361,0.5832,0.4472,0.6433,0.0001,0.8281,0.8333,0.5831,0.0083,0,5.5777,1.0144,9.9142,0,0.2404
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_060.shuffled.cnf,1,0,0.2105,0.0172,0.082,0.6115,0.7669,0.7622,0.0075,0.0082,0.0833,1.3482,4.1504,1.6243,5.0653,0,0.3522
./SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,0.798,0.6758,0.0477,0.5805,0.2452,0.9356,0.5435,0.9008,0.0136,0.0005,1.6517,822,9.0277,1202.67,2.2979,0.5642
./SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0.1575,0.8164,0.3463,0.3452,0.0977,0.5239,0.4477,0.6133,0.061,0.0081,3.4537,844.889,2.5805,627.6,0.4144,0.1526
./SAT04/handmade/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf,1,0,0.8423,0.5709,0.2484,0.2941,0.1203,0.7239,0.8423,0.5231,0.0136,2.7132,49.8299,3.4226,40.4504,0.3333,0.2905
./SAT04/handmade/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf,1,0.9463,0.9463,0.8242,1.6617,0.759,0.02,0.9022,0.9463,0.813,0.0037,2.7629,276.616,36.3003,93.8727,0.04,5.5876
./SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf,1,0.4286,0.7631,0.8262,0.6689,0.3103,0.3275,0.8095,0.8446,0.326,0.0058,2.7836,29.0846,3.5783,25.651,0.0017,1.6403
./SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,0.0727,0.1384,0.6668,0.3791,0.2353,0.2024,0.4971,0.0891,0.6176,0.0203,2.7434,51.6197,0.6452,41.0273,0.0327,0.2134
./SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,0.7895,0.7895,0.7156,0.8215,0.8619,0,0.9023,0.7895,0.7155,0.0643,0,1.0574,1.7588,1.6779,0,0.3675
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,0.0153,0.2739,0.0014,0.085,0.1071,2.1952,0.2927,0.0724,0.0002,0.0056,0.696,31.6777,0.1959,15.161,1.0501,1.6872
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf,1,0.0337,0.4111,0.0003,0.3801,0.2957,1.1369,0.6972,0.0339,0,0.0733,2.2503,12.1485,11.4962,8.0167,0.3723,0.2628
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf,1,0,0.2555,0.0062,0.1227,0.219,1.509,0.5213,0,0.0007,0.0237,0.6084,24.3157,1.5759,24.2858,0,0.1451
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,1,0.9646,0.729,0.9234,1.7386,0.9993,0.0003,0.9996,0.9646,0.9233,0.0035,0,1,14.5742,6.822,0.0357,20.9217
./SAT02/handmade/pehoushek/twentyvars/7cnf20_90000_90000_7.shuffled.cnf,1,0,0.0685,0.0095,0,0.8122,0.7744,0.8521,0,0.0078,0.3688,1.9831,1.9969,2.5884,2.5652,0,0.4769
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,0.9545,0.9545,0.854,1.913,0.8452,0.1872,0.9026,0.9545,0.6826,0.002,2.6088,64,49.5251,32.35,0.0313,0.3167
./SAT03/handmade/anton/UNSAT/SGI_30_70_29_50_3-dir.shuffled-as.sat03-179.cnf,1,0.9662,0.6839,0.8667,1.8499,0.8676,0.0201,0.9407,0.9662,0.8557,0.0057,3.0575,12.7917,38.5622,51.3814,0.0345,8.6927
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes2.cnf,1,0.9534,0.9534,0.8507,1.8787,0.8443,0.1901,0.9244,0.9534,0.6855,0.0021,2.6106,54.5294,45.0726,117.045,0.0323,3.5914
./SAT03/handmade/stanion/hwb/hwb-n28-01-S136611085.shuffled-as.sat03-1627.cnf,1,0.0101,0.3472,0.0019,0.2758,0.4716,2.3058,0.9305,0.3864,0.0005,0.0808,0.4636,4.3166,1.294,4.9113,0.3939,0.4372
./SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0.9049,0.9049,0.7297,1.1406,0.6055,0.0434,0.8301,0.9049,0.7129,0.0054,3.1687,42.2937,15.5662,25.4733,0.0769,0.1961
./SAT11/crafted/skvortsov/battleship/battleship-10-19-sat.cnf,1,0.8953,0.8953,0.8159,1.377,0.9062,0,0.9304,0.8953,0.8159,0.0199,0,0.3796,2.4202,1.4281,0,0.567
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,0.0069,0.2615,0.0001,0.0581,0.0486,3.149,0.1086,0.0338,0.0001,0.0013,0.4093,455.2,0.2739,524.5,1.0245,1.3576
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf,1,0.933,0.933,0.7959,1.4728,0.8273,0.019,0.9285,0.933,0.7867,0.0055,2.9364,26.9686,26.9584,14.3492,0.05,0.202
./SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf,1,0.8333,0.6406,0.5832,0.4472,0.6564,0.0001,0.8159,0.8333,0.5831,0.0104,0,4.663,1.0583,8.191,0,0.2183
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4231.cnf,1,0,0.0997,0.5467,0.0844,0.3247,0.2112,0.4046,0,0.4369,0.0018,3.2331,170.5,1.9432,215.125,0.0024,0.284
./SAT07/crafted/spence/hard/s113-100.cnf,1,0,0.5,0.0033,0,0.8203,1.6635,0.9596,1,0.0011,0.0508,0.2557,1.0868,0.8284,2.6353,0,0.5236
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,1,0,0.0997,0.547,0.083,0.3279,0.2103,0.3802,0,0.439,0.0018,3.2291,160.5,2.2986,297.857,0.0021,1.7123
./SAT11/crafted/mosoi/289/289-unsat-6x34.cnf,1,0.0179,0.7545,0.4431,0.5859,0.8153,0.0002,0.8942,0.0179,0.4431,0.0097,0,12.3425,8.9036,10.8994,0.3333,5.8433
./SAT11/crafted/mosoi/289/289-sat-6x8.cnf,1,0.0789,0.7697,0.6098,0.6149,0.9996,0,0.9999,0.0789,0.6098,0.0395,0,0,3.5405,0,0.3333,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf,1,0.944,0.944,0.8217,1.6249,0.7524,0.0187,0.8997,0.944,0.8115,0.0041,2.8657,38.71,34.3049,24.4557,0.0417,1.4633
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_60_1-dir.shuffled-as.sat03-167.cnf,1,0.966,0.7289,0.8654,1.891,0.8909,0.0174,0.9575,0.966,0.8581,0.0062,2.9436,31.0703,38.5468,10.6299,0.0345,0.1673
./SAT11/crafted/mosoi/289/289-sat-9x13.cnf,1,0.0303,0.7576,0.5015,0.5919,0.9469,0.0001,0.9962,0.0303,0.5015,0.0167,0,0.0046,6.8892,0.2455,0.3333,45.3542
./SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.0205,0.7551,0.4585,0.5872,0.8434,0.0002,0.9537,0.0205,0.4584,0.0117,0,0.0411,7.7862,0.1187,0.3333,25.4337
./SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.1112,0.6253,0.6291,1.0846,0.0506,0.3001,0.1567,0.7744,0.4192,0.003,2.8102,1446.37,2.6966,67.8,0.004,0.0925
./SAT03/handmade/anton/UNSAT/SGI_30_60_29_30_6-dir.shuffled-as.sat03-130.cnf,1,0.98,0.7352,0.9009,1.9496,0.8382,0.015,0.9515,0.98,0.8885,0.005,2.9186,10.5625,36.237,9.0432,0.0345,0.1678
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_512.cnf,1,0,0.5,0,0,0.3424,0,0.5425,0,0,0.0138,0,18.3205,1.0291,21.9975,0,0.2951
./SAT04/handmade/marijn/equilarge-l/equilarge_l2.used-as.sat04-894.cnf,1,0.0763,0.5045,0,0.156,0.2243,2.3696,0.6366,0.172,0,0.034,0.7891,90.7405,0.4517,89.5522,0.7735,0.8378
./SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,0.5065,0.5164,0.8274,0.6143,0.5699,0.1666,0.7966,0.7477,0.7359,0.0424,2.5441,13.8978,6.0914,12.5592,0.1359,1.8713
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g10.cnf,1,0.9554,0.9554,0.7976,1.8728,0.8019,0.0851,0.8819,0.9554,0.723,0.0021,2.7294,61.7241,46.1257,28.4211,0.0323,0.1553
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_3-log.shuffled-as.sat03-109.cnf,1,0,0.0106,0.0256,0.016,0.5228,0.727,0.648,0,0.005,0.1071,1.7367,10.7641,1.289,11.6085,0,0.1561
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf,1,0.0112,0.0753,0.6746,1.1317,0.6729,0.0966,0.8055,0.9247,0.6595,0.0266,3.5563,17.1252,24.4672,13.6928,0,3.6279
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-16_238.cnf,1,0,0.1119,0.5977,0.92,0.6925,0.1387,0.8114,0.8881,0.5892,0.0254,2.9401,16.2529,13.681,13.1204,0,3.4482
./SAT03/handmade/anton/UNSAT/SGI_30_70_21_60_7-log.shuffled-as.sat03-151.cnf,1,0,0.0114,0.1199,0.0162,0.5726,0.5129,0.7013,0,0.0245,0.1219,1.4088,6.9102,1.5338,7.7246,0,0.1683
./SAT11/crafted/spence/sgen/sgen3-n190-s29985700-unsat.cnf,1,0,0.5,0.0024,0,0.7821,2.037,0.9633,1,0.0007,0.0303,0.1725,1.1276,0.6532,2.807,0,0.5794
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf,1,0.9793,0.9793,0.8965,2.1151,0.8609,0.0231,0.9585,0.9793,0.88,0.0031,3.1627,650.414,57.9307,178.667,0.028,6.833
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0.9259,0.9259,0.779,1.3838,0.8177,0.0217,0.9199,0.9259,0.7695,0.0062,2.9039,23.006,24.4985,17.7472,0.0556,5.6371
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0,0.0104,0.0972,0.0162,0.5219,0.4844,0.66,0,0.0064,0.0983,1.3313,9.9479,1.2817,10.9302,0,0.1635
./SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,1,0.0805,0.4086,0,0.1804,0.3345,2.13,0.9002,0.3543,0,0.0594,0.4872,44.5087,0.5539,41.7216,2.6674,0.2256
./SAT11/crafted/skvortsov/battleship/battleship-14-14-unsat.cnf,1,0.8667,0.8667,0.7361,1.1331,0.8186,0.0001,0.8588,0.8667,0.7361,0.0184,0,12.9404,3.2711,13.4627,0,0.1603
./SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0.125,0.7813,0.5758,0.6364,1,0.0001,1,0.125,0.5757,0.0573,0,0,2.638,0,0.3333,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf,1,0.956,0.956,0.85,1.9057,0.807,0.1762,0.9044,0.956,0.6985,0.0021,2.6704,63.9545,52.8931,3150.06,0.0313,4.0825
./SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,1,0.0114,0.7529,0.3933,0.5828,0.7019,0.001,0.7843,0.0114,0.3932,0.0068,0,43.403,10.1197,63.1223,0.3333,3.7613
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes5.cnf,1,0.9405,0.9405,0.8099,1.5477,0.7748,0.0193,0.8827,0.9405,0.8014,0.0045,2.9779,32.7113,30.5551,18.547,0.0455,0.5777
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p30-s88600538.cnf,1,0.987,0.987,0.9732,2.7455,0.8906,0.0519,0.9507,0.987,0.9507,0.0013,3.4963,21234.2,131.404,15601.2,0.0167,2.822
./SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,0.0712,0.1382,0.6668,0.3789,0.2388,0.2056,0.538,0.0881,0.6212,0.0201,2.6646,53.422,0.6236,42.9407,0.0331,0.1927
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes3.cnf,1,0.9548,0.9548,0.8001,1.8771,0.8042,0.0834,0.8956,0.9548,0.7268,0.0023,2.662,1199.59,50.4158,1891.56,0.0323,4.9234
./SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,0.9893,0.7612,0.9302,1.6885,0.9737,0.0169,0.9868,0.9893,0.9127,0.0074,2.765,11.5349,32.4504,2.5883,0.0345,0.3073
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,0,0.5,0,0,0.3325,0,0.3361,0,0,0.0004,0,1693,0.9618,1877,0,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2100c215164gyes4.cnf,1,0.9506,0.9506,0.7882,1.8118,0.8314,0.0888,0.9295,0.9506,0.7106,0.0024,2.7149,599.912,46.8651,1845.88,0.0345,5.0275
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0.9397,0.9397,0.8093,1.5475,0.7576,0.0189,0.9099,0.9397,0.8005,0.0047,2.786,32.9006,29.9518,16.9154,0.0455,0.2013
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,0.9834,0.9834,0.9835,2.7515,0.8584,0.062,0.93,0.9834,0.9625,0.0012,3.1765,544.25,169.254,19134,0.0166,1.9939
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,0,0.2583,0.0074,0.135,0.2114,1.4754,0.4732,0,0.0008,0.0248,0.7043,26.4657,1.5756,26.4137,0,0.1481
./SAT09/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,0.145,0.8316,0.3815,0.3581,0.039,0.4934,0.1148,0.6174,0.0915,0.0065,3.3729,2544,7.3133,4194.67,0.4229,1.4482
./SAT11/crafted/skvortsov/battleship/battleship-12-23-sat.cnf,1,0.9134,0.9134,0.8398,1.5467,0.9127,0,0.9333,0.9134,0.8397,0.0138,0,0.3374,2.7287,1.2624,0,1.5054
./SAT11/crafted/mosoi/289/289-unsat-5x41.cnf,1,0.0184,0.7546,0.4464,0.5862,0.8481,0.0003,0.9295,0.0184,0.4463,0.0096,0,4.7159,7.956,1.3685,0.3333,0.4892
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_110.shuffled.cnf,1,0,0.1908,0.0105,0.0564,0.5735,0.7665,0.7382,0.0016,0.0046,0.0455,0.9627,6.93,1.4423,7.9615,0,0.2981
./SAT05/crafted/sorge05/QG8/iso-ukn009.shuffled-as.sat05-3632.cnf,1,0.7141,0.5507,0.7276,0.7837,0.2911,0.2832,0.9448,0.7398,0.4982,0.056,3.3326,15.9691,2.745,9.8856,2.0757,0.3952
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,0.2953,0.6256,0.0974,0.3659,0.0929,0.8819,0.3999,0.5966,0.0369,0.2837,2.2862,24.9964,1.8015,19.5275,1.7619,0.1946
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes7.cnf,1,0.9523,0.9523,0.7894,1.8075,0.7799,0.0869,0.9181,0.9523,0.7182,0.0026,2.694,53,43.6323,628.333,0.0345,5.2527
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf,1,0.1883,0.5073,0.0977,0.3926,0.1236,0.8439,0.5511,0.4677,0.0369,0.2814,2.5365,14.5402,1.4727,11.9656,2.4872,0.1872
./SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,1,0,0.297,0,0.0136,0.2602,8.3598,0.6245,0.003,0,0.0299,0.044,1.4607,0.9011,5.3182,0.0075,0.4089
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0.9802,0.9802,0.9812,2.4079,0.8884,0.0673,0.9433,0.9802,0.9539,0.0017,3.2172,58.3636,98.7117,50.4,0.0215,0.0488
./SAT11/crafted/mosoi/289/289-sat-11x4.cnf,1,0.0909,0.7727,0.5993,0.6205,0.9999,0,1,0.0909,0.5993,0.0427,0,0,3.2526,0,0.3333,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p30-s84954709.cnf,1,0.9818,0.9818,0.8903,2.4442,0.8848,0.0997,0.9461,0.9818,0.8088,0.0021,2.9496,1120.06,78.0576,1537.12,0.0217,4.8186
./SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.0319,0.758,0.5077,0.5926,0.9544,0.0001,0.9967,0.0319,0.5077,0.0175,0,0.0008,6.6224,0.0017,0.3333,48.3218
./SAT11/crafted/mosoi/289/289-sat-11x10.cnf,1,0.0323,0.7581,0.509,0.5928,0.9571,0.0001,0.9969,0.0323,0.509,0.0178,0,0.0007,6.5961,0.1894,0.3333,48.3632
./SAT11/crafted/mosoi/289/289-sat-12x15.cnf,1,0.0191,0.7548,0.4505,0.5865,0.8255,0.0001,0.947,0.0191,0.4505,0.011,0,0.3172,7.3884,1.3253,0.3333,23.6629
./SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,1,0.0209,0.3685,0.0006,0.2773,0.4151,2.6844,0.9302,0.4071,0.0001,0.0731,0.6138,5.7268,1.1995,5.955,0.3697,0.4294
./SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,0.1475,0.2739,0.995,0.2387,0.725,0.1245,0.966,0.1487,0.8955,0.0158,1.361,20.5616,10.1594,14.4749,0.1233,0.3901
./SAT11/crafted/spence/sgen/sgen3-n120-s55656844-unsat.cnf,1,0,0.5238,0.0045,0,0.8131,1.5509,0.9599,1,0.0014,0.0357,0.2852,1.0951,0.7945,2.6165,0,0.5299
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes1.cnf,1,0.9446,0.9446,0.8242,1.6247,0.7856,0.016,0.9224,0.9446,0.8157,0.0037,2.7956,165.596,34.2672,19.1618,0.0417,0.1719
./SAT11/crafted/mosoi/289/289-unsat-21x39.cnf,1,0.0039,0.751,0.5804,0.5792,0.5032,0.3374,0.5658,0.0039,0.3476,0.0024,0,3448.09,31.2083,1116.75,0.3333,0.017
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0.9261,0.9261,0.7805,1.3868,0.8286,0.0199,0.9425,0.9261,0.7717,0.0065,2.8138,22.1132,24.2171,40.1228,0.0556,12.8502
./SAT03/handmade/gomes/bqwh/bqwh.60.1152.shuffled-as.sat03-1650.cnf,1,0.9532,0.713,0.7851,0.4767,0.4565,0.0803,0.649,0.955,0.7338,0.0005,2.6307,294.556,2.848,186.636,0,0.1742
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g7.cnf,1,0.0203,0.3379,0.0174,0.4113,0.2788,0.9369,0.6902,0.0205,0.0131,0.0444,2.6207,9.8629,13.4842,5.971,0.2347,0.4565
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,1,0.9742,0.9742,0.8796,2.1832,0.8801,0.0253,0.9563,0.9742,0.8639,0.0035,2.8969,364.852,51.6619,16.6618,0.0278,1.858
./SAT09/CRAFTED/modcircuits/mod3block_2vars_11gates_u2_autoenc.cnf,1,0.9725,0.9725,0.879,1.7007,0.8987,0.0238,0.9596,0.9725,0.8652,0.0086,2.7913,6.7953,25.0503,10.2306,0.0455,14.0629
./SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.2051,0.698,0.6406,0.5989,0.1271,0.4244,0.634,0.8122,0.1091,0.0099,2.6643,19.3266,1.5776,19.7369,0.0055,0.216
./SAT11/crafted/spence/sgen/sgen3-n130-s30940966-unsat.cnf,1,0,0.5072,0.0033,0,0.8016,1.7615,0.9599,1,0.001,0.0435,0.2274,1.1078,0.7671,2.7011,0,0.5343
./SAT04/handmade/andrew/composite/Composite-024BitPrimes-1.used-as.sat04-861.cnf,1,0.104,0.3576,0.1712,0.2366,0.1505,0.6159,0.4805,0.2202,0.1563,0.045,1.119,72.9698,0.8,66.1741,0.1365,0.2388
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,0.2415,0.5526,0.0756,0.9928,0.1206,0.9193,0.499,0.5521,0.0283,0.2471,2.1954,16.3016,1.3709,14.0239,1.8421,0.2026
./SAT11/crafted/spence/sgen/sgen3-n180-s34713902-sat.cnf,1,0.8333,0.6713,0.5832,0.4472,0.6788,0.0001,0.8349,0.8333,0.5831,0.0139,0,3.708,1.1278,6.4189,0,0.2429
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0.962,0.962,0.8591,1.9397,0.8803,0.0268,0.9519,0.962,0.843,0.0046,3.1807,29.3121,41.4118,18.1284,0.0347,0.0955
./SAT03/handmade/anton/UNSAT/SGI_30_80_28_70_8-dir.shuffled-as.sat03-215.cnf,1,0.9797,0.7483,0.8884,1.9141,0.9308,0.0242,0.978,0.9797,0.8732,0.0055,2.8978,9.0903,40.1438,9.6503,0.0345,0.0955
./SAT11/crafted/mosoi/289/289-sat-7x6.cnf,1,0.0909,0.7727,0.5993,0.6205,0.9998,0,1,0.0909,0.5993,0.0447,0,0,3.2192,0,0.3333,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p30-s52376212.cnf,1,0.9855,0.9855,0.9743,2.4659,0.8806,0.0601,0.9306,0.9855,0.9493,0.0016,3.2003,6885.9,94.8668,41.0714,0.02,0.1247
./SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,0.9798,0.7508,0.8942,1.9099,0.8884,0.018,0.9462,0.9798,0.8817,0.0057,3.1132,11.8442,39.9959,44.2013,0.0345,9.9717
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,0.9723,0.7269,0.8895,1.8311,0.9643,0.0203,0.9826,0.9723,0.8816,0.009,2.8225,2.4321,36.1181,7.0886,0.0345,13.0641
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,0.9772,0.9772,0.8835,2.3039,0.8917,0.0374,0.9564,0.9772,0.8561,0.0029,3.3837,21.8039,61.7148,1091.88,0.0251,6.452
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,0.0236,0.4588,0.0003,0.3084,0.2863,1.2961,0.8424,0.0236,0.0001,0.0807,1.5106,12.7195,15.0293,8.2423,0.5856,0.3831
./SAT11/crafted/mosoi/289/289-unsat-14x34.cnf,1,0.0069,0.7517,0.3263,0.5807,0.6057,0.1553,0.6509,0.0069,0.314,0.0042,0,253.591,20.2505,285.211,0.3333,0.6413
./SAT02/handmade/simon/satex-challenges/f600.shuffled.cnf,1,0,0.5262,0.2135,0.0527,0.3172,0.5608,0.5474,0.9752,0.1135,0.0099,3.3924,14.6103,0.9037,18.2723,0.0204,0.426
