@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC

@DATA
benchmarks/bacp/bacp-16.mzn_AND_NODATA,1,3.247323,1.031617,0.969352,6.629357,5,50,3.1478
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_4.dzn,1,2.514874,1.514974,0.660077,24.253497,0,200,1.660011
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_10.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_3.dzn,1,2.082017,0.181995,5.494649,1.161539,0,40,11.439952
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_3.dzn,1,2.044104,0.095264,10.497105,1.106282,0,80,21.457178
benchmarks/bacp/bacp-21.mzn_AND_NODATA,1,3.242223,1.029067,0.971754,6.629357,5,50,3.150644
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_4.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/bacp/bacp-20.mzn_AND_NODATA,1,3.244263,1.030087,0.970792,6.629357,5,50,3.149505
benchmarks/bacp/bacp-22.mzn_AND_NODATA,1,3.250382,1.033146,0.967917,6.629357,5,50,3.146101
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_7.dzn,1,2.044104,0.095264,10.497105,1.106282,0,80,21.457178
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_3.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_1.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/bacp/bacp-26.mzn_AND_NODATA,1,3.248343,1.032126,0.968874,6.629357,5,50,3.147233
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_7.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/bacp/bacp-25.mzn_AND_NODATA,1,3.257522,1.036716,0.964584,6.629357,5,50,3.142154
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_8.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/bacp/bacp-2.mzn_AND_NODATA,1,3.253442,1.034676,0.966486,6.629357,5,50,3.144406
benchmarks/bacp/bacp-23.mzn_AND_NODATA,1,3.247323,1.031617,0.969352,6.629357,5,50,3.1478
benchmarks/bacp/bacp-18.mzn_AND_NODATA,1,3.256502,1.036206,0.965059,6.629357,5,50,3.142717
benchmarks/bacp/bacp-4.mzn_AND_NODATA,1,3.265681,1.040796,0.960804,6.629357,5,50,3.137678
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_6.dzn,1,2.045266,0.095264,10.497105,1.106282,0,80,21.469369
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_6.dzn,1,2.514724,1.514974,0.660077,24.253497,0,200,1.659912
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_9.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_7.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_10.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/bacp/bacp-19.mzn_AND_NODATA,1,3.247323,1.031617,0.969352,6.629357,5,50,3.1478
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_3.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_8.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_4.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_7.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_6.dzn,1,2.045266,0.095264,10.497105,1.106282,0,80,21.469369
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_6.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_7.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_8.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_8.dzn,1,2.514774,1.514974,0.660077,24.253497,0,200,1.659945
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_8.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_9.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_9.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/bacp/bacp-17.mzn_AND_NODATA,1,3.255482,1.035696,0.965534,6.629357,5,50,3.143279
benchmarks/bacp/bacp-24.mzn_AND_NODATA,1,3.254462,1.035186,0.96601,6.629357,5,50,3.143842
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_10.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_4.dzn,1,2.514824,1.514974,0.660077,24.253497,0,200,1.659978
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_1.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_1.dzn,1,2.514874,1.514974,0.660077,24.253497,0,200,1.660011
benchmarks/bacp/bacp-14.mzn_AND_NODATA,1,3.251402,1.033656,0.96744,6.629357,5,50,3.145535
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_3.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_1.dzn,1,2.045266,0.095264,10.497105,1.106282,0,80,21.469369
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_5.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_6.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_2.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/bacp/bacp-28.mzn_AND_NODATA,1,3.239164,1.027537,0.973201,6.629357,5,50,3.152357
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_7.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_4.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_8.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_6.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_5.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_7.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_9.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_9.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_3.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/bacp/bacp-15.mzn_AND_NODATA,1,3.244263,1.030087,0.970792,6.629357,5,50,3.149505
benchmarks/bacp/bacp-11.mzn_AND_NODATA,1,3.252422,1.034166,0.966963,6.629357,5,50,3.14497
benchmarks/bacp/bacp-1.mzn_AND_NODATA,1,3.250382,1.033146,0.967917,6.629357,5,50,3.146101
benchmarks/bacp/bacp-27.mzn_AND_NODATA,1,3.247323,1.031617,0.969352,6.629357,5,50,3.1478
benchmarks/bacp/bacp-5.mzn_AND_NODATA,1,3.251402,1.033656,0.96744,6.629357,5,50,3.145535
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.11.dzn,1,3.428571,1.171429,0.853659,9.823729,5,132,2.926829
benchmarks/bacp/bacp-9.mzn_AND_NODATA,1,3.254462,1.035186,0.96601,6.629357,5,50,3.143842
benchmarks/bacp/bacp-6.mzn_AND_NODATA,1,3.253442,1.034676,0.966486,6.629357,5,50,3.144406
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.02.dzn,1,3.298077,1.173077,0.852459,9.48059,5,128,2.811475
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.03.dzn,1,3.412791,1.22093,0.819048,10.817154,5,185,2.795238
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_10.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_4.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_100_9.dzn,1,2.514724,1.514974,0.660077,24.253497,0,200,1.659912
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_2.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_4.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/bacp/bacp-10.mzn_AND_NODATA,1,3.248343,1.032126,0.968874,6.629357,5,50,3.147233
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_10.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_3.dzn,1,2.045266,0.095264,10.497105,1.106282,0,80,21.469369
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_6.dzn,1,2.044104,0.095264,10.497105,1.106282,0,80,21.457178
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_9.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_6.dzn,1,2.045266,0.095264,10.497105,1.106282,0,80,21.469369
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.08.dzn,1,3.655914,1.262366,0.792164,12.305221,5,440,2.896082
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.09.dzn,1,3.57461,1.260579,0.793286,12.403824,5,412,2.835689
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.10.dzn,1,3.579457,1.226744,0.815166,12.454389,5,566,2.917852
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_8.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.12.dzn,1,3.412214,1.175573,0.850649,9.777732,5,164,2.902597
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.13.dzn,1,3.534188,1.264957,0.790541,10.828457,5,214,2.793919
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.16.dzn,1,3.445378,1.205882,0.829268,11.170333,5,269,2.857143
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.19.dzn,1,3.461538,1.184615,0.844156,11.819906,5,393,2.922078
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.04.dzn,1,3.572491,1.267658,0.788856,11.124383,5,235,2.818182
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_2.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.20.dzn,1,3.48538,1.19883,0.834146,12.421031,5,598,2.907317
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST1.dzn,1,1.994975,0.145729,6.862069,4.523562,0,20,13.689655
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.06.dzn,1,3.701639,1.236066,0.809019,11.898299,5,355,2.994695
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST5.dzn,1,1.995238,0.142857,7,4.459432,0,20,13.966667
benchmarks/bacp/bacp-3.mzn_AND_NODATA,1,3.243243,1.029577,0.971273,6.629357,5,50,3.150074
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/r2.dzn,1,5.612925,0.018321,54.581818,1.003513,3002,3001,306.363636
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST8.dzn,1,1.994975,0.145729,6.862069,4.643856,0,20,13.689655
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.01.dzn,1,3.423729,1.177966,0.848921,9.706737,5,148,2.906475
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST9.dzn,1,1.994975,0.145729,6.862069,4.459432,0,20,13.689655
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/r4.dzn,1,6.96499,0.065594,15.245399,1.004131,2485,2484,106.184049
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.17.dzn,1,3.665988,1.297352,0.770801,11.919877,5,384,2.825746
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.15.dzn,1,3.564576,1.250923,0.79941,11.478292,5,274,2.849558
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_10.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST10.dzn,1,1.999342,0.098091,10.194631,7.375039,0,20,20.38255
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST4.dzn,1,1.998879,0.103139,9.695652,7.643856,0,20,19.380435
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST2.dzn,1,1.999273,0.098837,10.117647,7.321928,0,20,20.227941
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_4.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST10.dzn,1,1.998641,0.076087,13.142857,4.459432,0,40,26.267857
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST6.dzn,1,1.999301,0.098532,10.148936,7.044394,0,20,20.29078
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST8.dzn,1,1.999243,0.099167,10.083969,7.906891,0,20,20.160305
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST4.dzn,1,1.993548,0.16129,6.2,4.392317,0,20,12.36
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST1.dzn,1,1.998601,0.076923,13,4.321928,0,40,25.981818
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST3.dzn,1,1.998466,0.079755,12.538462,4.169925,0,40,25.057692
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST4.dzn,1,1.998514,0.078752,12.698113,4.247928,0,40,25.377358
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST5.dzn,1,1.998514,0.078752,12.698113,4.459432,0,40,25.377358
benchmarks/bacp/bacp-8.mzn_AND_NODATA,1,3.258542,1.037226,0.96411,6.629357,5,50,3.141593
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.14.dzn,1,3.612245,1.274052,0.784897,11.312949,5,276,2.83524
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/r1.dzn,1,5.996805,0.021565,46.37037,1.004107,2504,2503,278.074074
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.18.dzn,1,3.598739,1.273109,0.785479,11.971496,5,404,2.826733
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST10.dzn,1,1.995238,0.142857,7,4.169925,0,20,13.966667
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST3.dzn,1,1.996063,0.133858,7.470588,4.087463,0,20,14.911765
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/c1.dzn,1,7.637598,0.04282,23.353659,1.002844,3830,3829,178.365854
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST7.dzn,1,1.993976,0.156627,6.384615,4.169925,0,20,12.730769
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST2.dzn,1,1.998715,0.07455,13.413793,4.392317,0,40,26.810345
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST10.dzn,1,1.998821,0.103774,9.636364,4.169925,0,20,19.261364
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST10.dzn,1,1.999812,0.051562,19.394161,7.569856,0,40,38.784672
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST3.dzn,1,1.999774,0.052347,19.103448,7.434628,0,40,38.202586
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST8.dzn,1,1.998415,0.080824,12.372549,4.321928,0,40,24.72549
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_3.dzn,1,2.044104,0.095264,10.497105,1.106282,0,80,21.457178
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST4.dzn,1,1.999769,0.052461,19.061674,7.499846,0,40,38.118943
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_2.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_5.dzn,1,2.045266,0.095264,10.497105,1.106282,0,80,21.469369
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST3.dzn,1,1.999054,0.10123,9.878505,4.087463,0,20,19.747664
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST5.dzn,1,1.998739,0.104666,9.554217,4.459432,0,20,19.096386
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST6.dzn,1,1.998756,0.104478,9.571429,3.807355,0,20,19.130952
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST7.dzn,1,1.998288,0.109589,9.125,4.169925,0,20,18.234375
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST8.dzn,1,1.998487,0.107413,9.309859,4.643856,0,20,18.605634
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST7.dzn,1,1.999849,0.050776,19.694362,7.546894,0,40,39.385757
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST9.dzn,1,1.998703,0.105058,9.518519,4.459432,0,20,19.024691
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/t2.dzn,1,6.363727,0.035477,28.186916,1.003498,3016,3015,179.373832
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST9.dzn,1,1.999779,0.052259,19.135593,7.78136,0,40,38.266949
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST5.dzn,1,1.999307,0.098474,10.15493,7.73471,0,20,20.302817
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST4.dzn,1,1.997938,0.113402,8.818182,4.392317,0,20,17.618182
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST9.dzn,1,1.998559,0.07781,12.851852,4.523562,0,40,25.685185
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST7.dzn,1,1.998919,0.07027,14.230769,4.321928,0,40,28.446154
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/r1a.dzn,1,6.044221,0.012635,79.148148,1.002587,4274,4273,478.388889
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST6.dzn,1,1.995475,0.140271,7.129032,3.807355,0,20,14.225806
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST10.dzn,1,1.999676,0.054404,18.380952,4.459432,0,40,36.755952
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST2.dzn,1,1.999816,0.051471,19.428571,7.658211,0,40,38.853571
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST1.dzn,1,1.999312,0.098417,10.160839,7.774787,0,20,20.314685
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST2.dzn,1,1.999848,0.092567,10.802956,7.321928,0,20,21.604269
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST9.dzn,1,1.99929,0.098652,10.136691,7.72792,0,20,20.266187
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST1.dzn,1,1.998703,0.105058,9.518519,4.523562,0,20,19.024691
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST6.dzn,1,1.998601,0.076923,13,4.087463,0,40,25.981818
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST6.dzn,1,1.999639,0.055175,18.124183,4.087463,0,40,36.24183
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST7.dzn,1,1.999755,0.052761,18.953488,4.321928,0,40,37.902326
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST8.dzn,1,1.99976,0.052657,18.990868,7.569856,0,40,37.977169
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST1.dzn,1,1.999853,0.092514,10.809221,7.774787,0,20,21.616852
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST9.dzn,1,1.99959,0.056217,17.788321,4.523562,0,40,35.569343
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST2.dzn,1,1.998665,0.105474,9.481013,4.087463,0,20,18.949367
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST2.dzn,1,1.99965,0.054953,18.197452,4.392317,0,40,36.388535
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST3.dzn,1,1.99959,0.056217,17.788321,4.169925,0,40,35.569343
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.07.dzn,1,3.508251,1.234323,0.81016,11.596672,5,312,2.842246
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST1.dzn,1,1.999802,0.051775,19.314176,7.60733,0,40,38.624521
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST1.dzn,1,1.999607,0.055862,17.901408,4.321928,0,40,35.795775
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_1.dzn,1,2.044104,0.095264,10.497105,1.106282,0,80,21.457178
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST4.dzn,1,1.999755,0.093582,10.685864,7.643856,0,20,21.36911
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST3.dzn,1,1.999897,0.092035,10.865471,7.33985,0,20,21.729821
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type13_TEST2.dzn,1,1.998836,0.103609,9.651685,4.087463,0,20,19.292135
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST9.dzn,1,1.999858,0.092463,10.8151,7.72792,0,20,21.628659
