@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC

@DATA
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.9854,0.9066,0.018,0.17,2.8721,0.0096,0.641,29288,0.1393,0.0819,0.0007,0.0061,0.1504,0.0002,0.0002,0.7859,0,0.0023,0.0023,0.1,138.789,0.0022,0.1877,0.0687,0.0011,0.1617,1.6398,2400,0.0008,0.0001,0.0033,0.0362,?,?,?,?,?,7.8295,?,?,?,?,0.0004,?,0.4031,0.1288,2.4354,0,0.7268,0.3534,0.0391,30432,1,2.1853,0.266,7,0,0.0003,0,0.0219,0.0646,352,9,0.0344
SAT_Competition2007/industrial/industrial/palacios/medium/cube-11-h14-sat.cnf,1,3.001,10.3165,0.1209,2.7759,2.976,0.1626,8.9522,885495,0.1556,0.1524,0.0109,0.0144,0.3151,0,0,13.7478,0,0,0,0.9989,39298,0.4495,0.9996,0.0902,0.0117,0.5858,1.4231,134938,0,0,0.0001,0.5997,?,?,?,?,?,11.4667,?,?,?,?,0,?,0.4489,0.4893,1.7932,0,0.552,0.3745,0.7268,1529045,1,1.4746,0.3088,10,0,0,0,0.1646,0.0703,0,13,0
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,2.6279,1.9578,0.1488,5.3176,2.7076,0.1719,1.7623,504250,0.1476,0.1249,0.0037,0.0074,0.4429,0,0,2.3958,0,0.0001,0.0001,0.9477,2351,0.6603,1,0.0759,0.0042,0.4488,1.6383,62957,0,0,0.0007,0.8234,?,?,?,?,?,7.1579,?,?,?,?,0.0001,?,0.0498,0.4657,2.362,0,0.7028,0.3788,1.3489,1184422,1,1.7943,0.3766,7,0,0,0,0.1256,0.0509,19,8,0
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-10-19-u.cnf,1,2.8471,0.5647,0.1639,0.9649,2.5876,0.2618,0.5259,980858,0.0291,0.1714,0,0,0.138,0,0,0.5529,0,0,0,0.8261,27372,0.7631,0.962,0.0156,0,0.8738,1.0397,168138,0,0,0.0001,0.8451,?,?,?,?,?,16.1818,?,?,?,?,0,?,0.7407,0.7289,2.3171,0,0.9786,0.3875,0.6016,1570953,1,1.3768,0.4781,16,0,0,0,0.5778,0.0238,0,17,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-28-s100.cnf,1,2.3336,0.7964,0.1507,1.2435,2.4452,0.1796,0.7602,59532,0.0555,0.2407,0.0015,0.0019,0.1714,0.0001,0.0001,0.9287,0,0.0002,0.0002,0.7778,1068.58,0.851,0.9673,0.033,0.002,0.9402,0.9854,14331,0.0001,0.0001,0.0023,0.9009,0.0001,0.0187,3.2335,0.0032,0.173,8.0777,0.9071,3.7548,0.5278,0.0004,0.0004,0.465,0.6249,0.8891,1.8769,0,1.5315,0.1933,0.6258,96786,1,1.1395,1.0687,7,0,0.0001,0,0.6551,0.0548,0,9,0.0102
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.0896,0.8492,0.0352,0.1567,4.8554,0.0023,0.8254,269998,0.0148,0.0322,0.0013,0.002,1,0.0001,0,0.9566,0.1408,0.0004,0.0004,1,1114.35,0.4921,1,0.0123,0.0035,0.7657,0.6022,8694,0.0002,0,0.0016,0.6023,?,?,?,?,?,5.7222,?,?,?,?,0.0007,?,0.3274,0.5948,4.5933,0,1.0326,0.4471,0.0052,271393,1,1.2198,0.8023,5,0,0,0,0.7657,0.0976,2753,7,0.012
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-15-5p0.cnf,1,2.8687,0.7119,0.1466,0.8984,2.9249,0.2298,0.6332,546568,0.0536,0.1568,0.0001,0.0001,0.1581,0,0,0.844,0,0,0,0.7895,7024.5,0.7404,0.9845,0.0194,0.0001,0.8554,1.0898,85693,0,0,0.0001,0.8452,?,?,?,?,?,18.0323,?,?,?,?,0,?,0.5147,0.7103,2.6094,0,0.9243,0.4127,0.502,820958,1,1.4364,0.4575,17,0,0,0,0.5621,0.0172,2,19,0
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,4.249,4.946,0.2785,0.1435,4.8945,0.5096,2.9842,1317234,0.3415,0.0233,0.0074,0.0132,1,0.0001,0,4.4253,0,0.0001,0.0001,1,5216,0.9992,1,0.069,0.0105,0.9566,0.3747,30665,0.0001,0,0.0058,1,?,?,?,?,?,4,?,?,?,?,0.0001,?,0.5476,0.9564,4.6455,0,0.3128,0.9028,0.0118,1332773,1,0.6014,2.409,4,0,0,0,0.9501,0,18,4,0
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,3.0893,0.6031,0.1592,1.9313,2.8707,0.2447,0.5744,604754,0.0313,0.1577,0,0.0001,0.1967,0,0,0.5686,0,0,0,0.8333,3371,0.6262,0.978,0.0149,0.0001,0.9069,1.02,95380,0,0,0.0001,0.8116,?,?,?,?,?,15.5,?,?,?,?,0,?,0.3928,0.7309,2.5584,0,1.0086,0.3597,1.2111,1337190,1,1.3408,0.4184,15,0,0,0,0.5507,0.0323,21,16,0
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,1.2131,3.6425,0.2278,0.1593,1.6143,0.3724,1.2561,391407,0.0299,0.023,0.0162,0.0163,0.2693,0.0007,0.0001,4.0995,0.0032,0.0008,0.0008,0.9965,945,0.8757,0.9998,0.0103,0.0013,0.1107,2.2076,8988,0.0002,0,0.0059,0.9186,?,?,?,?,?,5.3478,?,?,?,?,0.0001,?,0.6859,0.9498,1.5735,0,0.2748,0.9202,0.0102,395383,1,0.4001,0.5251,5,0.25,0,0,0.0591,0.0891,719,6,0
SAT_RACE2008/schup-l2s-bc56s-1-k391.cnf,1,2.5283,1.1941,0.1818,2.6981,2.9253,0.1798,1.2543,813247,0.252,0.1867,0.0002,0.0003,0.3176,0,0,1.2468,0,0,0,0.8864,12829,0.1648,1,0.1023,0.0006,0.8345,1.1519,151801,0,0,0.0024,0.5453,?,?,?,?,?,8.0968,?,?,?,?,0,?,0.2616,0.5509,2.4747,0,0.7488,0.414,1.1875,1778987,1,1.3321,1.1396,8,0,0,0,0.2019,0.0365,0,9,0
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,2.3826,0.7969,0.1543,1.2804,2.4796,0.1842,0.7595,57628,0.0561,0.2406,0.0015,0.0018,0.1713,0.0001,0.0001,0.9334,0,0.0002,0.0002,0.7778,961.843,0.8516,0.9719,0.033,0.0021,0.9386,0.9909,13864,0.0001,0.0001,0.0024,0.9007,0.0001,0.0184,3.2303,0.0036,0.1729,8.4211,0.9137,3.7874,0.5278,0.0004,0.0004,0.4636,0.6306,0.8909,1.8787,0,1.5399,0.1919,0.6504,95110,1,1.1426,1.0851,7,0,0.0001,0,0.6586,0.0598,0,10,0.3515
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-4.cnf,1,0.9795,0.6042,0.0385,1.5081,2.37,0.0207,0.4859,153907,0.0486,0.17,0.0002,0.0005,0.1579,0.0001,0,0.5864,0,0.0001,0.0001,0.3333,2541.7,0.0106,0.6755,0.0312,0.0002,0.5428,0.9027,26157,0.0001,0,0.0002,0.0886,0,0.1053,3.0906,0.0005,0.2768,12.8047,0.4268,3.7169,0.4822,0.0002,0,0.2239,0.0808,0.5294,2.0686,0,0.413,0.4053,0.7771,273506,1,1.0062,0.1825,12,0,0,0,0.0723,0.0526,85,14,0.0035
SAT_RACE2008/babic-dspam-vc1080.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,0.9825,1.7456,0.0289,0.8076,1.0642,0.0823,1.6251,682329,0.0634,0.2225,0.0009,0.0023,0.4034,0,0,1.7757,0,0,0,1,19448,0.1515,1,0.0543,0.0008,0.9771,0.2317,151831,0,0,0.0004,0.195,?,?,?,?,?,8.9444,?,?,?,?,0,?,0.1051,0.3023,0.9388,0,0.5886,0.4308,0.3311,908255,1,0.6449,0.1521,8,0,0,0,0.0228,0.0256,0,9,0
SAT_RACE2006/SAT-Race_TS_1/velev-fvp-sat-3.0-07.cnf,1,3.9796,1.1802,0.2971,0.1674,5.0022,0.3856,1.8787,998048,0.4959,0.0308,0.0012,0.0022,0.5,0.0001,0,1.2442,0.0014,0.0001,0.0001,0.9394,3274.5,0.8079,1,0.1745,0.0107,0.9743,0.8854,30712,0.0001,0,0.0046,0.9971,?,?,?,?,?,4.0952,?,?,?,?,0.0002,?,0.388,0.9764,4.8091,0,0.6168,0.5889,0.0143,1012271,1,1.0885,1.7139,4,0,0,0,0.4972,0.0717,1,5,0
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6ni_s.cnf,1,2.9328,1.3464,0.1569,5.0368,3.0873,0.1808,1.2914,100154,0.1459,0.1301,0.003,0.0066,0.4939,0.0001,0,1.6689,0,0.0003,0.0003,0.9437,519.76,0.6148,1,0.0793,0.0067,0.4553,1.6657,13032,0.0002,0,0.0013,0.7381,?,?,?,?,?,6.8882,?,?,?,?,0.0002,?,0.1576,0.4539,2.574,0,0.7059,0.3701,1.3237,232726,1,1.8343,0.3687,6,0,0.0001,0,0.119,0.0817,84,8,0.3322
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,2.8563,0.4687,0.1616,1.0588,2.5645,0.2668,0.4661,628528,0.0304,0.1814,0,0.0001,0.1302,0,0,0.4743,0,0,0,0.7778,6185,0.7477,0.9456,0.0161,0.0001,0.8676,1.0251,113985,0,0,0.0001,0.8383,0,0.0277,3.1658,0.0001,0.1556,16.1667,0.5813,3.4571,0.6071,0,0,0.6122,0.7596,0.7444,2.2754,0,0.9963,0.3934,0.7045,1071339,1,1.3871,0.4929,16,0,0,0,0.6156,0.0231,223,17,0
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-15-u.cnf,1,2.8925,0.4866,0.1624,1.0622,2.5651,0.2652,0.4772,590731,0.0319,0.1789,0,0.0001,0.1412,0,0,0.4875,0,0,0,0.7895,2813,0.742,0.9365,0.0164,0.0001,0.8708,1.0274,105677,0,0,0.0001,0.8344,0,0.0246,3.1583,0.0001,0.1532,15.55,0.5994,3.4579,0.6071,0,0,0.6263,0.7452,0.7414,2.3047,0,0.9946,0.391,0.6979,1002997,1,1.3841,0.4876,15,0,0,0,0.6071,0.032,211,16,0
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.9.unsat.cnf,1,1.9997,0.2677,0.0886,0.4768,2.4408,0.0749,0.5124,2507,0.0777,0.2409,0.0072,0.0096,0.3211,0.0021,0.002,0.5301,0,0.005,0.005,0.5,34.7731,0.1728,0.8235,0.0512,0.0104,0.8799,0.9207,604,0.0033,0.0008,0.0315,0.3028,0.002,0.0272,3.4536,0.0319,0.2754,7.8905,0.3524,2.8344,0.5662,0.0065,0.0035,0.3268,0.9841,0.4886,2.0065,0,0.8269,0.3491,0.199,3006,1,1.1684,0.3724,6,0,0.0028,0,0.2014,0.0781,2013,9,0.064
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-22.cnf,1,1.6455,1.2728,0.1052,8.085,2.6941,0.061,1.2705,98894,0.084,0.1443,0.0008,0.0022,0.26,0.0001,0,1.0073,0,0.0003,0.0003,0.9403,1045.61,0.0635,0.9845,0.037,0.0014,0.5433,1.1992,14271,0.0001,0,0.0046,0.2249,?,?,?,?,?,21.3106,?,?,?,?,0.0002,?,0.6718,0.3976,1.9019,0,0.5895,0.3964,2.9107,386749,1,1.5499,0.5453,18,0,0.0001,0,0.0742,0.1008,93,25,0.0172
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,1.2856,4.5219,0.2287,0.4847,1.297,0.339,0.773,7333644,0.4052,0.1447,0.0004,0.0004,0.616,0,0,5.4251,0,0,0,1,1307240,0.9466,1,0.1553,0.0005,0.99,0.0732,1060927,0,0,0.0009,0.9848,?,?,?,?,?,53,?,?,?,?,0.0001,?,0.398,0.9899,1.2878,0,1.228,0.3975,0.1542,8464620,1,0.736,5.4899,53,0,0,0,0.9899,0,0,53,0
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,4.2559,1.8967,0.3112,12.0039,5.719,0.4033,1.6996,481437,0.4538,0.0242,0.0053,0.0056,0.5,0.0003,0,2.5695,0,0.0005,0.0005,0.9909,832.75,0.8566,1,0.1511,0.0044,0.7614,1.6192,11671,0.0002,0,0.0506,0.9516,?,?,?,?,?,15.2727,?,?,?,?,0.0005,?,0.7954,0.8062,4.4088,0,1.581,0.2227,0.5826,761906,1,1.5168,2.891,15,0,0,0,0.6848,0.0292,0,16,0.8662
SAT_Competition2007/industrial/industrial/palacios/medium/cube-9-h11-sat.cnf,1,3.0732,7.2867,0.1266,2.7848,3.0387,0.1691,6.3854,365792,0.1356,0.1511,0.0138,0.0187,0.187,0,0,9.6874,0,0.0001,0.0001,0.998,6854.5,0.4006,0.9993,0.0748,0.0152,0.5844,1.4274,55259,0,0,0.0003,0.5364,?,?,?,?,?,9,?,?,?,?,0.0001,?,0.7542,0.4853,1.8363,0,0.5638,0.3766,0.7163,627818,1,1.492,0.31,7,0,0,0,0.1678,0.1264,0,11,0
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,2.3703,1.6733,0.1798,1.7657,2.2062,0.1649,2.1468,86170,0.134,0.2143,0.0017,0.0041,0.447,0.0001,0.0001,1.2179,0,0.0002,0.0002,0.7333,1119.82,0.2633,0.8689,0.0609,0.0044,0.8199,1.2467,18463,0.0001,0,0.0036,0.4871,?,?,?,?,?,6.5131,?,?,?,?,0.0002,?,0.8738,0.5142,1.8689,0,0.7707,0.4424,0.7644,152039,1,1.4165,0.7758,5,0,0.0001,0,0.2608,0.0888,153,8,0.0067
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-desmul.cnf,1,2.0042,5.0083,0.0907,0.0349,1.896,0.1709,3.6897,176978,0.0982,0.1578,0.0091,0.0406,0.3045,0,0,4.8421,0.0003,0.0001,0.0001,0.6667,2692.4,0.7185,0.9671,0.0507,0.0104,0.6957,1.0556,27927,0.0001,0,0.0177,0.7591,?,?,?,?,?,8.2216,?,?,?,?,0.0001,?,0.2383,0.2613,1.4572,0,0.7281,0.5025,0.0165,179895,1,1.2679,1.0239,8,0,0.0001,0,0.2282,0.0505,32,9,1.4142
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate128.cnf,1,1.3426,1.8172,0.0613,0.8011,1.3619,0.0883,1.8764,316116,0.0466,0.2434,0.0008,0.0017,0.2788,0,0,2.1381,0,0,0,0.8667,11831,0.0917,1,0.033,0.0012,0.8801,0.9439,76931,0,0,0.0006,0.1248,?,?,?,?,?,46.9744,?,?,?,?,0,?,0.1448,0.4988,1.2189,0,0.7987,0.362,0.3137,415292,1,1.1433,0.2486,46,0,0,0,0.3196,0.0059,0,48,0
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.0-01.cnf,1,4.2511,6.9937,0.276,0.1143,5.3958,0.5811,4.3846,8758289,0.2273,0.0121,0.0043,0.0065,0.5,0,0,6.718,0,0,0,0.9852,535595,1,1,0.0465,0.0053,0.9761,0.3937,105929,0,0,0.0032,1,?,?,?,?,?,4,?,?,?,?,0,?,0.0015,0.976,5.1304,0,0.2668,0.9186,0.0053,8804672,1,0.5294,3.0953,4,0,0,0,0.9264,0,0,4,0
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,2.7559,3.5766,0.1239,2.933,2.9171,0.1577,3.0638,121498,0.1325,0.1488,0.0095,0.0115,0.1811,0.0001,0.0001,4.5758,0,0.0002,0.0002,0.9938,1477.14,0.3523,0.9977,0.0676,0.0103,0.5821,1.3766,18081,0.0001,0,0.0015,0.4639,?,?,?,?,?,15.4305,?,?,?,?,0.0002,?,0.6974,0.4853,1.7356,0,0.5479,0.3757,0.718,208728,1,1.4412,0.3045,10,0,0.0001,0,0.1619,0.1154,919,18,0.0246
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-03.cnf,1,1.9873,0.7872,0.0986,1.388,2.8519,0.0696,1.6783,7470,0.1322,0.1746,0.0118,0.0236,0.2659,0.0013,0.0007,0.7914,0,0.0026,0.0026,0.4,92.2116,0.1137,0.886,0.0578,0.0171,0.5653,1.1176,1304,0.0015,0.0004,0.0913,0.2715,0.0007,0.006,3.5373,0.0676,0.2235,6.8557,0.7005,4.4706,0.5357,0.0062,0.0027,0.4045,0.6596,0.5369,2.4489,0,0.5859,0.3854,0.4494,10827,1,1.3002,0.709,6,0,0.0009,0,0.1305,0.077,1568,8,0.0557
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-f6b.cnf,1,3.2062,1.2087,0.1549,5.534,3.3624,0.2093,1.0963,41942,0.151,0.135,0.0056,0.0112,0.4472,0.0003,0.0001,1.3722,0,0.0007,0.0007,0.9012,232.151,0.5989,1,0.0723,0.0099,0.5288,1.7093,5663,0.0004,0,0.0035,0.7793,?,?,?,?,?,6.5336,?,?,?,?,0.0006,?,0.4202,0.535,2.9031,0,0.7696,0.3624,1.6124,109570,1,1.8599,0.4317,5,0,0.0002,0,0.156,0.0793,577,8,0.0213
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-05.cnf,1,2.4849,1.5385,0.1209,0.151,2.7096,0.135,0.5504,14230,0.0241,0.148,0.0073,0.0162,0.0732,0.0006,0.0013,1.5995,0,0.0015,0.0015,0.7037,60.1044,0.8864,0.9738,0.0163,0.01,0.8207,0.9593,2106,0.0009,0.0001,0.0114,0.9171,0.0006,0.0476,3.1226,0.0364,0.1848,5.8542,0.8627,4.8548,0.3974,0.0073,0.0022,0.3274,0.8927,0.6219,2.2387,0,1.0135,0.4568,0.0409,14812,1,1.3838,1.0215,5,0,0.0006,0,0.7723,0.0603,368,6,0.024
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,1.3576,4.7326,0.2279,1.0682,1.3857,0.3406,0.7991,2570144,0.4075,0.1424,0.0014,0.0014,0.6587,0,0,5.6617,0,0,0,1,224582,0.9468,1,0.155,0.0018,0.9906,0.0741,365932,0,0,0.0032,0.9833,?,?,?,?,?,22.8889,?,?,?,?,0.0004,?,0.595,0.9904,1.3635,0,1.2016,0.4079,0.6018,4116966,1,0.7405,5.8326,22,0,0,0,0.9903,0.0137,0,23,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand128.cnf,1,2.1508,2.6054,0.181,2.778,2.2436,0.1436,2.7923,536570,0.118,0.1801,0.0006,0.0013,0.4513,0,0,1.9089,0,0,0,0.9403,14065.5,0.4006,1,0.0573,0.0015,0.7481,1.4772,96656,0,0,0.0013,0.6026,?,?,?,?,?,6.1176,?,?,?,?,0,?,0.3861,0.4965,1.9112,0,0.7377,0.4773,1.0388,1093967,1,1.6028,0.9708,6,0,0,0,0.2934,0.0527,28,7,0
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,2.0227,0.2801,0.0884,0.4638,2.4359,0.0755,0.5506,3159,0.0759,0.2403,0.0063,0.0073,0.3213,0.0017,0.0016,0.5596,0,0.0039,0.0039,0.5,44.1672,0.1721,0.8276,0.0504,0.0092,0.8826,0.9266,759,0.0026,0.0006,0.0277,0.3136,0.0016,0.0218,3.4399,0.0313,0.2751,8.347,0.367,2.8374,0.5662,0.0052,0.0028,0.3278,0.9866,0.4922,2.0087,0,0.8264,0.3513,0.189,3756,1,1.1785,0.3773,7,0,0.0022,0,0.2035,0.0715,912,9,0.0544
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,2.5225,1.2516,0.1659,2.152,2.5168,0.1895,0.7361,195720,0.2491,0.1547,0.001,0.0011,0.5198,0.0001,0,1.5869,0,0.0001,0.0001,1,88.7857,0.916,1,0.0775,0.0018,0.9795,0.2144,30284,0.0001,0,0.0021,0.9364,?,?,?,?,?,25.9191,?,?,?,?,0.0004,?,0.7058,0.9674,2.3717,0,1.2703,0.3787,1.4707,483561,1,0.8415,1.9209,25,0,0,0,0.9709,0.0192,11,27,0.866
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,2.2843,2.378,0.1814,1.7447,2.1095,0.1641,3.0828,341039,0.1325,0.214,0.0009,0.0021,0.4592,0,0,1.6769,0,0,0,0.8483,10215,0.2573,0.9314,0.0606,0.0022,0.826,1.221,72981,0,0,0.0018,0.5153,?,?,?,?,?,6.641,?,?,?,?,0,?,0.708,0.5216,1.7529,0,0.7789,0.4387,0.7553,598619,1,1.3966,1.0202,5,0,0,0,0.2671,0.0993,153,7,0
SAT-Race-2010-CNF/software-verification/post/zfcp.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h32-unknown.cnf,1,4.2532,1.922,0.3096,12.3547,5.71,0.4036,1.6992,496758,0.4507,0.0247,0.0055,0.0059,0.5,0.0003,0,2.6068,0,0.0005,0.0005,0.9909,841.833,0.8501,1,0.1508,0.0043,0.7509,1.6739,12262,0.0002,0,0.0482,0.9503,?,?,?,?,?,15.7188,?,?,?,?,0.0004,?,0.8323,0.7969,4.3941,0,1.5326,0.2325,0.6108,800163,1,1.5662,2.8019,15,0,0,0,0.6703,0.0286,0,16,0.6669
SAT_Competition2011/SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,4.0386,3.3769,0.3273,0.7066,5.2302,0.5132,2.3506,4554630,0.3616,0.0178,0.0011,0.0044,0.5,0,0,2.4701,0,0,0,0.9849,54750,0.9995,1,0.0967,0.0033,0.9405,0.74,81194,0,0,0.0043,1,?,?,?,?,?,4,?,?,?,?,0.0001,?,0.2664,0.9403,5.065,0,0.385,0.8349,0.0264,4675040,1,0.895,2.8162,4,0,0,0,0.8292,0,0,4,0
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,4.1327,2.1775,0.3201,29.2074,5.697,0.4212,0.9341,769676,0.4508,0.0267,0.0055,0.0057,0.5,0.0004,0,2.5157,0,0.0004,0.0004,0.9423,1344.67,0.8996,1,0.1419,0.0023,0.6377,2.3533,20526,0.0001,0,0.0049,0.9766,?,?,?,?,?,50,?,?,?,?,0.0002,?,0.5267,0.657,4.9295,0,0.9472,0.3814,1.7261,2098249,1,2.117,1.4336,50,0,0,0,0.3787,0,0,50,1.4142
