@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC

@DATA
normalized-haystacks-12.xml.mzn_AND_NODATA,1,1,1,1.368825,0.730554,0,42.638241
normalized-hanoi4.xml.mzn_AND_NODATA,1,1,1,2.483287,0.402692,0,0.315737
normalized-graph14-f28.xml.mzn_AND_NODATA,1,0.910126,1,1.047052,0.955063,0,280.747194
normalized-haystacks-13.xml.mzn_AND_NODATA,1,1,1,1.374077,0.727761,0,50.464645
normalized-haystacks-07.xml.mzn_AND_NODATA,1,1,1,1.419512,0.704467,0,13.053259
normalized-frb35-17-5_ext.xml.mzn_AND_NODATA,1,0.024734,0.055556,38.184127,0.026189,0.944444,0.080638
normalized-graph13.xml.mzn_AND_NODATA,1,0.920084,1,1.041621,0.960042,0,607.603215
normalized-fapp32-0550-5.xml.mzn_AND_NODATA,1,0.815364,0.574764,1.22269,0.817869,0.425236,1139692.705275
normalized-haystacks-09.xml.mzn_AND_NODATA,1,1,1,1.372141,0.728788,0,23.006255
normalized-haystacks-11.xml.mzn_AND_NODATA,1,1,1,1.377252,0.726083,0,35.376035
normalized-haystacks-16.xml.mzn_AND_NODATA,1,1,1,1.376879,0.72628,0,78.03123
normalized-graph9-f10.xml.mzn_AND_NODATA,1,0.919705,1,1.041826,0.959853,0,532.995142
normalized-haystacks-18.xml.mzn_AND_NODATA,1,1,1,1.360127,0.735225,0,99.949663
normalized-haystacks-17.xml.mzn_AND_NODATA,1,1,1,1.371749,0.728996,0,88.616247
normalized-haystacks-14.xml.mzn_AND_NODATA,1,1,1,1.387343,0.720802,0,58.878684
normalized-graph9.xml.mzn_AND_NODATA,1,0.919705,1,1.041826,0.959853,0,691.627844
normalized-graph8-f10.xml.mzn_AND_NODATA,1,0.917012,1,1.04329,0.958506,0,535.095167
normalized-graph9-f9.xml.mzn_AND_NODATA,1,0.919705,1,1.041826,0.959853,0,580.834126
normalized-hanoi5.xml.mzn_AND_NODATA,1,1,1,3.031072,0.329916,0,0.417589
normalized-haystacks-20.xml.mzn_AND_NODATA,1,1,1,1.357926,0.736417,0,124.390506
normalized-haystacks-15.xml.mzn_AND_NODATA,1,1,1,1.384243,0.722417,0,68.097867
normalized-haystacks-19.xml.mzn_AND_NODATA,1,1,1,1.358932,0.735872,0,111.837294
normalized-fischer-7-6-fair.xml.mzn_AND_NODATA,1,0.910865,0.838795,0.949768,1.052888,0.161205,3346.586016
normalized-haystacks-22.xml.mzn_AND_NODATA,1,1,1,1.369976,0.72994,0,151.300186
normalized-fapp34-0750-5.xml.mzn_AND_NODATA,1,0.812707,0.580997,1.222266,0.818153,0.419003,666396.03373
normalized-haystacks-23.xml.mzn_AND_NODATA,1,1,1,1.367524,0.731248,0,165.8692
normalized-haystacks-24.xml.mzn_AND_NODATA,1,1,1,1.364141,0.733062,0,181.12259
normalized-fischer-9-4-fair.xml.mzn_AND_NODATA,1,0.909968,0.837353,0.949991,1.052642,0.162647,3360.633166
normalized-haystacks-25.xml.mzn_AND_NODATA,1,1,1,1.353989,0.738558,0,197.156983
normalized-fischer-5-10-fair.xml.mzn_AND_NODATA,1,0.911163,0.839146,0.949395,1.053302,0.160854,3322.933299
normalized-haystacks-26.xml.mzn_AND_NODATA,1,1,1,1.352951,0.739125,0,213.717345
normalized-haystacks-27.xml.mzn_AND_NODATA,1,1,1,1.354768,0.738134,0,230.895519
normalized-fischer-8-5-fair.xml.mzn_AND_NODATA,1,0.910626,0.838436,0.949919,1.052722,0.161564,3354.605785
normalized-haystacks-28.xml.mzn_AND_NODATA,1,1,1,1.352214,0.739528,0,248.817562
normalized-frb40-19-1-mgd_ext.xml.mzn_AND_NODATA,1,0.024462,0.05,38.835,0.02575,0.95,0.073238
normalized-fapp32-0550-7.xml.mzn_AND_NODATA,1,0.815426,0.574833,1.222597,0.817931,0.425167,1139829.356294
normalized-hole-08_ext.xml.mzn_AND_NODATA,1,0.326531,0.333333,2.041667,0.489796,0.666667,0.740741
normalized-frb40-19-2-mgd_ext.xml.mzn_AND_NODATA,1,0.023959,0.05,39.65125,0.02522,0.95,0.072429
normalized-hole-09_ext.xml.mzn_AND_NODATA,1,0.302521,0.333333,2.203704,0.453782,0.666667,0.733333
normalized-hole-10_ext.xml.mzn_AND_NODATA,1,0.28169,0.333333,2.366667,0.422535,0.666667,0.727273
normalized-fischer-6-8-fair.xml.mzn_AND_NODATA,1,0.91128,0.839435,0.94964,1.053031,0.160565,3335.913265
normalized-homer-10.xml.mzn_AND_NODATA,1,1,1,2.901961,0.344595,0,5.353968
normalized-fapp34-0750-8.xml.mzn_AND_NODATA,1,0.81272,0.581012,1.222245,0.818166,0.418988,666413.509689
normalized-homer-11.xml.mzn_AND_NODATA,1,1,1,2.901961,0.344595,0,5.889365
normalized-frb40-19-3-mgd_ext.xml.mzn_AND_NODATA,1,0.023395,0.05,40.60625,0.024627,0.95,0.072179
normalized-homer-12.xml.mzn_AND_NODATA,1,1,1,2.901961,0.344595,0,6.424762
normalized-huck-10.xml.mzn_AND_NODATA,1,1,1,4.067568,0.245847,0,2.634889
normalized-haystacks-29.xml.mzn_AND_NODATA,1,1,1,1.353099,0.739044,0,267.34461
normalized-huck-9.xml.mzn_AND_NODATA,1,1,1,4.067568,0.245847,0,2.3714
normalized-homer-8.xml.mzn_AND_NODATA,1,1,1,2.901961,0.344595,0,4.283174
normalized-huck-8.xml.mzn_AND_NODATA,1,1,1,4.067568,0.245847,0,2.107911
normalized-fischer-9-5-fair.xml.mzn_AND_NODATA,1,0.911179,0.839416,0.950198,1.052413,0.160584,3364.485225
normalized-fapp34-0750-7.xml.mzn_AND_NODATA,1,0.81272,0.581012,1.222245,0.818166,0.418988,666413.509689
normalized-fischer-8-6-fair.xml.mzn_AND_NODATA,1,0.911463,0.839861,0.950065,1.05256,0.160139,3356.969969
normalized-fapp32-0550-9.xml.mzn_AND_NODATA,1,0.815525,0.574943,1.222448,0.818031,0.425057,1140048.16335
normalized-haystacks-30.xml.mzn_AND_NODATA,1,1,1,1.354824,0.738103,0,286.520669
normalized-ii-16b2.xml.mzn_AND_NODATA,1,1,1,7.989312,0.125167,0,0.494852
normalized-frb40-19-4-mgd_ext.xml.mzn_AND_NODATA,1,0.022496,0.05,42.23,0.02368,0.95,0.071544
normalized-ii-32b2.xml.mzn_AND_NODATA,1,1,1,5.400383,0.185172,0,0.217121
normalized-ii-16a1.xml.mzn_AND_NODATA,1,1,1,6.369091,0.157008,0,0.445738
normalized-fischer-7-7-fair.xml.mzn_AND_NODATA,1,0.911479,0.83984,0.949878,1.052766,0.16016,3346.838067
normalized-fischer-10-6-fair.xml.mzn_AND_NODATA,1,0.912517,0.84173,0.950598,1.051969,0.15827,3375.948536
normalized-ii-16c1.xml.mzn_AND_NODATA,1,1,1,5.711076,0.175098,0,0.364578
normalized-ii-16a2.xml.mzn_AND_NODATA,1,1,1,7.76623,0.128763,0,0.503687
normalized-ii-16d2.xml.mzn_AND_NODATA,1,1,1,7.947967,0.125818,0,0.476465
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,0.022208,0.05,42.7775,0.023377,0.95,0.071528
normalized-ii-32c3.xml.mzn_AND_NODATA,1,1,1,6.363799,0.157139,0,0.225276
normalized-ii-32d1.xml.mzn_AND_NODATA,1,1,1,4.570783,0.218781,0,0.239032
normalized-fapp34-0750-9.xml.mzn_AND_NODATA,1,0.812774,0.581073,1.222164,0.818221,0.418927,666483.330445
normalized-fischer-11-5-fair.xml.mzn_AND_NODATA,1,0.912184,0.841187,0.950711,1.051844,0.158813,3382.99569
normalized-ii-16e2.xml.mzn_AND_NODATA,1,1,1,7.854323,0.127318,0,0.430856
normalized-ii-32b3.xml.mzn_AND_NODATA,1,1,1,8.738506,0.114436,0,0.264166
normalized-ii-32d2.xml.mzn_AND_NODATA,1,1,1,6.877475,0.145402,0,0.246353
normalized-ii-32b4.xml.mzn_AND_NODATA,1,1,1,9.57874,0.104398,0,0.283073
normalized-fischer-6-9-fair.xml.mzn_AND_NODATA,1,0.911649,0.840063,0.949708,1.052955,0.159937,3336.738335
normalized-ii-8a3.xml.mzn_AND_NODATA,1,1,1,3.416667,0.292683,0,0.452336
normalized-ii-16b1.xml.mzn_AND_NODATA,1,1,1,7.671296,0.130356,0,0.480271
normalized-ii-8a4.xml.mzn_AND_NODATA,1,1,1,3.957071,0.252712,0,0.486221
normalized-ii-32a1.xml.mzn_AND_NODATA,1,1,1,10.534858,0.094923,0,0.322949
normalized-ii-16c2.xml.mzn_AND_NODATA,1,1,1,7.966991,0.125518,0,0.484277
normalized-frb40-19-3_ext.xml.mzn_AND_NODATA,1,0.02166,0.05,43.85875,0.0228,0.95,0.07179
normalized-ii-8b2.xml.mzn_AND_NODATA,1,1,1,4.038194,0.247635,0,0.548102
normalized-frb40-19-1_ext.xml.mzn_AND_NODATA,1,0.02151,0.05,44.16625,0.022642,0.95,0.072165
normalized-frb40-19-2_ext.xml.mzn_AND_NODATA,1,0.021537,0.05,44.11,0.022671,0.95,0.071985
normalized-ii-8d1.xml.mzn_AND_NODATA,1,1,1,3.516038,0.284411,0,0.521566
normalized-ii-32e4.xml.mzn_AND_NODATA,1,1,1,9.680879,0.103296,0,0.286743
normalized-ii-8e1.xml.mzn_AND_NODATA,1,1,1,3.515385,0.284464,0,0.495611
normalized-ii-16d1.xml.mzn_AND_NODATA,1,1,1,6.963821,0.143599,0,0.424019
normalized-ii-32e3.xml.mzn_AND_NODATA,1,1,1,8.106061,0.123364,0,0.254221
normalized-ii-32e5.xml.mzn_AND_NODATA,1,1,1,11.645594,0.085869,0,0.344569
normalized-ii-8b4.xml.mzn_AND_NODATA,1,1,1,4.317416,0.23162,0,0.573434
normalized-ii-8b3.xml.mzn_AND_NODATA,1,1,1,4.224265,0.236728,0,0.56304
normalized-ii-32c4.xml.mzn_AND_NODATA,1,1,1,14.243083,0.07021,0,0.401392
normalized-haystacks-31.xml.mzn_AND_NODATA,1,1,1,1.354185,0.738451,0,306.408871
normalized-ii-32d3.xml.mzn_AND_NODATA,1,1,1,12.319175,0.081174,0,0.372357
normalized-inithx-i-1-10.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0,0.136668
normalized-ii-16e1.xml.mzn_AND_NODATA,1,1,1,6.43012,0.155518,0,0.363357
normalized-frb40-19-4_ext.xml.mzn_AND_NODATA,1,0.021321,0.05,44.55625,0.022444,0.95,0.071329
normalized-ii-8e2.xml.mzn_AND_NODATA,1,1,1,4.006322,0.249606,0,0.527821
normalized-inithx-i-1-15.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0,0.205003
normalized-inithx-i-1-20.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0,0.273337
normalized-frb40-19-5_ext.xml.mzn_AND_NODATA,1,0.021313,0.05,44.57375,0.022435,0.95,0.07132
normalized-fapp32-0550-8.xml.mzn_AND_NODATA,1,0.815475,0.574888,1.222523,0.817981,0.425112,1139938.753968
normalized-inithx-i-1-25.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0,0.341671
normalized-inithx-i-1-35.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0,0.478339
normalized-inithx-i-1-40.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0,0.546673
normalized-ii-8d2.xml.mzn_AND_NODATA,1,1,1,3.993011,0.250438,0,0.547322
normalized-inithx-i-1-45.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0,0.615008
normalized-fischer-7-8-fair.xml.mzn_AND_NODATA,1,0.911946,0.840634,0.949962,1.052673,0.159366,3347.973785
normalized-inithx-i-1-50.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0,0.683342
normalized-ii-8c2.xml.mzn_AND_NODATA,1,1,1,3.999474,0.250033,0,0.549354
normalized-inithx-i-1-53.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0,0.724342
normalized-fischer-8-7-fair.xml.mzn_AND_NODATA,1,0.912072,0.840899,0.950172,1.052441,0.159101,3357.754874
normalized-inithx-i-2-15.xml.mzn_AND_NODATA,1,1,1,21.672868,0.046141,0,0.433697
normalized-jean-7.xml.mzn_AND_NODATA,1,1,1,3.175,0.314961,0,2.556464
normalized-jean-8.xml.mzn_AND_NODATA,1,1,1,3.175,0.314961,0,2.921673
normalized-jean-9.xml.mzn_AND_NODATA,1,1,1,3.175,0.314961,0,3.286882
normalized-inithx-i-2-20.xml.mzn_AND_NODATA,1,1,1,21.672868,0.046141,0,0.578263
normalized-fischer-6-10-fair.xml.mzn_AND_NODATA,1,0.911947,0.840569,0.949763,1.052895,0.159431,3336.217849
normalized-inithx-i-1-30.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0,0.410005
normalized-jnh16_ext.xml.mzn_AND_NODATA,1,0.190658,0.333333,3.496667,0.285987,0.666667,0.394866
normalized-fischer-9-6-fair.xml.mzn_AND_NODATA,1,0.912009,0.84083,0.95034,1.052255,0.15917,3366.485118
normalized-inithx-i-3-10.xml.mzn_AND_NODATA,1,1,1,22.494364,0.044456,0,0.302334
normalized-inithx-i-3-15.xml.mzn_AND_NODATA,1,1,1,22.494364,0.044456,0,0.453501
normalized-jnh-201.xml.mzn_AND_NODATA,1,1,1,4.5,0.222222,0,0.096058
normalized-jnh-205.xml.mzn_AND_NODATA,1,1,1,4.5,0.222222,0,0.102074
normalized-inithx-i-2-30.xml.mzn_AND_NODATA,1,1,1,21.672868,0.046141,0,0.867394
normalized-inithx-i-3-20.xml.mzn_AND_NODATA,1,1,1,22.494364,0.044456,0,0.604668
normalized-inithx-i-1-52.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0,0.710676
normalized-jnh-220.xml.mzn_AND_NODATA,1,1,1,4.5,0.222222,0,0.101917
normalized-inithx-i-3-30.xml.mzn_AND_NODATA,1,1,1,22.494364,0.044456,0,0.907001
normalized-inithx-i-2-25.xml.mzn_AND_NODATA,1,1,1,21.672868,0.046141,0,0.722828
normalized-jnh-209.xml.mzn_AND_NODATA,1,1,1,4.5,0.222222,0,0.102491
normalized-jnh-301.xml.mzn_AND_NODATA,1,1,1,5,0.2,0,0.085769
normalized-inithx-i-3-28.xml.mzn_AND_NODATA,1,1,1,22.494364,0.044456,0,0.846535
normalized-jnh301_ext.xml.mzn_AND_NODATA,1,0.181818,0.333333,3.666667,0.272727,0.666667,0.390512
normalized-inithx-i-1-51.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0,0.697009
normalized-jnh-204.xml.mzn_AND_NODATA,1,1,1,4.5,0.222222,0,0.102197
normalized-jnh-1.xml.mzn_AND_NODATA,1,1,1,4.75,0.210526,0,0.09079
normalized-inithx-i-2-29.xml.mzn_AND_NODATA,1,1,1,21.672868,0.046141,0,0.838481
normalized-js-taillard-15-100-0.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.495549
normalized-js-taillard-15-100-2.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.473021
normalized-js-taillard-15-100-3.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.36242
normalized-haystacks-32.xml.mzn_AND_NODATA,1,1,1,1.356409,0.737241,0,326.904727
normalized-js-taillard-15-100-5.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.502677
normalized-inithx-i-3-25.xml.mzn_AND_NODATA,1,1,1,22.494364,0.044456,0,0.755834
normalized-js-taillard-15-100-6.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.472005
normalized-js-taillard-15-100-7.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.441839
normalized-js-taillard-15-100-8.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.587362
normalized-inithx-i-2-28.xml.mzn_AND_NODATA,1,1,1,21.672868,0.046141,0,0.809568
normalized-js-taillard-15-105-0.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.63396
normalized-js-taillard-15-105-1.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.678917
normalized-js-taillard-15-105-2.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.611432
normalized-fischer-7-9-fair.xml.mzn_AND_NODATA,1,0.912313,0.841259,0.950028,1.0526,0.158741,3348.866655
normalized-js-taillard-15-105-3.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.494134
normalized-js-taillard-15-105-6.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.610416
normalized-js-taillard-15-100-4.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.480106
normalized-js-taillard-15-105-8.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.730238
normalized-js-taillard-15-95-1.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.397629
normalized-js-taillard-15-105-4.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.618517
normalized-js-taillard-15-105-9.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.695669
normalized-js-taillard-15-95-2.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.334609
normalized-js-taillard-15-95-4.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.341695
normalized-js-taillard-15-95-3.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.230706
normalized-jnh-212.xml.mzn_AND_NODATA,1,1,1,4.5,0.222222,0,0.101537
normalized-js-taillard-15-100-9.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.552793
normalized-js-taillard-15-95-9.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.412149
normalized-js-taillard-15-105-7.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.578018
normalized-js-taillard-15-95-0.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.357138
normalized-js-taillard-15-100-1.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.538273
normalized-jnh-217.xml.mzn_AND_NODATA,1,1,1,4.5,0.222222,0,0.101372
normalized-js-taillard-15-95-5.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.364265
normalized-js-taillard-15-95-6.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.333594
normalized-fischer-9-7-fair.xml.mzn_AND_NODATA,1,0.912613,0.84186,0.950443,1.052141,0.15814,3367.111037
normalized-js-taillard-15-105-5.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.641088
normalized-js-taillard-15-95-8.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.444486
normalized-haystacks-33.xml.mzn_AND_NODATA,1,1,1,1.353408,0.738876,0,348.176921
normalized-fischer-6-11-fair.xml.mzn_AND_NODATA,1,0.912192,0.840987,0.949808,1.052844,0.159013,3336.600292
normalized-js-taillard-20-100-0.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,2.91225
normalized-js-taillard-20-100-1.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,2.866381
normalized-js-taillard-20-100-4.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,2.8333
normalized-js-taillard-20-100-2.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,2.801721
normalized-fischer-8-8-fair.xml.mzn_AND_NODATA,1,0.912535,0.841689,0.950253,1.052351,0.158311,3358.626742
normalized-fischer-11-6-fair.xml.mzn_AND_NODATA,1,0.912998,0.842577,0.950844,1.051697,0.157423,3384.832698
normalized-fischer-10-7-fair.xml.mzn_AND_NODATA,1,0.913116,0.842751,0.950698,1.051858,0.157249,3376.60243
normalized-js-taillard-20-100-7.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,2.874842
normalized-frb45-21-3-mgd_ext.xml.mzn_AND_NODATA,1,0.02064,0.045455,46.246465,0.021623,0.954545,0.065035
normalized-js-taillard-20-105-0.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,3.016266
normalized-frb45-21-4-mgd_ext.xml.mzn_AND_NODATA,1,0.020522,0.045455,46.514141,0.021499,0.954545,0.06504
normalized-js-taillard-20-100-8.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,2.871949
normalized-js-taillard-20-105-1.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,2.967891
normalized-js-taillard-20-15-100-0.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.560334
normalized-js-taillard-20-100-9.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,2.854089
normalized-js-taillard-20-15-100-2.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.549601
normalized-geo50-20-d4-75-33_ext.xml.mzn_AND_NODATA,1,0.023628,0.047619,40.307619,0.024809,0.952381,0.073888
normalized-frb45-21-5-mgd_ext.xml.mzn_AND_NODATA,1,0.020383,0.045455,46.831313,0.021353,0.954545,0.064541
normalized-geo50-20-d4-75-11_ext.xml.mzn_AND_NODATA,1,0.022758,0.047619,41.848571,0.023896,0.952381,0.073434
normalized-js-taillard-20-100-3.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,2.913901
normalized-js-taillard-20-105-2.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,2.900725
normalized-js-taillard-20-105-4.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,2.933556
normalized-js-taillard-20-15-100-7.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.62671
normalized-js-taillard-20-105-5.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,3.034365
normalized-js-taillard-20-15-100-9.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.563545
normalized-js-taillard-20-15-105-1.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.644753
normalized-js-taillard-20-15-105-3.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.621354
normalized-js-taillard-20-105-6.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,3.065125
normalized-js-taillard-20-100-5.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,2.929096
normalized-fischer-7-10-fair.xml.mzn_AND_NODATA,1,0.912609,0.841763,0.950081,1.052542,0.158237,3348.31762
normalized-js-taillard-15-95-7.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333,3.30566
normalized-js-taillard-20-15-105-5.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.648973
normalized-js-taillard-20-105-3.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,3.017917
normalized-js-taillard-20-15-100-3.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.536063
normalized-haystacks-34.xml.mzn_AND_NODATA,1,1,1,1.349212,0.741173,0,370.146311
normalized-frb45-21-2-mgd_ext.xml.mzn_AND_NODATA,1,0.020194,0.045455,47.268687,0.021156,0.954545,0.064604
normalized-knights-100-25.xml.mzn_AND_NODATA,1,0.875,0.538462,1.846154,0.541667,0.461538,58.076923
normalized-js-taillard-20-15-100-8.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.5593
normalized-geo50-20-d4-75-13_ext.xml.mzn_AND_NODATA,1,0.022805,0.047619,41.761905,0.023945,0.952381,0.073348
normalized-knights-10-5.xml.mzn_AND_NODATA,1,0.785714,0.538462,1.076923,0.928571,0.461538,4.871795
normalized-knights-12-5.xml.mzn_AND_NODATA,1,0.785714,0.538462,1.076923,0.928571,0.461538,6.230769
normalized-js-taillard-20-15-100-6.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.70017
normalized-js-taillard-20-15-105-8.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.645845
normalized-js-taillard-20-15-105-6.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.794241
normalized-js-taillard-20-15-95-2.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.464311
normalized-knights-15-9.xml.mzn_AND_NODATA,1,0.8125,0.538462,1.230769,0.8125,0.461538,6.394231
normalized-knights-20-5.xml.mzn_AND_NODATA,1,0.785714,0.538462,1.076923,0.928571,0.461538,13.205128
normalized-knights-25-5.xml.mzn_AND_NODATA,1,0.785714,0.538462,1.076923,0.928571,0.461538,18.814103
normalized-frb45-21-1-mgd_ext.xml.mzn_AND_NODATA,1,0.019764,0.045455,48.29697,0.020705,0.954545,0.06427
normalized-js-taillard-20-15-105-9.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.65009
normalized-js-taillard-20-15-100-1.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.558208
normalized-knights-25-9.xml.mzn_AND_NODATA,1,0.8125,0.538462,1.230769,0.8125,0.461538,12.804487
normalized-knights-50-5.xml.mzn_AND_NODATA,1,0.785714,0.538462,1.076923,0.928571,0.461538,61.282051
normalized-js-taillard-20-105-8.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,2.974712
normalized-js-taillard-20-15-95-3.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.450772
normalized-knights-100-9.xml.mzn_AND_NODATA,1,0.8125,0.538462,1.230769,0.8125,0.461538,122.179487
normalized-knights-80-25.xml.mzn_AND_NODATA,1,0.875,0.538462,1.846154,0.541667,0.461538,41.410256
normalized-js-taillard-20-15-95-0.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.473789
normalized-knights-80-9.xml.mzn_AND_NODATA,1,0.8125,0.538462,1.230769,0.8125,0.461538,82.435897
normalized-la03x3-590.xml.mzn_AND_NODATA,1,0.967742,1,1.02649,0.974194,0,201.854525
normalized-js-taillard-20-15-95-8.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.472755
normalized-js-taillard-20-105-7.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,2.977605
normalized-js-taillard-20-15-95-1.xml.mzn_AND_NODATA,1,0.677237,0.05,1.471667,0.679502,0.95,2.471663
normalized-js-taillard-20-100-6.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95,2.958603
