@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC

@DATA
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_7.dzn,1,2.514924,1.514974,0.660077,24.253497,0,200,1.660044,-1,20001,0.000001,196.223039,24.253497,0.01,1,5000000.25,0,1.02254,2449.60317,393,0,0.995091,20000001,166020008301,40.261877,-1,67.666617,-1,24.253497,1.071526,-1,400020020001,0.188161
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_8.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_4.dzn,1,2.514924,1.514974,0.660077,24.253497,0,200,1.660044,-1,20001,0.000001,196.223039,24.253497,0.01,1,5000000.25,0,1.02254,2449.60317,393,0,0.995091,20000001,166020008301,40.261877,-1,67.666617,-1,24.253497,1.071526,-1,400020020001,0.188161
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_9.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_10.dzn,1,2.536395,1.537332,0.650478,24.253497,0,80,1.649868,0,3201,0,76.185255,24.253497,0.024992,1,5000000.25,0,1.009758,994.393366,153,0,0.986704,20000001,26423334654.5,40.015066,1.394921,27.618244,0.335954,24.253497,1.144703,3.153346,64020003201,0.375475
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_6.dzn,1,2.514924,1.514974,0.660077,24.253497,0,200,1.660044,-1,20001,0.000001,196.223039,24.253497,0.01,1,5000000.25,0,1.02254,2449.60317,393,0,0.995091,20000001,166020008301,40.261877,-1,67.666617,-1,24.253497,1.071526,-1,400020020001,0.188161
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_7.dzn,1,2.514924,1.514974,0.660077,24.253497,0,200,1.660044,-1,20001,0.000001,196.223039,24.253497,0.01,1,5000000.25,0,1.02254,2449.60317,393,0,0.995091,20000001,166020008301,40.261877,-1,67.666617,-1,24.253497,1.071526,-1,400020020001,0.188161
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_8.dzn,1,2.514924,1.514974,0.660077,24.253497,0,200,1.660044,-1,20001,0.000001,196.223039,24.253497,0.01,1,5000000.25,0,1.02254,2449.60317,393,0,0.995091,20000001,166020008301,40.261877,-1,67.666617,-1,24.253497,1.071526,-1,400020020001,0.188161
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_9.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25,0,1.010018,994.393366,153,0,0.989393,20000001,26420001321,40.024923,1.397661,27.666354,0.336013,24.253497,1.147392,3.156528,64020003201,0.375549
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_2.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_6.dzn,1,2.536707,1.537332,0.650478,24.253497,0,80,1.650071,0,3201,0,76.185255,24.253497,0.024992,1,5000000.25,0,1.010015,994.393366,153,0,0.988051,20000001,26421667987.75,40.019995,1.396447,27.66323,0.336015,24.253497,1.14605,3.156516,64020003201,0.375475
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_5.dzn,1,2.536082,1.537332,0.650478,24.253497,0,80,1.649665,0,3201,0,76.185879,24.253497,0.024992,1,5000000.25,0,1.009767,994.393366,153,0,0.98535,20000001,26425001321.25,40.010137,1.393699,27.612621,0.335954,24.253497,1.143349,3.153261,64020003201,0.3754
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_2.dzn,1,2.514924,1.514974,0.660077,24.253497,0,200,1.660044,-1,20001,0.000001,196.223039,24.253497,0.01,1,5000000.25,0,1.02254,2449.60317,393,0,0.995091,20000001,166020008301,40.261877,-1,67.666617,-1,24.253497,1.071526,-1,400020020001,0.188161
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_1.dzn,1,2.536082,1.537332,0.650478,24.253497,0,80,1.649665,0,3201,0,76.187129,24.253497,0.024992,1,5000000.25,0,1.010092,994.393366,153,0,0.98535,20000001,26425001321.25,40.010137,1.391856,27.625117,0.336103,24.253497,1.143349,3.154595,64020003201,0.373284
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_1.dzn,1,2.514924,1.514974,0.660077,24.253497,0,200,1.660044,-1,20001,0.000001,196.223039,24.253497,0.01,1,5000000.25,0,1.02254,2449.60317,393,0,0.995091,20000001,166020008301,40.261877,-1,67.666617,-1,24.253497,1.071526,-1,400020020001,0.188161
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_4.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25,0,1.010018,994.393366,153,0,0.989393,20000001,26420001321,40.024923,1.397661,27.666354,0.336013,24.253497,1.147392,3.156528,64020003201,0.375549
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_60_10.dzn,1,2.524649,1.524927,0.655769,24.253497,0,120,1.655587,-1,7201,0,116.205944,24.253497,0.016664,1,5000000.25,0,1.016996,1479.463301,233,0,0.991673,20000001,59621669647.75,40.153772,-1,40.999306,-1,24.253497,1.106772,-1,144020007201,0.27865
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_1.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_20_6.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667,20,0.20567,24.392317,-1,0,0.381738,21,4507.666667,11.467767,4.421219,28.396451,0.214492,1.000192,0.002947,0.563072,9261,4.374345
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_6.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25,0,1.016998,1479.463301,233,0,0.992352,20000001,59620002981,40.155981,-1,40.999861,-1,24.253497,1.107451,-1,144020007201,0.278683
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_20_3.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667,20,0.20567,24.392317,-1,0,0.381738,21,4507.666667,11.467767,4.421219,28.396451,0.214492,1.000192,0.002947,0.563072,9261,4.374345
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_20_10.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667,20,0.20567,24.392317,-1,0,0.381738,21,4507.666667,11.467767,4.421219,28.396451,0.214492,1.000192,0.002947,0.563072,9261,4.374345
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_6.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_60_4.dzn,1,2.52451,1.524927,0.655769,24.253497,0,120,1.655496,-1,7201,0,116.206221,24.253497,0.016664,1,5000000.25,0,1.016932,1479.463301,233,0,0.990993,20000001,59623336314.5,40.151563,-1,40.981253,-1,24.253497,1.106092,-1,144020007201,0.278617
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_5.dzn,1,2.514924,1.514974,0.660077,24.253497,0,200,1.660044,-1,20001,0.000001,196.223039,24.253497,0.01,1,5000000.25,0,1.02254,2449.60317,393,0,0.995091,20000001,166020008301,40.261877,-1,67.666617,-1,24.253497,1.071526,-1,400020020001,0.188161
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_20_8.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667,20,0.20567,24.392317,-1,0,0.381738,21,4507.666667,11.467767,4.421219,28.396451,0.214492,1.000192,0.002947,0.563072,9261,4.374345
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_60_5.dzn,1,2.52451,1.524927,0.655769,24.253497,0,120,1.655496,-1,7201,0,116.206221,24.253497,0.016664,1,5000000.25,0,1.016933,1479.463301,233,0,0.990993,20000001,59623336314.5,40.151563,-1,40.982919,-1,24.253497,1.106092,-1,144020007201,0.278617
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_60_6.dzn,1,2.524649,1.524927,0.655769,24.253497,0,120,1.655587,-1,7201,0,116.205944,24.253497,0.016664,1,5000000.25,0,1.016934,1479.463301,233,0,0.991673,20000001,59621669647.75,40.153772,-1,40.983475,-1,24.253497,1.106772,-1,144020007201,0.27865
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_3.dzn,1,2.514924,1.514974,0.660077,24.253497,0,200,1.660044,-1,20001,0.000001,196.223039,24.253497,0.01,1,5000000.25,0,1.02254,2449.60317,393,0,0.995091,20000001,166020008301,40.261877,-1,67.666617,-1,24.253497,1.071526,-1,400020020001,0.188161
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_8.dzn,1,2.536707,1.537332,0.650478,24.253497,0,80,1.650071,0,3201,0,76.185255,24.253497,0.024992,1,5000000.25,0,1.009887,994.393366,153,0,0.988051,20000001,26421667987.75,40.019995,1.396293,27.641987,0.335981,24.253497,1.14605,3.154918,64020003201,0.375475
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_60_8.dzn,1,2.524649,1.524927,0.655769,24.253497,0,120,1.655587,-1,7201,0,116.205944,24.253497,0.016664,1,5000000.25,0,1.016934,1479.463301,233,0,0.991673,20000001,59621669647.75,40.153772,-1,40.983475,-1,24.253497,1.106772,-1,144020007201,0.27865
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_80_10.dzn,1,2.518397,1.518709,0.658454,24.253497,0,160,1.658248,-1,12801,0,156.216936,24.253497,0.012499,1,5000000.25,0,1.020532,1964.533236,313,0,0.992775,20000001,106158338641.25,40.218313,-1,54.319819,-1,24.253497,1.084292,-1,256020012801,0.223774
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_20_5.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667,20,0.20567,24.392317,-1,0,0.381738,21,4507.666667,11.467767,4.421219,28.396451,0.214492,1.000192,0.002947,0.563072,9261,4.374345
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_80_1.dzn,1,2.518553,1.518709,0.658454,24.253497,0,160,1.658351,-1,12801,0,156.216624,24.253497,0.012499,1,5000000.25,0,1.020468,1964.533236,313,0,0.993607,20000001,106155005307.75,40.220808,-1,54.330287,-1,24.253497,1.085124,-1,256020012801,0.223812
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_80_2.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_60_1.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25,0,1.016998,1479.463301,233,0,0.992352,20000001,59620002981,40.155981,-1,40.999861,-1,24.253497,1.107451,-1,144020007201,0.278683
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_20_2.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667,20,0.20567,24.392317,-1,0,0.381738,21,4507.666667,11.467767,4.421219,28.396451,0.214492,1.000192,0.002947,0.563072,9261,4.374345
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_60_9.dzn,1,2.52451,1.524927,0.655769,24.253497,0,120,1.655496,-1,7201,0,116.205944,24.253497,0.016664,1,5000000.25,0,1.016871,1479.463301,233,0,0.990993,20000001,59623336314.5,40.151563,-1,40.967366,-1,24.253497,1.106092,-1,144020007201,0.27865
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_5.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_60_2.dzn,1,2.524094,1.524927,0.655769,24.253497,0,120,1.655223,-1,7201,0,116.206777,24.253497,0.016664,1,5000000.25,0,1.016806,1479.463301,233,0,0.98894,20000001,59628336314.75,40.144937,-1,40.949035,-1,24.253497,1.104039,-1,144020007201,0.277562
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_60_3.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25,0,1.016998,1479.463301,233,0,0.992352,20000001,59620002981,40.155981,-1,40.999861,-1,24.253497,1.107451,-1,144020007201,0.278683
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_80_4.dzn,1,2.518475,1.518709,0.658454,24.253497,0,160,1.658299,-1,12801,0,156.21678,24.253497,0.012499,1,5000000.25,0,1.020497,1964.533236,313,0,0.993191,20000001,106156671974.5,40.219561,-1,54.324193,-1,24.253497,1.084708,-1,256020012801,0.223793
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_100_2.dzn,1,2.514824,1.514974,0.660077,24.253497,0,200,1.659978,-1,20001,0.000001,196.223239,24.253497,0.01,1,5000000.25,0,1.022515,2449.60317,393,0,0.994528,20000001,166023341634.5,40.260276,-1,67.656017,-1,24.253497,1.070962,-1,400020020001,0.188137
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_80_5.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_100_3.dzn,1,2.514874,1.514974,0.660077,24.253497,0,200,1.660011,-1,20001,0.000001,196.223139,24.253497,0.01,1,5000000.25,0,1.022582,2449.60317,393,0,0.99481,20000001,166021674967.750016,40.261077,-1,67.659217,-1,24.253497,1.071244,-1,400020020001,0.188149
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_100_4.dzn,1,2.514874,1.514974,0.660077,24.253497,0,200,1.660011,-1,20001,0.000001,196.223139,24.253497,0.01,1,5000000.25,0,1.022554,2449.60317,393,0,0.99481,20000001,166021674967.750016,40.261077,-1,67.661817,-1,24.253497,1.071244,-1,400020020001,0.188149
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_80_8.dzn,1,2.518319,1.518709,0.658454,24.253497,0,160,1.658197,-1,12801,0,156.217249,24.253497,0.012499,1,5000000.25,0,1.020532,1964.533236,313,0,0.992358,20000001,106160005308,40.217066,-1,54.304351,-1,24.253497,1.083875,-1,256020012801,0.223135
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_7.dzn,1,2.53577,1.537332,0.650478,24.253497,0,80,1.649461,0,3201,0,76.186504,24.253497,0.024992,1,5000000.25,0,1.010132,994.393366,153,0,0.98399,20000001,26426667988,40.005209,1.392473,27.589503,0.335953,24.253497,1.141989,3.152689,64020003201,0.375326
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_80_9.dzn,1,2.518319,1.518709,0.658454,24.253497,0,160,1.658197,-1,12801,0,156.217092,24.253497,0.012499,1,5000000.25,0,1.020531,1964.533236,313,0,0.992358,20000001,106160005308,40.217066,-1,54.314975,-1,24.253497,1.083875,-1,256020012801,0.223756
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_100_6.dzn,1,2.514824,1.514974,0.660077,24.253497,0,200,1.659978,-1,20001,0.000001,196.223239,24.253497,0.01,1,5000000.25,0,1.02256,2449.60317,393,0,0.994528,20000001,166023341634.5,40.260276,-1,67.649118,-1,24.253497,1.070962,-1,400020020001,0.188137
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_100_5.dzn,1,2.514824,1.514974,0.660077,24.253497,0,200,1.659978,-1,20001,0.000001,196.223239,24.253497,0.01,1,5000000.25,0,1.022516,2449.60317,393,0,0.994528,20000001,166023341634.5,40.260276,-1,67.654517,-1,24.253497,1.070962,-1,400020020001,0.188137
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_7.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_80_6.dzn,1,2.518397,1.518709,0.658454,24.253497,0,160,1.658248,-1,12801,0,156.216936,24.253497,0.012499,1,5000000.25,0,1.02047,1964.533236,313,0,0.992775,20000001,106158338641.25,40.218313,-1,54.311226,-1,24.253497,1.084292,-1,256020012801,0.223774
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_60_1.dzn,1,2.524649,1.524927,0.655769,24.253497,0,120,1.655587,-1,7201,0,116.205944,24.253497,0.016664,1,5000000.25,0,1.016934,1479.463301,233,0,0.991673,20000001,59621669647.75,40.153772,-1,40.983475,-1,24.253497,1.106772,-1,144020007201,0.27865
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_100_10.dzn,1,2.514724,1.514974,0.660077,24.253497,0,200,1.659912,-1,20001,0.000001,196.470776,24.253497,0.01,1,5000000.25,0,1.022569,2449.60317,393,0,0.993963,20000001,166026674968,40.258675,-1,67.636918,-1,24.253497,1.070397,-1,400020020001,0.188137
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_60_10.dzn,1,2.524372,1.524927,0.655769,24.253497,0,120,1.655405,-1,7201,0,116.206499,24.253497,0.016664,1,5000000.25,0,1.017162,1479.463301,233,0,0.99031,20000001,59625002981.25,40.149355,-1,40.978753,-1,24.253497,1.105409,-1,144020007201,0.278584
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_60_7.dzn,1,2.524649,1.524927,0.655769,24.253497,0,120,1.655587,-1,7201,0,116.205944,24.253497,0.016664,1,5000000.25,0,1.016934,1479.463301,233,0,0.991673,20000001,59621669647.75,40.153772,-1,40.983475,-1,24.253497,1.106772,-1,144020007201,0.27865
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_60_2.dzn,1,2.524094,1.524927,0.655769,24.253497,0,120,1.655223,-1,7201,0,116.207055,24.253497,0.016664,1,5000000.25,0,1.016906,1479.463301,233,0,0.98894,20000001,59628336314.75,40.144937,-1,40.957089,-1,24.253497,1.104039,-1,144020007201,0.277528
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_80_7.dzn,1,2.518475,1.518709,0.658454,24.253497,0,160,1.658299,-1,12801,0,156.21678,24.253497,0.012499,1,5000000.25,0,1.02043,1964.533236,313,0,0.993191,20000001,106156671974.5,40.219561,-1,54.317944,-1,24.253497,1.084708,-1,256020012801,0.223793
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_60_3.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25,0,1.016998,1479.463301,233,0,0.992352,20000001,59620002981,40.155981,-1,40.999861,-1,24.253497,1.107451,-1,144020007201,0.278683
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_100_1.dzn,1,2.514874,1.514974,0.660077,24.253497,0,200,1.660011,-1,20001,0.000001,196.223139,24.253497,0.01,1,5000000.25,0,1.022516,2449.60317,393,0,0.99481,20000001,166021674967.750016,40.261077,-1,67.656717,-1,24.253497,1.071244,-1,400020020001,0.188149
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_60_5.dzn,1,2.52451,1.524927,0.655769,24.253497,0,120,1.655496,-1,7201,0,116.206221,24.253497,0.016664,1,5000000.25,0,1.016933,1479.463301,233,0,0.990993,20000001,59623336314.5,40.151563,-1,40.982919,-1,24.253497,1.106092,-1,144020007201,0.278617
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_60_7.dzn,1,2.524649,1.524927,0.655769,24.253497,0,120,1.655587,-1,7201,0,116.205944,24.253497,0.016664,1,5000000.25,0,1.016934,1479.463301,233,0,0.991673,20000001,59621669647.75,40.153772,-1,40.983475,-1,24.253497,1.106772,-1,144020007201,0.27865
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_9.dzn,1,2.514924,1.514974,0.660077,24.253497,0,200,1.660044,-1,20001,0.000001,196.223039,24.253497,0.01,1,5000000.25,0,1.02254,2449.60317,393,0,0.995091,20000001,166020008301,40.261877,-1,67.666617,-1,24.253497,1.071526,-1,400020020001,0.188161
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_100_7.dzn,1,2.514774,1.514974,0.660077,24.253497,0,200,1.659945,-1,20001,0.000001,196.223139,24.253497,0.01,1,5000000.25,0,1.022467,2449.60317,393,0,0.994245,20000001,166025008301.249984,40.259476,-1,67.637218,-1,24.253497,1.07068,-1,400020020001,0.188149
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_60_9.dzn,1,2.524094,1.524927,0.655769,24.253497,0,120,1.655223,-1,7201,0,116.206777,24.253497,0.016664,1,5000000.25,0,1.017108,1479.463301,233,0,0.98894,20000001,59628336314.75,40.144937,-1,40.939314,-1,24.253497,1.104039,-1,144020007201,0.27855
