@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC

@DATA
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1106151685-15.SAT.shuffled.cnf,1,8.6664,0.1,0.1,0.1,8.3329,0.1,12,15,12,9,12.1861,0.0111,12.1383,9,15,0.0918,0.6779,70,70,4446,4447.5,0.2072,0.0001,4350,0.7564,4398,4546,4350,0,4542,0.1098,0.0062
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S745855171-090.cnf,1,9.7757,0.0455,0.0455,0.0455,8.8207,0.0455,22,26,22,18,21.9368,0.0457,21.9425,18,26,0.035,0.5602,110,110,4244,4260,0.1595,0.0016,4191,0.732,4203,4430,4191,0.0009,4342,0.0542,0.0089
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S2099846342-04-SAT.cnf,1,17.5848,0.005,0.005,0.0102,14.5566,0.0034,130,140,130,119,129.936,0.0099,129.893,119,141,0.0013,0.3015,630,591,3901,3895.7143,0.0652,0.1041,3803,0.637,3826,4032,3803,0.0563,3936,0.0134,0.0025
SAT_Competition2007/random/OnTreshold/5SAT/v90/unif-k5-r21.3-v90-c1917-S1282416669-17.SAT.shuffled.cnf,1,8.2522,0.0556,0.0556,0.0556,7.3714,0.0556,18,22,18,14,18.0535,0.046,18.1537,14,22,0.0433,0.5754,90,90,4322,4331.25,0.1732,0.0015,4232,0.7296,4269,4501,4232,0.001,4439,0.0689,0.0099
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S1422278005-004.cnf,1,10.3113,0.0417,0.0417,0.0417,9.4079,0.0417,24,29,24,19,23.8998,0.0451,23.8812,19,29,0.0321,0.5552,120,120,4205,4208.5,0.156,0.0014,4140,0.6979,4152,4350,4140,0.0009,4274,0.0509,0.0084
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1880984131-087.cnf,1,12.6405,0.0074,0.0074,0.0122,10.81,0.0073,91,99,91,82,90.9055,0.0146,90.9176,82,100,0.0028,0.3338,420,410,3908,3937.875,0.0794,0.0811,3851,0.6493,3881,4107,3851,0.0462,4084,0.0175,0.0036
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1299158672-14.SAT.shuffled.cnf,1,9.4526,0.0933,0.0933,0.0933,9.0443,0.0933,13,16,13,10,12.8094,0.0111,12.9047,10,16,0.0824,0.6736,75,75,4383,4426.6,0.1994,0.0001,4359,0.759,4363,4545,4359,0,4483,0.1026,0.0053
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,108.282,0.0025,0.0025,0.0025,81.6304,0.0025,381.5,405,380,356,383.5,0.0091,378.403,359,404,0.0018,0.4627,2000,2000,16,17.1638,0.0943,0.0023,12,0.5494,14,23,9,0.0015,19,0.0034,0.0005
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1459690542-033.cnf,1,11.8219,0.0087,0.0087,0.0142,9.982,0.0085,78,86,78,69,78.1663,0.017,77.8358,70,86,0.0033,0.3362,360,351,3940,3944.875,0.0834,0.0802,3816,0.6129,3902,4160,3816,0.0469,4028,0.0158,0.0042
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S375588147-050.cnf,1,19.6391,0.0318,0.0318,0.0318,19.7593,0.0318,36,43,36,30,36.4691,0.0117,36.331,30,42,0.0284,0.623,220,220,323,459.3462,0.1315,0.0001,260,0.7183,290,757,223,0.0001,379,0.0355,0.002
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S539876024-03.SAT.shuffled.cnf,1,16.307,0.0061,0.0061,0.0102,13.8098,0.0061,110,120,110,100,110.092,0.012,109.933,100,120,0.0024,0.3154,500,492,3873,3883.5,0.0685,0.0784,3766,0.578,3852,3991,3766,0.0481,3986,0.0156,0.003
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1341479044-12.UNSAT.shuffled.cnf,1,26.168,0.0048,0.0048,0.0079,20.3444,0.0048,137,149,137,127,137.4,0.0097,137.08,126,148,0.0018,0.3088,650,629,3762,3745.5556,0.0651,0.0708,3611,0.5117,3689,3914,3611,0.0422,3776,0.0102,0.0024
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S1963731659-060.cnf,1,9.6671,0.0417,0.0417,0.0417,8.6876,0.0417,24,29,24,19,24.0511,0.0452,23.9947,19,29,0.0297,0.5557,120,120,4217,4220.125,0.1568,0.0016,4153,0.6972,4168,4382,4153,0.0011,4278,0.0532,0.0077
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S1367181683-025.cnf,1,15.5485,0.0067,0.0067,0.0089,12.6436,0.0067,100,110,100,91,100.051,0.0131,100.356,91,110,0.0015,0.318,460,451,3878,3879.625,0.0755,0.0797,3810,0.5556,3838,3997,3810,0.0486,3948,0.0139,0.0034
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S456969343-019.SATISFIABLE.cnf,1,25.9754,0.0039,0.0039,0.0065,20.1491,0.0039,170,183,171,158,170.488,0.0079,170.672,158,183,0.0015,0.3045,800,773,971,1631.9412,0.0621,0.076,660,0.4898,754,3505,625,0.0463,2524,0.0092,0.0019
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2088061175-062.cnf,1,686.4,0.0002,0.0002,0.0003,341.154,0.0002,3847,3878,3841,3799,3843.23,0.0003,3831.2,3809,3856,0,0.2316,18000,17584,8,8.984,0.0078,0.0791,5,0.2825,6,14,4,0.0474,11,0.0005,0.0001
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1543261951-042.cnf,1,14.8002,0.0437,0.0437,0.0437,14.9658,0.0437,26,32,26,21,26.5372,0.0117,26.6314,21,32,0.0387,0.6408,160,160,4258,4188,0.154,0.0001,4044,0.7474,4045,4405,4044,0.0001,4405,0.0474,0.0028
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S921718479-079-UNKNOWN.cnf,1,1225,0.0002,0.0002,0.0003,378.818,0.0002,4219,4321,4252.5,0,4232.91,0.0003,3208,4158,4262,0,0.2343,20000,19513,7,7.4365,0.6668,0.0793,4,0.2856,5,11,3,0.0472,9,0.0004,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,15.6855,0.007,0.007,0.0115,12.8542,0.0069,96,106,96,87,96.2404,0.0139,96.3867,87,106,0.0026,0.3283,450,434,3920,3923.125,0.0758,0.0777,3827,0.5885,3857,4052,3827,0.0455,4021,0.0153,0.0034
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1623694027-006.SATISFIABLE.cnf,1,9.4538,0.0875,0.0875,0.0875,9.3065,0.0875,14,17,14,10,13.7371,0.0111,13.8042,10,17,0.0801,0.6699,80,80,4358,4408.6,0.1989,0.0001,4327,0.7576,4357,4549,4327,0.0001,4452,0.0958,0.006
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S946474812-075.SATISFIABLE.cnf,1,13.4462,0.0088,0.0088,0.0117,11.2025,0.0087,76,84,76,68,75.9304,0.0172,75.8813,68,84,0.0034,0.334,350,343,4013,4025.8571,0.0846,0.076,3931,0.6004,3969,4115,3931,0.041,4111,0.0162,0.0043
SAT_Competition2007/random/OnTreshold/3SAT/v400/unif-k3-r4.26-v400-c1704-S141590207-13.SAT.shuffled.cnf,1,14.3128,0.0078,0.0078,0.0128,11.8337,0.0077,87,96,86,78,86.7557,0.0152,86.6139,78,96,0.0029,0.3351,400,391,3956,3955.5,0.0781,0.0736,3868,0.6036,3913,4048,3868,0.0449,4041,0.0183,0.0039
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v150-c12750-S1290198737-013-UNKNOWN.cnf,1,14.1311,0.0467,0.0467,0.0467,14.3702,0.0467,25,30,25,20,24.9348,0.0117,24.9199,20,30,0.0415,0.6435,150,150,4232,4160.5,0.1549,0.0001,4020,0.7426,4033,4357,4020,0.0001,4357,0.0517,0.0027
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S751835224-10.cnf,1,15.1239,0.0437,0.0437,0.0437,15.3071,0.0437,27,32,26,21,26.6804,0.0117,26.3921,22,32,0.0397,0.6381,160,160,4261,4197.5,0.1524,0.0001,4065,0.7343,4066,4398,4065,0.0001,4398,0.0472,0.0029
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1440346932-010.SATISFIABLE.cnf,1,13.5715,0.008,0.008,0.0104,11.2463,0.0078,85,93,85,76,84.6617,0.0158,84.7704,76,94,0.003,0.34,400,383,3912,3941.375,0.0812,0.0754,3851,0.593,3863,4145,3851,0.0463,4086,0.0166,0.0039
SAT_Competition2007/random/2+p/p0.8/v2035/unif2p-p0.8-v2035-c6328-S25157261-20-UNSAT.cnf,1,42.6024,0.0017,0.0017,0.004,32.9786,0.0011,373,392,372,353,373.791,0.0034,371.722,355,391,0.0002,0.2464,2035,1744,1247,1330.6429,0.0568,0.1356,886,0.5338,1047,1976,780,0.0817,1486,0.0054,0.0008
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S976131144-051-UNKNOWN.cnf,1,381.571,0.0002,0.0002,0.0004,279.538,0.0002,3202,3262,3209,3168,3193.31,0.0004,3210,3117,3245,0,0.2253,15000,14637,10,11.3019,0.0104,0.0792,7,0.2898,8,18,5,0.0472,14,0.0006,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S2143190124-085.SATISFIABLE.cnf,1,8.7699,0.1,0.1,0.1,8.468,0.1,12,15,12,9,12.1018,0.0111,12.1559,9,15,0.0934,0.6827,70,70,4407,4426.1667,0.2066,0.0001,4348,0.7711,4357,4571,4348,0,4481,0.1088,0.0057
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S23858409-056.cnf,1,17.8072,0.0058,0.0058,0.0096,14.6375,0.0057,116,126,116,106,115.636,0.0116,115.65,105,126,0.0018,0.3205,540,523,3871,3846.875,0.068,0.0786,3744,0.5418,3791,4006,3744,0.0456,3892,0.0167,0.0028
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1915396418-078.SATISFIABLE.cnf,1,13.3946,0.0068,0.0068,0.009,11.0962,0.0067,100,109,99,90,99.619,0.0133,99.2827,90,109,0.0026,0.3297,450,445,3841,3877,0.0737,0.0855,3745,0.5918,3782,4049,3745,0.0522,4020,0.0162,0.0033
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/120/unif-k5-r21.3-v120-c2556-S267191961-079.cnf,1,10.2768,0.0417,0.0417,0.0417,9.3036,0.0417,24,29,24,19,23.9126,0.0452,23.9398,19,29,0.0301,0.5565,120,120,4212,4219.125,0.1566,0.0015,4116,0.6944,4169,4388,4116,0.001,4289,0.0513,0.0079
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S1326039470-063.cnf,1,13.1898,0.0078,0.0078,0.0129,10.9071,0.0077,87,96,87,78,86.9318,0.0153,86.8249,78,96,0.003,0.3315,400,389,3978,3937.625,0.0809,0.0765,3787,0.6273,3879,4051,3787,0.0478,4026,0.0136,0.0038
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1229813320-044.cnf,1,17.1854,0.0065,0.0065,0.0107,14.0883,0.0064,104,113,103,94,103.441,0.0128,103.257,94,113,0.002,0.3201,480,468,3860,3896.75,0.073,0.0765,3811,0.557,3837,4062,3811,0.0442,4034,0.0128,0.0031
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1145101718-14.cnf,1,395.65,0.0003,0.0003,0.0006,162.538,0.0003,2131,2166,2116.5,2075,2126.19,0.0006,2017.3,2078,2156,0.0001,0.2357,10000,9754,17,18.57,0.2359,0.0788,12,0.2972,14,26,7,0.0462,21,0.0009,0.0002
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S2018484485-019.cnf,1,115.339,0.0008,0.0008,0.0013,75.065,0.0008,853,880,855,830,853.935,0.0016,855.2,828,882,0.0002,0.2547,4000,3911,55,59.24,0.026,0.0782,43,0.3627,48,77,34,0.0463,63,0.0025,0.0004
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S386300535-065-UNKNOWN.cnf,1,1216,0.0001,0.0001,0.0002,1462.8,0.0001,8473,8541,8494,8494,8501.6,0.0002,8494,8442,8494,0,0.2305,40000,38998,3,3.4245,0,0.079,1,0.2656,2,6,1,0.0469,5,0.0003,0
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1422217194-16.SAT.shuffled.cnf,1,12.8332,0.0086,0.0086,0.0114,10.65,0.0085,79,87,79,70,79.1129,0.0168,78.8551,71,87,0.0026,0.3403,360,352,3978,3956.375,0.0845,0.0755,3877,0.6163,3925,4020,3877,0.0453,4001,0.017,0.0042
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1998470614-06.cnf,1,13.2864,0.05,0.05,0.05,13.4973,0.05,23,28,23,19,23.2444,0.0117,23.1458,19,28,0.0449,0.6473,140,140,4273,4199.75,0.1563,0.0001,4020,0.7459,4158,4348,4020,0.0001,4348,0.0547,0.0031
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S1326526519-03-SAT.cnf,1,70.5049,0.0006,0.0006,0.0017,67.2981,0.0004,993,1024,992,960,984.346,0.0013,990.097,955,1015,0.0001,0.1967,6500,4710,424,471,0.0216,0.1687,384,0.3737,403,694,370,0.1049,458,0.0026,0.0003
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1069233620-009.SATISFIABLE.cnf,1,22.2297,0.0047,0.0047,0.0063,18.0285,0.0047,140,152,140,129,140.17,0.0094,140.282,129,152,0.0015,0.3094,650,639,3724,3738.375,0.0625,0.0743,3638,0.5272,3677,3931,3638,0.0449,3801,0.0109,0.0024
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S2014736708-037.SATISFIABLE.cnf,1,10.5065,0.0778,0.0778,0.0778,10.4639,0.0778,15,19,15,12,15.2746,0.0111,15.3927,12,19,0.0702,0.6616,90,90,4454,4395.75,0.19,0.0001,4280,0.7513,4293,4556,4280,0.0001,4556,0.0876,0.0044
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1769448312-079.cnf,1,219.98,0.0005,0.0005,0.0009,98.1071,0.0005,1282,1325,1274,1241,1282.75,0.001,1250.71,1251,1312,0.0001,0.2441,6000,5862,32,35.3631,0.1443,0.0796,25,0.321,28,51,19,0.0469,39,0.0012,0.0003
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1518709554-16.UNSAT.shuffled.cnf,1,24.048,0.0048,0.0048,0.0064,18.856,0.0048,139,150,139,128,139.055,0.0096,139.432,128,151,0.0015,0.3071,650,629,3772,3781.75,0.0652,0.0759,3682,0.545,3721,3944,3682,0.0452,3881,0.0099,0.0024
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S960948361-055.UNKNOWN.cnf,1,25.733,0.0048,0.0048,0.0095,20.2252,0.0048,138,150,139,127,138.394,0.0096,138.81,127,150,0.0018,0.3064,650,631,3779,3764.375,0.0627,0.0683,3657,0.512,3700,3944,3657,0.0423,3799,0.0105,0.0023
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,71.0623,0.0013,0.0013,0.0025,48.65,0.0012,527,550,529,507,527.218,0.0026,525.802,504,546,0.0003,0.2653,2500,2420,108,116.7788,0.0689,0.0787,93,0.4039,99,133,75,0.0467,120,0.003,0.0006
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S817927155-033-UNKNOWN.cnf,1,32.9642,0.0175,0.0175,0.0175,32.5642,0.0175,66,76,66,57,65.848,0.0117,66.202,57,74,0.0157,0.6015,400,400,77,80.8727,0.1158,0.0001,65,0.7135,69,101,55,0.0001,88,0.0195,0.0011
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S966455977-02-UNSAT.cnf,1,30.3146,0.0033,0.0033,0.0066,23.3083,0.0022,197,209,197,183,197.135,0.0066,196.636,184,210,0.0009,0.2796,990,909,3696,3698.6667,0.0585,0.1087,3435,0.501,3642,3944,3435,0.0671,3830,0.0115,0.0017
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S1949086545-083.cnf,1,20.2517,0.0055,0.0055,0.0091,16.2221,0.0055,121,131,121,111,120.938,0.011,120.957,110,131,0.0004,0.3129,560,547,3806,3789.625,0.0666,0.0764,3707,0.5587,3734,3964,3707,0.0425,3820,0.0135,0.0028
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S1339293988-069.cnf,1,14.957,0.0071,0.0071,0.0093,12.2915,0.007,95,104,95,86,95.1045,0.0138,95.1863,86,104,0.0016,0.3262,440,430,3926,3931.5,0.0762,0.0787,3839,0.6288,3873,4076,3839,0.0457,4011,0.014,0.0035
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S120857050-04.cnf,1,13.3953,0.05,0.05,0.05,13.5374,0.05,23,28,23,19,23.2542,0.0117,23.1927,19,28,0.0458,0.6429,140,140,4128,4188.4,0.1638,0.0001,4054,0.744,4118,4424,4054,0.0001,4218,0.0561,0.0031
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S1767425240-073.cnf,1,12.6197,0.0079,0.0079,0.0104,10.6017,0.0078,85,94,85,77,85.3193,0.0157,85.1779,77,94,0.003,0.3427,400,385,3900,3920,0.0781,0.0814,3818,0.611,3857,4091,3818,0.0469,4050,0.0178,0.0039
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S374960214-041-UNKNOWN.cnf,1,75.1538,0.0012,0.0012,0.002,53.7155,0.0012,533,557,536,512,532.54,0.0025,535.862,512,559,0.0005,0.2648,2500,2448,105,113.0973,0.0339,0.0775,87,0.3903,93,137,76,0.0448,117,0.0029,0.0006
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S419010076-063-UNKNOWN.cnf,1,1476.5,0.0001,0.0001,0.0002,1387.4,0.0001,7388,7438,7377.5,7336,5928.4,0.0002,7377.5,0,7336,0,0.2264,35000,34086,3,3.8881,0.008,0.0791,2,0.2513,2,7,1,0.0469,5,0.0003,0
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1376493471-11.SAT.shuffled.cnf,1,10.2931,0.0417,0.0417,0.0417,9.3333,0.0417,24,29,24,19,23.8621,0.0451,23.8926,19,29,0.0313,0.5542,120,120,4209,4231,0.155,0.0014,4138,0.6977,4170,4439,4138,0.0009,4328,0.0509,0.0081
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1517604033-06.UNSAT.shuffled.cnf,1,9.7301,0.0455,0.0455,0.0455,8.7782,0.0455,22,27,22,17,21.901,0.0456,21.9225,17,26,0.0354,0.561,110,110,4264,4270.25,0.1608,0.0015,4205,0.7219,4228,4385,4205,0.001,4355,0.0563,0.0087
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S882603971-022.cnf,1,59.5417,0.0045,0.0045,0.0045,48.4836,0.0045,212,224,210.5,197,210.361,0.0152,210.497,196,225,0.0033,0.4755,1100,1100,38,39.2519,0.0548,0.0023,28,0.605,33,53,20,0.0015,43,0.0061,0.0009
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S1245360321-088-UNKNOWN.cnf,1,66.53,0.004,0.004,0.004,54.9024,0.004,239,256,240,223,238.678,0.0137,240.533,226,258,0.0028,0.4709,1250,1250,31,31.7836,0.0571,0.0023,23,0.5864,27,41,20,0.0015,35,0.0054,0.0007
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,10.583,0.04,0.04,0.04,9.4876,0.04,25,30,25,20,24.8758,0.0452,24.8695,20,30,0.0316,0.5544,125,125,4192,4216.875,0.1533,0.0016,4132,0.7037,4166,4362,4132,0.0011,4336,0.0496,0.0072
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S1227169170-092-UNKNOWN.cnf,1,18.0757,0.035,0.035,0.035,18.5761,0.035,33,39,33,27,32.9941,0.0117,32.852,27,39,0.0311,0.6304,200,200,3855,3851.25,0.1412,0.0001,3745,0.7187,3844,3961,3745,0.0001,3961,0.0387,0.0021
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S446351158-079.SATISFIABLE.cnf,1,10.5823,0.04,0.04,0.04,9.4775,0.04,25,30,25,20,24.9337,0.0451,24.939,20,30,0.0327,0.5529,125,125,4149,4208,0.1525,0.0015,4107,0.6922,4140,4417,4107,0.0011,4320,0.0481,0.0073
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S852188518-088.SATISFIABLE.cnf,1,27.553,0.0039,0.0039,0.0051,21.1747,0.0038,173,186,173,161,173.038,0.0077,173.471,160,186,0.0015,0.3012,800,785,936,1427.2857,0.0566,0.0736,730,0.5098,765,2944,605,0.0437,1830,0.0074,0.0019
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S409751023-10.cnf,1,19.784,0.0318,0.0318,0.0318,20.1344,0.0318,36,42,36,30,36.2305,0.0117,36.4964,30,43,0.0287,0.6241,220,220,344,422.3077,0.139,0.0001,253,0.7358,290,508,231,0.0001,369,0.0352,0.002
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S1736056721-032.cnf,1,9.3215,0.0455,0.0455,0.0455,8.3232,0.0455,22,27,22,18,22.066,0.0457,22.0516,18,27,0.0346,0.5604,110,110,4221,4251,0.161,0.0015,4197,0.7289,4208,4398,4197,0.001,4330,0.0576,0.0081
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S58287803-001-UNKNOWN.cnf,1,21.6034,0.028,0.028,0.028,22.3638,0.028,41,47,41,35,40.8812,0.0117,41.2137,35,48,0.0248,0.6208,250,250,204,228.6216,0.1306,0.0001,164,0.7098,175,255,147,0.0001,230,0.0312,0.0017
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S926207202-053-UNKNOWN.cnf,1,961.5,0.0001,0.0001,0.0002,884.857,0.0001,6358,6372,6394,6376,6344.57,0.0002,6394,6302,6376,0,0.2247,30000,29259,5,5.1825,0.004,0.0797,3,0.2645,3,9,1,0.0474,6,0.0003,0.0001
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S136987316-008.cnf,1,57.4116,0.0016,0.0016,0.0026,40.4347,0.0015,424,442,422,405,423.835,0.0032,423.523,405,446,0.0004,0.2734,2000,1937,145,154.3333,0.0377,0.0775,122,0.4336,134,168,110,0.0462,159,0.0035,0.0008
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/500/unif-k3-r4.25-v500-c2125-S900957093-043.cnf,1,18.965,0.0061,0.0061,0.0101,15.2906,0.0061,109,119,109,100,109.007,0.0121,109.206,99,119,0.0024,0.3204,500,493,3847,3875.875,0.0734,0.0717,3778,0.6195,3829,4018,3778,0.0448,4017,0.0146,0.003
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S1204913987-029-UNKNOWN.cnf,1,1878.2,0.0002,0.0002,0.0003,351.9,0.0002,4270,4313,4248,0,4279.1,0.0003,3403.8,4258,4253,0,0.2252,20000,19469,6,7.1593,0.559,0.0792,4,0.2832,5,11,3,0.0475,9,0.0005,0.0001
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S1629945861-01-UNKNOWN.cnf,1,33.9017,0.0027,0.0027,0.0046,26.0972,0.0018,239,253,239,225,238.749,0.0054,239.23,225,254,0.0007,0.2698,1170,1093,1069,1309.6875,0.0462,0.101,779,0.5045,885,2800,767,0.0608,1730,0.0065,0.0014
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S834811574-084.cnf,1,8.7787,0.1,0.1,0.1,8.506,0.1,12,15,12,9,12.1216,0.0111,12.0697,9,15,0.0913,0.6793,70,70,4416,4444.6,0.2099,0.0001,4369,0.7694,4400,4528,4369,0,4510,0.1088,0.0061
