@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC

@DATA
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1611899384-022.cnf,1,38.3386,0.0071,0.0071,0.0071,31.3107,0.0071
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1334593800-018.cnf,1,50.3061,0.0056,0.0056,0.0056,40.8885,0.0056
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S906020180-093.cnf,1,117.5,0.0008,0.0008,0.0015,91.8609,0.0008
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S56507352-034.cnf,1,729.071,0.0003,0.0003,0.0005,213.227,0.0003
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,1106,0.0002,0.0002,0.0003,449.182,0.0002
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S1962059985-11-UNSAT.cnf,1,86.1871,0.0007,0.0007,0.0025,59.7279,0.0005
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S689381858-022.UNKNOWN.cnf,1,10.8801,0.04,0.04,0.04,9.9008,0.04
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S228456758-12.SAT.shuffled.cnf,1,6.8187,0.14,0.14,0.14,6.2738,0.14
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/75/unif-k7-r89-v75-c6675-S2073320038-053.cnf,1,9.456,0.0933,0.0933,0.0933,9.0634,0.0933
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1736471436-014.cnf,1,44.7977,0.0063,0.0063,0.0063,37.9621,0.0063
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S45592023-054.cnf,1,19.7629,0.0055,0.0055,0.0091,15.7307,0.0055
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S1640054673-078.cnf,1,9.372,0.0933,0.0933,0.0933,9.1028,0.0933
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1141213963-005.cnf,1,1912,0.0002,0.0002,0.0003,329.308,0.0002
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1249224492-031.cnf,1,16.5562,0.0389,0.0389,0.0389,16.5986,0.0389
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1516934767-080.cnf,1,12.229,0.0081,0.0081,0.0107,10.3601,0.008
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1192890414-033.cnf,1,38.2005,0.0071,0.0071,0.0071,31.635,0.0071
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1794283924-053.SATISFIABLE.cnf,1,13.8598,0.0087,0.0087,0.0144,11.2818,0.0086
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S2088224617-083.cnf,1,55.56,0.005,0.005,0.005,45.9957,0.005
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S638051453-097.cnf,1,23.5251,0.0057,0.0057,0.0094,18.7633,0.0057
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S152598520-02-SAT.cnf,1,70.4157,0.0006,0.0006,0.0021,61.5747,0.0004
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,12.5142,0.0333,0.0333,0.0333,11.4196,0.0333
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S957997002-040.cnf,1,15.5814,0.0065,0.0065,0.0107,12.8189,0.0064
SAT_Competition2007/random/OnTreshold/3SAT/v450/unif-k3-r4.25-v450-c1912-S1483146927-18.SAT.shuffled.cnf,1,13.9345,0.0068,0.0068,0.009,11.3165,0.0068
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/120/unif-k5-r21.3-v120-c2556-S918173205-035.cnf,1,10.5199,0.0417,0.0417,0.0417,9.4775,0.0417
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S950666065-093-UNKNOWN.cnf,1,1444,0.0001,0.0001,0.0002,856,0.0001
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S1766907733-036.cnf,1,19.5783,0.0318,0.0318,0.0318,19.9618,0.0318
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1437321789-17.SAT.shuffled.cnf,1,6.4782,0.1556,0.1556,0.1556,5.7909,0.1556
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S862393334-098-UNKNOWN.cnf,1,17.7524,0.035,0.035,0.035,18.0339,0.035
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1207324880-03.cnf,1,48.5184,0.0056,0.0056,0.0056,42.76,0.0056
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S3230925-04.cnf,1,17.7781,0.035,0.035,0.035,18.2514,0.035
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1284372491-036.cnf,1,55.9748,0.005,0.005,0.005,43.25,0.005
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1783894026-19.SAT.shuffled.cnf,1,7.9162,0.1167,0.1167,0.1167,7.5322,0.1167
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,409,0.0003,0.0003,0.0005,153.583,0.0003
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S1348818483-020-UNKNOWN.cnf,1,18.2865,0.035,0.035,0.035,18.2752,0.035
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1147977026-087.SATISFIABLE.cnf,1,9.5983,0.0875,0.0875,0.0875,9.492,0.0875
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1054448974-13.cnf,1,619.818,0.0002,0.0002,0.0005,207.368,0.0002
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1189700536-035.SATISFIABLE.cnf,1,8.8061,0.05,0.05,0.05,7.9139,0.05
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S52275463-03.cnf,1,20.9357,0.0292,0.0292,0.0292,21.4776,0.0292
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1330787624-15.cnf,1,748,0.0002,0.0002,0.0003,405.214,0.0002
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1201608256-021-UNKNOWN.cnf,1,1046.33,0.0002,0.0002,0.0004,284.529,0.0002
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1765449180-016.cnf,1,58.0323,0.0015,0.0015,0.0026,41.3132,0.0015
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,21.7782,0.028,0.028,0.028,22.0713,0.028
SAT_Competition2007/random/OnTreshold/5SAT/v100/unif-k5-r21.3-v100-c2130-S744612847-12.SAT.shuffled.cnf,1,9.3978,0.05,0.05,0.05,8.4889,0.05
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S51928934-076.SATISFIABLE.cnf,1,10.4665,0.0778,0.0778,0.0778,10.3552,0.0778
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1954748117-061.cnf,1,60.3136,0.0045,0.0045,0.0045,50.1781,0.0045
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1075551507-050.cnf,1,56.1372,0.0016,0.0016,0.0026,39.075,0.0015
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,19.3936,0.0318,0.0318,0.0318,19.6478,0.0318
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S204737200-067.SATISFIABLE.cnf,1,16.0949,0.0064,0.0064,0.0104,13.0558,0.0062
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S57566027-15.cnf,1,15.0618,0.0437,0.0437,0.0437,15.3473,0.0437
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S2032263657-035.cnf,1,9.6205,0.0089,0.0089,0.0145,8.3072,0.0087
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1,291.778,0.0003,0.0003,0.0005,171.269,0.0003
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1261029273-036.SATISFIABLE.cnf,1,23.4612,0.0047,0.0047,0.0078,18.394,0.0047
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1106151685-15.SAT.shuffled.cnf,1,8.6664,0.1,0.1,0.1,8.3329,0.1
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S745855171-090.cnf,1,9.7757,0.0455,0.0455,0.0455,8.8207,0.0455
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S2099846342-04-SAT.cnf,1,17.5848,0.005,0.005,0.0102,14.5566,0.0034
SAT_Competition2007/random/OnTreshold/5SAT/v90/unif-k5-r21.3-v90-c1917-S1282416669-17.SAT.shuffled.cnf,1,8.2522,0.0556,0.0556,0.0556,7.3714,0.0556
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S1422278005-004.cnf,1,10.3113,0.0417,0.0417,0.0417,9.4079,0.0417
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1880984131-087.cnf,1,12.6405,0.0074,0.0074,0.0122,10.81,0.0073
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1299158672-14.SAT.shuffled.cnf,1,9.4526,0.0933,0.0933,0.0933,9.0443,0.0933
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,108.282,0.0025,0.0025,0.0025,81.6304,0.0025
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1459690542-033.cnf,1,11.8219,0.0087,0.0087,0.0142,9.982,0.0085
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S375588147-050.cnf,1,19.6391,0.0318,0.0318,0.0318,19.7593,0.0318
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S539876024-03.SAT.shuffled.cnf,1,16.307,0.0061,0.0061,0.0102,13.8098,0.0061
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1341479044-12.UNSAT.shuffled.cnf,1,26.168,0.0048,0.0048,0.0079,20.3444,0.0048
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S1963731659-060.cnf,1,9.6671,0.0417,0.0417,0.0417,8.6876,0.0417
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S1367181683-025.cnf,1,15.5485,0.0067,0.0067,0.0089,12.6436,0.0067
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S456969343-019.SATISFIABLE.cnf,1,25.9754,0.0039,0.0039,0.0065,20.1491,0.0039
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2088061175-062.cnf,1,686.4,0.0002,0.0002,0.0003,341.154,0.0002
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1543261951-042.cnf,1,14.8002,0.0437,0.0437,0.0437,14.9658,0.0437
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S921718479-079-UNKNOWN.cnf,1,1225,0.0002,0.0002,0.0003,378.818,0.0002
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,15.6855,0.007,0.007,0.0115,12.8542,0.0069
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1623694027-006.SATISFIABLE.cnf,1,9.4538,0.0875,0.0875,0.0875,9.3065,0.0875
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S946474812-075.SATISFIABLE.cnf,1,13.4462,0.0088,0.0088,0.0117,11.2025,0.0087
SAT_Competition2007/random/OnTreshold/3SAT/v400/unif-k3-r4.26-v400-c1704-S141590207-13.SAT.shuffled.cnf,1,14.3128,0.0078,0.0078,0.0128,11.8337,0.0077
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v150-c12750-S1290198737-013-UNKNOWN.cnf,1,14.1311,0.0467,0.0467,0.0467,14.3702,0.0467
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S751835224-10.cnf,1,15.1239,0.0437,0.0437,0.0437,15.3071,0.0437
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1440346932-010.SATISFIABLE.cnf,1,13.5715,0.008,0.008,0.0104,11.2463,0.0078
SAT_Competition2007/random/2+p/p0.8/v2035/unif2p-p0.8-v2035-c6328-S25157261-20-UNSAT.cnf,1,42.6024,0.0017,0.0017,0.004,32.9786,0.0011
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S976131144-051-UNKNOWN.cnf,1,381.571,0.0002,0.0002,0.0004,279.538,0.0002
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S2143190124-085.SATISFIABLE.cnf,1,8.7699,0.1,0.1,0.1,8.468,0.1
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S23858409-056.cnf,1,17.8072,0.0058,0.0058,0.0096,14.6375,0.0057
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1915396418-078.SATISFIABLE.cnf,1,13.3946,0.0068,0.0068,0.009,11.0962,0.0067
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/120/unif-k5-r21.3-v120-c2556-S267191961-079.cnf,1,10.2768,0.0417,0.0417,0.0417,9.3036,0.0417
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S1326039470-063.cnf,1,13.1898,0.0078,0.0078,0.0129,10.9071,0.0077
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1229813320-044.cnf,1,17.1854,0.0065,0.0065,0.0107,14.0883,0.0064
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1145101718-14.cnf,1,395.65,0.0003,0.0003,0.0006,162.538,0.0003
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S2018484485-019.cnf,1,115.339,0.0008,0.0008,0.0013,75.065,0.0008
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S386300535-065-UNKNOWN.cnf,1,1216,0.0001,0.0001,0.0002,1462.8,0.0001
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1422217194-16.SAT.shuffled.cnf,1,12.8332,0.0086,0.0086,0.0114,10.65,0.0085
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1998470614-06.cnf,1,13.2864,0.05,0.05,0.05,13.4973,0.05
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S1326526519-03-SAT.cnf,1,70.5049,0.0006,0.0006,0.0017,67.2981,0.0004
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1069233620-009.SATISFIABLE.cnf,1,22.2297,0.0047,0.0047,0.0063,18.0285,0.0047
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S2014736708-037.SATISFIABLE.cnf,1,10.5065,0.0778,0.0778,0.0778,10.4639,0.0778
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1769448312-079.cnf,1,219.98,0.0005,0.0005,0.0009,98.1071,0.0005
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1518709554-16.UNSAT.shuffled.cnf,1,24.048,0.0048,0.0048,0.0064,18.856,0.0048
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S960948361-055.UNKNOWN.cnf,1,25.733,0.0048,0.0048,0.0095,20.2252,0.0048
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,71.0623,0.0013,0.0013,0.0025,48.65,0.0012
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S817927155-033-UNKNOWN.cnf,1,32.9642,0.0175,0.0175,0.0175,32.5642,0.0175
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S966455977-02-UNSAT.cnf,1,30.3146,0.0033,0.0033,0.0066,23.3083,0.0022
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S1949086545-083.cnf,1,20.2517,0.0055,0.0055,0.0091,16.2221,0.0055
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S1339293988-069.cnf,1,14.957,0.0071,0.0071,0.0093,12.2915,0.007
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S120857050-04.cnf,1,13.3953,0.05,0.05,0.05,13.5374,0.05
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S1767425240-073.cnf,1,12.6197,0.0079,0.0079,0.0104,10.6017,0.0078
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S374960214-041-UNKNOWN.cnf,1,75.1538,0.0012,0.0012,0.002,53.7155,0.0012
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S419010076-063-UNKNOWN.cnf,1,1476.5,0.0001,0.0001,0.0002,1387.4,0.0001
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1376493471-11.SAT.shuffled.cnf,1,10.2931,0.0417,0.0417,0.0417,9.3333,0.0417
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1517604033-06.UNSAT.shuffled.cnf,1,9.7301,0.0455,0.0455,0.0455,8.7782,0.0455
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S882603971-022.cnf,1,59.5417,0.0045,0.0045,0.0045,48.4836,0.0045
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S1245360321-088-UNKNOWN.cnf,1,66.53,0.004,0.004,0.004,54.9024,0.004
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,10.583,0.04,0.04,0.04,9.4876,0.04
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S1227169170-092-UNKNOWN.cnf,1,18.0757,0.035,0.035,0.035,18.5761,0.035
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S446351158-079.SATISFIABLE.cnf,1,10.5823,0.04,0.04,0.04,9.4775,0.04
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S852188518-088.SATISFIABLE.cnf,1,27.553,0.0039,0.0039,0.0051,21.1747,0.0038
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S409751023-10.cnf,1,19.784,0.0318,0.0318,0.0318,20.1344,0.0318
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S1736056721-032.cnf,1,9.3215,0.0455,0.0455,0.0455,8.3232,0.0455
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S58287803-001-UNKNOWN.cnf,1,21.6034,0.028,0.028,0.028,22.3638,0.028
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S926207202-053-UNKNOWN.cnf,1,961.5,0.0001,0.0001,0.0002,884.857,0.0001
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S136987316-008.cnf,1,57.4116,0.0016,0.0016,0.0026,40.4347,0.0015
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/500/unif-k3-r4.25-v500-c2125-S900957093-043.cnf,1,18.965,0.0061,0.0061,0.0101,15.2906,0.0061
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S1204913987-029-UNKNOWN.cnf,1,1878.2,0.0002,0.0002,0.0003,351.9,0.0002
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S1629945861-01-UNKNOWN.cnf,1,33.9017,0.0027,0.0027,0.0046,26.0972,0.0018
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S834811574-084.cnf,1,8.7787,0.1,0.1,0.1,8.506,0.1
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S1895787950-064.cnf,1,8.2009,0.1077,0.1077,0.1077,7.7029,0.1077
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S338979727-056-UNKNOWN.cnf,1,467.842,0.0003,0.0003,0.0006,223.68,0.0003
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S824721511-001.cnf,1,8.5351,0.0556,0.0556,0.0556,7.6695,0.0556
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S89201333-019-UNKNOWN.cnf,1,458.5,0.0002,0.0002,0.0004,270.625,0.0002
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1970456972-046.cnf,1,38.0391,0.0071,0.0071,0.0071,31.3087,0.0071
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1495462442-016.SATISFIABLE.cnf,1,22.5264,0.0048,0.0048,0.0079,17.7941,0.0048
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1254276596-021.UNKNOWN.cnf,1,8.7168,0.1,0.1,0.1,8.4674,0.1
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1762880211-075.UNKNOWN.cnf,1,19.824,0.0061,0.0061,0.0081,15.8526,0.0061
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1500-c30000-S303265982-092-UNKNOWN.cnf,1,78.3128,0.0033,0.0033,0.0033,65.2113,0.0033
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1353769076-009.cnf,1,43.7222,0.0063,0.0063,0.0063,36.212,0.0063
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S110935064-075.SATISFIABLE.cnf,1,13.8676,0.0286,0.0286,0.0286,12.5473,0.0286
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S268463339-081.cnf,1,317.278,0.0003,0.0003,0.0006,161.519,0.0003
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S533496308-018-UNKNOWN.cnf,1,654.5,0.0001,0.0001,0.0002,514.2,0.0001
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1253795703-015.cnf,1,49.3522,0.0056,0.0056,0.0056,39.5545,0.0056
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S183128297-005.SATISFIABLE.cnf,1,13.6943,0.0076,0.0076,0.0101,11.2796,0.0076
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S269694958-008-UNKNOWN.cnf,1,68.9393,0.004,0.004,0.004,54.9821,0.004
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1254315629-032.SATISFIABLE.cnf,1,9.6962,0.0875,0.0875,0.0875,9.5428,0.0875
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S1351005860-011-UNKNOWN.cnf,1,57.0907,0.005,0.005,0.005,45.2045,0.005
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1841979702-078.cnf,1,13.6083,0.0082,0.0082,0.0108,11.4378,0.0081
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S1096972624-15.cnf,1,16.6289,0.0389,0.0389,0.0389,16.8081,0.0389
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1529462267-19.SAT.shuffled.cnf,1,6.5527,0.1556,0.1556,0.1556,5.8238,0.1556
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S660110840-06.cnf,1,21.0297,0.0292,0.0292,0.0292,21.4714,0.0292
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S856579407-15.cnf,1,245.781,0.0004,0.0004,0.0007,110.833,0.0004
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1438185261-13.cnf,1,385.933,0.0003,0.0003,0.0006,164.174,0.0003
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S1481888618-011.cnf,1,9.4632,0.0455,0.0455,0.0455,8.553,0.0455
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S371462865-10.cnf,1,17.7402,0.035,0.035,0.035,18.3636,0.035
