@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE gr_min_diam_vg NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE o_de NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE o_dom_std NUMERIC

@DATA
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_80_4.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831,-1,20000001,0,20000001,-1,8292581.723381,0.205027,1.664493,24.253497,-1,-1,4.076475,81,0,0,4,0.987506,0.223831,-1,-1,1,1,3.551198,-1,3.551198,310469.011722,0.208137,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_80_5.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831,-1,20000001,0,20000001,-1,8292581.723381,0.205027,1.664493,24.253497,-1,-1,4.076475,81,0,0,4,0.987506,0.223831,-1,-1,1,1,3.551198,-1,3.551198,310469.011722,0.208137,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_8.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25,0,1.010018,994.393366,153,0,0.989393,20000001,26420001321,40.024923,1.397661,27.666354,0.336013,24.253497,1.147392,3.156528,64020003201,0.375549,0.394163,20000001,0,20000001,0.919039,8253671.140581,0.210598,1.780811,24.253497,1.400088,0.025,3.618806,41,0,0,4,0.975041,0.375549,40,-2.809768,1,1,2.492787,40,2.492787,77635.443053,0.215618,20000001,1,0,20000001,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_100_7.dzn,1,2.513974,1.514924,0.660099,24.253497,0,200,1.659472,-1,20001,0.000001,196.224339,24.253497,0.01,1,5000000.25,0,1.022755,2449.60317,393,0,0.989675,20000001,166051674969.249984,40.247997,-1,67.537423,-1,24.253497,1.06611,-1,400020020001,0.18801,-1,20000001,0,20000001,-1,8302168.64003,0.203661,1.641465,24.253497,-1,-1,4.23214,101,0,0,4,0.990003,0.18801,-1,-1,1,1,3.973835,-1,3.973835,485094.188224,0.205925,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_1.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25,0,1.010018,994.393366,153,0,0.989393,20000001,26420001321,40.024923,1.397661,27.666354,0.336013,24.253497,1.147392,3.156528,64020003201,0.375549,0.394163,20000001,0,20000001,0.919039,8253671.140581,0.210598,1.780811,24.253497,1.400088,0.025,3.618806,41,0,0,4,0.975041,0.375549,40,-2.809768,1,1,2.492787,40,2.492787,77635.443053,0.215618,20000001,1,0,20000001,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_100_9.dzn,1,2.513824,1.514974,0.660077,24.253497,0,200,1.659318,-1,20001,0.000001,196.471776,24.253497,0.01,1,5000000.25,0,1.022668,2449.60317,393,0,0.988807,20000001,166056674969.5,40.244268,-1,67.503425,-1,24.253497,1.065242,-1,400020020001,0.188004,-1,20000001,0,20000001,-1,8302418.627544,0.20361,1.605931,24.253497,-1,-1,4.230368,101,0,0,4,0.990008,0.188004,-1,-1,1,1,3.973127,-1,3.973127,485094.188224,0.205824,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_3.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25,0,1.010018,994.393366,153,0,0.989393,20000001,26420001321,40.024923,1.397661,27.666354,0.336013,24.253497,1.147392,3.156528,64020003201,0.375549,0.394163,20000001,0,20000001,0.919039,8253671.140581,0.210598,1.780811,24.253497,1.400088,0.025,3.618806,41,0,0,4,0.975041,0.375549,40,-2.809768,1,1,2.492787,40,2.492787,77635.443053,0.215618,20000001,1,0,20000001,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_60_3.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25,0,1.016998,1479.463301,233,0,0.992352,20000001,59620002981,40.155981,-1,40.999861,-1,24.253497,1.107451,-1,144020007201,0.278683,-1,20000001,0,20000001,-1,8279406.052076,0.206824,1.705955,24.253497,-1,-1,3.88378,61,0,0,4,0.983347,0.278683,-1,-1,1,1,3.067899,-1,3.067899,174649.429998,0.210699,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_100_6.dzn,1,2.513774,1.514974,0.660077,24.253497,0,200,1.659285,-1,20001,0.000001,196.224439,24.253497,0.01,1,5000000.25,0,1.022588,2449.60317,393,0,0.988517,20000001,166058341636.249984,40.243468,-1,67.506025,-1,24.253497,1.064951,-1,400020020001,0.188016,-1,20000001,0,20000001,-1,8302501.956715,0.203594,1.641733,24.253497,-1,-1,4.231142,101,0,0,4,0.990003,0.188016,-1,-1,1,1,3.973288,-1,3.973288,485094.188224,0.20579,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_8.dzn,1,2.536707,1.537332,0.650478,24.253497,0,80,1.650071,0,3201,0,76.185255,24.253497,0.024992,1,5000000.25,0,1.009887,994.393366,153,0,0.988051,20000001,26421667987.75,40.019995,1.396293,27.641987,0.335981,24.253497,1.14605,3.154918,64020003201,0.375475,0.394212,20000001,0,20000001,0.919039,8254191.811231,0.210497,1.782597,24.253497,1.400258,0.025,3.616991,41,0,0,4,0.975041,0.375475,40,-2.812026,1,1,2.491961,40,2.491961,77635.443053,0.215428,20000001,1,0,20000001,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_9.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25,0,1.010018,994.393366,153,0,0.989393,20000001,26420001321,40.024923,1.397661,27.666354,0.336013,24.253497,1.147392,3.156528,64020003201,0.375549,0.394163,20000001,0,20000001,0.919039,8253671.140581,0.210598,1.780811,24.253497,1.400088,0.025,3.618806,41,0,0,4,0.975041,0.375549,40,-2.809768,1,1,2.492787,40,2.492787,77635.443053,0.215618,20000001,1,0,20000001,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_60_6.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25,0,1.016998,1479.463301,233,0,0.992352,20000001,59620002981,40.155981,-1,40.999861,-1,24.253497,1.107451,-1,144020007201,0.278683,-1,20000001,0,20000001,-1,8279406.052076,0.206824,1.705955,24.253497,-1,-1,3.88378,61,0,0,4,0.983347,0.278683,-1,-1,1,1,3.067899,-1,3.067899,174649.429998,0.210699,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_80_8.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831,-1,20000001,0,20000001,-1,8292581.723381,0.205027,1.664493,24.253497,-1,-1,4.076475,81,0,0,4,0.987506,0.223831,-1,-1,1,1,3.551198,-1,3.551198,310469.011722,0.208137,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_60_4.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25,0,1.016998,1479.463301,233,0,0.992352,20000001,59620002981,40.155981,-1,40.999861,-1,24.253497,1.107451,-1,144020007201,0.278683,-1,20000001,0,20000001,-1,8279406.052076,0.206824,1.705955,24.253497,-1,-1,3.88378,61,0,0,4,0.983347,0.278683,-1,-1,1,1,3.067899,-1,3.067899,174649.429998,0.210699,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_80_6.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831,-1,20000001,0,20000001,-1,8292581.723381,0.205027,1.664493,24.253497,-1,-1,4.076475,81,0,0,4,0.987506,0.223831,-1,-1,1,1,3.551198,-1,3.551198,310469.011722,0.208137,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_80_7.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831,-1,20000001,0,20000001,-1,8292581.723381,0.205027,1.664493,24.253497,-1,-1,4.076475,81,0,0,4,0.987506,0.223831,-1,-1,1,1,3.551198,-1,3.551198,310469.011722,0.208137,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_80_9.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831,-1,20000001,0,20000001,-1,8292581.723381,0.205027,1.664493,24.253497,-1,-1,4.076475,81,0,0,4,0.987506,0.223831,-1,-1,1,1,3.551198,-1,3.551198,310469.011722,0.208137,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_10.dzn,1,2.524649,1.524927,0.655769,24.253497,0,120,1.655587,-1,7201,0,116.205944,24.253497,0.016664,1,5000000.25,0,1.017115,1479.463301,233,0,0.991673,20000001,59621669647.75,40.153772,-1,40.987641,-1,24.253497,1.106772,-1,144020007201,0.27865,-1,20000001,0,20000001,-1,8279637.501423,0.206779,1.706609,24.253497,-1,-1,3.885785,61,0,0,4,0.983347,0.27865,-1,-1,1,1,3.067604,-1,3.067604,174649.429998,0.21061,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_80_3.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831,-1,20000001,0,20000001,-1,8292581.723381,0.205027,1.664493,24.253497,-1,-1,4.076475,81,0,0,4,0.987506,0.223831,-1,-1,1,1,3.551198,-1,3.551198,310469.011722,0.208137,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_1.dzn,1,2.524649,1.524927,0.655769,24.253497,0,120,1.655587,-1,7201,0,116.205944,24.253497,0.016664,1,5000000.25,0,1.017065,1479.463301,233,0,0.991673,20000001,59621669647.75,40.153772,-1,40.99014,-1,24.253497,1.106772,-1,144020007201,0.27865,-1,20000001,0,20000001,-1,8279637.501423,0.206779,1.706609,24.253497,-1,-1,3.885826,61,0,0,4,0.983347,0.27865,-1,-1,1,1,3.067702,-1,3.067702,174649.429998,0.21061,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_3.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25,0,1.016998,1479.463301,233,0,0.992352,20000001,59620002981,40.155981,-1,40.999861,-1,24.253497,1.107451,-1,144020007201,0.278683,-1,20000001,0,20000001,-1,8279406.052076,0.206824,1.705955,24.253497,-1,-1,3.88378,61,0,0,4,0.983347,0.278683,-1,-1,1,1,3.067899,-1,3.067899,174649.429998,0.210699,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_2.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25,0,1.016998,1479.463301,233,0,0.992352,20000001,59620002981,40.155981,-1,40.999861,-1,24.253497,1.107451,-1,144020007201,0.278683,-1,20000001,0,20000001,-1,8279406.052076,0.206824,1.705955,24.253497,-1,-1,3.88378,61,0,0,4,0.983347,0.278683,-1,-1,1,1,3.067899,-1,3.067899,174649.429998,0.210699,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_6.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25,0,1.016998,1479.463301,233,0,0.992352,20000001,59620002981,40.155981,-1,40.999861,-1,24.253497,1.107451,-1,144020007201,0.278683,-1,20000001,0,20000001,-1,8279406.052076,0.206824,1.705955,24.253497,-1,-1,3.88378,61,0,0,4,0.983347,0.278683,-1,-1,1,1,3.067899,-1,3.067899,174649.429998,0.210699,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_7.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25,0,1.016998,1479.463301,233,0,0.992352,20000001,59620002981,40.155981,-1,40.999861,-1,24.253497,1.107451,-1,144020007201,0.278683,-1,20000001,0,20000001,-1,8279406.052076,0.206824,1.705955,24.253497,-1,-1,3.88378,61,0,0,4,0.983347,0.278683,-1,-1,1,1,3.067899,-1,3.067899,174649.429998,0.210699,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_80_1.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831,-1,20000001,0,20000001,-1,8292581.723381,0.205027,1.664493,24.253497,-1,-1,4.076475,81,0,0,4,0.987506,0.223831,-1,-1,1,1,3.551198,-1,3.551198,310469.011722,0.208137,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_8.dzn,1,2.524649,1.524927,0.655769,24.253497,0,120,1.655587,-1,7201,0,116.205944,24.253497,0.016664,1,5000000.25,0,1.017121,1479.463301,233,0,0.991673,20000001,59621669647.75,40.153772,-1,40.987363,-1,24.253497,1.106772,-1,144020007201,0.27865,-1,20000001,0,20000001,-1,8279637.501423,0.206779,1.706609,24.253497,-1,-1,3.885777,61,0,0,4,0.983347,0.27865,-1,-1,1,1,3.067593,-1,3.067593,174649.429998,0.21061,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_100_2.dzn,1,2.514924,1.514974,0.660077,24.253497,0,200,1.660044,-1,20001,0.000001,196.223039,24.253497,0.01,1,5000000.25,0,1.02254,2449.60317,393,0,0.995091,20000001,166020008301,40.261877,-1,67.666617,-1,24.253497,1.071526,-1,400020020001,0.188161,-1,20000001,0,20000001,-1,8300585.385781,0.203978,1.637843,24.253497,-1,-1,4.228078,101,0,0,4,0.990003,0.188161,-1,-1,1,1,3.976231,-1,3.976231,485094.188224,0.206565,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_60_9.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25,0,1.016998,1479.463301,233,0,0.992352,20000001,59620002981,40.155981,-1,40.999861,-1,24.253497,1.107451,-1,144020007201,0.278683,-1,20000001,0,20000001,-1,8279406.052076,0.206824,1.705955,24.253497,-1,-1,3.88378,61,0,0,4,0.983347,0.278683,-1,-1,1,1,3.067899,-1,3.067899,174649.429998,0.210699,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_9.dzn,1,2.524372,1.524927,0.655769,24.253497,0,120,1.655405,-1,7201,0,116.206777,24.253497,0.016664,1,5000000.25,0,1.017288,1479.463301,233,0,0.99031,20000001,59625002981.25,40.149355,-1,40.954312,-1,24.253497,1.105409,-1,144020007201,0.278584,-1,20000001,0,20000001,-1,8280100.400118,0.206687,1.709793,24.253497,-1,-1,3.886371,61,0,0,4,0.983347,0.278584,-1,-1,1,1,3.066667,-1,3.066667,174649.429998,0.210431,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_100_3.dzn,1,2.514924,1.514974,0.660077,24.253497,0,200,1.660044,-1,20001,0.000001,196.223039,24.253497,0.01,1,5000000.25,0,1.02254,2449.60317,393,0,0.995091,20000001,166020008301,40.261877,-1,67.666617,-1,24.253497,1.071526,-1,400020020001,0.188161,-1,20000001,0,20000001,-1,8300585.385781,0.203978,1.637843,24.253497,-1,-1,4.228078,101,0,0,4,0.990003,0.188161,-1,-1,1,1,3.976231,-1,3.976231,485094.188224,0.206565,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_1.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25,0,1.010018,994.393366,153,0,0.989393,20000001,26420001321,40.024923,1.397661,27.666354,0.336013,24.253497,1.147392,3.156528,64020003201,0.375549,0.394163,20000001,0,20000001,0.919039,8253671.140581,0.210598,1.780811,24.253497,1.400088,0.025,3.618806,41,0,0,4,0.975041,0.375549,40,-2.809768,1,1,2.492787,40,2.492787,77635.443053,0.215618,20000001,1,0,20000001,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_100_8.dzn,1,2.513874,1.514974,0.660077,24.253497,0,200,1.659351,-1,20001,0.000001,196.471376,24.253497,0.01,1,5000000.25,0,1.022506,2449.60317,393,0,0.989097,20000001,166055008302.750016,40.245068,-1,67.496325,-1,24.253497,1.065531,-1,400020020001,0.188053,-1,20000001,0,20000001,-1,8302335.298373,0.203627,1.605938,24.253497,-1,-1,4.228948,101,0,0,4,0.990008,0.188053,-1,-1,1,1,3.97283,-1,3.97283,485094.188224,0.205858,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_60_5.dzn,1,2.524788,1.524927,0.655769,24.253497,0,120,1.655678,-1,7201,0,116.205666,24.253497,0.016664,1,5000000.25,0,1.016998,1479.463301,233,0,0.992352,20000001,59620002981,40.155981,-1,40.999861,-1,24.253497,1.107451,-1,144020007201,0.278683,-1,20000001,0,20000001,-1,8279406.052076,0.206824,1.705955,24.253497,-1,-1,3.88378,61,0,0,4,0.983347,0.278683,-1,-1,1,1,3.067899,-1,3.067899,174649.429998,0.210699,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_6.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25,0,1.010018,994.393366,153,0,0.989393,20000001,26420001321,40.024923,1.397661,27.666354,0.336013,24.253497,1.147392,3.156528,64020003201,0.375549,0.394163,20000001,0,20000001,0.919039,8253671.140581,0.210598,1.780811,24.253497,1.400088,0.025,3.618806,41,0,0,4,0.975041,0.375549,40,-2.809768,1,1,2.492787,40,2.492787,77635.443053,0.215618,20000001,1,0,20000001,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_80_1.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831,-1,20000001,0,20000001,-1,8292581.723381,0.205027,1.664493,24.253497,-1,-1,4.076475,81,0,0,4,0.987506,0.223831,-1,-1,1,1,3.551198,-1,3.551198,310469.011722,0.208137,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_7.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25,0,1.010018,994.393366,153,0,0.989393,20000001,26420001321,40.024923,1.397661,27.666354,0.336013,24.253497,1.147392,3.156528,64020003201,0.375549,0.394163,20000001,0,20000001,0.919039,8253671.140581,0.210598,1.780811,24.253497,1.400088,0.025,3.618806,41,0,0,4,0.975041,0.375549,40,-2.809768,1,1,2.492787,40,2.492787,77635.443053,0.215618,20000001,1,0,20000001,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_9.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25,0,1.010018,994.393366,153,0,0.989393,20000001,26420001321,40.024923,1.397661,27.666354,0.336013,24.253497,1.147392,3.156528,64020003201,0.375549,0.394163,20000001,0,20000001,0.919039,8253671.140581,0.210598,1.780811,24.253497,1.400088,0.025,3.618806,41,0,0,4,0.975041,0.375549,40,-2.809768,1,1,2.492787,40,2.492787,77635.443053,0.215618,20000001,1,0,20000001,0
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_80_3.dzn,1,2.518631,1.518709,0.658454,24.253497,0,160,1.658402,-1,12801,0,156.216467,24.253497,0.012499,1,5000000.25,0,1.020466,1964.533236,313,0,0.994021,20000001,106153338641,40.222056,-1,54.333255,-1,24.253497,1.085538,-1,256020012801,0.223831,-1,20000001,0,20000001,-1,8292581.723381,0.205027,1.664493,24.253497,-1,-1,4.076475,81,0,0,4,0.987506,0.223831,-1,-1,1,1,3.551198,-1,3.551198,310469.011722,0.208137,-1,1,0,20000001,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_100_5.dzn,1,2.514924,1.514974,0.660077,24.253497,0,200,1.660044,-1,20001,0.000001,196.223039,24.253497,0.01,1,5000000.25,0,1.02254,2449.60317,393,0,0.995091,20000001,166020008301,40.261877,-1,67.666617,-1,24.253497,1.071526,-1,400020020001,0.188161,-1,20000001,0,20000001,-1,8300585.385781,0.203978,1.637843,24.253497,-1,-1,4.228078,101,0,0,4,0.990003,0.188161,-1,-1,1,1,3.976231,-1,3.976231,485094.188224,0.206565,-1,1,0,20000001,-1
