@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC

@DATA
k_d4_n-16-shuffled,1,0.186576
k_d4_n-17-shuffled,1,0.186664
k_d4_n-18-shuffled,1,0.186743
k_d4_n-19-shuffled,1,0.186813
k_d4_n-20-shuffled,1,0.186877
k_d4_n-21-shuffled,1,0.186934
k_d4_n-7-shuffled,1,0.184663
k_d4_p-10-shuffled,1,0.14561
k_d4_p-11-shuffled,1,0.145783
k_d4_p-21-shuffled,1,0.146612
k_d4_p-6-shuffled,1,0.144366
k_d4_p-7-shuffled,1,0.144807
k_dum_n-10-shuffled,1,0.1
k_dum_n-21-shuffled,1,0.101247
k_dum_p-11-shuffled,1,0.100324
k_dum_p-13-shuffled,1,0.099242
k_dum_p-16-shuffled,1,0.098765
k_dum_p-21-shuffled,1,0.096928
ken.flash^10.C-f4-shuffled,1,0.020092
ken.flash^14.C-d4-shuffled,1,0.043611
ken.oop^1.C-d2,1,0.08085
k_grz_n-10-shuffled,1,0.136994
k_grz_n-13-shuffled,1,0.128314
k_grz_n-14-shuffled,1,0.126432
k_grz_n-21-shuffled,1,0.124722
k_grz_p-10-shuffled,1,0.16601
k_grz_p-17-shuffled,1,0.162028
k_grz_p-21-shuffled,1,0.154551
k_lin_n-10-shuffled,1,0.146382
k_lin_n-13-shuffled,1,0.121257
k_lin_n-14-shuffled,1,0.114688
k_lin_n-21-shuffled,1,0.09304
k_lin_n-9-shuffled,1,0.139446
k_lin_p-12-shuffled,1,0.167377
k_lin_p-16-shuffled,1,0.155229
k_lin_p-21-shuffled,1,0.15182
k_lin_p-8-shuffled,1,0.169102
k_path_n-10-shuffled,1,0.186916
k_path_n-20-shuffled,1,0.186874
k_path_n-21-shuffled,1,0.186763
k_path_p-10-shuffled,1,0.189189
k_path_p-16-shuffled,1,0.18779
k_path_p-21-shuffled,1,0.186687
k_path_p-9-shuffled,1,0.188249
k_ph_n-10-shuffled,1,0.190484
k_ph_n-13-shuffled,1,0.155164
k_ph_n-14-shuffled,1,0.140192
k_ph_n-15-shuffled,1,0.126856
k_ph_n-8-shuffled,1,0.206932
k_ph_n-9-shuffled,1,0.188937
k_ph_p-11-shuffled,1,0.166919
k_ph_p-12-shuffled,1,0.166279
k_ph_p-8-shuffled,1,0.200887
k_ph_p-9-shuffled,1,0.182985
k_poly_n-12-shuffled,1,0.130041
k_poly_n-13-shuffled,1,0.130151
k_poly_n-20-shuffled,1,0.130482
k_poly_n-21-shuffled,1,0.130524
k_poly_p-19-shuffled,1,0.130447
k_poly_p-21-shuffled,1,0.130514
k_t4p_n-12-shuffled,1,0.161708
k_t4p_n-17-shuffled,1,0.16142
k_t4p_n-21-shuffled,1,0.161287
k_t4p_n-4-shuffled,1,0.163588
k_t4p_p-12-shuffled,1,0.163158
k_t4p_p-20-shuffled,1,0.162252
k_t4p_p-21-shuffled,1,0.162184
k_t4p_p-4-shuffled,1,0.166667
k_t4p_p-8-shuffled,1,0.164179
lognBWLARGEB1-shuffled,1,0.002909
lut4_2_f2-shuffled,1,1.11435
lut4_AND_f1-shuffled,1,1.611852
lut4_XOR_fOR-shuffled,1,0.625
mutex-128-s,1,0.237546
mutex-16-s,1,0.23946
mutex-2-s,1,0.267717
mutex-32-s,1,0.238342
mutex-4-s,1,0.247934
mutex-64-s,1,0.237807
mutex-8-s,1,0.241916
ncf_16_32_8_d.10,1,0.339946
ncf_16_32_8_d.1,1,0.350279
ncf_16_32_8_d.2,1,0.341307
ncf_16_32_8_d.3,1,0.324141
ncf_16_32_8_d.4,1,0.332373
ncf_16_32_8_d.5,1,0.360033
ncf_16_32_8_d.6,1,0.348305
ncf_16_32_8_d.7,1,0.330982
ncf_16_32_8_d.8,1,0.325431
ncf_16_32_8_d.9,1,0.350895
ncf_16_32_8_edau.10,1,0.339946
ncf_16_32_8_edau.1,1,0.350279
ncf_16_32_8_edau.2,1,0.341307
ncf_16_32_8_edau.3,1,0.324141
ncf_16_32_8_edau.4,1,0.332373
ncf_16_32_8_edau.5,1,0.360033
ncf_16_32_8_edau.6,1,0.348305
ncf_16_32_8_edau.7,1,0.330982
ncf_16_32_8_edau.8,1,0.325431
ncf_16_32_8_edau.9,1,0.350895
ncf_16_32_8_euad.10,1,0.339946
ncf_16_32_8_euad.1,1,0.350279
ncf_16_32_8_euad.2,1,0.341307
ncf_16_32_8_euad.3,1,0.324141
ncf_16_32_8_euad.4,1,0.332373
ncf_16_32_8_euad.5,1,0.360033
ncf_16_32_8_euad.6,1,0.348305
ncf_16_32_8_euad.7,1,0.330982
ncf_16_32_8_euad.8,1,0.325431
ncf_16_32_8_euad.9,1,0.350895
ncf_16_32_8_u.10,1,0.339946
ncf_16_32_8_u.1,1,0.350279
ncf_16_32_8_u.2,1,0.341307
ncf_16_32_8_u.3,1,0.324141
ncf_16_32_8_u.4,1,0.332373
ncf_16_32_8_u.5,1,0.360033
ncf_16_32_8_u.6,1,0.348305
ncf_16_32_8_u.7,1,0.330982
ncf_16_32_8_u.8,1,0.325431
ncf_16_32_8_u.9,1,0.350895
ncf_8_16_4_d.10,1,0.315481
ncf_8_16_4_d.1,1,0.318901
ncf_8_16_4_d.2,1,0.302403
ncf_8_16_4_d.3,1,0.328893
ncf_8_16_4_d.4,1,0.328893
ncf_8_16_4_d.5,1,0.300418
ncf_8_16_4_d.6,1,0.315481
ncf_8_16_4_d.7,1,0.348876
ncf_8_16_4_d.8,1,0.315481
ncf_8_16_4_d.9,1,0.327258
ncf_8_16_4_edau.10,1,0.315481
ncf_8_16_4_edau.1,1,0.318901
ncf_8_16_4_edau.2,1,0.302403
ncf_8_16_4_edau.3,1,0.328893
ncf_8_16_4_edau.4,1,0.328893
ncf_8_16_4_edau.5,1,0.300418
ncf_8_16_4_edau.6,1,0.315481
ncf_8_16_4_edau.7,1,0.348876
ncf_8_16_4_edau.8,1,0.315481
ncf_8_16_4_edau.9,1,0.327258
ncf_8_16_4_euad.10,1,0.315481
ncf_8_16_4_euad.1,1,0.318901
ncf_8_16_4_euad.2,1,0.302403
ncf_8_16_4_euad.3,1,0.328893
ncf_8_16_4_euad.4,1,0.328893
ncf_8_16_4_euad.5,1,0.300418
ncf_8_16_4_euad.6,1,0.315481
ncf_8_16_4_euad.7,1,0.348876
ncf_8_16_4_euad.8,1,0.315481
ncf_8_16_4_euad.9,1,0.327258
ncf_8_16_4_u.10,1,0.315481
ncf_8_16_4_u.1,1,0.318901
ncf_8_16_4_u.2,1,0.302403
ncf_8_16_4_u.3,1,0.328893
ncf_8_16_4_u.4,1,0.328893
ncf_8_16_4_u.5,1,0.300418
ncf_8_16_4_u.6,1,0.315481
ncf_8_16_4_u.7,1,0.348876
ncf_8_16_4_u.8,1,0.315481
ncf_8_16_4_u.9,1,0.327258
nusmv.dme1-16.B-d4-shuffled,1,0.058006
nusmv.queue.B-d4-shuffled,1,0.084549
nusmv.reactor^1.C-d4-shuffled,1,0.096924
nusmv.reactor^2.C-d4-shuffled,1,0.095914
nusmv.reactor^5.C-f4-shuffled,1,0.095635
nusmv.syncarb10^2.B-f2,1,0.057918
nusmv.syncarb10^2.B-f3,1,0.057967
nusmv.syncarb10^2.B-f4,1,0.057994
nusmv.syncarb5^2.B-f4-shuffled,1,0.078962
nusmv.tcas^2.B-f2-shuffled,1,0.075651
nusmv.tcas^4.B-f3-shuffled,1,0.079827
nusmv.tcas-t^5.B-f2-shuffled,1,0.077295
nusmv.tcas-t^6.B-f3-shuffled,1,0.078749
par16-1-c-00-shuffled,1,0.317185
par8-1-c-50-shuffled,1,0.354689
par8-2-90-shuffled,1,0.361144
par8-2-c-50-shuffled,1,0.354895
par8-3-c-00-shuffled,1,0.323466
par8-3-c-90-shuffled,1,0.377422
par8-4-90-shuffled,1,0.361463
par8-4-c-90-shuffled,1,0.379867
par8-5-c-90-shuffled,1,0.37934
Qq2k3k3v100v100m1000s10,1,1.511
Qq2k3k3v100v100m1000s1,1,1.48
Qq2k3k3v100v100m1000s2,1,1.487
Qq2k3k3v100v100m1000s3,1,1.488
Qq2k3k3v100v100m1000s4,1,1.507
Qq2k3k3v100v100m1000s5,1,1.482
Qq2k3k3v100v100m1000s6,1,1.54
Qq2k3k3v100v100m1000s7,1,1.474
Qq2k3k3v100v100m1000s8,1,1.527
Qq2k3k3v100v100m1000s9,1,1.467
Qq2k3k3v100v100m1200s10,1,1.5025
Qq2k3k3v100v100m1200s1,1,1.4925
Qq2k3k3v100v100m1200s2,1,1.476667
Qq2k3k3v100v100m1200s3,1,1.485
Qq2k3k3v100v100m1200s4,1,1.5075
Qq2k3k3v100v100m1200s5,1,1.491667
Qq2k3k3v100v100m1200s6,1,1.5275
Qq2k3k3v100v100m1200s7,1,1.500833
Qq2k3k3v100v100m1200s8,1,1.536667
Qq2k3k3v100v100m1200s9,1,1.459167
Qq2k3k3v100v100m1400s10,1,1.514286
Qq2k3k3v100v100m1400s1,1,1.468571
Qq2k3k3v100v100m1400s2,1,1.465714
Qq2k3k3v100v100m1400s3,1,1.489286
Qq2k3k3v100v100m1400s4,1,1.493571
Qq2k3k3v100v100m1400s5,1,1.512857
Qq2k3k3v100v100m1400s6,1,1.524286
Qq2k3k3v100v100m1400s7,1,1.498571
Qq2k3k3v100v100m1400s8,1,1.516429
Qq2k3k3v100v100m1400s9,1,1.451429
Qq2k3k3v100v100m1600s10,1,1.506875
Qq2k3k3v100v100m1600s1,1,1.47875
Qq2k3k3v100v100m1600s2,1,1.456875
Qq2k3k3v100v100m1600s3,1,1.49375
Qq2k3k3v100v100m1600s4,1,1.5
Qq2k3k3v100v100m1600s5,1,1.511875
Qq2k3k3v100v100m1600s6,1,1.51875
Qq2k3k3v100v100m1600s7,1,1.50625
Qq2k3k3v100v100m1600s8,1,1.5175
Qq2k3k3v100v100m1600s9,1,1.461875
Qq2k3k3v100v100m1800s10,1,1.505556
Qq2k3k3v100v100m1800s1,1,1.491667
Qq2k3k3v100v100m1800s2,1,1.457778
Qq2k3k3v100v100m1800s3,1,1.495
Qq2k3k3v100v100m1800s4,1,1.508333
Qq2k3k3v100v100m1800s5,1,1.498889
Qq2k3k3v100v100m1800s6,1,1.529444
Qq2k3k3v100v100m1800s7,1,1.500556
Qq2k3k3v100v100m1800s8,1,1.513889
Qq2k3k3v100v100m1800s9,1,1.462222
Qq2k3k3v100v100m2000s10,1,1.496
Qq2k3k3v100v100m2000s1,1,1.4915
Qq2k3k3v100v100m2000s2,1,1.461
Qq2k3k3v100v100m2000s3,1,1.483
Qq2k3k3v100v100m2000s4,1,1.503
Qq2k3k3v100v100m2000s5,1,1.5045
Qq2k3k3v100v100m2000s6,1,1.5275
Qq2k3k3v100v100m2000s7,1,1.4955
Qq2k3k3v100v100m2000s8,1,1.511
Qq2k3k3v100v100m2000s9,1,1.4735
Qq2k3k3v100v100m400s10,1,1.5
Qq2k3k3v100v100m400s1,1,1.4825
Qq2k3k3v100v100m400s2,1,1.505
Qq2k3k3v100v100m400s3,1,1.4925
Qq2k3k3v100v100m400s4,1,1.4975
Qq2k3k3v100v100m400s5,1,1.4825
Qq2k3k3v100v100m400s6,1,1.555
Qq2k3k3v100v100m400s7,1,1.4825
Qq2k3k3v100v100m400s8,1,1.515
Qq2k3k3v100v100m400s9,1,1.5075
Qq2k3k3v100v100m600s10,1,1.505
Qq2k3k3v100v100m600s1,1,1.478333
Qq2k3k3v100v100m600s2,1,1.468333
Qq2k3k3v100v100m600s3,1,1.515
Qq2k3k3v100v100m600s4,1,1.51
Qq2k3k3v100v100m600s5,1,1.51
Qq2k3k3v100v100m600s6,1,1.553333
Qq2k3k3v100v100m600s7,1,1.485
Qq2k3k3v100v100m600s8,1,1.535
Qq2k3k3v100v100m600s9,1,1.503333
Qq2k3k3v100v100m800s10,1,1.51875
Qq2k3k3v100v100m800s1,1,1.47125
Qq2k3k3v100v100m800s2,1,1.45875
Qq2k3k3v100v100m800s3,1,1.5075
Qq2k3k3v100v100m800s4,1,1.505
Qq2k3k3v100v100m800s5,1,1.48875
Qq2k3k3v100v100m800s6,1,1.54
Qq2k3k3v100v100m800s7,1,1.47625
Qq2k3k3v100v100m800s8,1,1.51875
Qq2k3k3v100v100m800s9,1,1.4725
Qq2k3k3v20v20m120s10,1,1.475
Qq2k3k3v20v20m120s1,1,1.508333
Qq2k3k3v20v20m120s2,1,1.475
Qq2k3k3v20v20m120s3,1,1.516667
Qq2k3k3v20v20m120s4,1,1.383333
Qq2k3k3v20v20m120s5,1,1.408333
Qq2k3k3v20v20m120s6,1,1.458333
Qq2k3k3v20v20m120s7,1,1.416667
Qq2k3k3v20v20m120s8,1,1.575
Qq2k3k3v20v20m120s9,1,1.508333
Qq2k3k3v20v20m160s10,1,1.4625
Qq2k3k3v20v20m160s1,1,1.51875
Qq2k3k3v20v20m160s2,1,1.45
Qq2k3k3v20v20m160s3,1,1.50625
Qq2k3k3v20v20m160s4,1,1.4375
Qq2k3k3v20v20m160s5,1,1.45
Qq2k3k3v20v20m160s6,1,1.44375
Qq2k3k3v20v20m160s7,1,1.475
Qq2k3k3v20v20m160s8,1,1.5625
Qq2k3k3v20v20m160s9,1,1.4875
Qq2k3k3v20v20m200s10,1,1.475
Qq2k3k3v20v20m200s1,1,1.51
Qq2k3k3v20v20m200s2,1,1.44
Qq2k3k3v20v20m200s3,1,1.475
Qq2k3k3v20v20m200s4,1,1.51
Qq2k3k3v20v20m200s5,1,1.465
Qq2k3k3v20v20m200s6,1,1.48
Qq2k3k3v20v20m200s7,1,1.48
Qq2k3k3v20v20m200s8,1,1.54
Qq2k3k3v20v20m200s9,1,1.495
Qq2k3k3v20v20m240s10,1,1.479167
Qq2k3k3v20v20m240s1,1,1.520833
Qq2k3k3v20v20m240s2,1,1.475
Qq2k3k3v20v20m240s3,1,1.483333
Qq2k3k3v20v20m240s4,1,1.516667
Qq2k3k3v20v20m240s5,1,1.466667
Qq2k3k3v20v20m240s6,1,1.516667
Qq2k3k3v20v20m240s7,1,1.516667
Qq2k3k3v20v20m240s8,1,1.516667
Qq2k3k3v20v20m240s9,1,1.5
Qq2k3k3v20v20m280s10,1,1.485714
Qq2k3k3v20v20m280s1,1,1.496429
Qq2k3k3v20v20m280s2,1,1.517857
Qq2k3k3v20v20m280s3,1,1.467857
Qq2k3k3v20v20m280s4,1,1.535714
Qq2k3k3v20v20m280s5,1,1.446429
Qq2k3k3v20v20m280s6,1,1.510714
Qq2k3k3v20v20m280s7,1,1.496429
Qq2k3k3v20v20m280s8,1,1.532143
Qq2k3k3v20v20m280s9,1,1.496429
Qq2k3k3v20v20m320s10,1,1.49375
Qq2k3k3v20v20m320s1,1,1.478125
Qq2k3k3v20v20m320s2,1,1.4875
Qq2k3k3v20v20m320s3,1,1.48125
Qq2k3k3v20v20m320s4,1,1.50625
Qq2k3k3v20v20m320s5,1,1.478125
Qq2k3k3v20v20m320s6,1,1.515625
Qq2k3k3v20v20m320s7,1,1.50625
Qq2k3k3v20v20m320s8,1,1.540625
Qq2k3k3v20v20m320s9,1,1.475
Qq2k3k3v20v20m360s10,1,1.491667
Qq2k3k3v20v20m360s1,1,1.463889
Qq2k3k3v20v20m360s2,1,1.513889
Qq2k3k3v20v20m360s3,1,1.486111
Qq2k3k3v20v20m360s4,1,1.5
Qq2k3k3v20v20m360s5,1,1.480556
Qq2k3k3v20v20m360s6,1,1.536111
Qq2k3k3v20v20m360s7,1,1.491667
Qq2k3k3v20v20m360s8,1,1.530556
Qq2k3k3v20v20m360s9,1,1.502778
Qq2k3k3v20v20m400s10,1,1.5
Qq2k3k3v20v20m400s1,1,1.4825
Qq2k3k3v20v20m400s2,1,1.505
Qq2k3k3v20v20m400s3,1,1.4925
Qq2k3k3v20v20m400s4,1,1.4975
Qq2k3k3v20v20m400s5,1,1.4825
Qq2k3k3v20v20m400s6,1,1.555
Qq2k3k3v20v20m400s7,1,1.4825
Qq2k3k3v20v20m400s8,1,1.515
Qq2k3k3v20v20m400s9,1,1.5075
Qq2k3k3v20v20m80s10,1,1.3875
Qq2k3k3v20v20m80s1,1,1.475
Qq2k3k3v20v20m80s2,1,1.475
Qq2k3k3v20v20m80s3,1,1.5125
Qq2k3k3v20v20m80s4,1,1.3625
Qq2k3k3v20v20m80s5,1,1.4125
Qq2k3k3v20v20m80s6,1,1.45
Qq2k3k3v20v20m80s7,1,1.4875
Qq2k3k3v20v20m80s8,1,1.675
Qq2k3k3v20v20m80s9,1,1.575
Qq2k3k3v50v50m1000s10,1,1.511
Qq2k3k3v50v50m1000s1,1,1.48
Qq2k3k3v50v50m1000s2,1,1.487
Qq2k3k3v50v50m1000s3,1,1.488
Qq2k3k3v50v50m1000s4,1,1.507
Qq2k3k3v50v50m1000s5,1,1.482
Qq2k3k3v50v50m1000s6,1,1.54
Qq2k3k3v50v50m1000s7,1,1.474
Qq2k3k3v50v50m1000s8,1,1.527
Qq2k3k3v50v50m1000s9,1,1.467
Qq2k3k3v50v50m200s10,1,1.475
Qq2k3k3v50v50m200s1,1,1.51
Qq2k3k3v50v50m200s2,1,1.44
Qq2k3k3v50v50m200s3,1,1.475
Qq2k3k3v50v50m200s4,1,1.51
Qq2k3k3v50v50m200s5,1,1.465
Qq2k3k3v50v50m200s6,1,1.48
Qq2k3k3v50v50m200s7,1,1.48
Qq2k3k3v50v50m200s8,1,1.54
Qq2k3k3v50v50m200s9,1,1.495
Qq2k3k3v50v50m300s10,1,1.48
Qq2k3k3v50v50m300s1,1,1.486667
Qq2k3k3v50v50m300s2,1,1.516667
Qq2k3k3v50v50m300s3,1,1.47
Qq2k3k3v50v50m300s4,1,1.523333
Qq2k3k3v50v50m300s5,1,1.46
Qq2k3k3v50v50m300s6,1,1.496667
Qq2k3k3v50v50m300s7,1,1.49
Qq2k3k3v50v50m300s8,1,1.53
Qq2k3k3v50v50m300s9,1,1.493333
Qq2k3k3v50v50m400s10,1,1.5
Qq2k3k3v50v50m400s1,1,1.4825
Qq2k3k3v50v50m400s2,1,1.505
Qq2k3k3v50v50m400s3,1,1.4925
Qq2k3k3v50v50m400s4,1,1.4975
Qq2k3k3v50v50m400s5,1,1.4825
Qq2k3k3v50v50m400s6,1,1.555
Qq2k3k3v50v50m400s7,1,1.4825
Qq2k3k3v50v50m400s8,1,1.515
Qq2k3k3v50v50m400s9,1,1.5075
Qq2k3k3v50v50m500s10,1,1.498
Qq2k3k3v50v50m500s1,1,1.476
Qq2k3k3v50v50m500s2,1,1.484
Qq2k3k3v50v50m500s3,1,1.514
Qq2k3k3v50v50m500s4,1,1.504
Qq2k3k3v50v50m500s5,1,1.496
Qq2k3k3v50v50m500s6,1,1.552
Qq2k3k3v50v50m500s7,1,1.494
Qq2k3k3v50v50m500s8,1,1.53
Qq2k3k3v50v50m500s9,1,1.5
Qq2k3k3v50v50m600s10,1,1.505
Qq2k3k3v50v50m600s1,1,1.478333
Qq2k3k3v50v50m600s2,1,1.468333
Qq2k3k3v50v50m600s3,1,1.515
Qq2k3k3v50v50m600s4,1,1.51
Qq2k3k3v50v50m600s5,1,1.51
Qq2k3k3v50v50m600s6,1,1.553333
Qq2k3k3v50v50m600s7,1,1.485
Qq2k3k3v50v50m600s8,1,1.535
Qq2k3k3v50v50m600s9,1,1.503333
Qq2k3k3v50v50m700s10,1,1.508571
Qq2k3k3v50v50m700s1,1,1.494286
Qq2k3k3v50v50m700s2,1,1.448571
Qq2k3k3v50v50m700s3,1,1.517143
Qq2k3k3v50v50m700s4,1,1.501429
Qq2k3k3v50v50m700s5,1,1.502857
Qq2k3k3v50v50m700s6,1,1.544286
Qq2k3k3v50v50m700s7,1,1.477143
Qq2k3k3v50v50m700s8,1,1.524286
Qq2k3k3v50v50m700s9,1,1.477143
Qq2k3k3v50v50m800s10,1,1.51875
Qq2k3k3v50v50m800s1,1,1.47125
Qq2k3k3v50v50m800s2,1,1.45875
Qq2k3k3v50v50m800s3,1,1.5075
Qq2k3k3v50v50m800s4,1,1.505
Qq2k3k3v50v50m800s5,1,1.48875
Qq2k3k3v50v50m800s6,1,1.54
Qq2k3k3v50v50m800s7,1,1.47625
Qq2k3k3v50v50m800s8,1,1.51875
Qq2k3k3v50v50m800s9,1,1.4725
Qq2k3k3v50v50m900s10,1,1.516667
Qq2k3k3v50v50m900s1,1,1.486667
Qq2k3k3v50v50m900s2,1,1.468889
Qq2k3k3v50v50m900s3,1,1.498889
Qq2k3k3v50v50m900s4,1,1.521111
Qq2k3k3v50v50m900s5,1,1.48
Qq2k3k3v50v50m900s6,1,1.547778
Qq2k3k3v50v50m900s7,1,1.481111
Qq2k3k3v50v50m900s8,1,1.517778
Qq2k3k3v50v50m900s9,1,1.474444
qshifter_3,1,2
qshifter_4,1,2.5
qshifter_5,1,3
qshifter_6,1,3.5
qshifter_7,1,4
qshifter_8,1,4.5
rankfunc10_unsigned_64,1,0.158612
rankfunc11_signed_32,1,0.16148
rankfunc12_unsigned_16,1,0.13545
rankfunc14_signed_64,1,0.125521
rankfunc15_unsigned_32,1,0.161919
rankfunc16_signed_64,1,0.149321
rankfunc17_unsigned_16,1,0.186725
rankfunc18_signed_64,1,0.207727
rankfunc19_unsigned_16,1,0.148148
rankfunc1_signed_32,1,0.169178
rankfunc20_unsigned_32,1,0.164766
rankfunc21_signed_16,1,0.157369
rankfunc22_unsigned_32,1,0.170137
rankfunc23_signed_64,1,0.157619
rankfunc24_unsigned_64,1,0.157862
rankfunc25_signed_64,1,0.124741
rankfunc26_unsigned_32,1,0.133961
rankfunc27_signed_64,1,0.161412
rankfunc28_unsigned_16,1,0.183513
rankfunc29_signed_16,1,0.102564
rankfunc2_unsigned_64,1,0.148298
rankfunc30_signed_64,1,0.1321
rankfunc31_unsigned_16,1,0.118711
rankfunc32_signed_64,1,0.102588
rankfunc33_unsigned_32,1,0.093125
rankfunc34_signed_32,1,0.112989
rankfunc35_unsigned_32,1,0.136188
rankfunc36_signed_64,1,0.150458
rankfunc37_unsigned_32,1,0.397516
rankfunc38_signed_32,1,0.398524
rankfunc39_unsigned_64,1,0.17447
rankfunc3_signed_64,1,0.104554
rankfunc40_unsigned_64,1,0.150943
rankfunc41_signed_32,1,0.142028
rankfunc42_unsigned_16,1,0.155907
rankfunc43_signed_64,1,0.131076
rankfunc44_unsigned_32,1,0.176674
rankfunc45_signed_16,1,0.09974
rankfunc46_unsigned_32,1,0.172805
rankfunc47_signed_64,1,0.095212
rankfunc48_unsigned_16,1,0.158967
rankfunc49_signed_32,1,0.180282
rankfunc4_unsigned_16,1,0.329897
rankfunc50_signed_64,1,0.096759
rankfunc51_signed_32,1,0.138829
rankfunc52_unsigned_32,1,0.14466
rankfunc53_signed_16,1,0.17819
rankfunc54_signed_32,1,0.145827
rankfunc55_unsigned_32,1,0.165002
rankfunc56_signed_16,1,0.215126
rankfunc57_unsigned_64,1,0.159089
rankfunc58_signed_32,1,0.188721
rankfunc59_unsigned_16,1,0.188902
rankfunc5_signed_64,1,0.155269
rankfunc60_unsigned_32,1,0.215225
rankfunc61_signed_32,1,0.125778
rankfunc6_unsigned_16,1,0.130214
rankfunc7_signed_16,1,0.168754
rankfunc8_unsigned_32,1,0.18156
rankfunc9_signed_64,1,0.167027
ring_r4_ser--opt-11_-shuffled,1,3.654228
ring_r6_ser---16_-shuffled,1,6.80109
ring_r6_ser--opt-17_-shuffled,1,6.785086
ring_r7_ser---19_-shuffled,1,7.05138
robots_1_5_2_100.2,1,0.472222
robots_1_5_2_100.4,1,0.512949
robots_1_5_2_100.8,1,0.536066
robots_1_5_2_10.2,1,0.472222
robots_1_5_2_14.2,1,0.472222
robots_1_5_2_21.4,1,0.512949
robots_1_5_2_2.4,1,0.512949
robots_1_5_2_28.2,1,0.472222
robots_1_5_2_31.2,1,0.472222
robots_1_5_2_32.8,1,0.536066
robots_1_5_2_33.2,1,0.472222
robots_1_5_2_3.4,1,0.512949
robots_1_5_2_39.4,1,0.512949
robots_1_5_2_40.8,1,0.536066
robots_1_5_2_45.4,1,0.512949
robots_1_5_2_47.2,1,0.472222
robots_1_5_2_49.2,1,0.472222
robots_1_5_2_54.8,1,0.536066
robots_1_5_2_61.8,1,0.536066
robots_1_5_2_67.8,1,0.536066
robots_1_5_2_75.8,1,0.536066
robots_1_5_2_80.4,1,0.512949
robots_1_5_2_81.2,1,0.472222
robots_1_5_2_82.4,1,0.512949
robots_1_5_2_82.8,1,0.536066
robots_1_5_2_85.2,1,0.472222
robots_1_5_2_85.4,1,0.512949
robots_1_5_2_91.8,1,0.536066
robots_1_5_2_9.8,1,0.536066
robots_1_5_2_99.4,1,0.512949
robots_1_5_3_100.2,1,0.472168
robots_1_5_3_100.4,1,0.512917
robots_1_5_3_100.8,1,0.536049
robots_1_5_3_16.4,1,0.512917
robots_1_5_3_16.8,1,0.536049
robots_1_5_3_20.4,1,0.512917
robots_1_5_3_24.4,1,0.512917
robots_1_5_3_2.4,1,0.512917
robots_1_5_3_25.2,1,0.472168
robots_1_5_3_26.2,1,0.472168
robots_1_5_3_27.8,1,0.536049
robots_1_5_3_30.2,1,0.472168
robots_1_5_3_39.8,1,0.536049
robots_1_5_3_44.4,1,0.512917
robots_1_5_3_44.8,1,0.536049
robots_1_5_3_51.2,1,0.472168
robots_1_5_3_52.2,1,0.472168
robots_1_5_3_52.4,1,0.512917
robots_1_5_3_55.8,1,0.536049
robots_1_5_3_57.4,1,0.512917
robots_1_5_3_62.2,1,0.472168
robots_1_5_3_64.8,1,0.536049
robots_1_5_3_66.4,1,0.512917
robots_1_5_3_70.8,1,0.536049
robots_1_5_3_7.2,1,0.472168
robots_1_5_3_78.4,1,0.512917
robots_1_5_3_80.2,1,0.472168
robots_1_5_3_8.8,1,0.536049
robots_1_5_3_90.8,1,0.536049
robots_1_5_3_91.2,1,0.472168
robots_1_5_4_100.2,1,0.472113
robots_1_5_4_100.4,1,0.512885
robots_1_5_4_100.8,1,0.536031
robots_1_5_4_17.8,1,0.536031
robots_1_5_4_1.8,1,0.536031
robots_1_5_4_22.2,1,0.472113
robots_1_5_4_24.8,1,0.536031
robots_1_5_4_2.4,1,0.512885
robots_1_5_4_30.4,1,0.512885
robots_1_5_4_31.4,1,0.512885
robots_1_5_4_32.2,1,0.472113
robots_1_5_4_44.2,1,0.472113
robots_1_5_4_46.4,1,0.512885
robots_1_5_4_46.8,1,0.536031
robots_1_5_4_50.4,1,0.512885
robots_1_5_4_51.4,1,0.512885
robots_1_5_4_52.2,1,0.472113
robots_1_5_4_56.8,1,0.536031
robots_1_5_4_59.2,1,0.472113
robots_1_5_4_71.2,1,0.472113
robots_1_5_4_73.2,1,0.472113
robots_1_5_4_75.2,1,0.472113
robots_1_5_4_75.8,1,0.536031
robots_1_5_4_81.2,1,0.472113
robots_1_5_4_87.4,1,0.512885
robots_1_5_4_91.4,1,0.512885
robots_1_5_4_91.8,1,0.536031
robots_1_5_4_96.8,1,0.536031
robots_1_5_4_98.4,1,0.512885
robots_1_5_4_99.8,1,0.536031
robots_1_5_5_100.2,1,0.472058
robots_1_5_5_100.4,1,0.512853
robots_1_5_5_100.8,1,0.536013
robots_1_5_5_10.8,1,0.536013
robots_1_5_5_12.4,1,0.512853
robots_1_5_5_12.8,1,0.536013
robots_1_5_5_14.8,1,0.536013
robots_1_5_5_15.2,1,0.472058
robots_1_5_5_24.2,1,0.472058
robots_1_5_5_26.4,1,0.512853
robots_1_5_5_30.4,1,0.512853
robots_1_5_5_31.2,1,0.472058
robots_1_5_5_33.8,1,0.536013
robots_1_5_5_34.4,1,0.512853
