@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_table_count NUMERIC

@DATA
composed-25-1-40-3_ext.xml.minion.gz,1,262
composed-25-1-40-4_ext.xml.minion.gz,1,262
composed-25-1-40-5_ext.xml.minion.gz,1,262
composed-25-1-40-6_ext.xml.minion.gz,1,262
composed-25-1-40-7_ext.xml.minion.gz,1,262
composed-25-1-40-8_ext.xml.minion.gz,1,262
composed-25-1-40-9_ext.xml.minion.gz,1,262
composed-25-1-80-0_ext.xml.minion.gz,1,302
composed-25-1-80-1_ext.xml.minion.gz,1,302
composed-25-1-80-2_ext.xml.minion.gz,1,302
composed-25-1-80-3_ext.xml.minion.gz,1,302
composed-25-1-80-4_ext.xml.minion.gz,1,302
composed-25-1-80-5_ext.xml.minion.gz,1,302
composed-25-1-80-6_ext.xml.minion.gz,1,302
composed-25-1-80-7_ext.xml.minion.gz,1,302
composed-25-1-80-8_ext.xml.minion.gz,1,302
composed-25-1-80-9_ext.xml.minion.gz,1,302
composed-75-1-2-0_ext.xml.minion.gz,1,624
composed-75-1-2-1_ext.xml.minion.gz,1,624
composed-75-1-2-2_ext.xml.minion.gz,1,624
composed-75-1-2-3_ext.xml.minion.gz,1,624
composed-75-1-2-4_ext.xml.minion.gz,1,624
composed-75-1-25-0_ext.xml.minion.gz,1,647
composed-75-1-25-1_ext.xml.minion.gz,1,647
composed-75-1-25-2_ext.xml.minion.gz,1,647
composed-75-1-25-3_ext.xml.minion.gz,1,647
composed-75-1-25-4_ext.xml.minion.gz,1,647
composed-75-1-25-5_ext.xml.minion.gz,1,647
composed-75-1-25-6_ext.xml.minion.gz,1,647
composed-75-1-25-7_ext.xml.minion.gz,1,647
composed-75-1-25-8_ext.xml.minion.gz,1,647
composed-75-1-25-9_ext.xml.minion.gz,1,647
composed-75-1-2-5_ext.xml.minion.gz,1,624
composed-75-1-2-6_ext.xml.minion.gz,1,624
composed-75-1-2-7_ext.xml.minion.gz,1,624
composed-75-1-2-8_ext.xml.minion.gz,1,624
composed-75-1-2-9_ext.xml.minion.gz,1,624
composed-75-1-40-0_ext.xml.minion.gz,1,662
composed-75-1-40-1_ext.xml.minion.gz,1,662
composed-75-1-40-2_ext.xml.minion.gz,1,662
composed-75-1-40-3_ext.xml.minion.gz,1,662
composed-75-1-40-4_ext.xml.minion.gz,1,662
composed-75-1-40-5_ext.xml.minion.gz,1,662
composed-75-1-40-6_ext.xml.minion.gz,1,662
composed-75-1-40-7_ext.xml.minion.gz,1,662
composed-75-1-40-8_ext.xml.minion.gz,1,662
composed-75-1-40-9_ext.xml.minion.gz,1,662
composed-75-1-80-0_ext.xml.minion.gz,1,702
composed-75-1-80-1_ext.xml.minion.gz,1,702
composed-75-1-80-2_ext.xml.minion.gz,1,702
composed-75-1-80-3_ext.xml.minion.gz,1,702
composed-75-1-80-4_ext.xml.minion.gz,1,702
composed-75-1-80-5_ext.xml.minion.gz,1,702
composed-75-1-80-6_ext.xml.minion.gz,1,702
composed-75-1-80-7_ext.xml.minion.gz,1,702
composed-75-1-80-8_ext.xml.minion.gz,1,702
composed-75-1-80-9_ext.xml.minion.gz,1,702
costasArray-10.xml.minion.convert.minion,1,0
costasArray-11.xml.minion.convert.minion,1,0
costasArray-12.xml.minion.convert.minion,1,0
costasArray-13.xml.minion.convert.minion,1,0
costasArray-14.xml.minion.convert.minion,1,0
costasArray-15.xml.minion.convert.minion,1,0
costasArray-16.xml.minion.convert.minion,1,0
costasArray-17.xml.minion.convert.minion,1,0
costasArray-18.xml.minion.convert.minion,1,0
costasArray-19.xml.minion.convert.minion,1,0
costasArray-20.xml.minion.convert.minion,1,0
cril-0_ext.xml.minion.converted.minion,1,34
cril-0_ext.xml.minion.converted.minion.gz,1,34
cril-2_ext.xml.minion.converted.minion,1,2032
cril-3_ext.xml.minion.converted.minion,1,2032
cril-4_ext.xml.minion.converted.minion,1,990
cril-5_ext.xml.minion.converted.minion,1,861
cril-6_ext.xml.minion.converted.minion,1,153
cril-6_ext.xml.minion.converted.minion.gz,1,153
cril-7.ext.xml.minion.converted.minion,1,153
cril-7.ext.xml.minion.converted.minion.gz,1,153
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,156
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,78
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,72
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,72
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,118
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,132
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,138
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,146
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,134
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,182
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,174
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,180
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,217
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,4055
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,3876
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,6173
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,9321
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,9321
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,17447
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,736
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,736
dubois-100_ext.xml.minion.converted.minion.gz,1,200
dubois-20_ext.xml.minion.converted.minion.gz,1,40
dubois-21_ext.xml.minion.converted.minion.gz,1,42
dubois-22_ext.xml.minion.converted.minion.gz,1,44
dubois-23_ext.xml.minion.converted.minion.gz,1,46
dubois-24_ext.xml.minion.converted.minion.gz,1,48
dubois-25_ext.xml.minion.converted.minion.gz,1,50
dubois-26_ext.xml.minion.converted.minion.gz,1,52
dubois-27_ext.xml.minion.converted.minion.gz,1,54
dubois-28_ext.xml.minion.converted.minion.gz,1,56
dubois-29_ext.xml.minion.converted.minion.gz,1,58
dubois-30_ext.xml.minion.converted.minion.gz,1,60
dubois-50_ext.xml.minion.converted.minion.gz,1,100
ehi-85-297-0_ext.xml.minion.gz,1,4094
ehi-85-297-10_ext.xml.minion.gz,1,4098
ehi-85-297-11_ext.xml.minion.gz,1,4100
ehi-85-297-12_ext.xml.minion.gz,1,4099
ehi-85-297-13_ext.xml.minion.gz,1,4102
ehi-85-297-14_ext.xml.minion.gz,1,4111
ehi-85-297-15_ext.xml.minion.gz,1,4133
ehi-85-297-16_ext.xml.minion.gz,1,4105
ehi-85-297-17_ext.xml.minion.gz,1,4102
ehi-85-297-18_ext.xml.minion.gz,1,4120
ehi-85-297-19_ext.xml.minion.gz,1,4118
ehi-85-297-1_ext.xml.minion.gz,1,4112
ehi-85-297-20_ext.xml.minion.gz,1,4106
ehi-85-297-21_ext.xml.minion.gz,1,4098
ehi-85-297-22_ext.xml.minion.gz,1,4107
ehi-85-297-23_ext.xml.minion.gz,1,4126
ehi-85-297-24_ext.xml.minion.gz,1,4105
ehi-85-297-25_ext.xml.minion.gz,1,4097
ehi-85-297-26_ext.xml.minion.gz,1,4102
ehi-85-297-27_ext.xml.minion.gz,1,4120
ehi-85-297-28_ext.xml.minion.gz,1,4100
ehi-85-297-29_ext.xml.minion.gz,1,4110
ehi-85-297-2_ext.xml.minion.gz,1,4120
ehi-85-297-30_ext.xml.minion.gz,1,4121
ehi-85-297-31_ext.xml.minion.gz,1,4100
ehi-85-297-32_ext.xml.minion.gz,1,4118
ehi-85-297-33_ext.xml.minion.gz,1,4094
ehi-85-297-34_ext.xml.minion.gz,1,4111
ehi-85-297-35_ext.xml.minion.gz,1,4110
ehi-85-297-36_ext.xml.minion.gz,1,4113
ehi-85-297-37_ext.xml.minion.gz,1,4097
ehi-85-297-38_ext.xml.minion.gz,1,4120
ehi-85-297-39_ext.xml.minion.gz,1,4127
ehi-85-297-3_ext.xml.minion.gz,1,4109
ehi-85-297-40_ext.xml.minion.gz,1,4137
ehi-85-297-41_ext.xml.minion.gz,1,4087
ehi-85-297-42_ext.xml.minion.gz,1,4131
ehi-85-297-43_ext.xml.minion.gz,1,4111
ehi-85-297-44_ext.xml.minion.gz,1,4130
ehi-85-297-45_ext.xml.minion.gz,1,4086
ehi-85-297-46_ext.xml.minion.gz,1,4107
ehi-85-297-47_ext.xml.minion.gz,1,4103
ehi-85-297-48_ext.xml.minion.gz,1,4112
ehi-85-297-49_ext.xml.minion.gz,1,4124
ehi-85-297-4_ext.xml.minion.gz,1,4119
ehi-85-297-50_ext.xml.minion.gz,1,4115
ehi-85-297-51_ext.xml.minion.gz,1,4109
ehi-85-297-52_ext.xml.minion.gz,1,4098
ehi-85-297-53_ext.xml.minion.gz,1,4112
ehi-85-297-54_ext.xml.minion.gz,1,4106
ehi-85-297-55_ext.xml.minion.gz,1,4121
ehi-85-297-56_ext.xml.minion.gz,1,4102
ehi-85-297-57_ext.xml.minion.gz,1,4115
ehi-85-297-58_ext.xml.minion.gz,1,4123
ehi-85-297-59_ext.xml.minion.gz,1,4106
ehi-85-297-5_ext.xml.minion.gz,1,4098
ehi-85-297-60_ext.xml.minion.gz,1,4119
ehi-85-297-61_ext.xml.minion.gz,1,4120
ehi-85-297-62_ext.xml.minion.gz,1,4103
ehi-85-297-63_ext.xml.minion.gz,1,4120
ehi-85-297-64_ext.xml.minion.gz,1,4113
ehi-85-297-65_ext.xml.minion.gz,1,4116
ehi-85-297-66_ext.xml.minion.gz,1,4102
ehi-85-297-67_ext.xml.minion.gz,1,4096
ehi-85-297-68_ext.xml.minion.gz,1,4126
ehi-85-297-69_ext.xml.minion.gz,1,4114
ehi-85-297-6_ext.xml.minion.gz,1,4081
ehi-85-297-70_ext.xml.minion.gz,1,4091
ehi-85-297-71_ext.xml.minion.gz,1,4110
ehi-85-297-72_ext.xml.minion.gz,1,4114
ehi-85-297-73_ext.xml.minion.gz,1,4108
ehi-85-297-74_ext.xml.minion.gz,1,4111
ehi-85-297-75_ext.xml.minion.gz,1,4111
ehi-85-297-76_ext.xml.minion.gz,1,4104
ehi-85-297-77_ext.xml.minion.gz,1,4117
ehi-85-297-78_ext.xml.minion.gz,1,4103
ehi-85-297-79_ext.xml.minion.gz,1,4107
ehi-85-297-7_ext.xml.minion.gz,1,4111
ehi-85-297-80_ext.xml.minion.gz,1,4110
ehi-85-297-81_ext.xml.minion.gz,1,4115
ehi-85-297-82_ext.xml.minion.gz,1,4108
ehi-85-297-83_ext.xml.minion.gz,1,4099
ehi-85-297-84_ext.xml.minion.gz,1,4111
ehi-85-297-85_ext.xml.minion.gz,1,4093
ehi-85-297-86_ext.xml.minion.gz,1,4092
ehi-85-297-87_ext.xml.minion.gz,1,4128
ehi-85-297-88_ext.xml.minion.gz,1,4119
ehi-85-297-89_ext.xml.minion.gz,1,4110
ehi-85-297-8_ext.xml.minion.gz,1,4110
ehi-85-297-90_ext.xml.minion.gz,1,4113
ehi-85-297-91_ext.xml.minion.gz,1,4113
ehi-85-297-92_ext.xml.minion.gz,1,4106
ehi-85-297-93_ext.xml.minion.gz,1,4105
ehi-85-297-94_ext.xml.minion.gz,1,4102
ehi-85-297-95_ext.xml.minion.gz,1,4102
ehi-85-297-96_ext.xml.minion.gz,1,4119
ehi-85-297-97_ext.xml.minion.gz,1,4095
ehi-85-297-98_ext.xml.minion.gz,1,4124
ehi-85-297-99_ext.xml.minion.gz,1,4115
ehi-85-297-9_ext.xml.minion.gz,1,4118
ehi-90-315-0_ext.xml.minion.gz,1,4343
ehi-90-315-10_ext.xml.minion.gz,1,4355
ehi-90-315-11_ext.xml.minion.gz,1,4371
ehi-90-315-12_ext.xml.minion.gz,1,4369
ehi-90-315-13_ext.xml.minion.gz,1,4391
ehi-90-315-14_ext.xml.minion.gz,1,4377
ehi-90-315-15_ext.xml.minion.gz,1,4381
ehi-90-315-16_ext.xml.minion.gz,1,4383
ehi-90-315-17_ext.xml.minion.gz,1,4374
ehi-90-315-18_ext.xml.minion.gz,1,4380
ehi-90-315-19_ext.xml.minion.gz,1,4371
ehi-90-315-1_ext.xml.minion.gz,1,4388
ehi-90-315-20_ext.xml.minion.gz,1,4379
ehi-90-315-21_ext.xml.minion.gz,1,4388
ehi-90-315-22_ext.xml.minion.gz,1,4368
ehi-90-315-23_ext.xml.minion.gz,1,4375
ehi-90-315-24_ext.xml.minion.gz,1,4378
ehi-90-315-25_ext.xml.minion.gz,1,4398
ehi-90-315-26_ext.xml.minion.gz,1,4370
ehi-90-315-27_ext.xml.minion.gz,1,4374
ehi-90-315-28_ext.xml.minion.gz,1,4369
ehi-90-315-29_ext.xml.minion.gz,1,4382
ehi-90-315-2_ext.xml.minion.gz,1,4382
ehi-90-315-30_ext.xml.minion.gz,1,4366
ehi-90-315-31_ext.xml.minion.gz,1,4394
ehi-90-315-32_ext.xml.minion.gz,1,4380
ehi-90-315-33_ext.xml.minion.gz,1,4363
ehi-90-315-34_ext.xml.minion.gz,1,4390
ehi-90-315-35_ext.xml.minion.gz,1,4384
ehi-90-315-36_ext.xml.minion.gz,1,4378
ehi-90-315-37_ext.xml.minion.gz,1,4374
ehi-90-315-38_ext.xml.minion.gz,1,4382
ehi-90-315-39_ext.xml.minion.gz,1,4399
ehi-90-315-3_ext.xml.minion.gz,1,4376
ehi-90-315-40_ext.xml.minion.gz,1,4381
ehi-90-315-41_ext.xml.minion.gz,1,4382
ehi-90-315-42_ext.xml.minion.gz,1,4373
ehi-90-315-43_ext.xml.minion.gz,1,4365
ehi-90-315-44_ext.xml.minion.gz,1,4400
ehi-90-315-45_ext.xml.minion.gz,1,4369
ehi-90-315-46_ext.xml.minion.gz,1,4358
ehi-90-315-47_ext.xml.minion.gz,1,4380
ehi-90-315-48_ext.xml.minion.gz,1,4383
ehi-90-315-49_ext.xml.minion.gz,1,4362
ehi-90-315-4_ext.xml.minion.gz,1,4377
ehi-90-315-50_ext.xml.minion.gz,1,4385
ehi-90-315-51_ext.xml.minion.gz,1,4374
ehi-90-315-52_ext.xml.minion.gz,1,4373
ehi-90-315-53_ext.xml.minion.gz,1,4391
ehi-90-315-54_ext.xml.minion.gz,1,4371
ehi-90-315-55_ext.xml.minion.gz,1,4381
ehi-90-315-56_ext.xml.minion.gz,1,4381
ehi-90-315-57_ext.xml.minion.gz,1,4382
ehi-90-315-58_ext.xml.minion.gz,1,4383
ehi-90-315-59_ext.xml.minion.gz,1,4380
ehi-90-315-5_ext.xml.minion.gz,1,4374
ehi-90-315-60_ext.xml.minion.gz,1,4375
ehi-90-315-61_ext.xml.minion.gz,1,4387
ehi-90-315-62_ext.xml.minion.gz,1,4375
ehi-90-315-63_ext.xml.minion.gz,1,4381
ehi-90-315-64_ext.xml.minion.gz,1,4369
ehi-90-315-65_ext.xml.minion.gz,1,4387
ehi-90-315-66_ext.xml.minion.gz,1,4347
ehi-90-315-67_ext.xml.minion.gz,1,4359
ehi-90-315-68_ext.xml.minion.gz,1,4375
ehi-90-315-69_ext.xml.minion.gz,1,4386
ehi-90-315-6_ext.xml.minion.gz,1,4365
ehi-90-315-70_ext.xml.minion.gz,1,4385
ehi-90-315-71_ext.xml.minion.gz,1,4378
ehi-90-315-72_ext.xml.minion.gz,1,4378
ehi-90-315-73_ext.xml.minion.gz,1,4350
ehi-90-315-74_ext.xml.minion.gz,1,4377
ehi-90-315-75_ext.xml.minion.gz,1,4380
ehi-90-315-76_ext.xml.minion.gz,1,4358
ehi-90-315-77_ext.xml.minion.gz,1,4376
ehi-90-315-78_ext.xml.minion.gz,1,4376
ehi-90-315-79_ext.xml.minion.gz,1,4374
ehi-90-315-7_ext.xml.minion.gz,1,4375
ehi-90-315-80_ext.xml.minion.gz,1,4397
ehi-90-315-81_ext.xml.minion.gz,1,4381
ehi-90-315-82_ext.xml.minion.gz,1,4375
ehi-90-315-83_ext.xml.minion.gz,1,4370
ehi-90-315-84_ext.xml.minion.gz,1,4385
ehi-90-315-85_ext.xml.minion.gz,1,4370
ehi-90-315-86_ext.xml.minion.gz,1,4372
ehi-90-315-87_ext.xml.minion.gz,1,4396
ehi-90-315-88_ext.xml.minion.gz,1,4398
ehi-90-315-89_ext.xml.minion.gz,1,4384
ehi-90-315-8_ext.xml.minion.gz,1,4363
ehi-90-315-90_ext.xml.minion.gz,1,4365
ehi-90-315-91_ext.xml.minion.gz,1,4377
ehi-90-315-92_ext.xml.minion.gz,1,4396
ehi-90-315-93_ext.xml.minion.gz,1,4377
ehi-90-315-94_ext.xml.minion.gz,1,4380
ehi-90-315-95_ext.xml.minion.gz,1,4372
ehi-90-315-96_ext.xml.minion.gz,1,4392
ehi-90-315-97_ext.xml.minion.gz,1,4376
ehi-90-315-98_ext.xml.minion.gz,1,4373
ehi-90-315-99_ext.xml.minion.gz,1,4367
ehi-90-315-9_ext.xml.minion.gz,1,4370
frb30-15-1-mgd_ext.xml.minion.gz,1,208
frb30-15-2-mgd_ext.xml.minion.gz,1,217
frb30-15-3-mgd_ext.xml.minion.gz,1,213
frb30-15-4-mgd_ext.xml.minion.gz,1,212
frb30-15-5-mgd_ext.xml.minion.gz,1,210
frb35-17-1-mgd_ext.xml.minion.gz,1,262
frb35-17-2-mgd_ext.xml.minion.gz,1,260
frb35-17-3-mgd_ext.xml.minion.gz,1,266
frb35-17-4-mgd_ext.xml.minion.gz,1,262
frb35-17-5-mgd_ext.xml.minion.gz,1,273
frb40-19-1-mgd_ext.xml.minion.gz,1,321
frb40-19-2-mgd_ext.xml.minion.gz,1,321
frb40-19-3-mgd_ext.xml.minion.gz,1,308
frb40-19-4-mgd_ext.xml.minion.gz,1,326
frb40-19-5-mgd_ext.xml.minion.gz,1,326
frb45-21-1-mgd_ext.xml.minion.gz,1,394
frb45-21-2-mgd_ext.xml.minion.gz,1,380
frb45-21-3-mgd_ext.xml.minion.gz,1,369
frb45-21-4-mgd_ext.xml.minion.gz,1,378
frb45-21-5-mgd_ext.xml.minion.gz,1,375
frb50-23-1-mgd_ext.xml.minion.gz,1,430
frb50-23-2-mgd_ext.xml.minion.gz,1,445
frb50-23-3-mgd_ext.xml.minion.gz,1,456
frb50-23-4-mgd_ext.xml.minion.gz,1,435
frb50-23-5-mgd_ext.xml.minion.gz,1,428
frb53-24-1-mgd_ext.xml.minion.gz,1,475
frb53-24-2-mgd_ext.xml.minion.gz,1,474
frb53-24-3-mgd_ext.xml.minion.gz,1,470
frb53-24-4-mgd_ext.xml.minion.gz,1,473
frb53-24-5-mgd_ext.xml.minion.gz,1,476
frb56-25-1-mgd_ext.xml.minion.gz,1,517
frb56-25-2-mgd_ext.xml.minion.gz,1,511
frb56-25-3-mgd_ext.xml.minion.gz,1,511
frb56-25-4-mgd_ext.xml.minion.gz,1,525
frb56-25-5-mgd_ext.xml.minion.gz,1,512
frb59-26-1-mgd_ext.xml.minion.gz,1,556
frb59-26-2-mgd_ext.xml.minion.gz,1,549
frb59-26-3-mgd_ext.xml.minion.gz,1,547
frb59-26-4-mgd_ext.xml.minion.gz,1,559
frb59-26-5-mgd_ext.xml.minion.gz,1,539
geo50-20-d4-75-100_ext.xml.minion.gz,1,393
geo50-20-d4-75-10_ext.xml.minion.gz,1,459
geo50-20-d4-75-11_ext.xml.minion.gz,1,429
geo50-20-d4-75-12_ext.xml.minion.gz,1,520
geo50-20-d4-75-13_ext.xml.minion.gz,1,428
geo50-20-d4-75-14_ext.xml.minion.gz,1,447
geo50-20-d4-75-15_ext.xml.minion.gz,1,437
geo50-20-d4-75-16_ext.xml.minion.gz,1,421
geo50-20-d4-75-17_ext.xml.minion.gz,1,410
geo50-20-d4-75-18_ext.xml.minion.gz,1,419
geo50-20-d4-75-19_ext.xml.minion.gz,1,498
geo50-20-d4-75-1_ext.xml.minion.gz,1,472
geo50-20-d4-75-20_ext.xml.minion.gz,1,437
geo50-20-d4-75-21_ext.xml.minion.gz,1,378
geo50-20-d4-75-22_ext.xml.minion.gz,1,435
geo50-20-d4-75-23_ext.xml.minion.gz,1,429
geo50-20-d4-75-24_ext.xml.minion.gz,1,393
geo50-20-d4-75-25_ext.xml.minion.gz,1,390
geo50-20-d4-75-26_ext.xml.minion.gz,1,399
geo50-20-d4-75-27_ext.xml.minion.gz,1,420
geo50-20-d4-75-28_ext.xml.minion.gz,1,462
geo50-20-d4-75-29_ext.xml.minion.gz,1,429
geo50-20-d4-75-2_ext.xml.minion.gz,1,466
geo50-20-d4-75-30_ext.xml.minion.gz,1,401
geo50-20-d4-75-31_ext.xml.minion.gz,1,377
geo50-20-d4-75-32_ext.xml.minion.gz,1,416
geo50-20-d4-75-33_ext.xml.minion.gz,1,411
geo50-20-d4-75-34_ext.xml.minion.gz,1,398
geo50-20-d4-75-35_ext.xml.minion.gz,1,453
geo50-20-d4-75-36_ext.xml.minion.gz,1,339
geo50-20-d4-75-37_ext.xml.minion.gz,1,374
geo50-20-d4-75-38_ext.xml.minion.gz,1,428
geo50-20-d4-75-39_ext.xml.minion.gz,1,356
geo50-20-d4-75-3_ext.xml.minion.gz,1,394
geo50-20-d4-75-40_ext.xml.minion.gz,1,377
geo50-20-d4-75-41_ext.xml.minion.gz,1,469
geo50-20-d4-75-42_ext.xml.minion.gz,1,402
geo50-20-d4-75-43_ext.xml.minion.gz,1,432
geo50-20-d4-75-44_ext.xml.minion.gz,1,377
geo50-20-d4-75-45_ext.xml.minion.gz,1,400
geo50-20-d4-75-46_ext.xml.minion.gz,1,433
geo50-20-d4-75-47_ext.xml.minion.gz,1,383
geo50-20-d4-75-48_ext.xml.minion.gz,1,413
geo50-20-d4-75-49_ext.xml.minion.gz,1,425
geo50-20-d4-75-4_ext.xml.minion.gz,1,418
geo50-20-d4-75-50_ext.xml.minion.gz,1,423
geo50-20-d4-75-51_ext.xml.minion.gz,1,458
geo50-20-d4-75-52_ext.xml.minion.gz,1,483
geo50-20-d4-75-53_ext.xml.minion.gz,1,461
geo50-20-d4-75-54_ext.xml.minion.gz,1,412
geo50-20-d4-75-55_ext.xml.minion.gz,1,467
geo50-20-d4-75-56_ext.xml.minion.gz,1,449
geo50-20-d4-75-57_ext.xml.minion.gz,1,555
geo50-20-d4-75-58_ext.xml.minion.gz,1,456
geo50-20-d4-75-59_ext.xml.minion.gz,1,386
geo50-20-d4-75-5_ext.xml.minion.gz,1,368
geo50-20-d4-75-60_ext.xml.minion.gz,1,450
geo50-20-d4-75-61_ext.xml.minion.gz,1,372
geo50-20-d4-75-62_ext.xml.minion.gz,1,492
geo50-20-d4-75-63_ext.xml.minion.gz,1,470
geo50-20-d4-75-64_ext.xml.minion.gz,1,361
geo50-20-d4-75-65_ext.xml.minion.gz,1,414
geo50-20-d4-75-66_ext.xml.minion.gz,1,406
geo50-20-d4-75-67_ext.xml.minion.gz,1,462
geo50-20-d4-75-68_ext.xml.minion.gz,1,420
geo50-20-d4-75-69_ext.xml.minion.gz,1,373
geo50-20-d4-75-6_ext.xml.minion.gz,1,376
geo50-20-d4-75-70_ext.xml.minion.gz,1,451
geo50-20-d4-75-71_ext.xml.minion.gz,1,400
geo50-20-d4-75-72_ext.xml.minion.gz,1,406
geo50-20-d4-75-73_ext.xml.minion.gz,1,470
geo50-20-d4-75-74_ext.xml.minion.gz,1,412
geo50-20-d4-75-75_ext.xml.minion.gz,1,446
geo50-20-d4-75-76_ext.xml.minion.gz,1,365
geo50-20-d4-75-77_ext.xml.minion.gz,1,444
geo50-20-d4-75-78_ext.xml.minion.gz,1,388
geo50-20-d4-75-79_ext.xml.minion.gz,1,383
geo50-20-d4-75-7_ext.xml.minion.gz,1,471
geo50-20-d4-75-80_ext.xml.minion.gz,1,386
geo50-20-d4-75-81_ext.xml.minion.gz,1,401
geo50-20-d4-75-82_ext.xml.minion.gz,1,398
geo50-20-d4-75-83_ext.xml.minion.gz,1,430
geo50-20-d4-75-84_ext.xml.minion.gz,1,367
geo50-20-d4-75-85_ext.xml.minion.gz,1,418
geo50-20-d4-75-86_ext.xml.minion.gz,1,466
geo50-20-d4-75-87_ext.xml.minion.gz,1,441
geo50-20-d4-75-88_ext.xml.minion.gz,1,354
geo50-20-d4-75-89_ext.xml.minion.gz,1,442
geo50-20-d4-75-8_ext.xml.minion.gz,1,477
geo50-20-d4-75-90_ext.xml.minion.gz,1,474
geo50-20-d4-75-91_ext.xml.minion.gz,1,375
geo50-20-d4-75-92_ext.xml.minion.gz,1,411
geo50-20-d4-75-93_ext.xml.minion.gz,1,388
geo50-20-d4-75-94_ext.xml.minion.gz,1,496
geo50-20-d4-75-95_ext.xml.minion.gz,1,384
geo50-20-d4-75-96_ext.xml.minion.gz,1,429
geo50-20-d4-75-97_ext.xml.minion.gz,1,383
geo50-20-d4-75-98_ext.xml.minion.gz,1,377
geo50-20-d4-75-99_ext.xml.minion.gz,1,396
geo50-20-d4-75-9_ext.xml.minion.gz,1,451
geom-30a-3-ext.xml.minion.converted.minion.gz,1,81
geom-30a-4-ext.xml.minion.converted.minion.gz,1,81
geom-30a-5-ext.xml.minion.converted.minion.gz,1,81
geom-30a-6-ext.xml.minion.converted.minion.gz,1,81
geom-40-2-ext.xml.minion.converted.minion.gz,1,78
geom-40-3-ext.xml.minion.converted.minion.gz,1,78
geom-40-4-ext.xml.minion.converted.minion.gz,1,78
geom-40-5-ext.xml.minion.converted.minion.gz,1,78
geom-40-6-ext.xml.minion.converted.minion.gz,1,78
hanoi-3_ext.xml.minion.converted.minion.gz,1,5
hanoi-4_ext.xml.minion.converted.minion.gz,1,13
hanoi-5_ext.xml.minion.converted.minion.gz,1,29
hanoi-6_ext.xml.minion.converted.minion.gz,1,61
hanoi-7_ext.xml.minion.converted.minion.gz,1,125
hole-06_ext.xml.minion.converted.minion.gz,1,133
hole-07_ext.xml.minion.converted.minion.gz,1,204
hole-08_ext.xml.minion.converted.minion.gz,1,297
hole-09_ext.xml.minion.converted.minion.gz,1,415
hole-10_ext.xml.minion.converted.minion.gz,1,561
jnh01_ext.xml.minion.converted.minion.gz,1,850
jnh02_ext.xml.minion.converted.minion.gz,1,849
jnh03_ext.xml.minion.converted.minion.gz,1,848
jnh04_ext.xml.minion.converted.minion.gz,1,850
jnh05_ext.xml.minion.converted.minion.gz,1,845
jnh06_ext.xml.minion.converted.minion.gz,1,850
jnh07_ext.xml.minion.converted.minion.gz,1,848
jnh08_ext.xml.minion.converted.minion.gz,1,849
jnh09_ext.xml.minion.converted.minion.gz,1,849
jnh10_ext.xml.minion.converted.minion.gz,1,847
jnh11_ext.xml.minion.converted.minion.gz,1,849
jnh12_ext.xml.minion.converted.minion.gz,1,848
jnh13_ext.xml.minion.converted.minion.gz,1,849
jnh14_ext.xml.minion.converted.minion.gz,1,849
jnh15_ext.xml.minion.converted.minion.gz,1,847
jnh16_ext.xml.minion.converted.minion.gz,1,849
jnh17_ext.xml.minion.converted.minion.gz,1,847
jnh18_ext.xml.minion.converted.minion.gz,1,849
jnh19_ext.xml.minion.converted.minion.gz,1,850
jnh201_ext.xml.minion.converted.minion.gz,1,800
jnh202_ext.xml.minion.converted.minion.gz,1,799
jnh203_ext.xml.minion.converted.minion.gz,1,798
jnh204_ext.xml.minion.converted.minion.gz,1,800
jnh205_ext.xml.minion.converted.minion.gz,1,797
jnh206_ext.xml.minion.converted.minion.gz,1,799
jnh207_ext.xml.minion.converted.minion.gz,1,800
jnh208_ext.xml.minion.converted.minion.gz,1,797
