@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC

@DATA
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1462223811-042.SATISFIABLE.cnf,1,1699,0.0076,1704,79,23.5205,10.6086,24.9319,24.0384,28.6596,28.6596,3922,12.6052,0.033,21.6343,28.3877,400,0.0053,3852,3812,3812,3937,0.01,0.0038,4034,393,87.6302,88,4034,96,0.0077,0.0077,0.0102,79,87.5713,96,87,0.0171,21.6343,0.2133,3975,0.0786,0.0151,0.0976,0.0816,0.3339,0.2313,0.0029,0.6061,0.4101,4,0.0176,0.3861,0.3026,0.043,0.3531,0.0307,0.0924,0.1758,0.0482,0.0006,0.0384,0.077,0.385,3.3091
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S25975519-056.SATISFIABLE.cnf,1,1597,0.0667,1597,12,18.3692,6.5653,18.6596,18.6188,19.3372,19.3372,4405.7143,7.5667,0.0463,18.0883,18.8684,75,0.0445,4377,4351,4351,4397,0.0182,0.0115,4516,75,15.1965,15,4516,19,0.0667,0.0667,0.0667,12,15.203,19,15,0.0839,18.0883,0.2706,4417,0.1865,0.0462,0.0202,0.1895,0.5867,0.047,0.0551,0.719,0.3145,2.2432,0.0111,1.329,0.326,0.0927,0.005,0.0006,0.0017,0.0034,0.0009,0.0075,0.0916,0.0014,0.4225,2.8008
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S2051088205-036.UNKNOWN.cnf,1,2130,0.05,2130,16,22.7322,8.3467,23.3564,23.535,24.4422,24.4422,4309.2857,9.1852,0.0465,22.4558,23.6954,100,0.0441,4269,4237,4237,4291,0.0146,0.0089,4410,100,20.0165,20,4410,24,0.05,0.05,0.05,16,20.0243,24,20,0.0643,22.4558,0.2582,4370,0.1645,0.0458,0.0264,0.1678,0.565,0.0469,0.0366,0.7088,0.2821,2.6768,0.0129,1.2026,0.2855,0.0809,0.008,0.0007,0.0018,0.0031,0.0009,0.0033,0.0793,0.0016,0.4232,2.9085
SAT11/random/medium/unif-k7-r89-v70-c6230-S1805176884-064.UNKNOWN.cnf,1,6230,0.1,6230,9,25.523,8.467,25.7564,25.5761,26.3543,26.3543,4458.6,8.7631,0.0111,25.3849,25.9437,70,0.0111,4393,4369,4369,4428,0.0088,0.0066,4589,70,12.1568,12,4589,15,0.1,0.1,0.1,9,12.0648,15,12,0.1064,25.3849,0.3112,4514,0.2035,0.0111,0.0136,0.2071,0.6811,0.0112,0.0928,0.7706,0.262,2,0.0183,1.8185,0.2644,0.1012,0.0001,0,0.0001,0.0001,0,0.0047,0.0991,0.0001,0.4131,2.0641
SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1,4450,0.14,4450,6,19.6172,6.4333,19.7218,19.6651,20.1945,20.1945,4568,6.9286,0.011,19.463,19.6693,50,0.011,4527,4499,4499,4570,0.0121,0.0086,4649,50,8.8919,9,4649,12,0.14,0.14,0.14,6,8.9055,12,9,0.1508,19.463,0.3338,4595,0.2345,0.011,0.0126,0.2324,0.6998,0.0112,0.1283,0.7705,0.2827,2,0.0115,1.9607,0.2945,0.1117,0.0001,0,0.0001,0.0001,0,0.0056,0.1159,0.0001,0.4281,2.0701
SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf,1,34000,0.0175,34000,57,54.9265,33.4792,57.3688,57.3176,62.0625,64.5,82.8462,33.4897,0.0117,52.6104,60,400,0.0117,71,62,54,78,0.0017,0.0011,105,400,66.1417,66,151,75,0.0175,0.0175,0.0175,57,65.4172,74,66,0.0196,51.7113,0.2509,87,0.1089,0.0117,0.056,0.1178,0.5993,0.0118,0.0157,0.7079,0.2204,2.0401,0.2587,0.925,0.1537,0.0758,0.0002,0.0001,0.0001,0.0002,0.0001,0.0006,0.0418,0.0001,0.4529,2.1283
SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf,1,21250,0.028,21250,35,47.0176,22.1762,48.9519,48.6069,52.8218,57.4779,217.4,22.0736,0.0117,46.5665,49.741,250,0.0117,173,152,139,186,0.0025,0.0018,290,250,41.0515,41,724,47,0.028,0.028,0.028,35,40.9505,47,41,0.0314,45.2542,0.284,218,0.1253,0.0117,0.0526,0.132,0.6196,0.0118,0.0247,0.7156,0.2417,2,0.5059,1.1742,0.1958,0.1614,0.0003,0.0001,0.0001,0.0002,0.0001,0.001,0.0577,0.0001,0.4059,2.0389
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S338979727-056-UNKNOWN.cnf,1,41711,0.0003,42000,2096,45.6667,153.105,52.2324,50.9286,62.7,85.1667,18.5345,282.824,0.0017,42.625,58.25,10000,0.0001,15,13,9,17,0.0005,0.0002,29,9740,2110.47,2101,40,2158,0.0003,0.0003,0.0006,2082,2135.76,2173,2139,0.0008,35.3125,0.292,21,0.013,0.0006,0.1658,0.0133,0.2391,0.2335,0,0.3081,0.1885,5,0.3533,0.0617,0.0743,0.0142,0.7411,0.0273,0.0921,0.1764,0.047,0,0.0075,0.0791,0.1578,3.3434
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1910317962-059.UNKNOWN.cnf,1,1897,0.0068,1917,87,25.1893,14.3298,26.0812,25.5503,28.0216,28.0216,3902.2857,17.7794,0.0295,24.8721,27.8159,450,0.0063,3831,3808,3808,3907,0.0084,0.0033,4036,438,96.6968,97,4036,106,0.0069,0.0069,0.0091,87,96.7849,106,97,0.0153,24.8721,0.2,3974,0.0776,0.0137,0.0456,0.0751,0.3213,0.2309,0.0032,0.5901,0.2661,4,0.0199,0.3487,0.2527,0.0392,0.3294,0.0243,0.0813,0.1533,0.0406,0,0.0374,0.0699,0.3755,3.2622
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,2538,0.0052,2556,118,31.0727,17.4363,32.7099,32.0491,38.2884,38.2884,3797,22.2365,0.0217,29.6108,34.4952,600,0.0016,3753,3647,3647,3791,0.0071,0.0026,3921,582,128.188,128,3921,139,0.0052,0.0052,0.0086,118,128.105,138,128,0.0106,29.6108,0.2078,3869,0.065,0.0104,0.0811,0.067,0.3124,0.2293,0.0008,0.5362,0.344,4.0155,0.0212,0.3034,0.2288,0.0391,0.6989,0.0246,0.0864,0.159,0.044,0,0.0317,0.0753,0.3568,3.3563
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S183128297-005.SATISFIABLE.cnf,1,1701,0.0076,1704,80,23.0008,11.4123,24.5861,23.2761,28.5751,28.5751,3939.4286,13.6328,0.0265,22.8595,27.0452,400,0.0059,3889,3843,3843,3917,0.0088,0.0037,4074,396,88.6762,89,4074,98,0.0076,0.0076,0.0101,80,88.5473,98,89,0.0141,22.8595,0.2009,4001,0.0781,0.0148,0.0858,0.0803,0.3298,0.2328,0.0029,0.5788,0.3584,4,0.0179,0.3951,0.2671,0.0401,0.3423,0.0298,0.0948,0.1792,0.052,0.0006,0.0361,0.0818,0.3904,3.2421
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S118521533-021.UNKNOWN.cnf,1,2662,0.04,2662,20,26.7086,9.9358,27.696,27.7506,29.5602,29.5602,4214.2857,11.0281,0.0466,26.5717,28.2539,125,0.0413,4138,4118,4118,4166,0.0109,0.0071,4372,125,24.7319,25,4372,30,0.04,0.04,0.04,20,24.9157,30,25,0.0511,26.5717,0.2432,4336,0.1524,0.045,0.0353,0.1515,0.5521,0.047,0.0297,0.7029,0.258,2.9677,0.0219,1.0931,0.2728,0.0727,0.0069,0.0007,0.0018,0.0034,0.0009,0.0038,0.0738,0.0014,0.4238,2.8208
SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf,1,4450,0.14,4450,6,19.7098,6.2688,19.8139,19.7145,20.2717,20.2717,4581,6.8913,0.011,19.4261,19.9472,50,0.011,4546,4511,4511,4567,0.0103,0.0081,4671,50,8.8853,9,4671,12,0.14,0.14,0.14,6,8.885,12,9,0.1515,19.4261,0.34,4610,0.2347,0.011,0.0142,0.2316,0.7031,0.0112,0.1213,0.7743,0.2925,2,0.0121,1.938,0.3136,0.1137,0.0002,0,0.0001,0.0001,0,0.0049,0.1209,0.0001,0.4307,2.071
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S207562876-057.UNKNOWN.cnf,1,3195,0.0333,3195,24,30.4974,11.5623,31.8011,31.7766,33.5058,33.5058,4164,12.6121,0.046,30.3989,32.8826,150,0.041,4109,4104,4104,4122,0.0103,0.006,4286,150,29.7113,29,4286,35,0.0333,0.0333,0.0333,25,29.5953,35,30,0.0416,30.3989,0.2434,4259,0.1398,0.044,0.0341,0.1413,0.5418,0.0469,0.0266,0.6989,0.2498,3,0.017,1.0277,0.2506,0.0672,0.0055,0.0006,0.0017,0.003,0.0009,0.0025,0.0653,0.0014,0.4289,2.848
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S648642831-094-UNKNOWN.cnf,1,145968,0.0001,147000,0,72.4,830.25,99.2378,92.3333,145.5,195.5,3.957,3926,0.0005,57.75,120.75,35000,0,3,2,1,4,0.0002,0,6,34106,7374.75,7377,12,7397,0.0001,0.0001,0.0002,7343,3723.5,0,3723.5,0.0003,34.3333,0.7025,5,0.004,0.0002,0.3533,1.4142,0.2239,0.2337,0,0.2756,0.9996,5.9091,0.5107,0.1824,0.0428,0.4281,0.9575,0.0281,0.0918,0.1747,0.0468,0,0.003,0.0787,0.1257,3.3725
SAT11/random/medium/unif-k7-r89-v50-c4450-S1430772875-039.SATISFIABLE.cnf,1,4450,0.14,4450,6,19.5384,6.3385,19.6603,19.6071,19.8814,19.8814,4540.8,6.7986,0.011,19.5276,19.7468,50,0.011,4495,4487,4487,4505,0.011,0.0086,4613,50,8.8911,9,4613,12,0.14,0.14,0.14,6,8.9281,12,9,0.1485,19.5276,0.3392,4604,0.2345,0.011,0.0069,0.2333,0.705,0.0112,0.1283,0.771,0.3014,2,0.0123,1.9605,0.3102,0.1145,0.0001,0,0.0001,0.0001,0,0.0052,0.1205,0.0001,0.4255,1.9694
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1259410977-065-UNKNOWN.cnf,1,20886,0.0006,21000,1033,38.2955,92.5085,41.719,40.9643,48.2059,58.7609,46.479,166.462,0.0033,36.3958,45.1034,5000,0.0003,38,34,26,43,0.0011,0.0003,60,4896,1071.58,1073,114,1097,0.0006,0.0006,0.0012,1031,1058.38,1105,1077,0.0016,33.4286,0.5909,49,0.0241,0.0013,0.1118,0.1282,0.2453,0.2344,0.0001,0.3399,1.1786,5,0.3004,0.0964,0.1344,0.3204,0.5634,0.0284,0.0925,0.1774,0.0471,0,0.0108,0.0787,0.3199,3.3356
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S675870149-098.SATISFIABLE.cnf,1,2662,0.04,2662,20,27.0289,9.4805,27.8679,27.7534,29.9467,29.9467,4213.4286,10.4761,0.0466,26.7004,28.1025,125,0.0421,4126,4086,4086,4154,0.0116,0.0073,4387,125,24.9082,25,4387,30,0.04,0.04,0.04,20,24.9485,30,25,0.0511,26.7004,0.2443,4350,0.1524,0.0449,0.035,0.153,0.5514,0.047,0.0289,0.7021,0.2793,2.9919,0.0263,1.11,0.2845,0.0725,0.0112,0.0007,0.0019,0.0035,0.001,0.0038,0.0704,0.0015,0.4283,2.9577
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S970100151-015-UNKNOWN.cnf,1,146031,0.0001,147000,0,72,3018.4,90.686,83.25,128.3333,167,4.3804,3974,0.0006,58,110,35000,0,3,2,1,4,0.0002,0,7,34109,5952.4,7407,11,7514,0.0001,0.0001,0.0002,0,3687,0,3687,0.0003,25.75,1.0297,6,0.5592,0.0002,0.3172,1.4142,0.2081,0.2336,0,0.2507,1.1185,5.7609,0.5013,0.8541,1.6425,0.4612,0.7089,0.0282,0.0922,0.1759,0.0471,0,0.7626,0.079,1.7882,3.3728
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,10414,0.0012,10500,505,32.4063,47.9789,34.0087,33.5169,37.4324,41.971,118.0543,74.3402,0.0063,30.9605,35.7069,2500,0.0006,99,91,75,109,0.0016,0.0006,133,2420,527.311,528,293,547,0.0013,0.0013,0.0025,505,524.984,548,528,0.003,29.1504,0.2278,120,0.0332,0.0026,0.0784,0.0716,0.2647,0.2324,0.0003,0.3915,1.0297,4.914,0.3363,0.1355,0.1716,0.067,0.5126,0.0273,0.0926,0.1767,0.0467,0,0.0155,0.0787,0.334,3.3662
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1085677759-100.UNKNOWN.cnf,1,2119,0.0061,2130,99,26.0937,16.8805,28.1221,27.4633,33.7168,33.7168,3907.8571,20.8544,0.0255,24.7575,30.2313,500,0.0047,3852,3769,3769,3914,0.0076,0.0031,4047,490,108.099,108,4047,118,0.0062,0.0062,0.0102,99,108.42,118,108,0.0123,24.7575,0.2004,3981,0.0714,0.0121,0.0982,0.071,0.3143,0.2312,0.0024,0.5399,0.2163,4,0.0213,0.3344,0.2206,0.0355,0.2813,0.0232,0.0827,0.156,0.0404,0.0005,0.0355,0.0709,0.3777,3.2834
SAT11/random/large/unif-k7-r85-v300-c25500-S1859210562-077-UNKNOWN.cnf,1,25500,0.0233,25500,41,50.3506,26.0783,52.1004,51.7724,55.3643,60.3608,139.6061,25.7525,0.0117,48.5,53.9048,300,0.0117,122,108,97,132,0.0022,0.0015,174,300,49.799,50,256,57,0.0233,0.0233,0.0233,42,49.2141,57,49,0.026,48.1194,0.2474,145,0.1152,0.0117,0.0506,0.1219,0.6092,0.0118,0.0205,0.6975,0.1756,2,0.2546,1.0806,0.1812,0.0524,0.0003,0.0001,0.0001,0.0002,0.0001,0.0008,0.0485,0.0001,0.4346,2.1055
SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,20000,0.005,20000,174,54.2222,43.4915,57.493,57.275,65.9388,68.7778,41.52,54.3218,0.0215,49.8431,61.0606,1000,0.0123,34,30,23,40,0.0019,0.001,55,1000,191.859,192,77,204,0.005,0.005,0.005,179,189.072,204,190,0.0069,46.55,0.2369,48,0.0553,0.0165,0.0972,0.0791,0.478,0.05,0.0037,0.5826,0.1875,3,0.2571,0.3217,0.1545,0.043,0.0115,0.0011,0.0028,0.0051,0.0015,0.0004,0.0246,0.0023,0.3791,3.008
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1,2549,0.0051,2556,121,30.7937,16.0455,32.9878,31.4194,39.1891,39.1891,3746,19.9831,0.0204,28.8384,37.407,600,0.0039,3735,3636,3636,3755,0.0059,0.0025,3819,593,131.515,131,3819,143,0.0051,0.0051,0.0067,121,131.776,143,132,0.0102,28.8384,0.2119,3768,0.0646,0.01,0.1071,0.0673,0.3095,0.2326,0.002,0.5176,0.3099,4.0034,0.0136,0.307,0.2401,0.0461,0.3158,0.0275,0.0899,0.1714,0.0457,0.0004,0.031,0.0756,0.3597,3.2858
SAT11/random/medium/unif-k7-r89-v50-c4450-S2039518547-066.UNKNOWN.cnf,1,4450,0.14,4450,6,19.8398,6.3174,19.8814,19.8521,20.2621,20.2621,4564,6.767,0.011,19.5821,19.8711,50,0.011,4556,4518,4518,4568,0.0112,0.0084,4602,50,8.9188,9,4602,12,0.14,0.14,0.14,6,8.8485,12,9,0.1488,19.5821,0.336,4576,0.2347,0.011,0.011,0.2349,0.7042,0.0112,0.1281,0.7731,0.2931,2,0.006,1.9706,0.3018,0.1177,0.0001,0,0.0001,0.0001,0.0001,0.0063,0.1161,0.0001,0.4202,1.9584
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1,2130,0.05,2130,16,22.7389,8.2589,23.272,23.3016,24.1285,24.1285,4291.4286,9.1667,0.0465,22.5501,23.6215,100,0.0441,4259,4218,4218,4263,0.0155,0.0096,4398,100,20.0576,20,4398,24,0.05,0.05,0.05,16,20.0584,24,20,0.0615,22.5501,0.2614,4372,0.1689,0.0459,0.021,0.1693,0.5644,0.0469,0.038,0.709,0.2863,2.697,0.0143,1.1958,0.295,0.0816,0.0081,0.0006,0.0017,0.0031,0.0009,0.0047,0.0788,0.0016,0.4182,2.8608
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1,2662,0.04,2662,20,26.7543,10.499,27.5932,27.4973,29.0321,29.0321,4253.1429,11.6116,0.0466,26.5329,28.2673,125,0.0424,4201,4194,4194,4232,0.0109,0.0071,4396,125,24.6803,25,4396,30,0.04,0.04,0.04,20,24.7035,30,25,0.0485,26.5329,0.2448,4298,0.1551,0.0451,0.0295,0.1532,0.5506,0.047,0.0278,0.6898,0.2591,2.9677,0.0157,1.0979,0.261,0.0731,0.0103,0.0005,0.0017,0.0035,0.0009,0.0026,0.0737,0.0015,0.4305,2.7695
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1,2760,0.0047,2769,131,32.8876,19.3358,34.7155,33.8508,39.2527,39.2527,3773.8571,25.0977,0.0199,31.0862,38.1112,650,0.0036,3666,3578,3578,3760,0.0051,0.0023,4027,641,141.845,142,4027,153,0.0047,0.0047,0.0078,131,141.682,152,142,0.0098,31.0862,0.2117,3917,0.0599,0.0093,0.0778,0.0653,0.3086,0.2322,0.0018,0.5134,0.2733,4.0031,0.0374,0.2971,0.2148,0.0689,0.3588,0.0271,0.0862,0.1615,0.0452,0.0004,0.0295,0.0737,0.367,3.313
SAT11/random/large/unif-k5-r20-v2000-c40000-S971556279-001-UNKNOWN.cnf,1,40000,0.0025,40000,365,66.1176,82.0787,73.1195,74.0952,86.6,108.619,17.7686,106.488,0.0127,58.5,80.4286,2000,0.006,15,13,10,16,0.0009,0.0005,25,2000,383.607,383,35,406,0.0025,0.0025,0.0025,360,383.112,400,382,0.0036,48.8667,0.1956,19,0.0486,0.0091,0.1445,0.0411,0.4657,0.05,0.0016,0.5492,0.113,3,0.2927,0.2423,0.1225,0.0199,0.0195,0.001,0.0028,0.0052,0.0015,0.0002,0.0183,0.0023,0.399,3.0117
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S2058622508-076.SATISFIABLE.cnf,1,2309,0.0056,2343,106,28.8707,15.1366,30.33,29.3591,33.7565,33.7565,3901.1429,18.3722,0.0303,28.4443,33.0385,550,0.0035,3836,3779,3779,3909,0.0074,0.0029,4025,531,116.939,117,4025,127,0.0057,0.0057,0.0094,107,116.715,127,117,0.0147,28.4443,0.2062,3971,0.0681,0.0114,0.0653,0.0687,0.3171,0.23,0.0017,0.5569,0.2694,4,0.0199,0.3299,0.2561,0.0331,0.4451,0.0259,0.0924,0.1734,0.0461,0.0004,0.0323,0.0792,0.3822,3.382
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S82160031-050.SATISFIABLE.cnf,1,3727,0.0286,3727,29,34.414,12.4554,35.8896,36.4004,37.4532,37.4532,4115.1667,13.776,0.0453,33.8938,37.1497,175,0.0386,4044,4011,4011,4128,0.0083,0.0053,4276,175,34.72,35,4276,41,0.0286,0.0286,0.0286,29,34.7079,41,35,0.0365,33.8938,0.241,4174,0.1332,0.0427,0.0368,0.1342,0.5343,0.047,0.0212,0.7138,0.2529,3,0.0219,0.9454,0.253,0.0633,0.0083,0.0006,0.0019,0.0031,0.0009,0.0021,0.0612,0.0016,0.4235,3.0003
SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,40000,0.0025,40000,360,69.4286,80.9067,76.4793,75.75,90.2143,108.6667,17.1552,104.759,0.0123,63.1818,83.25,2000,0.0061,14,12,9,16,0.0009,0.0005,22,2000,381.053,382,42,403,0.0025,0.0025,0.0025,356,383.722,404,383.5,0.0035,57.9,0.1837,20,0.0493,0.0091,0.1391,0.0398,0.4603,0.05,0.0016,0.5577,0.0965,3,0.2935,0.2345,0.1255,0.0192,0.0201,0.001,0.0028,0.0048,0.0015,0.0002,0.0205,0.0023,0.335,3.0216
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,83430,0.0002,84000,0,57,376.375,72.4741,71.5714,94.5714,139.3333,8.4949,2215.2,0.001,51.5455,84.8889,20000,0,5,5,3,8,0.0003,0.0001,13,19496,4256.38,4245,21,4317,0.0002,0.0002,0.0003,4182,3382.2,4216,4206,0.0005,38.5714,1.3885,11,0.012,0.0003,0.2553,0.5591,0.2351,0.2337,0,0.2786,1.7331,5.33,0.4355,0.1007,0.0396,1.5152,0.77,0.0286,0.0922,0.1748,0.0477,0,0.0055,0.0797,0.0233,3.3668
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S785747282-100.UNKNOWN.cnf,1,1699,0.0076,1704,79,22.4467,13.5946,23.2675,22.9368,26.3246,26.3246,3981.1429,16.6194,0.0265,20.7745,24.2862,400,0.0059,3921,3833,3833,3963,0.0094,0.0038,4094,395,87.8414,88,4094,97,0.0076,0.0076,0.0101,79,87.6979,97,88,0.0141,20.7745,0.1998,4063,0.0798,0.0148,0.068,0.0803,0.3206,0.2325,0.0029,0.5689,0.2528,4,0.0216,0.377,0.2386,0.0425,0.3105,0.0226,0.0819,0.1569,0.0387,0.0006,0.0397,0.0709,0.3801,3.2345
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S973075635-083.SATISFIABLE.cnf,1,3175,0.0041,3195,151,34.8253,18.6081,36.0018,37.4212,42.0565,42.0565,2610.4,24.0184,0.0183,28.271,38.1539,750,0.0013,1488,941,849,3198,0.0044,0.002,3727,736,163.909,164,3727,176,0.0041,0.0041,0.0068,152,163.412,175,164,0.0088,27.9882,0.2108,3309,0.0641,0.0082,0.1227,0.0634,0.3016,0.2318,0.0006,0.4974,0.4412,4.0218,0.3927,0.2735,0.2572,0.0384,0.4447,0.029,0.0903,0.1685,0.0482,0.0003,0.0315,0.0781,0.3995,3.3078
SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,21250,0.028,21250,35,47.3826,22.0945,49.0404,48.6606,51.4126,56.2746,233.4138,21.7416,0.0117,46.3103,50.2207,250,0.0117,188,157,149,206,0.0025,0.0017,326,250,41.0082,41,681,48,0.028,0.028,0.028,35,41.3419,49,41,0.0309,45.383,0.2546,225,0.1251,0.0117,0.0473,0.1366,0.6218,0.0118,0.0253,0.7239,0.3169,2,0.4387,1.1752,0.1835,0.0669,0.0002,0.0001,0.0001,0.0002,0.0001,0.001,0.0535,0.0001,0.403,2.1519
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1,2973,0.0044,2982,140,34.402,17.6697,36.7479,35.6602,42.7725,42.7725,3632.7143,22.1943,0.0178,33.6874,39.8978,700,0.0034,3596,3558,3558,3634,0.0057,0.0021,3684,688,152.028,152,3684,163,0.0044,0.0044,0.0073,141,151.853,164,152,0.0091,33.6874,0.2139,3680,0.0591,0.0087,0.0837,0.0609,0.3058,0.2314,0.0017,0.6005,0.2659,4.0029,0.0127,0.2798,0.2351,0.0321,0.3416,0.0263,0.0897,0.1732,0.0425,0,0.0285,0.0756,0.3392,3.319
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,2130,0.05,2130,16,22.6494,8.3425,23.2857,23.4563,24.3319,24.3319,4291.2857,9.1957,0.0465,22.4662,23.8321,100,0.0441,4227,4225,4225,4276,0.0146,0.0098,4390,100,19.9873,20,4390,24,0.05,0.05,0.05,16,19.9199,24,20,0.0657,22.4662,0.2594,4366,0.167,0.0458,0.0271,0.1686,0.566,0.0469,0.0338,0.7153,0.2893,2.7475,0.0139,1.2178,0.28,0.0805,0.0104,0.0007,0.0018,0.0031,0.0008,0.0047,0.0789,0.0015,0.4267,2.7469
