@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC

@DATA
./SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.9858,0.0001,0.7561,0.0022,0.9091,0.0005,0.0004,0.6516,1.8747,0.0016,0.0002,0.9456,0.0001,0.8961,0.0001,0.7778,7,0.0662,10,0.0038,0.8263,8.4634,3.2245,0.5333,0.0186,3.8011,0.1715,0.4685,2.3661,0,0,0,1.5565,1,0.1522,1.1292,0.188,0.2405,0.6937,1.3431,93904,13336,55442,0.0002,1.0765,0.0001,0.8045,0.0021,2.4667,0.1827,0.0001,0.0002,0.0025,0.9396,0.9808,0,0.6633,0,0,0.2469,3973,0.3751,0,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom23.cnf,1,0.7541,0,1.9053,0.0048,?,?,0.0002,0.192,2.2761,0.0013,0.0001,2.4801,0,0.3807,?,0.8958,4,0.0978,6,?,0.7542,5.2976,?,?,?,?,?,?,2.2121,0,0.2339,0,0.6771,1,0.2457,1.5182,0.4231,0.1803,0.5309,1.5302,193923,22844,126676,0.0002,0.7182,0.0001,2.2014,0.0036,2.368,0.206,0,0.0002,0.0018,0.7206,1.3368,0,0.1192,883.4286,615,0.0619,6437,0.0096,6344,1287
SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,264.872,0,1.3152,0.0103,?,?,0.0003,0.5705,4.2384,0.0094,0,5.2458,0,0.9461,?,1,4,0.1019,5,?,0.5623,4.25,?,?,?,?,?,?,4.0488,0,0,0,0.752,1,0.2587,1.3269,0.5373,0.0429,0.0118,0.1264,3230738,136989,3193200,0,2.9522,0,7.5865,0.0187,4.3628,0.4607,0,0,0.0265,0.953,0.9783,0,0.6001,0,0,0.4809,0,0,0,0
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,1,8.4011,0,0.4307,0.0006,?,?,0.0002,0.8282,2.0559,0.0004,0.0001,1.1694,0,0.9575,?,0.9091,30,0.0234,32,?,1.0534,30.95,?,?,?,?,?,?,2.0274,0,0,0,0.6895,1,0.2521,0.8708,0.6691,0.0737,1.1773,0.842,1060536,35876,487097,0.0001,1.2589,0.0001,0.9312,0.0005,2.0673,0.3234,0,0.0001,0.0016,0.9637,0.2706,0,0.9575,25,25,0.548,8760.5,1.4142,0,25
./SAT03/industrial/goldberg/hard_eq_check/k2mul.miter.shuffled-as.sat03-355.cnf,1,1.0763,0.0001,2.7603,0.0146,?,?,0.0002,0.5363,2.2248,0.0187,0.0001,4.6324,0,0.4635,?,0.6667,9,0.074,13,?,1.1153,10.3312,?,?,?,?,?,?,1.9964,0,0.1297,0,0.7466,1,0.0773,1.5073,0.4619,0.1555,0.006,0.0131,74581,11529,74138,0.0003,0.4234,0.0002,5.0784,0.0464,1.864,0.1598,0.0001,0.0003,0.0075,0.6937,1.0576,0,0.2298,350.1667,281,0.1363,3336,0.3519,0,409
./SAT11/application/fuhs/AProVE11/AProVE11-07.cnf,1,4.1228,0,2.1613,0.0039,?,?,0,0.0912,2.1163,0.0039,0,2.3605,0,0.5439,?,0.7143,10,0.0327,11,?,0.3768,10.125,?,?,?,?,?,?,1.6587,0,0.5947,0,0.6562,1,0.0677,1.2385,0.3663,0.21,0.4235,1.0198,782677,115445,549810,0,0.2352,0,1.7504,0.0054,2.4639,0.0511,0,0,0.0001,0.7046,1.0297,0,0.1576,19.8333,8,0.02,0,0,0,43
SAT_RACE06/ibm-2002-21r-k95.cnf,1,4.1088,0,0.9826,0.0007,?,?,0.0001,0.0996,2.984,0.0003,0,1.2369,0,0.5996,?,0.7297,94,0.0111,98,?,1.416,96,?,?,?,?,?,?,3.69,0,0.4767,0,0.9999,1,0.164,1.9733,0.3724,0.1352,0.8234,2.2757,788339,58468,432357,0.0001,0.6949,0,1.1688,0.0007,3.6679,0.225,0,0.0001,0.0004,0.6574,1.643,0,0.5208,837.25,200,0.0249,0,0,0,1257
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_1_keyfind_1.cnf,1,0.7843,0.0005,0.6764,0.0032,0.3566,0.0253,0.0013,0.6387,2.4978,0.0022,0.0007,0.7568,0.0002,0.1437,0.0014,0.1,6,0.0658,8,0.0417,0.6311,6.8323,3.2805,0.7485,0.2714,5.1149,0.5038,0.2805,0.9864,0,0.293,0,0.7444,1,0.018,2.2048,0.3513,0.0834,0.1109,0.49,10656,800,9592,0.007,0.2664,0.0025,0.9231,0.0187,2.8373,0.0097,0.001,0.007,0.01,0.1468,1.6566,0,0.04,1106.5909,737,0.3346,114,0.0639,105,1830
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E15N15.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.045-NOTKNOWN.cnf,1,7.4181,0,0.7041,0.0007,?,?,0.0002,0.6843,2.1565,0.0004,0,1.7573,0,0.9759,?,1,45,0.0101,47,?,0.6638,46.197,?,?,?,?,?,?,2.2997,0,0,0,1.2613,1,0.1615,0.7964,0.3836,0.1539,0.5388,0.9993,858766,85866,558070,0,2.0203,0,1.3806,0.0004,2.3297,0.1844,0,0,0.0007,0.9841,0.1614,0,0.9782,0,0,0.5944,0,0,0,0
./SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,0.8838,0.0003,1.5383,0.0108,0.8222,0.0033,0.0012,0.5613,2.6461,0.0076,0.0006,0.8339,0.0001,0.509,0.0004,0.8333,6,0.0832,9,0.0413,0.9577,7.6236,3.5707,0.6104,0.0113,4.7123,0.2117,0.4275,2.7463,0,0.2647,0,0.6862,1,0.1553,1.6477,0.3772,0.1714,0.8449,1.8066,28770,2673,15594,0.0013,0.6425,0.0007,0.8846,0.0149,3.2592,0.1197,0.0004,0.0013,0.0479,0.5657,1.4537,0,0.1962,1587.5,1065,0.1209,598,0.0816,580,2368
./SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,0.4032,0,2.0692,0.011,1.042,0.0002,0.0009,0.0419,2.1218,0.0001,0,0.3718,0,0.4518,0,0.9,13,0.0523,16,0.0039,1.059,14.5849,3.1342,0.5714,0.0069,3.0655,0.3574,0.2687,1.6395,0,1.4117,0,0.7466,1,0.2885,1.4145,0.4502,0.2369,0.1115,0.2122,142491,30365,128200,0.0001,2.0614,0.0001,0.3477,0.0005,2.2091,0.1611,0.0001,0.0001,0.0057,0.6173,1.0452,0,0.1001,45.4343,1,0.0194,5461,0.0174,5394,336
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf,1,2376.23,0,5.2993,0.0153,?,?,0,0.4664,4.1987,0.006,0,7.7153,0,0.9362,?,1,4,0,4,?,0,4,?,?,?,?,?,?,4.2501,0,0,0,0.5136,1,0.2614,0.96,0.777,0.0434,0.0253,0.2245,7170909,303312,6994286,0,2.3209,0,8.0329,0.0112,4.51,0.346,0,0,0.0006,0.9417,0.5463,0,0.9186,0,0,0.2236,0,0,0,0
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,7.4247,0,0.7046,0.0007,?,?,0.0001,0.7058,2.1938,0.0004,0,1.743,0,0.9764,?,1,45,0.0105,47,?,0.6927,46.2131,?,?,?,?,?,?,2.3196,0,0,0,1.2724,1,0.1648,0.7919,0.3795,0.1518,0.5345,0.9942,870241,86089,567099,0,2.0117,0,1.3736,0.0004,2.3471,0.1882,0,0,0.0007,0.9843,0.1583,0,0.9787,10,10,0.5785,0,0,0,10
./SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,1,15.7675,0,1.4495,0.0005,?,?,0,0.2577,2.8025,0.0001,0,1.4007,0,0.5003,?,0.8958,11,0,11,?,0,11,?,?,?,?,?,?,2.5145,0,0,0,0.7175,1,0.1635,1.3778,0.4763,0.1815,1.2534,2.9273,3113540,250821,1381688,0,1.1789,0,1.2742,0.0002,2.9345,0.1636,0,0,0.0024,0.8307,1.1103,0,0.1786,0,0,0.0805,0,0,0,0
./SAT11/application/leberre/2dimensionalstrippacking/E05F18.cnf,1,1.9587,0.0002,1.1841,0.0034,?,?,0.0003,0.6236,1.6707,0.0148,0.0008,3.5867,0,0.9405,?,0.988,5,0.0867,6,?,0.667,5.6139,?,?,?,?,?,?,1.3748,0.2121,0.2473,0,0.4389,1,0.2197,0.7304,0.8147,0.0535,0.0257,0.1786,126826,6613,123648,0.0009,0.6184,0.0003,3.1303,0.015,1.7075,0.3764,0.0001,0.0009,0.0068,0.2716,2.2658,0,0.1383,1121.2,728,0.2979,2890,0.866,0,1753
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,0.8091,0,1.1344,0.0019,?,?,0.0002,0.2,2.5389,0.0013,0.0001,1.6421,0,0.3923,?,0.8824,8,0.0444,10,?,0.5458,9.7865,?,?,?,?,?,?,2.6693,0,0.8657,0,0.7084,1,0.1051,1.7044,0.4595,0.1644,1.0331,3.152,265718,21481,130698,0.0002,0.3486,0.0001,1.464,0.0025,3.0943,0.1069,0.0001,0.0002,0.0021,0.5903,1.4469,0,0.1742,390.9231,21,0.071,5319,0.0083,5299,1178
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,1.9769,0,1.7792,0.0032,?,?,0.0001,0.2489,1.9207,0.0011,0,2.0838,0,0.4259,?,0.9032,4,0.0943,6,?,0.7237,5.375,?,?,?,?,?,?,2.0429,0,0.4317,0,0.6614,1,0.1846,1.2298,0.381,0.1969,0.6955,1.7003,323566,37570,190843,0.0001,0.5773,0.0001,2.2135,0.0032,2.0559,0.1645,0,0.0001,0.0014,0.8375,1.1171,0,0.1414,870.1667,585,0.0767,4797,1.4142,0,1656
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,239.289,0,2.8482,0.0076,?,?,0.0001,0.3529,5.0522,0.0055,0,3.4763,0,0.9713,?,0.9869,4,0,4,?,0,4,?,?,?,?,?,?,4.2103,0,0,0,0.4526,1,0.2832,0.8541,0.8073,0.0187,0.0078,0.1348,4187694,77804,4155136,0,2.8577,0,4.2053,0.0113,5.1632,0.5489,0,0,0.0044,0.9716,0.515,0,0.8928,0,0,0.2543,0,0,0,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,1.2897,0,1.3455,0.0019,?,?,0.0002,0.7711,2.4782,0.0012,0.0001,1.2485,0,0.4848,?,0.8857,5,0.1052,9,?,1.1817,7.8333,?,?,?,?,?,?,2.536,0,0.2442,0,0.5997,1,0.1379,1.7781,0.5636,0.1404,1.681,5.4295,285404,14946,106454,0.0002,0.4942,0.0001,1.582,0.0029,2.8215,0.1131,0.0001,0.0002,0.0038,0.5855,1.5535,0,0.1765,1500.5,1046,0.0855,4097,0.4411,0,1900
./SAT11/application/fuhs/AProVE11/AProVE11-11.cnf,1,1.4559,0,1.1866,0.0029,1.5984,0.0002,0,0.1562,2.267,0.0035,0,1.4876,0,0.5384,0,0.8788,11,0.0727,14,0.0047,0.8326,11.4444,3.8215,0.5818,0.0034,4.2808,0.2646,0.5364,2.1353,0,0.1249,0,0.7506,1,0.0893,1.2663,0.3507,0.216,0.4018,0.9256,325263,50129,232037,0.0001,0.2564,0,1.1751,0.0056,2.4922,0.0764,0,0.0001,0.0003,0.7765,1.0411,0,0.1823,715.3333,589,0.0168,10468,0,10468,782
./SAT11/application/manthey/traffic/traffic_r_uc_sat.cnf,1,20.6921,0,0.942,0.0001,?,?,0,0.1306,1.8461,0,0,0.7653,0,0.2316,?,0.5,21,0,21,?,0,21,?,?,?,?,?,?,2.7564,0,0,0,2.124,1,0.0605,0.6002,0.0881,0.1019,0.0033,0.0308,4467733,453566,4453032,0,0.207,0,0.8793,0.0001,4.0874,0.0726,0,0,0.0002,0.3436,0.8757,0,0.1396,0,0,0.08,0,0,0,0
./SAT07/industrial/fuhs/medium/AProVE07-21.cnf,1,0.7905,0.0008,1.074,0.0285,0.9362,0.0048,0.0015,0.9519,1.8436,0.0247,0.0015,0.8426,0.0002,0.6087,0.0009,0.7143,6,0.0902,10,0.0509,1.0246,7.515,3.4872,0.5778,0.014,3.4705,0.2904,0.4544,1.7903,0,0.32,0,0.6166,1,0.0957,1.2931,0.339,0.1833,0.6823,1.6509,11039,1203,6562,0.0027,0.2967,0.0017,0.5336,0.0306,2.1533,0.0654,0.0011,0.0027,0.015,0.576,1.234,0,0.2034,1292.8333,774,0.2084,239,0.0436,226,2133
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k45.cnf,1,1.5736,0,1.8137,0.0041,?,?,0.0002,0.4339,2.603,0.0025,0.0001,1.3859,0,0.5925,?,0.72,45,0.0214,51,?,1.2616,49.5698,?,?,?,?,?,?,1.6669,0,0.2523,0,0.7733,1,0.1557,1.5884,0.4138,0.1373,0.2771,1.3636,147345,15837,115375,0.0002,0.6415,0.0001,2.2066,0.0074,2.9341,0.1025,0.0001,0.0002,0.0023,0.4883,1.3682,0,0.3348,404.4706,265,0.3294,3983,0.5592,0,650
./SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1,61.9099,0,0.7771,0.001,?,?,0.0002,0.532,1.436,0.0007,0,4.3249,0,0.9874,?,1,43,0,43,?,0,43,?,?,?,?,?,?,1.4369,0,0,0,1.2125,1,0.2355,0.753,0.4031,0.1456,0.2897,0.6377,3140965,354692,2435333,0,4.3411,0,3.6006,0.0007,1.4542,0.3607,0,0,0.0017,0.9877,0.0895,0,0.9874,0,0,0.331,0,0,0,0
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.050-NOTKNOWN.cnf,1,12.6262,0,0.4009,0.0003,?,?,0.0001,0.6835,1.8171,0.0002,0,1.1731,0,0.9585,?,0.9091,51,0.0097,52,?,0.6905,51.4634,?,?,?,?,?,?,1.8324,0,0.6524,0,0.6844,1,0.2539,0.8611,0.6725,0.0721,0.7744,0.5277,1767096,71796,995897,0,1.2819,0,0.9353,0.0002,1.8456,0.3246,0,0,0.0008,0.9644,0.2616,0,0.9585,21.5,6,0.4269,0,0,0,40
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,4.5286,0.0001,2.4745,0.0256,?,?,0.0012,0.69,2.761,0.0459,0.0005,2.9177,0,0.8478,?,0.908,4,0.0775,5,?,0.4536,4.8314,?,?,?,?,?,?,2.7646,0,0.441,0,0.5093,1,0.2233,1.3543,0.7163,0.0617,9.6744,67.4305,656573,3796,61509,0.0011,1.9281,0.0005,3.602,0.0674,2.9347,0.3145,0.0001,0.0011,0.0329,0.8282,1.2976,0,0.5851,200.9091,52,0.3895,993,0.0247,965,446
./SAT05/industrial/grieu05/vmpc/vmpc_36.renamed-as.sat05-1922.cnf,1,56.8597,0.0006,0.0729,0.0012,?,?,0.0011,0.9219,0.5792,0.002,0.002,0.0032,0.002,0.9997,?,0.5351,3,0,3,?,0,3,?,?,?,?,?,?,0.2756,0.5238,0.5823,0,0.5471,1,0.0012,0.6742,0.5957,0.0056,0,0,230544,1296,230544,0.002,0.2928,0.0015,0.0032,0.002,0.5792,0.528,0.002,0.002,0.0278,0.9997,0.6732,0,0.394,681.6667,165,0.7231,624,0.1641,601,1130
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf,1,0.8357,0.0002,1.3957,0.0086,0.8453,0.0031,0.0006,0.4416,2.4074,0.0023,0.0002,1.6963,0,0.3889,0.0001,0.875,4,0.0888,6,0.039,0.6936,5.614,2.8892,0.6813,0.0085,5.2599,0.1018,0.7452,2.4469,0,0.0813,0,0.685,1,0.2404,1.5404,0.4436,0.1834,0.5626,1.5726,57292,6724,36664,0.0005,0.706,0.0003,1.5582,0.0064,2.6127,0.1963,0.0002,0.0005,0.0045,0.7304,1.392,0,0.1608,2619.6667,2345,0.1002,1782,0.1897,1724,2864
./SAT07/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,3.0997,0,0.4251,0.0002,0.5276,0.0001,0.0001,0.7053,2.4032,0.0002,0,0.4279,0,0.7631,0,0.7333,13,0.0367,14,0.0004,0.6772,13.411,3.2498,0.6111,0.027,3.3948,0.1626,0.5766,3.0944,0,0.7033,0,1.0463,1,0.1552,1.3814,0.3767,0.1843,1.6066,2.1871,482639,34133,185161,0.0001,0.4555,0.0001,0.4013,0.0002,2.6926,0.2522,0,0.0001,0.0004,0.8874,1.006,0,0.6356,209,62,0.1957,5704.5,1.4142,0,356
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,3.5269,0,0.7361,0.0018,1.4434,0.0002,0.0004,0.706,2.3717,0.001,0.0001,1.5869,0,0.9674,0,1,25,0.0187,27,0.0043,0.7041,25.9162,3.1893,0.6667,0.0053,4.009,0.1608,0.8922,2.5225,0,0.7312,0,1.2703,1,0.1659,0.8415,0.3787,0.1547,1.4707,2.152,483561,30284,195720,0.0001,1.9209,0.0001,1.2516,0.0011,2.5168,0.1895,0,0.0001,0.0021,0.9795,0.2144,0,0.9709,77.4615,11,0.5798,11868,0.8662,0,193
SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,43.9554,0,2.3891,0.003,?,?,0.0001,0.2719,2.6864,0.0008,0,2.7486,0,0.4577,?,0.9899,11,0,11,?,0,11,?,?,?,?,?,?,3.2103,0,0,0,0.7687,1,0.2239,1.7401,0.5,0.1458,2.0505,5.9733,5963534,284996,1954958,0,2.9214,0,3.6815,0.0026,3.376,0.229,0,0,0.0034,0.7758,1.4866,0,0.4402,0,0,0.1592,0,0,0,0
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step20.cnf,1,3.4049,0,0.8394,0.0005,1.3737,0.0001,0.0002,0.6058,2.7185,0.0003,0,0.9203,0,0.9006,0,1,9,0.0748,13,0.0036,1.1096,11.0183,3.1018,0.7333,0.01,3.0432,0.2269,0.6064,3.041,0,0.5197,0,0.9718,1,0.2925,1.0807,0.4909,0.1515,0.1376,0.3296,283903,37813,249569,0.0001,0.9322,0.0001,0.6938,0.0003,2.6931,0.3847,0,0.0001,0.0016,0.9602,0.4736,0,0.8938,683,181,0.3604,6576,1.4142,0,938
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor032.cnf,1,0.6286,0.0002,1.474,0.0085,1.5201,0.0024,0.0006,0.9094,2.0225,0.0034,0.0003,0.9001,0,0.5052,0.0002,0.7333,5,0.0927,8,0.0784,0.9808,7.0039,3.1983,0.6,0.0021,4.1765,0.1538,0.7818,2.5111,0,0.1682,0,0.7644,1,0.1758,1.4512,0.4464,0.2151,0.7752,1.7915,39143,4743,22050,0.0007,0.6025,0.0004,1.1504,0.0081,2.3734,0.1658,0.0003,0.0007,0.0074,0.8059,1.2936,0,0.2537,787,623,0.2224,1168,0.0222,1135,1117
./SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray04_32.cnf,1,0.5394,0.0003,0.33,0.0031,0.3577,0.0008,0.0005,0.5681,1.4332,0.0019,0.0003,0.2813,0.0001,0.4905,0.0003,0.8,16,0.1176,28,0.0076,2.3484,22.6118,2.5149,0.6286,0.0349,2.6936,0.1533,0.299,1.7047,0,0.1773,0,0.9075,1,0.0713,1.3549,0.3615,0.2233,0.3154,0.9932,25865,4390,19663,0.0007,0.3531,0.0005,0.1767,0.0034,1.7734,0.0623,0.0004,0.0007,0.0062,0.6835,1.1261,0,0.3405,634.2069,409,0.1266,1117,0.0236,1079,898
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,0.9369,0.0001,0.773,0.0027,0.8677,0.0005,0.0002,0.1933,2.4085,0.0017,0.0001,0.8279,0,0.4885,0.0001,0.7978,8,0.0721,12,0.0057,1.0651,9.8161,3.3703,0.6667,0.0174,4.3945,0.1514,0.5179,2.6337,0,0.2718,0,0.7917,1,0.1198,1.4844,0.4266,0.2023,0.8807,2.2049,129620,13945,68921,0.0002,0.3446,0.0001,0.8554,0.004,3.0454,0.1039,0.0001,0.0002,0.0025,0.7257,1.2788,0,0.2386,801.6923,532,0.051,3405,0.4042,0,1418
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,19.8941,0,0.3903,0.0002,?,?,0.0001,0.7263,1.7247,0.0001,0,1.174,0,0.9588,?,0.9091,71,0.0064,72,?,0.6077,71.7037,?,?,?,?,?,?,1.7572,0,0,0,0.6828,1,0.2545,0.8577,0.6736,0.0716,0.644,0.423,2473656,107716,1504697,0,1.2893,0,0.9364,0.0001,1.7597,0.3251,0,0,0.0005,0.9646,0.2585,0,0.9588,0,0,0.4787,0,0,0,0
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,8.7556,0,0.6547,0.0001,0.5865,0,0,0.3648,2.7642,0,0,0.8431,0,0.6907,0,0.8462,115,0.0043,117,0.0002,0.727,115.8095,2.89,0.5,0.0131,3.9426,0.1047,0.7677,2.9701,0,2.2315,0,0.9082,1,0.1485,1.4155,0.4003,0.1447,0.4515,0.8774,1391257,138674,958485,0,0.4363,0,0.7355,0.0001,3.1295,0.2267,0,0,0.0001,0.8693,1.1011,0,0.512,4.6667,0,0.1299,0,0,0,34
./SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,1,0.5446,0,1.2703,0.0013,0.449,0.0011,0.0002,0.6665,1.9082,0.0008,0.0001,1.0078,0,0.3972,0,0.9403,16,0.1382,26,0.0022,2.37,21.0031,2.3863,0.619,0.0185,4.2611,0.1235,0.7057,1.6474,0,0.3241,0,0.5895,1,0.1052,1.5502,0.3964,0.1442,2.9004,8.0676,404326,14948,103664,0.0003,0.5451,0.0001,1.273,0.0021,2.6988,0.0609,0.0001,0.0003,0.0043,0.543,1.1991,0,0.0741,955.7778,164,0.0741,3366,0.0159,3331,1298
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin.cnf,1,0.841,0,1.0571,0.0063,?,?,0.0003,0.4055,2.4957,0.0154,0.0001,1.6816,0,0.6102,?,1,7,0.0666,9,?,0.7391,7.6804,?,?,?,?,?,?,2.9157,0,0,0,0.7532,1,0.137,1.5832,0.4198,0.2173,1.4633,3.1085,194006,17110,78757,0.0002,1.1904,0.0001,1.9942,0.0249,2.9191,0.1877,0,0.0002,0.0052,0.7606,1.3986,0,0.1894,0,0,0.0667,4133,0.0095,4059,0
