@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC

@DATA
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S890760919-021.SATISFIABLE.cnf,1,3393,0.0038,3408,162,29.0426,19.8817,33.708,33.7156,40.4099,40.5682,1845.9286,24.8952,0.0165,28.4388,38.1813,800,0.0029,922,822,786,1716,0.0047,0.0019,3186,785,173.654,174,3582,185,0.0039,0.0039,0.0051
SAT11/random/large/unif-k7-r85-v300-c25500-S926861876-013-UNKNOWN.cnf,1,25500,0.0233,25500,42,50.4254,26.1501,52.079,52.3613,54.2644,60.0224,146.3438,26.0178,0.0117,48.9403,53.3431,300,0.0117,126,113,99,137,0.0023,0.0015,184,300,49.3486,49,313,57,0.0233,0.0233,0.0233
SAT11/random/large/unif-k5-r20-v1500-c30000-S64154096-097-UNKNOWN.cnf,1,30000,0.0033,30000,272,61,63.0916,66.3107,65.913,75.3793,89.1111,24.7168,78.2587,0.0157,54.08,71.8125,1500,0.0085,21,19,15,24,0.0012,0.0006,32,1500,285.092,286,58,304,0.0033,0.0033,0.0033
SAT11/random/large/unif-k5-r20-v1250-c25000-S1103412232-098-UNKNOWN.cnf,1,25000,0.004,25000,225,57.2188,52.6607,61.7119,61.375,70.6364,83.16,31.8519,68.7215,0.0176,52.3929,66.2,1250,0.0095,26,24,21,30,0.0012,0.0007,45,1250,240.94,241,63,258,0.004,0.004,0.004
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S471691933-060-UNKNOWN.cnf,1,167019,0.0001,168000,0,70.3333,1607,100.28,91.8333,155,207,3.6667,10367.5,0.0005,54.8,120,40000,0,2,1,1,3,0.0001,0,7,39090,8591.5,8588,10,8592,0.0001,0.0001,0.0002
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1,1912,0.0067,1917,89,25.6325,15.5153,25.9852,26.1844,27.6225,27.6225,3945,19.2296,0.0262,23.5663,26.8127,450,0.0021,3878,3851,3851,3921,0.0078,0.0035,4064,445,98.457,99,4064,108,0.0068,0.0068,0.0112
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,2752,0.0047,2769,128,32.2526,17.8345,33.9853,32.9579,38.5448,38.5448,3778.1429,22.3185,0.0211,32.07,34.6092,650,0.0036,3727,3705,3705,3774,0.0058,0.0023,3873,632,139.332,139,3873,151,0.0048,0.0048,0.0079
SAT11/random/large/unif-k5-r20-v1500-c30000-S1793954886-065-UNKNOWN.cnf,1,30000,0.0033,30000,267,63.9524,64.4846,68.4821,69.7083,78.3478,91.5,24.1858,81.0213,0.015,57.3125,73.12,1500,0.0085,20,17,14,24,0.0011,0.0006,30,1500,285.631,289,56,303,0.0033,0.0033,0.0033
SAT11/random/medium/unif-k7-r89-v90-c8010-S1828831772-021.SATISFIABLE.cnf,1,8010,0.0778,8010,12,31.3078,10.599,31.3803,31.5558,31.873,31.873,4401.75,10.6931,0.0111,30.7844,31.873,90,0.0111,4364,4302,4302,4421,0.0066,0.0047,4520,90,15.3665,15,4520,19,0.0778,0.0778,0.0778
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1465579926-097.UNKNOWN.cnf,1,2130,0.05,2130,16,22.7303,8.5583,23.2896,23.4902,23.9916,23.9916,4293.8571,9.4485,0.0465,22.3282,23.9657,100,0.0441,4237,4175,4175,4271,0.0155,0.0102,4418,100,19.9506,20,4418,24,0.05,0.05,0.05
SAT11/random/medium/unif-k7-r89-v70-c6230-S560963242-048.UNKNOWN.cnf,1,6230,0.1,6230,9,25.4865,8.5466,25.724,25.5722,26.3452,26.3452,4435.2,8.8082,0.0111,25.4337,25.7826,70,0.0111,4365,4356,4356,4395,0.0083,0.0059,4580,70,12.1263,12,4580,15,0.1,0.1,0.1
SAT11/random/medium/unif-k7-r89-v50-c4450-S1082084494-034.UNKNOWN.cnf,1,4450,0.14,4450,6,19.403,6.3853,19.5631,19.6457,19.7432,19.7432,4555.2,6.9257,0.011,19.3015,19.7221,50,0.011,4544,4516,4516,4556,0.0126,0.0092,4599,50,8.8336,9,4599,12,0.14,0.14,0.14
SAT11/random/large/unif-k5-r20-v1000-c20000-S107009952-009-UNKNOWN.cnf,1,20000,0.005,20000,177,52.5556,47.1092,56.684,55.55,64.7895,68.697,43.3529,54.7442,0.0213,50.439,59.7941,1000,0.0122,36,33,28,41,0.0017,0.0009,58,1000,191.038,192,86,208,0.005,0.005,0.005
SAT11/random/large/unif-k5-r20-v750-c15000-S3662714-068-UNKNOWN.cnf,1,15000,0.0067,15000,131,49.0417,36.5213,51.7941,51.5393,57.087,62.4273,65.4556,42.8446,0.0268,47.8472,53.5088,750,0.0145,55,50,43,61,0.0022,0.0012,84,750,144.407,144,134,156,0.0067,0.0067,0.0067
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1,2335,0.0055,2343,109,29.2055,17.2262,30.5291,29.6781,34.5779,34.5779,3872,21.7649,0.021,28.386,32.6603,550,0.0043,3792,3785,3785,3827,0.0064,0.0028,4063,541,119.55,120,4063,130,0.0056,0.0056,0.0074
SAT11/random/large/unif-k7-r85-v300-c25500-S1286362348-008-UNKNOWN.cnf,1,25500,0.0233,25500,42,50.313,25.7865,51.8292,51.3095,54.5957,60.2816,139.2941,25.6876,0.0117,49.032,53.8095,300,0.0117,118,107,94,129,0.0023,0.0015,165,300,49.0081,49,309,56,0.0233,0.0233,0.0233
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1023920765-089.SATISFIABLE.cnf,1,1696,0.0076,1704,79,23.9974,10.9497,24.7939,24.6048,27.6125,27.6125,3895.4286,13.1138,0.0283,22.2991,25.8802,400,0.0059,3863,3849,3849,3885,0.0088,0.0039,3972,393,87.763,88,3972,97,0.0077,0.0077,0.0127
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1514125851-037.UNKNOWN.cnf,1,2119,0.0061,2130,98,26.6677,14.4062,28.2759,27.3516,34.0448,34.0448,3883.2857,17.7379,0.0316,25.8617,29.1866,500,0.0047,3823,3754,3754,3867,0.0071,0.003,4066,489,108.306,108,4066,118,0.0062,0.0062,0.0102
SAT11/random/medium/unif-k7-r89-v60-c5340-S969033069-088.SATISFIABLE.cnf,1,5340,0.1167,5340,8,22.6497,7.4009,22.8044,22.6949,23.5207,23.5207,4491.2,7.9179,0.011,22.2489,22.9078,60,0.011,4452,4402,4402,4478,0.0096,0.0074,4594,60,10.4512,10,4594,13,0.1167,0.1167,0.1167
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1,166812,0.0001,168000,8494,72.3333,1787.25,96.1626,91,139,253.5,3.7283,1425,0.0005,59.75,110.3333,40000,0,2,1,1,3,0.0001,0,7,38973,6375.5,8494,12,8510,0.0001,0.0001,0.0002
SAT11/random/medium/unif-k7-r89-v70-c6230-S1351138814-007.SATISFIABLE.cnf,1,6230,0.1,6230,9,25.5742,8.4032,25.8163,25.6599,26.2869,26.2869,4444.4,8.7915,0.0111,25.4811,26.0793,70,0.0111,4402,4325,4325,4411,0.0098,0.0063,4605,70,12.1536,12,4605,15,0.1,0.1,0.1
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S43885340-006-UNKNOWN.cnf,1,62521,0.0002,63000,3129,55.125,257.417,65.3405,63.8182,85.2,110.3333,11.6822,503.625,0.0012,48.9091,73.9167,15000,0,8,6,5,11,0.0003,0.0001,19,14586,3186.75,3194.5,32,3216,0.0002,0.0002,0.0004
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1452052526-056.UNKNOWN.cnf,1,1274,0.0102,1278,58,17.3745,10.8669,18.1934,17.8407,20.158,20.158,4051.5714,12.9098,0.0447,16.7186,19.5479,300,0.0047,4011,3956,3956,4055,0.0173,0.005,4115,295,65.552,66,4115,73,0.0102,0.0102,0.0169
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,41691,0.0003,42000,2071,48.9286,162.65,53.9201,54,65.4,84.375,18.5,272.882,0.0017,42.7059,59,10000,0.0001,14,11,8,17,0.0005,0.0002,27,9726,2114.95,2112.5,48,2148,0.0003,0.0003,0.0005
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S709804505-031-UNKNOWN.cnf,1,41704,0.0003,42000,2096,47,177.143,54.1087,54,66.8889,83.4167,18.5826,565.824,0.0015,41.75,59.7692,10000,0.0001,14,12,7,17,0.0005,0.0002,27,9748,2128.76,2128,43,2171,0.0003,0.0003,0.0005
SAT11/random/large/unif-k5-r20-v2000-c40000-S1993071608-084-UNKNOWN.cnf,1,40000,0.0025,40000,359,65.8125,80.5714,73.9585,73,87.6,128.7,17.925,104.678,0.0122,60,80.5238,2000,0.006,15,13,9,17,0.001,0.0005,24,2000,385.87,384,36,406,0.0025,0.0025,0.0025
SAT11/random/medium/unif-k7-r89-v50-c4450-S1374457799-001.UNKNOWN.cnf,1,4450,0.14,4450,6,19.6593,6.383,19.7041,19.7488,19.9328,19.9328,4559.8,6.9206,0.011,19.3149,19.8647,50,0.011,4546,4505,4505,4550,0.0115,0.009,4630,50,8.8789,9,4630,11,0.14,0.14,0.14
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1741857700-014.UNKNOWN.cnf,1,2130,0.05,2130,16,22.6185,8.227,23.2501,23.3463,24.2734,24.2734,4292.4286,9.1441,0.0465,22.5391,23.8518,100,0.0441,4233,4222,4222,4252,0.0141,0.0092,4458,100,19.9764,20,4458,25,0.05,0.05,0.05
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S906725726-060.SATISFIABLE.cnf,1,1597,0.0667,1597,12,18.3724,6.488,18.8073,18.7116,19.7261,19.7261,4399.7143,7.4823,0.0463,18.346,18.9319,75,0.0451,4366,4355,4355,4409,0.0194,0.0132,4444,75,15.2136,15,4444,19,0.0667,0.0667,0.0667
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1397972185-007.UNKNOWN.cnf,1,2662,0.04,2662,20,26.4645,9.8453,27.6514,27.8794,29.4311,29.4311,4233.4286,10.9292,0.0466,26.3975,28.3767,125,0.0424,4171,4139,4139,4222,0.0124,0.0076,4363,125,24.9165,25,4363,30,0.04,0.04,0.04
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1383380994-043.SATISFIABLE.cnf,1,2544,0.0051,2556,120,30.1524,16.1048,31.9067,30.7453,35.3533,35.3533,3853.8571,20.3542,0.0208,29.3627,34.529,600,0.0031,3742,3718,3718,3797,0.0055,0.0026,4068,588,130.633,130,4068,141,0.0051,0.0051,0.0085
SAT11/random/medium/unif-k7-r89-v80-c7120-S1254315629-032.SATISFIABLE.cnf,1,7120,0.0875,7120,10,28.2267,9.5004,28.4094,28.426,29.0205,29.0205,4403.4,9.8189,0.0111,27.907,28.4667,80,0.0111,4356,4310,4310,4371,0.0076,0.0057,4532,80,13.6028,14,4532,17,0.0875,0.0875,0.0875
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1081907273-083.UNKNOWN.cnf,1,1690,0.0078,1704,77,23.0978,11.817,24.2877,23.7399,27.1109,27.1109,3933.2857,14.06,0.0385,21.9052,26.1837,400,0.0059,3853,3781,3781,3965,0.0083,0.0039,4012,386,84.9267,85,4012,94,0.0079,0.0079,0.0104
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S89508070-083-UNKNOWN.cnf,1,10422,0.0012,10500,510,32.7021,44.4878,34.4051,34.2881,37.166,42.0112,113.7158,60.753,0.0061,31.3719,36.0885,2500,0.0004,93,86,71,105,0.002,0.0006,138,2431,530.961,532,270,554,0.0013,0.0013,0.0021
SAT11/random/medium/unif-k7-r89-v60-c5340-S642174893-006.UNKNOWN.cnf,1,5340,0.1167,5340,8,22.7396,7.2822,22.8807,22.7875,23.3596,23.3596,4507.2,7.601,0.011,22.5878,22.9292,60,0.011,4464,4437,4437,4493,0.0096,0.0068,4614,60,10.49,10,4614,13,0.1167,0.1167,0.1167
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S707565158-096.SATISFIABLE.cnf,1,2130,0.05,2130,16,22.8825,8.1699,23.6086,23.8384,24.9503,24.9503,4306,9.042,0.0465,22.8781,23.9312,100,0.0423,4246,4244,4244,4281,0.0136,0.009,4443,100,20.075,20,4443,25,0.05,0.05,0.05
SAT11/random/medium/unif-k7-r89-v60-c5340-S1675230100-032.UNKNOWN.cnf,1,5340,0.1167,5340,8,22.7445,7.5343,22.8437,22.7835,23.3776,23.3776,4523,7.854,0.011,22.3981,22.915,60,0.011,4506,4438,4438,4517,0.0094,0.0069,4613,60,10.4176,10,4613,13,0.1167,0.1167,0.1167
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1462223811-042.SATISFIABLE.cnf,1,1699,0.0076,1704,79,23.5205,10.6086,24.9319,24.0384,28.6596,28.6596,3922,12.6052,0.033,21.6343,28.3877,400,0.0053,3852,3812,3812,3937,0.01,0.0038,4034,393,87.6302,88,4034,96,0.0077,0.0077,0.0102
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S25975519-056.SATISFIABLE.cnf,1,1597,0.0667,1597,12,18.3692,6.5653,18.6596,18.6188,19.3372,19.3372,4405.7143,7.5667,0.0463,18.0883,18.8684,75,0.0445,4377,4351,4351,4397,0.0182,0.0115,4516,75,15.1965,15,4516,19,0.0667,0.0667,0.0667
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S2051088205-036.UNKNOWN.cnf,1,2130,0.05,2130,16,22.7322,8.3467,23.3564,23.535,24.4422,24.4422,4309.2857,9.1852,0.0465,22.4558,23.6954,100,0.0441,4269,4237,4237,4291,0.0146,0.0089,4410,100,20.0165,20,4410,24,0.05,0.05,0.05
SAT11/random/medium/unif-k7-r89-v70-c6230-S1805176884-064.UNKNOWN.cnf,1,6230,0.1,6230,9,25.523,8.467,25.7564,25.5761,26.3543,26.3543,4458.6,8.7631,0.0111,25.3849,25.9437,70,0.0111,4393,4369,4369,4428,0.0088,0.0066,4589,70,12.1568,12,4589,15,0.1,0.1,0.1
SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1,4450,0.14,4450,6,19.6172,6.4333,19.7218,19.6651,20.1945,20.1945,4568,6.9286,0.011,19.463,19.6693,50,0.011,4527,4499,4499,4570,0.0121,0.0086,4649,50,8.8919,9,4649,12,0.14,0.14,0.14
SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf,1,34000,0.0175,34000,57,54.9265,33.4792,57.3688,57.3176,62.0625,64.5,82.8462,33.4897,0.0117,52.6104,60,400,0.0117,71,62,54,78,0.0017,0.0011,105,400,66.1417,66,151,75,0.0175,0.0175,0.0175
SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf,1,21250,0.028,21250,35,47.0176,22.1762,48.9519,48.6069,52.8218,57.4779,217.4,22.0736,0.0117,46.5665,49.741,250,0.0117,173,152,139,186,0.0025,0.0018,290,250,41.0515,41,724,47,0.028,0.028,0.028
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S338979727-056-UNKNOWN.cnf,1,41711,0.0003,42000,2096,45.6667,153.105,52.2324,50.9286,62.7,85.1667,18.5345,282.824,0.0017,42.625,58.25,10000,0.0001,15,13,9,17,0.0005,0.0002,29,9740,2110.47,2101,40,2158,0.0003,0.0003,0.0006
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1910317962-059.UNKNOWN.cnf,1,1897,0.0068,1917,87,25.1893,14.3298,26.0812,25.5503,28.0216,28.0216,3902.2857,17.7794,0.0295,24.8721,27.8159,450,0.0063,3831,3808,3808,3907,0.0084,0.0033,4036,438,96.6968,97,4036,106,0.0069,0.0069,0.0091
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,2538,0.0052,2556,118,31.0727,17.4363,32.7099,32.0491,38.2884,38.2884,3797,22.2365,0.0217,29.6108,34.4952,600,0.0016,3753,3647,3647,3791,0.0071,0.0026,3921,582,128.188,128,3921,139,0.0052,0.0052,0.0086
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S183128297-005.SATISFIABLE.cnf,1,1701,0.0076,1704,80,23.0008,11.4123,24.5861,23.2761,28.5751,28.5751,3939.4286,13.6328,0.0265,22.8595,27.0452,400,0.0059,3889,3843,3843,3917,0.0088,0.0037,4074,396,88.6762,89,4074,98,0.0076,0.0076,0.0101
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S118521533-021.UNKNOWN.cnf,1,2662,0.04,2662,20,26.7086,9.9358,27.696,27.7506,29.5602,29.5602,4214.2857,11.0281,0.0466,26.5717,28.2539,125,0.0413,4138,4118,4118,4166,0.0109,0.0071,4372,125,24.7319,25,4372,30,0.04,0.04,0.04
SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf,1,4450,0.14,4450,6,19.7098,6.2688,19.8139,19.7145,20.2717,20.2717,4581,6.8913,0.011,19.4261,19.9472,50,0.011,4546,4511,4511,4567,0.0103,0.0081,4671,50,8.8853,9,4671,12,0.14,0.14,0.14
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S207562876-057.UNKNOWN.cnf,1,3195,0.0333,3195,24,30.4974,11.5623,31.8011,31.7766,33.5058,33.5058,4164,12.6121,0.046,30.3989,32.8826,150,0.041,4109,4104,4104,4122,0.0103,0.006,4286,150,29.7113,29,4286,35,0.0333,0.0333,0.0333
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S648642831-094-UNKNOWN.cnf,1,145968,0.0001,147000,0,72.4,830.25,99.2378,92.3333,145.5,195.5,3.957,3926,0.0005,57.75,120.75,35000,0,3,2,1,4,0.0002,0,6,34106,7374.75,7377,12,7397,0.0001,0.0001,0.0002
SAT11/random/medium/unif-k7-r89-v50-c4450-S1430772875-039.SATISFIABLE.cnf,1,4450,0.14,4450,6,19.5384,6.3385,19.6603,19.6071,19.8814,19.8814,4540.8,6.7986,0.011,19.5276,19.7468,50,0.011,4495,4487,4487,4505,0.011,0.0086,4613,50,8.8911,9,4613,12,0.14,0.14,0.14
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1259410977-065-UNKNOWN.cnf,1,20886,0.0006,21000,1033,38.2955,92.5085,41.719,40.9643,48.2059,58.7609,46.479,166.462,0.0033,36.3958,45.1034,5000,0.0003,38,34,26,43,0.0011,0.0003,60,4896,1071.58,1073,114,1097,0.0006,0.0006,0.0012
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S675870149-098.SATISFIABLE.cnf,1,2662,0.04,2662,20,27.0289,9.4805,27.8679,27.7534,29.9467,29.9467,4213.4286,10.4761,0.0466,26.7004,28.1025,125,0.0421,4126,4086,4086,4154,0.0116,0.0073,4387,125,24.9082,25,4387,30,0.04,0.04,0.04
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S970100151-015-UNKNOWN.cnf,1,146031,0.0001,147000,0,72,3018.4,90.686,83.25,128.3333,167,4.3804,3974,0.0006,58,110,35000,0,3,2,1,4,0.0002,0,7,34109,5952.4,7407,11,7514,0.0001,0.0001,0.0002
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,10414,0.0012,10500,505,32.4063,47.9789,34.0087,33.5169,37.4324,41.971,118.0543,74.3402,0.0063,30.9605,35.7069,2500,0.0006,99,91,75,109,0.0016,0.0006,133,2420,527.311,528,293,547,0.0013,0.0013,0.0025
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1085677759-100.UNKNOWN.cnf,1,2119,0.0061,2130,99,26.0937,16.8805,28.1221,27.4633,33.7168,33.7168,3907.8571,20.8544,0.0255,24.7575,30.2313,500,0.0047,3852,3769,3769,3914,0.0076,0.0031,4047,490,108.099,108,4047,118,0.0062,0.0062,0.0102
SAT11/random/large/unif-k7-r85-v300-c25500-S1859210562-077-UNKNOWN.cnf,1,25500,0.0233,25500,41,50.3506,26.0783,52.1004,51.7724,55.3643,60.3608,139.6061,25.7525,0.0117,48.5,53.9048,300,0.0117,122,108,97,132,0.0022,0.0015,174,300,49.799,50,256,57,0.0233,0.0233,0.0233
SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,20000,0.005,20000,174,54.2222,43.4915,57.493,57.275,65.9388,68.7778,41.52,54.3218,0.0215,49.8431,61.0606,1000,0.0123,34,30,23,40,0.0019,0.001,55,1000,191.859,192,77,204,0.005,0.005,0.005
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1,2549,0.0051,2556,121,30.7937,16.0455,32.9878,31.4194,39.1891,39.1891,3746,19.9831,0.0204,28.8384,37.407,600,0.0039,3735,3636,3636,3755,0.0059,0.0025,3819,593,131.515,131,3819,143,0.0051,0.0051,0.0067
SAT11/random/medium/unif-k7-r89-v50-c4450-S2039518547-066.UNKNOWN.cnf,1,4450,0.14,4450,6,19.8398,6.3174,19.8814,19.8521,20.2621,20.2621,4564,6.767,0.011,19.5821,19.8711,50,0.011,4556,4518,4518,4568,0.0112,0.0084,4602,50,8.9188,9,4602,12,0.14,0.14,0.14
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1,2130,0.05,2130,16,22.7389,8.2589,23.272,23.3016,24.1285,24.1285,4291.4286,9.1667,0.0465,22.5501,23.6215,100,0.0441,4259,4218,4218,4263,0.0155,0.0096,4398,100,20.0576,20,4398,24,0.05,0.05,0.05
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1,2662,0.04,2662,20,26.7543,10.499,27.5932,27.4973,29.0321,29.0321,4253.1429,11.6116,0.0466,26.5329,28.2673,125,0.0424,4201,4194,4194,4232,0.0109,0.0071,4396,125,24.6803,25,4396,30,0.04,0.04,0.04
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1,2760,0.0047,2769,131,32.8876,19.3358,34.7155,33.8508,39.2527,39.2527,3773.8571,25.0977,0.0199,31.0862,38.1112,650,0.0036,3666,3578,3578,3760,0.0051,0.0023,4027,641,141.845,142,4027,153,0.0047,0.0047,0.0078
SAT11/random/large/unif-k5-r20-v2000-c40000-S971556279-001-UNKNOWN.cnf,1,40000,0.0025,40000,365,66.1176,82.0787,73.1195,74.0952,86.6,108.619,17.7686,106.488,0.0127,58.5,80.4286,2000,0.006,15,13,10,16,0.0009,0.0005,25,2000,383.607,383,35,406,0.0025,0.0025,0.0025
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S2058622508-076.SATISFIABLE.cnf,1,2309,0.0056,2343,106,28.8707,15.1366,30.33,29.3591,33.7565,33.7565,3901.1429,18.3722,0.0303,28.4443,33.0385,550,0.0035,3836,3779,3779,3909,0.0074,0.0029,4025,531,116.939,117,4025,127,0.0057,0.0057,0.0094
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S82160031-050.SATISFIABLE.cnf,1,3727,0.0286,3727,29,34.414,12.4554,35.8896,36.4004,37.4532,37.4532,4115.1667,13.776,0.0453,33.8938,37.1497,175,0.0386,4044,4011,4011,4128,0.0083,0.0053,4276,175,34.72,35,4276,41,0.0286,0.0286,0.0286
SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,40000,0.0025,40000,360,69.4286,80.9067,76.4793,75.75,90.2143,108.6667,17.1552,104.759,0.0123,63.1818,83.25,2000,0.0061,14,12,9,16,0.0009,0.0005,22,2000,381.053,382,42,403,0.0025,0.0025,0.0025
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,83430,0.0002,84000,0,57,376.375,72.4741,71.5714,94.5714,139.3333,8.4949,2215.2,0.001,51.5455,84.8889,20000,0,5,5,3,8,0.0003,0.0001,13,19496,4256.38,4245,21,4317,0.0002,0.0002,0.0003
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S785747282-100.UNKNOWN.cnf,1,1699,0.0076,1704,79,22.4467,13.5946,23.2675,22.9368,26.3246,26.3246,3981.1429,16.6194,0.0265,20.7745,24.2862,400,0.0059,3921,3833,3833,3963,0.0094,0.0038,4094,395,87.8414,88,4094,97,0.0076,0.0076,0.0101
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S973075635-083.SATISFIABLE.cnf,1,3175,0.0041,3195,151,34.8253,18.6081,36.0018,37.4212,42.0565,42.0565,2610.4,24.0184,0.0183,28.271,38.1539,750,0.0013,1488,941,849,3198,0.0044,0.002,3727,736,163.909,164,3727,176,0.0041,0.0041,0.0068
SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,21250,0.028,21250,35,47.3826,22.0945,49.0404,48.6606,51.4126,56.2746,233.4138,21.7416,0.0117,46.3103,50.2207,250,0.0117,188,157,149,206,0.0025,0.0017,326,250,41.0082,41,681,48,0.028,0.028,0.028
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1,2973,0.0044,2982,140,34.402,17.6697,36.7479,35.6602,42.7725,42.7725,3632.7143,22.1943,0.0178,33.6874,39.8978,700,0.0034,3596,3558,3558,3634,0.0057,0.0021,3684,688,152.028,152,3684,163,0.0044,0.0044,0.0073
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,2130,0.05,2130,16,22.6494,8.3425,23.2857,23.4563,24.3319,24.3319,4291.2857,9.1957,0.0465,22.4662,23.8321,100,0.0441,4227,4225,4225,4276,0.0146,0.0098,4390,100,19.9873,20,4390,24,0.05,0.05,0.05
