@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Running_Avg_LBD-4 NUMERIC
@ATTRIBUTE Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Literals_in_Loop_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-1 NUMERIC
@ATTRIBUTE Learnt_from_Conflict-1 NUMERIC
@ATTRIBUTE Other_Constraints NUMERIC
@ATTRIBUTE Avg_LBD_Levels-1 NUMERIC
@ATTRIBUTE Frac_Ternary_Constraints NUMERIC
@ATTRIBUTE Frac_Other_Constraints NUMERIC
@ATTRIBUTE Choices-1 NUMERIC
@ATTRIBUTE Conflicts/Choices-1 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-1 NUMERIC

@DATA
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=8-height=8-colours=13.gz,1,?,?,?,?,?,?,?,?,?,3712,?,0.1146,0.0346,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=10-height=10-colours=13.gz,1,?,?,?,?,?,?,?,?,?,5800,?,0.123,0.0238,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=12.gz,1,?,?,?,?,?,?,?,?,?,2450,?,0.1142,0.0383,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a7.3.4.tweaked.5.asp.gz,1,4.2,0,0,32,0,1,0,1,32,3035,1,0.0196,0.0367,32,1,1
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a2.9.32.asp.gz,1,1,0,0,32,0,1,0,1,32,863,1,0.0322,0.0575,32,1,1
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a3.3.0.asp.gz,1,4.34,0,0,32,0,1,0,1,32,2395,1,0.0214,0.04,32,1,1
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a9.8.71.asp.gz,1,1,0,0,32,0,1,0,1,32,531,1,0.0394,0.0669,32,1,1
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a8.7.3.asp.gz,1,1,0,0,32,0,1,0,1,32,645,1,0.0398,0.0698,32,1,1
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a7.3.5.tweaked.5.asp.gz,1,3.74,0,0,32,0,1,0,1,32,3035,1,0.0196,0.0367,32,1,1
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a3.3.2.asp.gz,1,4.26,0,0,32,0,1,0,1,32,2395,1,0.0214,0.04,32,1,1
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a7.3.0.tweaked.3.asp.gz,1,3.44,0,0,32,0,1,0,1,32,3035,1,0.0196,0.0367,32,1,1
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a7.3.4.tweaked.4.asp.gz,1,4.01,0,0,32,0,1,0,1,32,3035,1,0.0196,0.0367,32,1,1
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.59.asp.gz,1,2.75,0,0,90,0,1,0,1,32,1500,1.4688,0.0286,0.0219,107,0.2991,4.5938
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/altair1.42.asp.gz,1,2.66,0,0,71,0,1,0,1,32,1783,1.6562,0.0189,0.0169,189,0.1693,9.5625
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.50.asp.gz,1,?,0,0,89,0,1,0,1,34,963,1.8529,0.0385,0.0309,210,0.1619,10.3529
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.31.asp.gz,1,?,0,0,32,0,1,0,1,32,937,1,0.039,0.0301,142,0.2254,4.4375
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.11.asp.gz,1,?,0,0,46,0,1,0,1,32,943,1.2812,0.04,0.0301,197,0.1624,7.5938
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.35.asp.gz,1,?,0,0,82,0,1,0,1,32,960,1.75,0.0393,0.0308,169,0.1893,8.25
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.11.asp.gz,1,2.44,0,0,44,0,1,0,1,33,1550,1.2121,0.0305,0.0225,209,0.1579,8.0303
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrosesmall.5.asp.gz,1,?,?,?,?,?,?,?,?,?,179,?,0.1014,0.0757,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.41.asp.gz,1,2.29,0,0,32,0,1,0,1,32,1521,1,0.0295,0.0222,149,0.2148,4.6562
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/altair1.54.asp.gz,1,?,0,0,72,0,1,0,1,32,1782,1.6875,0.0189,0.0169,254,0.126,11.7188
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/altair1.9.asp.gz,1,2.2,0,0,60,0,1,0,1,32,1773,1.4375,0.0188,0.0168,350,0.0914,14.8125
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.47.asp.gz,1,1.96,0,0,32,0,1,0,1,32,1512,1,0.0287,0.0221,117,0.2735,3.6562
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.49.asp.gz,1,2.94,0,0,37,0,1,0,1,32,1527,1.0938,0.0288,0.0223,201,0.1592,6.9062
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=8.gz,1,9.31,0,0,1252,0,1,0,1,34,280,9.0588,0,0.0522,51,0.6667,11.4118
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=5.gz,1,8.58,0,0,1235,0,1,0,1,32,290,8.375,0,0.0501,41,0.7805,10.125
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=7.gz,1,9.94,0,0,974,0,1,0,1,33,290,7.4848,0,0.0527,49,0.6735,8.9697
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=9.gz,1,9.79,0,0,1180,0,1,0,1,32,280,9.25,0,0.0513,42,0.7619,10.5
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=125-density=0.1-instance=3.gz,1,11.42,0,0,1145,0,1,0,1,32,250,9.8438,0,0.0602,52,0.6154,13.0938
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=150-density=0.1-instance=5.gz,1,10.12,0,0,1165,0,1,0,1,32,300,9.6562,0,0.0541,44,0.7273,11.3438
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=150-density=0.1-instance=3.gz,1,9.64,0,0,1218,0,1,0,1,32,300,8.25,0,0.0508,43,0.7442,9.4062
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=8.gz,1,9.63,0,0,1184,0,1,0,1,32,290,9.1875,0,0.0503,44,0.7273,10.625
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=2.gz,1,10.18,0,0,891,0,1,0,1,32,290,8,0,0.0516,41,0.7805,8.9375
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=7.gz,1,9.31,0,0,1336,0,1,0,1,32,280,9.2812,0,0.0552,41,0.7805,10.0938
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=130-density=0.1-instance=7.gz,1,11.74,0,0,1091,0,1,0,1,32,260,8.625,0,0.0576,49,0.6531,10.5
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=10.gz,1,9.15,0,0,1184,0,1,0,1,34,290,8.2353,0,0.0526,51,0.6667,9.7941
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=125-density=0.1-instance=2.gz,1,12.88,0,0,1258,0,1,0,1,33,250,14.5455,0,0.0638,61,0.541,21.2424
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=130-density=0.1-instance=2.gz,1,11.04,0,0,1320,0,1,0,1,32,260,10.4062,0,0.0617,46,0.6957,13.2812
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=2.gz,1,10.11,0,0,898,0,1,0,1,32,280,9.0625,0,0.0525,47,0.6809,11.5312
FolioSuite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_30_300_1235855358_0_k=6_v=6_e=30_sat.gph.gz,1,?,0,0,934,0,1,0,1,32,435,22.5625,0.2925,0.0074,147,0.2177,115.875
FolioSuite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_20_100_1235851242_0_k=3_v=10_e=20_unsat.gph.gz,1,9.48,0,0,496,0,1,0,1,32,163,7.0625,0.25,0.0271,59,0.5424,22.4688
FolioSuite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_25_300_1235843609_0_k=3_v=8_e=15_unsat.gph.gz,1,6.85,0,0,421,0,1,0,1,33,203,6.5152,0.2708,0.0122,55,0.6,17.0606
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.8.lp.gz,1,3.44,0,0,187,0,1,0,1,32,833,3.9688,0.0326,0.4175,146,0.2192,23.1562
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.46.lp.gz,1,3.99,0,0,463,0,1,0,1,32,1125,4.1875,0.0175,0.4463,81,0.3951,21.9688
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/random.5.lp.gz,1,?,0,0,1610,0,1,0,1,32,1337,19.0625,0.0057,0.449,114,0.2807,64.0312
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.22.lp.gz,1,4.63,0,0,175,0,1,0,1,32,945,3.375,0.0272,0.4286,91,0.3516,19.8438
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.32.lp.gz,1,4.14,0,0,272,0,1,0,1,32,940,3.8438,0.0268,0.4336,185,0.173,17.7812
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.44.lp.gz,1,4.1,0,0,291,0,1,0,1,32,933,4.25,0.0382,0.4239,126,0.254,18
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.30.lp.gz,1,5.4,0,0,295,0,1,0,1,32,1045,4.4375,0.0274,0.4345,134,0.2388,22.3125
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.23.lp.gz,1,5.03,0,0,449,0,1,0,1,32,1049,6.875,0.0243,0.4395,88,0.3636,25.9375
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.48.lp.gz,1,4.22,0,0,336,0,1,0,1,32,1173,5.7188,0.0146,0.4517,174,0.1839,56.4688
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.37.lp.gz,1,3.9,0,0,289,0,1,0,1,35,1052,4.0286,0.0296,0.4329,146,0.2397,24.3143
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.18.lp.gz,1,4.23,0,0,238,0,1,0,1,33,1061,4.9394,0.0344,0.4456,160,0.2062,26.9394
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.12.lp.gz,1,3.88,0,0,153,0,1,0,1,32,689,3.25,0.0307,0.3917,127,0.252,17
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.6.lp.gz,1,4.94,0,0,209,0,1,0,1,33,873,3.9091,0.0461,0.4277,116,0.2845,26.3333
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.16.lp.gz,1,3.47,0,0,213,0,1,0,1,32,781,3.75,0.0354,0.413,202,0.1584,25.3125
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/random.2.lp.gz,1,19.44,0,0,3308,0,1,0,1,34,1290,28.7059,0.0076,0.445,97,0.3505,55.9706
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.97_7.gz,1,3.56,0,0,106,0,1,0,1,32,6178,2.4062,0.2721,0.0599,395,0.081,30.2812
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.113_7.gz,1,3.28,0,0,122,0,1,0,1,32,7230,2.3438,0.2721,0.0598,298,0.1074,33
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.93_7.gz,1,3.41,0,0,202,0,1,0,1,32,5930,3.375,0.2719,0.0599,422,0.0758,81.4688
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.80_7.gz,1,3.22,0,0,183,0,1,0,1,32,5063,2.8438,0.272,0.0599,142,0.2254,76.4375
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.83_7.gz,1,3.24,0,0,156,0,1,0,1,32,5226,2.2812,0.272,0.0599,223,0.1435,36.2812
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.90_7.gz,1,3.53,0,0,286,0,1,0,1,32,5739,3.375,0.272,0.0599,133,0.2406,85.5938
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.70_7.gz,1,3.51,0,0,286,0,1,0,1,32,4434,3.375,0.2719,0.0598,113,0.2832,65.5938
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.77_7.gz,1,3.01,0,0,270,0,1,0,1,34,4903,3.2059,0.2721,0.0598,134,0.2537,71.7059
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.12.x.12.r.3.274440616.806497.data_k=4_l=3_unsat.gph.gz,1,?,0,0,259,0,1,0,1,32,299,1.875,0.3085,0.0585,168,0.1905,6.0625
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.12.x.12.r.3.274440616.806497.data_k=3_l=4_sat.gph.gz,1,3.19,0,0,278,0,1,0,1,32,826,2.75,0.2739,0.1434,162,0.1975,8.0312
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.12.x.12.r.4.274529373.784913.data_k=4_l=4_sat.gph.gz,1,4.73,0,0,484,0,1,0,1,32,1071,2.5625,0.296,0.1372,204,0.1569,9.5938
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.11.x.11.r.3.712566045.949579.data_k=3_l=3_unsat.gph.gz,1,?,0,0,186,0,1,0,1,32,197,2.2812,0.3351,0.0743,134,0.2388,8
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.10.x.10.r.3.1268203948.99614.data_k=2_l=5_sat.gph.gz,1,4.66,0,0,343,0,1,0,1,32,790,3.0312,0.3598,0.1305,226,0.1416,13.125
FolioSuite/ASP-Comp-2009-Lparse/CompKnightTour/knightTour.in3.gz,1,?,0,0,325,0,1,0,1,32,684,5.8438,0.2637,0.212,396,0.0808,53.875
FolioSuite/ASP-Comp-2009-Lparse/CompKnightTour/knightTour.in2.gz,1,?,0,0,756,0,1,0,1,32,464,12.0625,0.2599,0.2221,191,0.1675,57.25
FolioSuite/ASP-Comp-2009-Lparse/CompKnightTour/knightTour.in5.gz,1,9.32,0,0,328,0,1,0,1,32,1249,5.3125,0.2668,0.2008,502,0.0637,76.6875
FolioSuite/ASP-Comp-2009-Lparse/CompKnightTour/knightTour.in4.gz,1,9.19,0,0,354,0,1,0,1,32,948,6.0312,0.2658,0.2045,546,0.0586,94.7188
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_16.lp.gz,1,19.73,5416,0.9938,407,68458,0.0059,0.9941,0.0062,34,84219,6.1471,0.2051,0.0859,285,0.1193,57.5
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_15.lp.gz,1,8,3768,0.9916,6486,101232,0.0602,0.9398,0.0084,32,87995,20.125,0.2031,0.0871,108,0.2963,48
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_14.lp.gz,1,2.91,3231,0.9902,360,87562,0.0041,0.9959,0.0098,32,65412,4.7812,0.2029,0.0873,474,0.0675,54.7188
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_19.lp.gz,1,?,?,?,?,?,?,?,?,?,65466,?,0.2028,0.0874,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_18_18_11.lp.gz,1,5.53,2194,0.9856,284,53368,0.0053,0.9947,0.0144,32,55856,4.9688,0.2025,0.0876,364,0.0879,58.8125
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_17_17_07.lp.gz,1,4.22,1651,0.981,10755,63913,0.144,0.856,0.019,32,46727,19.0938,0.2029,0.0875,71,0.4507,37.0312
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_15.lp.gz,1,8.54,2955,0.9893,390,77459,0.005,0.995,0.0107,32,63956,6.375,0.204,0.0868,256,0.125,53.5938
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_17_17_09.lp.gz,1,9.19,3138,0.9899,277,28509,0.0096,0.9904,0.0101,32,44269,4.7812,0.2052,0.0863,302,0.106,47.6562
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_22_22_08.lp.gz,1,3.93,3260,0.9903,451,100825,0.0045,0.9955,0.0097,32,102832,7.3125,0.2023,0.0875,239,0.1339,56.8125
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_18.lp.gz,1,5.5,1338,0.9766,4005,94258,0.0408,0.9592,0.0234,32,87065,6.9062,0.2036,0.0868,781,0.041,106.125
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_20_20_16.lp.gz,1,4.54,2042,0.9827,10862,63246,0.1466,0.8534,0.0173,36,76810,19.7778,0.2025,0.0875,151,0.2384,50.8611
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_16.lp.gz,1,3.93,3281,0.9903,399,78634,0.005,0.995,0.0097,32,65504,6,0.2028,0.0874,259,0.1236,55.2188
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_20_20_04.lp.gz,1,5.35,3144,0.9899,4624,102858,0.043,0.957,0.0101,32,76499,11.0625,0.2027,0.0874,134,0.2388,49.1562
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_19.lp.gz,1,4.48,5031,0.9937,376,416603,0.0009,0.9991,0.0063,32,88232,5.5,0.2029,0.0871,432,0.0741,130.3438
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_18_18_04.lp.gz,1,4.13,3157,0.99,355,43714,0.0081,0.9919,0.01,32,54847,5.3438,0.2033,0.0873,419,0.0764,42.5
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_22_22_09.lp.gz,1,4.89,3642,0.9913,12725,242772,0.0498,0.9502,0.0087,32,102588,19.0625,0.2024,0.0874,124,0.2581,55.2812
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=16-height=16-density=0.01-run=3.gz,1,4.57,2,0.0588,206,80,0.7203,0.2797,0.9412,32,1008,4,0.1749,0.2425,241,0.1328,47.0625
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=17-height=17-density=0.01-run=1.gz,1,3.59,0,0,117,0,1,0,1,32,1140,3.1875,0.1774,0.2404,120,0.2667,23.5938
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=15-height=15-density=0.01-run=4.gz,1,3.81,2,0.0588,235,73,0.763,0.237,0.9412,32,850,4.4375,0.1763,0.2394,99,0.3232,18.0938
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=12-height=12-density=0.01-run=3.gz,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=17-height=17-density=0.01-run=3.gz,1,6.26,0,0,223,0,1,0,1,32,1146,4.1875,0.1767,0.241,251,0.1275,48.8125
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=15-height=15-density=0.01-run=5.gz,1,5.75,0,0,260,0,1,0,1,32,813,4.6562,0.1808,0.2348,141,0.227,47.9375
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=14-height=14-density=0.01-run=3.gz,1,6.02,8,0.2,437,374,0.5388,0.4612,0.8,32,690,6.3125,0.1793,0.2338,279,0.1147,42.5312
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=10-height=10-density=0.01-run=1.gz,1,5.08,0,0,139,0,1,0,1,32,282,3.25,0.1789,0.2242,75,0.4267,15.0938
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=19-height=19-density=0.01-run=4.gz,1,5.21,1,0.0303,94,7,0.9307,0.0693,0.9697,32,1479,2.7812,0.1777,0.2415,168,0.1905,21.2188
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=21-height=21-density=0.01-run=2.gz,1,3.9,0,0,127,0,1,0,1,32,1903,3.1562,0.1761,0.2453,220,0.1455,30.5
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=12-height=12-density=0.01-run=1.gz,1,4.28,0,0,149,0,1,0,1,32,478,3.4375,0.1758,0.2334,102,0.3137,16.125
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.18.schur.lp.gz,1,7.42,0,0,761,0,1,0,1,32,220,8.3438,0.7739,0.0214,49,0.6531,10.6562
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.6.schur.lp.gz,1,6.04,0,0,750,0,1,0,1,33,220,6.0606,0.7716,0.0214,44,0.75,7.3333
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.10.schur.lp.gz,1,11.04,0,0,599,0,1,0,1,32,230,9.9688,0.8413,0.0179,56,0.5714,13.8125
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.13.schur.lp.gz,1,6,0,0,424,0,1,0,1,33,220,5.8788,0.7726,0.0214,50,0.66,8.6364
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.14.schur.lp.gz,1,6.48,0,0,465,0,1,0,1,32,220,7.125,0.7757,0.021,56,0.5714,10.4062
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.10.schur.lp.gz,1,5.23,0,0,413,0,1,0,1,32,220,6.125,0.7692,0.0218,49,0.6531,8.6562
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.1.schur.lp.gz,1,9.93,0,0,640,0,1,0,1,33,230,9.2121,0.8403,0.0181,47,0.7021,11.3939
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.8.schur.lp.gz,1,9.38,0,0,495,0,1,0,1,32,230,7.3125,0.8429,0.0179,60,0.5333,15.0938
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.6.schur.lp.gz,1,9.96,0,0,818,0,1,0,1,32,230,11.0625,0.8415,0.0179,50,0.64,14.5
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.20.schur.lp.gz,1,9.6,0,0,501,0,1,0,1,32,230,7.0312,0.8393,0.0182,42,0.7619,9.7812
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.8.schur.lp.gz,1,7.61,0,0,606,0,1,0,1,34,220,9.9706,0.7696,0.0219,57,0.5965,14.6471
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.13.schur.lp.gz,1,9.64,0,0,510,0,1,0,1,32,230,7.875,0.8404,0.0181,65,0.4923,11.875
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.2.schur.lp.gz,1,6.92,0,0,475,0,1,0,1,32,220,6,0.7702,0.0216,72,0.4444,8.4375
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.1.schur.lp.gz,1,5.47,0,0,455,0,1,0,1,36,220,4.75,0.7697,0.0217,55,0.6545,6.8611
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.5.schur.lp.gz,1,6.79,0,0,564,0,1,0,1,32,220,6.3125,0.7683,0.022,51,0.6275,8.1875
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.50.steps.10.asp.gz,1,4.17,105,0.7609,432,1837,0.1904,0.8096,0.2391,33,434,4,0.2402,0.0328,46,0.7174,9.1515
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.75.steps.10.asp.gz,1,3.76,105,0.7664,557,1622,0.2556,0.7444,0.2336,32,467,5.0625,0.2302,0.0371,51,0.6275,11.4375
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.73.steps.9.asp.gz,1,3.13,105,0.7664,175,2185,0.0742,0.9258,0.2336,32,397,3.125,0.2388,0.0342,117,0.2735,10.4062
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.37.steps.10.asp.gz,1,4.4,95,0.7422,361,1200,0.2313,0.7687,0.2578,33,398,4.2727,0.2269,0.0379,70,0.4714,14.1212
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.76.steps.13.asp.gz,1,3.65,149,0.8232,169,2751,0.0579,0.9421,0.1768,32,709,3.125,0.2343,0.0366,125,0.256,12.2812
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/dimitri_yorick.57.steps.7.asp.gz,1,4.42,99,0.7557,193,2796,0.0646,0.9354,0.2443,32,561,2.9062,0.2307,0.0356,101,0.3168,7.5938
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.49.steps.13.asp.gz,1,4.01,120,0.7895,364,1326,0.2154,0.7846,0.2105,32,421,4.1562,0.2333,0.0363,57,0.5614,12.3438
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.34.steps.14.asp.gz,1,3.2,84,0.7241,422,859,0.3294,0.6706,0.2759,32,392,4.0312,0.2315,0.0337,111,0.2883,12.5312
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.70.steps.13.asp.gz,1,3.95,121,0.7908,447,1228,0.2669,0.7331,0.2092,32,409,4.7188,0.2237,0.0376,88,0.3636,12.1875
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.69.steps.14.asp.gz,1,3.61,101,0.7594,449,974,0.3155,0.6845,0.2406,32,401,5.2188,0.2463,0.0314,61,0.5246,16.5938
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=29.gz,1,4.59,0,0,3484,0,1,0,1,33,1938,4.3636,0.0638,0.107,109,0.3028,21.8485
