@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC

@DATA
normalized-fapp09-0800-5.xml.mzn_AND_NODATA,1,0.812427,0.58152,1.222024
normalized-fapp33-0650-3.xml.mzn_AND_NODATA,1,0.813782,0.578383,1.222595
normalized-fapp09-0800-4.xml.mzn_AND_NODATA,1,0.812401,0.581491,1.222063
normalized-fischer-6-4-fair.xml.mzn_AND_NODATA,1,0.908104,0.834039,0.949054
normalized-fpga10-8-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.883333
normalized-fpga-10-8.xml.mzn_AND_NODATA,1,1,1,0.883333
normalized-fpga11-10-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.854545
normalized-fpga-11-10.xml.mzn_AND_NODATA,1,1,1,0.854545
normalized-fpga-11-9.xml.mzn_AND_NODATA,1,1,1,0.85906
normalized-fpga12-10-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.844444
normalized-fischer-8-2-fair.xml.mzn_AND_NODATA,1,0.903842,0.826901,0.948733
normalized-fpga-12-10.xml.mzn_AND_NODATA,1,1,1,0.844444
normalized-fischer-5-6-fair.xml.mzn_AND_NODATA,1,0.909402,0.836157,0.94906
normalized-fpga13-11-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.827907
normalized-fpga-13-11.xml.mzn_AND_NODATA,1,1,1,0.827907
normalized-fischer-11-3-fair.xml.mzn_AND_NODATA,1,0.9091,0.83593,0.950207
normalized-fapp32-0550-1.xml.mzn_AND_NODATA,1,0.815339,0.574737,1.222727
normalized-fapp32-0550-10.xml.mzn_AND_NODATA,1,0.815624,0.575053,1.222299
normalized-fischer-4-8-fair.xml.mzn_AND_NODATA,1,0.909502,0.836196,0.948811
normalized-fpga15-13-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.805461
normalized-fapp32-0550-2.xml.mzn_AND_NODATA,1,0.815339,0.574737,1.222727
normalized-fpga-15-13.xml.mzn_AND_NODATA,1,1,1,0.805461
normalized-fischer-6-5-fair.xml.mzn_AND_NODATA,1,0.909344,0.836145,0.949283
normalized-fpga-15-14.xml.mzn_AND_NODATA,1,1,1,0.803175
normalized-fapp32-0550-0.xml.mzn_AND_NODATA,1,0.815339,0.574737,1.222727
normalized-fpga13-12-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.824786
normalized-fpga-13-12.xml.mzn_AND_NODATA,1,1,1,0.824786
normalized-fpga-20-18.xml.mzn_AND_NODATA,1,1,1,0.77037
normalized-fischer-7-4-fair.xml.mzn_AND_NODATA,1,0.90879,0.835266,0.949396
normalized-fpga25-23-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.748552
normalized-fapp32-0550-3.xml.mzn_AND_NODATA,1,0.815339,0.574737,1.222727
normalized-fpga25-24-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.747778
normalized-fpga-25-24.xml.mzn_AND_NODATA,1,1,1,0.747778
normalized-fpga14-12-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.81746
normalized-fpga30-28-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.734921
normalized-fpga-30-28.xml.mzn_AND_NODATA,1,1,1,0.734921
normalized-fpga-25-23.xml.mzn_AND_NODATA,1,1,1,0.748552
normalized-fpga-14-12.xml.mzn_AND_NODATA,1,1,1,0.81746
normalized-fpga15-14-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.803175
normalized-fpga11-9-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.85906
normalized-fpga35-34-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.72437
normalized-fapp32-0550-4.xml.mzn_AND_NODATA,1,0.815339,0.574737,1.222727
normalized-fpga35-33-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.724755
normalized-fpga-40-38.xml.mzn_AND_NODATA,1,1,1,0.717544
normalized-fischer-5-7-fair.xml.mzn_AND_NODATA,1,0.910022,0.837209,0.949178
normalized-fischer-4-9-fair.xml.mzn_AND_NODATA,1,0.909873,0.836823,0.948884
normalized-fpga40-38-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.717544
normalized-fischer-10-4-fair.xml.mzn_AND_NODATA,1,0.910495,0.838282,0.95026
normalized-fpsol2-i-1-10.xml.mzn_AND_NODATA,1,1,1,23.495968
normalized-fpsol2-i-1-15.xml.mzn_AND_NODATA,1,1,1,23.495968
normalized-fpsol2-i-1-20.xml.mzn_AND_NODATA,1,1,1,23.495968
normalized-fpga20-18-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.77037
normalized-fpga-45-43.xml.mzn_AND_NODATA,1,1,1,0.711678
normalized-fischer-9-2-fair.xml.mzn_AND_NODATA,1,0.904459,0.827979,0.94905
normalized-fpsol2-i-1-40.xml.mzn_AND_NODATA,1,1,1,23.495968
normalized-fpga-35-33.xml.mzn_AND_NODATA,1,1,1,0.724755
normalized-fpga-35-34.xml.mzn_AND_NODATA,1,1,1,0.72437
normalized-fpga45-44-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.711448
normalized-fpga45-43-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.711678
normalized-fpsol2-i-1-60.xml.mzn_AND_NODATA,1,1,1,23.495968
normalized-fpsol2-i-1-62.xml.mzn_AND_NODATA,1,1,1,23.495968
normalized-fpsol2-i-1-63.xml.mzn_AND_NODATA,1,1,1,23.495968
normalized-fpsol2-i-1-35.xml.mzn_AND_NODATA,1,1,1,23.495968
normalized-fischer-8-3-fair.xml.mzn_AND_NODATA,1,0.907453,0.833037,0.949364
normalized-fpsol2-i-2-15.xml.mzn_AND_NODATA,1,1,1,19.27051
normalized-fpsol2-i-2-20.xml.mzn_AND_NODATA,1,1,1,19.27051
normalized-fpsol2-i-1-64.xml.mzn_AND_NODATA,1,1,1,23.495968
normalized-fpsol2-i-1-30.xml.mzn_AND_NODATA,1,1,1,23.495968
normalized-fpsol2-i-2-26.xml.mzn_AND_NODATA,1,1,1,19.27051
normalized-fischer-6-6-fair.xml.mzn_AND_NODATA,1,0.910192,0.837587,0.949439
normalized-fpsol2-i-2-28.xml.mzn_AND_NODATA,1,1,1,19.27051
normalized-fpsol2-i-1-45.xml.mzn_AND_NODATA,1,1,1,23.495968
normalized-fpsol2-i-3-10.xml.mzn_AND_NODATA,1,1,1,20.442353
normalized-fpsol2-i-3-15.xml.mzn_AND_NODATA,1,1,1,20.442353
normalized-fapp10-0900-10.xml.mzn_AND_NODATA,1,0.816948,0.583378,1.21667
normalized-fpsol2-i-2-27.xml.mzn_AND_NODATA,1,1,1,19.27051
normalized-fischer-11-4-fair.xml.mzn_AND_NODATA,1,0.910996,0.839161,0.950517
normalized-fpsol2-i-3-25.xml.mzn_AND_NODATA,1,1,1,20.442353
normalized-fpsol2-i-3-28.xml.mzn_AND_NODATA,1,1,1,20.442353
normalized-fpsol2-i-3-29.xml.mzn_AND_NODATA,1,1,1,20.442353
normalized-fpsol2-i-2-10.xml.mzn_AND_NODATA,1,1,1,19.27051
normalized-fapp10-0900-0.xml.mzn_AND_NODATA,1,0.81329,0.579264,1.222194
normalized-fpsol2-i-1-25.xml.mzn_AND_NODATA,1,1,1,23.495968
normalized-fpsol2-i-2-25.xml.mzn_AND_NODATA,1,1,1,19.27051
normalized-fpsol2-i-3-27.xml.mzn_AND_NODATA,1,1,1,20.442353
normalized-fapp33-0650-5.xml.mzn_AND_NODATA,1,0.813836,0.578443,1.222514
normalized-fpga-45-44.xml.mzn_AND_NODATA,1,1,1,0.711448
normalized-fapp10-0900-4.xml.mzn_AND_NODATA,1,0.813351,0.579333,1.222101
normalized-fpsol2-i-2-29.xml.mzn_AND_NODATA,1,1,1,19.27051
normalized-fpsol2-i-1-61.xml.mzn_AND_NODATA,1,1,1,23.495968
normalized-fpsol2-i-1-55.xml.mzn_AND_NODATA,1,1,1,23.495968
normalized-fapp33-0650-4.xml.mzn_AND_NODATA,1,0.813782,0.578383,1.222595
normalized-fapp10-0900-2.xml.mzn_AND_NODATA,1,0.81329,0.579264,1.222194
normalized-fapp10-0900-6.xml.mzn_AND_NODATA,1,0.813575,0.579586,1.221762
normalized-fapp10-0900-8.xml.mzn_AND_NODATA,1,0.814329,0.580437,1.220619
normalized-fapp33-0650-6.xml.mzn_AND_NODATA,1,0.813876,0.578489,1.222454
normalized-ft06x2-54.xml.mzn_AND_NODATA,1,0.923077,1,1.068493
normalized-ft06x2-55.xml.mzn_AND_NODATA,1,0.923077,1,1.068493
normalized-fischer-10-5-fair.xml.mzn_AND_NODATA,1,0.911695,0.840328,0.950461
normalized-ft06x3-54.xml.mzn_AND_NODATA,1,0.947368,1,1.045872
normalized-ft06x3-55.xml.mzn_AND_NODATA,1,0.947368,1,1.045872
normalized-ft10x2-837.xml.mzn_AND_NODATA,1,0.952381,1,1.044776
normalized-ft10x3-838.xml.mzn_AND_NODATA,1,0.967742,1,1.0299
normalized-frb30-15-2-mgd_ext.xml.mzn_AND_NODATA,1,0.033363,0.0625,28.1
normalized-games120-7.xml.mzn_AND_NODATA,1,1,1,5.316667
normalized-fapp10-0900-1.xml.mzn_AND_NODATA,1,0.81329,0.579264,1.222194
normalized-games120-8.xml.mzn_AND_NODATA,1,1,1,5.316667
normalized-frb30-15-4-mgd_ext.xml.mzn_AND_NODATA,1,0.033103,0.0625,28.320833
normalized-frb30-15-3-mgd_ext.xml.mzn_AND_NODATA,1,0.032472,0.0625,28.870833
normalized-frb30-15-4_ext.xml.mzn_AND_NODATA,1,0.029611,0.0625,31.660417
normalized-fapp10-0900-9.xml.mzn_AND_NODATA,1,0.81517,0.581383,1.219348
normalized-fapp33-0650-8.xml.mzn_AND_NODATA,1,0.81409,0.578729,1.22213
normalized-fapp10-0900-7.xml.mzn_AND_NODATA,1,0.81388,0.579931,1.221299
normalized-frb30-15-2_ext.xml.mzn_AND_NODATA,1,0.029524,0.0625,31.754167
normalized-fapp33-0650-7.xml.mzn_AND_NODATA,1,0.813956,0.578579,1.222332
normalized-fapp33-0650-9.xml.mzn_AND_NODATA,1,0.814384,0.579061,1.221684
normalized-frb30-15-3_ext.xml.mzn_AND_NODATA,1,0.029607,0.0625,31.664583
normalized-fapp10-0900-3.xml.mzn_AND_NODATA,1,0.81331,0.579287,1.222163
normalized-fapp10-0900-5.xml.mzn_AND_NODATA,1,0.813453,0.579448,1.221947
normalized-fapp34-0750-1.xml.mzn_AND_NODATA,1,0.812613,0.580891,1.222408
normalized-fapp27-2550-10.xml.mzn_AND_NODATA,1,0.800514,0.617519,1.220029
normalized-fapp27-2550-0.xml.mzn_AND_NODATA,1,0.800037,0.61692,1.220785
normalized-g-125-17.xml.mzn_AND_NODATA,1,1,1,16.093412
normalized-fischer-9-3-fair.xml.mzn_AND_NODATA,1,0.908034,0.834061,0.94966
normalized-fapp27-2550-1.xml.mzn_AND_NODATA,1,0.800037,0.61692,1.220785
normalized-frb35-17-4-mgd_ext.xml.mzn_AND_NODATA,1,0.028021,0.055556,33.704762
normalized-fischer-7-5-fair.xml.mzn_AND_NODATA,1,0.910022,0.83736,0.949617
normalized-fischer-5-8-fair.xml.mzn_AND_NODATA,1,0.910494,0.83801,0.949268
normalized-frb35-17-1-mgd_ext.xml.mzn_AND_NODATA,1,0.02658,0.055556,35.531746
normalized-frb35-17-2-mgd_ext.xml.mzn_AND_NODATA,1,0.028147,0.055556,33.553968
normalized-fapp27-2550-7.xml.mzn_AND_NODATA,1,0.800088,0.616984,1.220705
normalized-fapp34-0750-0.xml.mzn_AND_NODATA,1,0.812547,0.580815,1.222509
normalized-g-125-18.xml.mzn_AND_NODATA,1,1,1,16.091778
normalized-fischer-8-4-fair.xml.mzn_AND_NODATA,1,0.909404,0.836356,0.949705
normalized-geom-30a-5-ext.xml.mzn_AND_NODATA,1,0.27027,0.166667,3.083333
normalized-geom-40-4-ext.xml.mzn_AND_NODATA,1,0.333333,0.204082,2.387755
normalized-geom-40-5-ext.xml.mzn_AND_NODATA,1,0.333333,0.170213,2.489362
normalized-gp10-01-1092.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-fapp32-0550-6.xml.mzn_AND_NODATA,1,0.815389,0.574792,1.222653
normalized-gp10-01-1093.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-fapp27-2550-6.xml.mzn_AND_NODATA,1,0.800047,0.616933,1.220769
normalized-gp10-03-1080.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-gp10-03-1081.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-gp10-04-1076.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-fapp34-0750-3.xml.mzn_AND_NODATA,1,0.812627,0.580906,1.222388
normalized-gp10-04-1077.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-gp10-05-1070.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-gp10-05-1071.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-gp10-06-1070.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-gp10-02-1096.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-fischer-6-7-fair.xml.mzn_AND_NODATA,1,0.91081,0.838637,0.949553
normalized-gp10-06-1071.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-frb35-17-1_ext.xml.mzn_AND_NODATA,1,0.025013,0.055556,37.75873
normalized-fapp27-2550-2.xml.mzn_AND_NODATA,1,0.800037,0.61692,1.220785
normalized-gp10-07-1078.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-gp10-07-1079.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-frb35-17-4_ext.xml.mzn_AND_NODATA,1,0.025033,0.055556,37.728571
normalized-gp10-08-1093.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-fapp27-2550-9.xml.mzn_AND_NODATA,1,0.800291,0.617239,1.220383
normalized-gp10-09-1111.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-graceful--K4-P2.xml.mzn_AND_NODATA,1,1,1,4.5
normalized-graceful--K5-P2.xml.mzn_AND_NODATA,1,1,1,6.583333
normalized-fischer-5-9-fair.xml.mzn_AND_NODATA,1,0.910864,0.838639,0.949338
normalized-graceful--K6-P2.xml.mzn_AND_NODATA,1,1,1,9.142857
normalized-graph12-w1.xml.mzn_AND_NODATA,1,0.771505,1,1.128983
normalized-gp10-10-1092.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-gp10-08-1092.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-graph13-w1.xml.mzn_AND_NODATA,1,0.763552,1,1.134075
normalized-fapp27-2550-8.xml.mzn_AND_NODATA,1,0.800149,0.61706,1.220609
normalized-frb35-17-3-mgd_ext.xml.mzn_AND_NODATA,1,0.027422,0.055556,34.44127
normalized-gp10-02-1097.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-gp10-10-1091.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-fapp27-2550-3.xml.mzn_AND_NODATA,1,0.800037,0.61692,1.220785
normalized-graph10.xml.mzn_AND_NODATA,1,0.919943,1,1.041697
normalized-graph3.xml.mzn_AND_NODATA,1,0.918963,1,1.04223
normalized-graph2-f24.xml.mzn_AND_NODATA,1,0.9182,1,1.042644
normalized-fapp27-2550-4.xml.mzn_AND_NODATA,1,0.800037,0.61692,1.220785
normalized-fapp34-0750-4.xml.mzn_AND_NODATA,1,0.812667,0.580952,1.222327
normalized-graph11.xml.mzn_AND_NODATA,1,0.917012,1,1.04329
normalized-graph2-f25.xml.mzn_AND_NODATA,1,0.9182,1,1.042644
normalized-fapp34-0750-2.xml.mzn_AND_NODATA,1,0.812627,0.580906,1.222388
normalized-graph12.xml.mzn_AND_NODATA,1,0.921965,1,1.040602
normalized-gp10-09-1112.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909
normalized-frb35-17-3_ext.xml.mzn_AND_NODATA,1,0.024926,0.055556,37.890476
normalized-graph6.xml.mzn_AND_NODATA,1,0.915612,1,1.044053
normalized-graph4.xml.mzn_AND_NODATA,1,0.918167,1,1.042662
normalized-graph7.xml.mzn_AND_NODATA,1,0.915612,1,1.044053
normalized-fapp34-0750-6.xml.mzn_AND_NODATA,1,0.81272,0.581012,1.222245
normalized-fapp34-0750-10.xml.mzn_AND_NODATA,1,0.812894,0.58121,1.221981
normalized-haystacks-05.xml.mzn_AND_NODATA,1,1,1,1.388889
normalized-haystacks-06.xml.mzn_AND_NODATA,1,1,1,1.360294
normalized-frb35-17-2_ext.xml.mzn_AND_NODATA,1,0.025014,0.055556,37.757143
normalized-haystacks-08.xml.mzn_AND_NODATA,1,1,1,1.412698
normalized-graph5.xml.mzn_AND_NODATA,1,0.918963,1,1.04223
normalized-haystacks-10.xml.mzn_AND_NODATA,1,1,1,1.356305
normalized-fapp27-2550-5.xml.mzn_AND_NODATA,1,0.800037,0.61692,1.220785
normalized-graph8-f11.xml.mzn_AND_NODATA,1,0.917012,1,1.04329
normalized-graph14-f27.xml.mzn_AND_NODATA,1,0.910126,1,1.047052
normalized-haystacks-12.xml.mzn_AND_NODATA,1,1,1,1.368825
normalized-hanoi4.xml.mzn_AND_NODATA,1,1,1,2.483287
normalized-graph14-f28.xml.mzn_AND_NODATA,1,0.910126,1,1.047052
normalized-haystacks-13.xml.mzn_AND_NODATA,1,1,1,1.374077
normalized-haystacks-07.xml.mzn_AND_NODATA,1,1,1,1.419512
normalized-frb35-17-5_ext.xml.mzn_AND_NODATA,1,0.024734,0.055556,38.184127
normalized-graph13.xml.mzn_AND_NODATA,1,0.920084,1,1.041621
normalized-fapp32-0550-5.xml.mzn_AND_NODATA,1,0.815364,0.574764,1.22269
normalized-haystacks-09.xml.mzn_AND_NODATA,1,1,1,1.372141
normalized-haystacks-11.xml.mzn_AND_NODATA,1,1,1,1.377252
normalized-haystacks-16.xml.mzn_AND_NODATA,1,1,1,1.376879
normalized-graph9-f10.xml.mzn_AND_NODATA,1,0.919705,1,1.041826
normalized-haystacks-18.xml.mzn_AND_NODATA,1,1,1,1.360127
normalized-haystacks-17.xml.mzn_AND_NODATA,1,1,1,1.371749
normalized-haystacks-14.xml.mzn_AND_NODATA,1,1,1,1.387343
normalized-graph9.xml.mzn_AND_NODATA,1,0.919705,1,1.041826
normalized-graph8-f10.xml.mzn_AND_NODATA,1,0.917012,1,1.04329
normalized-graph9-f9.xml.mzn_AND_NODATA,1,0.919705,1,1.041826
normalized-hanoi5.xml.mzn_AND_NODATA,1,1,1,3.031072
normalized-haystacks-20.xml.mzn_AND_NODATA,1,1,1,1.357926
normalized-haystacks-15.xml.mzn_AND_NODATA,1,1,1,1.384243
normalized-haystacks-19.xml.mzn_AND_NODATA,1,1,1,1.358932
normalized-fischer-7-6-fair.xml.mzn_AND_NODATA,1,0.910865,0.838795,0.949768
normalized-haystacks-22.xml.mzn_AND_NODATA,1,1,1,1.369976
normalized-fapp34-0750-5.xml.mzn_AND_NODATA,1,0.812707,0.580997,1.222266
normalized-haystacks-23.xml.mzn_AND_NODATA,1,1,1,1.367524
normalized-haystacks-24.xml.mzn_AND_NODATA,1,1,1,1.364141
normalized-fischer-9-4-fair.xml.mzn_AND_NODATA,1,0.909968,0.837353,0.949991
normalized-haystacks-25.xml.mzn_AND_NODATA,1,1,1,1.353989
normalized-fischer-5-10-fair.xml.mzn_AND_NODATA,1,0.911163,0.839146,0.949395
normalized-haystacks-26.xml.mzn_AND_NODATA,1,1,1,1.352951
normalized-haystacks-27.xml.mzn_AND_NODATA,1,1,1,1.354768
normalized-fischer-8-5-fair.xml.mzn_AND_NODATA,1,0.910626,0.838436,0.949919
normalized-haystacks-28.xml.mzn_AND_NODATA,1,1,1,1.352214
normalized-frb40-19-1-mgd_ext.xml.mzn_AND_NODATA,1,0.024462,0.05,38.835
normalized-fapp32-0550-7.xml.mzn_AND_NODATA,1,0.815426,0.574833,1.222597
normalized-hole-08_ext.xml.mzn_AND_NODATA,1,0.326531,0.333333,2.041667
normalized-frb40-19-2-mgd_ext.xml.mzn_AND_NODATA,1,0.023959,0.05,39.65125
normalized-hole-09_ext.xml.mzn_AND_NODATA,1,0.302521,0.333333,2.203704
normalized-hole-10_ext.xml.mzn_AND_NODATA,1,0.28169,0.333333,2.366667
normalized-fischer-6-8-fair.xml.mzn_AND_NODATA,1,0.91128,0.839435,0.94964
normalized-homer-10.xml.mzn_AND_NODATA,1,1,1,2.901961
normalized-fapp34-0750-8.xml.mzn_AND_NODATA,1,0.81272,0.581012,1.222245
normalized-homer-11.xml.mzn_AND_NODATA,1,1,1,2.901961
normalized-frb40-19-3-mgd_ext.xml.mzn_AND_NODATA,1,0.023395,0.05,40.60625
normalized-homer-12.xml.mzn_AND_NODATA,1,1,1,2.901961
normalized-huck-10.xml.mzn_AND_NODATA,1,1,1,4.067568
normalized-haystacks-29.xml.mzn_AND_NODATA,1,1,1,1.353099
normalized-huck-9.xml.mzn_AND_NODATA,1,1,1,4.067568
normalized-homer-8.xml.mzn_AND_NODATA,1,1,1,2.901961
normalized-huck-8.xml.mzn_AND_NODATA,1,1,1,4.067568
normalized-fischer-9-5-fair.xml.mzn_AND_NODATA,1,0.911179,0.839416,0.950198
normalized-fapp34-0750-7.xml.mzn_AND_NODATA,1,0.81272,0.581012,1.222245
normalized-fischer-8-6-fair.xml.mzn_AND_NODATA,1,0.911463,0.839861,0.950065
normalized-fapp32-0550-9.xml.mzn_AND_NODATA,1,0.815525,0.574943,1.222448
normalized-haystacks-30.xml.mzn_AND_NODATA,1,1,1,1.354824
normalized-ii-16b2.xml.mzn_AND_NODATA,1,1,1,7.989312
normalized-frb40-19-4-mgd_ext.xml.mzn_AND_NODATA,1,0.022496,0.05,42.23
normalized-ii-32b2.xml.mzn_AND_NODATA,1,1,1,5.400383
normalized-ii-16a1.xml.mzn_AND_NODATA,1,1,1,6.369091
normalized-fischer-7-7-fair.xml.mzn_AND_NODATA,1,0.911479,0.83984,0.949878
normalized-fischer-10-6-fair.xml.mzn_AND_NODATA,1,0.912517,0.84173,0.950598
normalized-ii-16c1.xml.mzn_AND_NODATA,1,1,1,5.711076
normalized-ii-16a2.xml.mzn_AND_NODATA,1,1,1,7.76623
normalized-ii-16d2.xml.mzn_AND_NODATA,1,1,1,7.947967
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,0.022208,0.05,42.7775
normalized-ii-32c3.xml.mzn_AND_NODATA,1,1,1,6.363799
normalized-ii-32d1.xml.mzn_AND_NODATA,1,1,1,4.570783
normalized-fapp34-0750-9.xml.mzn_AND_NODATA,1,0.812774,0.581073,1.222164
normalized-fischer-11-5-fair.xml.mzn_AND_NODATA,1,0.912184,0.841187,0.950711
normalized-ii-16e2.xml.mzn_AND_NODATA,1,1,1,7.854323
normalized-ii-32b3.xml.mzn_AND_NODATA,1,1,1,8.738506
normalized-ii-32d2.xml.mzn_AND_NODATA,1,1,1,6.877475
normalized-ii-32b4.xml.mzn_AND_NODATA,1,1,1,9.57874
normalized-fischer-6-9-fair.xml.mzn_AND_NODATA,1,0.911649,0.840063,0.949708
normalized-ii-8a3.xml.mzn_AND_NODATA,1,1,1,3.416667
normalized-ii-16b1.xml.mzn_AND_NODATA,1,1,1,7.671296
normalized-ii-8a4.xml.mzn_AND_NODATA,1,1,1,3.957071
normalized-ii-32a1.xml.mzn_AND_NODATA,1,1,1,10.534858
normalized-ii-16c2.xml.mzn_AND_NODATA,1,1,1,7.966991
normalized-frb40-19-3_ext.xml.mzn_AND_NODATA,1,0.02166,0.05,43.85875
normalized-ii-8b2.xml.mzn_AND_NODATA,1,1,1,4.038194
normalized-frb40-19-1_ext.xml.mzn_AND_NODATA,1,0.02151,0.05,44.16625
normalized-frb40-19-2_ext.xml.mzn_AND_NODATA,1,0.021537,0.05,44.11
normalized-ii-8d1.xml.mzn_AND_NODATA,1,1,1,3.516038
normalized-ii-32e4.xml.mzn_AND_NODATA,1,1,1,9.680879
normalized-ii-8e1.xml.mzn_AND_NODATA,1,1,1,3.515385
normalized-ii-16d1.xml.mzn_AND_NODATA,1,1,1,6.963821
normalized-ii-32e3.xml.mzn_AND_NODATA,1,1,1,8.106061
normalized-ii-32e5.xml.mzn_AND_NODATA,1,1,1,11.645594
normalized-ii-8b4.xml.mzn_AND_NODATA,1,1,1,4.317416
normalized-ii-8b3.xml.mzn_AND_NODATA,1,1,1,4.224265
normalized-ii-32c4.xml.mzn_AND_NODATA,1,1,1,14.243083
normalized-haystacks-31.xml.mzn_AND_NODATA,1,1,1,1.354185
normalized-ii-32d3.xml.mzn_AND_NODATA,1,1,1,12.319175
normalized-inithx-i-1-10.xml.mzn_AND_NODATA,1,1,1,21.65162
normalized-ii-16e1.xml.mzn_AND_NODATA,1,1,1,6.43012
normalized-frb40-19-4_ext.xml.mzn_AND_NODATA,1,0.021321,0.05,44.55625
normalized-ii-8e2.xml.mzn_AND_NODATA,1,1,1,4.006322
normalized-inithx-i-1-15.xml.mzn_AND_NODATA,1,1,1,21.65162
normalized-inithx-i-1-20.xml.mzn_AND_NODATA,1,1,1,21.65162
normalized-frb40-19-5_ext.xml.mzn_AND_NODATA,1,0.021313,0.05,44.57375
normalized-fapp32-0550-8.xml.mzn_AND_NODATA,1,0.815475,0.574888,1.222523
normalized-inithx-i-1-25.xml.mzn_AND_NODATA,1,1,1,21.65162
normalized-inithx-i-1-35.xml.mzn_AND_NODATA,1,1,1,21.65162
normalized-inithx-i-1-40.xml.mzn_AND_NODATA,1,1,1,21.65162
normalized-ii-8d2.xml.mzn_AND_NODATA,1,1,1,3.993011
normalized-inithx-i-1-45.xml.mzn_AND_NODATA,1,1,1,21.65162
normalized-fischer-7-8-fair.xml.mzn_AND_NODATA,1,0.911946,0.840634,0.949962
normalized-inithx-i-1-50.xml.mzn_AND_NODATA,1,1,1,21.65162
normalized-ii-8c2.xml.mzn_AND_NODATA,1,1,1,3.999474
normalized-inithx-i-1-53.xml.mzn_AND_NODATA,1,1,1,21.65162
normalized-fischer-8-7-fair.xml.mzn_AND_NODATA,1,0.912072,0.840899,0.950172
normalized-inithx-i-2-15.xml.mzn_AND_NODATA,1,1,1,21.672868
normalized-jean-7.xml.mzn_AND_NODATA,1,1,1,3.175
normalized-jean-8.xml.mzn_AND_NODATA,1,1,1,3.175
normalized-jean-9.xml.mzn_AND_NODATA,1,1,1,3.175
normalized-inithx-i-2-20.xml.mzn_AND_NODATA,1,1,1,21.672868
normalized-fischer-6-10-fair.xml.mzn_AND_NODATA,1,0.911947,0.840569,0.949763
normalized-inithx-i-1-30.xml.mzn_AND_NODATA,1,1,1,21.65162
normalized-jnh16_ext.xml.mzn_AND_NODATA,1,0.190658,0.333333,3.496667
normalized-fischer-9-6-fair.xml.mzn_AND_NODATA,1,0.912009,0.84083,0.95034
normalized-inithx-i-3-10.xml.mzn_AND_NODATA,1,1,1,22.494364
normalized-inithx-i-3-15.xml.mzn_AND_NODATA,1,1,1,22.494364
normalized-jnh-201.xml.mzn_AND_NODATA,1,1,1,4.5
