@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC

@DATA
normalized-fapp10-0900-5.xml.mzn_AND_NODATA,1,0.813453,0.579448,1.221947,0.818366,0.420552
normalized-fapp34-0750-1.xml.mzn_AND_NODATA,1,0.812613,0.580891,1.222408,0.818058,0.419109
normalized-fapp27-2550-10.xml.mzn_AND_NODATA,1,0.800514,0.617519,1.220029,0.819652,0.382481
normalized-fapp27-2550-0.xml.mzn_AND_NODATA,1,0.800037,0.61692,1.220785,0.819145,0.38308
normalized-g-125-17.xml.mzn_AND_NODATA,1,1,1,16.093412,0.062137,0
normalized-fischer-9-3-fair.xml.mzn_AND_NODATA,1,0.908034,0.834061,0.94966,1.053008,0.165939
normalized-fapp27-2550-1.xml.mzn_AND_NODATA,1,0.800037,0.61692,1.220785,0.819145,0.38308
normalized-frb35-17-4-mgd_ext.xml.mzn_AND_NODATA,1,0.028021,0.055556,33.704762,0.029669,0.944444
normalized-fischer-7-5-fair.xml.mzn_AND_NODATA,1,0.910022,0.83736,0.949617,1.053056,0.16264
normalized-fischer-5-8-fair.xml.mzn_AND_NODATA,1,0.910494,0.83801,0.949268,1.053444,0.16199
normalized-frb35-17-1-mgd_ext.xml.mzn_AND_NODATA,1,0.02658,0.055556,35.531746,0.028144,0.944444
normalized-frb35-17-2-mgd_ext.xml.mzn_AND_NODATA,1,0.028147,0.055556,33.553968,0.029803,0.944444
normalized-fapp27-2550-7.xml.mzn_AND_NODATA,1,0.800088,0.616984,1.220705,0.819199,0.383016
normalized-fapp34-0750-0.xml.mzn_AND_NODATA,1,0.812547,0.580815,1.222509,0.81799,0.419185
normalized-g-125-18.xml.mzn_AND_NODATA,1,1,1,16.091778,0.062144,0
normalized-fischer-8-4-fair.xml.mzn_AND_NODATA,1,0.909404,0.836356,0.949705,1.052959,0.163644
normalized-geom-30a-5-ext.xml.mzn_AND_NODATA,1,0.27027,0.166667,3.083333,0.324324,0.833333
normalized-geom-40-4-ext.xml.mzn_AND_NODATA,1,0.333333,0.204082,2.387755,0.418803,0.795918
normalized-geom-40-5-ext.xml.mzn_AND_NODATA,1,0.333333,0.170213,2.489362,0.401709,0.829787
normalized-gp10-01-1092.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-fapp32-0550-6.xml.mzn_AND_NODATA,1,0.815389,0.574792,1.222653,0.817894,0.425208
normalized-gp10-01-1093.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-fapp27-2550-6.xml.mzn_AND_NODATA,1,0.800047,0.616933,1.220769,0.819156,0.383067
normalized-gp10-03-1080.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-gp10-03-1081.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-gp10-04-1076.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-fapp34-0750-3.xml.mzn_AND_NODATA,1,0.812627,0.580906,1.222388,0.818071,0.419094
normalized-gp10-04-1077.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-gp10-05-1070.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-gp10-05-1071.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-gp10-06-1070.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-gp10-02-1096.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-fischer-6-7-fair.xml.mzn_AND_NODATA,1,0.91081,0.838637,0.949553,1.053127,0.161363
normalized-gp10-06-1071.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-frb35-17-1_ext.xml.mzn_AND_NODATA,1,0.025013,0.055556,37.75873,0.026484,0.944444
normalized-fapp27-2550-2.xml.mzn_AND_NODATA,1,0.800037,0.61692,1.220785,0.819145,0.38308
normalized-gp10-07-1078.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-gp10-07-1079.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-frb35-17-4_ext.xml.mzn_AND_NODATA,1,0.025033,0.055556,37.728571,0.026505,0.944444
normalized-gp10-08-1093.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-fapp27-2550-9.xml.mzn_AND_NODATA,1,0.800291,0.617239,1.220383,0.819415,0.382761
normalized-gp10-09-1111.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-graceful--K4-P2.xml.mzn_AND_NODATA,1,1,1,4.5,0.222222,0
normalized-graceful--K5-P2.xml.mzn_AND_NODATA,1,1,1,6.583333,0.151899,0
normalized-fischer-5-9-fair.xml.mzn_AND_NODATA,1,0.910864,0.838639,0.949338,1.053365,0.161361
normalized-graceful--K6-P2.xml.mzn_AND_NODATA,1,1,1,9.142857,0.109375,0
normalized-graph12-w1.xml.mzn_AND_NODATA,1,0.771505,1,1.128983,0.885753,0
normalized-gp10-10-1092.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-gp10-08-1092.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-graph13-w1.xml.mzn_AND_NODATA,1,0.763552,1,1.134075,0.881776,0
normalized-fapp27-2550-8.xml.mzn_AND_NODATA,1,0.800149,0.61706,1.220609,0.819263,0.38294
normalized-frb35-17-3-mgd_ext.xml.mzn_AND_NODATA,1,0.027422,0.055556,34.44127,0.029035,0.944444
normalized-gp10-02-1097.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-gp10-10-1091.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-fapp27-2550-3.xml.mzn_AND_NODATA,1,0.800037,0.61692,1.220785,0.819145,0.38308
normalized-graph10.xml.mzn_AND_NODATA,1,0.919943,1,1.041697,0.959972,0
normalized-graph3.xml.mzn_AND_NODATA,1,0.918963,1,1.04223,0.959481,0
normalized-graph2-f24.xml.mzn_AND_NODATA,1,0.9182,1,1.042644,0.9591,0
normalized-fapp27-2550-4.xml.mzn_AND_NODATA,1,0.800037,0.61692,1.220785,0.819145,0.38308
normalized-fapp34-0750-4.xml.mzn_AND_NODATA,1,0.812667,0.580952,1.222327,0.818112,0.419048
normalized-graph11.xml.mzn_AND_NODATA,1,0.917012,1,1.04329,0.958506,0
normalized-graph2-f25.xml.mzn_AND_NODATA,1,0.9182,1,1.042644,0.9591,0
normalized-fapp34-0750-2.xml.mzn_AND_NODATA,1,0.812627,0.580906,1.222388,0.818071,0.419094
normalized-graph12.xml.mzn_AND_NODATA,1,0.921965,1,1.040602,0.960982,0
normalized-gp10-09-1112.xml.mzn_AND_NODATA,1,0.678571,0.05313,1.472909,0.678929,0.94687
normalized-frb35-17-3_ext.xml.mzn_AND_NODATA,1,0.024926,0.055556,37.890476,0.026392,0.944444
normalized-graph6.xml.mzn_AND_NODATA,1,0.915612,1,1.044053,0.957806,0
normalized-graph4.xml.mzn_AND_NODATA,1,0.918167,1,1.042662,0.959083,0
normalized-graph7.xml.mzn_AND_NODATA,1,0.915612,1,1.044053,0.957806,0
normalized-fapp34-0750-6.xml.mzn_AND_NODATA,1,0.81272,0.581012,1.222245,0.818166,0.418988
normalized-fapp34-0750-10.xml.mzn_AND_NODATA,1,0.812894,0.58121,1.221981,0.818343,0.41879
normalized-haystacks-05.xml.mzn_AND_NODATA,1,1,1,1.388889,0.72,0
normalized-haystacks-06.xml.mzn_AND_NODATA,1,1,1,1.360294,0.735135,0
normalized-frb35-17-2_ext.xml.mzn_AND_NODATA,1,0.025014,0.055556,37.757143,0.026485,0.944444
normalized-haystacks-08.xml.mzn_AND_NODATA,1,1,1,1.412698,0.707865,0
normalized-graph5.xml.mzn_AND_NODATA,1,0.918963,1,1.04223,0.959481,0
normalized-haystacks-10.xml.mzn_AND_NODATA,1,1,1,1.356305,0.737297,0
normalized-fapp27-2550-5.xml.mzn_AND_NODATA,1,0.800037,0.61692,1.220785,0.819145,0.38308
normalized-graph8-f11.xml.mzn_AND_NODATA,1,0.917012,1,1.04329,0.958506,0
normalized-graph14-f27.xml.mzn_AND_NODATA,1,0.910126,1,1.047052,0.955063,0
normalized-haystacks-12.xml.mzn_AND_NODATA,1,1,1,1.368825,0.730554,0
normalized-hanoi4.xml.mzn_AND_NODATA,1,1,1,2.483287,0.402692,0
normalized-graph14-f28.xml.mzn_AND_NODATA,1,0.910126,1,1.047052,0.955063,0
normalized-haystacks-13.xml.mzn_AND_NODATA,1,1,1,1.374077,0.727761,0
normalized-haystacks-07.xml.mzn_AND_NODATA,1,1,1,1.419512,0.704467,0
normalized-frb35-17-5_ext.xml.mzn_AND_NODATA,1,0.024734,0.055556,38.184127,0.026189,0.944444
normalized-graph13.xml.mzn_AND_NODATA,1,0.920084,1,1.041621,0.960042,0
normalized-fapp32-0550-5.xml.mzn_AND_NODATA,1,0.815364,0.574764,1.22269,0.817869,0.425236
normalized-haystacks-09.xml.mzn_AND_NODATA,1,1,1,1.372141,0.728788,0
normalized-haystacks-11.xml.mzn_AND_NODATA,1,1,1,1.377252,0.726083,0
normalized-haystacks-16.xml.mzn_AND_NODATA,1,1,1,1.376879,0.72628,0
normalized-graph9-f10.xml.mzn_AND_NODATA,1,0.919705,1,1.041826,0.959853,0
normalized-haystacks-18.xml.mzn_AND_NODATA,1,1,1,1.360127,0.735225,0
normalized-haystacks-17.xml.mzn_AND_NODATA,1,1,1,1.371749,0.728996,0
normalized-haystacks-14.xml.mzn_AND_NODATA,1,1,1,1.387343,0.720802,0
normalized-graph9.xml.mzn_AND_NODATA,1,0.919705,1,1.041826,0.959853,0
normalized-graph8-f10.xml.mzn_AND_NODATA,1,0.917012,1,1.04329,0.958506,0
normalized-graph9-f9.xml.mzn_AND_NODATA,1,0.919705,1,1.041826,0.959853,0
normalized-hanoi5.xml.mzn_AND_NODATA,1,1,1,3.031072,0.329916,0
normalized-haystacks-20.xml.mzn_AND_NODATA,1,1,1,1.357926,0.736417,0
normalized-haystacks-15.xml.mzn_AND_NODATA,1,1,1,1.384243,0.722417,0
normalized-haystacks-19.xml.mzn_AND_NODATA,1,1,1,1.358932,0.735872,0
normalized-fischer-7-6-fair.xml.mzn_AND_NODATA,1,0.910865,0.838795,0.949768,1.052888,0.161205
normalized-haystacks-22.xml.mzn_AND_NODATA,1,1,1,1.369976,0.72994,0
normalized-fapp34-0750-5.xml.mzn_AND_NODATA,1,0.812707,0.580997,1.222266,0.818153,0.419003
normalized-haystacks-23.xml.mzn_AND_NODATA,1,1,1,1.367524,0.731248,0
normalized-haystacks-24.xml.mzn_AND_NODATA,1,1,1,1.364141,0.733062,0
normalized-fischer-9-4-fair.xml.mzn_AND_NODATA,1,0.909968,0.837353,0.949991,1.052642,0.162647
normalized-haystacks-25.xml.mzn_AND_NODATA,1,1,1,1.353989,0.738558,0
normalized-fischer-5-10-fair.xml.mzn_AND_NODATA,1,0.911163,0.839146,0.949395,1.053302,0.160854
normalized-haystacks-26.xml.mzn_AND_NODATA,1,1,1,1.352951,0.739125,0
normalized-haystacks-27.xml.mzn_AND_NODATA,1,1,1,1.354768,0.738134,0
normalized-fischer-8-5-fair.xml.mzn_AND_NODATA,1,0.910626,0.838436,0.949919,1.052722,0.161564
normalized-haystacks-28.xml.mzn_AND_NODATA,1,1,1,1.352214,0.739528,0
normalized-frb40-19-1-mgd_ext.xml.mzn_AND_NODATA,1,0.024462,0.05,38.835,0.02575,0.95
normalized-fapp32-0550-7.xml.mzn_AND_NODATA,1,0.815426,0.574833,1.222597,0.817931,0.425167
normalized-hole-08_ext.xml.mzn_AND_NODATA,1,0.326531,0.333333,2.041667,0.489796,0.666667
normalized-frb40-19-2-mgd_ext.xml.mzn_AND_NODATA,1,0.023959,0.05,39.65125,0.02522,0.95
normalized-hole-09_ext.xml.mzn_AND_NODATA,1,0.302521,0.333333,2.203704,0.453782,0.666667
normalized-hole-10_ext.xml.mzn_AND_NODATA,1,0.28169,0.333333,2.366667,0.422535,0.666667
normalized-fischer-6-8-fair.xml.mzn_AND_NODATA,1,0.91128,0.839435,0.94964,1.053031,0.160565
normalized-homer-10.xml.mzn_AND_NODATA,1,1,1,2.901961,0.344595,0
normalized-fapp34-0750-8.xml.mzn_AND_NODATA,1,0.81272,0.581012,1.222245,0.818166,0.418988
normalized-homer-11.xml.mzn_AND_NODATA,1,1,1,2.901961,0.344595,0
normalized-frb40-19-3-mgd_ext.xml.mzn_AND_NODATA,1,0.023395,0.05,40.60625,0.024627,0.95
normalized-homer-12.xml.mzn_AND_NODATA,1,1,1,2.901961,0.344595,0
normalized-huck-10.xml.mzn_AND_NODATA,1,1,1,4.067568,0.245847,0
normalized-haystacks-29.xml.mzn_AND_NODATA,1,1,1,1.353099,0.739044,0
normalized-huck-9.xml.mzn_AND_NODATA,1,1,1,4.067568,0.245847,0
normalized-homer-8.xml.mzn_AND_NODATA,1,1,1,2.901961,0.344595,0
normalized-huck-8.xml.mzn_AND_NODATA,1,1,1,4.067568,0.245847,0
normalized-fischer-9-5-fair.xml.mzn_AND_NODATA,1,0.911179,0.839416,0.950198,1.052413,0.160584
normalized-fapp34-0750-7.xml.mzn_AND_NODATA,1,0.81272,0.581012,1.222245,0.818166,0.418988
normalized-fischer-8-6-fair.xml.mzn_AND_NODATA,1,0.911463,0.839861,0.950065,1.05256,0.160139
normalized-fapp32-0550-9.xml.mzn_AND_NODATA,1,0.815525,0.574943,1.222448,0.818031,0.425057
normalized-haystacks-30.xml.mzn_AND_NODATA,1,1,1,1.354824,0.738103,0
normalized-ii-16b2.xml.mzn_AND_NODATA,1,1,1,7.989312,0.125167,0
normalized-frb40-19-4-mgd_ext.xml.mzn_AND_NODATA,1,0.022496,0.05,42.23,0.02368,0.95
normalized-ii-32b2.xml.mzn_AND_NODATA,1,1,1,5.400383,0.185172,0
normalized-ii-16a1.xml.mzn_AND_NODATA,1,1,1,6.369091,0.157008,0
normalized-fischer-7-7-fair.xml.mzn_AND_NODATA,1,0.911479,0.83984,0.949878,1.052766,0.16016
normalized-fischer-10-6-fair.xml.mzn_AND_NODATA,1,0.912517,0.84173,0.950598,1.051969,0.15827
normalized-ii-16c1.xml.mzn_AND_NODATA,1,1,1,5.711076,0.175098,0
normalized-ii-16a2.xml.mzn_AND_NODATA,1,1,1,7.76623,0.128763,0
normalized-ii-16d2.xml.mzn_AND_NODATA,1,1,1,7.947967,0.125818,0
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,0.022208,0.05,42.7775,0.023377,0.95
normalized-ii-32c3.xml.mzn_AND_NODATA,1,1,1,6.363799,0.157139,0
normalized-ii-32d1.xml.mzn_AND_NODATA,1,1,1,4.570783,0.218781,0
normalized-fapp34-0750-9.xml.mzn_AND_NODATA,1,0.812774,0.581073,1.222164,0.818221,0.418927
normalized-fischer-11-5-fair.xml.mzn_AND_NODATA,1,0.912184,0.841187,0.950711,1.051844,0.158813
normalized-ii-16e2.xml.mzn_AND_NODATA,1,1,1,7.854323,0.127318,0
normalized-ii-32b3.xml.mzn_AND_NODATA,1,1,1,8.738506,0.114436,0
normalized-ii-32d2.xml.mzn_AND_NODATA,1,1,1,6.877475,0.145402,0
normalized-ii-32b4.xml.mzn_AND_NODATA,1,1,1,9.57874,0.104398,0
normalized-fischer-6-9-fair.xml.mzn_AND_NODATA,1,0.911649,0.840063,0.949708,1.052955,0.159937
normalized-ii-8a3.xml.mzn_AND_NODATA,1,1,1,3.416667,0.292683,0
normalized-ii-16b1.xml.mzn_AND_NODATA,1,1,1,7.671296,0.130356,0
normalized-ii-8a4.xml.mzn_AND_NODATA,1,1,1,3.957071,0.252712,0
normalized-ii-32a1.xml.mzn_AND_NODATA,1,1,1,10.534858,0.094923,0
normalized-ii-16c2.xml.mzn_AND_NODATA,1,1,1,7.966991,0.125518,0
normalized-frb40-19-3_ext.xml.mzn_AND_NODATA,1,0.02166,0.05,43.85875,0.0228,0.95
normalized-ii-8b2.xml.mzn_AND_NODATA,1,1,1,4.038194,0.247635,0
normalized-frb40-19-1_ext.xml.mzn_AND_NODATA,1,0.02151,0.05,44.16625,0.022642,0.95
normalized-frb40-19-2_ext.xml.mzn_AND_NODATA,1,0.021537,0.05,44.11,0.022671,0.95
normalized-ii-8d1.xml.mzn_AND_NODATA,1,1,1,3.516038,0.284411,0
normalized-ii-32e4.xml.mzn_AND_NODATA,1,1,1,9.680879,0.103296,0
normalized-ii-8e1.xml.mzn_AND_NODATA,1,1,1,3.515385,0.284464,0
normalized-ii-16d1.xml.mzn_AND_NODATA,1,1,1,6.963821,0.143599,0
normalized-ii-32e3.xml.mzn_AND_NODATA,1,1,1,8.106061,0.123364,0
normalized-ii-32e5.xml.mzn_AND_NODATA,1,1,1,11.645594,0.085869,0
normalized-ii-8b4.xml.mzn_AND_NODATA,1,1,1,4.317416,0.23162,0
normalized-ii-8b3.xml.mzn_AND_NODATA,1,1,1,4.224265,0.236728,0
normalized-ii-32c4.xml.mzn_AND_NODATA,1,1,1,14.243083,0.07021,0
normalized-haystacks-31.xml.mzn_AND_NODATA,1,1,1,1.354185,0.738451,0
normalized-ii-32d3.xml.mzn_AND_NODATA,1,1,1,12.319175,0.081174,0
normalized-inithx-i-1-10.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0
normalized-ii-16e1.xml.mzn_AND_NODATA,1,1,1,6.43012,0.155518,0
normalized-frb40-19-4_ext.xml.mzn_AND_NODATA,1,0.021321,0.05,44.55625,0.022444,0.95
normalized-ii-8e2.xml.mzn_AND_NODATA,1,1,1,4.006322,0.249606,0
normalized-inithx-i-1-15.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0
normalized-inithx-i-1-20.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0
normalized-frb40-19-5_ext.xml.mzn_AND_NODATA,1,0.021313,0.05,44.57375,0.022435,0.95
normalized-fapp32-0550-8.xml.mzn_AND_NODATA,1,0.815475,0.574888,1.222523,0.817981,0.425112
normalized-inithx-i-1-25.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0
normalized-inithx-i-1-35.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0
normalized-inithx-i-1-40.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0
normalized-ii-8d2.xml.mzn_AND_NODATA,1,1,1,3.993011,0.250438,0
normalized-inithx-i-1-45.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0
normalized-fischer-7-8-fair.xml.mzn_AND_NODATA,1,0.911946,0.840634,0.949962,1.052673,0.159366
normalized-inithx-i-1-50.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0
normalized-ii-8c2.xml.mzn_AND_NODATA,1,1,1,3.999474,0.250033,0
normalized-inithx-i-1-53.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0
normalized-fischer-8-7-fair.xml.mzn_AND_NODATA,1,0.912072,0.840899,0.950172,1.052441,0.159101
normalized-inithx-i-2-15.xml.mzn_AND_NODATA,1,1,1,21.672868,0.046141,0
normalized-jean-7.xml.mzn_AND_NODATA,1,1,1,3.175,0.314961,0
normalized-jean-8.xml.mzn_AND_NODATA,1,1,1,3.175,0.314961,0
normalized-jean-9.xml.mzn_AND_NODATA,1,1,1,3.175,0.314961,0
normalized-inithx-i-2-20.xml.mzn_AND_NODATA,1,1,1,21.672868,0.046141,0
normalized-fischer-6-10-fair.xml.mzn_AND_NODATA,1,0.911947,0.840569,0.949763,1.052895,0.159431
normalized-inithx-i-1-30.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0
normalized-jnh16_ext.xml.mzn_AND_NODATA,1,0.190658,0.333333,3.496667,0.285987,0.666667
normalized-fischer-9-6-fair.xml.mzn_AND_NODATA,1,0.912009,0.84083,0.95034,1.052255,0.15917
normalized-inithx-i-3-10.xml.mzn_AND_NODATA,1,1,1,22.494364,0.044456,0
normalized-inithx-i-3-15.xml.mzn_AND_NODATA,1,1,1,22.494364,0.044456,0
normalized-jnh-201.xml.mzn_AND_NODATA,1,1,1,4.5,0.222222,0
normalized-jnh-205.xml.mzn_AND_NODATA,1,1,1,4.5,0.222222,0
normalized-inithx-i-2-30.xml.mzn_AND_NODATA,1,1,1,21.672868,0.046141,0
normalized-inithx-i-3-20.xml.mzn_AND_NODATA,1,1,1,22.494364,0.044456,0
normalized-inithx-i-1-52.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0
normalized-jnh-220.xml.mzn_AND_NODATA,1,1,1,4.5,0.222222,0
normalized-inithx-i-3-30.xml.mzn_AND_NODATA,1,1,1,22.494364,0.044456,0
normalized-inithx-i-2-25.xml.mzn_AND_NODATA,1,1,1,21.672868,0.046141,0
normalized-jnh-209.xml.mzn_AND_NODATA,1,1,1,4.5,0.222222,0
normalized-jnh-301.xml.mzn_AND_NODATA,1,1,1,5,0.2,0
normalized-inithx-i-3-28.xml.mzn_AND_NODATA,1,1,1,22.494364,0.044456,0
normalized-jnh301_ext.xml.mzn_AND_NODATA,1,0.181818,0.333333,3.666667,0.272727,0.666667
normalized-inithx-i-1-51.xml.mzn_AND_NODATA,1,1,1,21.65162,0.046186,0
normalized-jnh-204.xml.mzn_AND_NODATA,1,1,1,4.5,0.222222,0
normalized-jnh-1.xml.mzn_AND_NODATA,1,1,1,4.75,0.210526,0
normalized-inithx-i-2-29.xml.mzn_AND_NODATA,1,1,1,21.672868,0.046141,0
normalized-js-taillard-15-100-0.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-100-2.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-100-3.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-haystacks-32.xml.mzn_AND_NODATA,1,1,1,1.356409,0.737241,0
normalized-js-taillard-15-100-5.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-inithx-i-3-25.xml.mzn_AND_NODATA,1,1,1,22.494364,0.044456,0
normalized-js-taillard-15-100-6.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-100-7.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-100-8.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-inithx-i-2-28.xml.mzn_AND_NODATA,1,1,1,21.672868,0.046141,0
normalized-js-taillard-15-105-0.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-105-1.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-105-2.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-fischer-7-9-fair.xml.mzn_AND_NODATA,1,0.912313,0.841259,0.950028,1.0526,0.158741
normalized-js-taillard-15-105-3.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-105-6.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-100-4.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-105-8.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-95-1.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-105-4.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-105-9.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-95-2.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-95-4.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-95-3.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-jnh-212.xml.mzn_AND_NODATA,1,1,1,4.5,0.222222,0
normalized-js-taillard-15-100-9.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-95-9.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-105-7.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-95-0.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-100-1.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-jnh-217.xml.mzn_AND_NODATA,1,1,1,4.5,0.222222,0
normalized-js-taillard-15-95-5.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-95-6.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-fischer-9-7-fair.xml.mzn_AND_NODATA,1,0.912613,0.84186,0.950443,1.052141,0.15814
normalized-js-taillard-15-105-5.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-js-taillard-15-95-8.xml.mzn_AND_NODATA,1,0.680851,0.066667,1.462222,0.683891,0.933333
normalized-haystacks-33.xml.mzn_AND_NODATA,1,1,1,1.353408,0.738876,0
normalized-fischer-6-11-fair.xml.mzn_AND_NODATA,1,0.912192,0.840987,0.949808,1.052844,0.159013
normalized-js-taillard-20-100-0.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95
normalized-js-taillard-20-100-1.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95
normalized-js-taillard-20-100-4.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95
normalized-js-taillard-20-100-2.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95
normalized-fischer-8-8-fair.xml.mzn_AND_NODATA,1,0.912535,0.841689,0.950253,1.052351,0.158311
normalized-fischer-11-6-fair.xml.mzn_AND_NODATA,1,0.912998,0.842577,0.950844,1.051697,0.157423
normalized-fischer-10-7-fair.xml.mzn_AND_NODATA,1,0.913116,0.842751,0.950698,1.051858,0.157249
normalized-js-taillard-20-100-7.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95
normalized-frb45-21-3-mgd_ext.xml.mzn_AND_NODATA,1,0.02064,0.045455,46.246465,0.021623,0.954545
normalized-js-taillard-20-105-0.xml.mzn_AND_NODATA,1,0.677419,0.05,1.4725,0.679117,0.95
normalized-frb45-21-4-mgd_ext.xml.mzn_AND_NODATA,1,0.020522,0.045455,46.514141,0.021499,0.954545
