@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC

@DATA
SAT_Competition2011/SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0.0434,0.0297,0.9049,0.0006,0.5,0,0.7129,29.9594,0.0054,0,0,0.3513,15.7616,0.7297,0.7746,17.5757,1.1406,4.6661,0,0.6634,0.9049,0.3284,0.0425,0.9867,3.8595,28.7762,4,?,43179,0.6136,32.6467,5.5339
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,0.0243,0.0202,0.9349,0,0.7143,0,0.7865,54.7143,0.0055,0,0,0.2593,27.0213,0.7975,0.8212,32.1237,1.4622,5.1041,0,0.7675,0.9349,0.2437,0.0237,0.9939,3.0756,54.7143,4,?,61409,0.7521,65.4456,5.8904
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s925928766.sat05-538.reshuffled-07.cnf,1,0.0986,0.0204,0.4396,0.015,0.1429,0.0009,0.5387,41.7304,0.017,0.0078,0.0001,0.4834,3.5199,0.575,0.6615,3.4474,0.2498,3.2716,0.0097,0.4544,0,1.0565,0.5946,0.4827,5.8626,41.7304,7,0.3181,8767,0.2924,41.7304,1.1135
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-050-049.sat05-1238.reshuffled-07.cnf,1,0.003,0.021,0.7386,0.0097,0,0.0066,0.9429,108.48,0.0012,0.007,0.0064,0.1025,24.7426,0.944,0.9494,24.5579,2.2886,0,0.0079,0.9414,0.9792,0.8218,1.0074,0.4939,3,105.8219,3,?,118875,0.9998,110.7474,0.0982
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.1873,0.1283,0.1602,0.9999,0,0.4958,0.6228,15.0051,0.0204,0.499,0.4719,2.039,0.7217,0.6662,0.826,0.0874,0.3857,3.0672,0.4997,0,0.0848,2.5306,0.8811,0.314,4.8616,11.3517,6,?,15960,0.2406,16.1376,0.3296
SAT_Competition2009/CRAFTED/sgi/satsgi-n19himBHm22-p0-q181.cnf,1,0,0.0539,0.9779,0.0716,1,0.0715,0.9258,0,0.0072,0.0715,0.0714,0.1059,10.3025,0.9258,0.9258,10.3264,2.0383,0,0.0715,0.9257,0.9779,0,0,1,2,0,2,0.3403,8170,1,0,0.0004
SAT_Competition2009/CRAFTED/parity-games/instance_n2_i2_pp.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-easier-fphp-014-012.sat05-1215.reshuffled-07.cnf,1,0.0013,0.0902,0.6837,0.0393,0,0.0378,0.8573,35.9395,0.0193,0.0382,0.0372,0.3256,6.4431,0.8587,0.8601,6.4809,1.0214,0,0.0389,0.8571,0.9044,0.9932,1.0485,0.4626,3,35.9395,3,0.2855,2030,0.9828,36.2404,0.0185
SAT_Competition2009/CRAFTED/sgi/new-difficult-24-193-22-70.cnf,1,0.0238,0.0175,0.9619,0.0001,0.8667,0,0.8432,58.3914,0.0086,0,0,0.1952,27.3657,0.8569,0.8832,27.1272,1.7423,3.948,0,0.81,0.9619,0.1401,0.0146,0.9974,2,58.3914,2,?,30728,0.8754,64.8722,2.5087
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0.0217,0.0177,0.9259,0,0.8182,0,0.7695,49.2732,0.0062,0,0,0.2824,24.3476,0.779,0.8042,28.6378,1.3838,4.5976,0,0.7465,0.9259,0.2699,0.0277,0.9923,3,49.2732,3,?,43649,0.8151,51.3353,5.6537
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,0.809,0,0.0107,0.4954,0,0.4945,0.0017,18.1029,0.1442,0.4947,0.4943,0.0091,1.9399,0.0264,0.1617,1.1552,0.0172,1.252,0.4948,0.0004,0,1.3554,0.807,0.2468,2,17.3901,2,?,25452,0.6194,18.2138,0.0006
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-135-2.sat05-2354.reshuffled-07.cnf,1,0,0,0.3153,0.3833,0,0.3831,0,19.5187,0.0222,0.3832,0.3831,0,0.9933,0,0,0.4548,0,0,0.3832,0,0,0.9678,0.867,0.3778,8.7207,18.9393,10,0,720,0.3,20.1991,0.0001
SAT_Competition2009/CRAFTED/edgematching/all/em_11_3_4_all.cnf,1,0.2647,0,0.9076,0.0589,0,0.0004,0.9404,38.663,0.001,0.0072,0.0002,0.6775,16.6048,0.9781,0.9879,13.0377,0.7477,2.9434,0.0359,0.0088,0.7857,0.7352,0.3185,0.8564,5.0667,35.5789,7,?,414651,0.3855,42.3511,1.7262
SAT_Competition2007/crafted/Hard/contest05/others/mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf,1,1.4938,0,0.2699,0.2363,0,0.1022,0.0004,16.1454,0.0289,0.1213,0.0892,0.8555,1.5794,0.0031,0.0358,1.047,0.1432,1.3825,0.1482,0,0,1.6738,0.8157,0.3761,6.0194,4.8478,7,0.1587,2216,0.2192,25.1853,0.2478
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,0.1838,0.0087,0.9546,0.0117,0.8824,0,0.6876,70.4737,0.0021,0,0,0.1933,43.6951,0.8496,0.934,57.5533,1.9116,5.4652,0,0.1356,0.9546,0.1846,0.0126,0.9973,3,67.9664,3,?,305320,0.8244,74.9182,9.358
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,1.4264,0,0.252,0.1642,0,0.1069,0.0008,4.6202,0.0304,0.1226,0.0955,0.8401,1.5746,0.0094,0.0407,1.0797,0.1322,1.3854,0.1348,0,0,1.639,0.7998,0.3648,6.0074,4.6202,7,0.1641,1972,0.2316,26.438,0.1698
SAT_Competition2007/crafted/Hard/contest03/others/hwb-n28-01-S136611085.sat05-491.reshuffled-07.cnf,1,2.4373,0.1313,0.3662,0.3135,0,0.0293,0.0001,16.9175,0.0808,0.0484,0.0239,1.1922,1.2941,0.0007,0.0265,0.9736,0.2693,1.7267,0.0973,0,0.0101,1.6338,0.7332,0.414,5.2443,16.9175,7,0.2662,896,0.4722,17.8042,1.0528
SAT_Competition2009/CRAFTED/modcircuits/mod3block_3vars_9gates_restr.cnf,1,1.4693,13.6993,0.4223,1,0,0.0026,0.0028,18.1298,0.0431,0.0037,0,1.4723,4.1109,0.0043,0.2038,2.5633,0.4161,3.5219,0.0234,0,0.0718,1.8538,0.7818,0.4134,3.7626,18.1298,4,?,209392,0.2938,18.1298,4.2877
SAT_Competition2011/SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,0.3044,3.6549,0.5443,0.9981,0,0.4894,0.425,0,0.0382,0.9381,0.0261,1.6365,2.6331,0.6636,1,1.0781,0.7449,2.9994,0.9848,0.0007,0.5255,1.8513,0.9202,0.4536,5.3339,0,6,0.7718,12666,0.2817,0,0.7789
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g2.cnf,1,0.0188,0.0177,0.94,0,0.7143,0,0.802,41.5943,0.0045,0,0,0.245,30.5362,0.8096,0.8291,36.2202,1.5461,5.0306,0,0.7791,0.94,0.2338,0.0208,0.9948,3,41.5857,3,?,84314,0.7653,42.6951,11.4323
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n320-01-S1432474240.sat05-483.reshuffled-07.cnf,1,0.1797,0.1768,0.5666,0.466,0,0.2746,0.4366,34.8133,0.0218,0.3227,0.2608,0.9915,0.9885,0.5289,0.6242,0.7072,0.5515,1.1602,0.3647,0.0077,0.678,1.2864,0.9719,0.4674,4.8962,34.8133,5,0.3829,486,0.7853,36.6519,0.1606
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-13x32.cnf,1,0.0562,0.0107,0.752,0,1,0,0.3197,25.3474,0.0048,0,0,0.6044,16.6987,0.336,0.3609,12.6483,0.5812,0,0,0.2802,0.008,0,0,1,2,24.1922,2,?,157664,0.639,26.2235,0
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,0.0146,0.0128,0.6848,0.0001,0,0,0.8761,55,0.0058,0,0,0.1468,35.4737,0.8856,0.9021,36.6741,1.9851,4.4776,0,0.8437,0.9738,0.8405,1.0026,0.4958,2,55,2,?,71378,0.7621,58.4769,3.9846
SAT_Competition2007/crafted/spence/medium/s81-100.cnf,1,1.3879,0,0.5,0.3222,1,0.3185,0.0006,13.0931,0.0523,0.3201,0.3121,0,0.9416,0.0021,0.0715,0.597,0,0.3738,0.3207,0.0001,0,0,0,1,5,13.0931,5,0.0912,172,0.8435,14.153,0.0589
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g10.cnf,1,0.0227,0.0205,0.935,0.0001,0.7778,0,0.7868,41.6364,0.0054,0,0,0.2614,26.5936,0.7978,0.8213,31.7326,1.4641,4.9885,0,0.7609,0.935,0.2429,0.0236,0.9939,3.0512,37.5452,4,?,61409,0.7541,42.6613,8.9957
SAT_Competition2009/CRAFTED/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,1.4056,0.1409,0.369,0.0835,0,0.0665,0,28.1283,0.0074,0.0697,0.0548,0.6191,0.4982,0.0013,0.094,0.2414,0.1437,1.3042,0.0698,0,0.0502,1.272,0.8233,0.4076,7.4875,28.1283,8,0.4182,19785,0.0567,60.3168,0.2286
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n260-03-S722413478.sat05-482.reshuffled-07.cnf,1,0.1543,0.2091,0.6515,0.4136,0,0.2849,0.4499,28.9945,0.0273,0.331,0.2679,0.9951,1.0896,0.5421,0.6497,0.7731,0.5768,1.2314,0.3519,0.3196,0.6848,1.2396,1.0225,0.4466,4.7014,28.9945,5,0.3898,399,0.7826,29.5538,0.1262
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-180-100.cnf,1,0.0001,0,0.8333,0.2296,1,0.2295,0.5831,31.8744,0.0139,0.2295,0.2295,0.4506,1.1251,0.5832,0.5832,0.6049,0.4472,0,0.2296,0.583,0.8333,0,0,1,4.2402,31.8744,5,0.3252,432,0.6784,32.3754,0.0001
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-250-3.sat05-2220.reshuffled-07.cnf,1,0,0,0.488,0.042,0.3333,0.042,0,28.7972,0.012,0.042,0.042,0,1.1856,0,0,0.4506,0,0,0.042,0,0,0.5623,0.5774,0.5,6.0723,28.7972,7,0.0531,1000,0.5782,30.085,0.0001
SAT_Competition2009/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.3001,0.0006,0.6253,0.4075,0,0.0737,0.4192,18.4808,0.003,0.1673,0.0442,1.0192,2.6339,0.6291,0.9548,3.4571,1.0846,2.9304,0.337,0.0101,0.1112,1.0709,0.4832,0.4311,5.0273,12.9121,7,?,155712,0.0533,21.5,0.9521
SAT_Competition2011/SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,0.232,0.2126,0.1419,1,0,0.4997,0.5112,18.064,0.7095,0.4999,0.4971,2.6115,1.0487,0.6105,0.7998,0.3452,0.4536,3.0496,0.5,0,0.1019,2.9316,0.9222,0.294,3.9475,17.9361,4,?,7095,0.4373,19.5208,0.4237
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,1,0,0,0.4889,0.042,0.3333,0.042,0,29.7531,0.0111,0.042,0.042,0,1.1662,0,0,0.4355,0,0,0.042,0,0,0.5623,0.5774,0.5,6.0409,29.7531,7,0.0315,1080,0.5908,30.1271,0.0001
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,0.02,0.0177,0.9258,0,0.8,0,0.7702,44.7418,0.0061,0,0,0.2866,24.552,0.7805,0.8024,28.7668,1.3926,4.5612,0,0.7434,0.9258,0.2692,0.0276,0.9924,3,42.3344,3,?,43649,0.8267,46.5436,3.9088
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0,0,0.8844,0.2417,1,0.2417,0.8147,66.1004,0.022,0.2417,0.2417,0.3581,2.4535,0.8147,0.8147,1.9027,1.2845,0,0.2417,0.8147,0.8844,0,0,1,3,66.1004,3,0.3068,865,0.8888,67.1763,0.0001
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-12.sat05-2587.reshuffled-07.cnf,1,0,0,0.3017,0.3813,0,0.3741,0,16.8906,0.069,0.3791,0.3677,0.251,1.4665,0,0,1.2292,0.0645,0.5004,0.3804,0,0,1.1751,0.9751,0.3621,5,16.7215,5,0.038,232,0.9973,17.0317,0.0592
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-025.sat05-1306.reshuffled-07.cnf,1,0.0001,0,0.5105,0,0,0,0.5744,32.6667,0.005,0,0,0.1158,9.3674,0.5744,0.5745,7.8704,0.2968,0,0,0.5744,0.0212,0.6391,0.5895,0.5048,3,32.6667,3,0.0755,14125,0.6984,39.1273,0.0016
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,0,0,0.8372,0.2851,1,0.2851,0.7569,33.9456,0.0432,0.2851,0.2851,0.4443,1.9213,0.7569,0.757,1.4904,1.0176,0,0.2851,0.7569,0.8372,0,0,1,2.8313,33.9456,3,0.3369,301,0.8836,35.2235,0
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.0002,0.0274,0.7551,0.0002,1,0.0002,0.4584,30.3044,0.0117,0.0002,0.0002,0.6509,7.639,0.4585,0.4586,6.114,0.5872,0,0.0002,0.4581,0.0205,0,0,1,2,30.3044,2,?,25200,0.8428,30.3044,0.0007
SAT_Competition2011/SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0.5241,0.0713,0.8164,0.3587,0,0.0276,0.061,17.2293,0.0081,0.0653,0.004,1.2695,5.824,0.3469,0.8569,3.2353,0.3452,3.6494,0.183,0,0.1575,1.5703,0.6201,0.5329,6.0132,17.2293,7,?,257551,0.0873,20.1098,1.4915
SAT_Competition2009/CRAFTED/parity-games/instance_n4_i4_pp_ci_ce.cnf,1,0.7063,0.1548,0.7186,0.361,0,0.0553,0.0543,0,0.0292,0.1194,0.0116,1.2905,1.287,0.1429,0.7391,0.7553,0.2963,3.0599,0.2541,0,0.235,1.5959,0.7461,0.4608,5.9509,0,7,0.5155,9175,0.2158,0,1.1759
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-12-07-08.sat05-1251.reshuffled-07.cnf,1,0.0402,0.0045,0.4361,0.2587,0,0.1408,0.7226,24.2338,0.0374,0.2094,0.0221,0.8253,7.7759,0.7424,0.7805,6.3677,0.8248,1.4122,0.2242,0.647,0.063,1.393,0.6522,0.4557,3.0667,24.0369,4,?,4514,0.619,25.3222,0.7072
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf,1,0.4412,0.0903,0.0744,0.4979,0,0.4335,0.2114,10.3527,0.2644,0.4741,0.372,1.8677,5.2404,0.3487,0.7594,4.8655,0.2214,4.4017,0.4919,0.015,0.0009,2.5647,0.7124,0.3176,4.0568,8.6238,5,?,9322,0.501,11.966,0.2234
SAT_Competition2009/CRAFTED/Hard/contest03/others/color-18-4.sat05-443.reshuffled-07.cnf,1,0.4629,0.0137,0.1621,0,0,0,0.0134,27.1791,0.0061,0,0,1.2688,6.3899,0.0167,0.0293,5.1141,0.2981,0,0,0.0098,0.0103,1.8093,0.8831,0.3211,3,26.0471,3,?,95904,0.6535,27.877,5.9738
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,3.149,0.052,0.2615,0.3575,0,0.3325,0.0001,52.2293,0.0013,0.3325,0.3316,0.1647,0.254,0.0001,0.0069,0.1502,0.0581,0.5973,0.3325,0,0.0069,0.8338,0.9866,0.2575,750.4815,52.2293,760,?,123981,0.0525,52.2293,0.2288
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,0,0,0.5,0.464,1,0.2357,0,58.1667,0.0004,0.3109,0.1814,0,0.8741,0,0,3.7153,0,4.1179,0.3833,0,0,0,0,1,4.4815,45.1667,5,?,708206,0.3228,66,0.3436
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf,1,1.7165,0,0.4759,0.3257,0.3333,0.3233,0.0014,20.7867,0.0271,0.3247,0.3207,0,0.6983,0.0031,0.0175,0.4189,0,0.2327,0.3253,0.0001,0,0.5556,0.5773,0.496,6.05,19.7898,7,0.0676,332,0.7924,21.2003,0.0438
SAT_Competition2007/crafted/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,1,0.2088,0.1316,0.1554,0.5,0,0.4948,0.6667,30.0728,0.0451,0.5,0,0.7151,5.4436,0.8,0.9951,2.3044,0.3599,3.6431,0.5,0,0.1393,1.5704,0.8393,0.3316,3.9279,30.0728,4,?,56210,0.5861,39.0084,0.9579
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g2.cnf,1,0.0159,0.0125,0.9418,0,0.8571,0,0.8103,53.4,0.0035,0,0,0.236,34.4635,0.8205,0.8381,40.5452,1.6332,4.9776,0,0.7853,0.9418,0.2258,0.0187,0.9954,3,53.254,3,?,111739,0.832,56.4047,4.5343
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes1.cnf,1,0.0209,0.0177,0.9266,0,0.8333,0,0.7714,45.0423,0.006,0,0,0.2832,24.5888,0.781,0.8028,28.2945,1.3883,4.5061,0,0.7499,0.9266,0.2682,0.0275,0.9924,3,45.0423,3,?,43649,0.8255,47.8501,5.2289
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0.0001,0,0.8571,0.0373,1,0.0372,0.7233,52.6828,0.0211,0.0372,0.0372,0.4101,3.012,0.7233,0.7234,2.2908,1.0778,0,0.0373,0.7232,0.8571,0,0,1,2,52.6828,2,0.3286,1183,0.8088,56.4201,0.0014
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_8gates_u2_autoenc.cnf,1,1.0989,0.6125,0.3407,0.0768,0,0.0012,0.0059,12.8253,0.0753,0.0025,0,1.3929,10.2386,0.0081,0.8108,7.5524,0.3616,4.4535,0.0069,0,0.0194,2.0314,0.594,0.4001,3.2543,12.4313,4,?,75352,0.2839,13.6052,3.0191
SAT_Competition2007/crafted/Hard/contest04/others/CompositeRSA576.sat05-509.reshuffled-07.cnf,1,1.7068,0.0124,0.2793,0.5,0,0.5,0,0,0.0035,0.5,0.3798,0.6615,14.6451,0,0.1429,2.5699,0.2273,0.9184,0.5,0,0.098,1.3113,0.7211,0.3999,4,0,4,?,1654558,0.013,0,0.3057
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1,0.1013,0,0.0831,0,1,0,0.6449,40.9307,0.0295,0,0,0.3096,22.6858,0.657,0.7242,24.8461,1.105,5.0456,0,0.6329,0.0031,0,0,1,2.1139,40.9307,3,?,22241,0.7049,40.9307,2.3313
SAT_Competition2009/CRAFTED/sgi/new-difficult-22-173-20-80.cnf,1,0.0245,0.0202,0.97,0.0006,0.8462,0,0.8609,45.7447,0.0093,0.0001,0,0.1658,24.27,0.8756,0.8982,21.6097,1.654,3.7855,0.0001,0.8365,0.97,0.1068,0.0137,0.998,2,45.7447,2,?,22276,0.9034,48.92,1.7047
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-fclqcolor-20-13-14.sat05-1278.reshuffled-07.cnf,1,0.0432,0.0127,0.4556,0.0533,0,0.0103,0.8377,46.5956,0.0126,0.0359,0.0015,0.7299,22.4381,0.8384,0.9183,20.227,1.1708,1.407,0.0437,0.8372,0.1258,1.1956,0.6891,0.4769,3.0688,45.3747,4,?,43124,0.8311,48.4109,1.0675
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,2.4393,0.0239,0.3839,0.2511,0,0.1307,0,56.8207,0.0308,0.1377,0.0608,0.7664,0.4148,0,0,0.1483,0.1696,1.6055,0.139,0,0.0753,1.3357,0.8418,0.4083,10.9581,56.8207,14,?,18591,0.2164,56.8207,0.4831
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i6_pp_ci_ce.cnf,1,0.6392,0.1261,0.7549,0.3599,0,0.0445,0.0592,27.6679,0.0194,0.077,0.0092,1.2981,1.4359,0.142,0.7844,0.7365,0.3064,3.4532,0.2601,0,0.21,1.631,0.6934,0.4934,6.1576,27.6679,7,0.6511,31980,0.1462,43.5,1.291
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-15-15-unsat.cnf,1,0.0002,0,0.875,0.0304,1,0.0302,0.7474,72.2519,0.0161,0.0303,0.0302,0.3768,3.418,0.7475,0.7477,2.5433,1.186,0,0.0303,0.7473,0.875,0,0,1,3,72.2519,3,0.3158,1800,0.8255,74.7654,0.0018
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,0.1045,0.0052,0.9808,0.0062,0.9286,0,0.7563,92.5366,0.0021,0,0,0.1259,91.6405,0.8857,0.9527,91.9207,2.3907,5.9715,0,0.4731,0.9808,0.0859,0.0056,0.9993,2,89,2,?,405748,0.8526,103.3333,6.1062
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf,1,0.1629,0,0.1265,0.0005,1,0,0.5519,34.7772,0.0321,0,0,0.3797,11.3059,0.56,0.6558,11.0408,0.8326,4.4077,0.0001,0.5364,0,0,0,1,2.9946,34.7772,3,?,9795,0.6811,35.3844,2.0373
SAT_Competition2007/crafted/Hard/contest05/others/linvrinv6.sat05-565.reshuffled-07.cnf,1,0.8176,0.156,0.4263,0.314,0,0.0491,0.0285,34.1719,0.028,0.0744,0.0394,0.9751,0.8721,0.0581,0.3163,0.4813,0.6201,1.8231,0.1813,0.0001,0.0344,1.4875,0.7253,0.4444,5.1351,33.9753,6,0.3991,2557,0.4367,34.6799,0.9409
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,2.1952,0.1087,0.2739,0.3576,0,0.3375,0.0002,7.1844,0.0056,0.3382,0.3358,0.2972,0.1941,0.0014,0.0333,0.0488,0.085,0.9802,0.3383,0,0.0153,0.9387,0.9728,0.2665,134.0995,6.1822,180,0.0955,14991,0.1073,8.1401,0.3142
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-ezfact64_10.sat05-449.reshuffled-07.cnf,1,1.3532,0.1141,0.3644,0.096,0,0.0665,0,30.1703,0.0071,0.0697,0.0548,0.6185,0.4469,0.0068,0.1257,0.234,0.141,1.2677,0.0698,0,0.0455,1.2812,0.8418,0.3995,6.888,30.1703,8,0.4223,19785,0.0515,44.6849,0.2277
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0.0001,0.1667,0.7813,0.3611,1,0.3611,0.5757,0,0.0573,0.3611,0.3611,0.8688,2.6404,0.5758,0.5758,2.6389,0.6364,0,0.3611,0.5757,0.125,0,0,1,2,0,2,0.6989,896,1,0,0
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_14_7_3_fbc.cnf,1,0.1253,0,0.6378,0.2983,0,0.0381,0.7626,80,0.0019,0.0591,0.0046,1.0987,4.2168,0.9353,0.9847,0.5403,1.4019,2.7239,0.171,0.0356,0.3425,1.1833,0.5468,0.5681,5.0882,37.75,7,?,347216,0.1225,104.1905,1.4146
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,0.062,0.0032,0.9834,0.5,0.9429,0.0046,0.9625,107,0.0012,0.0229,0.0005,0.1076,212.852,0.9835,0.9996,165.437,2.7515,6.6172,0.0495,0.1897,0.9834,0.0787,0.004,0.9995,2,72.6,2,?,1163952,0.8791,112,1.7504
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm29-p0-q290.cnf,1,0,0.0399,0.9835,0.0585,1,0.0583,0.9411,0,0.0041,0.0584,0.0583,0.0842,13.531,0.9411,0.9411,13.5639,2.3802,0,0.0584,0.941,0.9835,0,0,1,2,0,2,?,18875,1,0,0.0006
