@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC

@DATA
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,0.303792,136.6,0.581507,0.632308
Core1108_tbm_09.tex.module.000008,1,0.475916,111.2,0.658915,0.602804
Core1108_tbm_09.tex.module.000009,1,0.475916,111.2,0.658915,0.602804
Core1108_tbm_09.tex.module.000010,1,0.475916,111.2,0.658915,0.602804
Core1108_tbm_09.tex.module.000028,1,0.464789,94.7,0.666456,0.600076
Core1108_tbm_09.tex.module.000033,1,0.460847,90.2,0.669132,0.599114
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,0.244533,292.9,0.466615,0.681842
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,0.243545,291.9,0.465259,0.682473
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,0.244533,292.9,0.466615,0.681842
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,0.243069,291.9,0.465777,0.682232
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,0.245766,294.4,0.468468,0.680982
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,0.244533,292.9,0.466615,0.681842
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,0.244533,292.9,0.466615,0.681842
Core1108_tbm_21.tex.module.000008,1,0.46034,66.7,0.667509,0.599697
Core1108_tbm_21.tex.module.000009,1,0.46034,66.7,0.667509,0.599697
Core1108_tbm_21.tex.module.000010,1,0.46034,66.7,0.667509,0.599697
Core1108_tbm_21.tex.module.000014,1,0.454545,62.2,0.67125,0.598355
Core1108_tbm_21.tex.module.000017,1,0.454545,62.2,0.67125,0.598355
Core1108_tbm_21.tex.module.000023,1,0.447635,57.7,0.675712,0.596761
Core1108_tbm_21.tex.module.000026,1,0.456081,57.7,0.684175,0.593762
Core1108_tbm_21.tex.module.000027,1,0.456081,57.7,0.684175,0.593762
Core1108_tbm_21.tex.module.000030,1,0.45657,58.7,0.689632,0.591845
Core1108_tbm_21.tex.module.000091,1,0.444271,38,0.696744,0.589364
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,0.323557,126.5,0.54239,0.648345
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,0.320724,124.5,0.536661,0.650762
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,0.321144,125,0.537859,0.650255
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,0.323145,126,0.541201,0.648845
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,0.321144,125,0.537859,0.650255
Core1108_tbm_21.tex.moduleQ3.2S.000019,1,0.321144,125,0.537859,0.650255
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,0.321144,125,0.537859,0.650255
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,0.320724,124.5,0.536661,0.650762
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,0.274889,150.875,0.548807,0.645658
counter_16,1,0.479891,97.058824,0.993153,0.501718
counter_32-shuffled,1,0.489613,193.030303,0.996344,0.500916
counter_8-shuffled,1,0.462192,49.111111,0.987986,0.503022
counter_e_16,1,0.477088,100,0.989064,0.502749
counter_e_8-shuffled,1,0.458234,52,0.981481,0.504673
counter_r_16,1,0.478768,100,0.997793,0.500552
counter_r_8-shuffled,1,0.461169,52,0.996237,0.500943
counter_re_16,1,0.476089,102.941176,0.998164,0.500459
cube_c11_par---13_-shuffled,1,5.170706,660,1.022184,0.494515
cube_c3_ser--opt-6_-shuffled,1,0.657895,85.5,0.805296,0.553926
cube_c5_ser---14_-shuffled,1,1.284069,322.5,0.806209,0.553646
cube_c7_ser---23_-shuffled,1,2.372263,735,0.96023,0.510144
cube_c9_par--opt-11_-shuffled,1,4.356648,459,0.996919,0.500771
eijk.S1238.S-d3-shuffled,1,0.128809,421,0.750305,0.571329
eijk.S1423.S-d4-shuffled,1,0.031779,1803,0.750071,0.571406
eijk.S208o.S-d4-shuffled,1,0.045283,46,0.752841,0.570502
eijk.S208o.S-f4-shuffled,1,0.056312,755,0.750173,0.571372
eijk.S298.S-f2-shuffled,1,0.100078,452,0.750291,0.571334
eijk.S298.S-f4,1,0.050924,1053,0.750122,0.571389
eijk.S344.S-f3,1,0.050234,1000,0.75013,0.571386
eijk.S349.S-f3,1,0.049088,988.5,0.750132,0.571386
eijk.S382.S-f4-shuffled,1,0.050382,1253.5,0.750102,0.571395
eijk.S386.S-f2,1,0.075082,849.5,0.750153,0.571378
eijk.S420.S-f2,1,0.080359,869,0.750153,0.571379
eijk.S526.S-f4-shuffled,1,0.052486,1856.5,0.750069,0.571406
eijk.S641.S-f2,1,0.065046,1058,0.750126,0.571388
eijk.S713.S-f2,1,0.064688,1063.5,0.750125,0.571388
emptyroom_e3_ser---19_-shuffled,1,0.510045,464,0.740102,0.574679
emptyroom_e3_ser--opt-20_-shuffled,1,0.488705,488,0.738951,0.575059
emptyroom_e4_par---21_-shuffled,1,1.664956,1024,0.790477,0.558511
emptyroom_e4_ser--opt-44_-shuffled,1,1.010173,2128,0.768563,0.565431
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,0.177412,1202.333333,0.940351,0.515371
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,0.180598,1231.571429,0.966192,0.508597
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,0.182945,1253.5,0.985315,0.503698
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,0.15196,330.888889,1.424066,0.41253
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,0.184745,1270.555556,1.00004,0.49999
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,0.125041,294.666667,1.221294,0.450188
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,0.153105,997.666667,0.74773,0.572171
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,0.165719,1100,0.846698,0.541507
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.141785,316.4,1.347118,0.426054
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.172839,1161.4,0.9035,0.525348
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.116337,777.166667,1.262563,0.441977
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.118744,786,1.280974,0.438409
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.120526,792.625,1.294624,0.435801
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.098384,715.333333,1.126514,0.470253
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.137859,5381.666667,0.67339,0.597589
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.149869,5997,0.766475,0.566099
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.129161,1466.166667,1.240451,0.446339
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.131837,1483,1.258428,0.442786
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.136551,1513.3,1.290198,0.436643
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.109214,1348.333333,1.107636,0.474465
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.119464,1407.25,1.175617,0.45964
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.125346,1442.6,1.214881,0.451492
f600-00-shuffled,1,0.319137,2174,0.678006,0.595945
ii32c1-00,1,0.597585,976.5,0.615255,0.619097
ii32c1-50-shuffled,1,0.622456,869.5,0.610689,0.620852
ii32e1-00-shuffled,1,0.612998,925,0.609589,0.621277
ii32e1-50-shuffled,1,0.640475,813,0.604516,0.623241
ii8a1-00-shuffled,1,0.289663,191,0.717241,0.582329
ii8a1-90-shuffled,1,0.369632,131,0.708696,0.585242
ii8a3-90,1,0.416742,928,0.697654,0.589048
ii8c1-90-shuffled,1,0.375287,1836.5,0.711911,0.584143
ii8d1-00-shuffled,1,0.321525,2392.5,0.720064,0.581374
impl18-shuffled,1,0.493151,2.947368,1.004608,0.498851
irst.dme4.B-d4-shuffled,1,0.05145,448.5,0.750306,0.571329
irst.dme5.B-d4-shuffled,1,0.056069,630.5,0.750217,0.571358
jnh1-50-shuffled,1,0.412167,530,0.600622,0.624757
jnh207-90-shuffled,1,0.398866,458,0.602353,0.624082
jnh218-00-shuffled,1,0.3756,548.5,0.609607,0.62127
jnh218-90-shuffled,1,0.39704,458.5,0.603162,0.623767
k3_1_2-shuffled,1,0.201117,133,1.077754,0.481289
k4_2_2-shuffled,1,0.174525,519,1.10078,0.476014
k5_2_2,1,0.19582,992,1.122443,0.471155
k5_3_2-shuffled,1,0.159216,1442,1.115346,0.472736
k_branch_n-20-shuffled,1,0.127703,595.391304,0.784609,0.560347
k_branch_n-4-shuffled,1,0.125536,111.714286,0.979777,0.505107
k_branch_n-5-shuffled,1,0.124419,140.5,0.95267,0.512119
k_branch_n-6,1,0.122434,169.777778,0.928832,0.518449
k_branch_n-7,1,0.120021,199.4,0.90759,0.524222
k_branch_n-8-shuffled,1,0.142532,229.272727,0.911438,0.523166
k_branch_p-11-shuffled,1,0.133038,319.857143,0.862414,0.536937
k_branch_p-14-shuffled,1,0.124077,411.294118,0.824034,0.548236
k_branch_p-16-shuffled,1,0.138989,472.526316,0.821285,0.549063
k_branch_p-17-shuffled,1,0.136009,503.2,0.811252,0.552104
k_branch_p-4-shuffled,1,0.125487,111.714286,0.979487,0.505181
k_branch_p-6-shuffled,1,0.122412,169.777778,0.928716,0.51848
k_branch_p-8-shuffled,1,0.142518,229.272727,0.911379,0.523183
k_d4_n-11-shuffled,1,0.185896,59.5625,0.975248,0.506266
k_d4_n-14-shuffled,1,0.186362,63.263158,0.973444,0.506728
k_d4_n-15-shuffled,1,0.186476,64.25,0.973003,0.506842
k_d4_n-16-shuffled,1,0.186576,65.142857,0.972617,0.506941
k_d4_n-17-shuffled,1,0.186664,65.954545,0.972276,0.507028
k_d4_n-18-shuffled,1,0.186743,66.695652,0.971974,0.507106
k_d4_n-19-shuffled,1,0.186813,67.375,0.971703,0.507176
k_d4_n-20-shuffled,1,0.186877,68,0.971459,0.507239
k_d4_n-21-shuffled,1,0.186934,68.576923,0.971238,0.507295
k_d4_n-7-shuffled,1,0.184663,51.75,0.980054,0.505037
k_d4_p-10-shuffled,1,0.14561,40,1.002134,0.499467
k_d4_p-11-shuffled,1,0.145783,41.0625,1.001165,0.499709
k_d4_p-21-shuffled,1,0.146612,47.192308,0.996527,0.50087
k_d4_p-6-shuffled,1,0.144366,33.818182,1.009187,0.497714
k_d4_p-7-shuffled,1,0.144807,35.75,1.006679,0.498336
k_dum_n-10-shuffled,1,0.1,31.5,1.049444,0.487937
k_dum_n-21-shuffled,1,0.101247,35.777778,1.0426,0.489572
k_dum_p-11-shuffled,1,0.100324,34.615385,1.036364,0.491071
k_dum_p-13-shuffled,1,0.099242,35.333333,1.037335,0.490837
k_dum_p-16-shuffled,1,0.098765,36.222222,1.037436,0.490813
k_dum_p-21-shuffled,1,0.096928,36.956522,1.039421,0.490335
ken.flash^10.C-f4-shuffled,1,0.020092,18815,0.750007,0.571426
ken.flash^14.C-d4-shuffled,1,0.043611,5135.5,0.750025,0.57142
ken.oop^1.C-d2,1,0.08085,1076,0.750124,0.571388
k_grz_n-10-shuffled,1,0.136994,55.444444,0.950458,0.5127
k_grz_n-13-shuffled,1,0.128314,61.777778,0.928073,0.518653
k_grz_n-14-shuffled,1,0.126432,69.777778,0.915771,0.521983
k_grz_n-21-shuffled,1,0.124722,91.555556,0.88226,0.531276
k_grz_p-10-shuffled,1,0.16601,53.666667,0.976516,0.505941
k_grz_p-17-shuffled,1,0.162028,71.666667,0.953416,0.511924
k_grz_p-21-shuffled,1,0.154551,85.777778,0.934061,0.517047
k_lin_n-10-shuffled,1,0.146382,406.4,0.729284,0.578274
k_lin_n-13-shuffled,1,0.121257,543.2,0.682875,0.594221
k_lin_n-14-shuffled,1,0.114688,588.8,0.671314,0.598332
k_lin_n-21-shuffled,1,0.09304,908,0.627087,0.614595
k_lin_n-9-shuffled,1,0.139446,360.8,0.734327,0.576592
k_lin_p-12-shuffled,1,0.167377,156.25,0.841149,0.543139
k_lin_p-16-shuffled,1,0.155229,205.25,0.797968,0.556184
k_lin_p-21-shuffled,1,0.15182,266.5,0.766822,0.565988
k_lin_p-8-shuffled,1,0.169102,107.25,0.889218,0.529319
k_path_n-10-shuffled,1,0.186916,53.692308,1.094301,0.477486
k_path_n-20-shuffled,1,0.186874,59.304348,1.094533,0.477433
k_path_n-21-shuffled,1,0.186763,59.208333,1.094427,0.477458
k_path_p-10-shuffled,1,0.189189,53,1.094595,0.477419
k_path_p-16-shuffled,1,0.18779,57.333333,1.094527,0.477435
k_path_p-21-shuffled,1,0.186687,59.347826,1.094434,0.477456
k_path_p-9-shuffled,1,0.188249,52.090909,1.094453,0.477452
k_ph_n-10-shuffled,1,0.190484,471.333333,0.796163,0.556742
k_ph_n-13-shuffled,1,0.155164,965.333333,0.708045,0.585465
k_ph_n-14-shuffled,1,0.140192,1188,0.682362,0.594402
k_ph_n-15-shuffled,1,0.126856,1442,0.660859,0.602098
k_ph_n-8-shuffled,1,0.206932,261.333333,0.87308,0.53388
k_ph_n-9-shuffled,1,0.188937,359.333333,0.817428,0.550228
k_ph_p-11-shuffled,1,0.166919,693,0.745103,0.573032
k_ph_p-12-shuffled,1,0.166279,871.666667,0.727656,0.578819
k_ph_p-8-shuffled,1,0.200887,305,0.859673,0.537729
k_ph_p-9-shuffled,1,0.182985,411.666667,0.808348,0.552991
k_poly_n-12-shuffled,1,0.130041,23.179487,1.043077,0.489458
k_poly_n-13-shuffled,1,0.130151,23.348837,1.042936,0.489492
k_poly_n-20-shuffled,1,0.130482,23.873016,1.042514,0.489593
k_poly_n-21-shuffled,1,0.130524,23.940299,1.042461,0.489605
k_poly_p-19-shuffled,1,0.130447,23.816667,1.042558,0.489582
k_poly_p-21-shuffled,1,0.130514,23.924242,1.042474,0.489602
k_t4p_n-12-shuffled,1,0.161708,55.433333,0.978527,0.505427
k_t4p_n-17-shuffled,1,0.16142,58.325,0.976718,0.505889
k_t4p_n-21-shuffled,1,0.161287,59.770833,0.975887,0.506102
k_t4p_n-4-shuffled,1,0.163588,42.214286,0.990449,0.502399
k_t4p_p-12-shuffled,1,0.163158,49,0.982515,0.50441
k_t4p_p-20-shuffled,1,0.162252,54.333333,0.978713,0.505379
k_t4p_p-21-shuffled,1,0.162184,54.785714,0.978428,0.505452
k_t4p_p-4-shuffled,1,0.166667,35.909091,0.997464,0.500635
k_t4p_p-8-shuffled,1,0.164179,44.2,0.986828,0.503315
lognBWLARGEB1-shuffled,1,0.002909,935,0.034371,0.966771
lut4_2_f2-shuffled,1,1.11435,31.5,1.116981,0.472371
lut4_AND_f1-shuffled,1,1.611852,33.5,0.939884,0.515495
lut4_XOR_fOR-shuffled,1,0.625,19,1.078329,0.481156
mutex-128-s,1,0.237546,11058,0.801584,0.555067
mutex-16-s,1,0.23946,1314,0.804124,0.554286
mutex-2-s,1,0.267717,96,0.842105,0.542857
mutex-32-s,1,0.238342,2706,0.802639,0.554742
mutex-4-s,1,0.247934,270,0.815416,0.550838
mutex-64-s,1,0.237807,5490,0.80193,0.55496
mutex-8-s,1,0.241916,618,0.807388,0.553285
ncf_16_32_8_d.10,1,0.339946,366,0.604159,0.62338
ncf_16_32_8_d.1,1,0.350279,366,0.605164,0.622989
ncf_16_32_8_d.2,1,0.341307,366,0.603974,0.623451
ncf_16_32_8_d.3,1,0.324141,366,0.601993,0.624223
ncf_16_32_8_d.4,1,0.332373,366,0.602791,0.623912
ncf_16_32_8_d.5,1,0.360033,366,0.606756,0.622372
ncf_16_32_8_d.6,1,0.348305,366,0.605934,0.62269
ncf_16_32_8_d.7,1,0.330982,366,0.603926,0.62347
ncf_16_32_8_d.8,1,0.325431,366,0.603707,0.623555
ncf_16_32_8_d.9,1,0.350895,366,0.60459,0.623212
ncf_16_32_8_edau.10,1,0.339946,366,0.604159,0.62338
ncf_16_32_8_edau.1,1,0.350279,366,0.605164,0.622989
ncf_16_32_8_edau.2,1,0.341307,366,0.603974,0.623451
ncf_16_32_8_edau.3,1,0.324141,366,0.601993,0.624223
ncf_16_32_8_edau.4,1,0.332373,366,0.602791,0.623912
ncf_16_32_8_edau.5,1,0.360033,366,0.606756,0.622372
ncf_16_32_8_edau.6,1,0.348305,366,0.605934,0.62269
ncf_16_32_8_edau.7,1,0.330982,366,0.603926,0.62347
ncf_16_32_8_edau.8,1,0.325431,366,0.603707,0.623555
ncf_16_32_8_edau.9,1,0.350895,366,0.60459,0.623212
ncf_16_32_8_euad.10,1,0.339946,366,0.604159,0.62338
ncf_16_32_8_euad.1,1,0.350279,366,0.605164,0.622989
ncf_16_32_8_euad.2,1,0.341307,366,0.603974,0.623451
ncf_16_32_8_euad.3,1,0.324141,366,0.601993,0.624223
ncf_16_32_8_euad.4,1,0.332373,366,0.602791,0.623912
ncf_16_32_8_euad.5,1,0.360033,366,0.606756,0.622372
ncf_16_32_8_euad.6,1,0.348305,366,0.605934,0.62269
ncf_16_32_8_euad.7,1,0.330982,366,0.603926,0.62347
ncf_16_32_8_euad.8,1,0.325431,366,0.603707,0.623555
ncf_16_32_8_euad.9,1,0.350895,366,0.60459,0.623212
ncf_16_32_8_u.10,1,0.339946,366,0.604159,0.62338
ncf_16_32_8_u.1,1,0.350279,366,0.605164,0.622989
ncf_16_32_8_u.2,1,0.341307,366,0.603974,0.623451
ncf_16_32_8_u.3,1,0.324141,366,0.601993,0.624223
ncf_16_32_8_u.4,1,0.332373,366,0.602791,0.623912
ncf_16_32_8_u.5,1,0.360033,366,0.606756,0.622372
ncf_16_32_8_u.6,1,0.348305,366,0.605934,0.62269
ncf_16_32_8_u.7,1,0.330982,366,0.603926,0.62347
ncf_16_32_8_u.8,1,0.325431,366,0.603707,0.623555
ncf_16_32_8_u.9,1,0.350895,366,0.60459,0.623212
ncf_8_16_4_d.10,1,0.315481,174.666667,0.624408,0.615609
ncf_8_16_4_d.1,1,0.318901,174.666667,0.623954,0.615781
ncf_8_16_4_d.2,1,0.302403,174.666667,0.620135,0.617233
ncf_8_16_4_d.3,1,0.328893,174.666667,0.625654,0.615137
ncf_8_16_4_d.4,1,0.328893,174.666667,0.625654,0.615137
ncf_8_16_4_d.5,1,0.300418,174.666667,0.621849,0.61658
ncf_8_16_4_d.6,1,0.315481,174.666667,0.624408,0.615609
ncf_8_16_4_d.7,1,0.348876,174.666667,0.629066,0.613849
ncf_8_16_4_d.8,1,0.315481,174.666667,0.624408,0.615609
ncf_8_16_4_d.9,1,0.327258,174.666667,0.62435,0.615631
ncf_8_16_4_edau.10,1,0.315481,174.666667,0.624408,0.615609
ncf_8_16_4_edau.1,1,0.318901,174.666667,0.623954,0.615781
ncf_8_16_4_edau.2,1,0.302403,174.666667,0.620135,0.617233
ncf_8_16_4_edau.3,1,0.328893,174.666667,0.625654,0.615137
ncf_8_16_4_edau.4,1,0.328893,174.666667,0.625654,0.615137
ncf_8_16_4_edau.5,1,0.300418,174.666667,0.621849,0.61658
ncf_8_16_4_edau.6,1,0.315481,174.666667,0.624408,0.615609
ncf_8_16_4_edau.7,1,0.348876,174.666667,0.629066,0.613849
ncf_8_16_4_edau.8,1,0.315481,174.666667,0.624408,0.615609
ncf_8_16_4_edau.9,1,0.327258,174.666667,0.62435,0.615631
ncf_8_16_4_euad.10,1,0.315481,174.666667,0.624408,0.615609
ncf_8_16_4_euad.1,1,0.318901,174.666667,0.623954,0.615781
ncf_8_16_4_euad.2,1,0.302403,174.666667,0.620135,0.617233
ncf_8_16_4_euad.3,1,0.328893,174.666667,0.625654,0.615137
ncf_8_16_4_euad.4,1,0.328893,174.666667,0.625654,0.615137
ncf_8_16_4_euad.5,1,0.300418,174.666667,0.621849,0.61658
ncf_8_16_4_euad.6,1,0.315481,174.666667,0.624408,0.615609
ncf_8_16_4_euad.7,1,0.348876,174.666667,0.629066,0.613849
ncf_8_16_4_euad.8,1,0.315481,174.666667,0.624408,0.615609
ncf_8_16_4_euad.9,1,0.327258,174.666667,0.62435,0.615631
ncf_8_16_4_u.10,1,0.315481,174.666667,0.624408,0.615609
ncf_8_16_4_u.1,1,0.318901,174.666667,0.623954,0.615781
ncf_8_16_4_u.2,1,0.302403,174.666667,0.620135,0.617233
ncf_8_16_4_u.3,1,0.328893,174.666667,0.625654,0.615137
ncf_8_16_4_u.4,1,0.328893,174.666667,0.625654,0.615137
ncf_8_16_4_u.5,1,0.300418,174.666667,0.621849,0.61658
ncf_8_16_4_u.6,1,0.315481,174.666667,0.624408,0.615609
ncf_8_16_4_u.7,1,0.348876,174.666667,0.629066,0.613849
ncf_8_16_4_u.8,1,0.315481,174.666667,0.624408,0.615609
ncf_8_16_4_u.9,1,0.327258,174.666667,0.62435,0.615631
nusmv.dme1-16.B-d4-shuffled,1,0.058006,639.5,0.750227,0.571355
nusmv.queue.B-d4-shuffled,1,0.084549,5362,0.750024,0.571421
nusmv.reactor^1.C-d4-shuffled,1,0.096924,4773,0.750027,0.57142
nusmv.reactor^2.C-d4-shuffled,1,0.095914,4810,0.750027,0.57142
nusmv.reactor^5.C-f4-shuffled,1,0.095635,4692,0.750028,0.57142
nusmv.syncarb10^2.B-f2,1,0.057918,479.5,0.750275,0.571339
nusmv.syncarb10^2.B-f3,1,0.057967,682.5,0.750192,0.571366
nusmv.syncarb10^2.B-f4,1,0.057994,885.5,0.750147,0.571381
nusmv.syncarb5^2.B-f4-shuffled,1,0.078962,325.5,0.750406,0.571296
nusmv.tcas^2.B-f2-shuffled,1,0.075651,4734,0.750028,0.57142
nusmv.tcas^4.B-f3-shuffled,1,0.079827,7602.5,0.750017,0.571423
nusmv.tcas-t^5.B-f2-shuffled,1,0.077295,5018.5,0.750026,0.57142
nusmv.tcas-t^6.B-f3-shuffled,1,0.078749,7947,0.750016,0.571423
par16-1-c-00-shuffled,1,0.317185,1106.5,0.683752,0.593912
par8-1-c-50-shuffled,1,0.354689,189,0.679924,0.595265
par8-2-90-shuffled,1,0.361144,763,0.688337,0.592299
par8-2-c-50-shuffled,1,0.354895,200,0.679335,0.595474
par8-3-c-00-shuffled,1,0.323466,260.5,0.684289,0.593722
par8-3-c-90-shuffled,1,0.377422,194.5,0.674432,0.597218
par8-4-90-shuffled,1,0.361463,765,0.68862,0.5922
par8-4-c-90-shuffled,1,0.379867,172.5,0.675,0.597015
par8-5-c-90-shuffled,1,0.37934,192.5,0.674087,0.597341
Qq2k3k3v100v100m1000s10,1,1.511,100,1.011398,0.497167
Qq2k3k3v100v100m1000s1,1,1.48,100,1.004678,0.498833
Qq2k3k3v100v100m1000s2,1,1.487,100,0.99005,0.5025
Qq2k3k3v100v100m1000s3,1,1.488,100,1.013423,0.496667
Qq2k3k3v100v100m1000s4,1,1.507,100,0.979545,0.505167
Qq2k3k3v100v100m1000s5,1,1.482,100,0.978892,0.505333
Qq2k3k3v100v100m1000s6,1,1.54,100,1.031144,0.492333
Qq2k3k3v100v100m1000s7,1,1.474,100,0.981506,0.504667
Qq2k3k3v100v100m1000s8,1,1.527,100,1.031144,0.492333
Qq2k3k3v100v100m1000s9,1,1.467,100,0.980198,0.505
Qq2k3k3v100v100m1200s10,1,1.5025,100,0.993355,0.501667
Qq2k3k3v100v100m1200s1,1,1.4925,100,1.013423,0.496667
Qq2k3k3v100v100m1200s2,1,1.476667,100,0.988401,0.502917
Qq2k3k3v100v100m1200s3,1,1.485,100,1.012297,0.496944
Qq2k3k3v100v100m1200s4,1,1.5075,100,0.975309,0.50625
Qq2k3k3v100v100m1200s5,1,1.491667,100,0.978022,0.505556
Qq2k3k3v100v100m1200s6,1,1.5275,100,1.023609,0.494167
Qq2k3k3v100v100m1200s7,1,1.500833,100,1.002225,0.499444
Qq2k3k3v100v100m1200s8,1,1.536667,100,1.055381,0.486528
Qq2k3k3v100v100m1200s9,1,1.459167,100,0.984564,0.503889
Qq2k3k3v100v100m1400s10,1,1.514286,100,0.998097,0.500476
Qq2k3k3v100v100m1400s1,1,1.468571,100,0.993355,0.501667
Qq2k3k3v100v100m1400s2,1,1.465714,100,0.983003,0.504286
Qq2k3k3v100v100m1400s3,1,1.489286,100,1.008608,0.497857
Qq2k3k3v100v100m1400s4,1,1.493571,100,0.973684,0.506667
Qq2k3k3v100v100m1400s5,1,1.512857,100,0.999048,0.500238
Qq2k3k3v100v100m1400s6,1,1.524286,100,1.015839,0.496071
Qq2k3k3v100v100m1400s7,1,1.498571,100,1.011976,0.497024
Qq2k3k3v100v100m1400s8,1,1.516429,100,1.030948,0.492381
Qq2k3k3v100v100m1400s9,1,1.451429,100,0.984408,0.503929
Qq2k3k3v100v100m1600s10,1,1.506875,100,1,0.5
Qq2k3k3v100v100m1600s1,1,1.47875,100,0.997503,0.500625
Qq2k3k3v100v100m1600s2,1,1.456875,100,0.975309,0.50625
Qq2k3k3v100v100m1600s3,1,1.49375,100,1.009629,0.497604
Qq2k3k3v100v100m1600s4,1,1.5,100,0.981015,0.504792
Qq2k3k3v100v100m1600s5,1,1.511875,100,1.00627,0.498438
Qq2k3k3v100v100m1600s6,1,1.51875,100,1.021904,0.494583
Qq2k3k3v100v100m1600s7,1,1.50625,100,1.016807,0.495833
Qq2k3k3v100v100m1600s8,1,1.5175,100,1.039082,0.490417
Qq2k3k3v100v100m1600s9,1,1.461875,100,0.989637,0.502604
Qq2k3k3v100v100m1800s10,1,1.505556,100,0.99446,0.501389
Qq2k3k3v100v100m1800s1,1,1.491667,100,1.01005,0.4975
Qq2k3k3v100v100m1800s2,1,1.457778,100,0.980198,0.505
Qq2k3k3v100v100m1800s3,1,1.495,100,1.006689,0.498333
Qq2k3k3v100v100m1800s4,1,1.508333,100,0.98895,0.502778
Qq2k3k3v100v100m1800s5,1,1.498889,100,0.987852,0.503056
Qq2k3k3v100v100m1800s6,1,1.529444,100,1.024367,0.493981
Qq2k3k3v100v100m1800s7,1,1.500556,100,1.020202,0.495
Qq2k3k3v100v100m1800s8,1,1.513889,100,1.034281,0.491574
Qq2k3k3v100v100m1800s9,1,1.462222,100,0.983835,0.504074
Qq2k3k3v100v100m2000s10,1,1.496,100,0.99071,0.502333
Qq2k3k3v100v100m2000s1,1,1.4915,100,1.007025,0.49825
Qq2k3k3v100v100m2000s2,1,1.461,100,0.981506,0.504667
Qq2k3k3v100v100m2000s3,1,1.483,100,0.998335,0.500417
Qq2k3k3v100v100m2000s4,1,1.503,100,0.982816,0.504333
Qq2k3k3v100v100m2000s5,1,1.5045,100,0.995676,0.501083
Qq2k3k3v100v100m2000s6,1,1.5275,100,1.030113,0.492583
Qq2k3k3v100v100m2000s7,1,1.4955,100,1.013761,0.496583
Qq2k3k3v100v100m2000s8,1,1.511,100,1.032176,0.492083
Qq2k3k3v100v100m2000s9,1,1.4735,100,0.993024,0.50175
Qq2k3k3v100v100m400s10,1,1.5,100,0.991701,0.502083
Qq2k3k3v100v100m400s1,1,1.4825,100,1.030457,0.4925
Qq2k3k3v100v100m400s2,1,1.505,100,1.016807,0.495833
Qq2k3k3v100v100m400s3,1,1.4925,100,1.02874,0.492917
Qq2k3k3v100v100m400s4,1,1.4975,100,0.94332,0.514583
Qq2k3k3v100v100m400s5,1,1.4825,100,0.968827,0.507917
Qq2k3k3v100v100m400s6,1,1.555,100,1.037351,0.490833
Qq2k3k3v100v100m400s7,1,1.4825,100,0.996672,0.500833
