@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE bflb NUMERIC
@ATTRIBUTE empty-stack-pct NUMERIC
@ATTRIBUTE overstowage-pct NUMERIC
@ATTRIBUTE top-good-min NUMERIC
@ATTRIBUTE top-good-mean NUMERIC
@ATTRIBUTE top-good-stdev NUMERIC
@ATTRIBUTE top-good-max NUMERIC

@DATA
BF4_cpmp_16_5_48_20_36_6,1,2.28571,0.6,0.699854,16,0.3125,0,3,5,625,36,0.25,0.45,2,10.4,5.62494,19
BF4_cpmp_16_5_48_20_36_7,1,2.28571,0.6,0.824786,16,0.3125,0,4,5,625,36,375,0.45,2,7.1,4.32319,16
BF4_cpmp_16_5_48_20_36_8,1,2.28571,0.6,0.982846,16,0.3125,0,4,5,0.6875,36,0.25,0.45,2,7.90909,4.58167,16
BF4_cpmp_16_5_48_20_36_9,1,2.28571,0.6,0.764875,16,0.3125,0,4,5,0.5625,36,0.25,0.45,2,9.66667,5.22813,18
BF5_cpmp_16_5_64_13_39_1,1,4.57143,0.8,1.54524,16,0.3125,0,7,5,0.8125,42,0,0.4875,2,4.46154,2.27411,10
BF5_cpmp_16_5_64_13_39_10,1,4.57143,0.8,1.4983,16,0.3125,0,7,5,0.8125,39,0.0625,0.4875,3,6.53846,2.46874,13
BF5_cpmp_16_5_64_13_39_11,1,4.57143,0.8,1.44984,16,0.3125,0,7,5,0.8125,42,0,0.4875,2,5.46154,2.4997,10
BF5_cpmp_16_5_64_13_39_12,1,4.57143,0.8,1.63507,16,0.3125,0,7,5,0.75,41,0,0.4875,2,6.25,3.4187,12
BF5_cpmp_16_5_64_13_39_14,1,4.57143,0.8,1.80136,16,0.3125,0,9,5,875,41,0,0.4875,2,7.07143,3.32661,13
BF5_cpmp_16_5_64_13_39_15,1,4.57143,0.8,1.34771,16,0.3125,0,6,5,0.9375,40,0.0625,0.4875,2,6.2,3.03754,13
BF5_cpmp_16_5_64_13_39_17,1,4.57143,0.8,1.44984,16,0.3125,0,6,5,875,42,0,0.4875,2,5.78571,3.38439,12
BF5_cpmp_16_5_64_13_39_2,1,4.57143,0.8,2.16182,16,0.3125,0,10,5,0.9375,40,0.0625,0.4875,2,7,3.01109,13
BF5_cpmp_16_5_64_13_39_20,1,4.57143,0.8,1.39971,16,0.3125,0,6,5,875,40,0,0.4875,2,5.85714,3.77694,13
BF5_cpmp_16_5_64_13_39_3,1,4.57143,0.8,1.4983,16,0.3125,0,6,5,0.75,40,0,0.4875,3,5.58333,2.25308,10
BF5_cpmp_16_5_64_13_39_4,1,4.57143,0.8,1.44984,16,0.3125,0,6,5,0.8125,40,0,0.4875,3,6.76923,2.57664,12
BF5_cpmp_16_5_64_13_39_5,1,4.57143,0.8,1.54524,16,0.3125,0,7,5,875,41,0.0625,0.4875,2,5.85714,2.79942,10
BF5_cpmp_16_5_64_13_39_8,1,4.57143,0.8,1.34771,16,0.3125,0,6,5,0.75,41,0,0.4875,2,5.41667,2.92855,11
BF5_cpmp_16_5_64_13_39_9,1,4.57143,0.8,1.76126,16,0.3125,0,9,5,875,41,0,0.4875,2,5.85714,3.09047,12
BF6_cpmp_16_5_64_13_48_1,1,4.57143,0.8,1.63507,16,0.3125,0,7,5,0.8125,48,0.1875,0.6,3,7.30769,3.24356,13
BF6_cpmp_16_5_64_13_48_11,1,4.57143,0.8,1.63507,16,0.3125,0,7,5,0.8125,48,0.1875,0.6,2,6.30769,3098,11
BF6_cpmp_16_5_64_13_48_12,1,4.57143,0.8,1.59079,16,0.3125,0,6,5,0.8125,50,0.1875,0.6,2,5.69231,2.64239,11
BF6_cpmp_16_5_64_13_48_13,1,4.57143,0.8,1.63507,16,0.3125,0,7,5,0.8125,50,0.1875,0.6,2,5.07692,2.99901,12
BF6_cpmp_16_5_64_13_48_15,1,4.57143,0.8,1.54524,16,0.3125,0,7,5,0.8125,48,125,0.6,2,6.53846,3.00296,12
BF6_cpmp_16_5_64_13_48_16,1,4.57143,0.8,1.39971,16,0.3125,0,6,5,875,50,125,0.6,3,6.35714,2.02157,10
BF6_cpmp_16_5_64_13_48_17,1,4.57143,0.8,1.4983,16,0.3125,0,7,5,0.8125,49,125,0.6,2,6.38462,3.4981,13
BF6_cpmp_16_5_64_13_48_18,1,4.57143,0.8,1.4983,16,0.3125,0,7,5,0.8125,50,0.0625,0.6,2,5.53846,2.53029,10
BF6_cpmp_16_5_64_13_48_19,1,4.57143,0.8,1.59079,16,0.3125,0,7,5,0.8125,48,0.1875,0.6,2,7,3.50823,12
BF6_cpmp_16_5_64_13_48_2,1,4.57143,0.8,1.39971,16,0.3125,0,6,5,0.8125,48,0.1875,0.6,2,6.38462,2.70437,11
BF6_cpmp_16_5_64_13_48_3,1,4.57143,0.8,1.59079,16,0.3125,0,7,5,0.8125,49,0.1875,0.6,2,6.76923,2.72182,10
BF6_cpmp_16_5_64_13_48_4,1,4.57143,0.8,1.72023,16,0.3125,0,8,5,0.8125,49,125,0.6,2,5.69231,3.47263,13
BF6_cpmp_16_5_64_13_48_6,1,4.57143,0.8,1.63507,16,0.3125,0,8,5,0.8125,48,0.1875,0.6,2,6.30769,3.42804,12
BF6_cpmp_16_5_64_13_48_7,1,4.57143,0.8,1.44984,16,0.3125,0,6,5,0.8125,49,0.1875,0.6,2,6,2.48069,10
BF6_cpmp_16_5_64_13_48_8,1,4.57143,0.8,1.59079,16,0.3125,0,7,5,0.8125,48,0.1875,0.6,2,7.07692,3.09991,13
BF6_cpmp_16_5_64_13_48_9,1,4.57143,0.8,1.76126,16,0.3125,0,8,5,0.8125,48,125,0.6,3,7.15385,3.25449,12
BF7_cpmp_16_5_64_26_39_1,1,2.37037,0.8,0.948611,16,0.3125,0,5,5,0.8125,41,0,0.4875,2,9.61538,6.43952,21
BF7_cpmp_16_5_64_26_39_10,1,2.37037,0.8,1.09369,16,0.3125,0,5,5,875,42,0,0.4875,2,8.85714,5.02646,18
BF7_cpmp_16_5_64_26_39_11,1,2.37037,0.8,0.908729,16,0.3125,0,4,5,0.8125,42,0,0.4875,3,10.0769,5.52563,21
BF7_cpmp_16_5_64_26_39_12,1,2.37037,0.8,1.02372,16,0.3125,0,5,5,0.8125,41,0,0.4875,2,9.61538,6.58131,21
BF7_cpmp_16_5_64_26_39_13,1,2.37037,0.8,1.09369,16,0.3125,0,5,5,875,41,0,0.4875,2,11.4286,5.76584,21
BF7_cpmp_16_5_64_26_39_14,1,2.37037,0.8,0.908729,16,0.3125,0,4,5,875,40,125,0.4875,2,9.64286,6.76765,22
BF7_cpmp_16_5_64_26_39_15,1,2.37037,0.8,0.823189,16,0.3125,0,4,5,875,41,0,0.4875,2,10.5,6.75859,23
BF7_cpmp_16_5_64_26_39_16,1,2.37037,0.8,0.908729,16,0.3125,0,4,5,0.75,41,0,0.4875,2,9.75,5.44862,20
BF7_cpmp_16_5_64_26_39_17,1,2.37037,0.8,1.09369,16,0.3125,0,5,5,0.8125,43,0,0.4875,3,8.07692,4.74685,17
BF7_cpmp_16_5_64_26_39_19,1,2.37037,0.8,0.823189,16,0.3125,0,4,5,0.9375,40,0,0.4875,2,10.6667,4.86712,20
BF7_cpmp_16_5_64_26_39_2,1,2.37037,0.8,0.948611,16,0.3125,0,4,5,0.9375,41,0,0.4875,2,10.2,7.13863,24
BF7_cpmp_16_5_64_26_39_20,1,2.37037,0.8,0.986882,16,0.3125,0,5,5,875,41,0.0625,0.4875,3,9.21429,5.14335,19
BF7_cpmp_16_5_64_26_39_3,1,2.37037,0.8,1.05929,16,0.3125,0,5,5,0.9375,43,0,0.4875,3,10.2667,6.15864,24
BF7_cpmp_16_5_64_26_39_6,1,2.37037,0.8,1.15944,16,0.3125,0,5,5,875,41,0,0.4875,2,10.3571,5.65189,21
BF7_cpmp_16_5_64_26_39_7,1,2.37037,0.8,0.823189,16,0.3125,0,4,5,875,42,0,0.4875,2,9.21429,4.94511,19
BF7_cpmp_16_5_64_26_39_8,1,2.37037,0.8,0.908729,16,0.3125,0,4,5,0.8125,42,0,0.4875,3,10.9231,6.14519,21
BF8_cpmp_16_5_64_26_48_1,1,2.37037,0.8,1.41809,16,0.3125,0,6,5,875,50,125,0.6,2,13.2143,6.24704,21
BF8_cpmp_16_5_64_26_48_11,1,2.37037,0.8,0.948611,16,0.3125,0,5,5,875,48,125,0.6,2,12.7857,7.07287,25
BF8_cpmp_16_5_64_26_48_12,1,2.37037,0.8,0.776895,16,0.3125,0,4,5,0.8125,49,125,0.6,2,9.15385,5.15672,20
BF8_cpmp_16_5_64_26_48_17,1,2.37037,0.8,0.908729,16,0.3125,0,4,5,0.8125,48,125,0.6,2,12.1538,7.02573,25
BF8_cpmp_16_5_64_26_48_20,1,2.37037,0.8,0.823189,16,0.3125,0,4,5,0.8125,48,125,0.6,2,12.1538,7.38862,26
BF8_cpmp_16_5_64_26_48_4,1,2.37037,0.8,0.823189,16,0.3125,0,5,5,0.8125,48,0.1875,0.6,4,14,6.57501,24
BF8_cpmp_16_5_64_26_48_5,1,2.37037,0.8,1.15944,16,0.3125,0,5,5,0.8125,48,125,0.6,2,13.2308,6.84053,24
BF8_cpmp_16_5_64_26_48_6,1,2.37037,0.8,0.823189,16,0.3125,0,4,5,875,49,0.0625,0.6,2,11.4286,6.74764,26
BF8_cpmp_16_5_64_26_48_7,1,2.37037,0.8,1.02372,16,0.3125,0,6,5,0.8125,50,0.0625,0.6,2,11.5385,6.75523,22
BF9_cpmp_16_8_77_16_47_1,1,4.52941,0.601562,2.40386,16,0.5,0,9,8,0.75,49,0,0.367188,2,6.91667,3.6391,12
BF9_cpmp_16_8_77_16_47_10,1,4.52941,0.601562,1.33362,16,0.5,0,6,8,0.75,48,0,0.367188,2,6.58333,4.27119,16
BF9_cpmp_16_8_77_16_47_12,1,4.52941,0.601562,1.71902,16,0.5,0,7,8,0.75,49,0,0.367188,2,5.66667,3.61325,15
BF9_cpmp_16_8_77_16_47_3,1,4.52941,0.601562,1.28876,16,0.5,0,6,8,875,51,0,0.367188,2,5.64286,2.43801,10
BF9_cpmp_16_8_77_16_47_4,1,4.52941,0.601562,1.4191,16,0.5,0,7,8,0.8125,48,0,0.367188,2,6.46154,3.34239,13
BF9_cpmp_16_8_77_16_47_6,1,4.52941,0.601562,1.4191,16,0.5,0,6,8,875,49,0,0.367188,2,6.42857,3.7362,13
BF9_cpmp_16_8_77_16_47_7,1,4.52941,0.601562,1.81878,16,0.5,0,8,8,875,51,0,0.367188,2,5.78571,2.54049,11
BF9_cpmp_16_8_77_16_47_8,1,4.52941,0.601562,1.68445,16,0.5,0,8,8,0.9375,51,0,0.367188,2,4.73333,1.98214,9
LC2a_lc2a_1,1,4.54545,0.694444,3.17271,12,0.5,0,11,6,0.666667,22,0,0.263889,2,3125,0.780625,5
LC2a_lc2a_10,1,4.54545,0.694444,2.46295,12,0.5,0,9,6,0.666667,21,0,0.263889,3,5625,1.72753,8
LC2a_lc2a_2,1,4.54545,0.694444,2.70903,12,0.5,0,9,6,0.833333,21,0,0.263889,2,4.1,1.22066,6
LC2a_lc2a_3,1,4.54545,0.694444,2.8079,12,0.5,0,9,6,0.75,21,0,0.263889,2,3.66667,1.69967,7
LC2a_lc2a_4,1,4.54545,0.694444,2.14746,12,0.5,0,8,6,0.916667,22,0,0.263889,2,4,1.2792,6
LC2a_lc2a_5,1,4.54545,0.694444,2.49959,12,0.5,0,9,6,0.75,22,0,0.263889,2,3.44444,1.06574,5
LC2a_lc2a_7,1,4.54545,0.694444,2.27091,12,0.5,0,8,6,0.666667,21,0,0.263889,2,3.5,1.58114,7
LC2b_lc2b_1,1,4.54545,0.694444,3.4997,12,0.5,0,14,6,0.833333,37,0,0.486111,2,4.2,1.66132,8
LC2b_lc2b_2,1,4.54545,0.694444,2.14746,12,0.5,0,9,6,0.833333,37,0,0.486111,2,4.4,2.2891,10
LC2b_lc2b_3,1,4.54545,0.694444,2.74238,12,0.5,0,9,6,1,39,0,0.486111,2,4.16667,2.11476,8
LC2b_lc2b_4,1,4.54545,0.694444,1.87634,12,0.5,0,7,6,0.833333,37,0.083333,0.486111,3,5.4,1.74356,8
LC2b_lc2b_5,1,4.54545,0.694444,2.34961,12,0.5,0,8,6,0.833333,38,0.083333,0.486111,2,5.1,2.07123,10
LC2b_lc2b_6,1,4.54545,0.694444,2.70903,12,0.5,0,10,6,0.833333,37,0.083333,0.486111,2,5,1.34164,7
LC2b_lc2b_7,1,4.54545,0.694444,1.61604,12,0.5,0,6,6,0.833333,38,0.083333,0.486111,2,3,1.18322,5
LC2b_lc2b_9,1,4.54545,0.694444,1.82725,12,0.5,0,8,6,0.75,36,0,0.486111,2,5,2.66667,9
LC3a_lc3a_1,1,4.90909,0.75,2.31417,12,0.5,0,9,6,0.583333,21,0,0.277778,2,4.71429,2.6573,9
LC3a_lc3a_10,1,4.90909,0.75,2.50289,12,0.5,0,9,6,0.75,22,0,0.277778,3,4.66667,1.24722,7
LC3a_lc3a_3,1,4.90909,0.75,2.31417,12,0.5,0,9,6,0.666667,22,0,0.277778,2,3875,1.16592,6
LC3a_lc3a_4,1,4.90909,0.75,2.50289,12,0.5,0,8,6,0.75,21,0,0.277778,2,3.77778,1.6178,7
LC3a_lc3a_6,1,4.90909,0.75,2.02056,12,0.5,0,8,6,0.75,22,0,0.277778,2,3.55556,1.42292,6
LC3a_lc3a_7,1,4.90909,0.75,2.67835,12,0.5,0,9,6,0.916667,22,0,0.277778,2,3.54545,1.67134,8
LC3a_lc3a_8,1,4.90909,0.75,2.50289,12,0.5,0,9,6,0.75,22,0,0.277778,2,4.22222,1.5476,7
LC3a_lc3a_9,1,4.90909,0.75,2.96815,12,0.5,0,9,6,0.75,22,0,0.277778,2,3,1.82574,8
LC3b_lc3b_1,1,4.90909,0.75,2.23422,12,0.5,0,9,6,1,40,0,0.513889,2,4.41667,2.66015,10
LC3b_lc3b_10,1,4.90909,0.75,3.20382,12,0.5,0,12,6,0.833333,39,0,0.513889,2,5.3,2.32594,10
LC3b_lc3b_4,1,4.90909,0.75,2.74539,12,0.5,0,11,6,0.916667,40,0.083333,0.513889,2,3.45455,1.07565,5
LC3b_lc3b_5,1,4.90909,0.75,2.42916,12,0.5,0,10,6,0.916667,39,0.083333,0.513889,2,3.72727,1.71044,7
LC3b_lc3b_6,1,4.90909,0.75,2.27454,12,0.5,0,8,6,0.916667,40,0,0.513889,2,5,2.17423,8
LC3b_lc3b_8,1,4.90909,0.75,2.27454,12,0.5,0,8,6,0.916667,39,0.083333,0.513889,2,3.90909,1.72966,7
LC3b_lc3b_9,1,4.90909,0.75,2.71208,12,0.5,0,10,6,0.833333,40,0,0.513889,2,4.5,2.61725,9
cv_data5-10-33,1,1,0.714286,0,10,0.7,1,1,7,1,40,0,0.5,1,14.4,8.61626,28
cv_data4-6-1,1,1,0.666667,0,6,1,1,1,6,1,18,0,0.416667,1,8,4.86484,14
cv_data4-4-19,1,1,0.666667,0,4,1.5,1,1,6,1,13,0,0.416667,1,5.5,3.20156,9
cv_data5-4-23,1,1,0.714286,0,4,1.75,1,1,7,1,11,0,0.321429,1,6,3.80789,11
cv_data4-5-2,1,1,0.666667,0,5,1.2,1,1,6,1,16,0,0.433333,1,7.4,3.92938,12
cv_data4-5-26,1,1,0.666667,0,5,1.2,1,1,6,1,17,0,0.433333,1,4.6,3.00666,10
cv_data5-5-12,1,1,0.714286,0,5,1.4,1,1,7,1,18,0,0.428571,1,7.2,4.91528,15
cv_data4-5-9,1,1,0.666667,0,5,1.2,1,1,6,1,17,0,0.466667,2,8.2,4.30813,14
cv_data5-7-19,1,1,0.714286,0,7,1,1,1,7,1,24,0,0.428571,2,6.57143,3.8492,14
cv_data4-6-18,1,1,0.666667,0,6,1,1,1,6,1,21,0,0.472222,1,7.66667,5.15321,16
cv_data4-4-21,1,1,0.666667,0,4,1.5,1,1,6,1,13,0,0.416667,1,4.5,2.95804,9
cv_data4-7-39,1,1,0.666667,0,7,0.857143,1,1,6,0.857143,16,0,0.357143,2,10.8333,8.19383,25
cv_data4-7-27,1,1,0.666667,0,7,0.857143,1,1,6,1,22,0,0.452381,1,10.2857,8.54759,26
cv_data5-7-40,1,1,0.714286,0,7,1,1,1,7,1,29,0,0.510204,2,10.7143,8.31031,28
cv_data5-6-26,1,1,0.714286,0,6,1.16667,1,1,7,1,29,0,0.547619,1,4.83333,3.97562,13
cv_data5-6-6,1,1,0.714286,0,6,1.16667,1,1,7,1,21,0,0.428571,1,12,7.78888,21
cv_data4-5-1,1,1,0.666667,0,5,1.2,1,1,6,1,16,0,0.4,1,5.2,2.92575,10
cv_data5-4-21,1,1,0.714286,0,4,1.75,1,1,7,1,19,0,0.5,4,6.25,1.47902,8
cv_data4-5-22,1,1,0.666667,0,5,1.2,1,1,6,1,18,0,0.466667,1,5.8,2.92575,10
cv_data5-7-13,1,1,0.714286,0,7,1,1,1,7,1,27,0,0.44898,1,8,4,14
cv_data5-8-38,1,1,0.714286,0,8,875,1,1,7,1,31,0,0.482143,3,12.5,6.76387,25
cv_data4-7-38,1,1,0.666667,0,7,0.857143,1,1,6,1,16,0,0.333333,1,8.85714,7.15998,23
cv_data3-8-38,1,1,0.6,0,8,625,1,1,5,1,14,0,0.3,1,7.5,5.12348,18
cv_data4-4-16,1,1,0.666667,0,4,1.5,1,1,6,1,17,0,0.5,1,5,3.16228,9
cv_data4-7-37,1,1,0.666667,0,7,0.857143,1,1,6,1,19,0,0.380952,1,6,3.70328,13
cv_data5-7-15,1,1,0.714286,0,7,1,1,1,7,1,27,0,0.469388,1,7.42857,5.36808,18
cv_data4-7-25,1,1,0.666667,0,7,0.857143,1,1,6,1,18,0,0.380952,1,8.28571,7.81417,25
cv_data5-5-38,1,1,0.714286,0,5,1.4,1,1,7,0.8,15,0,0.4,2,9.25,5.11737,15
cv_data5-8-39,1,1,0.714286,0,8,875,1,1,7,1,30,0,0.464286,1,9375,7.39827,21
cv_data5-5-29,1,1,0.714286,0,5,1.4,1,1,7,1,21,0,0.485714,1,6,5.09902,14
cv_data5-5-25,1,1,0.714286,0,5,1.4,1,1,7,0.8,17,0,0.428571,2,7.75,4.71036,15
cv_data4-7-30,1,1,0.666667,0,7,0.857143,1,1,6,0.857143,17,0,0.357143,2,9.83333,5.14512,19
cv_data5-4-36,1,1,0.714286,0,4,1.75,1,1,7,1,17,0,0.5,5,10.5,4.03113,16
cv_data4-4-15,1,1,0.666667,0,4,1.5,1,1,6,1,9,0,0.291667,2,5,3.53553,11
cv_data5-8-19,1,1,0.714286,0,8,875,1,1,7,1,27,0,0.446429,1,13.25,11.5081,36
cv_data5-10-23,1,1,0.714286,0,10,0.7,1,1,7,1,35,0,0.457143,1,14.7,11.0639,32
cv_data5-5-11,1,1,0.714286,0,5,1.4,1,1,7,1,17,0,0.4,1,3.8,1.72047,6
cv_data4-7-20,1,1,0.666667,0,7,0.857143,1,1,6,1,21,0,0.428571,2,11.2857,6.88091,22
cv_data4-7-35,1,1,0.666667,0,7,0.857143,1,1,6,1,22,0,0.428571,1,5.42857,3.45821,11
cv_data4-6-7,1,1,0.666667,0,6,1,1,1,6,1,19,0,0.444444,1,8.66667,6.59966,19
cv_data4-7-6,1,1,0.666667,0,7,0.857143,1,1,6,1,26,0,0.5,3,9.42857,5.85191,18
cv_data4-5-25,1,1,0.666667,0,5,1.2,1,1,6,1,17,0,0.466667,1,9.8,6.04649,18
cv_data5-8-2,1,1,0.714286,0,8,875,1,1,7,1,27,0,0.446429,1,15.75,9.09327,32
cv_data4-4-33,1,1,0.666667,0,4,1.5,1,1,6,1,14,0,0.416667,1,4.25,2.38485,7
cv_data4-5-5,1,1,0.666667,0,5,1.2,1,1,6,1,14,0,0.366667,1,4,2.82843,9
cv_data3-8-37,1,1,0.6,0,8,625,1,1,5,0.75,10,0,225,1,7.66667,5.82142,17
cv_data4-5-20,1,1,0.666667,0,5,1.2,1,1,6,1,15,0,0.433333,1,6.6,4.36348,12
cv_data5-4-37,1,1,0.714286,0,4,1.75,1,1,7,1,17,0,0.5,1,10.25,5.76086,16
cv_data4-6-5,1,1,0.666667,0,6,1,1,1,6,0.833333,15,0,0.388889,1,6.8,7.02567,20
cv_data4-6-35,1,1,0.666667,0,6,1,1,1,6,1,17,0,0.416667,3,8,4.76095,17
cv_data4-7-1,1,1,0.666667,0,7,0.857143,1,1,6,1,19,0,0.380952,2,7.57143,4.49943,14
cv_data5-5-5,1,1,0.714286,0,5,1.4,1,1,7,1,20,0,0.485714,3,9.4,4.84149,17
cv_data5-5-37,1,1,0.714286,0,5,1.4,1,1,7,1,16,0,0.4,2,6.2,4.16653,13
cv_data4-5-24,1,1,0.666667,0,5,1.2,1,1,6,0.8,12,0,0.333333,2,4.25,2.27761,8
cv_data5-4-15,1,1,0.714286,0,4,1.75,1,1,7,1,17,0,0.5,5,10.5,4272,16
cv_data5-9-21,1,1,0.714286,0,9,0.777778,1,1,7,1,27,0,0.365079,1,9.22222,7.64167,28
cv_data5-4-27,1,1,0.714286,0,4,1.75,1,1,7,1,17,0,0.5,2,9,6.20484,19
cv_data5-6-25,1,1,0.714286,0,6,1.16667,1,1,7,1,23,0,0.47619,2,7,5.41603,18
cv_data5-8-25,1,1,0.714286,0,8,875,1,1,7,1,28,0,0.446429,3,14375,9.2997,27
cv_data4-6-21,1,1,0.666667,0,6,1,1,1,6,1,20,0,0.444444,1,8.16667,5.01387,17
cv_data5-5-16,1,1,0.714286,0,5,1.4,1,1,7,1,16,0,0.4,1,7,5.93296,16
cv_data5-4-4,1,1,0.714286,0,4,1.75,1,1,7,1,19,0,0.535714,4,9.75,5.11737,17
cv_data5-5-39,1,1,0.714286,0,5,1.4,1,1,7,1,16,0,0.4,2,6.2,3.96989,13
cv_data4-7-22,1,1,0.666667,0,7,0.857143,1,1,6,1,20,0,0.404762,1,8.42857,5.52545,19
cv_data5-6-11,1,1,0.714286,0,6,1.16667,1,1,7,1,21,0,0.428571,3,9.5,5.34634,18
cv_data4-6-9,1,1,0.666667,0,6,1,1,1,6,0.833333,15,0,0.361111,2,7,4.97996,14
cv_data3-5-13,1,1,0.6,0,5,1,1,1,5,1,12,0,0.36,1,3.8,2.31517,7
cv_data3-8-2,1,1,0.6,0,8,625,1,1,5,0.75,12,0,0.25,1,7.33333,4.98888,16
cv_data5-6-2,1,1,0.714286,0,6,1.16667,1,1,7,0.833333,18,0,0.380952,2,7.6,4.75815,15
cv_data5-4-17,1,1,0.714286,0,4,1.75,1,1,7,1,18,0,0.5,1,7,5.52268,13
cv_data5-8-6,1,1,0.714286,0,8,875,1,1,7,1,30,0,0.446429,1,7.5,5.5,18
cv_data4-6-20,1,1,0.666667,0,6,1,1,1,6,0.833333,15,0,0.361111,1,8.6,5.23832,16
cv_data5-4-7,1,1,0.714286,0,4,1.75,1,1,7,1,14,0,0.392857,1,6.5,3.64005,11
cv_data4-7-19,1,1,0.666667,0,7,0.857143,1,1,6,1,18,0,0.380952,1,11.2857,7.86882,26
cv_data5-5-33,1,1,0.714286,0,5,1.4,1,1,7,1,24,0,0.542857,3,8.2,4.53431,14
cv_data5-5-27,1,1,0.714286,0,5,1.4,1,1,7,1,23,0,0.514286,2,9.2,4.53431,14
cv_data5-4-31,1,1,0.714286,0,4,1.75,1,1,7,1,17,0,0.464286,2,8.25,4.02337,13
cv_data4-5-30,1,1,0.666667,0,5,1.2,1,1,6,1,18,0,0.466667,1,4.2,2.31517,8
cv_data5-6-8,1,1,0.714286,0,6,1.16667,1,1,7,0.833333,20,0,0.428571,6,9.4,2.15407,12
cv_data5-5-14,1,1,0.714286,0,5,1.4,1,1,7,1,21,0,0.485714,4,8.6,2.87054,12
cv_data4-6-16,1,1,0.666667,0,6,1,1,1,6,0.833333,13,0,0.333333,3,9.4,6.01997,18
cv_data5-5-40,1,1,0.714286,0,5,1.4,1,1,7,1,20,0,0.457143,1,7.6,4.96387,15
cv_data4-7-26,1,1,0.666667,0,7,0.857143,1,1,6,1,18,0,0.357143,1,7,4,14
cv_data5-5-7,1,1,0.714286,0,5,1.4,1,1,7,1,18,0,0.457143,1,7.2,6.79412,20
cv_data3-7-18,1,1,0.6,0,7,0.714286,1,1,5,0.714286,11,0,0.285714,6,9.6,2.72764,13
cv_data5-5-24,1,1,0.714286,0,5,1.4,1,1,7,1,23,0,0.514286,2,6.4,3.61109,12
cv_data5-4-3,1,1,0.714286,0,4,1.75,1,1,7,1,17,0,0.5,4,8.25,4.60299,16
cv_data5-5-23,1,1,0.714286,0,5,1.4,1,1,7,1,17,0,0.4,1,5.4,4.31741,12
cv_data5-5-10,1,1,0.714286,0,5,1.4,1,1,7,1,19,0,0.428571,1,5,3.89872,12
cv_data5-5-18,1,1,0.714286,0,5,1.4,1,1,7,1,19,0,0.428571,2,6,2.44949,9
cv_data4-7-24,1,1,0.666667,0,7,0.857143,1,1,6,1,20,0,0.404762,2,7.57143,4.43548,16
cv_data5-4-13,1,1,0.714286,0,4,1.75,1,1,7,1,17,0,0.464286,1,6.25,6.37868,17
cv_data5-9-38,1,1,0.714286,0,9,0.777778,1,1,7,1,37,0,0.492063,2,13.4444,8.26117,25
cv_data5-5-8,1,1,0.714286,0,5,1.4,1,1,7,1,16,0,0.4,1,6.2,4.9558,15
cv_data4-7-40,1,1,0.666667,0,7,0.857143,1,1,6,1,19,0,0.380952,1,8.57143,5.57692,17
cv_data5-7-33,1,1,0.714286,0,7,1,1,1,7,1,30,0,0.510204,1,12.1429,8.93514,30
cv_data4-4-12,1,1,0.666667,0,4,1.5,1,1,6,1,13,0,0.416667,4,5.75,1.47902,8
cv_data4-6-36,1,1,0.666667,0,6,1,1,1,6,1,17,0,0.388889,1,6.33333,5.8784,19
cv_data5-4-20,1,1,0.714286,0,4,1.75,1,1,7,1,15,0,0.428571,1,4.75,3.03109,9
cv_data4-5-23,1,1,0.666667,0,5,1.2,1,1,6,1,17,0,0.433333,1,5.6,3.49857,10
cv_data4-7-13,1,1,0.666667,0,7,0.857143,1,1,6,1,17,0,0.333333,1,9.14286,5.84144,17
cv_data5-9-32,1,1,0.714286,0,9,0.777778,1,1,7,1,31,0,0.444444,3,15.3333,8.65384,31
cv_data4-7-32,1,1,0.666667,0,7,0.857143,1,1,6,1,19,0,0.380952,1,8.57143,6.09114,20
cv_data5-9-4,1,1,0.714286,0,9,0.777778,1,1,7,1,30,0,0.412698,5,10.4444,4.64545,20
cv_data4-7-23,1,1,0.666667,0,7,0.857143,1,1,6,0.857143,14,0,0.309524,1,10,6.87992,23
cv_data5-5-3,1,1,0.714286,0,5,1.4,1,1,7,1,21,0,0.485714,1,4.4,3.07246,9
cv_data4-5-39,1,1,0.666667,0,5,1.2,1,1,6,1,15,0,0.4,1,5.8,3.76298,11
cv_data5-7-36,1,1,0.714286,0,7,1,1,1,7,1,29,0,0.489796,2,11.1429,9.6574,28
cv_data4-4-3,1,1,0.666667,0,4,1.5,1,1,6,1,14,0,0.458333,3,6.5,3.90512,13
cv_data4-7-36,1,1,0.666667,0,7,0.857143,1,1,6,1,19,0,0.404762,1,10.2857,7.9231,23
