@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC

@DATA
composed-25-1-25-2_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.363636,14.969697,0.453627,0.567024,0.484848,0.575758,41,0.742906,184.149798,159,669,10,0.69697,14.969697,0.134175,10,140,150,10,0.745546,13.277778,0.181818,15.714286,10
composed-25-1-25-3_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.393939,14.969697,0.453627,0.562902,0.484848,0.545455,40,0.742906,184.412955,159,675,10,0.606061,14.969697,0.124269,10,142,149,10,0.746611,13.421053,0.212121,15.470588,10
composed-25-1-25-4_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.363636,14.969697,0.453627,0.564386,0.484848,0.515152,41,0.742906,185.299595,159,675,10,0.666667,14.969697,0.129747,10,142,149,10,0.750201,13.227273,0.212121,15.578947,10
composed-25-1-25-5_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.363636,14.969697,0.453627,0.566704,0.484848,0.545455,36,0.742906,184.740891,160,673,10,0.636364,14.969697,0.128019,10,142,151,10,0.747939,12.894737,0.212121,15.5,10
composed-25-1-25-6_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.363636,14.969697,0.453627,0.575202,0.484848,0.515152,35,0.742906,185.161943,160,670,10,0.636364,14.969697,0.12867,10,143,151,10,0.749643,13.125,0.181818,15.333333,10
composed-25-1-25-7_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.393939,14.969697,0.453627,0.56709,0.484848,0.515152,40,0.742906,185.242915,160,676,10,0.636364,14.969697,0.128237,10,140,149,10,0.749971,12.941176,0.181818,15.5,10
composed-25-1-25-8_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.363636,14.969697,0.453627,0.574442,0.484848,0.575758,40,0.742906,184.356275,160,666,10,0.666667,14.969697,0.135824,10,141,151,10,0.746382,13.157895,0.212121,15.625,10
composed-25-1-25-9_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.393939,14.969697,0.453627,0.56931,0.515152,0.545455,40,0.742906,184.692308,158,680,10,0.636364,14.969697,0.133343,10,141,150,10,0.747742,13.277778,0.212121,15.75,10
composed-25-1-2-5_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606,224,0.363636,13.575758,0.411387,0.670412,0.454545,0.545455,50,0.749308,198.607143,161,673,10,0.636364,13.575758,0.146952,10,144,152,10,0.886639,13.588235,0.151515,16.071429,10
composed-25-1-2-6_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606,224,0.363636,13.575758,0.411387,0.672753,0.454545,0.515152,38,0.749308,199.098214,161,670,10,0.606061,13.575758,0.147331,10,146,152,10,0.888831,13.6875,0.090909,15.866667,10
composed-25-1-2-7_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606,224,0.393939,13.575758,0.411387,0.661122,0.484848,0.515152,47,0.749308,198.90625,161,676,10,0.575758,13.575758,0.145047,10,144,152,10,0.887974,13.5,0.151515,16.125,10
composed-25-1-2-8_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606,224,0.363636,13.575758,0.411387,0.67409,0.484848,0.575758,51,0.749308,198.1875,161,666,10,0.606061,13.575758,0.147519,10,144,153,10,0.884766,13.789474,0.121212,15.941176,10
composed-25-1-2-9_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606,224,0.393939,13.575758,0.411387,0.667431,0.484848,0.545455,46,0.749308,198.473214,159,680,10,0.606061,13.575758,0.149952,10,145,152,10,0.886041,13.666667,0.151515,16.263158,10
composed-25-1-40-0_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606,262,0.424242,15.878788,0.481175,0.555803,0.515152,0.484848,37,0.73923,176.133588,159,677,10,0.666667,15.878788,0.115994,10,139,147,10,0.672266,12.65,0.212121,15.1,10
composed-25-1-40-1_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606,262,0.393939,15.878788,0.481175,0.568,0.484848,0.545455,39,0.73923,176.965649,158,674,10,0.727273,15.878788,0.131297,10,138,149,10,0.675441,12.611111,0.181818,15.285714,10
composed-25-1-40-2_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606,262,0.363636,15.878788,0.481175,0.558631,0.484848,0.575758,39,0.73923,176.541985,158,669,10,0.757576,15.878788,0.127207,10,137,148,10,0.673824,13,0.212121,15.333333,10
composed-25-1-40-3_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606,262,0.393939,15.878788,0.481175,0.550562,0.515152,0.545455,40,0.73923,176.816794,159,675,10,0.636364,15.878788,0.114058,10,140,148,10,0.674873,13.071429,0.242424,15.066667,10
composed-25-1-40-4_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606,262,0.363636,15.878788,0.481175,0.54616,0.515152,0.515152,37,0.73923,177.557252,159,675,10,0.666667,15.878788,0.118838,10,140,149,10,0.677699,12.941176,0.242424,15.2,10
composed-25-1-40-5_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606,262,0.363636,15.878788,0.481175,0.55894,0.484848,0.545455,36,0.73923,177.125954,159,673,10,0.666667,15.878788,0.118368,10,140,149,10,0.676053,12.818182,0.272727,15.25,10
composed-25-1-40-6_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606,262,0.363636,15.878788,0.481175,0.566287,0.515152,0.515152,35,0.73923,177.301527,159,670,10,0.666667,15.878788,0.118133,10,140,150,10,0.676723,12.761905,0.242424,15.125,10
composed-25-1-40-7_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606,262,0.393939,15.878788,0.481175,0.569049,0.515152,0.515152,40,0.73923,177.458015,159,676,10,0.666667,15.878788,0.120696,10,138,148,10,0.677321,12.777778,0.181818,15.235294,10
composed-25-1-40-8_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606,262,0.363636,15.878788,0.481175,0.560348,0.515152,0.575758,40,0.73923,176.553435,159,666,10,0.69697,15.878788,0.126768,10,138,150,10,0.673868,12.954545,0.242424,15.25,10
composed-25-1-40-9_ext.xml.minion.gz,1,262,0.496212,33,33,33,0.060606,0.060606,262,0.393939,15.878788,0.481175,0.557759,0.515152,0.545455,39,0.73923,176.977099,157,680,10,0.69697,15.878788,0.122527,10,139,149,10,0.675485,12.882353,0.242424,15.375,10
composed-25-1-80-0_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606,302,0.424242,18.30303,0.554637,0.581501,0.575758,0.575758,35,0.730939,159.291391,157,677,10,0.727273,18.30303,0.089361,10,58,145,10,0.527455,11.809524,0.363636,14.347826,10
composed-25-1-80-1_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606,302,0.424242,18.30303,0.554637,0.608253,0.545455,0.575758,37,0.730939,160.122517,156,674,10,0.787879,18.30303,0.11736,10,60,146,10,0.530207,12.117647,0.333333,14.434783,10
composed-25-1-80-2_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606,302,0.424242,18.30303,0.554637,0.588095,0.575758,0.575758,28,0.730939,159.731788,156,669,10,0.787879,18.30303,0.101052,10,61,145,10,0.528913,12.153846,0.363636,14.45,10
composed-25-1-80-3_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606,302,0.454545,18.30303,0.554637,0.596033,0.575758,0.575758,37,0.730939,160.07947,156,675,10,0.727273,18.30303,0.090598,10,60,146,10,0.530064,12.263158,0.30303,14.157895,10
composed-25-1-80-4_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606,302,0.393939,18.30303,0.554637,0.585685,0.545455,0.515152,37,0.730939,160.725166,157,675,10,0.787879,18.30303,0.099665,10,62,147,10,0.532203,12.222222,0.363636,14.5,10
composed-25-1-80-5_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606,302,0.393939,18.30303,0.554637,0.586212,0.545455,0.545455,31,0.730939,159.990066,157,673,10,0.757576,18.30303,0.09826,10,60,146,10,0.529768,12.181818,0.333333,14.227273,10
composed-25-1-80-6_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606,302,0.424242,18.30303,0.554637,0.586212,0.545455,0.515152,35,0.730939,160.764901,157,670,10,0.787879,18.30303,0.095386,10,61,148,10,0.532334,12.192308,0.363636,14.166667,10
composed-25-1-80-7_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606,302,0.424242,18.30303,0.554637,0.588976,0.575758,0.515152,39,0.730939,160.480132,158,676,10,0.727273,18.30303,0.09121,10,61,146,10,0.531391,12.117647,0.363636,14.52381,10
composed-25-1-80-8_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606,302,0.393939,18.30303,0.554637,0.576743,0.575758,0.575758,37,0.730939,159.857616,157,666,10,0.69697,18.30303,0.095386,10,59,146,10,0.52933,12.285714,0.363636,14.217391,10
composed-25-1-80-9_ext.xml.minion.gz,1,302,0.57197,33,33,33,0.060606,0.060606,302,0.393939,18.30303,0.554637,0.582989,0.575758,0.545455,39,0.730939,160.086093,155,680,10,0.727273,18.30303,0.092121,10,60,147,10,0.530086,12.315789,0.333333,14.315789,10
composed-75-1-2-0_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096,624,0.13253,15.036145,0.181158,0.262333,0.180723,0.228916,48,0.713651,166.641026,158,668,10,0.289157,15.036145,0.052681,10,142,150,10,0.267053,13.3,0.048193,15.307692,10
composed-75-1-2-1_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096,624,0.13253,15.036145,0.181158,0.269018,0.180723,0.289157,37,0.713651,167.740385,159,668,10,0.301205,15.036145,0.058978,10,144,152,10,0.268815,13.375,0.048193,15.428571,10
composed-75-1-2-2_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096,624,0.13253,15.036145,0.181158,0.268823,0.192771,0.277108,48,0.713651,167.009615,158,671,10,0.277108,15.036145,0.052348,10,142,150,10,0.267644,13.421053,0.048193,15.352941,10
composed-75-1-2-3_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096,624,0.144578,15.036145,0.181158,0.254974,0.192771,0.253012,49,0.713651,167.424679,158,679,10,0.277108,15.036145,0.052979,10,144,150,10,0.268309,13.166667,0.048193,15.333333,10
composed-75-1-2-4_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096,624,0.144578,15.036145,0.181158,0.261224,0.180723,0.228916,55,0.713651,167.706731,158,684,10,0.325301,15.036145,0.055368,10,143,150,10,0.268761,13.263158,0.060241,15.176471,10
composed-75-1-25-0_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096,647,0.13253,15.590361,0.187836,0.224882,0.180723,0.228916,37,0.712186,162.530139,158,668,10,0.301205,15.590361,0.049057,10,142,149,10,0.251206,13.166667,0.072289,15.181818,10
composed-75-1-25-1_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096,647,0.13253,15.590361,0.187836,0.226102,0.192771,0.289157,32,0.712186,163.496136,158,668,10,0.301205,15.590361,0.05385,10,142,151,10,0.252699,13.166667,0.084337,15.142857,10
composed-75-1-25-2_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096,647,0.13253,15.590361,0.187836,0.231866,0.192771,0.277108,41,0.712186,162.882535,157,671,10,0.277108,15.590361,0.047426,10,141,150,10,0.25175,13.25,0.048193,15.166667,10
composed-75-1-25-3_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096,647,0.144578,15.590361,0.187836,0.217754,0.192771,0.253012,42,0.712186,163.309119,158,679,10,0.289157,15.590361,0.048807,10,143,149,10,0.25241,13,0.072289,15.125,10
composed-75-1-25-4_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096,647,0.144578,15.590361,0.187836,0.224724,0.192771,0.228916,43,0.712186,163.551777,158,684,10,0.337349,15.590361,0.05098,10,143,150,10,0.252785,13.095238,0.072289,15.047619,10
composed-75-1-25-5_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096,647,0.13253,15.590361,0.187836,0.230807,0.192771,0.26506,32,0.712186,164.139104,158,686,10,0.313253,15.590361,0.054624,10,144,151,10,0.253693,13.230769,0.072289,15,10
composed-75-1-25-6_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096,647,0.13253,15.590361,0.187836,0.244278,0.192771,0.240964,39,0.712186,164.114374,159,681,10,0.313253,15.590361,0.051152,10,144,151,10,0.253654,13.066667,0.072289,15.130435,10
composed-75-1-25-7_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096,647,0.13253,15.590361,0.187836,0.228724,0.192771,0.216867,35,0.712186,163.35085,158,687,10,0.301205,15.590361,0.052368,10,142,150,10,0.252474,13.111111,0.072289,15.071429,10
composed-75-1-25-8_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096,647,0.13253,15.590361,0.187836,0.236119,0.180723,0.289157,41,0.712186,163.162287,158,666,10,0.337349,15.590361,0.051865,10,142,150,10,0.252183,13,0.072289,15.117647,10
composed-75-1-25-9_ext.xml.minion.gz,1,647,0.190126,83,83,83,0.024096,0.024096,647,0.13253,15.590361,0.187836,0.234371,0.192771,0.26506,37,0.712186,162.976816,157,678,10,0.349398,15.590361,0.054463,10,142,150,10,0.251896,13.3,0.060241,15.166667,10
composed-75-1-2-5_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096,624,0.13253,15.036145,0.181158,0.269393,0.192771,0.26506,46,0.713651,168.439103,158,686,10,0.301205,15.036145,0.05787,10,145,151,10,0.269934,13.363636,0.060241,15.214286,10
composed-75-1-2-6_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096,624,0.13253,15.036145,0.181158,0.278807,0.192771,0.240964,50,0.713651,168.258013,159,681,10,0.289157,15.036145,0.054637,10,144,151,10,0.269644,13.181818,0.036145,15.35,10
composed-75-1-2-7_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096,624,0.13253,15.036145,0.181158,0.264417,0.192771,0.216867,35,0.713651,167.490385,158,687,10,0.301205,15.036145,0.057446,10,143,150,10,0.268414,13.3125,0.048193,15.176471,10
composed-75-1-2-8_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096,624,0.13253,15.036145,0.181158,0.277364,0.180723,0.289157,46,0.713651,167.375,158,666,10,0.337349,15.036145,0.055746,10,143,151,10,0.268229,13.210526,0.048193,15.315789,10
composed-75-1-2-9_ext.xml.minion.gz,1,624,0.183368,83,83,83,0.024096,0.024096,624,0.13253,15.036145,0.181158,0.263939,0.192771,0.26506,50,0.713651,167.161859,157,678,10,0.337349,15.036145,0.057385,10,143,150,10,0.267888,13.45,0.060241,15.333333,10
composed-75-1-40-0_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096,662,0.13253,15.951807,0.19219,0.212898,0.192771,0.228916,37,0.711279,160.024169,157,668,10,0.313253,15.951807,0.046377,10,141,149,10,0.241728,13.066667,0.108434,15,10
composed-75-1-40-1_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096,662,0.13253,15.951807,0.19219,0.215697,0.192771,0.289157,32,0.711279,160.91994,158,668,10,0.313253,15.951807,0.050941,10,142,151,10,0.243081,13.136364,0.096386,15,10
composed-75-1-40-2_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096,662,0.13253,15.951807,0.19219,0.224195,0.192771,0.277108,41,0.711279,160.332326,157,671,10,0.289157,15.951807,0.04527,10,141,149,10,0.242194,13.136364,0.048193,15.076923,10
composed-75-1-40-3_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096,662,0.144578,15.951807,0.19219,0.209122,0.192771,0.253012,42,0.711279,160.723565,157,679,10,0.289157,15.951807,0.045655,10,142,149,10,0.242785,12.888889,0.084337,14.947368,10
composed-75-1-40-4_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096,662,0.144578,15.951807,0.19219,0.213297,0.192771,0.228916,42,0.711279,160.944109,158,684,10,0.337349,15.951807,0.048659,10,141,149,10,0.243118,13,0.084337,14.933333,10
composed-75-1-40-5_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096,662,0.13253,15.951807,0.19219,0.220757,0.192771,0.26506,32,0.711279,161.626888,157,686,10,0.313253,15.951807,0.052096,10,143,151,10,0.244149,13.076923,0.096386,14.875,10
composed-75-1-40-6_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096,662,0.13253,15.951807,0.19219,0.23043,0.192771,0.240964,39,0.711279,161.55136,158,681,10,0.325301,15.951807,0.048117,10,143,150,10,0.244035,13,0.096386,15.052632,10
composed-75-1-40-7_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096,662,0.13253,15.951807,0.19219,0.217124,0.192771,0.216867,35,0.711279,160.702417,158,687,10,0.325301,15.951807,0.050111,10,141,149,10,0.242753,13.055556,0.084337,14.909091,10
composed-75-1-40-8_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096,662,0.13253,15.951807,0.19219,0.230956,0.192771,0.289157,39,0.711279,160.57855,157,666,10,0.337349,15.951807,0.050111,10,142,150,10,0.242566,12.916667,0.096386,15,10
composed-75-1-40-9_ext.xml.minion.gz,1,662,0.194534,83,83,83,0.024096,0.024096,662,0.13253,15.951807,0.19219,0.227325,0.192771,0.26506,35,0.711279,160.432024,157,678,10,0.349398,15.951807,0.052696,10,142,149,10,0.242344,13.1875,0.060241,15.090909,10
composed-75-1-80-0_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096,702,0.144578,16.915663,0.203803,0.204861,0.204819,0.228916,36,0.709026,153.69943,157,668,10,0.313253,16.915663,0.041661,10,139,147,10,0.218945,12.75,0.120482,14.666667,10
composed-75-1-80-1_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096,702,0.13253,16.915663,0.203803,0.213763,0.204819,0.289157,32,0.709026,154.625356,157,668,10,0.313253,16.915663,0.049701,10,140,150,10,0.220264,12.818182,0.108434,14.684211,10
composed-75-1-80-2_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096,702,0.144578,16.915663,0.203803,0.221543,0.204819,0.289157,41,0.709026,154.122507,157,671,10,0.289157,16.915663,0.044738,10,139,148,10,0.219548,12.8,0.072289,14.777778,10
composed-75-1-80-3_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096,702,0.144578,16.915663,0.203803,0.207188,0.204819,0.253012,35,0.709026,154.324786,157,679,10,0.301205,16.915663,0.042244,10,140,148,10,0.219836,12.65,0.084337,14.631579,10
composed-75-1-80-4_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096,702,0.144578,16.915663,0.203803,0.211376,0.204819,0.228916,37,0.709026,154.62963,157,684,10,0.337349,16.915663,0.044777,10,140,149,10,0.22027,12.722222,0.120482,14.7,10
composed-75-1-80-5_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096,702,0.13253,16.915663,0.203803,0.215537,0.204819,0.26506,32,0.709026,155.324786,157,686,10,0.313253,16.915663,0.047763,10,141,150,10,0.22126,12.789474,0.096386,14.615385,10
composed-75-1-80-6_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096,702,0.144578,16.915663,0.203803,0.224287,0.192771,0.240964,31,0.709026,155.202279,158,681,10,0.337349,16.915663,0.045088,10,141,150,10,0.221086,12.714286,0.096386,14.75,10
composed-75-1-80-7_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096,702,0.144578,16.915663,0.203803,0.214484,0.204819,0.216867,33,0.709026,154.403134,157,687,10,0.325301,16.915663,0.047543,10,140,148,10,0.219947,12.736842,0.108434,14.666667,10
composed-75-1-80-8_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096,702,0.144578,16.915663,0.203803,0.224434,0.204819,0.289157,34,0.709026,154.324786,157,666,10,0.349398,16.915663,0.046988,10,140,149,10,0.219836,12.636364,0.108434,14.615385,10
composed-75-1-80-9_ext.xml.minion.gz,1,702,0.206289,83,83,83,0.024096,0.024096,702,0.144578,16.915663,0.203803,0.215048,0.204819,0.26506,33,0.709026,154.126781,156,678,10,0.349398,16.915663,0.046614,10,140,148,10,0.219554,12.777778,0.108434,14.777778,10
costasArray-10.xml.minion.convert.minion,1,0,0.176799,54,54,54,0.047962,0.047962,139,0.185185,6.666667,0.173525,0.513473,0.157407,0.185185,56,0.913618,353.884892,475,999,10,0.333333,9.37037,0.082224,19,58,475,19,2.545934,22.25,0.055556,44.75,19
costasArray-11.xml.minion.convert.minion,1,0,0.157692,65,65,65,0.03991,0.03991,170,0.169231,6.784615,0.155266,0.534663,0.138462,0.169231,44,0.913037,357.735294,484,1000,11,0.307692,10.092308,0.075065,21,56,484,21,2.104325,25,0.046154,50.25,21
costasArray-12.xml.minion.convert.minion,1,0,0.142174,77,77,77,0.033741,0.033741,204,0.155844,6.883117,0.140327,0.553993,0.12987,0.155844,43,0.912557,321.970588,436,1000,12,0.285714,10.805195,0.068818,23,43,436,23,1.578287,26.25,0.038961,46.5,23
costasArray-13.xml.minion.convert.minion,1,0,0.129338,90,90,90,0.028907,0.028907,241,0.144444,6.966667,0.127901,0.572873,0.122222,0.144444,37,0.912154,340.298755,469,1000,13,0.266667,11.511111,0.063359,25,37,469,25,1.412028,25.5,0.033333,48,25
costasArray-14.xml.minion.convert.minion,1,0,0.118559,104,104,104,0.025048,0.025048,281,0.134615,7.038462,0.117419,0.590109,0.105769,0.134615,35,0.91181,361.576512,499,1000,14,0.25,12.211538,0.058574,27,45,499,27,1.286749,24.25,0.028846,47.75,27
costasArray-15.xml.minion.convert.minion,1,0,0.109386,119,119,119,0.021916,0.021916,324,0.12605,7.10084,0.108467,0.606573,0.10084,0.12605,32,0.911513,338.407407,466,1000,15,0.235294,12.907563,0.054362,29,41,466,29,1.044467,24,0.02521,43.5,29
costasArray-16.xml.minion.convert.minion,1,0,0.101493,135,135,135,0.019339,0.019339,370,0.118519,7.155556,0.100741,0.621673,0.096296,0.118519,30,0.911254,352.405405,490,1000,16,0.222222,13.6,0.050636,31,38,490,31,0.952447,25,0.022222,44.75,31
costasArray-17.xml.minion.convert.minion,1,0,0.094632,152,152,152,0.017193,0.017193,419,0.111842,7.203947,0.09401,0.635974,0.085526,0.111842,27,0.911026,356.236277,502,1000,17,0.210526,14.289474,0.047325,33,27,502,33,0.850206,29.75,0.019737,48.5,33
costasArray-18.xml.minion.convert.minion,1,0,0.088618,170,170,170,0.015387,0.015387,471,0.105882,7.247059,0.088097,0.649163,0.082353,0.105882,25,0.910824,342.036093,482,1000,18,0.2,14.976471,0.044369,35,25,482,35,0.726191,27.25,0.017647,47.25,35
costasArray-19.xml.minion.convert.minion,1,0,0.083305,189,189,189,0.013851,0.013851,526,0.100529,7.285714,0.082864,0.661621,0.079365,0.100529,22,0.910643,345.31749,489,1000,19,0.190476,15.661376,0.041719,37,22,489,37,0.656497,27.75,0.015873,45.75,37
costasArray-20.xml.minion.convert.minion,1,0,0.078579,209,209,209,0.012535,0.012535,584,0.095694,7.320574,0.078203,0.67317,0.076555,0.095694,19,0.910481,332.133562,471,1000,20,0.181818,16.344498,0.039332,39,19,471,39,0.568722,27.25,0.014354,49.5,39
cril-0_ext.xml.minion.converted.minion,1,34,0.086362,108,108,108,0.053554,0.053554,37,0.092593,1.981481,0.085562,0.523506,0.083333,0.185185,311,0.863237,758.702703,873,966,1,0.203704,9.240741,0.064984,3,654,765,3,20.505478,72,0,82.333333,3
cril-0_ext.xml.minion.converted.minion.gz,1,34,0.086362,108,108,108,0.053554,0.053554,37,0.092593,1.981481,0.085562,0.523506,0.083333,0.185185,311,0.863237,758.702703,873,966,1,0.203704,9.240741,0.064984,3,654,765,3,20.505478,72,0,82.333333,3
cril-2_ext.xml.minion.converted.minion,1,2032,0.094389,208,208,208,0.009615,0.009615,2032,0.067308,19.538462,0.093935,0.120583,0.096154,0.144231,56,0.694066,161.174213,165,665,8,0.168269,19.538462,0.0245,8,148,156,8,0.079318,13.636364,0.019231,15.7,8
cril-3_ext.xml.minion.converted.minion,1,2032,0.094389,208,208,208,0.009615,0.009615,2032,0.067308,19.538462,0.093935,0.116815,0.096154,0.134615,50,0.694066,161.223425,165,674,8,0.153846,19.538462,0.023195,8,148,156,8,0.079342,13.642857,0.024038,15.826087,8
cril-4_ext.xml.minion.converted.minion,1,990,1,45,45,45,0.044444,0.044444,990,0.977778,44,0.977778,1,0.977778,0.977778,0,0.679827,52.512121,69,989,40,0.977778,44,0,40,35,56,40,0.053043,?,0.977778,?,40
cril-5_ext.xml.minion.converted.minion,1,861,1,42,42,42,0.047619,0.047619,861,0.97619,41,0.97619,1,0.97619,0.97619,6,0.701098,53.436702,10,931,9,0.97619,41,0,81,7,7,81,0.062064,?,0.97619,?,81
cril-6_ext.xml.minion.converted.minion,1,153,0.314286,36,36,36,0.058824,0.058824,153,0.305556,9,0.305556,0.563636,0.305556,0.305556,96,0.758096,147.03268,96,984,9,0.305556,11,0,9,96,96,9,0.960998,19.444444,0.305556,20.888889,9
cril-6_ext.xml.minion.converted.minion.gz,1,153,0.314286,36,36,36,0.058824,0.058824,153,0.305556,9,0.305556,0.563636,0.305556,0.305556,96,0.758096,147.03268,96,984,9,0.305556,11,0,9,96,96,9,0.960998,19.444444,0.305556,20.888889,9
