@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC

@DATA
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,1.7881,0.936,0.2542,0.4649,1.795,0.3249,0.3946,1250297,0.0013,0.0718,0.0002,0.0002,0.1855,0,0,1.1736
SAT-Race-2010-CNF/cryptography/mizh/md5_47_4.cnf,1,0.9795,0.6042,0.0385,1.5081,2.37,0.0207,0.4859,153907,0.0486,0.17,0.0002,0.0005,0.1579,0.0001,0,0.5864
SAT_Competition2007/industrial/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,2.7559,3.5766,0.1239,2.933,2.9171,0.1577,3.0638,121498,0.1325,0.1488,0.0095,0.0115,0.1811,0.0001,0.0001,4.5758
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/een-tip-sat-texas-tp-5e.cnf,1,2.7663,0.3643,0.2119,389.9783,2.4006,0.26,0.3581,190,0.1797,0.2421,0.0737,0.1263,0.7397,0.0376,0.0158,0.3997
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc979.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,1.9915,1.0662,0.343,0.4987,3.5804,0.2315,1.0311,217487,0.0335,0.0089,0.0041,0.0081,0.2159,0.0015,0,0.7924
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,2.9439,0.7411,0.1483,0.8793,3.0927,0.2256,0.6533,956610,0.0476,0.1442,0,0.0001,0.092,0,0,0.8457
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/smulo/smulo128.cnf,1,1.5792,2.3165,0.0623,0.9303,1.3679,0.14,2.9028,423113,0.047,0.2308,0.0015,0.0024,0.2259,0,0,2.7014
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-06.cnf,1,3.0833,6.3716,0.1756,8.3929,3.1792,0.1533,1.0265,39769,0.1221,0.124,0.005,0.1799,0.291,0.0002,0.0001,1.0703
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0.0208,0.0048,0.0018,0,0.7049,0.5246,0.0821,96849,0,0.0075,0.0036,0.0036,0,0.0036,0.0011,0.0049
SAT-Race-2010-CNF/software-verification/nec/hard-12-U-7061.cnf,1,3.0545,2.717,0.1789,4.575,3.1389,0.1565,2.3827,469864,0.3043,0.1626,0.004,0.0093,0.5,0,0,1.7805
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,2.4104,0.3073,0.107,0.6028,2.1708,0.1438,0.8175,8185,0.0846,0.2744,0.0017,0.0034,0.2851,0.0006,0.0006,0.3068
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,3.3371,0.7639,0.1523,1.4649,3.4336,0.166,0.6814,262415,0.087,0.1615,0.0002,0.0007,0.734,0,0,0.7294
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,2.898,0.5067,0.1634,1.092,2.5698,0.2637,0.4918,708950,0.0309,0.176,0,0.0001,0.1437,0,0,0.5009
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-03-k70.cnf,1,3.2012,1.0954,0.1515,1.7354,3.35,0.1647,0.9265,161316,0.1265,0.1583,0.0007,0.0016,1,0.0001,0,0.9948
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.13.unsat.cnf,1,2.0668,0.3043,0.0855,0.4523,2.4131,0.0767,0.6218,5732,0.0705,0.2415,0.0045,0.0047,0.3217,0.0009,0.0009,0.6175
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq46_a.cnf,1,3.2107,4.4955,0.2747,0.3494,3.6972,0.3119,3.3508,4476715,0.1877,0.0542,0.0021,0.0043,0.5,0,0,3.8472
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,2.4662,1.9632,0.0839,60.4803,3.8985,0.0627,0.6437,253406,0.1939,0.0172,0.0007,0.0172,0.3164,0.0001,0,1.5393
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-15-10p1.cnf,1,2.9748,0.7018,0.1488,0.9494,3.0684,0.2222,0.6028,672994,0.0404,0.1526,0.0001,0.0001,0.0891,0,0,0.8388
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,1.7409,1.6876,0.0857,1.9529,2.1363,0.0871,2.1062,277731,0.0533,0.2195,0.0015,0.0038,0.2799,0,0,1.6966
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_17_SAT.cnf,1,2.3006,1.1077,0.3399,0.5092,3.603,0.2403,1.0142,214037,0.038,0.0084,0.0043,0.0084,0.2182,0.0016,0,0.826
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,3.1361,0.7375,0.1844,2.9247,3.1318,0.1911,0.8213,67060,0.2465,0.2148,0.0014,0.0043,0.5,0.0001,0.0001,0.837
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-05r-k90.cnf,1,3.5313,1.0796,0.1632,1.3152,3.7291,0.1896,0.9054,615038,0.0634,0.1265,0.0002,0.0004,0.277,0,0,1.0932
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,1.5172,2.3027,0.2054,0.1724,1.7602,0.3748,1.109,39932,0.0678,0.1012,0.0124,0.0129,0.1545,0.0009,0.0005,2.7757
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-26.cnf,1,1.9086,1.1725,0.1099,0.9492,2.5474,0.0747,1.9705,60741,0.1051,0.1836,0.016,0.0164,0.257,0.0002,0.0001,1.9485
SAT_Competition2011/SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,3.8051,0.5241,0.1983,1.9864,3.6566,0.5433,0.4914,1690,0.1345,0.087,0.0284,0.0438,0.3971,0.0114,0.003,0.4105
SAT_Competition2007/industrial/industrial/grieu/vmpc_34.cnf,1,0.2903,0.0034,0.0013,0,0.6027,0.5274,0.0747,194072,0,0.006,0.0023,0.0023,0,0.0023,0.0007,0.0035
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,1.8378,1.5018,0.0511,0.0814,4.8793,0.0301,1.1167,770007,0.1731,0.043,0.0006,0.001,0.3589,0,0,2.3847
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,2.0429,2.2135,0.1846,1.7003,2.0559,0.1645,1.7792,190843,0.1749,0.1969,0.0011,0.0032,0.2478,0,0,2.0838
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,2.5713,3.1498,0.1284,1.1404,2.5751,0.1289,2.7875,19862,0.1064,0.1818,0.1203,0.1557,0.2634,0.0005,0.0003,4.4282
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,4.2266,6.6361,0.2828,0.122,5.2325,0.57,4.0607,5548259,0.2505,0.0143,0.005,0.0078,1,0,0,6.4636
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_06_UNSAT.cnf,1,2.515,1.0478,0.2868,0.8421,3.9633,0.3248,0.8072,46872,0.0039,0.0114,0.0129,0.0252,0.1135,0.0048,0.0001,0.8402
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,3.1716,1.4024,0.1633,3.2919,3.0882,0.3584,1.8273,58780,0.1249,0.1159,0.0042,0.0043,1,0.0002,0,1.1443
SAT_RACE2006/SAT-Race_TS_2/velev-sss-1.0-05.cnf,1,3.6462,1.3267,0.1769,0.4155,3.9018,0.2019,1.0929,11738,0.0903,0.0912,0.0262,0.0597,0.4311,0.0016,0.0007,1.1325
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,2.991,0.9157,0.1074,2.0286,3.0819,0.1458,0.8975,167814,0.0829,0.1947,0.0004,0.0011,0.2229,0,0,0.9093
SAT_RACE2008/manol-pipe-c8nidw.cnf,1,2.7561,1.7579,0.1501,5.1973,2.8551,0.1748,1.6079,340883,0.1493,0.1274,0.0032,0.0065,0.4632,0,0,2.1701
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-27r-k95.cnf,1,3.3709,1.0148,0.1394,2.0368,3.4735,0.1774,0.7236,172488,0.1081,0.1448,0.0004,0.0009,0.3508,0.0001,0,0.9187
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g10idw.cnf,1,2.7719,1.4065,0.1528,4.9421,3.0084,0.1721,1.3212,223804,0.1441,0.1309,0.0013,0.0025,0.4582,0,0,1.7832
SAT_RACE2008/anbul-dated-5-15-u.cnf,1,3.1086,0.4931,0.1578,2.2512,2.7792,0.2459,0.49,274294,0.0319,0.1704,0.0001,0.0001,0.2023,0,0,0.4839
SAT_Competition2011/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,3.7986,4.1274,0.249,7.3823,4.1473,0.249,2.3254,600262,0.1091,0.0718,0.0077,0.0079,0.3646,0.0001,0,5.6882
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-uns-2.0-02.cnf,1,4.0364,3.9504,0.2563,0.3455,4.305,0.3185,2.8409,518020,0.2332,0.0633,0.0149,0.0292,0.4806,0.0001,0,3.3515
SAT_Competition2011/SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,2.1014,0.2977,0.0924,0.4448,2.4462,0.0784,0.569,4024,0.0724,0.2408,0.0055,0.006,0.3216,0.0013,0.0012,0.578
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,3.001,10.3165,0.1209,2.7759,2.976,0.1626,8.9522,885495,0.1556,0.1524,0.0109,0.0144,0.3151,0,0,13.7478
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,3.0313,2.591,0.1727,4.7455,3.1201,0.1528,2.0724,397874,0.1291,0.1619,0.0041,0.0094,0.4958,0,0,1.7458
SAT_RACE2008/cmu-bmc-barrel6.cnf,1,1.4903,0.5465,0.2281,2.8433,1.6525,0.1338,0.9232,4529,0.205,0.1325,0.0475,0.0508,0.3335,0.0028,0.0015,0.9029
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,1.2747,2.2361,0.056,1.0284,2.5795,0.0342,3.2568,755157,0.0869,0.1892,0.0069,0.0074,0.2705,0,0,3.138
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,2.0088,2.0667,0.2432,8.8561,2.7583,0.1607,1.4935,63354,0.2035,0.0869,0.0021,0.011,0.4697,0.0002,0.0001,2.2279
SAT_RACE2008/ibm-2002-22r-k80.cnf,1,3.6848,1.1994,0.1665,2.0968,3.6656,0.22,0.9804,477950,0.1085,0.1378,0.0003,0.0007,0.4742,0,0,1.2184
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,2.2843,2.378,0.1814,1.7447,2.1095,0.1641,3.0828,341039,0.1325,0.214,0.0009,0.0021,0.4592,0,0,1.6769
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,3.2097,0.645,0.1632,2.431,3.2614,0.2024,0.5834,554949,0.036,0.1247,0.0001,0.0001,0.2529,0,0,0.691
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,3.1276,1.3232,0.1606,4.6628,3.3463,0.1892,1.189,39647,0.1525,0.1428,0.0066,0.0147,0.4309,0.0003,0.0001,1.4277
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,2.7545,10.6282,0.2412,6.4486,2.6179,0.2221,12.4845,861225,0.0867,0.1567,0.0211,0.0215,0.305,0,0,15.7756
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04.cnf,1,3.988,2.2171,0.2225,0.3753,3.9397,0.3439,1.5991,62239,0.071,0.0811,0.0103,0.0225,0.2072,0.0003,0.0001,1.8252
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_14_UNSAT.cnf,1,2.5069,1.1474,0.2967,0.5663,4.0692,0.2609,1.0213,298711,0.035,0.0063,0.0044,0.0088,0.1938,0.0015,0,0.8901
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,2.9827,5.21,0.2785,0.3551,3.5214,0.3076,3.7711,9564224,0.1777,0.0503,0.0016,0.0032,0.5,0,0,4.4882
SAT_RACE2006/SAT-Race-Benchmarks/maris-s03-gripper11.cnf,1,1.7838,0.6808,0.2615,0.0948,1.3235,0.473,0.5187,24833,0.1007,0.1185,0.0027,0.003,0.3144,0.0006,0.0003,0.8424
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,2.8965,0.7117,0.1478,0.9512,3.0005,0.2293,0.6325,667154,0.0499,0.1536,0.0001,0.0001,0.0912,0,0,0.8427
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-5.cnf,1,0.9786,0.6044,0.0385,1.5062,2.368,0.0207,0.486,154025,0.0483,0.17,0.0002,0.0005,0.1579,0.0001,0,0.5867
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,1.3643,3.3383,0.2358,0.4432,1.3872,0.3598,0.7623,3416174,0.4215,0.1467,0.0004,0.0004,0.5906,0,0,4.0093
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,2.9027,0.7304,0.1493,0.8771,3.068,0.2236,0.6447,942285,0.0461,0.1468,0,0.0001,0.0861,0,0,0.8378
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p0.cnf,1,2.8561,0.7408,0.148,0.8585,3.004,0.2256,0.6555,822458,0.0472,0.1469,0.0001,0.0001,0.0812,0,0,0.8492
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.0-7.cnf,1,4.2533,2.8108,0.2722,0.1531,4.8616,0.4721,2.1164,700461,0.3483,0.0302,0.0075,0.016,0.5,0.0001,0,2.2581
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,1.7972,18.3064,0.1574,2.2681,1.3348,0.3221,5.2702,2172391,0.2967,0.2059,0.014,0.014,0.5,0,0,23.6939
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_07_UNSAT.cnf,1,2.6432,1.1087,0.2785,0.7736,4.1354,0.3085,0.8371,62548,0.0068,0.0102,0.0109,0.0215,0.114,0.0041,0.0001,0.8838
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,2.1014,0.2977,0.0924,0.4448,2.4462,0.0784,0.569,4024,0.0724,0.2408,0.0055,0.006,0.3216,0.0013,0.0012,0.578
SAT_RACE2008/velev-engi-uns-1.0-4nd.cnf,1,4.0084,2.2027,0.2222,0.3709,3.9501,0.3446,1.5913,63162,0.0692,0.0808,0.0102,0.0222,0.2146,0.0003,0.0001,1.8082
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,2.8812,0.7743,0.1826,1.9496,2.7661,0.1738,0.9761,6879,0.1333,0.2105,0.007,0.0134,0.3748,0.001,0.0007,0.684
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,2.8874,0.4687,0.1619,1.1247,2.586,0.2659,0.469,481892,0.032,0.1804,0.0001,0.0001,0.1348,0,0,0.4721
SAT_RACE2008/velev-fvp-sat-3.0-b18.cnf,1,3.9795,1.1802,0.2971,0.1674,5.0005,0.3856,1.8787,998062,0.4959,0.0308,0.0012,0.0022,0.5,0.0001,0,1.2442
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_33.cnf,1,0.2896,0.0037,0.0013,0,0.6187,0.5271,0.0806,177375,0,0.0061,0.0024,0.0024,0,0.0024,0.0007,0.0037
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,2.7463,0.8846,0.1553,1.8066,3.2592,0.1197,1.5383,15594,0.1321,0.1714,0.0076,0.0149,0.2424,0.0006,0.0003,0.8339
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,2.9565,0.7413,0.1492,0.8797,3.1284,0.227,0.649,959954,0.0406,0.1437,0,0.0001,0.0818,0,0,0.8533
SAT_Competition2007/industrial/industrial/grieu/vmpc_33.cnf,1,0.2896,0.0037,0.0013,0,0.6187,0.5271,0.0806,177375,0,0.0061,0.0024,0.0024,0,0.0024,0.0007,0.0037
SAT_RACE2006/SAT-Race-Benchmarks/hoons-vbmc-lucky7.cnf,1,2.5999,0.9233,0.1054,3.5422,2.5722,0.1359,0.7244,10749,0.0481,0.1742,0.0052,0.0127,0.1473,0.0007,0.0006,1.0879
SAT-Race-2010-CNF/mixed/palacios/safe-30-h30-sat.cnf,1,4.1022,1.8208,0.2886,17.9275,5.1732,0.3766,0.8275,169803,0.1625,0.0422,0.0088,0.0094,0.2877,0.0007,0,2.1941
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-17-s100.cnf,1,2.3715,0.8034,0.1527,1.3403,2.4723,0.1833,0.7572,55620,0.0559,0.2406,0.0016,0.0019,0.1711,0.0002,0.0001,0.9445
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,3.4699,0.9905,0.1577,2.2694,3.5424,0.1927,0.8101,89610,0.0837,0.1487,0.0013,0.0027,0.2227,0.0001,0,0.933
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,3.3994,1.1783,0.1665,4.5996,3.5508,0.2031,1.0157,18246,0.1511,0.1489,0.0098,0.0205,0.434,0.0006,0.0003,1.2256
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c10ni_s.cnf,1,2.794,1.9909,0.1482,5.3172,2.8564,0.1791,1.7676,257392,0.143,0.1259,0.0062,0.0126,0.4606,0,0,2.3924
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,1.7572,0.9364,0.2545,0.423,1.7597,0.3251,0.3903,1504697,0.0013,0.0716,0.0001,0.0001,0.1855,0,0,1.174
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,2.2615,2.3906,0.1816,1.7535,2.0957,0.1641,3.0913,340394,0.1327,0.2139,0.0009,0.0021,0.4589,0,0,1.6885
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,3.1127,0.5379,0.1573,2.0774,2.8292,0.2452,0.5205,357793,0.032,0.1666,0.0001,0.0001,0.2025,0,0,0.5231
SAT_RACE2006/SAT-Race-Benchmarks/velev-npe-1.0-9dlx-b71.cnf,1,3.7126,21.9085,0.2114,0.0107,3.5991,0.3747,0.7385,14559286,0.0318,0.0604,0.0078,0.0156,0.5,0,0,17.599
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,2.258,2.0456,0.2443,1.5443,2.4165,0.2024,1.7878,96592,0.2402,0.1805,0.0015,0.0041,0.2404,0.0001,0.0001,2.2911
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,1.8815,0.5042,0.0733,0.8159,1.8641,0.0927,0.5848,10390,0.0488,0.2468,0.0038,0.0099,0.2792,0.0005,0.0005,0.7591
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.1-b7.cnf,1,4.0372,3.3798,0.3273,0.7117,5.2303,0.5141,2.3481,4556496,0.3607,0.0178,0.0011,0.0043,0.5,0,0,2.4637
SAT_RACE2008/simon-s02b-r4b1k1.1.cnf,1,2.4435,1.552,0.1231,0.1466,2.6774,0.1386,0.5487,14244,0.0259,0.1484,0.0072,0.016,0.0827,0.0006,0.0013,1.6283
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h13-unsat.cnf,1,3.0197,10.2453,0.122,2.7808,2.9826,0.1642,8.9129,791939,0.1546,0.1522,0.0121,0.0162,0.2865,0,0,13.6504
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-08.cnf,1,4.2548,7.0241,0.278,0.1149,5.4556,0.5892,4.3722,8714597,0.232,0.0121,0.0043,0.0065,0.5,0,0,6.6959
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.8221,0.5124,0.0382,1.4334,2.5577,0.0189,0.5197,120346,0.0447,0.171,0.0002,0.0005,0.2106,0.0001,0,0.5015
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-03.cnf,1,3.9568,9.1721,0.2553,0.0817,3.8964,0.4439,1.0806,3562116,0.1897,0.0584,0.0056,0.0111,0.5,0,0,7.2701
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,2.8426,0.5454,0.1638,0.9868,2.569,0.2625,0.5132,868292,0.0292,0.1733,0,0,0.1345,0,0,0.5361
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,3.7986,4.1274,0.249,7.3823,4.1473,0.249,2.3254,600262,0.1091,0.0718,0.0077,0.0079,0.3646,0.0001,0,5.6882
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0.0208,0.0048,0.0018,0,0.7049,0.5246,0.0821,96849,0,0.0075,0.0036,0.0036,0,0.0036,0.0011,0.0049
SAT_Competition2011/SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,2.7419,1.5285,0.1566,5.3701,2.9248,0.1818,1.4052,326692,0.1489,0.1264,0.0009,0.0018,0.4548,0,0,1.978
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor032.cnf,1,2.6553,1.1732,0.1884,2.0878,2.6279,0.1696,1.4183,26089,0.1293,0.2016,0.0035,0.0069,0.4094,0.0003,0.0002,0.954
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw.cnf,1,2.8815,1.5498,0.152,4.9549,3.0297,0.1754,1.4618,193112,0.1484,0.1314,0.0038,0.0076,0.4708,0.0001,0,1.8531
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,2.9811,0.6468,0.1211,2.3087,3.1383,0.1334,0.7301,123342,0.1526,0.2009,0.0003,0.0007,0.3296,0.0001,0,0.6579
SAT_Competition2009/APPLICATION/SAT_RACE06/goldb-heqc-term1mul.cnf,1,2.0588,2.5098,0.0714,0.0037,1.94,0.1588,1.5425,22219,0.0836,0.1571,0.0095,0.0398,0.312,0.0002,0.0003,2.3714
SAT-Race-2010-CNF/software-verification/bitverif/countbitsrotate128.cnf,1,1.3426,1.8172,0.0613,0.8011,1.3619,0.0883,1.8764,316116,0.0466,0.2434,0.0008,0.0017,0.2788,0,0,2.1381
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_11_UNKNOWN.cnf,1,2.5209,1.1276,0.2952,0.5949,3.9104,0.2643,0.9468,113182,0.0251,0.0096,0.0068,0.0135,0.2033,0.0025,0.0001,0.8723
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-col400-16.cnf,1,2.0674,0.6317,0.1058,3.0054,2.224,0.1052,0.9383,300018,0.0877,0.2383,0.0002,0.0003,0.2314,0,0,0.67
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,2.3619,1.1364,0.2908,0.6418,4.085,0.2672,0.9143,86161,0.0218,0.0101,0.0084,0.0166,0.1681,0.0031,0.0001,0.894
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10nid.cnf,1,2.7281,1.5324,0.151,5.0919,2.9134,0.1737,1.4281,276775,0.1498,0.1291,0.0015,0.0033,0.4629,0,0,1.912
SAT-Race-2010-CNF/cryptography/mizh/md5_48_1.cnf,1,0.971,0.6086,0.0385,1.5064,2.362,0.0205,0.4883,157343,0.0485,0.1696,0.0002,0.0005,0.1579,0.0001,0,0.591
SAT_RACE2008/mizh-sha0-35-4.cnf,1,0.8469,0.5097,0.0385,1.4471,2.571,0.0194,0.5183,115693,0.0447,0.172,0.0002,0.0005,0.2106,0.0001,0,0.4982
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-live-uns-2.0-ebuf.cnf,1,4.0345,2.8046,0.215,0.2705,4,0.3239,1.7213,154193,0.0557,0.0747,0.009,0.0157,0.4734,0.0002,0,2.5229
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,3.0656,0.4014,0.1564,2.0536,2.6714,0.2554,0.4245,280610,0.0321,0.1832,0.0001,0.0001,0.2008,0,0,0.4241
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,0.9713,0.6084,0.0385,1.5069,2.3624,0.0205,0.4882,157313,0.0485,0.1696,0.0002,0.0005,0.1579,0.0001,0,0.5909
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-dp11u10.cnf,1,2.9669,0.5915,0.1062,3.3321,2.9766,0.1407,0.5417,10352,0.0906,0.2051,0.0036,0.009,0.1985,0.0007,0.0005,0.6233
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1138.cnf,1,1.7663,5.2283,0.0959,2.6083,2.071,0.0881,2.8318,198589,0.1241,0.2103,0.0121,0.0428,1,0,0,3.8398
