@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 15'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC

@DATA
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_80_4.dzn,1,2.518319,1.518709,0.658454,24.253497,0,160,1.658197,-1,12801,0,156.217092,24.253497,0.012499,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_4.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_1.dzn,1,2.073361,0.181995,5.494649,1.161539,0,40,11.39239,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_80_7.dzn,1,2.518241,1.518709,0.658454,24.253497,0,160,1.658145,-1,12801,0,156.21678,24.253497,0.012499,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_80_8.dzn,1,2.518319,1.518709,0.658454,24.253497,0,160,1.658197,-1,12801,0,156.217092,24.253497,0.012499,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_20_10.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_80_9.dzn,1,2.518475,1.518709,0.658454,24.253497,0,160,1.658299,-1,12801,0,156.216624,24.253497,0.012499,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_80_6.dzn,1,2.518397,1.518709,0.658454,24.253497,0,160,1.658248,-1,12801,0,156.21678,24.253497,0.012499,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_80_9.dzn,1,2.518475,1.518709,0.658454,24.253497,0,160,1.658299,-1,12801,0,156.216624,24.253497,0.012499,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_3.dzn,1,2.045266,0.095264,10.497105,1.106282,0,80,21.469369,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_100_10.dzn,1,2.514774,1.514974,0.660077,24.253497,0,200,1.659945,-1,20001,0.000001,196.223339,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_100_1.dzn,1,2.514924,1.514974,0.660077,24.253497,0,200,1.660044,-1,20001,0.000001,196.223039,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_100_3.dzn,1,2.514774,1.514974,0.660077,24.253497,0,200,1.659945,-1,20001,0.000001,196.223339,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_10.dzn,1,2.045266,0.095264,10.497105,1.106282,0,80,21.469369,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_1.dzn,1,2.042943,0.095264,10.497105,1.106282,0,80,21.444986,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_100_5.dzn,1,2.514824,1.514974,0.660077,24.253497,0,200,1.659978,-1,20001,0.000001,196.223239,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_100_4.dzn,1,2.514924,1.514974,0.660077,24.253497,0,200,1.660044,-1,20001,0.000001,196.223039,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_80_5.dzn,1,2.518553,1.518709,0.658454,24.253497,0,160,1.658351,-1,12801,0,156.216624,24.253497,0.012499,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_8.dzn,1,2.077689,0.181995,5.494649,1.161539,0,40,11.416171,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_3.dzn,1,2.041782,0.095264,10.497105,1.106282,0,80,21.432795,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_6.dzn,1,2.044104,0.095264,10.497105,1.106282,0,80,21.457178,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_8.dzn,1,2.04062,0.095264,10.497105,1.106282,0,80,21.420603,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_100_8.dzn,1,2.514774,1.514974,0.660077,24.253497,0,200,1.659945,-1,20001,0.000001,196.223339,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_100_7.dzn,1,2.514924,1.514974,0.660077,24.253497,0,200,1.660044,-1,20001,0.000001,196.223039,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_9.dzn,1,2.042943,0.094103,10.626658,1.106282,0,80,21.709658,0.105013,34441,0.001867,-1,2,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_7.dzn,1,2.069033,0.181995,5.494649,1.161539,0,40,11.368609,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_20_10.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_20_1.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_5.dzn,1,2.041782,0.095264,10.497105,1.106282,0,80,21.432795,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_3.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_2.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_5.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_20_5.dzn,1,2.077689,0.181995,5.494649,1.161539,0,40,11.416171,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_7.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_2.dzn,1,2.045266,0.095264,10.497105,1.106282,0,80,21.469369,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_20_5.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_20_4.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_100_2.dzn,1,2.514774,1.514974,0.660077,24.253497,0,200,1.659945,-1,20001,0.000001,196.223339,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_9.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_10.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_2.dzn,1,2.514674,1.514974,0.660077,24.253497,0,200,1.659879,-1,20001,0.000001,196.223239,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_1.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_3.dzn,1,2.514774,1.514974,0.660077,24.253497,0,200,1.659945,-1,20001,0.000001,196.223239,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_1.dzn,1,2.514774,1.514974,0.660077,24.253497,0,200,1.659945,-1,20001,0.000001,196.223139,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_4.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_2.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_20_7.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_3.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_1.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_80_1.dzn,1,2.518475,1.518709,0.658454,24.253497,0,160,1.658299,-1,12801,0,156.21678,24.253497,0.012499,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_7.dzn,1,2.514774,1.514974,0.660077,24.253497,0,200,1.659945,-1,20001,0.000001,196.223139,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_20_10.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_20_1.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_4.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_6.dzn,1,2.514774,1.514974,0.660077,24.253497,0,200,1.659945,-1,20001,0.000001,196.223239,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_20_9.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_5.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_7.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_9.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_2.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_3.dzn,1,2.082017,0.181995,5.494649,1.161539,0,40,11.439952,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_4.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_5.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_10.dzn,1,2.514874,1.514974,0.660077,24.253497,0,200,1.660011,-1,20001,0.000001,196.223139,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_8.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_6.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_7.dzn,1,2.04062,0.095264,10.497105,1.106282,0,80,21.420603,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_9.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_5.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_100_6.dzn,1,2.514824,1.514974,0.660077,24.253497,0,200,1.659978,-1,20001,0.000001,196.223239,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_6.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_9.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_8.dzn,1,2.514874,1.514974,0.660077,24.253497,0,200,1.660011,-1,20001,0.000001,196.223139,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_8.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_9.dzn,1,2.514824,1.514974,0.660077,24.253497,0,200,1.659978,-1,20001,0.000001,196.223139,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_1.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_2.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_4.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_3.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_10.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_5.dzn,1,2.514924,1.514974,0.660077,24.253497,0,200,1.660044,-1,20001,0.000001,196.223039,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_10.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_4.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_9.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_7.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_2.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_1.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_9.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_10.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_1.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_4.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_10.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_5.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_2.dzn,1,2.082017,0.181995,5.494649,1.161539,0,40,11.439952,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_5.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_10.dzn,1,2.514724,1.514974,0.660077,24.253497,0,200,1.659912,-1,20001,0.000001,196.223439,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_2.dzn,1,2.514624,1.514974,0.660077,24.253497,0,200,1.659846,-1,20001,0.000001,196.223439,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_3.dzn,1,2.514774,1.514974,0.660077,24.253497,0,200,1.659945,-1,20001,0.000001,196.223239,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_10.dzn,1,2.045266,0.095264,10.497105,1.106282,0,80,21.469369,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_5.dzn,1,2.514824,1.514974,0.660077,24.253497,0,200,1.659978,-1,20001,0.000001,196.223239,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_7.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_8.dzn,1,2.086345,0.181995,5.494649,1.161539,0,40,11.463734,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_7.dzn,1,2.514724,1.514974,0.660077,24.253497,0,200,1.659912,-1,20001,0.000001,196.223239,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_9.dzn,1,2.514774,1.514974,0.660077,24.253497,0,200,1.659945,-1,20001,0.000001,196.223239,24.253497,0.01,1,5000000.25
benchmarks/bacp/bacp-13.mzn_AND_NODATA,1,3.248343,1.032126,0.968874,6.629357,5,50,3.147233,2.670335,1011,0.450858,10.470678,2,0.025497,0.530632,0.384615
benchmarks/bacp/bacp-12.mzn_AND_NODATA,1,3.259561,1.037736,0.963636,6.629357,5,50,3.141032,2.670335,1011,0.453239,5.285569,2,0.025497,0.53317,0.37037
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_8.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_1.dzn,1,2.042943,0.095264,10.497105,1.106282,0,80,21.444986,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/bacp/bacp-16.mzn_AND_NODATA,1,3.247323,1.031617,0.969352,6.629357,5,50,3.1478,2.670335,1011,0.450633,5.326364,2,0.025497,0.5304,0.333333
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_4.dzn,1,2.514874,1.514974,0.660077,24.253497,0,200,1.660011,-1,20001,0.000001,196.223139,24.253497,0.01,1,5000000.25
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_10.dzn,1,2.046427,0.095264,10.497105,1.106282,0,80,21.48156,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_3.dzn,1,2.082017,0.181995,5.494649,1.161539,0,40,11.439952,0.139449,4621,0.005566,-1,1,0.008656,1,0.666667
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_3.dzn,1,2.044104,0.095264,10.497105,1.106282,0,80,21.457178,0.105013,34441,0.001855,-1,1,0.002323,1,0.666667
