@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC

@DATA
normalized-lei450-15d-12.xml.mzn_AND_NODATA,1,37.222222,0.026866,74.444444,7.169925,74.444444
normalized-geo50-20-d4-75-46_ext.xml.mzn_AND_NODATA,1,42.130476,0.023736,84.260952,2.075094,84.260952
normalized-frb45-21-1_ext.xml.mzn_AND_NODATA,1,51.374747,0.019465,102.749495,2.063029,102.749495
normalized-frb45-21-5_ext.xml.mzn_AND_NODATA,1,50.748485,0.019705,101.49697,2.063807,101.49697
normalized-magicSquare-16_glb.xml.mzn_AND_NODATA,1,0.136719,7.314286,3.125,182.857143,255
normalized-lei450-25b-22.xml.mzn_AND_NODATA,1,18.362222,0.05446,36.724444,8.918863,36.724444
normalized-lei450-25b-24.xml.mzn_AND_NODATA,1,18.362222,0.05446,36.724444,9.169925,36.724444
normalized-magicSquare-17_glb.xml.mzn_AND_NODATA,1,0.128028,7.810811,3.117647,199.070488,288
normalized-lei450-25a-24.xml.mzn_AND_NODATA,1,18.355556,0.054479,36.711111,9.169925,36.711111
normalized-lei450-25c-24.xml.mzn_AND_NODATA,1,38.54,0.025947,77.08,9.169925,77.08
normalized-magicSquare-10_glb.xml.mzn_AND_NODATA,1,0.23,4.347826,3.2,92.43626,99
normalized-magicSquare-20_glb.xml.mzn_AND_NODATA,1,0.1075,9.302326,3.1,249.26469,399
normalized-langford-4-19.xml.mzn_AND_NODATA,1,38.25,0.026144,76.5,12.495855,75
normalized-magicSquare-9_glb.xml.mzn_AND_NODATA,1,0.259259,3.857143,3.222222,78.795279,80
normalized-lei450-15d-13.xml.mzn_AND_NODATA,1,37.222222,0.026866,74.444444,7.400879,74.444444
normalized-magicSquare-11_glb.xml.mzn_AND_NODATA,1,0.206612,4.84,3.181818,106.550494,120
normalized-magicSquare-18_glb.xml.mzn_AND_NODATA,1,0.12037,8.307692,3.111111,215.553046,323
normalized-lemma-66-4.xml.mzn_AND_NODATA,1,1.45,0.689655,4.35,4.337931,8.7
normalized-fischer-10-8-fair.xml.mzn_AND_NODATA,1,0.950774,1.051774,2.691214,14.044626,5.004726
normalized-magicSquare-15_glb.xml.mzn_AND_NODATA,1,0.146667,6.818182,3.133333,166.93078,224
normalized-lei450-25d-23.xml.mzn_AND_NODATA,1,38.722222,0.025825,77.444444,9.047124,77.444444
normalized-lemma-67-4.xml.mzn_AND_NODATA,1,1.450816,0.689267,4.352448,4.337793,8.704896
normalized-lei450-25c-20.xml.mzn_AND_NODATA,1,38.54,0.025947,77.08,8.643856,77.08
normalized-magicSquare-8_glb.xml.mzn_AND_NODATA,1,0.296875,3.368421,3.25,65.684211,63
normalized-magicSquare-7_glb.xml.mzn_AND_NODATA,1,0.346939,2.882353,3.285714,53.174605,48
normalized-miles1000-20.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,8.643856,50.25
normalized-lemma-50-9-mod.xml.mzn_AND_NODATA,1,24.32,0.041118,48.64,6.33985,48.64
normalized-lei450-25d-10.xml.mzn_AND_NODATA,1,38.722222,0.025825,77.444444,6.643856,77.444444
normalized-lei450-25c-10.xml.mzn_AND_NODATA,1,38.54,0.025947,77.08,6.643856,77.08
normalized-magicSquare-13_glb.xml.mzn_AND_NODATA,1,0.171598,5.827586,3.153846,136.02306,168
normalized-lemma-30-9-mod.xml.mzn_AND_NODATA,1,14.333333,0.069767,28.666667,6.33985,28.666667
normalized-lemma-100-9-mod.xml.mzn_AND_NODATA,1,49.33,0.020272,98.66,6.33985,98.66
normalized-lei450-25c-22.xml.mzn_AND_NODATA,1,38.54,0.025947,77.08,8.918863,77.08
normalized-miles1000-15.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,7.813781,50.25
normalized-lei450-25c-23.xml.mzn_AND_NODATA,1,38.54,0.025947,77.08,9.047124,77.08
normalized-lei450-25d-15.xml.mzn_AND_NODATA,1,38.722222,0.025825,77.444444,7.813781,77.444444
normalized-miles500-15.xml.mzn_AND_NODATA,1,9.140625,0.109402,18.28125,7.813781,18.28125
normalized-miles250-6.xml.mzn_AND_NODATA,1,3.023438,0.330749,6.046875,5.169925,6.046875
normalized-lei450-25d-25.xml.mzn_AND_NODATA,1,38.722222,0.025825,77.444444,9.287712,77.444444
normalized-magicSquare-19_glb.xml.mzn_AND_NODATA,1,0.113573,8.804878,3.105263,232.289109,360
normalized-miles1500-40.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,10.643856,81.21875
normalized-miles1500-50.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,11.287712,81.21875
normalized-lei450-25c-25.xml.mzn_AND_NODATA,1,38.54,0.025947,77.08,9.287712,77.08
normalized-miles1500-55.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,11.562719,81.21875
normalized-lei450-05a-05.xml.mzn_AND_NODATA,1,12.697778,0.078754,25.395556,4.643856,25.395556
normalized-miles1500-70.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,12.258566,81.21875
normalized-miles1500-71.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,12.299494,81.21875
normalized-miles1000-41.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,10.715104,50.25
normalized-miles1500-72.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,12.33985,81.21875
normalized-miles500-19.xml.mzn_AND_NODATA,1,9.140625,0.109402,18.28125,8.495855,18.28125
normalized-miles1000-25.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,9.287712,50.25
normalized-miles1500-10.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,6.643856,81.21875
normalized-miles250-7.xml.mzn_AND_NODATA,1,3.023438,0.330749,6.046875,5.61471,6.046875
normalized-miles1000-38.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,10.495855,50.25
normalized-miles750-15.xml.mzn_AND_NODATA,1,16.507813,0.060577,33.015625,7.813781,33.015625
normalized-lei450-15d-15.xml.mzn_AND_NODATA,1,37.222222,0.026866,74.444444,7.813781,74.444444
normalized-miles750-28.xml.mzn_AND_NODATA,1,16.507813,0.060577,33.015625,9.61471,33.015625
normalized-miles1000-10.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,6.643856,50.25
normalized-miles750-30.xml.mzn_AND_NODATA,1,16.507813,0.060577,33.015625,9.813781,33.015625
normalized-miles750-25.xml.mzn_AND_NODATA,1,16.507813,0.060577,33.015625,9.287712,33.015625
normalized-miles1500-20.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,8.643856,81.21875
normalized-mps-p0548.xml.mzn_AND_NODATA,1,0.284672,3.512821,2.760949,9.50641,57.386861
normalized-fischer-7-11-fair.xml.mzn_AND_NODATA,1,0.950125,1.052493,2.687645,13.977066,4.993609
normalized-mps-cracpb1.xml.mzn_AND_NODATA,1,0.375874,2.660465,10.865385,28.906977,470.632867
normalized-miles1500-60.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,11.813781,81.21875
normalized-miles1000-35.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,10.258566,50.25
normalized-miles750-10.xml.mzn_AND_NODATA,1,16.507813,0.060577,33.015625,6.643856,33.015625
normalized-langford-4-50.xml.mzn_AND_NODATA,1,100.25,0.009975,200.5,15.287712,199
normalized-miles750-20.xml.mzn_AND_NODATA,1,16.507813,0.060577,33.015625,8.643856,33.015625
normalized-miles1000-40.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,10.643856,50.25
normalized-miles1000-30.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,9.813781,50.25
normalized-mps-red-est.xml.mzn_AND_NODATA,1,0.047945,20.857143,2.527397,52.714286,62.821918
normalized-mps-red-afiro.xml.mzn_AND_NODATA,1,0.036458,27.428571,3.65625,68.742857,240.875
normalized-mps-lp4l.xml.mzn_AND_NODATA,1,0.155617,6.426036,8.493554,54.579882,1085
normalized-miles750-29.xml.mzn_AND_NODATA,1,16.507813,0.060577,33.015625,9.715962,33.015625
normalized-mps-l152lav.xml.mzn_AND_NODATA,1,0.097034,10.305699,9.468577,97.580311,1988
normalized-mps-neos16.xml.mzn_AND_NODATA,1,1.94181,0.514983,12.62069,6.499445,44.448276
normalized-miles500-10.xml.mzn_AND_NODATA,1,9.140625,0.109402,18.28125,6.643856,18.28125
normalized-lei450-25d-24.xml.mzn_AND_NODATA,1,38.722222,0.025825,77.444444,9.169925,77.444444
normalized-geo50-20-d4-75-71_ext.xml.mzn_AND_NODATA,1,39.14,0.025549,78.28,2.080831,78.28
normalized-mps-red-egout.xml.mzn_AND_NODATA,1,0.082698,12.092199,4.870968,30.638298,211.583578
normalized-mknap-1-6.xml.mzn_AND_NODATA,1,0.12,8.333333,5.42,45.166667,49
normalized-mps-red-glass4.xml.mzn_AND_NODATA,1,0.560256,1.784897,38.876923,69.372998,346.376923
normalized-mps-red-markshare1.xml.mzn_AND_NODATA,1,0.052174,19.166667,4.173913,71,111.608696
normalized-lei450-25d-22.xml.mzn_AND_NODATA,1,38.722222,0.025825,77.444444,8.918863,77.444444
normalized-miles1500-30.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,9.813781,81.21875
normalized-miles500-18.xml.mzn_AND_NODATA,1,9.140625,0.109402,18.28125,8.33985,18.28125
normalized-mps-red-adlittle.xml.mzn_AND_NODATA,1,0.024399,40.985915,5.484536,138.577465,701.989691
normalized-mps-red-markshare2.xml.mzn_AND_NODATA,1,0.051852,19.285714,4.666667,81,129
normalized-mps-red-gr4x6.xml.mzn_AND_NODATA,1,0.05914,16.909091,4.870968,42.136364,262.258065
normalized-mps-mod010.xml.mzn_AND_NODATA,1,0.109605,9.123711,8.380791,76.463918,2654
normalized-mps-red-bell4.xml.mzn_AND_NODATA,1,0.059619,16.773109,2.752004,36.89916,160.629259
normalized-mps-red-kb2.xml.mzn_AND_NODATA,1,0.062044,16.117647,9.627737,98.485294,341.405109
normalized-mps-red-flugpl.xml.mzn_AND_NODATA,1,0.132075,7.571429,3.075472,17.685714,47.962264
normalized-miles1500-65.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,12.044736,81.21875
normalized-langford-3-40.xml.mzn_AND_NODATA,1,60.166667,0.01662,120.333333,13.813781,119
normalized-mps-red-mod013.xml.mzn_AND_NODATA,1,0.051075,19.578947,4.870968,48.986842,378.387097
normalized-mps-red-fiber.xml.mzn_AND_NODATA,1,0.270396,3.698276,3.267288,10.732759,60.706294
normalized-miles1000-39.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,10.570804,50.25
normalized-mps-red-pk1.xml.mzn_AND_NODATA,1,0.060914,16.416667,5.329949,87.5,213.137056
normalized-mps-red-markshare1-1.xml.mzn_AND_NODATA,1,0.060714,16.470588,5.767857,88.647059,182.571429
normalized-mps-p2756.xml.mzn_AND_NODATA,1,0.267779,3.734417,3.158926,11.757453,169.333817
normalized-mps-red-markshare2-1.xml.mzn_AND_NODATA,1,0.060606,16.5,6.563636,102,214.454545
normalized-mps-red-misc05.xml.mzn_AND_NODATA,1,0.154639,6.466667,7.238144,33.706667,705.221649
normalized-mps-red-bal8x12.xml.mzn_AND_NODATA,1,0.045699,21.882353,4.870968,56.588235,552.580645
normalized-haystacks-36.xml.mzn_AND_NODATA,1,1.348156,0.741754,3.659053,16.176017,5.833058
normalized-mug100-1-3.xml.mzn_AND_NODATA,1,1.66,0.60241,3.32,3.169925,3.32
normalized-mug88-1-3.xml.mzn_AND_NODATA,1,1.659091,0.60274,3.318182,3.169925,3.318182
normalized-mps-red-blend.xml.mzn_AND_NODATA,1,0.046185,21.652174,8.674699,100.747826,600.084337
normalized-mps-red-bell3a.xml.mzn_AND_NODATA,1,0.06219,16.07971,2.800361,35.818841,174.77963
normalized-mps-red-net12.xml.mzn_AND_NODATA,1,0.560256,1.784897,38.876923,69.372998,346.376923
normalized-mps-red-qnet1.xml.mzn_AND_NODATA,1,0.177323,5.639413,3.004647,14.680294,49.023048
normalized-mps-red-ran10x12.xml.mzn_AND_NODATA,1,0.044086,22.682927,4.870968,56.676829,610.645161
normalized-mps-red-boeing2.xml.mzn_AND_NODATA,1,0.059033,16.939698,7.897656,99.356784,2551.167606
normalized-mps-aflow30a.xml.mzn_AND_NODATA,1,0.133148,7.510438,5.762474,43.278706,844.994858
normalized-mps-vpm1.xml.mzn_AND_NODATA,1,0.109296,9.149502,3.351489,27.049834,110.32825
normalized-mps-red-recipe.xml.mzn_AND_NODATA,1,0.049305,20.281768,6.882048,123.823204,427.651866
normalized-mps-red-agg.xml.mzn_AND_NODATA,1,0.085685,11.670644,11.920245,139.116945,685.319018
normalized-mps-red-sample2.xml.mzn_AND_NODATA,1,0.051698,19.343284,4.458333,48.671642,212.689815
normalized-mps-red-scagr7.xml.mzn_AND_NODATA,1,0.050714,19.71831,5.585714,80.276995,341.857143
normalized-mps-protfold.xml.mzn_AND_NODATA,1,1.171117,0.853886,14.670845,12.527222,828.995095
normalized-mps-red-stocfor1.xml.mzn_AND_NODATA,1,0.054054,18.5,5.621622,58.383333,247.918919
normalized-mulsol-i-1-15.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,7.813781,39.847716
normalized-mps-red-qnet1-o.xml.mzn_AND_NODATA,1,0.17026,5.873362,2.844238,14.347162,41.392193
normalized-geo50-20-d4-75-1_ext.xml.mzn_AND_NODATA,1,45.752381,0.021857,91.504762,2.069149,91.504762
normalized-mulsol-i-1-25.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,9.287712,39.847716
normalized-mulsol-i-2-15.xml.mzn_AND_NODATA,1,20.664894,0.048391,41.329787,7.813781,41.329787
normalized-mps-vpm2.xml.mzn_AND_NODATA,1,0.109296,9.149502,3.412491,27.607973,119.129993
normalized-mitre.xml.mzn_AND_NODATA,1,0.190694,5.24401,4.5953,24.0978,96.890339
normalized-mps-red-share2b.xml.mzn_AND_NODATA,1,0.045992,21.743119,9.822785,120.422018,346.468354
normalized-mulsol-i-1-40.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,10.643856,39.847716
normalized-mulsol-i-1-45.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,10.983706,39.847716
normalized-mulsol-i-1-46.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,11.047124,39.847716
normalized-mulsol-i-1-10.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,6.643856,39.847716
normalized-mulsol-i-2-20.xml.mzn_AND_NODATA,1,20.664894,0.048391,41.329787,8.643856,41.329787
normalized-mps-red-aflow30a.xml.mzn_AND_NODATA,1,0.133148,7.510438,5.762474,43.278706,844.994858
normalized-mulsol-i-2-25.xml.mzn_AND_NODATA,1,20.664894,0.048391,41.329787,9.287712,41.329787
normalized-mps-red-blend2.xml.mzn_AND_NODATA,1,0.099864,10.013605,12.802989,90.918367,2406.399457
normalized-mps-mitre.xml.mzn_AND_NODATA,1,0.190694,5.24401,4.5953,24.0978,96.890339
normalized-mulsol-i-2-28.xml.mzn_AND_NODATA,1,20.664894,0.048391,41.329787,9.61471,41.329787
normalized-mps-red-berlin-5-8_0.xml.mzn_AND_NODATA,1,0.192413,5.197144,8.884404,46.173531,214.509087
normalized-mulsol-i-2-30.xml.mzn_AND_NODATA,1,20.664894,0.048391,41.329787,9.813781,41.329787
normalized-mug88-25-3.xml.mzn_AND_NODATA,1,1.659091,0.60274,3.318182,3.169925,3.318182
normalized-mulsol-i-1-35.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,10.258566,39.847716
normalized-mps-red-mkc.xml.mzn_AND_NODATA,1,0.597065,1.67486,3.695894,6.076229,1686.736764
normalized-mps-red-ran14x18.xml.mzn_AND_NODATA,1,0.040451,24.721519,4.870968,63.708861,900.967742
normalized-mulsol-i-2-29.xml.mzn_AND_NODATA,1,20.664894,0.048391,41.329787,9.715962,41.329787
normalized-mulsol-i-4-10.xml.mzn_AND_NODATA,1,21.32973,0.046883,42.659459,6.643856,42.659459
normalized-mps-red-modglob.xml.mzn_AND_NODATA,1,0.039316,25.435233,4.138928,81.792746,321.047056
normalized-geo50-20-d4-75-68_ext.xml.mzn_AND_NODATA,1,40.917143,0.02444,81.834286,2.077321,81.834286
normalized-mulsol-i-4-20.xml.mzn_AND_NODATA,1,21.32973,0.046883,42.659459,8.643856,42.659459
normalized-mulsol-i-1-47.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,11.109178,39.847716
normalized-myciel-5g-5-ext.xml.mzn_AND_NODATA,1,5.01773,0.199293,10.035461,2.219543,10.035461
normalized-mulsol-i-3-10.xml.mzn_AND_NODATA,1,21.282609,0.046987,42.565217,6.643856,42.565217
normalized-mulsol-i-4-28.xml.mzn_AND_NODATA,1,21.32973,0.046883,42.659459,9.61471,42.659459
normalized-mulsol-i-4-29.xml.mzn_AND_NODATA,1,21.32973,0.046883,42.659459,9.715962,42.659459
normalized-mulsol-i-3-28.xml.mzn_AND_NODATA,1,21.282609,0.046987,42.565217,9.61471,42.565217
normalized-mulsol-i-5-10.xml.mzn_AND_NODATA,1,21.360215,0.046816,42.72043,6.643856,42.72043
normalized-mulsol-i-3-15.xml.mzn_AND_NODATA,1,21.282609,0.046987,42.565217,7.813781,42.565217
normalized-myciel7-5.xml.mzn_AND_NODATA,1,12.356021,0.080932,24.712042,4.643856,24.712042
normalized-mulsol-i-1-48.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,11.169925,39.847716
normalized-mps-red-ran8x32.xml.mzn_AND_NODATA,1,0.042339,23.619048,4.870968,59.928571,1133.225806
normalized-mulsol-i-4-25.xml.mzn_AND_NODATA,1,21.32973,0.046883,42.659459,9.287712,42.659459
normalized-mulsol-i-1-20.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,8.643856,39.847716
normalized-mulsol-i-3-20.xml.mzn_AND_NODATA,1,21.282609,0.046987,42.565217,8.643856,42.565217
normalized-myciel7-7.xml.mzn_AND_NODATA,1,12.356021,0.080932,24.712042,5.61471,24.712042
normalized-mulsol-i-3-29.xml.mzn_AND_NODATA,1,21.282609,0.046987,42.565217,9.715962,42.565217
normalized-mulsol-i-5-30.xml.mzn_AND_NODATA,1,21.360215,0.046816,42.72043,9.813781,42.72043
normalized-mulsol-i-5-20.xml.mzn_AND_NODATA,1,21.360215,0.046816,42.72043,8.643856,42.72043
normalized-mug100-25-3.xml.mzn_AND_NODATA,1,1.66,0.60241,3.32,3.169925,3.32
normalized-mps-red-agg3.xml.mzn_AND_NODATA,1,0.053974,18.527607,11.384106,210.920245,1379
normalized-mulsol-i-5-25.xml.mzn_AND_NODATA,1,21.360215,0.046816,42.72043,9.287712,42.72043
normalized-mulsol-i-5-15.xml.mzn_AND_NODATA,1,21.360215,0.046816,42.72043,7.813781,42.72043
normalized-ortholatin-10.xml.mzn_AND_NODATA,1,0.47,2.12766,2.666667,23.559774,47
normalized-myciel7-6.xml.mzn_AND_NODATA,1,12.356021,0.080932,24.712042,5.169925,24.712042
normalized-mulsol-i-3-30.xml.mzn_AND_NODATA,1,21.282609,0.046987,42.565217,9.813781,42.565217
normalized-mps-red-ran4x64.xml.mzn_AND_NODATA,1,0.049395,20.244898,4.870968,49.938776,1946.129032
normalized-mulsol-i-2-10.xml.mzn_AND_NODATA,1,20.664894,0.048391,41.329787,6.643856,41.329787
normalized-mps-red-ran10x26.xml.mzn_AND_NODATA,1,0.041191,24.277108,4.870968,61.325301,1017.096774
normalized-ortholatin-15.xml.mzn_AND_NODATA,1,0.423704,2.36014,2.666667,30.736027,95.333333
normalized-mulsol-i-1-30.xml.mzn_AND_NODATA,1,19.923858,0.050191,39.847716,9.813781,39.847716
normalized-mps-red-liu.xml.mzn_AND_NODATA,1,0.702807,1.422865,44.191675,62.878788,794.118748
normalized-ooo-rf6.xml.mzn_AND_NODATA,1,2.705654,0.369596,7.104213,2.623028,7.059867
normalized-mps-red-ran12x21.xml.mzn_AND_NODATA,1,0.040707,24.566038,4.870968,62.31761,930
normalized-mulsol-i-4-15.xml.mzn_AND_NODATA,1,21.32973,0.046883,42.659459,7.813781,42.659459
normalized-mps-red-share1b.xml.mzn_AND_NODATA,1,0.030519,32.76699,9.075556,209.5,854.6
normalized-ooo-burch-dill-2-accl.xml.mzn_AND_NODATA,1,2.579461,0.387678,7.777416,3.013331,8.685874
normalized-mps-red-agg2.xml.mzn_AND_NODATA,1,0.053974,18.527607,11.278146,208.957055,1340.456954
normalized-mulsol-i-3-25.xml.mzn_AND_NODATA,1,21.282609,0.046987,42.565217,9.287712,42.565217
normalized-ortholatin-20.xml.mzn_AND_NODATA,1,0.400833,2.494802,2.666667,35.94119,160.333333
normalized-ooo-burch-dill-2-accl-ucl.xml.mzn_AND_NODATA,1,2.606413,0.383669,7.835967,3.006418,8.718401
normalized-mulsol-i-5-28.xml.mzn_AND_NODATA,1,21.360215,0.046816,42.72043,9.61471,42.72043
normalized-myciel5-5.xml.mzn_AND_NODATA,1,5.021277,0.199153,10.042553,4.643856,10.042553
normalized-mps-red-vtp-base.xml.mzn_AND_NODATA,1,0.05305,18.85,6.190318,81.229167,960.973033
normalized-os-taillard-10-100-2.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.483201,5.684211
normalized-os-taillard-10-100-4.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.595925,5.684211
normalized-myciel6-6.xml.mzn_AND_NODATA,1,7.947368,0.125828,15.894737,5.169925,15.894737
normalized-os-taillard-10-100-8.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.453224,5.684211
normalized-ooo-rf6-ucl.xml.mzn_AND_NODATA,1,2.73337,0.365849,7.163525,2.620767,7.0898
normalized-os-taillard-10-100-9.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.486967,5.684211
normalized-os-taillard-10-100-3.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.39794,5.684211
normalized-mulsol-i-5-29.xml.mzn_AND_NODATA,1,21.360215,0.046816,42.72043,9.715962,42.72043
normalized-os-taillard-10-105-0.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.70635,5.684211
normalized-os-taillard-10-105-1.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.533692,5.684211
normalized-mulsol-i-4-30.xml.mzn_AND_NODATA,1,21.32973,0.046883,42.659459,9.813781,42.659459
normalized-ortholatin-8.xml.mzn_AND_NODATA,1,0.505208,1.979381,2.666667,19.793814,32.333333
normalized-ortholatin-6.xml.mzn_AND_NODATA,1,0.564815,1.770492,2.666667,15.255516,20.333333
normalized-os-taillard-10-105-3.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.500647,5.684211
normalized-ooo-burch-dill-4-accl.xml.mzn_AND_NODATA,1,2.616146,0.382242,7.841838,2.995439,8.564103
normalized-ooo-rf7.xml.mzn_AND_NODATA,1,2.782923,0.359334,7.273019,2.611907,7.361349
normalized-os-taillard-10-105-6.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.624664,5.684211
normalized-mps-manna81.xml.mzn_AND_NODATA,1,0.854196,1.170692,4.849902,5.67774,15.716419
normalized-haystacks-37.xml.mzn_AND_NODATA,1,1.348541,0.741542,3.660796,16.298025,5.838905
normalized-ooo-burch-dill-4-accl-ucl.xml.mzn_AND_NODATA,1,2.64331,0.378313,7.90099,2.989051,8.595583
normalized-os-taillard-10-105-9.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.588428,5.684211
normalized-ortholatin-9.xml.mzn_AND_NODATA,1,0.485597,2.059322,2.666667,21.759655,39.333333
normalized-mps-red-timtab2.xml.mzn_AND_NODATA,1,0.169574,5.897127,6.865315,40.485635,129.428886
normalized-os-taillard-10-105-2.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.58485,5.684211
normalized-os-taillard-10-95-5.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.148296,5.684211
normalized-os-taillard-10-100-7.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.457999,5.684211
normalized-os-taillard-10-100-0.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.604571,5.684211
normalized-os-taillard-10-100-1.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.432771,5.684211
normalized-os-taillard-10-105-5.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.359958,5.684211
normalized-mps-red-ran6x43.xml.mzn_AND_NODATA,1,0.044511,22.466292,4.870968,55.429775,1394.516129
normalized-ortholatin-7.xml.mzn_AND_NODATA,1,0.530612,1.884615,2.666667,17.635948,26
normalized-os-taillard-10-95-2.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.375864,5.684211
normalized-mps-red-ran14x18-1.xml.mzn_AND_NODATA,1,0.040451,24.721519,4.870968,63.708861,900.967742
normalized-ooo-tag8.xml.mzn_AND_NODATA,1,2.755617,0.362895,7.341028,2.663576,7.511234
normalized-os-taillard-10-95-4.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.48793,5.684211
normalized-os-taillard-10-95-8.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.344135,5.684211
normalized-os-taillard-10-105-4.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.698165,5.684211
normalized-os-taillard-10-105-8.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.556442,5.684211
normalized-ooo-burch-dill-3-accl.xml.mzn_AND_NODATA,1,2.703375,0.369908,7.723713,2.856102,8.08611
normalized-os-taillard-10-100-5.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.257047,5.684211
normalized-os-taillard-10-95-7.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.349183,5.684211
normalized-geo50-20-d4-75-28_ext.xml.mzn_AND_NODATA,1,44.981905,0.022231,89.96381,2.070334,89.96381
normalized-os-taillard-10-95-0.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.497091,5.684211
normalized-myciel6-5.xml.mzn_AND_NODATA,1,7.947368,0.125828,15.894737,4.643856,15.894737
normalized-geo50-20-d4-75-35_ext.xml.mzn_AND_NODATA,1,44.344762,0.022551,88.689524,2.071344,88.689524
normalized-mps-red-lotfi.xml.mzn_AND_NODATA,1,0.02684,37.258065,6.464286,186.201613,2535.948052
normalized-ooo-burch-dill-3-accl-ucl.xml.mzn_AND_NODATA,1,2.718087,0.367906,7.755733,2.853379,8.103851
normalized-os-taillard-10-95-9.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.379838,5.684211
normalized-os-taillard-15-105-0.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.531792,5.793103
normalized-os-taillard-15-100-3.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.412156,5.793103
normalized-os-taillard-10-95-3.xml.mzn_AND_NODATA,1,1.421053,0.703704,3.789474,13.28942,5.684211
normalized-os-taillard-15-100-5.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.439783,5.793103
normalized-os-taillard-15-100-4.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.501094,5.793103
normalized-os-taillard-15-105-2.xml.mzn_AND_NODATA,1,1.448276,0.690476,3.862069,14.411353,5.793103
