@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE LITERALS NUMERIC

@DATA
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.141785,316.4,0.426054,1.347118,0.520068,3.420668,1582,0.387985,24,14.117061,0.590443,4143,0.91016,1606,315,39502
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.172839,1161.4,0.525348,0.9035,0.293286,2.896369,5807,0.451422,192,14.247708,0.524553,35886,0.898521,5999,250,180073
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.116337,777.166667,0.441977,1.262563,0.480449,3.683286,4663,0.394606,35,17.771818,0.585998,15556,0.932783,4698,762,149621
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.118744,786,0.438409,1.280974,0.480988,3.706077,5502,0.389208,42,17.944264,0.591455,17713,0.931318,5544,889,177145
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.120526,792.625,0.435801,1.294624,0.481388,3.722943,6341,0.385266,49,18.071049,0.595449,19870,0.930232,6390,1016,204669
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.098384,715.333333,0.470253,1.126514,0.476428,3.513336,2146,0.437329,14,16.443981,0.543295,9085,0.943609,2160,381,67049
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.137859,5381.666667,0.597589,0.67339,0.220066,2.700891,16145,0.532713,240,15.526762,0.435351,159052,0.922498,16385,366,632205
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.149869,5997,0.566099,0.766475,0.237795,2.810964,23988,0.490227,360,16.245564,0.478782,209391,0.914894,24348,488,911607
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.129161,1466.166667,0.446339,1.240451,0.47596,3.720847,8797,0.399723,40,19.687903,0.576796,32445,0.927276,8837,1530,314239
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.131837,1483,0.442786,1.258428,0.476476,3.743101,10381,0.394307,48,19.875539,0.582212,36938,0.92569,10429,1785,371997
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.136551,1513.3,0.436643,1.290198,0.477386,3.782314,15133,0.384956,72,20.202696,0.5916,50417,0.922886,15205,2550,545271
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.109214,1348.333333,0.474465,1.107636,0.472108,3.554928,4045,0.442471,16,18.242305,0.534544,18966,0.938998,4061,765,140965
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.119464,1407.25,0.45964,1.175617,0.474087,3.640184,5629,0.419994,24,18.995578,0.556651,23459,0.932998,5653,1020,198723
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.125346,1442.6,0.451492,1.214881,0.475223,3.689109,7213,0.40758,32,19.417805,0.568964,27952,0.929533,7245,1275,256481
f600-00-shuffled,1,0.319137,2174,0.595945,0.678006,0.523087,1.787298,4348,0.642788,600,2.424818,0.265804,10748,0.75017,4948,12.763333,29694
ii32c1-00,1,0.597585,976.5,0.619097,0.615255,0.798108,1.840428,1953,0.635491,225,3.688705,0.160133,7926,0.884745,2178,42.675556,21092
ii32c1-50-shuffled,1,0.622456,869.5,0.620852,0.610689,0.803578,1.833787,1739,0.635229,225,3.927189,0.153559,7605,0.889311,1964,42.675556,20343
ii32e1-00-shuffled,1,0.612998,925,0.621277,0.609589,0.805541,1.848315,1850,0.636934,222,3.779923,0.153866,7725,0.8908,2072,43.252252,20680
ii32e1-50-shuffled,1,0.640475,813,0.623241,0.604516,0.811766,1.841515,1626,0.636708,222,4.056277,0.14658,7389,0.895887,1848,43.252252,19896
ii8a1-00-shuffled,1,0.289663,191,0.582329,0.717241,0.655048,1.774038,382,0.622302,66,1.857143,0.307396,801,0.762931,448,7.30303,1992
ii8a1-90-shuffled,1,0.369632,131,0.585242,0.708696,0.65184,1.711656,262,0.617117,66,1.987805,0.298127,621,0.766304,328,7.30303,1572
ii8a3-90,1,0.416742,928,0.589048,0.697654,0.682878,1.721208,1856,0.61459,264,2.608962,0.255196,5454,0.793895,2120,17.462121,13459
ii8c1-90-shuffled,1,0.375287,1836.5,0.584143,0.711911,0.664625,1.707408,3673,0.613774,510,2.497729,0.272305,10332,0.770782,4183,15.376471,25124
ii8d1-00-shuffled,1,0.321525,2392.5,0.581374,0.720064,0.660599,1.737679,4785,0.616525,530,2.29445,0.28422,12077,0.762695,5315,14.796226,29131
impl18-shuffled,1,0.493151,2.947368,0.498851,1.004608,0.506849,1.993151,56,0.49994,18,2.945946,0.44255,74,0.668203,74,76,435
irst.dme4.B-d4-shuffled,1,0.05145,448.5,0.571329,0.750306,0.560229,2.22989,897,0.575899,48,2.591534,0.430313,1744,0.961397,945,5.25,5713
irst.dme5.B-d4-shuffled,1,0.056069,630.5,0.571358,0.750217,0.559827,2.220809,1261,0.576285,64,2.611321,0.427222,2447,0.957936,1325,6.0625,8072
jnh1-50-shuffled,1,0.412167,530,0.624757,0.600622,0.46949,1.842456,1060,0.68164,100,4.662069,0.183988,4800,0.753554,1160,44.58,14412
jnh207-90-shuffled,1,0.398866,458,0.624082,0.602353,0.451166,1.831548,916,0.683276,100,4.686024,0.190083,4154,0.741144,1016,37.98,12665
jnh218-00-shuffled,1,0.3756,548.5,0.62127,0.609607,0.4634,1.8398,1097,0.681138,100,4.177109,0.197269,4419,0.740917,1197,37.56,13202
jnh218-90-shuffled,1,0.39704,458.5,0.623767,0.603162,0.451797,1.830655,917,0.682997,100,4.650934,0.191005,4149,0.7405,1017,37.56,12572
k3_1_2-shuffled,1,0.201117,133,0.481289,1.077754,0.678771,2.284916,266,0.47733,3,1.855019,0.46743,212,0.844492,269,48,962
k4_2_2-shuffled,1,0.174525,519,0.476014,1.10078,0.706545,2.306122,1038,0.471454,4,1.897313,0.478232,850,0.861915,1042,124,3773
k5_2_2,1,0.19582,992,0.471155,1.122443,0.730106,2.195453,1984,0.466265,5,1.875817,0.475916,1682,0.83935,1989,213.6,7055
k5_3_2-shuffled,1,0.159216,1442,0.472736,1.115346,0.719739,2.315922,2884,0.467892,5,1.914503,0.485497,2392,0.872152,2889,253.6,10490
k_branch_n-20-shuffled,1,0.127703,595.391304,0.560347,0.784609,0.476193,2.488632,13694,0.586184,127,6.891397,0.381939,63261,0.916947,13821,1904.913386,216639
k_branch_n-4-shuffled,1,0.125536,111.714286,0.505107,0.979777,0.7154,2.306043,782,0.507598,21,4.042341,0.464923,1839,0.902807,803,122.095238,6559
k_branch_n-5-shuffled,1,0.124419,140.5,0.512119,0.95267,0.690501,2.328343,1124,0.516876,25,4.239339,0.454485,2817,0.90573,1149,172.96,9984
k_branch_n-6,1,0.122434,169.777778,0.518449,0.928832,0.667212,2.349682,1528,0.525453,29,4.417469,0.445523,4069,0.90898,1557,231.862069,14283
k_branch_n-7,1,0.120021,199.4,0.524222,0.90759,0.645416,2.369955,1994,0.533417,33,4.583621,0.437594,5609,0.912279,2027,298.787879,19528
k_branch_n-8-shuffled,1,0.142532,229.272727,0.523166,0.911438,0.635663,2.34961,2522,0.532145,46,4.949377,0.433333,7497,0.896594,2568,375.73913,26655
k_branch_p-11-shuffled,1,0.133038,319.857143,0.536937,0.862414,0.582205,2.402488,4478,0.551665,61,5.406477,0.415423,15154,0.907152,4539,649.245902,52995
k_branch_p-14-shuffled,1,0.124077,411.294118,0.548236,0.824034,0.536999,2.447824,6992,0.568022,76,5.835739,0.401016,26620,0.916052,7068,994.789474,91302
k_branch_p-16-shuffled,1,0.138989,472.526316,0.549063,0.821285,0.521902,2.440381,8978,0.569559,103,6.341923,0.395859,36764,0.906878,9081,1267.61165,127714
k_branch_p-17-shuffled,1,0.136009,503.2,0.552104,0.811252,0.509674,2.45326,10064,0.57402,109,6.480684,0.3921,42490,0.909607,10173,1414.93578,147195
k_branch_p-4-shuffled,1,0.125487,111.714286,0.505181,0.979487,0.715511,2.306313,782,0.507694,21,4.043587,0.464847,1840,0.902866,803,122.095238,6562
k_branch_p-6-shuffled,1,0.122412,169.777778,0.51848,0.928716,0.667272,2.3498,1528,0.525493,29,4.418112,0.445492,4070,0.909005,1557,231.862069,14286
k_branch_p-8-shuffled,1,0.142518,229.272727,0.523183,0.911379,0.635699,2.349674,2522,0.532166,46,4.949766,0.433318,7498,0.896609,2568,375.73913,26658
k_d4_n-11-shuffled,1,0.185896,59.5625,0.506266,0.975248,0.660931,2.216925,953,0.508693,49,4.521956,0.459601,2450,0.858158,1002,222.653061,9177
k_d4_n-14-shuffled,1,0.186362,63.263158,0.506728,0.973444,0.65904,2.218792,1202,0.509335,61,4.556611,0.458894,3113,0.858085,1263,268.95082,11667
k_d4_n-15-shuffled,1,0.186476,64.25,0.506842,0.973003,0.658577,2.219249,1285,0.509493,65,4.565185,0.458726,3334,0.858068,1350,284.276923,12497
k_d4_n-16-shuffled,1,0.186576,65.142857,0.506941,0.972617,0.658171,2.21965,1368,0.509633,69,4.572721,0.458581,3555,0.858052,1437,299.565217,13327
k_d4_n-17-shuffled,1,0.186664,65.954545,0.507028,0.972276,0.657813,2.220004,1451,0.509756,73,4.579396,0.458455,3776,0.858038,1524,314.821918,14157
k_d4_n-18-shuffled,1,0.186743,66.695652,0.507106,0.971974,0.657494,2.220318,1534,0.509866,77,4.585351,0.458344,3997,0.858026,1611,330.051948,14987
k_d4_n-19-shuffled,1,0.186813,67.375,0.507176,0.971703,0.657208,2.2206,1617,0.509965,81,4.590695,0.458245,4218,0.858015,1698,345.259259,15817
k_d4_n-20-shuffled,1,0.186877,68,0.507239,0.971459,0.656951,2.220854,1700,0.510054,85,4.595518,0.458158,4439,0.858006,1785,360.447059,16647
k_d4_n-21-shuffled,1,0.186934,68.576923,0.507295,0.971238,0.656719,2.221084,1783,0.510135,89,4.599893,0.458079,4660,0.857997,1872,375.617978,17477
k_d4_n-7-shuffled,1,0.184663,51.75,0.505037,0.980054,0.665932,2.211988,621,0.507027,33,4.432722,0.461605,1566,0.85835,654,159.454545,5857
k_d4_p-10-shuffled,1,0.14561,40,0.499467,1.002134,0.707709,2.220021,600,0.499233,35,3.697638,0.484216,1280,0.88391,635,118.457143,4691
k_d4_p-11-shuffled,1,0.145783,41.0625,0.499709,1.001165,0.706972,2.220868,657,0.499515,38,3.709353,0.483765,1406,0.883883,695,127.789474,5153
k_d4_p-21-shuffled,1,0.146612,47.192308,0.50087,0.996527,0.703427,2.224942,1227,0.500861,68,3.766795,0.481662,2666,0.883759,1295,219.5,9773
k_d4_p-6-shuffled,1,0.144366,33.818182,0.497714,1.009187,0.713028,2.213908,372,0.497175,23,3.61519,0.48758,776,0.884099,395,80.26087,2843
k_d4_p-7-shuffled,1,0.144807,35.75,0.498336,1.006679,0.711145,2.216073,429,0.497908,26,3.643956,0.486372,902,0.884032,455,90,3305
k_dum_n-10-shuffled,1,0.1,31.5,0.487937,1.049444,0.742647,2.238235,504,0.483695,28,3.191729,0.513856,957,0.915946,532,75.714286,3316
k_dum_n-21-shuffled,1,0.101247,35.777778,0.489572,1.0426,0.73895,2.242917,966,0.485476,50,3.251969,0.509905,1870,0.915431,1016,142,6473
k_dum_p-11-shuffled,1,0.100324,34.615385,0.491071,1.036364,0.739482,2.245955,450,0.488473,23,3.2537,0.506929,872,0.916498,473,69.391304,3024
k_dum_p-13-shuffled,1,0.099242,35.333333,0.490837,1.037335,0.740179,2.246037,530,0.487975,27,3.24237,0.508025,1023,0.917289,557,78.074074,3547
k_dum_p-16-shuffled,1,0.098765,36.222222,0.490813,1.037436,0.74018,2.245791,652,0.487748,33,3.236496,0.508403,1256,0.917642,685,93.090909,4354
k_dum_p-21-shuffled,1,0.096928,36.956522,0.490335,1.039421,0.74167,2.246214,850,0.486877,43,3.218365,0.510371,1627,0.918987,893,113.395349,5639
ken.flash^10.C-f4-shuffled,1,0.020092,18815,0.571426,0.750007,0.505257,2.293138,37630,0.572859,226,2.959531,0.423815,81071,0.984931,37856,19.920354,261416
ken.flash^14.C-d4-shuffled,1,0.043611,5135.5,0.57142,0.750025,0.500249,2.246066,10271,0.57462,199,2.871156,0.420351,22296,0.96729,10470,13.175879,70141
ken.oop^1.C-d2,1,0.08085,1076,0.571388,0.750124,0.523135,2.171414,2152,0.579619,79,2.722098,0.409102,4371,0.939353,2231,12.43038,14169
k_grz_n-10-shuffled,1,0.136994,55.444444,0.5127,0.950458,0.660011,2.324459,499,0.526186,20,4.398844,0.45819,1319,0.897169,519,81.5,4685
k_grz_n-13-shuffled,1,0.128314,61.777778,0.518653,0.928073,0.641572,2.357955,556,0.537104,20,4.614583,0.448089,1576,0.905377,576,86.3,5522
k_grz_n-14-shuffled,1,0.126432,69.777778,0.521983,0.915771,0.629705,2.371522,628,0.541734,21,4.724191,0.442159,1842,0.907706,649,96.857143,6414
k_grz_n-21-shuffled,1,0.124722,91.555556,0.531276,0.88226,0.592706,2.412027,824,0.557786,24,5.284198,0.425307,2765,0.911794,848,118.75,9560
k_grz_p-10-shuffled,1,0.16601,53.666667,0.505941,0.976516,0.679235,2.272932,483,0.51244,20,4.54672,0.468425,1286,0.874039,503,91.9,4629
k_grz_p-17-shuffled,1,0.162028,71.666667,0.511924,0.953416,0.658406,2.313763,645,0.52296,22,5.062969,0.457364,1937,0.880011,667,114.272727,6919
k_grz_p-21-shuffled,1,0.154551,85.777778,0.517047,0.934061,0.641723,2.3427,772,0.531238,24,5.267588,0.448493,2460,0.88728,796,129.083333,8682
k_lin_n-10-shuffled,1,0.146382,406.4,0.578274,0.729284,0.350843,2.554536,2032,0.606556,16,10.67041,0.347716,14964,0.911096,2048,1050.75,51818
k_lin_n-13-shuffled,1,0.121257,543.2,0.594221,0.682875,0.290156,2.631515,2716,0.62846,16,12.588946,0.333501,25232,0.928998,2732,1410.75,84758
k_lin_n-14-shuffled,1,0.114688,588.8,0.598332,0.671314,0.274334,2.651592,2944,0.634149,16,13.226014,0.329842,29234,0.933467,2960,1530.75,97466
k_lin_n-21-shuffled,1,0.09304,908,0.614595,0.627087,0.207199,2.728913,4540,0.656786,18,18.008995,0.313917,65396,0.948067,4558,2388.222222,212984
k_lin_n-9-shuffled,1,0.139446,360.8,0.576592,0.734327,0.363989,2.553296,1804,0.604379,14,9.69692,0.352069,12140,0.914608,1818,922,41636
k_lin_p-12-shuffled,1,0.167377,156.25,0.543139,0.841149,0.54504,2.377663,625,0.553833,11,6.402516,0.393368,2556,0.886387,636,280.363636,8913
k_lin_p-16-shuffled,1,0.155229,205.25,0.556184,0.797968,0.489583,2.43607,821,0.570007,12,7.164466,0.380982,3924,0.898382,833,351,13447
k_lin_p-21-shuffled,1,0.15182,266.5,0.565988,0.766822,0.441336,2.477594,1066,0.582259,13,8.238184,0.36864,6012,0.903554,1079,481.538462,20481
k_lin_p-8-shuffled,1,0.169102,107.25,0.529319,0.889218,0.610125,2.323069,429,0.537261,10,5.46697,0.412107,1456,0.879956,439,179.2,5099
k_path_n-10-shuffled,1,0.186916,53.692308,0.477486,1.094301,0.851943,2.138711,698,0.467937,34,3.646175,0.497996,1300,0.844198,732,159.294118,5108
k_path_n-20-shuffled,1,0.186874,59.304348,0.477433,1.094533,0.853457,2.140531,1364,0.466467,64,3.672969,0.500423,2551,0.844324,1428,282.8125,10037
k_path_n-21-shuffled,1,0.186763,59.208333,0.477458,1.094427,0.85343,2.140794,1421,0.46641,67,3.668683,0.500686,2655,0.844427,1488,292.537313,10447
k_path_p-10-shuffled,1,0.189189,53,0.477419,1.094595,0.85027,2.135135,636,0.467983,31,3.643178,0.496807,1181,0.842342,667,149.548387,4650
k_path_p-16-shuffled,1,0.18779,57.333333,0.477435,1.094527,0.852356,2.138686,1032,0.466913,49,3.663275,0.499242,1925,0.84356,1081,222.44898,7578
k_path_p-21-shuffled,1,0.186687,59.347826,0.477456,1.094434,0.853604,2.140891,1365,0.466504,64,3.673898,0.500432,2554,0.844486,1429,282.8125,10047
k_path_p-9-shuffled,1,0.188249,52.090909,0.477452,1.094453,0.850719,2.136091,573,0.468399,28,3.643927,0.496455,1066,0.843078,601,137.285714,4191
k_ph_n-10-shuffled,1,0.190484,471.333333,0.556742,0.796163,0.46234,2.444183,1414,0.57137,9,10.468728,0.363283,9353,0.878895,1423,1006.666667,33608
k_ph_n-13-shuffled,1,0.155164,965.333333,0.585465,0.708045,0.337422,2.5732,2896,0.60969,10,15.394012,0.336274,31565,0.908089,2906,2322.4,107916
k_ph_n-14-shuffled,1,0.140192,1188,0.594402,0.682362,0.300673,2.617109,3564,0.621916,10,17.293509,0.329054,45378,0.918601,3574,2948.8,152385
k_ph_n-15-shuffled,1,0.126856,1442,0.602098,0.660859,0.268964,2.655565,4326,0.632577,10,19.342943,0.322896,63870,0.92758,4336,3676,210783
k_ph_n-8-shuffled,1,0.206932,261.333333,0.53388,0.87308,0.564267,2.353827,784,0.542034,8,7.895202,0.388207,3593,0.859955,792,501,13415
k_ph_n-9-shuffled,1,0.188937,359.333333,0.550228,0.817428,0.497062,2.42233,1078,0.562791,8,9.078269,0.372716,6083,0.877373,1086,739,21920
k_ph_p-11-shuffled,1,0.166919,693,0.573032,0.745103,0.396493,2.52019,2079,0.592708,9,12.314176,0.349432,17359,0.897937,2088,1564.888889,60220
k_ph_p-12-shuffled,1,0.166279,871.666667,0.578819,0.727656,0.364684,2.541457,2615,0.600606,10,14.282286,0.341635,25706,0.900045,2625,2059.6,89014
k_ph_p-8-shuffled,1,0.200887,305,0.537729,0.859673,0.552012,2.373465,915,0.54671,8,8.150596,0.385088,4398,0.865387,923,588.5,16274
k_ph_p-9-shuffled,1,0.182985,411.666667,0.552991,0.808348,0.489447,2.438425,1235,0.566235,8,9.270314,0.370984,7232,0.882006,1243,840.5,25778
k_poly_n-12-shuffled,1,0.130041,23.179487,0.489458,1.043077,0.769823,2.146806,904,0.48641,74,2.773006,0.515752,1521,0.889615,978,152.594595,5312
k_poly_n-13-shuffled,1,0.130151,23.348837,0.489492,1.042936,0.76989,2.146879,1004,0.486396,82,2.773481,0.515693,1689,0.889543,1086,168.634146,5900
k_poly_n-20-shuffled,1,0.130482,23.873016,0.489593,1.042514,0.77009,2.147099,1504,0.48635,122,2.774908,0.515523,2529,0.889325,1626,248.754098,8840
k_poly_n-21-shuffled,1,0.130524,23.940299,0.489605,1.042461,0.770115,2.147126,1604,0.486343,130,2.775087,0.515503,2697,0.889298,1734,264.769231,9428
k_poly_p-19-shuffled,1,0.130447,23.816667,0.489582,1.042558,0.770069,2.147076,1429,0.486355,116,2.774757,0.515541,2403,0.889348,1545,236.741379,8399
k_poly_p-21-shuffled,1,0.130514,23.924242,0.489602,1.042474,0.770109,2.14712,1579,0.486345,128,2.775044,0.515508,2655,0.889305,1707,260.765625,9281
k_t4p_n-12-shuffled,1,0.161708,55.433333,0.505427,0.978527,0.674758,2.215915,1663,0.506186,81,3.945528,0.469669,3826,0.874005,1744,318.296296,13913
k_t4p_n-17-shuffled,1,0.16142,58.325,0.505889,0.976718,0.673274,2.218033,2333,0.506796,111,3.965221,0.468616,5396,0.87442,2444,438.756757,19613
k_t4p_n-21-shuffled,1,0.161287,59.770833,0.506102,0.975887,0.67259,2.21901,2869,0.507075,135,3.974368,0.468126,6652,0.874612,3004,534.977778,24173
k_t4p_n-4-shuffled,1,0.163588,42.214286,0.502399,0.990449,0.684433,2.202111,591,0.502093,33,3.822115,0.476239,1314,0.871262,624,123.818182,4793
k_t4p_p-12-shuffled,1,0.163158,49,0.50441,0.982515,0.678289,2.209868,931,0.504852,48,3.902962,0.471577,2118,0.872461,979,188.875,7710
k_t4p_p-20-shuffled,1,0.162252,54.333333,0.505379,0.978713,0.675083,2.214818,1467,0.506139,72,3.94347,0.469537,3374,0.873569,1539,285.916667,12270
k_t4p_p-21-shuffled,1,0.162184,54.785714,0.505452,0.978428,0.674842,2.21519,1534,0.506235,75,3.946551,0.469383,3531,0.873652,1609,298,12840
k_t4p_p-4-shuffled,1,0.166667,35.909091,0.500635,0.997464,0.690705,2.190705,395,0.499684,24,3.754177,0.479191,862,0.868104,419,89.75,3150
k_t4p_p-8-shuffled,1,0.164179,44.2,0.503315,0.986828,0.681903,2.204291,663,0.503375,36,3.858369,0.473832,1490,0.871204,699,139.833333,5430
lognBWLARGEB1-shuffled,1,0.002909,935,0.966771,0.034371,0.037863,2.02428,1870,0.967771,1,6.442544,0.031283,177966,0.998871,1871,1040,362756
lut4_2_f2-shuffled,1,1.11435,31.5,0.472371,1.116981,0.09417,4.060538,63,0.482547,7,21.142857,0.349504,14,0.624906,70,142,2805
lut4_AND_f1-shuffled,1,1.611852,33.5,0.515495,0.939884,0.075556,3.708148,67,0.526278,8,30.226667,0.235998,56,0.548922,75,272,4679
lut4_XOR_fOR-shuffled,1,0.625,19,0.481156,1.078329,0.184524,3.488095,38,0.470277,5,9.604651,0.442467,44,0.725849,43,42,796
mutex-128-s,1,0.237546,11058,0.555067,0.801584,0.737312,1.982994,11058,0.560985,512,1.417286,0.403374,10798,0.826074,11570,6.957031,36855
mutex-16-s,1,0.23946,1314,0.554286,0.804124,0.737493,1.982574,1314,0.560364,64,1.415094,0.404512,1278,0.825979,1378,6.65625,4375
mutex-2-s,1,0.267717,96,0.542857,0.842105,0.740157,1.976378,96,0.551237,8,1.384615,0.421084,88,0.824561,104,4.25,315
mutex-32-s,1,0.238342,2706,0.554742,0.802639,0.737388,1.98282,2706,0.560727,128,1.416373,0.403847,2638,0.826035,2834,6.828125,9015
mutex-4-s,1,0.247934,270,0.550838,0.815416,0.738292,1.980716,270,0.557621,16,1.405594,0.409528,258,0.825558,286,5.625,895
mutex-64-s,1,0.237807,5490,0.55496,0.80193,0.737337,1.982937,5490,0.5609,256,1.416986,0.403529,5358,0.826061,5746,6.914063,18295
mutex-8-s,1,0.241916,618,0.553285,0.807388,0.737725,1.982036,618,0.559569,32,1.412308,0.40597,598,0.825858,650,6.3125,2055
ncf_16_32_8_d.10,1,0.339946,366,0.62338,0.604159,0.691259,1.923745,1830,0.657352,484,2.08427,0.318659,4690,0.768007,2314,19.514463,12806
ncf_16_32_8_d.1,1,0.350279,366,0.622989,0.605164,0.701591,1.923745,1830,0.657352,484,2.08643,0.313199,4717,0.774129,2314,20.444215,12806
ncf_16_32_8_d.2,1,0.341307,366,0.623451,0.603974,0.691895,1.923696,1830,0.657408,484,2.088591,0.317805,4709,0.768558,2314,19.700413,12835
ncf_16_32_8_d.3,1,0.324141,366,0.624223,0.601993,0.674007,1.923647,1830,0.657465,484,2.089023,0.326733,4656,0.758157,2314,18.21281,12864
ncf_16_32_8_d.4,1,0.332373,366,0.623912,0.602791,0.682239,1.923647,1830,0.657465,484,2.090752,0.322388,4674,0.76302,2314,18.956612,12864
ncf_16_32_8_d.5,1,0.360033,366,0.622372,0.606756,0.712803,1.923843,1830,0.657237,484,2.08038,0.308303,4706,0.780439,2314,21.188017,12748
ncf_16_32_8_d.6,1,0.348305,366,0.62269,0.605934,0.701809,1.923893,1830,0.657179,484,2.073898,0.314643,4687,0.773737,2314,20.072314,12719
ncf_16_32_8_d.7,1,0.330982,366,0.62347,0.603926,0.683752,1.923843,1830,0.657237,484,2.07433,0.323675,4661,0.763211,2314,18.584711,12748
ncf_16_32_8_d.8,1,0.325431,366,0.623555,0.603707,0.678935,1.923893,1830,0.657179,484,2.069144,0.326754,4642,0.760182,2314,18.02686,12719
ncf_16_32_8_d.9,1,0.350895,366,0.623212,0.60459,0.700761,1.923647,1830,0.657465,484,2.094641,0.312611,4737,0.77398,2314,20.630165,12864
ncf_16_32_8_edau.10,1,0.339946,366,0.62338,0.604159,0.691259,1.923745,1830,0.661421,484,2.08427,0.332415,4690,0.768007,2314,15.621901,12806
ncf_16_32_8_edau.1,1,0.350279,366,0.622989,0.605164,0.701591,1.923745,1830,0.663023,484,2.08643,0.326719,4717,0.774129,2314,16.221074,12806
ncf_16_32_8_edau.2,1,0.341307,366,0.623451,0.603974,0.691895,1.923696,1830,0.66168,484,2.088591,0.331592,4709,0.768558,2314,15.741736,12835
ncf_16_32_8_edau.3,1,0.324141,366,0.624223,0.601993,0.674007,1.923647,1830,0.659069,484,2.089023,0.340975,4656,0.758157,2314,14.783058,12864
ncf_16_32_8_edau.4,1,0.332373,366,0.623912,0.602791,0.682239,1.923647,1830,0.660344,484,2.090752,0.336441,4674,0.76302,2314,15.262397,12864
ncf_16_32_8_edau.5,1,0.360033,366,0.622372,0.606756,0.712803,1.923843,1830,0.66444,484,2.08038,0.321479,4706,0.780439,2314,16.700413,12748
ncf_16_32_8_edau.6,1,0.348305,366,0.62269,0.605934,0.701809,1.923893,1830,0.662572,484,2.073898,0.328023,4687,0.773737,2314,15.981405,12719
ncf_16_32_8_edau.7,1,0.330982,366,0.62347,0.603926,0.683752,1.923843,1830,0.659933,484,2.07433,0.337509,4661,0.763211,2314,15.022727,12748
ncf_16_32_8_edau.8,1,0.325431,366,0.623555,0.603707,0.678935,1.923893,1830,0.659021,484,2.069144,0.340649,4642,0.760182,2314,14.663223,12719
ncf_16_32_8_edau.9,1,0.350895,366,0.623212,0.60459,0.700761,1.923647,1830,0.663213,484,2.094641,0.326238,4737,0.77398,2314,16.340909,12864
ncf_16_32_8_euad.10,1,0.339946,366,0.62338,0.604159,0.691259,1.923745,1830,0.67117,484,2.08427,0.294308,4690,0.768007,2314,19.514463,12806
ncf_16_32_8_euad.1,1,0.350279,366,0.622989,0.605164,0.701591,1.923745,1830,0.669135,484,2.08643,0.291092,4717,0.774129,2314,20.444215,12806
ncf_16_32_8_euad.2,1,0.341307,366,0.623451,0.603974,0.691895,1.923696,1830,0.671057,484,2.088591,0.293591,4709,0.768558,2314,19.700413,12835
ncf_16_32_8_euad.3,1,0.324141,366,0.624223,0.601993,0.674007,1.923647,1830,0.67459,484,2.089023,0.298638,4656,0.758157,2314,18.21281,12864
ncf_16_32_8_euad.4,1,0.332373,366,0.623912,0.602791,0.682239,1.923647,1830,0.67297,484,2.090752,0.296078,4674,0.76302,2314,18.956612,12864
ncf_16_32_8_euad.5,1,0.360033,366,0.622372,0.606756,0.712803,1.923843,1830,0.666898,484,2.08038,0.288642,4706,0.780439,2314,21.188017,12748
ncf_16_32_8_euad.6,1,0.348305,366,0.62269,0.605934,0.701809,1.923893,1830,0.669051,484,2.073898,0.292592,4687,0.773737,2314,20.072314,12719
ncf_16_32_8_euad.7,1,0.330982,366,0.62347,0.603926,0.683752,1.923843,1830,0.672623,484,2.07433,0.297691,4661,0.763211,2314,18.584711,12748
ncf_16_32_8_euad.8,1,0.325431,366,0.623555,0.603707,0.678935,1.923893,1830,0.67356,484,2.069144,0.299719,4642,0.760182,2314,18.02686,12719
