@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC

@DATA
SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1,0.14,6,6.4333,19.7218,4450,4450,0.011,4568,20.1945,19.6172,19.6651,6.9286,0.011,20.1945,19.463,50
SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf,1,0.0175,57,33.4792,57.3688,34000,34000,0.0117,82.8462,62.0625,54.9265,57.3176,33.4897,0.0117,64.5,52.6104,400
SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf,1,0.028,35,22.1762,48.9519,21250,21250,0.0117,217.4,52.8218,47.0176,48.6069,22.0736,0.0117,57.4779,46.5665,250
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S338979727-056-UNKNOWN.cnf,1,0.0003,2096,153.105,52.2324,41711,42000,0.0001,18.5345,62.7,45.6667,50.9286,282.824,0.0017,85.1667,42.625,10000
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1910317962-059.UNKNOWN.cnf,1,0.0068,87,14.3298,26.0812,1897,1917,0.0063,3902.2857,28.0216,25.1893,25.5503,17.7794,0.0295,28.0216,24.8721,450
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,0.0052,118,17.4363,32.7099,2538,2556,0.0016,3797,38.2884,31.0727,32.0491,22.2365,0.0217,38.2884,29.6108,600
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S183128297-005.SATISFIABLE.cnf,1,0.0076,80,11.4123,24.5861,1701,1704,0.0059,3939.4286,28.5751,23.0008,23.2761,13.6328,0.0265,28.5751,22.8595,400
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S118521533-021.UNKNOWN.cnf,1,0.04,20,9.9358,27.696,2662,2662,0.0413,4214.2857,29.5602,26.7086,27.7506,11.0281,0.0466,29.5602,26.5717,125
SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf,1,0.14,6,6.2688,19.8139,4450,4450,0.011,4581,20.2717,19.7098,19.7145,6.8913,0.011,20.2717,19.4261,50
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S207562876-057.UNKNOWN.cnf,1,0.0333,24,11.5623,31.8011,3195,3195,0.041,4164,33.5058,30.4974,31.7766,12.6121,0.046,33.5058,30.3989,150
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S648642831-094-UNKNOWN.cnf,1,0.0001,0,830.25,99.2378,145968,147000,0,3.957,145.5,72.4,92.3333,3926,0.0005,195.5,57.75,35000
SAT11/random/medium/unif-k7-r89-v50-c4450-S1430772875-039.SATISFIABLE.cnf,1,0.14,6,6.3385,19.6603,4450,4450,0.011,4540.8,19.8814,19.5384,19.6071,6.7986,0.011,19.8814,19.5276,50
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1259410977-065-UNKNOWN.cnf,1,0.0006,1033,92.5085,41.719,20886,21000,0.0003,46.479,48.2059,38.2955,40.9643,166.462,0.0033,58.7609,36.3958,5000
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S675870149-098.SATISFIABLE.cnf,1,0.04,20,9.4805,27.8679,2662,2662,0.0421,4213.4286,29.9467,27.0289,27.7534,10.4761,0.0466,29.9467,26.7004,125
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S970100151-015-UNKNOWN.cnf,1,0.0001,0,3018.4,90.686,146031,147000,0,4.3804,128.3333,72,83.25,3974,0.0006,167,58,35000
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,0.0012,505,47.9789,34.0087,10414,10500,0.0006,118.0543,37.4324,32.4063,33.5169,74.3402,0.0063,41.971,30.9605,2500
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1085677759-100.UNKNOWN.cnf,1,0.0061,99,16.8805,28.1221,2119,2130,0.0047,3907.8571,33.7168,26.0937,27.4633,20.8544,0.0255,33.7168,24.7575,500
SAT11/random/large/unif-k7-r85-v300-c25500-S1859210562-077-UNKNOWN.cnf,1,0.0233,41,26.0783,52.1004,25500,25500,0.0117,139.6061,55.3643,50.3506,51.7724,25.7525,0.0117,60.3608,48.5,300
SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,0.005,174,43.4915,57.493,20000,20000,0.0123,41.52,65.9388,54.2222,57.275,54.3218,0.0215,68.7778,49.8431,1000
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1,0.0051,121,16.0455,32.9878,2549,2556,0.0039,3746,39.1891,30.7937,31.4194,19.9831,0.0204,39.1891,28.8384,600
SAT11/random/medium/unif-k7-r89-v50-c4450-S2039518547-066.UNKNOWN.cnf,1,0.14,6,6.3174,19.8814,4450,4450,0.011,4564,20.2621,19.8398,19.8521,6.767,0.011,20.2621,19.5821,50
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1,0.05,16,8.2589,23.272,2130,2130,0.0441,4291.4286,24.1285,22.7389,23.3016,9.1667,0.0465,24.1285,22.5501,100
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1,0.04,20,10.499,27.5932,2662,2662,0.0424,4253.1429,29.0321,26.7543,27.4973,11.6116,0.0466,29.0321,26.5329,125
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1,0.0047,131,19.3358,34.7155,2760,2769,0.0036,3773.8571,39.2527,32.8876,33.8508,25.0977,0.0199,39.2527,31.0862,650
SAT11/random/large/unif-k5-r20-v2000-c40000-S971556279-001-UNKNOWN.cnf,1,0.0025,365,82.0787,73.1195,40000,40000,0.006,17.7686,86.6,66.1176,74.0952,106.488,0.0127,108.619,58.5,2000
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S2058622508-076.SATISFIABLE.cnf,1,0.0056,106,15.1366,30.33,2309,2343,0.0035,3901.1429,33.7565,28.8707,29.3591,18.3722,0.0303,33.7565,28.4443,550
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S82160031-050.SATISFIABLE.cnf,1,0.0286,29,12.4554,35.8896,3727,3727,0.0386,4115.1667,37.4532,34.414,36.4004,13.776,0.0453,37.4532,33.8938,175
SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,0.0025,360,80.9067,76.4793,40000,40000,0.0061,17.1552,90.2143,69.4286,75.75,104.759,0.0123,108.6667,63.1818,2000
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,0.0002,0,376.375,72.4741,83430,84000,0,8.4949,94.5714,57,71.5714,2215.2,0.001,139.3333,51.5455,20000
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S785747282-100.UNKNOWN.cnf,1,0.0076,79,13.5946,23.2675,1699,1704,0.0059,3981.1429,26.3246,22.4467,22.9368,16.6194,0.0265,26.3246,20.7745,400
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S973075635-083.SATISFIABLE.cnf,1,0.0041,151,18.6081,36.0018,3175,3195,0.0013,2610.4,42.0565,34.8253,37.4212,24.0184,0.0183,42.0565,28.271,750
SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,0.028,35,22.0945,49.0404,21250,21250,0.0117,233.4138,51.4126,47.3826,48.6606,21.7416,0.0117,56.2746,46.3103,250
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1,0.0044,140,17.6697,36.7479,2973,2982,0.0034,3632.7143,42.7725,34.402,35.6602,22.1943,0.0178,42.7725,33.6874,700
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,0.05,16,8.3425,23.2857,2130,2130,0.0441,4291.2857,24.3319,22.6494,23.4563,9.1957,0.0465,24.3319,22.4662,100
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1230934123-063.UNKNOWN.cnf,1,0.0044,138,20.0438,35.9109,2944,2982,0.0007,3746.7143,38.4498,33.9146,36.0186,25.7183,0.02,38.4498,33.7646,700
SAT11/random/large/unif-k7-r85-v250-c21250-S655589261-059-UNKNOWN.cnf,1,0.028,35,22.2811,49.0707,21250,21250,0.0117,245.963,51.4703,47.0828,48.861,22.1548,0.0117,60.7759,45.6698,250
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1677156340-036.UNKNOWN.cnf,1,0.0051,118,18.8289,32.104,2543,2556,0.0039,3828,35.8885,30.6715,31.0973,24.2649,0.0204,35.8885,29.2721,600
SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1,0.005,177,46.1079,56.3427,20000,20000,0.0124,44.4141,63.5918,52.8043,56.0606,56.3932,0.0216,69.2857,50.3556,1000
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S295912653-089.UNKNOWN.cnf,1,0.0667,12,6.3667,18.7653,1597,1597,0.0451,4408.8571,19.8559,18.2838,18.8662,7.2961,0.0463,19.8559,18.0614,75
SAT11/random/large/unif-k5-r20-v1500-c30000-S976428817-077-UNKNOWN.cnf,1,0.0033,270,61.9618,67.5144,30000,30000,0.0086,24.1927,78.913,61.1304,67,80.5423,0.0147,103.3077,56.8421,1500
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S761041117-050.UNKNOWN.cnf,1,0.0088,67,12.0266,21.9459,1471,1491,0.0068,3988.8571,23.9008,21.2002,21.3371,14.7335,0.0326,23.9008,20.9629,350
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1295196126-061.UNKNOWN.cnf,1,0.0122,48,8.351,17.8444,1061,1065,0.0104,4090.1429,18.6303,17.1792,18.1321,10.1513,0.0537,18.6303,17.0346,250
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S313385224-076-UNKNOWN.cnf,1,0.0002,0,371.125,72.0619,83454,84000,0,8.5196,97.8,59.5833,68,1701.4,0.001,122.8,51,20000
SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,0.0025,366,80.3294,74.9631,40000,40000,0.0067,17.3279,89.8,67.3182,73.7333,114.273,0.0119,105.0909,60.381,2000
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1610857498-043.SATISFIABLE.cnf,1,0.0056,111,13.128,30.6014,2333,2343,0.0034,3834.4286,34.6178,28.8143,29.2537,15.6901,0.0244,34.6178,28.0219,550
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S332580795-055.SATISFIABLE.cnf,1,0.05,16,8.3003,23.5681,2130,2130,0.0437,4299.4286,24.8474,23.0862,23.3584,9.1793,0.0465,24.8474,23.0009,100
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1693168158-005.UNKNOWN.cnf,1,0.0056,107,17.4909,30.303,2329,2343,0.0043,3851.5714,34.6534,29.1189,29.5715,21.4891,0.0279,34.6534,27.325,550
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S900569154-026.SATISFIABLE.cnf,1,0.0044,140,17.5043,35.7248,2964,2982,0.0034,3690.5714,39.6789,34.0771,34.6768,22.0317,0.0199,39.6789,32.6463,700
SAT11/random/medium/unif-k7-r89-v60-c5340-S1720200795-004.UNKNOWN.cnf,1,0.1167,8,7.4108,22.7185,5340,5340,0.011,4513.8,23.0478,22.571,22.7194,7.8269,0.011,23.0478,22.4522,60
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S895938734-057-UNKNOWN.cnf,1,0.0001,8467,1521.5,102.9991,166834,168000,0,3.7416,159.3333,75.25,94,1450,0.0005,380,58.3333,40000
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1440346932-010.SATISFIABLE.cnf,1,0.0078,76,11.2115,24.9519,1690,1704,0.0059,3945.5714,27.0924,24.3142,24.8235,13.6041,0.0325,27.0924,22.107,400
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S797651048-056.UNKNOWN.cnf,1,0.0086,69,11.5727,22.4803,1487,1491,0.0081,3960.8571,25.1957,21.7804,22.2083,13.907,0.0323,25.1957,20.8267,350
SAT11/random/large/unif-k5-r20-v1500-c30000-S877088425-001-UNKNOWN.cnf,1,0.0033,269,64.7059,65.672,30000,30000,0.0085,25.2957,75.3929,59.1905,65.7872,86.11,0.0151,93.8824,55.0645,1500
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1565617179-002.UNKNOWN.cnf,1,0.0044,138,20.352,35.3137,2960,2982,0.0034,3689.4286,38.5529,33.4143,34.3028,25.8958,0.023,38.5529,33.4007,700
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S481747904-003.SATISFIABLE.cnf,1,0.0062,97,14.0873,28.7976,2114,2130,0.0047,3887.5714,32.6704,27.374,27.4935,17.1815,0.0265,32.6704,25.7134,500
SAT11/random/large/unif-k7-r85-v250-c21250-S977260632-016-UNKNOWN.cnf,1,0.028,35,22.3092,49.3686,21250,21250,0.0117,246.7857,51.9,48.3456,49.2798,21.7877,0.0117,58.624,47.1389,250
SAT11/random/medium/unif-k7-r89-v90-c8010-S1458811765-091.UNKNOWN.cnf,1,0.0778,12,10.4899,31.3407,8010,8010,0.0111,4370,32.0388,31.1107,31.5792,10.596,0.0111,32.0388,30.6339,90
SAT11/random/medium/unif-k7-r89-v90-c8010-S423984545-074.UNKNOWN.cnf,1,0.0778,12,10.5721,30.9765,8010,8010,0.0111,4391.75,31.4092,31.017,31.3231,10.5939,0.0111,31.4092,30.1569,90
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1940049314-069.SATISFIABLE.cnf,1,0.0056,108,13.8397,29.9457,2328,2343,0.0043,3807.2857,34.0454,27.6306,29.2033,16.7774,0.0288,34.0454,26.886,550
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S20037494-023.SATISFIABLE.cnf,1,0.05,16,8.1858,23.3902,2130,2130,0.0437,4311,24.2407,22.9014,23.2037,9.0652,0.0465,24.2407,22.8858,100
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S436871389-051.SATISFIABLE.cnf,1,0.04,20,9.1173,27.7354,2662,2662,0.0417,4223.1429,29.5831,27.0441,27.627,10.3031,0.0466,29.5831,26.562,125
SAT11/random/medium/unif-k7-r89-v80-c7120-S153059456-076.SATISFIABLE.cnf,1,0.0875,10,9.6618,28.6242,7120,7120,0.0111,4397.4,28.8933,28.5287,28.6082,9.8712,0.0111,28.8933,28.3392,80
SAT11/random/medium/unif-k7-r89-v60-c5340-S1583005701-053.SATISFIABLE.cnf,1,0.1167,8,7.242,22.7836,5340,5340,0.011,4508,23.1289,22.6499,22.7725,7.6448,0.011,23.1289,22.4635,60
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,0.0333,24,11.4302,31.42,3195,3195,0.0407,4175.5714,33.2484,30.5654,31.3919,12.542,0.0463,33.2484,29.7025,150
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S525505471-054-UNKNOWN.cnf,1,0.0002,0,508,68.3166,83408,84000,0,8.6495,85.4,57.8889,67.3333,1993.2,0.0008,107,51.25,20000
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S677627694-051-UNKNOWN.cnf,1,0.0003,2086,211.05,54.5401,41704,42000,0,18.9138,66.6667,48.3,52.8276,247.647,0.0018,86.4,42.6667,10000
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S735137557-045.SATISFIABLE.cnf,1,0.0051,119,15.5496,32.055,2544,2556,0.0039,3819.2857,34.9217,31.0642,32.1982,19.4681,0.0236,34.9217,30.0062,600
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1,0.0333,24,11.5634,31.7705,3195,3195,0.0401,4174.5714,34.347,30.5198,31.4145,12.68,0.046,34.347,30.1514,150
SAT11/random/medium/unif-k7-r89-v60-c5340-S614849838-039.UNKNOWN.cnf,1,0.1167,8,7.4636,22.9208,5340,5340,0.011,4506.2,23.4932,22.8044,22.8186,7.9314,0.011,23.4932,22.4852,60
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S1401248878-094-UNKNOWN.cnf,1,0.0001,10567,1790.33,99.8759,208528,210000,0,2.7033,156,72.8,93.3333,2075,0.0004,255,59.6,50000
SAT11/random/medium/unif-k7-r89-v60-c5340-S1141565617-016.SATISFIABLE.cnf,1,0.1167,8,7.3822,22.8636,5340,5340,0.011,4521.4,23.274,22.7422,22.8706,7.8043,0.011,23.274,22.5229,60
SAT11/random/large/unif-k7-r85-v200-c17000-S72668411-025-UNKNOWN.cnf,1,0.035,28,18.0451,56.914,17000,17000,0.0117,3774,57.9055,56.7825,56.7964,17.9329,0.0117,57.9055,56.1715,200
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1,0.0003,2106,200.476,52.396,41730,42000,0.0001,18.2087,64.4,46.3636,52.2308,278.188,0.0019,80.6875,40.9,10000
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1508981094-051.UNKNOWN.cnf,1,0.0667,12,6.4296,18.9715,1597,1597,0.0457,4393.8571,19.8551,18.5726,18.7938,7.4321,0.0463,19.8551,18.3645,75
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1781430408-009-UNKNOWN.cnf,1,0.0006,1038,89.5857,42.2061,20901,21000,0.0004,47.3097,47.1081,39.7,42.2353,153.359,0.0033,55,36.9412,5000
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1499315720-089.SATISFIABLE.cnf,1,0.0333,24,10.9476,31.764,3195,3195,0.0401,4157,33.8752,30.8556,31.2691,12.0462,0.046,33.8752,30.2136,150
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S831119356-083.SATISFIABLE.cnf,1,0.0062,97,15.3626,27.6969,2116,2130,0.0047,3889.5714,30.4406,26.9931,27.3732,19.114,0.0241,30.4406,24.8242,500
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1468528501-076.SATISFIABLE.cnf,1,0.0051,118,16.9373,31.8895,2543,2556,0.0039,3789.5714,34.6451,30.4691,31.2469,20.9065,0.0204,34.6451,30.095,600
SAT11/random/medium/unif-k7-r89-v50-c4450-S675112162-053.SATISFIABLE.cnf,1,0.14,6,6.3101,19.7501,4450,4450,0.011,4563.4,20.0175,19.5996,19.7841,6.8169,0.011,20.0175,19.5414,50
SAT11/random/large/unif-k5-r20-v2000-c40000-S656892101-075-UNKNOWN.cnf,1,0.0025,360,84.4878,73.0454,40000,40000,0.0057,17.5082,88.5,64.4737,72.1333,113.588,0.0124,108.3684,58.5556,2000
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S419010076-063-UNKNOWN.cnf,1,0.0001,7403,3701.6,93.5268,146006,147000,0,4.1875,147.5,64.5,86.5,1750.5,0.0006,254,53.1667,35000
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1223020224-097.UNKNOWN.cnf,1,0.0101,58,9.8276,19.825,1274,1278,0.0078,4029.8571,21.7638,19.2026,19.4035,11.9588,0.0455,21.7638,17.8897,300
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1750722942-074.UNKNOWN.cnf,1,0.0667,12,6.3944,19.0053,1597,1597,0.0445,4400,19.6619,18.6155,19.0843,7.375,0.0463,19.6619,18.4107,75
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1734827769-099.UNKNOWN.cnf,1,0.0051,120,17.2639,32.3324,2548,2556,0.0035,3818,36.5753,31.0944,31.5922,21.4197,0.0228,36.5753,30.706,600
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S926207202-053-UNKNOWN.cnf,1,0.0001,6341,681,77.8833,125199,126000,0,5.8587,105.7143,59.8333,74.2,824.5,0.0007,149.5,52.6667,30000
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1760258375-046.UNKNOWN.cnf,1,0.05,16,8.647,23.6382,2130,2130,0.0441,4329.4286,24.4803,23.1551,23.5744,9.514,0.0465,24.4803,22.9735,100
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S466707249-079.SATISFIABLE.cnf,1,0.0047,129,17.3368,34.5868,2756,2769,0.0029,3780.5714,39.2316,32.6407,33.4609,22.283,0.0203,39.2316,32.2247,650
SAT11/random/large/unif-k5-r20-v1250-c25000-S1688530456-019-UNKNOWN.cnf,1,0.004,220,53.6761,62.2647,25000,25000,0.0103,32.9174,72.0526,57.6,61.72,69.6738,0.017,81.6607,53.7333,1250
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S1298436766-097-UNKNOWN.cnf,1,0.0002,0,436.75,70.6967,83430,84000,0,8.7629,93.3333,58.4286,69.375,1643,0.0009,138.25,48.9,20000
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S100095490-071.SATISFIABLE.cnf,1,0.0286,29,12.6459,35.7961,3727,3727,0.0381,4110.5714,38.5553,34.4647,35.7067,13.9908,0.0461,38.5553,33.9469,175
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1778317451-042-UNKNOWN.cnf,1,0.0003,2073,153.429,54.7557,41713,42000,0,18.7069,66.5882,48.8333,54.5,311.824,0.0017,87.1538,42.8667,10000
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S860541986-078.UNKNOWN.cnf,1,0.0127,46,9.6673,16.9876,1054,1065,0.0114,4099.4286,17.5305,16.463,17.1039,11.5578,0.0493,17.5305,16.0184,250
SAT11/random/medium/unif-k7-r89-v70-c6230-S944754256-018.SATISFIABLE.cnf,1,0.1,9,8.4642,25.5991,6230,6230,0.0111,4473.2,25.8035,25.5212,25.5929,8.8222,0.0111,25.8035,25.422,70
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S960948361-055.UNKNOWN.cnf,1,0.0048,128,20.0993,33.8186,2749,2769,0.0033,3765,38.3633,31.8847,32.7805,25.6618,0.0211,38.3633,31.1441,650
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1914191877-004.SATISFIABLE.cnf,1,0.0088,68,9.1994,22.2052,1480,1491,0.0068,3971.2857,24.2411,20.7999,22.2919,11.0254,0.0399,24.2411,20.6679,350
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S247862791-097.UNKNOWN.cnf,1,0.0061,98,15.7189,27.6489,2119,2130,0.0019,3834.5714,30.0545,26.5278,27.3074,19.9135,0.0241,30.0545,25.7594,500
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1227489160-001.UNKNOWN.cnf,1,0.0667,12,6.5338,18.8305,1597,1597,0.0451,4389.8571,19.9973,18.3321,18.746,7.5089,0.0463,19.9973,18.1881,75
SAT11/random/large/unif-k5-r20-v1250-c25000-S936047914-093-UNKNOWN.cnf,1,0.004,222,52.2326,63.9561,25000,25000,0.0098,31.6111,72.931,59,63.8387,67.6692,0.0182,81,56,1250
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S664770261-061.SATISFIABLE.cnf,1,0.004,151,21.1173,37.9504,3188,3195,0.0031,3105.6667,41.0172,36.8256,37.9122,27.6017,0.0157,41.0172,34.4567,750
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S752966552-099.SATISFIABLE.cnf,1,0.0286,29,13.0962,35.5536,3727,3727,0.0386,4102.5714,37.5875,34.4101,35.4826,14.4155,0.0456,37.5875,34.2081,175
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S1378008329-078.SATISFIABLE.cnf,1,0.0041,150,19.5549,37.5792,3167,3195,0.0032,3551.375,41.0457,36.5333,37.0756,24.8407,0.0186,41.0457,36.1476,750
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S758437099-099-UNKNOWN.cnf,1,0.0001,10536,1955.67,107.8215,208588,210000,0,2.7889,168,71.75,103.5,2703,0.0005,233,62.25,49999
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S2036658259-036.UNKNOWN.cnf,1,0.0044,139,22.32,35.6061,2965,2982,0.0034,3715.2857,39.2369,33.5346,34.6087,28.4829,0.0229,39.2369,33.4806,700
SAT11/random/medium/unif-k7-r89-v70-c6230-S1254276596-021.UNKNOWN.cnf,1,0.1,9,8.4211,25.6988,6230,6230,0.0111,4458,26.0462,25.4864,25.7723,8.7089,0.0111,26.0462,25.3675,70
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1787844685-006.SATISFIABLE.cnf,1,0.0333,24,11.1482,31.8496,3195,3195,0.0391,4172.2857,33.7125,30.7095,31.8632,12.307,0.0466,33.7125,30.6684,150
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1536900137-053.UNKNOWN.cnf,1,0.0077,77,13.4423,23.7346,1689,1704,0.0059,3955.7143,24.9014,23.1814,23.5809,16.5341,0.0337,24.9014,22.0178,400
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S259896945-079.SATISFIABLE.cnf,1,0.0333,24,10.9284,31.6145,3195,3195,0.0401,4162,33.5817,30.5818,31.8568,12.1044,0.0463,33.5817,29.9386,150
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S808762165-030-UNKNOWN.cnf,1,0.0001,5344,553.833,74.3659,104354,105000,0,6.6263,106.5,60.8571,70.6667,884.667,0.0008,166.5,48.875,25000
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1647930270-030.UNKNOWN.cnf,1,0.04,20,9.6016,27.5799,2662,2662,0.0406,4218.7143,29.3087,26.8366,27.7139,10.622,0.0466,29.3087,26.3735,125
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1163259790-073.UNKNOWN.cnf,1,0.0056,108,16.3257,29.4282,2333,2343,0.0043,3832.4286,32.8709,27.9595,28.6148,20.0593,0.0253,32.8709,26.7708,550
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1653142431-025.UNKNOWN.cnf,1,0.0333,24,11.4773,31.6895,3195,3195,0.0407,4159.4286,33.6684,30.6463,31.5519,12.6814,0.0466,33.6684,30.5732,150
SAT11/random/medium/unif-k7-r89-v90-c8010-S661190852-039.SATISFIABLE.cnf,1,0.0778,12,10.3985,31.0641,8010,8010,0.0111,4382.8,31.5754,30.723,30.9629,10.6089,0.0111,31.5754,30.6607,90
SAT11/random/medium/unif-k7-r89-v70-c6230-S1780733482-097.UNKNOWN.cnf,1,0.1,9,8.5274,25.8331,6230,6230,0.0111,4480.2,26.3287,25.6551,26.0733,8.8283,0.0111,26.3287,25.0345,70
SAT11/random/large/unif-k7-r85-v250-c21250-S317257086-003-UNKNOWN.cnf,1,0.028,34,22.1147,49.1828,21250,21250,0.0117,245.5556,51.8478,47.4836,48.7613,21.6434,0.0117,60.5242,46.1436,250
