@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE gr_avg_deg_cg NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE o_dom_std NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE o_de NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE o_dom NUMERIC

@DATA
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_9.dzn,1,1.574282,0.63521,2.573034,40,36.126092,0.049938,801,24.253497,1.634417,0.982931,0,509.323431,39.640331,24.253497,0,0.988801,1.96539,14.332085,0.60143,0.342183,2.223857,0,8181440.275905,16020000801,6553333661,1.248695,20000001,0.388646,1.693447,0,21,0.921176,0.22329,0.60143,20000001,1.737772,20000001,1.737772,1,5000000.25,3.19066,1.369748,73,0.228951,24.253497,-2.670235,0.950308,19427.050886,0,2.791435,0.05,40,801,253.094171,0,4,2.15,2061,20,1062.28575,20,1261,0.08,20000001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_60_6.dzn,1,1.524927,0.655769,2.524788,120,116.205666,0.016664,7201,24.253497,1.655678,0.992352,0,1479.463301,40.155981,24.253497,-1,1.016998,1.705955,40.999861,0.278683,-1,-1,0,8279406.052076,144020007201,59620002981,1.107451,20000001,-1,-1,0,61,-1,0.206824,0.278683,20000001,3.067899,20000001,3.067899,1,5000000.25,3.88378,-1,233,0.210699,24.253497,-1,0.983347,174649.429998,0,-1,-1,120,7201,1100.393196,-1,4,9.51,18181,-1,9390.767253,-1,10981,7.12,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_80_2.dzn,1,1.518709,0.658454,2.518631,160,156.216467,0.012499,12801,24.253497,1.658402,0.994021,0,1964.533236,40.222056,24.253497,-1,1.020466,1.664493,54.333255,0.223831,-1,-1,0,8292581.723381,256020012801,106153338641,1.085538,20000001,-1,-1,0,81,-1,0.205027,0.223831,20000001,3.551198,20000001,3.551198,1,5000000.25,4.076475,-1,313,0.208137,24.253497,-1,0.987506,310469.011722,0,-1,-1,160,12801,1591.987137,-1,4,25.22,32241,-1,16656.963005,-1,19441,22.49,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_60_8.dzn,1,1.524927,0.655769,2.524788,120,116.205666,0.016664,7201,24.253497,1.655678,0.992352,0,1479.463301,40.155981,24.253497,-1,1.016998,1.705955,40.999861,0.278683,-1,-1,0,8279406.052076,144020007201,59620002981,1.107451,20000001,-1,-1,0,61,-1,0.206824,0.278683,20000001,3.067899,20000001,3.067899,1,5000000.25,3.88378,-1,233,0.210699,24.253497,-1,0.983347,174649.429998,0,-1,-1,120,7201,1100.393196,-1,4,9.85,18181,-1,9390.767253,-1,10981,7.46,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_2.dzn,1,1.574282,0.63521,2.573034,40,36.126092,0.049938,801,24.253497,1.634417,0.982931,0,509.323431,39.640331,24.253497,0,0.988801,1.96539,14.332085,0.60143,0.342183,2.223857,0,8181440.275905,16020000801,6553333661,1.248695,20000001,0.388646,1.693447,0,21,0.921176,0.22329,0.60143,20000001,1.737772,20000001,1.737772,1,5000000.25,3.19066,1.369748,73,0.228951,24.253497,-2.670235,0.950308,19427.050886,0,2.791435,0.05,40,801,253.094171,0,4,2.14,2061,20,1062.28575,20,1261,0.07,20000001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_100_1.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1,0.203978,0.188161,20000001,3.976231,20000001,3.976231,1,5000000.25,4.228078,-1,393,0.206565,24.253497,-1,0.990003,485094.188224,0,-1,-1,200,20001,2112.376396,-1,4,61.87,50301,-1,25991.128757,-1,30301,58.6,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_10.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039,0.210598,0.375549,20000001,2.492787,20000001,2.492787,1,5000000.25,3.618806,1.400088,153,0.215618,24.253497,-2.809768,0.975041,77635.443053,0,2.731152,0.025,80,3201,647.351263,0,4,3.33,8121,40,4192.541501,40,4921,1.15,20000001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_60_9.dzn,1,1.524927,0.655769,2.524788,120,116.205666,0.016664,7201,24.253497,1.655678,0.992352,0,1479.463301,40.155981,24.253497,-1,1.016998,1.705955,40.999861,0.278683,-1,-1,0,8279406.052076,144020007201,59620002981,1.107451,20000001,-1,-1,0,61,-1,0.206824,0.278683,20000001,3.067899,20000001,3.067899,1,5000000.25,3.88378,-1,233,0.210699,24.253497,-1,0.983347,174649.429998,0,-1,-1,120,7201,1100.393196,-1,4,9.88,18181,-1,9390.767253,-1,10981,7.48,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_80_10.dzn,1,1.518709,0.658454,2.518631,160,156.216467,0.012499,12801,24.253497,1.658402,0.994021,0,1964.533236,40.222056,24.253497,-1,1.020466,1.664493,54.333255,0.223831,-1,-1,0,8292581.723381,256020012801,106153338641,1.085538,20000001,-1,-1,0,81,-1,0.205027,0.223831,20000001,3.551198,20000001,3.551198,1,5000000.25,4.076475,-1,313,0.208137,24.253497,-1,0.987506,310469.011722,0,-1,-1,160,12801,1591.987137,-1,4,25.4,32241,-1,16656.963005,-1,19441,22.66,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_100_9.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1,0.203978,0.188161,20000001,3.976231,20000001,3.976231,1,5000000.25,4.228078,-1,393,0.206565,24.253497,-1,0.990003,485094.188224,0,-1,-1,200,20001,2112.376396,-1,4,62.11,50301,-1,25991.128757,-1,30301,58.86,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_2.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039,0.210598,0.375549,20000001,2.492787,20000001,2.492787,1,5000000.25,3.618806,1.400088,153,0.215618,24.253497,-2.809768,0.975041,77635.443053,0,2.731152,0.025,80,3201,647.351263,0,4,3.28,8121,40,4192.541501,40,4921,1.12,20000001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_3.dzn,1,1.537332,0.650478,2.536395,80,76.185879,0.024992,3201,24.253497,1.649868,0.986704,0,994.393366,40.015066,24.253497,0,1.010372,1.783313,27.638238,0.3754,0.336012,3.155898,0,8254712.481881,64020003201,26423334654.5,1.144703,20000001,0.39426,1.395228,0,41,0.919039,0.210395,0.3754,20000001,2.492123,20000001,2.492123,1,5000000.25,3.624228,1.400095,153,0.215237,24.253497,-2.814292,0.975041,77635.443053,0,2.728714,0.025,80,3201,647.205924,0,4,3.27,8119,40,4191.711426,40,4921,1.09,20000001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_1.dzn,1,1.574282,0.63521,2.573034,40,36.126092,0.049938,801,24.253497,1.634417,0.982931,0,509.323431,39.640331,24.253497,0,0.988801,1.96539,14.332085,0.60143,0.342183,2.223857,0,8181440.275905,16020000801,6553333661,1.248695,20000001,0.388646,1.693447,0,21,0.921176,0.22329,0.60143,20000001,1.737772,20000001,1.737772,1,5000000.25,3.19066,1.369748,73,0.228951,24.253497,-2.670235,0.950308,19427.050886,0,2.791435,0.05,40,801,253.094171,0,4,2.15,2061,20,1062.28575,20,1261,0.07,20000001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_4.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039,0.210598,0.375549,20000001,2.492787,20000001,2.492787,1,5000000.25,3.618806,1.400088,153,0.215618,24.253497,-2.809768,0.975041,77635.443053,0,2.731152,0.025,80,3201,647.351263,0,4,3.26,8121,40,4192.541501,40,4921,1.11,20000001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_10.dzn,1,1.518709,0.658454,2.518553,160,156.216624,0.012499,12801,24.253497,1.658351,0.993607,0,1964.533236,40.220808,24.253497,-1,1.020429,1.66502,54.320912,0.223812,-1,-1,0,8292711.921549,256020012801,106155005307.75,1.085124,20000001,-1,-1,0,81,-1,0.205001,0.223812,20000001,3.550899,20000001,3.550899,1,5000000.25,4.075944,-1,313,0.208085,24.253497,-1,0.987506,310469.011722,0,-1,-1,160,12801,1591.96899,-1,4,25.43,32240,-1,16656.547967,-1,19441,22.69,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_6.dzn,1,1.537332,0.650478,2.536707,80,76.185255,0.024992,3201,24.253497,1.650071,0.988051,0,994.393366,40.019995,24.253497,0,1.010207,1.782067,27.650734,0.375475,0.336013,3.156171,0,8254191.811231,64020003201,26421667987.75,1.14605,20000001,0.394212,1.396447,0,41,0.919039,0.210497,0.375475,20000001,2.49238,20000001,2.49238,1,5000000.25,3.623039,1.400091,153,0.215428,24.253497,-2.812026,0.975041,77635.443053,0,2.729933,0.025,80,3201,647.29468,0,4,3.3,8120,40,4192.126464,40,4921,1.11,20000001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_5.dzn,1,1.574282,0.63521,2.571785,40,36.128589,0.049938,801,24.253497,1.633624,0.978851,0,509.323431,39.621097,24.253497,0,0.9884,1.971222,14.284644,0.601141,0.342056,2.219881,0,8183521.008427,16020000801,6555000327.75,1.244615,20000001,0.388835,1.688965,0,21,0.921176,0.222906,0.601141,20000001,1.735559,20000001,1.735559,1,5000000.25,3.184604,1.370408,73,0.228297,24.253497,-2.677064,0.950315,19427.050886,0,2.786677,0.05,40,801,253.02017,0,4,2.14,2060,20,1061.870713,20,1261,0.07,20000001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_7.dzn,1,1.537332,0.650478,2.536395,80,76.185879,0.024992,3201,24.253497,1.649868,0.986704,0,994.393366,40.015066,24.253497,0,1.010213,1.783313,27.645736,0.3754,0.336013,3.156106,0,8254712.481881,64020003201,26423334654.5,1.144703,20000001,0.39426,1.395228,0,41,0.919039,0.210395,0.3754,20000001,2.492482,20000001,2.492482,1,5000000.25,3.624444,1.400088,153,0.215237,24.253497,-2.814292,0.975041,77635.443053,0,2.728714,0.025,80,3201,647.124755,0,4,3.26,8119,40,4191.711426,40,4921,1.09,20000001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_8.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039,0.210598,0.375549,20000001,2.492787,20000001,2.492787,1,5000000.25,3.618806,1.400088,153,0.215618,24.253497,-2.809768,0.975041,77635.443053,0,2.731152,0.025,80,3201,647.351263,0,4,3.3,8121,40,4192.541501,40,4921,1.12,20000001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_60_4.dzn,1,1.524927,0.655769,2.524788,120,116.205666,0.016664,7201,24.253497,1.655678,0.992352,0,1479.463301,40.155981,24.253497,-1,1.016998,1.705955,40.999861,0.278683,-1,-1,0,8279406.052076,144020007201,59620002981,1.107451,20000001,-1,-1,0,61,-1,0.206824,0.278683,20000001,3.067899,20000001,3.067899,1,5000000.25,3.88378,-1,233,0.210699,24.253497,-1,0.983347,174649.429998,0,-1,-1,120,7201,1100.393196,-1,4,9.53,18181,-1,9390.767253,-1,10981,7.14,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_4.dzn,1,1.518709,0.658454,2.518397,160,156.21678,0.012499,12801,24.253497,1.658248,0.992775,0,1964.533236,40.218313,24.253497,-1,1.020395,1.665424,54.305289,0.223793,-1,-1,0,8292972.317885,256020012801,106158338641.25,1.084292,20000001,-1,-1,0,81,-1,0.204949,0.223793,20000001,3.550604,20000001,3.550604,1,5000000.25,4.076082,-1,313,0.207982,24.253497,-1,0.987506,310469.011722,0,-1,-1,160,12801,1591.886481,-1,4,25.48,32238,-1,16655.717892,-1,19441,22.76,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_6.dzn,1,1.518709,0.658454,2.518475,160,156.21678,0.012499,12801,24.253497,1.658299,0.993191,0,1964.533236,40.219561,24.253497,-1,1.020497,1.665424,54.311538,0.223793,-1,-1,0,8292842.119717,256020012801,106156671974.5,1.084708,20000001,-1,-1,0,81,-1,0.204975,0.223793,20000001,3.550699,20000001,3.550699,1,5000000.25,4.077131,-1,313,0.208034,24.253497,-1,0.987506,310469.011722,0,-1,-1,160,12801,1591.945143,-1,4,25.49,32239,-1,16656.13293,-1,19441,22.74,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_7.dzn,1,1.518709,0.658454,2.518319,160,2.313569,0.012499,12801,24.253497,1.658197,0.992358,0,1964.533236,40.217066,24.253497,-1,1.02052,1.553197,54.295914,0.223749,-1,-1,0,8293102.516053,256020012801,106160005308,1.083875,20000001,-1,-1,0,81,-1,0.204923,0.223749,20000001,3.550404,20000001,3.550404,1,5000000.25,4.076787,-1,314,0.20793,24.253497,-1,1.94742,310469.011722,0,-1,-1,160,12801,1591.517426,-1,4,25.49,32237,-1,16655.302855,-1,19441,22.76,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_8.dzn,1,1.518709,0.658454,2.518475,160,156.21678,0.012499,12801,24.253497,1.658299,0.993191,0,1964.533236,40.219561,24.253497,-1,1.020665,1.6653,54.311226,0.223793,-1,-1,0,8292842.119717,256020012801,106156671974.5,1.084708,20000001,-1,-1,0,81,-1,0.204975,0.223793,20000001,3.550688,20000001,3.550688,1,5000000.25,4.078565,-1,313,0.208034,24.253497,-1,0.987506,310469.011722,0,-1,-1,160,12801,1591.946479,-1,4,25.36,32239,-1,16656.13293,-1,19441,22.64,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_1.dzn,1,1.537332,0.650478,2.536082,80,76.187129,0.024992,3201,24.253497,1.649665,0.98535,0,994.393366,40.010137,24.253497,0,1.010125,1.785559,27.646985,0.373284,0.336135,3.156213,0,8255233.15253,64020003201,26425001321.25,1.143349,20000001,0.394309,1.391963,0,41,0.919241,0.210294,0.373284,20000001,2.492884,20000001,2.492884,1,5000000.25,3.622993,1.399862,153,0.215046,24.253497,-2.816567,0.975041,77635.443053,0,2.727494,0.025,80,3201,646.161886,0,4,3.27,8118,40,4191.296389,40,4921,1.11,20000001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_9.dzn,1,1.518709,0.658454,2.518475,160,156.21678,0.012499,12801,24.253497,1.658299,0.993191,0,1964.533236,40.219561,24.253497,-1,1.020428,1.665424,54.319038,0.223793,-1,-1,0,8292842.119717,256020012801,106156671974.5,1.084708,20000001,-1,-1,0,81,-1,0.204975,0.223793,20000001,3.550952,20000001,3.550952,1,5000000.25,4.076535,-1,313,0.208034,24.253497,-1,0.987506,310469.011722,0,-1,-1,160,12801,1591.853512,-1,4,25.51,32239,-1,16656.13293,-1,19441,22.78,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_5.dzn,1,1.537332,0.650478,2.536707,80,76.185255,0.024992,3201,24.253497,1.650071,0.988051,0,994.393366,40.019995,24.253497,0,1.010014,1.782067,27.66448,0.375475,0.33602,3.156551,0,8254191.811231,64020003201,26421667987.75,1.14605,20000001,0.394212,1.396447,0,41,0.919039,0.210497,0.375475,20000001,2.493039,20000001,2.493039,1,5000000.25,3.620908,1.400054,153,0.215428,24.253497,-2.812026,0.975041,77635.443053,0,2.729933,0.025,80,3201,646.936226,0,4,3.29,8120,40,4192.126464,40,4921,1.11,20000001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_1.dzn,1,1.518709,0.658454,2.518553,160,156.216624,0.012499,12801,24.253497,1.658351,0.993607,0,1964.533236,40.220808,24.253497,-1,1.020429,1.66502,54.320912,0.223812,-1,-1,0,8292711.921549,256020012801,106155005307.75,1.085124,20000001,-1,-1,0,81,-1,0.205001,0.223812,20000001,3.550899,20000001,3.550899,1,5000000.25,4.075944,-1,313,0.208085,24.253497,-1,0.987506,310469.011722,0,-1,-1,160,12801,1591.96899,-1,4,25.41,32240,-1,16656.547967,-1,19441,22.68,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_2.dzn,1,1.518709,0.658454,2.518631,160,156.216467,0.012499,12801,24.253497,1.658402,0.994021,0,1964.533236,40.222056,24.253497,-1,1.020466,1.664493,54.333255,0.223831,-1,-1,0,8292581.723381,256020012801,106153338641,1.085538,20000001,-1,-1,0,81,-1,0.205027,0.223831,20000001,3.551198,20000001,3.551198,1,5000000.25,4.076475,-1,313,0.208137,24.253497,-1,0.987506,310469.011722,0,-1,-1,160,12801,1591.987137,-1,4,25.5,32241,-1,16656.963005,-1,19441,22.76,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_4.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1,0.203978,0.188161,20000001,3.976231,20000001,3.976231,1,5000000.25,4.228078,-1,393,0.206565,24.253497,-1,0.990003,485094.188224,0,-1,-1,200,20001,2112.376396,-1,4,62.13,50301,-1,25991.128757,-1,30301,58.88,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_9.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039,0.210598,0.375549,20000001,2.492787,20000001,2.492787,1,5000000.25,3.618806,1.400088,153,0.215618,24.253497,-2.809768,0.975041,77635.443053,0,2.731152,0.025,80,3201,647.351263,0,4,3.28,8121,40,4192.541501,40,4921,1.1,20000001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_3.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1,0.203978,0.188161,20000001,3.976231,20000001,3.976231,1,5000000.25,4.228078,-1,393,0.206565,24.253497,-1,0.990003,485094.188224,0,-1,-1,200,20001,2112.376396,-1,4,62.54,50301,-1,25991.128757,-1,30301,59.3,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_8.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1,0.203978,0.188161,20000001,3.976231,20000001,3.976231,1,5000000.25,4.228078,-1,393,0.206565,24.253497,-1,0.990003,485094.188224,0,-1,-1,200,20001,2112.376396,-1,4,62.01,50301,-1,25991.128757,-1,30301,58.77,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_60_3.dzn,1,1.524927,0.655769,2.524788,120,116.205666,0.016664,7201,24.253497,1.655678,0.992352,0,1479.463301,40.155981,24.253497,-1,1.016998,1.705955,40.999861,0.278683,-1,-1,0,8279406.052076,144020007201,59620002981,1.107451,20000001,-1,-1,0,61,-1,0.206824,0.278683,20000001,3.067899,20000001,3.067899,1,5000000.25,3.88378,-1,233,0.210699,24.253497,-1,0.983347,174649.429998,0,-1,-1,120,7201,1100.393196,-1,4,9.55,18181,-1,9390.767253,-1,10981,7.17,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_60_7.dzn,1,1.524927,0.655769,2.524788,120,116.205666,0.016664,7201,24.253497,1.655678,0.992352,0,1479.463301,40.155981,24.253497,-1,1.016998,1.705955,40.999861,0.278683,-1,-1,0,8279406.052076,144020007201,59620002981,1.107451,20000001,-1,-1,0,61,-1,0.206824,0.278683,20000001,3.067899,20000001,3.067899,1,5000000.25,3.88378,-1,233,0.210699,24.253497,-1,0.983347,174649.429998,0,-1,-1,120,7201,1100.393196,-1,4,9.5,18181,-1,9390.767253,-1,10981,7.1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_10.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1,0.203978,0.188161,20000001,3.976231,20000001,3.976231,1,5000000.25,4.228078,-1,393,0.206565,24.253497,-1,0.990003,485094.188224,0,-1,-1,200,20001,2112.376396,-1,4,62,50301,-1,25991.128757,-1,30301,58.74,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_5.dzn,1,1.518709,0.658454,2.518553,160,156.216624,0.012499,12801,24.253497,1.658351,0.993607,0,1964.533236,40.220808,24.253497,-1,1.020486,1.664897,54.327474,0.223812,-1,-1,0,8292711.921549,256020012801,106155005307.75,1.085124,20000001,-1,-1,0,81,-1,0.205001,0.223812,20000001,3.55112,20000001,3.55112,1,5000000.25,4.077013,-1,313,0.208085,24.253497,-1,0.987506,310469.011722,0,-1,-1,160,12801,1591.948663,-1,4,25.6,32240,-1,16656.547967,-1,19441,22.88,-1
