@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC

@DATA
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-07r-k100.cnf,1,0.0266,0.2282,0.1233,0.1942,1.3065,0.372,2.2163,0.0484,9.787,0.4909,0.9646,442,0.2543,0.7696,219,641,349.59,178,0.1013,0,0,61378,2.0516,1.0144,0.8724,1.2148,24767,10063,9,0,0.8867,0
SAT_Competition2011/SAT_RACE08/cnf/ibm-2004-01-k90.cnf,1,0.0071,0.1645,0.0349,0.0497,1.7411,0.2337,0.5675,0.512,0.8505,1.0046,1.4353,545,0.0892,1.0647,478,802,458.64,249,0.5476,0.2578,0.5717,276000,3.1401,0.6092,1.2396,0.7817,64699,213000,89,0.0795,1.1733,0
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S886048189-14.cnf,1,0.0467,0.2331,0.0923,0.1254,0.7389,0.7109,0.5788,0.3905,0.029,0.2973,0.1837,12,0.1763,0.5898,9,18,10.491,8,0,0.2057,0.3791,67200,2.7348,0.0716,0.6546,0.3018,16000,66707,6,0.087,0.83,0
SAT_RACE2008/ibm-2002-24r3-k100.cnf,1,0.0044,0.1716,0.0555,0.084,1.7572,0.386,0.5911,0.5141,1.338,0.9978,1.493,444,0.1402,1.053,388,502,405.29,360,0.5132,0.2301,0.4801,550000,3.0734,0.6433,1.1696,0.8203,148000,369000,105,0.0943,0.9712,0
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1441840675-053.cnf,1,0.0015,0.05,0.0027,0.0034,0.835,0.0123,0.6803,0.1656,0,0.0957,0,42,0.0047,0.6507,36,51,37.791,31,0,0.0735,0.1486,22000,3.6494,0,0.6265,0.0812,1100,22000,3,0.0322,0.8437,0.2
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S1618450766-063.cnf,1,0.0467,0.2339,0.0921,0.124,0.7041,0.5374,0.5872,0.3908,0.0243,0.2866,0.1485,19,0.1763,0.5865,16,24,17.286,14,0,0.2021,0.382,42000,2.7029,0.0616,0.6476,0.29,10000,41735,6,0.082,0.8256,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1090604743-089.UNKNOWN.cnf,1,0.047,0.2276,0.0904,0.1257,0.764,0.2923,0.5943,0.3961,0.0417,0.3249,0.2092,4074,0.1809,0.588,4009,4106,4004.3,3953,0,0.2005,0.3813,1491,2.7584,0.0752,0.6493,0.3126,350,1476,4,0.0896,0.8513,0
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-018-017.sat05-1189.reshuffled-07.cnf,1,0.165,0.1107,0.1705,0.176,1.1187,0.1823,0.0058,0.8736,0.0625,0,0.3701,4741,0.1761,1.0502,4740,4891,4716.2,4697,0.8854,0.8683,0.8739,2619,0,1.3212,0.0307,0.2063,306,2601,3,0.8681,0.9966,0
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-10-13-s.cnf,1,0.0005,0.1661,0.0136,0.0235,1.3173,0.2049,0.5878,0.5198,2.649,0.4744,0.9652,44,0.03,1.067,40,44,31.75,34,0.5972,0.2129,0.6321,1030000,2.7684,0.3897,0.9214,0.4865,227000,374000,15,0.0409,0.8963,0
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S260814579-03.cnf,1,0.0015,0.05,0.0027,0.0034,0.8315,0.0153,0.6679,0.1662,0,0.1001,0,44,0.0049,0.6484,38,48,38.692,32,0,0.0739,0.1496,22000,3.6913,0,0.6527,0.0845,1100,22000,3,0.0338,0.8436,0.2
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-160-100.cnf,1,0.2295,0.4167,0.2295,0.2295,0,0.2296,0.0001,0.5832,0,0,0.4506,4656,0.2296,0,4641,4665,4633.7,4612,0.8333,0.5831,0.5832,384,0,0.4472,0.0001,0.0321,160,384,5,0.5831,0.9045,1
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S254828838-055.cnf,1,0.0001,0.0112,0.0001,0.0001,0.9916,0.0001,0.6952,0.0618,0,0.0297,0,4545,0.0001,0.6842,4479,4612,4474.7,4394,0,0.0228,0.0577,5785,3.6891,0,0.2926,0,65,5785,2,0.0103,0.8751,0.1429
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/380/unif-k3-r4.25-v380-c1615-S1807135406-059.cnf,1,0.045,0.2328,0.0859,0.1133,0.6377,0.333,0.5678,0.394,0.0133,0.2674,0.0926,4057,0.1676,0.5804,3966,4094,3981.9,3947,0,0.2052,0.3927,1615,2.6331,0.0448,0.659,0.2636,380,1611,4,0.0859,0.8459,0
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-21r-k95.cnf,1,0.0036,0.1352,0.0311,0.0471,1.9733,0.34,0.4763,0.5955,2.2757,1.1688,1.643,1071,0.0839,0.9999,870,1257,843.67,821,0.5208,0.4,0.6648,788000,3.6679,0.6949,1.2435,0.9826,192000,432000,98,0.1304,0.9544,0
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1723021362-073.cnf,1,0.0001,0.0112,0.0001,0.0001,0.9981,0.0001,0.7633,0.0622,0,0.0317,0,4486,0.0001,0.69,4429,4546,4452.6,4409,0,0.0262,0.0424,6230,3.7508,0,0.3213,0,70,6230,2,0.0134,0.8744,0.1429
SAT_Competition2011/SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,1,0.2654,0.2,0.2648,0.2677,0.9993,0.2683,8.3598,0.0011,0.0075,0.0086,0.0203,4409,0.2679,0.9336,4338,4486,4347.1,4257,0,0,0,672,0.044,0.0136,0.0347,0,135,670,7,0,0.7252,0
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S1791291573-05.cnf,1,0.0015,0.05,0.0027,0.0036,0.8308,0.0125,0.6979,0.1664,0,0.0984,0,95,0.0048,0.6537,85,112,90.162,78,0,0.0714,0.1432,12000,3.6457,0,0.6024,0.0707,600,12000,3,0.0315,0.845,0.2
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v300-c1278-S768688898-014.UNKNOWN.cnf,1,0.0419,0.2311,0.0874,0.1252,0.6532,0.2765,0.5623,0.4013,0.0204,0.301,0.1058,4103,0.1634,0.5794,4065,4130,4057.6,3995,0,0.2019,0.4184,1278,2.7258,0.0486,0.6452,0.2938,300,1272,4,0.0737,0.8445,0
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S72547786-008-UNKNOWN.cnf,1,0.0458,0.2336,0.0902,0.1214,0.7005,0.5628,0.5775,0.3899,0.0252,0.2881,0.1499,48,0.1711,0.5868,41,58,44.569,37,0,0.2042,0.3859,21000,2.7027,0.061,0.6509,0.2912,4999,20877,5,0.0891,0.8257,0
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.0-8.cnf,1,0,0.0233,0.069,0.031,0.6014,1,0.2738,0.8972,0.1435,4.946,0.3747,18,0.3415,0.3128,18,18,18,18,0.9501,0.9776,0.9992,1330000,4.8945,2.409,1.9965,2.9842,35065,1320000,4,0.5447,1.0202,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S621134782-041.cnf,1,0.0455,0.2318,0.0909,0.1184,0.6555,0.3995,0.5843,0.3995,0.0196,0.2757,0.1152,3934,0.1756,0.5837,3806,4054,3829.4,3714,0,0.1983,0.3831,2210,2.6636,0.0512,0.6752,0.2729,520,2200,5,0.1002,0.8441,0
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,0.0173,0.2023,0.0508,0.0647,1.4844,0.3296,0.7097,0.3332,2.2049,0.8554,1.2788,842,0.1227,0.7917,750,982,781.67,610,0.2386,0.1248,0.3101,130000,3.0454,0.3446,0.9816,0.773,44692,68921,12,0.045,0.8953,0
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/90/unif-k5-r21.3-v90-c1917-S1916972979-060.cnf,1,0.0009,0.0469,0.0017,0.0019,0.8372,0.0077,0.7423,0.1397,0,0.0993,0,4435,0.003,0.6456,4324,4452,4343,4297,0,0.0491,0.1249,1917,3.4481,0,0.807,0.0103,90,1917,3,0.0259,0.858,0.2
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h35-unknown.cnf,1,0.0144,0.0256,0.151,0.2849,1.695,0.5,0.4767,0.6781,13.432,1.9823,1.8178,0,0.4488,1.4142,0,0,0,0,0.631,0.4148,0.8287,912000,5.6971,2.5726,1.1077,1.687,200000,539000,20,0.1335,0.9982,0
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_110.shuffled.cnf,1,0.0029,0.0581,0.0032,0.0035,1.1042,0.0043,0.7665,0.0258,0,0.0144,0.2835,4272,0.0037,0.6786,4244,4383,4237.3,4232,0,0.0105,0.0227,1892,1.4771,0.0564,0.1346,0.021,110,1892,3,0.0046,0.8503,0
SAT_RACE2008/ibm-2002-29r-k75.cnf,1,0.0048,0.1357,0.0311,0.0371,1.5063,0.307,0.5359,0.5672,0.8085,0.8667,1.2752,378,0.0826,1.2918,280,465,275.79,175,0.6432,0.2891,0.6621,335000,3.4529,0.7619,1.3137,0.6862,64686,264000,75,0.0765,0.9735,0
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf,1,0.2295,0.4167,0.2295,0.2295,1.1174,0.2295,0.0001,0.5832,0,0,0.4506,4536,0.2295,0.9852,4467,4557,4481.3,4427,0.8333,0.5831,0.5832,576,0,0.4472,0.0001,0.0182,240,576,5,0.5831,0.9014,0
SAT_Competition2011/SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,1,0,0.0113,0,0,0.2102,0,0.0212,0.8362,0.04,0.192,0.2246,355,0,0.0174,288,1654,422.44,223,0.9463,0.824,0.8367,132000,5.2853,1.6619,5.0976,0.1903,1534,130000,3,0.8122,0.9998,0.7778
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,1,0.016,0.1523,0.0523,0.0786,1.7515,1,0.4023,0.442,4.7251,1.9902,1.5573,558,0.112,0.7219,423,608,415.5,317,0.2077,0.3146,0.4774,488000,3.1164,0.3831,0.9542,1.5878,164000,188000,10,0.1911,0.9155,0
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-35-4.cnf,1,0.0224,0.172,0.0308,0.0411,1.0397,0.2106,1.8548,0.0776,1.4471,0.5097,0.921,286,0.0447,0.4374,232,353,257.49,200,0.0826,0.0002,0.006,204000,2.571,0.1873,0.7226,0.5183,48689,116000,14,0,0.8431,0
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1760258375-046.UNKNOWN.cnf,1,0.0009,0.0469,0.0017,0.0022,0.8262,0.0072,0.6758,0.1505,0,0.101,0,4431,0.0034,0.6485,4305,4441,4324.3,4285,0,0.0715,0.1339,2130,3.4335,0,0.6913,0.0125,100,2130,3,0.0342,0.8607,0.2
SAT_Competition2009/CRAFTED/edgematching/all/em_7_3_6_all.cnf,1,0.0001,0.0482,0.0213,0.0326,0.9623,0.0819,0.2513,0.8375,0.0055,0.54,0.8464,1975,0.0537,0.4178,1779,2480,1715.4,1309,0.6971,0.8228,0.9391,30387,2.9688,0.5436,1.0027,0.32,1473,30387,7,0.4085,0.9948,0
SAT_Competition2009/CRAFTED/sgi/new-difficult-20-152-18-95.cnf,1,0,0.0226,0.0003,0.0004,0.0881,0.0016,0.0297,0.8911,0.0526,0.1711,0.1531,2213,0.0007,0.0128,1134,4588,1785.7,1047,0.9742,0.8748,0.8923,15466,3.6922,1.5652,1.0718,0,360,15106,2,0.8537,0.9982,0.8667
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1388268034-092.cnf,1,0.0015,0.05,0.0027,0.0035,0.8276,0.0128,0.7014,0.1636,0,0.102,0,42,0.005,0.647,36,50,38.185,32,0,0.0694,0.1432,22000,3.7004,0,0.6617,0.0869,1100,22000,3,0.0293,0.8401,0.2
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/500/unif-k3-r4.25-v500-c2125-S1826325374-100.cnf,1,0.0464,0.2316,0.0908,0.1218,0.7023,0.3284,0.5672,0.3957,0.0204,0.2918,0.15,3950,0.1806,0.5897,3906,4023,3907.3,3882,0,0.2164,0.3838,2125,2.7179,0.0601,0.6737,0.2876,500,2116,4,0.0832,0.8451,0
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,0.4909,0.2231,0.4485,0.4999,2.9418,1,0.2306,0.6986,0.0833,4.1837,2.5476,1740,0.5,0.8986,1305,2394,1275.2,581,0.0905,0.6646,0.748,8013,3.3497,0.4259,0.3429,1.5263,1587,6565,6,0.5308,0.9459,0
SAT_RACE2006/SAT-Race-Benchmarks/velev-live-uns-2.0-ebuf.cnf,1,0.0001,0.0747,0.0183,0.0116,1.5002,0.4734,0.2896,0.7974,0.2705,2.8046,1.0423,1111,0.0557,0.7902,954,1432,931.75,796,0.7671,0.734,0.9003,161000,4,1.1887,2.621,1.7213,14628,154000,6,0.4505,1.0021,0
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1,0.0474,0.2336,0.093,0.125,0.7162,0.9175,0.577,0.3944,0.0264,0.2906,0.1631,4,0.176,0.5875,3,6,3.5586,2,0,0.2039,0.3884,168000,2.7161,0.0655,0.6536,0.2945,40000,167000,6,0.0887,0.8505,0
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-5.cnf,1,0.0231,0.1696,0.0312,0.0407,1.0054,0.1579,1.7491,0.0817,1.502,0.6089,0.9021,339,0.0483,0.4122,235,403,271.1,187,0.072,0.0001,0.0103,279000,2.3602,0.1823,0.5775,0.4885,66892,158000,13,0,0.8591,0
SAT_Competition2011/SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,1,0.0005,0.0648,0.0044,0.0088,0.9999,0.0172,0.1107,0.6283,0.3333,0.349,0.4835,2922,0.0109,0.4686,2861,3161,2786,2799,0,0.5808,0.6289,13289,3.3715,0.2498,1.0254,0.3179,1124,13008,7,0.5395,0.9766,0.3333
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1335110382-066.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.0001,1.0103,0.0001,0.6836,0.0612,0,0.0307,0,4512,0.0001,0.6801,4412,4592,4439,4372,0,0.0301,0.0556,6230,3.5998,0,0.3004,0,70,6230,2,0.0112,0.8731,0.1429
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c7b_i.cnf,1,0.0144,0.1436,0.072,0.1104,1.6977,0.434,0.5523,0.5409,4.6885,1.2147,1.5921,775,0.1528,0.7321,705,883,731.73,646,0.1294,0.2885,0.588,77473,3.3867,0.4419,1.0079,1.1007,26173,32043,8,0.081,0.8986,0
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1313163883-027.cnf,1,0.0015,0.05,0.0027,0.0034,0.8308,0.0119,0.6804,0.1705,0,0.0993,0,80,0.005,0.649,69,94,72.731,62,0,0.0739,0.1557,14000,3.6689,0,0.6362,0.0765,700,14000,3,0.0301,0.8442,0.2
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1,0.0064,0.0323,0.0064,0.0064,0,0.0064,0.0001,0.509,0.3333,0,0.6867,3771,0.0064,0,3771,3771,3546.5,3322,0.0323,0.509,0.509,11058,0,0.5928,0.0002,0,456,10602,2,0.509,0.9993,1
SAT_Competition2011/SAT_RACE08/Q1/SAT_dat.k85.cnf,1,0.0047,0.1296,0.0401,0.0541,1.5838,0.3217,0.5928,0.5441,1.072,0.9596,1.3418,133,0.1211,1.3182,133,133,104,75,0.6204,0.221,0.626,890000,3.4781,0.7966,1.334,0.7488,181000,676000,84,0.0623,1.0096,0
SAT_RACE2008/simon-s02-f2clk-50.cnf,1,0.012,0.1807,0.0403,0.0506,1.4675,0.3867,0.8481,0.2957,4.232,0.7019,1.1709,1008,0.0907,0.7329,864,1090,887.14,823,0.1667,0.0939,0.2062,101000,3.1653,0.2937,0.9303,0.751,34678,36674,11,0.0315,0.8777,0
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-rand3bip-sat-220-1.sat05-2173.reshuffled-07.cnf,1,0.042,0.25,0.042,0.042,0.5623,0.042,0,0,0,0,0,4468,0.042,0.5774,4448,4469,4415,4360,0,0,0,880,0,0,0.0001,0.0273,220,880,7,0,0.876,0.3333
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,1,0.0017,0.0823,0.0149,0.0099,0.9494,0.1681,0.0612,0.8384,0.3225,2.5107,1.9409,1498,0.0516,0.5637,1096,1649,1193.3,691,0.209,0.818,0.826,93544,1.8872,0.5982,1.7206,1.0986,6664,61246,8,0.8049,0.9958,0
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,0.4947,0.2217,0.4508,0.4999,2.9219,1,0.2349,0.6983,0.0923,4.2361,2.5446,2019,0.5,0.9249,1360,2609,1469.6,1004,0.0949,0.6647,0.7471,7521,3.3595,0.4317,0.3568,1.5207,1467,6058,6,0.5377,0.9538,0
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0,0.0075,0,0,0.676,0,0.0026,0.6922,0,0.0048,0.6742,1387,0,0.5482,1193,1602,1224.3,1095,0.3922,0.692,0.692,96849,0.7049,0.288,0,0.0821,729,96849,3,0.6889,0.9997,0
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-php-045-044.sat05-1195.reshuffled-07.cnf,1,0.0968,0.0444,0.098,0.0983,0.9001,0.1029,0.0011,0.9409,0.0233,0,0.1861,4879,0.0998,1.0146,4879,4879,4879,4879,0.955,0.9407,0.941,43605,0,2.2639,0.0152,0.2653,1980,43560,3,0.9397,1.0125,0
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,0.0216,0.1738,0.0552,0.0834,1.7997,0.2116,0.4508,0.4247,3.0841,1.4458,1.5375,1242,0.1466,0.7078,1099,1514,1154.9,1075,0.2785,0.2869,0.456,307000,2.8469,0.4267,0.8883,1.425,103000,145000,16,0.1311,0.9042,0
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S153059456-076.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.0001,1.0126,0.0001,0.7959,0.0562,0,0.0377,0,4390,0.0001,0.6757,4366,4555,4397.4,4360,0,0.0258,0.0417,7120,3.8491,0,0.3583,0,80,7120,2,0.0101,0.8762,0.1429
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0.0018,0.1447,0.0188,0.0352,1.4155,0.0811,0.4771,0.6413,0.8774,0.7355,1.1011,3,0.0463,0.9082,2,3,3.7143,0,0.512,0.3533,0.7791,1390000,3.1295,0.4363,1.0016,0.6547,260000,958000,117,0.1594,0.9778,0
SAT_Competition2011/SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,1,0.0041,0.0764,0.054,0.0611,0.5852,0.2848,0.2588,0.8294,0.5521,0.4162,0.5405,0,0.1944,0.2487,0,0,0,0,0.8604,0.7439,0.9237,8702,2.4504,0.6063,1.4095,0.4248,984,8297,18,0.5067,0.9921,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/460/unif-k3-r4.25-v460-c1955-S1892788676-021.cnf,1,0.0477,0.233,0.0886,0.114,0.6882,0.3454,0.5982,0.388,0.0222,0.2704,0.1202,3936,0.1676,0.5811,3870,3968,3882,3824,0,0.1929,0.3754,1955,2.6329,0.0525,0.6773,0.2673,460,1931,5,0.0719,0.8447,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S172053238-003.cnf,1,0.0448,0.2333,0.0883,0.1146,0.6223,0.5332,0.5352,0.4057,0.0152,0.2694,0.0746,4072,0.1641,0.5836,3937,4085,3942.4,3882,0,0.2464,0.4002,1700,2.635,0.0393,0.7188,0.2665,400,1689,5,0.1081,0.8447,0
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1708367663-03.UNSAT.shuffled.cnf,1,0,0.0112,0.0001,0.0001,0.9994,0.0001,0.7584,0.0684,0,0.0338,0,4525,0.0001,0.6782,4439,4579,4464.3,4425,0,0.0258,0.0595,5340,3.6379,0,0.3224,0,60,5340,2,0.0149,0.8796,0.1429
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-harder-php-018-017.sat05-1189.reshuffled-07.cnf,1,0.165,0.1107,0.1705,0.176,1.1187,0.1823,0.0058,0.8736,0.0625,0,0.3701,4741,0.1761,1.0502,4740,4891,4716.2,4697,0.8854,0.8683,0.8739,2619,0,1.3212,0.0307,0.2063,306,2601,3,0.8681,0.9963,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/440/unif-k3-r4.25-v440-c1870-S1035441377-058.cnf,1,0.041,0.2299,0.0834,0.1115,0.7394,0.4253,0.5881,0.3764,0.0304,0.2925,0.1839,3997,0.1587,0.585,3899,4014,3919.6,3893,0,0.1862,0.3734,1870,2.7228,0.0687,0.6811,0.2838,440,1857,4,0.086,0.8426,0
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-brn004.sat05-3669.reshuffled-07.cnf,1,0.4733,0.1663,0.4444,0.499,2.5489,0.9999,0.1899,0.7348,0.041,1.1824,2.0383,1988,0.4997,0.8766,1820,2148,1817.4,1715,0.0809,0.6662,0.7497,16016,3.1852,0.3826,0.3142,1.3887,2435,14063,6,0.617,0.9115,0
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-020-019.shuffled-as.sat05-1232.cnf,1,0.0311,0.054,0.0314,0.0317,0.9417,0.0323,0.0007,0.9034,0.0556,0,0.2211,4721,0.032,1.0324,4106,4766,3787.7,3197,0.9444,0.903,0.9034,7050,0,1.3603,0.0151,0.263,380,6670,3,0.9027,0.9991,0
SAT-Race-2010-CNF/software-verification/post/zfcp-2.8-u2-nh.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/420/unif-k3-r4.25-v420-c1785-S596342014-039.cnf,1,0.043,0.231,0.0834,0.1113,0.6824,0.2962,0.6027,0.371,0.0244,0.2813,0.1458,4079,0.1655,0.5883,3892,4083,3934.2,3887,0,0.1785,0.3593,1785,2.6632,0.0591,0.6752,0.2782,420,1775,4,0.0788,0.8419,0
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1788789488-19-SAT.cnf,1,0.0692,0.2626,0.1361,0.1838,1.0294,0.7847,0.5838,0.4192,0.0825,0.3369,0.6399,3952,0.2411,0.6583,3808,4017,3861.6,3772,0.0948,0.214,0.4218,2280,2.7002,0.1496,0.64,0.342,630,2216,5,0.0847,0.8537,0
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_3500_3500_30f1.shuffled.cnf,1,0.004,0.0714,0.0049,0.0053,1.4646,0.0087,0.5914,0.0696,0,0.0238,0.6882,0,0.0084,0.7276,0,0,0,0,0,0.0355,0.0704,420,1.6996,0.1105,0.3152,0,30,420,2,0.0179,0.8602,0
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S1268831169-016-UNKNOWN.cnf,1,0.0478,0.2336,0.0928,0.1247,0.7153,0.8549,0.5825,0.3922,0.0262,0.2903,0.162,6,0.1762,0.5881,4,8,4.4762,2,0,0.2014,0.3844,147000,2.7168,0.0649,0.6589,0.2938,35000,146000,6,0.0853,0.8423,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-17-33-sat.cnf,1,0.1832,0.1174,0.1832,0.1832,0,0.1832,0,0.8775,0,0,0.2283,4870,0.1832,0,4870,4870,4870,4870,0.9395,0.8774,0.8775,4777,0,1.907,0.0002,0.005,561,4777,3,0.8774,0.9934,1
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S102550125-14.cnf,1,0.0469,0.2339,0.0914,0.1218,0.7094,0.6029,0.5779,0.3929,0.0244,0.2884,0.1499,33,0.1752,0.5864,28,43,29.434,23,0,0.207,0.388,29400,2.7158,0.0606,0.6582,0.2908,7000,29213,6,0.0862,0.8252,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v250-c1065-S427778075-026.UNKNOWN.cnf,1,0.0501,0.2324,0.0923,0.125,0.6416,0.2955,0.5418,0.4076,0.0121,0.2648,0.0934,4118,0.1757,0.5831,4100,4120,4094.9,4063,0,0.2457,0.4018,1065,2.6034,0.045,0.617,0.251,250,1063,4,0.1029,0.8543,0
