@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC

@DATA
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,1,0.0018,0.0312,0.4642,0.1935,0,0.8153,0.0828,35.4504,0.0209,0.8208,12.8166,0.1601,0.0193,0.8369,?,1.001,0.6664,9.9632,1.412,?,0.7833,0.1696,0.0507,?,1.2234,3.0841,0.6629,0.4509,35.2666,4,0.6005,15307,36.7317,4.3357,0.5483,0.0874,0.7269,0.3397,0,2.4844,?,?,?,?,?,0.0109,0.2336,1,0.0026,0.0126,?,0.0281,0.0699,429,15280,0.0629,0.0047,0.0075,0.002,0.5927,0.8333,0,0.3737,0.7564
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0.1525,0.1904,0.1178,0.9999,0,0.6447,0.496,14.2137,0.0131,0.6662,0.6711,0.499,0.4729,0.8242,?,0.3821,2.0261,0.094,3.192,?,0,0.4997,0.0801,?,2.5376,4.899,0.8806,0.311,12.3961,6,0.2438,15897,15.3143,1.7158,1.3171,0.4491,0.3236,0.6295,0,47.7517,?,?,?,?,?,0.0031,0.6139,1,0.0001,0.0181,?,0.1674,0.0056,2309,13794,0.0398,0.0009,0.0034,0.0001,2.7621,1,0,0.1483,1.1941
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,1,0,0.0008,0.5047,0,0,0.5024,0,48.2652,0.0019,0.5024,14.2851,0,0,0.5024,?,0.3107,0.0748,10.8768,0.0139,?,0.4959,0,0.013,?,0.5992,3,0.5851,0.4937,46.2113,3,0.7245,60099,48.8174,3.412,0.0002,0,0,0.3044,0.0006,26.2072,?,?,?,?,?,0.0019,0.3276,1,0.0025,0.0025,?,0.026,0.025,1560,60099,0.0256,0.0013,0.0025,0.0019,0.0054,0.3391,0.3217,0.0004,0.0004
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,0.0193,0.0205,0.9349,0,0.75,0.7881,0,45.0724,0.0059,0.7983,27.3263,0,0,0.8192,?,1.4666,0.2616,32.3085,4.9117,?,0.76,0,0.9349,?,0.2427,3,0.0236,0.9939,41.2389,3,0.7549,61409,48.1599,4.4389,0.1704,0,6.763,0.0787,0.0011,28.1468,?,?,?,?,?,0.0036,0.1925,1,0.0022,0.0069,?,0.0149,0.0433,900,60246,0.05,0.0022,0.0042,0.0019,2.8313,0.4058,0.105,0.0444,0.1879
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf,1,0.0365,0.0642,0.5161,0.0755,0,0.7658,0.0613,23.3893,0.0383,0.7684,9.1057,0.0656,0.0071,0.792,?,0.7614,1.0423,7.4434,1.5065,?,0.7646,0.0675,0.1741,?,1.5309,3,0.7348,0.4509,23.3893,3,0.7758,4549,26.096,3.8009,0.4159,0.0398,0.7234,0.3643,0.0005,2.9953,?,?,?,?,?,0.0227,0.2915,1,0.0068,0.0221,?,0.0424,0.0968,186,4389,0.1022,0.0108,0.0151,0.0052,1.4809,0.8228,0.0476,0.3085,0.6359
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0,0.0871,0.0707,0,1,0.6777,0,47.2259,0.0211,0.6877,30.5956,0,0,0.7404,?,1.2004,0.3102,35.1056,5.3432,?,0.6535,0,0.0088,?,0,2.1802,0,1,47.2259,3,0.6701,42826,47.2259,5.1021,0.0016,0,2.5462,0.2019,0.0005,28.0813,?,?,?,?,?,0.0157,0.274,1,0.0066,0.0066,?,0.0066,0.0845,284,42826,0,0.007,0.0066,0.0071,3.5107,0.8497,0.1276,0.1568,0.2426
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g6.cnf,1,0.0125,0.0162,0.9416,0,0.8571,0.8114,0,54.2874,0.0035,0.8197,33.5315,0,0,0.8377,?,1.6356,0.2365,40.9227,5.0249,?,0.7879,0,0.9416,?,0.2255,3,0.0187,0.9954,53,3,0.8435,111739,55.3363,4.4554,0.1641,0,7.3724,0.056,0.0009,36.3333,?,?,?,?,?,0.0025,0.1573,1,0.0019,0.0052,?,0.012,0.0356,1320,110364,0.0417,0.0015,0.0033,0.0016,2.792,0.3165,0.0714,0.0406,0.1472
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,0,0,0.4944,0.042,0.3333,0,0.042,31.1524,0.0111,0,1.1552,0.042,0.042,0,0.0506,0,0,0.4327,0,0.3041,0,0.042,0,0.4,0.5623,6.1599,0.5774,0.5,31.1524,7,0.5845,1080,33.6488,1.2586,0.0247,0.042,0.0001,0.4346,0.0028,14.1988,0.0098,0.1066,0.3,0.0139,0.0139,0.0111,0,1,0.0046,0.0056,0.013,0.25,0.0111,270,1080,0,0.0111,0.0055,0.0111,0,0,0,0,0
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,0.6459,0.1739,0.5384,0.9988,0,0.6661,0.0129,31.2632,0.0411,0.8064,6.067,0.0516,0.0094,0.8811,0.9633,0.6245,1.518,3.3544,3.3847,0.2496,0.0001,0.4901,0.5069,0.9633,1.7266,4.1933,0.9186,0.4494,31.2632,6,0.5444,11816,32.0786,3.3345,0.8599,0.1252,1.6789,0.4205,0,14.753,1.1403,3.6147,0.0228,0.044,0.0139,0.0077,0.5924,1,0.0001,0.0475,0.0017,0.0621,0.0269,446,7179,0.1256,0.0045,0.0098,0.0001,2.6776,1,0,0.1171,0.8489
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0.0114,0.0202,0.9747,0.0013,0.8947,0.8742,0,62.1178,0.0045,0.8886,42.3837,0,0,0.9111,?,2.0143,0.1547,42.2379,4.9766,?,0.8523,0,0.9747,?,0.1006,2,0.009,0.9987,61.7671,2,0.8727,84809,63.0165,4.2932,0,0,3.7307,0.1817,0.0008,54.9935,?,?,?,?,?,0.0031,0.3567,1,0.011,0.011,?,0.011,0.0672,922,83857,0.0325,0.0022,0.011,0.0013,3.2238,0.6157,0.189,0.072,0.2345
SAT_Competition2007/crafted/Difficult/contest05/others/sgp_6-6-10.sat05-2670.reshuffled-07.cnf,1,0.5843,1.0232,0.6726,0.34,0,0.024,0.0356,0,0.0002,0.063,24.1711,0.05,0.0128,0.9582,?,0.5786,0.6855,18.1856,1.5943,?,0,0.0767,0.7835,?,1.1031,13.5,0.9618,0.4855,0,16,0.2284,1827900,0,2.7712,1.167,0.0392,0.9138,0,0,7653,?,?,?,?,?,0.0001,0.356,1,0,0.0003,?,0.0401,0.0013,46226,1153770,1.8426,0,0,0,1.5537,0.9516,0,0.4156,1.1353
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-016-015.sat05-1230.reshuffled-07.cnf,1,0.0737,0.0011,0.6916,0.0447,0,0.8859,0.0437,43.1547,0.0132,0.8863,7.5645,0.0443,0.0431,0.8876,0.2654,1.1939,0.2678,7.6201,0,0.1178,0.8858,0.0445,0.9291,0.1355,1.0134,3,0.9948,0.4916,43.1547,3,0.9975,3496,43.4666,2.497,0.2221,0.0436,0.017,0.0644,0.0025,1.0776,1.7942,1.0458,0.0073,0.1806,0.0136,0.0132,0.3023,1,0.0132,0.0316,0.0046,0.0688,0.125,224,3256,0.0714,0.0089,0.021,0.0132,0,0.3023,0.3023,0,0
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0,0.3092,0.6159,0.4177,0,0.4309,0.0828,21.795,0.0037,0.5789,3.212,0.2606,0.0496,0.9472,?,0.9943,1.0009,3.0103,2.8763,?,0.1024,0.3593,0.1089,?,1.067,5.115,0.4888,0.403,16.612,7,0.0752,99699,24.3261,2.903,0.2631,0.1445,0.8951,1.2562,0,1240.12,?,?,?,?,?,0.0004,0.6386,1,0.0001,0.0018,?,0.0874,0.0093,8709,99699,0.0005,0.0002,0.0015,0.0001,2.7128,0.8919,0.2,0.2013,2.0847
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0,0.1089,0.082,0,1,0.6311,0,34.2399,0.0305,0.6524,21.5534,0,0,0.7173,?,1.0618,0.3603,23.0225,4.9492,?,0.5972,0,0.013,?,0,2.1421,0,1,34.2399,3,0.6525,19482,34.2399,4.7213,0.0021,0,2.3167,0.2552,0.0009,18.7869,?,?,?,?,?,0.0229,0.2837,1,0.0096,0.0098,?,0.0098,0.1047,191,19482,0,0.0105,0.0097,0.0106,3.5634,0.8252,0.1268,0.1555,0.2389
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,0.0128,0.0146,0.6848,0.0001,0,0.8761,0,55,0.0058,0.8856,35.6282,0,0,0.902,?,1.9851,0.1468,37.0281,4.4776,?,0.8442,0,0.9738,?,0.8405,2,1.0026,0.4958,55,2,0.7721,71378,58.4769,4.5133,0,0,3.9857,0.1334,0.0004,15.2202,?,?,?,?,?,0.0033,0.3589,1,0.0123,0.0123,?,0.0123,0.0667,870,70478,0.0345,0.0023,0.0123,0.002,2.7394,0.5122,0.2517,0.0451,0.1782
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,0,0.7854,0.5087,0.0496,0.3333,0.0124,0.035,26.5875,0.0054,0.0297,0.8589,0.0402,0.0296,0.1702,0.0488,0,0,0.3109,1.1024,0.1049,0.0001,0.043,0,0.1111,0.5717,4,0.5772,0.5058,25.6667,4,0.3624,2756,27.275,1.7365,0.0745,0.0344,0.2024,0.3538,0.0011,26.2926,0.053,1.3123,0.087,0.008,0.0066,0.0046,0.0316,1,0.0065,0.0094,0.0062,0.2358,0.0046,650,2756,0,0.0046,0.0077,0.0044,0.8404,0.0769,0,0.0374,0.0666
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,0.0165,0.019,0.9439,0,0.6,0.8116,0,45.2117,0.0042,0.8219,33.6884,0,0,0.8422,?,1.6272,0.2362,40.5922,5.3062,?,0.7761,0,0.9439,?,0.2249,3,0.0185,0.9956,44.0117,3,0.7486,111739,46.8879,4.7853,0.2091,0,7.5434,0.1055,0.0007,91.0909,?,?,?,?,?,0.0025,0.1807,1,0.0014,0.0048,?,0.012,0.0348,1320,109920,0.0417,0.0015,0.003,0.0011,2.7898,0.3544,0.0811,0.0408,0.2128
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1,0,0.1295,0.1062,0.0001,1,0.6021,0,47.9128,0.0217,0.6083,15.8358,0,0,0.6718,?,0.9613,0.3384,16.4842,4.5749,?,0.5916,0,0,?,0,2.9964,0,1,47.9128,3,0.697,21616,48.9495,4.1941,0.0716,0,2.2495,0.2868,0.0008,23.801,?,?,?,?,?,0.0161,0.2296,1,0.0099,0.0129,?,0.0129,0.0609,279,21616,0,0.0108,0.011,0.0072,2.8893,0.7821,0.1225,0.1571,0.2615
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,0.1072,0.2011,0.1285,0.9991,0,0.626,0.4958,15.615,0.0198,0.667,0.7157,0.499,0.4765,0.827,?,0.3829,2.148,0.0724,3.3429,?,0,0.4997,0.075,?,2.6066,4.7641,0.8811,0.3074,14.231,6,0.2312,18753,16.5599,1.7464,1.3969,0.4406,0.3148,0.4946,0,52.6766,?,?,?,?,?,0.0026,0.5979,1,0.0001,0.0203,?,0.1681,0.0046,2847,16937,0.0309,0.0007,0.0028,0.0001,2.6639,1,0,0.1515,1.2917
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,0,1.5449,0.266,0.1978,0,0.0006,0.1002,23.4934,0.0337,0.0033,1.5832,0.1103,0.0882,0.0276,0.1565,0.1328,0.7996,1.0231,1.2473,0.4474,0,0.126,0,0.6422,1.617,6.0178,0.8022,0.3723,4.7791,7,0.2112,2376,28.8964,1.9071,0.1169,0.1036,0.1958,0.4134,0.0013,26.6925,0.2621,2.5202,0.3262,0.0417,0.0205,0.013,0.0202,1,0.0025,0.0051,0.0135,0.1423,0.0178,338,2376,0,0.0118,0.0036,0.0101,0.6363,0.2,0,0.0442,0.2691
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0.0156,0.0186,0.9322,0,0.8,0.7859,0,50.4871,0.0051,0.7946,27.5621,0,0,0.815,?,1.4782,0.267,32.028,4.8069,?,0.7689,0,0.9322,?,0.249,3,0.024,0.9937,48.5884,3,0.8176,61409,54.0882,4.2763,0.1753,0,4.5069,0.1059,0.0013,27.8553,?,?,?,?,?,0.0037,0.1689,1,0.0028,0.0074,?,0.0149,0.0433,900,60464,0.05,0.0022,0.0048,0.0025,2.8278,0.3089,0.0701,0.042,0.1558
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,0,0.0001,0.6484,0.2295,0,0.5831,0.2295,29.0705,0.0156,0.5832,1.1571,0.2295,0.2295,0.5832,0.3252,0.4472,0.4506,0.6418,0,0.3492,0.5831,0.2295,0.8333,0.4,1.108,4.1321,0.8849,0.5302,29.0705,5,0.6872,384,29.3702,1.4333,0.0252,0.2295,0.0001,0.3627,0,3.3809,0.8944,0.4506,0.0952,0.0521,0.0174,0.0156,0.3333,1,0.0286,0.0313,0.0104,0.4167,0.0313,160,384,0,0.0125,0.031,0.0156,0,0.3333,0.3333,0,0
SAT_Competition2009/CRAFTED/sgi/new-difficult-21-168-19-90.cnf,1,0.0224,0.0328,0.9762,0.0022,0.8824,0.8527,0.0001,52.3098,0.0111,0.8601,23.3885,0.0007,0,0.9123,?,1.6109,0.1441,21.6204,3.6973,?,0.8488,0.0011,0.9762,?,0.078,2,0.0115,0.9986,52.3098,2,0.9324,18184,56.3062,3.5378,0,0.0004,1.2117,0.1975,0.0031,9.313,?,?,?,?,?,0.0069,0.4814,1,0.0213,0.0213,?,0.0214,0.1053,380,17785,0.05,0.0053,0.0213,0.0046,2.8609,0.7383,0.3398,0.1062,0.2117
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0,0,0.4964,0.042,0.3333,0,0.042,29.2068,0.0107,0,1.1645,0.042,0.042,0,0.0769,0,0,0.4102,0,0.3079,0,0.042,0,0.419,0.5623,6.2222,0.5774,0.5,29.2068,7,0.5613,1120,30.2843,1.233,0.0391,0.042,0.0001,0.4282,0.0027,14.6752,0.0155,0.219,0.3,0.0134,0.0133,0.0107,0,1,0.0045,0.0054,0.0125,0.25,0.0107,280,1120,0,0.0107,0.0053,0.0107,0,0,0,0,0
SAT_Competition2009/CRAFTED/Hard/contest05/others/mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf,1,0,1.6104,0.2682,0.1703,0,0.0004,0.1022,27.0994,0.0273,0.0037,1.5781,0.1131,0.0901,0.0318,0.151,0.1243,0.7698,1.0496,1.2709,0.445,0,0.1312,0,0.6621,1.6062,6.0645,0.7894,0.3785,8.2371,7,0.218,2200,30.7859,1.8918,0.1138,0.105,0.1721,0.4099,0.0014,24.2787,0.2296,2.5435,0.3062,0.0377,0.0222,0.0142,0.0198,1,0.0027,0.0055,0.0145,0.1414,0.0193,311,2200,0,0.0129,0.0039,0.0109,0.6306,0.25,0,0.0478,0.2474
SAT_Competition2007/crafted/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,0.0239,2.4393,0.3839,0.2511,0,0,0.1307,56.0619,0.0308,0,0.3874,0.1377,0.0608,0,?,0.1696,0.7664,0.1359,1.6055,?,0,0.139,0.0753,?,1.3357,10.9496,0.8418,0.4083,56.0619,14,0.2124,18591,56.0619,2.001,2.1611,0.1037,0.4831,0.2547,0.0001,94.092,?,?,?,?,?,0.0013,0.0337,1,0.0003,0.0089,?,0.1539,0.0018,2795,18157,0.6086,0.0007,0.0005,0.0004,0.8263,0.6,0,0.1017,2.8267
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v400-s553296708.sat05-471.reshuffled-07.cnf,1,0,0.8546,0.505,0.0995,0.3333,0.012,0.0775,31.4611,0.0086,0.028,0.785,0.0844,0.0687,0.176,0.0429,0,0,0.3036,0.8799,0.1196,0.0003,0.0887,0,0.125,0.5461,4,0.5769,0.4905,31.4611,4,0.3949,1400,31.6223,1.7599,0.0602,0.0763,0.1344,0.3778,0.0007,13.2003,0.0467,1.0584,0.1053,0.0129,0.0113,0.0075,0.0318,1,0.0143,0.0171,0.0107,0.2857,0.0075,400,1400,0,0.0075,0.015,0.0071,0.6474,0.0909,0,0.0434,0.0602
SAT_Competition2011/SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,0.1342,2.3987,0.3456,0.2733,0,0.0007,0.03,24.4369,0.0835,0.0015,1.2839,0.0485,0.0247,0.0227,0.2557,0.2894,1.1397,0.9883,1.6908,0.3632,0.0003,0.0698,0.0101,0.6606,1.6601,5.1077,0.7882,0.4245,24.4369,6,0.4866,896,24.6417,1.9569,0.6964,0.0484,1.0462,0.3905,0.0038,4.1538,0.5698,3.204,0.246,0.1278,0.0499,0.0301,0.0163,1,0.0076,0.0468,0.0152,0.1658,0.0534,131,790,0.4046,0.0153,0.0148,0.0152,0.3503,0.7436,0,0.0926,0.4774
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf,1,0.123,0.2029,0.1161,0.9999,0,0.625,0.4957,14.9562,0.0205,0.6662,0.7009,0.499,0.4748,0.827,?,0.3811,2.1322,0.0857,3.2949,?,0,0.4997,0.0724,?,2.5844,4.8254,0.8747,0.3131,14.9008,6,0.2418,18375,17.387,1.7029,1.4307,0.4398,0.3317,0.9853,0,51.0761,?,?,?,?,?,0.0027,0.6006,1,0.0001,0.0208,?,0.1612,0.0049,2638,16362,0.0375,0.0008,0.0031,0.0001,2.7307,1,0,0.1526,1.2378
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,1,0,0,0.2946,0.3832,0,0,0.3831,22.0862,0.0286,0,1.1054,0.3832,0.3831,0,0,0,0,0.5285,0,0.5325,0,0.3832,0,0.5325,1.0038,7,0.9544,0.3643,20.7128,7,0.3337,560,22.4077,1.6138,0.0909,0.3831,0.0001,0.5854,0.0036,2.8144,0,0,0.5325,0.0375,0.0375,0.0286,0,1,0.0089,0.0107,0.0375,0.25,0.0286,140,560,0,0.0286,0.0098,0.0286,0,0,0,0,0
SAT_Competition2011/SAT09/CRAFTED/modcircuits/mod4block_2vars_8gates_u2.cnf,1,0.8204,1.1369,0.4111,1,0,0,0.0024,13.0756,0.0733,0.0003,11.4675,0.0424,0,0.7525,?,0.3801,1.5069,13.0285,3.9971,?,0,0.1375,0.0337,?,2.1453,3.4591,0.597,0.4323,13.0756,4,0.2988,62656,17.1846,3.656,0.4712,0.0471,2.5323,0.4271,0,12.0877,?,?,?,?,?,0.0209,0.2297,1,0.0005,0.0068,?,0.0082,0.0709,282,34419,0.3723,0.0071,0.0033,0,2.2503,1,0,0.3353,0.6349
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp_ci_ce.cnf,1,0.0821,0.5409,0.8009,0.3592,0,0.07,0.0294,16.4688,0.0104,0.3416,4.2927,0.0684,0.0055,0.8407,?,0.3325,1.3083,1.0322,3.6519,?,0,0.255,0.1774,?,1.5974,6.0781,0.6378,0.5269,16.4688,7,0.1081,153982,19.5751,3.2947,1.3138,0.0663,1.4433,1.5864,0,727.75,?,?,?,?,?,0.0003,0.3196,1,0,0.0083,?,0.0729,0.004,10375,142296,0.4358,0.0002,0.0003,0,3.4324,0.9308,0,0.2668,1.6076
SAT_Competition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,1.3953,0.4423,0.5431,0.0699,0,0.2005,0.0314,37.2483,0.0063,0.2107,0.5608,0.056,0.0252,0.3773,0.5388,0.2145,0.5399,0.1628,1.4843,0.2649,0.0004,0.058,0.1932,0.5273,0.9221,6.5269,0.6854,0.495,36.8158,7,0.2642,31795,41.6702,1.9809,1.6799,0.039,0.4454,0.3112,0.0002,147.051,1.1612,2.6677,0.0013,0.1223,0.0016,0.0009,0.0745,1,0.0003,0.009,0.0005,0.2264,0.013,3005,13274,2.2073,0.0007,0.0007,0.0006,1.4292,0.8636,0,0.077,0.6817
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1,0.0086,0.0235,0.9714,0,0.8824,0.8592,0,56.4608,0.0036,0.8717,52.843,0,0,0.8995,?,1.989,0.2079,55.5887,5.1389,?,0.8312,0,0.9714,?,0.1399,2,0.0101,0.9984,56.4608,2,0.8535,129272,59.5803,4.9206,0,0,9.6789,0.1143,0.0008,32.6585,?,?,?,?,?,0.0028,0.3272,1,0.0083,0.0083,?,0.0084,0.0672,1071,128166,0.0327,0.0019,0.0083,0.0013,3.2305,0.5246,0.1588,0.0631,0.1529
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i7_pp.cnf,1,0.1021,0.5855,0.781,0.367,0,0.0809,0.0357,15.1577,0.014,0.1971,1.8572,0.0693,0.0083,0.8272,?,0.318,1.3246,0.7254,3.5198,?,0,0.2614,0.1827,?,1.6173,6.2974,0.6436,0.5223,13.6835,7,0.0627,73860,16.533,3.1638,1.1651,0.0708,1.4091,0.2361,0,320.605,?,?,?,?,?,0.0006,0.3125,1,0.0001,0.0114,?,0.0855,0.0052,5732,67020,0.4801,0.0003,0.0005,0.0001,3.3254,0.9391,0,0.2719,1.3698
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0,0,0.8478,0.2892,1,0.7592,0.2892,0,0.0404,0.7592,1.8954,0.2892,0.2892,0.7592,0.3319,1.0754,0.4265,1.4109,0,0.1169,0.7592,0.2892,0.8478,0.1333,0,2.9222,0,1,0,3,0.9009,322,0,0,0.0189,0.2892,0,0.28,0.0186,0.283,0.9684,0.4265,0.0253,0.2422,0.0737,0.0404,0.0769,1,0.2609,0.2795,0.0435,0.2826,0.1429,91,322,0,0.022,0.2623,0.0404,0,0.0769,0.0769,0,0
SAT_Competition2009/CRAFTED/Hard/contest04/others/Composite-096BitPrimes-0.sat05-507.reshuffled-07.cnf,1,0.0225,0.6785,0.2818,0.1077,0,0.1557,0.0728,87.4449,0.0107,0.1606,0.6247,0.0906,0.0232,0.8977,?,0.2284,0.6752,0.1732,1.0349,?,0,0.0908,0.0996,?,1.3195,4,0.7235,0.3999,87.4449,4,0.0408,182878,87.4449,2.4332,3.3436,0.0571,0.5982,0.1921,0,1134.5,?,?,?,?,?,0.0002,0.0416,1,0,0.0027,?,0.1013,0.0003,18119,178852,0.0278,0.0001,0.0001,0.0001,0.9419,0.6059,0,0.0569,3.8772
