@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE LITERALS NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE LITEN_LITE NUMERIC
@ATTRIBUTE OCCEN_OCCE NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE W_OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE OCCEN_OCC NUMERIC
@ATTRIBUTE OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE W_PRODUCTS NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE W_OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC

@DATA
ken.flash^10.C-f4-shuffled,1,0.020092,18815,0.571426,0.750007,0.505257,2.293138,37630,0.572859,226,2.959531,0.423815,81071,0.984931,37856,19.920354,261416,56607,0.572678,0.572678,0.040184,0.426277,74690,8.6749,0.419963,0.566196,19.920354,0.992214,97.16253,0.008611,9.960177,39.840708,37345
ken.flash^14.C-d4-shuffled,1,0.043611,5135.5,0.57142,0.750025,0.500249,2.246066,10271,0.57462,199,2.871156,0.420351,22296,0.96729,10470,13.175879,70141,15038,0.574194,0.574194,0.087223,0.423385,20040,8.182617,0.409889,0.563439,13.175879,0.988177,62.960763,0.018691,6.58794,26.351759,10020
ken.oop^1.C-d2,1,0.08085,1076,0.571388,0.750124,0.523135,2.171414,2152,0.579619,79,2.722098,0.409102,4371,0.939353,2231,12.43038,14169,3177,0.576704,0.576704,0.161699,0.416056,4048,7.181533,0.393959,0.556439,12.43038,0.973169,31.763476,0.034653,6.21519,24.860759,2024
k_grz_n-10-shuffled,1,0.136994,55.444444,0.5127,0.950458,0.660011,2.324459,499,0.526186,20,4.398844,0.45819,1319,0.897169,519,81.5,4685,1190,0.514197,0.514197,0.273988,0.471947,1441,44.712909,0.434578,0.478415,24.7,0.967024,212.977956,0.052721,12.35,163,361
k_grz_n-13-shuffled,1,0.128314,61.777778,0.518653,0.928073,0.641572,2.357955,556,0.537104,20,4.614583,0.448089,1576,0.905377,576,86.3,5522,1355,0.520683,0.520683,0.256629,0.460497,1705,45.678819,0.432271,0.486467,27.1,0.968012,250.01259,0.049076,13.55,172.6,406
k_grz_n-14-shuffled,1,0.126432,69.777778,0.521983,0.915771,0.629705,2.371522,628,0.541734,21,4.724191,0.442159,1842,0.907706,649,96.857143,6414,1539,0.524327,0.524327,0.252864,0.455563,1985,47.22188,0.429841,0.489651,29.428571,0.964852,271.660828,0.048176,14.714286,193.714286,458
k_grz_n-21-shuffled,1,0.124722,91.555556,0.531276,0.88226,0.592706,2.412027,824,0.557786,24,5.284198,0.425307,2765,0.911794,848,118.75,9560,2129,0.534511,0.534511,0.249443,0.438663,2984,51.347877,0.421862,0.498523,37.333333,0.961767,381.822816,0.046862,18.666667,237.5,606
k_grz_p-10-shuffled,1,0.16601,53.666667,0.505941,0.976516,0.679235,2.272932,483,0.51244,20,4.54672,0.468425,1286,0.874039,503,91.9,4629,1207,0.506809,0.506809,0.33202,0.486544,1426,47.180915,0.430331,0.460523,29.5,0.960753,205.884058,0.063729,14.75,183.8,350
k_grz_p-17-shuffled,1,0.162028,71.666667,0.511924,0.953416,0.658406,2.313763,645,0.52296,22,5.062969,0.457364,1937,0.880011,667,114.272727,6919,1727,0.513594,0.513594,0.324056,0.475324,2148,51.724138,0.426651,0.465864,38.636364,0.958753,291.733333,0.061425,19.318182,228.545455,474
k_grz_p-21-shuffled,1,0.154551,85.777778,0.517047,0.934061,0.641723,2.3427,772,0.531238,24,5.267588,0.448493,2460,0.88728,796,129.083333,8682,2101,0.519296,0.519296,0.309102,0.466497,2704,53.991206,0.424672,0.473027,42.166667,0.956762,347.546632,0.058282,21.083333,258.166667,568
k_lin_n-10-shuffled,1,0.146382,406.4,0.578274,0.729284,0.350843,2.554536,2032,0.606556,16,10.67041,0.347716,14964,0.911096,2048,1050.75,51818,6385,0.587245,0.587245,0.292763,0.382012,16810,66.668457,0.370315,0.531012,333,0.883773,2158.32874,0.051411,166.5,2101.5,1388
k_lin_n-13-shuffled,1,0.121257,543.2,0.594221,0.682875,0.290156,2.631515,2716,0.62846,16,12.588946,0.333501,25232,0.928998,2732,1410.75,84758,8557,0.602904,0.602904,0.242515,0.360372,27634,76.757321,0.363588,0.555283,447,0.897618,3736.555228,0.042191,223.5,2821.5,1856
k_lin_n-14-shuffled,1,0.114688,588.8,0.598332,0.671314,0.274334,2.651592,2944,0.634149,16,13.226014,0.329842,29234,0.933467,2960,1530.75,97466,9281,0.606838,0.606838,0.229375,0.354882,31818,80.100338,0.36186,0.561558,485,0.901574,4360.29212,0.039809,242.5,3061.5,2012
k_lin_n-21-shuffled,1,0.09304,908,0.614595,0.627087,0.207199,2.728913,4540,0.656786,18,18.008995,0.313917,65396,0.948067,4558,2388.222222,212984,15139,0.62241,0.62241,0.186081,0.333016,69960,105.999781,0.353487,0.584988,755.333333,0.914637,10097.018502,0.031918,377.666667,4776.444444,3104
k_lin_n-9-shuffled,1,0.139446,360.8,0.576592,0.734327,0.363989,2.553296,1804,0.604379,14,9.69692,0.352069,12140,0.914608,1818,922,41636,5351,0.584958,0.584958,0.278893,0.384978,13468,60.716722,0.374171,0.531449,292.857143,0.889915,1726.807095,0.049236,146.428571,1844,1232
k_lin_p-12-shuffled,1,0.167377,156.25,0.543139,0.841149,0.54504,2.377663,625,0.553833,11,6.402516,0.393368,2556,0.886387,636,280.363636,8913,1791,0.549213,0.549213,0.334753,0.438881,2838,36.298742,0.395153,0.489905,100,0.881661,355.8224,0.061708,50,560.727273,434
k_lin_p-16-shuffled,1,0.155229,205.25,0.556184,0.797968,0.489583,2.43607,821,0.570007,12,7.164466,0.380982,3924,0.898382,833,351,13447,2397,0.563344,0.563344,0.310458,0.421429,4308,39.894358,0.387298,0.506969,126.666667,0.886018,547.163216,0.056518,63.333333,702,570
k_lin_p-21-shuffled,1,0.15182,266.5,0.565988,0.766822,0.441336,2.477594,1066,0.582259,13,8.238184,0.36864,6012,0.903554,1079,481.538462,20481,3250,0.574075,0.574075,0.303639,0.407876,6601,45.26506,0.379425,0.517637,172,0.882461,853.11257,0.054587,86,963.076923,740
k_lin_p-8-shuffled,1,0.169102,107.25,0.529319,0.889218,0.610125,2.323069,429,0.537261,10,5.46697,0.412107,1456,0.879956,439,179.2,5099,1169,0.533588,0.533588,0.338205,0.457656,1608,31.471526,0.407139,0.476635,64.8,0.890582,209.913753,0.063542,32.4,358.4,298
k_path_n-10-shuffled,1,0.186916,53.692308,0.477486,1.094301,0.851943,2.138711,698,0.467937,34,3.646175,0.497996,1300,0.844198,732,159.294118,5108,1732,0.473551,0.473551,0.373832,0.536204,1538,68.826503,0.448121,0.422728,22.352941,0.935973,176.518625,0.074393,11.176471,318.588235,494
k_path_n-20-shuffled,1,0.186874,59.304348,0.477433,1.094533,0.853457,2.140531,1364,0.466467,64,3.672969,0.500423,2551,0.844324,1428,282.8125,10037,3407,0.473493,0.473493,0.373747,0.537723,3023,121.765406,0.448242,0.422023,23.3125,0.937942,312.148827,0.074325,11.65625,565.625,968
k_path_n-21-shuffled,1,0.186763,59.208333,0.477458,1.094427,0.85343,2.140794,1421,0.46641,67,3.668683,0.500686,2655,0.844427,1488,292.537313,10447,3546,0.473524,0.473524,0.373526,0.53778,3146,126.757392,0.448263,0.422188,23.164179,0.938335,324.341309,0.07428,11.58209,585.074627,1008
k_path_p-10-shuffled,1,0.189189,53,0.477419,1.094595,0.85027,2.135135,636,0.467983,31,3.643178,0.496807,1181,0.842342,667,149.548387,4650,1573,0.473418,0.473418,0.378378,0.536243,1400,63.427286,0.447312,0.421752,22.580645,0.933818,161.279874,0.075269,11.290323,299.096774,449
k_path_p-16-shuffled,1,0.18779,57.333333,0.477435,1.094527,0.852356,2.138686,1032,0.466913,49,3.663275,0.499242,1925,0.84356,1081,222.44898,7578,2569,0.473472,0.473472,0.375581,0.537301,2282,95.178538,0.447875,0.421867,23.102041,0.93651,242.998062,0.07469,11.55102,444.897959,731
k_path_p-21-shuffled,1,0.186687,59.347826,0.477456,1.094434,0.853604,2.140891,1365,0.466504,64,3.673898,0.500432,2554,0.844486,1429,282.8125,10047,3411,0.473524,0.473524,0.373373,0.537676,3026,121.806858,0.448293,0.42211,23.3125,0.938025,312.520879,0.074251,11.65625,565.625,969
k_path_p-9-shuffled,1,0.188249,52.090909,0.477452,1.094453,0.850719,2.136091,573,0.468399,28,3.643927,0.496455,1066,0.843078,601,137.285714,4191,1419,0.473477,0.473477,0.376499,0.53577,1262,58.34609,0.447626,0.422199,22.428571,0.933887,149.34555,0.074922,11.214286,274.571429,405
k_ph_n-10-shuffled,1,0.190484,471.333333,0.556742,0.796163,0.46234,2.444183,1414,0.57137,9,10.468728,0.363283,9353,0.878895,1423,1006.666667,33608,5500,0.565587,0.565587,0.380968,0.417464,10866,40.34364,0.375833,0.492432,503.555556,0.847545,719.132956,0.067424,251.777778,2013.333333,1029
k_ph_n-13-shuffled,1,0.155164,965.333333,0.585465,0.708045,0.337422,2.5732,2896,0.60969,10,15.394012,0.336274,31565,0.908089,2906,2322.4,107916,12628,0.595772,0.595772,0.310327,0.376699,35264,56.516173,0.360725,0.53349,1161.4,0.861558,2147.889848,0.05381,580.7,4644.8,2160
k_ph_n-14-shuffled,1,0.140192,1188,0.594402,0.682362,0.300673,2.617109,3564,0.621916,10,17.293509,0.329054,45378,0.918601,3574,2948.8,152385,15813,0.604516,0.604516,0.280385,0.364553,49917,62.451035,0.357214,0.54755,1474.6,0.87032,2979.791526,0.048384,737.3,5897.6,2674
k_ph_n-15-shuffled,1,0.126856,1442,0.602098,0.660859,0.268964,2.655565,4326,0.632577,10,19.342943,0.322896,63870,0.92758,4336,3676,210783,19487,0.611852,0.611852,0.253713,0.354224,69188,68.806273,0.354298,0.559785,1838.2,0.878813,4039.027046,0.043604,919.1,7352,3263
k_ph_n-8-shuffled,1,0.206932,261.333333,0.53388,0.87308,0.564267,2.353827,784,0.542034,8,7.895202,0.388207,3593,0.859955,792,501,13415,2735,0.539837,0.539837,0.413864,0.450702,4289,31.454545,0.391353,0.463798,250.75,0.847676,310.844388,0.074767,125.375,1002,557
k_ph_n-9-shuffled,1,0.188937,359.333333,0.550228,0.817428,0.497062,2.42233,1078,0.562791,8,9.078269,0.372716,6083,0.877373,1086,739,21920,3891,0.558063,0.558063,0.377874,0.427453,7052,35.39779,0.382299,0.486338,369.75,0.85249,495.628015,0.067473,184.875,1478,775
k_ph_p-11-shuffled,1,0.166919,693,0.573032,0.745103,0.396493,2.52019,2079,0.592708,9,12.314176,0.349432,17359,0.897937,2088,1564.888889,60220,8366,0.582706,0.582706,0.333839,0.394802,19560,46.27682,0.368482,0.516774,782.666667,0.85794,1196.763829,0.058486,391.333333,3129.777778,1539
k_ph_p-12-shuffled,1,0.166279,871.666667,0.578819,0.727656,0.364684,2.541457,2615,0.600606,10,14.282286,0.341635,25706,0.900045,2625,2059.6,89014,11295,0.589133,0.589133,0.332558,0.385918,29021,53.058667,0.363325,0.522955,1030,0.855383,1710.667686,0.057856,515,4119.2,1950
k_ph_p-8-shuffled,1,0.200887,305,0.537729,0.859673,0.552012,2.373465,915,0.54671,8,8.150596,0.385088,4398,0.865387,923,588.5,16274,3237,0.544116,0.544116,0.401774,0.445491,5205,32.31961,0.389886,0.469412,294.5,0.849541,347.908197,0.072385,147.25,1177,658
k_ph_p-9-shuffled,1,0.182985,411.666667,0.552991,0.808348,0.489447,2.438425,1235,0.566235,8,9.270314,0.370984,7232,0.882006,1243,840.5,25778,4499,0.560944,0.560944,0.36597,0.423838,8293,36.005632,0.38176,0.490901,420.5,0.855264,539.653441,0.065249,210.25,1681,898
k_poly_n-12-shuffled,1,0.130041,23.179487,0.489458,1.043077,0.769823,2.146806,904,0.48641,74,2.773006,0.515752,1521,0.889615,978,152.594595,5312,1699,0.488181,0.488181,0.260082,0.514671,1553,160.868098,0.456514,0.471073,7.756757,1.00421,402.090708,0.054029,3.878378,305.189189,653
k_poly_n-13-shuffled,1,0.130151,23.348837,0.489492,1.042936,0.76989,2.146879,1004,0.486396,82,2.773481,0.515693,1689,0.889543,1086,168.634146,5900,1887,0.488217,0.488217,0.260302,0.514686,1725,177.470534,0.456441,0.470986,7.780488,1.004067,443.547809,0.054068,3.890244,337.268293,725
k_poly_n-20-shuffled,1,0.130482,23.873016,0.489593,1.042514,0.77009,2.147099,1504,0.48635,122,2.774908,0.515523,2529,0.889325,1626,248.754098,8840,2827,0.488328,0.488328,0.260964,0.514735,2585,260.4631,0.456222,0.470726,7.852459,1.003647,650.799202,0.054186,3.92623,497.508197,1085
k_poly_n-21-shuffled,1,0.130524,23.940299,0.489605,1.042461,0.770115,2.147126,1604,0.486343,130,2.775087,0.515503,2697,0.889298,1734,264.769231,9428,3015,0.488342,0.488342,0.261047,0.514742,2757,277.0594,0.456194,0.470694,7.861538,1.003595,692.245636,0.0542,3.930769,529.538462,1157
k_poly_p-19-shuffled,1,0.130447,23.816667,0.489582,1.042558,0.770069,2.147076,1429,0.486355,116,2.774757,0.515541,2403,0.889348,1545,236.741379,8399,2686,0.488316,0.488316,0.260894,0.51473,2456,248.015534,0.456245,0.470754,7.844828,1.00369,619.713786,0.054173,3.922414,473.482759,1031
k_poly_p-21-shuffled,1,0.130514,23.924242,0.489602,1.042474,0.770109,2.14712,1579,0.486345,128,2.775044,0.515508,2655,0.889305,1707,260.765625,9281,2968,0.488338,0.488338,0.261028,0.51474,2714,272.910369,0.456201,0.470701,7.859375,1.003607,681.884104,0.054197,3.929688,521.53125,1139
k_t4p_n-12-shuffled,1,0.161708,55.433333,0.505427,0.978527,0.674758,2.215915,1663,0.506186,81,3.945528,0.469669,3826,0.874005,1744,318.296296,13913,3697,0.506219,0.506219,0.323417,0.493187,4217,158.842317,0.430892,0.463261,21.876543,0.951105,604.880938,0.063681,10.938272,636.592593,1260
k_t4p_n-17-shuffled,1,0.16142,58.325,0.505889,0.976718,0.673274,2.218033,2333,0.506796,111,3.965221,0.468616,5396,0.87442,2444,438.756757,19613,5197,0.506746,0.506746,0.32284,0.492517,5947,214.255728,0.430582,0.463406,22.45045,0.950147,822.596228,0.063529,11.225225,877.513514,1770
k_t4p_n-21-shuffled,1,0.161287,59.770833,0.506102,0.975887,0.67259,2.21901,2869,0.507075,135,3.974368,0.468126,6652,0.874612,3004,534.977778,24173,6397,0.506989,0.506989,0.322574,0.492211,7331,258.543609,0.430439,0.463471,22.725926,0.949689,996.432555,0.063459,11.362963,1069.955556,2178
k_t4p_n-4-shuffled,1,0.163588,42.214286,0.502399,0.990449,0.684433,2.202111,591,0.502093,33,3.822115,0.476239,1314,0.871262,624,123.818182,4793,1297,0.502756,0.502756,0.327177,0.497691,1449,69.584936,0.432923,0.462163,18.787879,0.956481,251.825719,0.064678,9.393939,247.636364,444
k_t4p_p-12-shuffled,1,0.163158,49,0.50441,0.982515,0.678289,2.209868,931,0.504852,48,3.902962,0.471577,2118,0.872461,979,188.875,7710,2062,0.505061,0.505061,0.326316,0.494649,2335,98.201226,0.431258,0.462767,20.666667,0.952395,366.683136,0.064332,10.333333,377.75,703
k_t4p_p-20-shuffled,1,0.162252,54.333333,0.505379,0.978713,0.675083,2.214818,1467,0.506139,72,3.94347,0.469537,3374,0.873569,1539,285.916667,12270,3262,0.506167,0.506167,0.324503,0.493235,3719,142.707602,0.430725,0.463151,21.777778,0.950748,542.248125,0.063896,10.888889,571.833333,1111
k_t4p_p-21-shuffled,1,0.162184,54.785714,0.505452,0.978428,0.674842,2.21519,1534,0.506235,75,3.946551,0.469383,3531,0.873652,1609,298,12840,3412,0.50625,0.50625,0.324367,0.49313,3892,148.257303,0.430685,0.463179,21.866667,0.950618,564.08605,0.063863,10.933333,596,1162
k_t4p_p-4-shuffled,1,0.166667,35.909091,0.500635,0.997464,0.690705,2.190705,395,0.499684,24,3.754177,0.479191,862,0.868104,419,89.75,3150,862,0.500732,0.500732,0.333333,0.50035,951,52.952267,0.433333,0.461009,17.333333,0.957777,185.16962,0.066032,8.666667,179.5,295
k_t4p_p-8-shuffled,1,0.164179,44.2,0.503315,0.986828,0.681903,2.204291,663,0.503375,36,3.858369,0.473832,1490,0.871204,699,139.833333,5430,1462,0.503809,0.503809,0.328358,0.496273,1643,75.781116,0.43186,0.462299,19.555556,0.954105,277.571644,0.064825,9.777778,279.666667,499
lognBWLARGEB1-shuffled,1,0.002909,935,0.966771,0.034371,0.037863,2.02428,1870,0.967771,1,6.442544,0.031283,177966,0.998871,1871,1040,362756,6768,0.968124,0.968124,0.005124,0.031319,177570,18.611438,0.031795,0.966196,916,0.970653,2495.242781,0.001092,520,1832,1040
lut4_2_f2-shuffled,1,1.11435,31.5,0.472371,1.116981,0.09417,4.060538,63,0.482547,7,21.142857,0.349504,14,0.624906,70,142,2805,42,0.457206,0.457206,2.2287,0.529371,2,36.214286,0.350446,0.327986,142,0.675433,706.460317,0.177184,71,284,444
lut4_AND_f1-shuffled,1,1.611852,33.5,0.515495,0.939884,0.075556,3.708148,67,0.526278,8,30.226667,0.235998,56,0.548922,75,272,4679,51,0.528965,0.528965,3.223704,0.444586,2,52.28,0.251977,0.316753,272,0.498179,1212.477612,0.232528,136,544,673
lut4_XOR_fOR-shuffled,1,0.625,19,0.481156,1.078329,0.184524,3.488095,38,0.470277,5,9.604651,0.442467,44,0.725849,43,42,796,31,0.474403,0.474403,1.25,0.541133,10,18.651163,0.386935,0.3952,42,0.83528,219.578947,0.13191,21,84,158
mutex-128-s,1,0.237546,11058,0.555067,0.801584,0.737312,1.982994,11058,0.560985,512,1.417286,0.403374,10798,0.826074,11570,6.957031,36855,11056,0.56832,0.56832,0.474825,0.43168,8128,2.526707,0.348284,0.479757,13.90625,0.918815,7.861277,0.09654,6.957031,13.90625,6866
mutex-16-s,1,0.23946,1314,0.554286,0.804124,0.737493,1.982574,1314,0.560364,64,1.415094,0.404512,1278,0.825979,1378,6.65625,4375,1312,0.567905,0.567905,0.476672,0.432095,960,2.521045,0.348343,0.480128,13.25,0.920108,7.684932,0.096457,6.65625,13.25,818
mutex-2-s,1,0.267717,96,0.542857,0.842105,0.740157,1.976378,96,0.551237,8,1.384615,0.421084,88,0.824561,104,4.25,315,94,0.561753,0.561753,0.503937,0.438247,64,2.442308,0.349206,0.484921,8,0.93832,5.145833,0.095238,4.25,8,62
mutex-32-s,1,0.238342,2706,0.554742,0.802639,0.737388,1.98282,2706,0.560727,128,1.416373,0.403847,2638,0.826035,2834,6.828125,9015,2704,0.568147,0.568147,0.475593,0.431853,1984,2.524347,0.348308,0.479912,13.625,0.919354,7.787879,0.096506,6.828125,13.625,1682
mutex-4-s,1,0.247934,270,0.550838,0.815416,0.738292,1.980716,270,0.557621,16,1.405594,0.409528,258,0.825558,286,5.625,895,268,0.566064,0.566064,0.484848,0.433936,192,2.496503,0.348603,0.481697,11,0.925739,6.911111,0.096089,5.625,11,170
mutex-64-s,1,0.237807,5490,0.55496,0.80193,0.737337,1.982937,5490,0.5609,256,1.416986,0.403529,5358,0.826061,5746,6.914063,18295,5488,0.568263,0.568263,0.475077,0.431737,4032,2.525931,0.348292,0.479808,13.8125,0.918992,7.837158,0.096529,6.914063,13.8125,3410
mutex-8-s,1,0.241916,618,0.553285,0.807388,0.737725,1.982036,618,0.559569,32,1.412308,0.40597,598,0.825858,650,6.3125,2055,616,0.567372,0.567372,0.479042,0.432628,448,2.513846,0.348418,0.480594,12.5,0.921756,7.459547,0.09635,6.3125,12.5,386
ncf_16_32_8_d.10,1,0.339946,366,0.62338,0.604159,0.691259,1.923745,1830,0.657352,484,2.08427,0.318659,4690,0.768007,2314,19.514463,12806,3345,0.65861,0.65861,0.72267,0.314679,4176,15.429991,0.248165,0.605383,7.225207,0.929989,46.412022,0.14462,3.39876,42.878099,663
ncf_16_32_8_d.1,1,0.350279,366,0.622989,0.605164,0.701591,1.923745,1830,0.657352,484,2.08643,0.313199,4717,0.774129,2314,20.444215,12806,3395,0.663444,0.663444,0.72267,0.309287,4176,15.429991,0.244651,0.609826,7.225207,0.914053,46.384699,0.140715,3.502066,42.878099,663
ncf_16_32_8_d.2,1,0.341307,366,0.623451,0.603974,0.691895,1.923696,1830,0.657408,484,2.088591,0.317805,4709,0.768558,2314,19.700413,12835,3355,0.659305,0.659305,0.723242,0.313965,4186,15.468885,0.247604,0.605887,7.245868,0.927651,46.422951,0.144293,3.419421,43.06405,663
ncf_16_32_8_d.3,1,0.324141,366,0.624223,0.601993,0.674007,1.923647,1830,0.657465,484,2.089023,0.326733,4656,0.758157,2314,18.21281,12864,3275,0.651332,0.651332,0.723811,0.322915,4196,15.507779,0.253343,0.598427,7.266529,0.953866,46.00765,0.150964,3.254132,43.25,663
ncf_16_32_8_d.4,1,0.332373,366,0.623912,0.602791,0.682239,1.923647,1830,0.657465,484,2.090752,0.322388,4674,0.76302,2314,18.956612,12864,3315,0.655183,0.655183,0.723811,0.318621,4196,15.507779,0.250544,0.601965,7.266529,0.941181,46.537705,0.147854,3.336777,43.25,663
ncf_16_32_8_d.5,1,0.360033,366,0.622372,0.606756,0.712803,1.923843,1830,0.657237,484,2.08038,0.308303,4706,0.780439,2314,21.188017,12748,3435,0.667889,0.667889,0.721519,0.304201,4156,15.352204,0.241528,0.614188,7.183884,0.899463,45.974863,0.136649,3.584711,42.506198,663
ncf_16_32_8_d.6,1,0.348305,366,0.62269,0.605934,0.701809,1.923893,1830,0.657179,484,2.073898,0.314643,4687,0.773737,2314,20.072314,12719,3375,0.662343,0.662343,0.72094,0.310328,4146,15.31331,0.245617,0.609225,7.163223,0.917806,46.636066,0.140892,3.460744,42.320248,663
ncf_16_32_8_d.7,1,0.330982,366,0.62347,0.603926,0.683752,1.923843,1830,0.657237,484,2.07433,0.323675,4661,0.763211,2314,18.584711,12748,3295,0.654298,0.654298,0.721519,0.319369,4156,15.352204,0.251412,0.60169,7.183884,0.944312,46.980328,0.147631,3.295455,42.506198,663
ncf_16_32_8_d.8,1,0.325431,366,0.623555,0.603707,0.678935,1.923893,1830,0.657179,484,2.069144,0.326754,4642,0.760182,2314,18.02686,12719,3265,0.651643,0.651643,0.72094,0.322273,4146,15.31331,0.2534,0.599383,7.163223,0.953133,45.319126,0.14954,3.233471,42.320248,663
ncf_16_32_8_d.9,1,0.350895,366,0.623212,0.60459,0.700761,1.923647,1830,0.657465,484,2.094641,0.312611,4737,0.77398,2314,20.630165,12864,3405,0.663849,0.663849,0.723811,0.308959,4196,15.507779,0.244248,0.609927,7.266529,0.912639,47.051366,0.140858,3.522727,43.25,663
ncf_16_32_8_edau.10,1,0.339946,366,0.62338,0.604159,0.691259,1.923745,1830,0.661421,484,2.08427,0.332415,4690,0.768007,2314,15.621901,12806,3345,0.65861,0.65861,0.72267,0.314679,4176,14.615817,0.248165,0.605383,7.225207,0.981794,46.412022,0.14462,3.39876,33.969008,663
ncf_16_32_8_edau.1,1,0.350279,366,0.622989,0.605164,0.701591,1.923745,1830,0.663023,484,2.08643,0.326719,4717,0.774129,2314,16.221074,12806,3395,0.663444,0.663444,0.72267,0.309287,4176,14.546672,0.244651,0.609826,7.225207,0.969557,46.384699,0.140715,3.502066,33.969008,663
ncf_16_32_8_edau.2,1,0.341307,366,0.623451,0.603974,0.691895,1.923696,1830,0.66168,484,2.088591,0.331592,4709,0.768558,2314,15.741736,12835,3355,0.659305,0.659305,0.723242,0.313965,4186,14.640882,0.247604,0.605887,7.245868,0.980114,46.422951,0.144293,3.419421,34.088843,663
ncf_16_32_8_edau.3,1,0.324141,366,0.624223,0.601993,0.674007,1.923647,1830,0.659069,484,2.089023,0.340975,4656,0.758157,2314,14.783058,12864,3275,0.651332,0.651332,0.723811,0.322915,4196,14.790406,0.253343,0.598427,7.266529,1.000131,46.00765,0.150964,3.254132,34.208678,663
ncf_16_32_8_edau.4,1,0.332373,366,0.623912,0.602791,0.682239,1.923647,1830,0.660344,484,2.090752,0.336441,4674,0.76302,2314,15.262397,12864,3315,0.655183,0.655183,0.723811,0.318621,4196,14.735091,0.250544,0.601965,7.266529,0.990535,46.537705,0.147854,3.336777,34.208678,663
ncf_16_32_8_edau.5,1,0.360033,366,0.622372,0.606756,0.712803,1.923843,1830,0.66444,484,2.08038,0.321479,4706,0.780439,2314,16.700413,12748,3435,0.667889,0.667889,0.721519,0.304201,4156,14.41357,0.241528,0.614188,7.183884,0.958038,45.974863,0.136649,3.584711,33.729339,663
ncf_16_32_8_edau.6,1,0.348305,366,0.62269,0.605934,0.701809,1.923893,1830,0.662572,484,2.073898,0.328023,4687,0.773737,2314,15.981405,12719,3375,0.662343,0.662343,0.72094,0.310328,4146,14.457649,0.245617,0.609225,7.163223,0.972125,46.636066,0.140892,3.460744,33.609504,663
ncf_16_32_8_edau.7,1,0.330982,366,0.62347,0.603926,0.683752,1.923843,1830,0.659933,484,2.07433,0.337509,4661,0.763211,2314,15.022727,12748,3295,0.654298,0.654298,0.721519,0.319369,4156,14.607174,0.251412,0.60169,7.183884,0.992476,46.980328,0.147631,3.295455,33.729339,663
ncf_16_32_8_edau.8,1,0.325431,366,0.623555,0.603707,0.678935,1.923893,1830,0.659021,484,2.069144,0.340649,4642,0.760182,2314,14.663223,12719,3265,0.651643,0.651643,0.72094,0.322273,4146,14.609767,0.2534,0.599383,7.163223,0.999032,45.319126,0.14954,3.233471,33.609504,663
ncf_16_32_8_edau.9,1,0.350895,366,0.623212,0.60459,0.700761,1.923647,1830,0.663213,484,2.094641,0.326238,4737,0.77398,2314,16.340909,12864,3405,0.663849,0.663849,0.723811,0.308959,4196,14.610631,0.244248,0.609927,7.266529,0.968679,47.051366,0.140858,3.522727,34.208678,663
ncf_16_32_8_euad.10,1,0.339946,366,0.62338,0.604159,0.691259,1.923745,1830,0.67117,484,2.08427,0.294308,4690,0.768007,2314,19.514463,12806,3345,0.65861,0.65861,0.72267,0.295035,4176,13.969317,0.248165,0.605383,7.225207,0.895014,42.565027,0.14462,3.39876,42.878099,663
