@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE bflb NUMERIC
@ATTRIBUTE empty-stack-pct NUMERIC
@ATTRIBUTE overstowage-pct NUMERIC
@ATTRIBUTE top-good-min NUMERIC
@ATTRIBUTE top-good-stdev NUMERIC
@ATTRIBUTE top-good-mean NUMERIC
@ATTRIBUTE top-good-max NUMERIC

@DATA
BF4_cpmp_16_5_48_20_36_6,1,0.6,2.28571,16,0.699854,5,625,0.3125,0,3,36,0.25,0.45,2,5.62494,10.4,19
BF4_cpmp_16_5_48_20_36_7,1,0.6,2.28571,16,0.824786,5,625,0.3125,0,4,36,375,0.45,2,4.32319,7.1,16
BF4_cpmp_16_5_48_20_36_8,1,0.6,2.28571,16,0.982846,5,0.6875,0.3125,0,4,36,0.25,0.45,2,4.58167,7.90909,16
BF4_cpmp_16_5_48_20_36_9,1,0.6,2.28571,16,0.764875,5,0.5625,0.3125,0,4,36,0.25,0.45,2,5.22813,9.66667,18
BF5_cpmp_16_5_64_13_39_1,1,0.8,4.57143,16,1.54524,5,0.8125,0.3125,0,7,42,0,0.4875,2,2.27411,4.46154,10
BF5_cpmp_16_5_64_13_39_10,1,0.8,4.57143,16,1.4983,5,0.8125,0.3125,0,7,39,0.0625,0.4875,3,2.46874,6.53846,13
BF5_cpmp_16_5_64_13_39_11,1,0.8,4.57143,16,1.44984,5,0.8125,0.3125,0,7,42,0,0.4875,2,2.4997,5.46154,10
BF5_cpmp_16_5_64_13_39_12,1,0.8,4.57143,16,1.63507,5,0.75,0.3125,0,7,41,0,0.4875,2,3.4187,6.25,12
BF5_cpmp_16_5_64_13_39_14,1,0.8,4.57143,16,1.80136,5,875,0.3125,0,9,41,0,0.4875,2,3.32661,7.07143,13
BF5_cpmp_16_5_64_13_39_15,1,0.8,4.57143,16,1.34771,5,0.9375,0.3125,0,6,40,0.0625,0.4875,2,3.03754,6.2,13
BF5_cpmp_16_5_64_13_39_17,1,0.8,4.57143,16,1.44984,5,875,0.3125,0,6,42,0,0.4875,2,3.38439,5.78571,12
BF5_cpmp_16_5_64_13_39_2,1,0.8,4.57143,16,2.16182,5,0.9375,0.3125,0,10,40,0.0625,0.4875,2,3.01109,7,13
BF5_cpmp_16_5_64_13_39_20,1,0.8,4.57143,16,1.39971,5,875,0.3125,0,6,40,0,0.4875,2,3.77694,5.85714,13
BF5_cpmp_16_5_64_13_39_3,1,0.8,4.57143,16,1.4983,5,0.75,0.3125,0,6,40,0,0.4875,3,2.25308,5.58333,10
BF5_cpmp_16_5_64_13_39_4,1,0.8,4.57143,16,1.44984,5,0.8125,0.3125,0,6,40,0,0.4875,3,2.57664,6.76923,12
BF5_cpmp_16_5_64_13_39_5,1,0.8,4.57143,16,1.54524,5,875,0.3125,0,7,41,0.0625,0.4875,2,2.79942,5.85714,10
BF5_cpmp_16_5_64_13_39_8,1,0.8,4.57143,16,1.34771,5,0.75,0.3125,0,6,41,0,0.4875,2,2.92855,5.41667,11
BF5_cpmp_16_5_64_13_39_9,1,0.8,4.57143,16,1.76126,5,875,0.3125,0,9,41,0,0.4875,2,3.09047,5.85714,12
BF6_cpmp_16_5_64_13_48_1,1,0.8,4.57143,16,1.63507,5,0.8125,0.3125,0,7,48,0.1875,0.6,3,3.24356,7.30769,13
BF6_cpmp_16_5_64_13_48_11,1,0.8,4.57143,16,1.63507,5,0.8125,0.3125,0,7,48,0.1875,0.6,2,3098,6.30769,11
BF6_cpmp_16_5_64_13_48_12,1,0.8,4.57143,16,1.59079,5,0.8125,0.3125,0,6,50,0.1875,0.6,2,2.64239,5.69231,11
BF6_cpmp_16_5_64_13_48_13,1,0.8,4.57143,16,1.63507,5,0.8125,0.3125,0,7,50,0.1875,0.6,2,2.99901,5.07692,12
BF6_cpmp_16_5_64_13_48_15,1,0.8,4.57143,16,1.54524,5,0.8125,0.3125,0,7,48,125,0.6,2,3.00296,6.53846,12
BF6_cpmp_16_5_64_13_48_16,1,0.8,4.57143,16,1.39971,5,875,0.3125,0,6,50,125,0.6,3,2.02157,6.35714,10
BF6_cpmp_16_5_64_13_48_17,1,0.8,4.57143,16,1.4983,5,0.8125,0.3125,0,7,49,125,0.6,2,3.4981,6.38462,13
BF6_cpmp_16_5_64_13_48_18,1,0.8,4.57143,16,1.4983,5,0.8125,0.3125,0,7,50,0.0625,0.6,2,2.53029,5.53846,10
BF6_cpmp_16_5_64_13_48_19,1,0.8,4.57143,16,1.59079,5,0.8125,0.3125,0,7,48,0.1875,0.6,2,3.50823,7,12
BF6_cpmp_16_5_64_13_48_2,1,0.8,4.57143,16,1.39971,5,0.8125,0.3125,0,6,48,0.1875,0.6,2,2.70437,6.38462,11
BF6_cpmp_16_5_64_13_48_3,1,0.8,4.57143,16,1.59079,5,0.8125,0.3125,0,7,49,0.1875,0.6,2,2.72182,6.76923,10
BF6_cpmp_16_5_64_13_48_4,1,0.8,4.57143,16,1.72023,5,0.8125,0.3125,0,8,49,125,0.6,2,3.47263,5.69231,13
BF6_cpmp_16_5_64_13_48_6,1,0.8,4.57143,16,1.63507,5,0.8125,0.3125,0,8,48,0.1875,0.6,2,3.42804,6.30769,12
BF6_cpmp_16_5_64_13_48_7,1,0.8,4.57143,16,1.44984,5,0.8125,0.3125,0,6,49,0.1875,0.6,2,2.48069,6,10
BF6_cpmp_16_5_64_13_48_8,1,0.8,4.57143,16,1.59079,5,0.8125,0.3125,0,7,48,0.1875,0.6,2,3.09991,7.07692,13
BF6_cpmp_16_5_64_13_48_9,1,0.8,4.57143,16,1.76126,5,0.8125,0.3125,0,8,48,125,0.6,3,3.25449,7.15385,12
BF7_cpmp_16_5_64_26_39_1,1,0.8,2.37037,16,0.948611,5,0.8125,0.3125,0,5,41,0,0.4875,2,6.43952,9.61538,21
BF7_cpmp_16_5_64_26_39_10,1,0.8,2.37037,16,1.09369,5,875,0.3125,0,5,42,0,0.4875,2,5.02646,8.85714,18
BF7_cpmp_16_5_64_26_39_11,1,0.8,2.37037,16,0.908729,5,0.8125,0.3125,0,4,42,0,0.4875,3,5.52563,10.0769,21
BF7_cpmp_16_5_64_26_39_12,1,0.8,2.37037,16,1.02372,5,0.8125,0.3125,0,5,41,0,0.4875,2,6.58131,9.61538,21
BF7_cpmp_16_5_64_26_39_13,1,0.8,2.37037,16,1.09369,5,875,0.3125,0,5,41,0,0.4875,2,5.76584,11.4286,21
BF7_cpmp_16_5_64_26_39_14,1,0.8,2.37037,16,0.908729,5,875,0.3125,0,4,40,125,0.4875,2,6.76765,9.64286,22
BF7_cpmp_16_5_64_26_39_15,1,0.8,2.37037,16,0.823189,5,875,0.3125,0,4,41,0,0.4875,2,6.75859,10.5,23
BF7_cpmp_16_5_64_26_39_16,1,0.8,2.37037,16,0.908729,5,0.75,0.3125,0,4,41,0,0.4875,2,5.44862,9.75,20
BF7_cpmp_16_5_64_26_39_17,1,0.8,2.37037,16,1.09369,5,0.8125,0.3125,0,5,43,0,0.4875,3,4.74685,8.07692,17
BF7_cpmp_16_5_64_26_39_19,1,0.8,2.37037,16,0.823189,5,0.9375,0.3125,0,4,40,0,0.4875,2,4.86712,10.6667,20
BF7_cpmp_16_5_64_26_39_2,1,0.8,2.37037,16,0.948611,5,0.9375,0.3125,0,4,41,0,0.4875,2,7.13863,10.2,24
BF7_cpmp_16_5_64_26_39_20,1,0.8,2.37037,16,0.986882,5,875,0.3125,0,5,41,0.0625,0.4875,3,5.14335,9.21429,19
BF7_cpmp_16_5_64_26_39_3,1,0.8,2.37037,16,1.05929,5,0.9375,0.3125,0,5,43,0,0.4875,3,6.15864,10.2667,24
BF7_cpmp_16_5_64_26_39_6,1,0.8,2.37037,16,1.15944,5,875,0.3125,0,5,41,0,0.4875,2,5.65189,10.3571,21
BF7_cpmp_16_5_64_26_39_7,1,0.8,2.37037,16,0.823189,5,875,0.3125,0,4,42,0,0.4875,2,4.94511,9.21429,19
BF7_cpmp_16_5_64_26_39_8,1,0.8,2.37037,16,0.908729,5,0.8125,0.3125,0,4,42,0,0.4875,3,6.14519,10.9231,21
BF8_cpmp_16_5_64_26_48_1,1,0.8,2.37037,16,1.41809,5,875,0.3125,0,6,50,125,0.6,2,6.24704,13.2143,21
BF8_cpmp_16_5_64_26_48_11,1,0.8,2.37037,16,0.948611,5,875,0.3125,0,5,48,125,0.6,2,7.07287,12.7857,25
BF8_cpmp_16_5_64_26_48_12,1,0.8,2.37037,16,0.776895,5,0.8125,0.3125,0,4,49,125,0.6,2,5.15672,9.15385,20
BF8_cpmp_16_5_64_26_48_17,1,0.8,2.37037,16,0.908729,5,0.8125,0.3125,0,4,48,125,0.6,2,7.02573,12.1538,25
BF8_cpmp_16_5_64_26_48_20,1,0.8,2.37037,16,0.823189,5,0.8125,0.3125,0,4,48,125,0.6,2,7.38862,12.1538,26
BF8_cpmp_16_5_64_26_48_4,1,0.8,2.37037,16,0.823189,5,0.8125,0.3125,0,5,48,0.1875,0.6,4,6.57501,14,24
BF8_cpmp_16_5_64_26_48_5,1,0.8,2.37037,16,1.15944,5,0.8125,0.3125,0,5,48,125,0.6,2,6.84053,13.2308,24
BF8_cpmp_16_5_64_26_48_6,1,0.8,2.37037,16,0.823189,5,875,0.3125,0,4,49,0.0625,0.6,2,6.74764,11.4286,26
BF8_cpmp_16_5_64_26_48_7,1,0.8,2.37037,16,1.02372,5,0.8125,0.3125,0,6,50,0.0625,0.6,2,6.75523,11.5385,22
BF9_cpmp_16_8_77_16_47_1,1,0.601562,4.52941,16,2.40386,8,0.75,0.5,0,9,49,0,0.367188,2,3.6391,6.91667,12
BF9_cpmp_16_8_77_16_47_10,1,0.601562,4.52941,16,1.33362,8,0.75,0.5,0,6,48,0,0.367188,2,4.27119,6.58333,16
BF9_cpmp_16_8_77_16_47_12,1,0.601562,4.52941,16,1.71902,8,0.75,0.5,0,7,49,0,0.367188,2,3.61325,5.66667,15
BF9_cpmp_16_8_77_16_47_3,1,0.601562,4.52941,16,1.28876,8,875,0.5,0,6,51,0,0.367188,2,2.43801,5.64286,10
BF9_cpmp_16_8_77_16_47_4,1,0.601562,4.52941,16,1.4191,8,0.8125,0.5,0,7,48,0,0.367188,2,3.34239,6.46154,13
BF9_cpmp_16_8_77_16_47_6,1,0.601562,4.52941,16,1.4191,8,875,0.5,0,6,49,0,0.367188,2,3.7362,6.42857,13
BF9_cpmp_16_8_77_16_47_7,1,0.601562,4.52941,16,1.81878,8,875,0.5,0,8,51,0,0.367188,2,2.54049,5.78571,11
BF9_cpmp_16_8_77_16_47_8,1,0.601562,4.52941,16,1.68445,8,0.9375,0.5,0,8,51,0,0.367188,2,1.98214,4.73333,9
LC2a_lc2a_1,1,0.694444,4.54545,12,3.17271,6,0.666667,0.5,0,11,22,0,0.263889,2,0.780625,3125,5
LC2a_lc2a_10,1,0.694444,4.54545,12,2.46295,6,0.666667,0.5,0,9,21,0,0.263889,3,1.72753,5625,8
LC2a_lc2a_2,1,0.694444,4.54545,12,2.70903,6,0.833333,0.5,0,9,21,0,0.263889,2,1.22066,4.1,6
LC2a_lc2a_3,1,0.694444,4.54545,12,2.8079,6,0.75,0.5,0,9,21,0,0.263889,2,1.69967,3.66667,7
LC2a_lc2a_4,1,0.694444,4.54545,12,2.14746,6,0.916667,0.5,0,8,22,0,0.263889,2,1.2792,4,6
LC2a_lc2a_5,1,0.694444,4.54545,12,2.49959,6,0.75,0.5,0,9,22,0,0.263889,2,1.06574,3.44444,5
LC2a_lc2a_7,1,0.694444,4.54545,12,2.27091,6,0.666667,0.5,0,8,21,0,0.263889,2,1.58114,3.5,7
LC2b_lc2b_1,1,0.694444,4.54545,12,3.4997,6,0.833333,0.5,0,14,37,0,0.486111,2,1.66132,4.2,8
LC2b_lc2b_2,1,0.694444,4.54545,12,2.14746,6,0.833333,0.5,0,9,37,0,0.486111,2,2.2891,4.4,10
LC2b_lc2b_3,1,0.694444,4.54545,12,2.74238,6,1,0.5,0,9,39,0,0.486111,2,2.11476,4.16667,8
LC2b_lc2b_4,1,0.694444,4.54545,12,1.87634,6,0.833333,0.5,0,7,37,0.083333,0.486111,3,1.74356,5.4,8
LC2b_lc2b_5,1,0.694444,4.54545,12,2.34961,6,0.833333,0.5,0,8,38,0.083333,0.486111,2,2.07123,5.1,10
LC2b_lc2b_6,1,0.694444,4.54545,12,2.70903,6,0.833333,0.5,0,10,37,0.083333,0.486111,2,1.34164,5,7
LC2b_lc2b_7,1,0.694444,4.54545,12,1.61604,6,0.833333,0.5,0,6,38,0.083333,0.486111,2,1.18322,3,5
LC2b_lc2b_9,1,0.694444,4.54545,12,1.82725,6,0.75,0.5,0,8,36,0,0.486111,2,2.66667,5,9
LC3a_lc3a_1,1,0.75,4.90909,12,2.31417,6,0.583333,0.5,0,9,21,0,0.277778,2,2.6573,4.71429,9
LC3a_lc3a_10,1,0.75,4.90909,12,2.50289,6,0.75,0.5,0,9,22,0,0.277778,3,1.24722,4.66667,7
LC3a_lc3a_3,1,0.75,4.90909,12,2.31417,6,0.666667,0.5,0,9,22,0,0.277778,2,1.16592,3875,6
LC3a_lc3a_4,1,0.75,4.90909,12,2.50289,6,0.75,0.5,0,8,21,0,0.277778,2,1.6178,3.77778,7
LC3a_lc3a_6,1,0.75,4.90909,12,2.02056,6,0.75,0.5,0,8,22,0,0.277778,2,1.42292,3.55556,6
LC3a_lc3a_7,1,0.75,4.90909,12,2.67835,6,0.916667,0.5,0,9,22,0,0.277778,2,1.67134,3.54545,8
LC3a_lc3a_8,1,0.75,4.90909,12,2.50289,6,0.75,0.5,0,9,22,0,0.277778,2,1.5476,4.22222,7
LC3a_lc3a_9,1,0.75,4.90909,12,2.96815,6,0.75,0.5,0,9,22,0,0.277778,2,1.82574,3,8
LC3b_lc3b_1,1,0.75,4.90909,12,2.23422,6,1,0.5,0,9,40,0,0.513889,2,2.66015,4.41667,10
LC3b_lc3b_10,1,0.75,4.90909,12,3.20382,6,0.833333,0.5,0,12,39,0,0.513889,2,2.32594,5.3,10
LC3b_lc3b_4,1,0.75,4.90909,12,2.74539,6,0.916667,0.5,0,11,40,0.083333,0.513889,2,1.07565,3.45455,5
LC3b_lc3b_5,1,0.75,4.90909,12,2.42916,6,0.916667,0.5,0,10,39,0.083333,0.513889,2,1.71044,3.72727,7
LC3b_lc3b_6,1,0.75,4.90909,12,2.27454,6,0.916667,0.5,0,8,40,0,0.513889,2,2.17423,5,8
LC3b_lc3b_8,1,0.75,4.90909,12,2.27454,6,0.916667,0.5,0,8,39,0.083333,0.513889,2,1.72966,3.90909,7
LC3b_lc3b_9,1,0.75,4.90909,12,2.71208,6,0.833333,0.5,0,10,40,0,0.513889,2,2.61725,4.5,9
cv_data5-10-33,1,0.714286,1,10,0,7,1,0.7,1,1,40,0,0.5,1,8.61626,14.4,28
cv_data4-6-1,1,0.666667,1,6,0,6,1,1,1,1,18,0,0.416667,1,4.86484,8,14
cv_data4-4-19,1,0.666667,1,4,0,6,1,1.5,1,1,13,0,0.416667,1,3.20156,5.5,9
cv_data5-4-23,1,0.714286,1,4,0,7,1,1.75,1,1,11,0,0.321429,1,3.80789,6,11
cv_data4-5-2,1,0.666667,1,5,0,6,1,1.2,1,1,16,0,0.433333,1,3.92938,7.4,12
cv_data4-5-26,1,0.666667,1,5,0,6,1,1.2,1,1,17,0,0.433333,1,3.00666,4.6,10
cv_data5-5-12,1,0.714286,1,5,0,7,1,1.4,1,1,18,0,0.428571,1,4.91528,7.2,15
cv_data4-5-9,1,0.666667,1,5,0,6,1,1.2,1,1,17,0,0.466667,2,4.30813,8.2,14
cv_data5-7-19,1,0.714286,1,7,0,7,1,1,1,1,24,0,0.428571,2,3.8492,6.57143,14
cv_data4-6-18,1,0.666667,1,6,0,6,1,1,1,1,21,0,0.472222,1,5.15321,7.66667,16
cv_data4-4-21,1,0.666667,1,4,0,6,1,1.5,1,1,13,0,0.416667,1,2.95804,4.5,9
cv_data4-7-39,1,0.666667,1,7,0,6,0.857143,0.857143,1,1,16,0,0.357143,2,8.19383,10.8333,25
cv_data4-7-27,1,0.666667,1,7,0,6,1,0.857143,1,1,22,0,0.452381,1,8.54759,10.2857,26
cv_data5-7-40,1,0.714286,1,7,0,7,1,1,1,1,29,0,0.510204,2,8.31031,10.7143,28
cv_data5-6-26,1,0.714286,1,6,0,7,1,1.16667,1,1,29,0,0.547619,1,3.97562,4.83333,13
cv_data5-6-6,1,0.714286,1,6,0,7,1,1.16667,1,1,21,0,0.428571,1,7.78888,12,21
cv_data4-5-1,1,0.666667,1,5,0,6,1,1.2,1,1,16,0,0.4,1,2.92575,5.2,10
cv_data5-4-21,1,0.714286,1,4,0,7,1,1.75,1,1,19,0,0.5,4,1.47902,6.25,8
cv_data4-5-22,1,0.666667,1,5,0,6,1,1.2,1,1,18,0,0.466667,1,2.92575,5.8,10
cv_data5-7-13,1,0.714286,1,7,0,7,1,1,1,1,27,0,0.44898,1,4,8,14
cv_data5-8-38,1,0.714286,1,8,0,7,1,875,1,1,31,0,0.482143,3,6.76387,12.5,25
cv_data4-7-38,1,0.666667,1,7,0,6,1,0.857143,1,1,16,0,0.333333,1,7.15998,8.85714,23
cv_data3-8-38,1,0.6,1,8,0,5,1,625,1,1,14,0,0.3,1,5.12348,7.5,18
cv_data4-4-16,1,0.666667,1,4,0,6,1,1.5,1,1,17,0,0.5,1,3.16228,5,9
cv_data4-7-37,1,0.666667,1,7,0,6,1,0.857143,1,1,19,0,0.380952,1,3.70328,6,13
cv_data5-7-15,1,0.714286,1,7,0,7,1,1,1,1,27,0,0.469388,1,5.36808,7.42857,18
cv_data4-7-25,1,0.666667,1,7,0,6,1,0.857143,1,1,18,0,0.380952,1,7.81417,8.28571,25
cv_data5-5-38,1,0.714286,1,5,0,7,0.8,1.4,1,1,15,0,0.4,2,5.11737,9.25,15
cv_data5-8-39,1,0.714286,1,8,0,7,1,875,1,1,30,0,0.464286,1,7.39827,9375,21
cv_data5-5-29,1,0.714286,1,5,0,7,1,1.4,1,1,21,0,0.485714,1,5.09902,6,14
cv_data5-5-25,1,0.714286,1,5,0,7,0.8,1.4,1,1,17,0,0.428571,2,4.71036,7.75,15
cv_data4-7-30,1,0.666667,1,7,0,6,0.857143,0.857143,1,1,17,0,0.357143,2,5.14512,9.83333,19
cv_data5-4-36,1,0.714286,1,4,0,7,1,1.75,1,1,17,0,0.5,5,4.03113,10.5,16
cv_data4-4-15,1,0.666667,1,4,0,6,1,1.5,1,1,9,0,0.291667,2,3.53553,5,11
cv_data5-8-19,1,0.714286,1,8,0,7,1,875,1,1,27,0,0.446429,1,11.5081,13.25,36
cv_data5-10-23,1,0.714286,1,10,0,7,1,0.7,1,1,35,0,0.457143,1,11.0639,14.7,32
cv_data5-5-11,1,0.714286,1,5,0,7,1,1.4,1,1,17,0,0.4,1,1.72047,3.8,6
cv_data4-7-20,1,0.666667,1,7,0,6,1,0.857143,1,1,21,0,0.428571,2,6.88091,11.2857,22
cv_data4-7-35,1,0.666667,1,7,0,6,1,0.857143,1,1,22,0,0.428571,1,3.45821,5.42857,11
cv_data4-6-7,1,0.666667,1,6,0,6,1,1,1,1,19,0,0.444444,1,6.59966,8.66667,19
cv_data4-7-6,1,0.666667,1,7,0,6,1,0.857143,1,1,26,0,0.5,3,5.85191,9.42857,18
cv_data4-5-25,1,0.666667,1,5,0,6,1,1.2,1,1,17,0,0.466667,1,6.04649,9.8,18
cv_data5-8-2,1,0.714286,1,8,0,7,1,875,1,1,27,0,0.446429,1,9.09327,15.75,32
cv_data4-4-33,1,0.666667,1,4,0,6,1,1.5,1,1,14,0,0.416667,1,2.38485,4.25,7
cv_data4-5-5,1,0.666667,1,5,0,6,1,1.2,1,1,14,0,0.366667,1,2.82843,4,9
cv_data3-8-37,1,0.6,1,8,0,5,0.75,625,1,1,10,0,225,1,5.82142,7.66667,17
cv_data4-5-20,1,0.666667,1,5,0,6,1,1.2,1,1,15,0,0.433333,1,4.36348,6.6,12
cv_data5-4-37,1,0.714286,1,4,0,7,1,1.75,1,1,17,0,0.5,1,5.76086,10.25,16
cv_data4-6-5,1,0.666667,1,6,0,6,0.833333,1,1,1,15,0,0.388889,1,7.02567,6.8,20
cv_data4-6-35,1,0.666667,1,6,0,6,1,1,1,1,17,0,0.416667,3,4.76095,8,17
cv_data4-7-1,1,0.666667,1,7,0,6,1,0.857143,1,1,19,0,0.380952,2,4.49943,7.57143,14
cv_data5-5-5,1,0.714286,1,5,0,7,1,1.4,1,1,20,0,0.485714,3,4.84149,9.4,17
cv_data5-5-37,1,0.714286,1,5,0,7,1,1.4,1,1,16,0,0.4,2,4.16653,6.2,13
cv_data4-5-24,1,0.666667,1,5,0,6,0.8,1.2,1,1,12,0,0.333333,2,2.27761,4.25,8
cv_data5-4-15,1,0.714286,1,4,0,7,1,1.75,1,1,17,0,0.5,5,4272,10.5,16
cv_data5-9-21,1,0.714286,1,9,0,7,1,0.777778,1,1,27,0,0.365079,1,7.64167,9.22222,28
cv_data5-4-27,1,0.714286,1,4,0,7,1,1.75,1,1,17,0,0.5,2,6.20484,9,19
cv_data5-6-25,1,0.714286,1,6,0,7,1,1.16667,1,1,23,0,0.47619,2,5.41603,7,18
cv_data5-8-25,1,0.714286,1,8,0,7,1,875,1,1,28,0,0.446429,3,9.2997,14375,27
cv_data4-6-21,1,0.666667,1,6,0,6,1,1,1,1,20,0,0.444444,1,5.01387,8.16667,17
cv_data5-5-16,1,0.714286,1,5,0,7,1,1.4,1,1,16,0,0.4,1,5.93296,7,16
cv_data5-4-4,1,0.714286,1,4,0,7,1,1.75,1,1,19,0,0.535714,4,5.11737,9.75,17
cv_data5-5-39,1,0.714286,1,5,0,7,1,1.4,1,1,16,0,0.4,2,3.96989,6.2,13
cv_data4-7-22,1,0.666667,1,7,0,6,1,0.857143,1,1,20,0,0.404762,1,5.52545,8.42857,19
cv_data5-6-11,1,0.714286,1,6,0,7,1,1.16667,1,1,21,0,0.428571,3,5.34634,9.5,18
cv_data4-6-9,1,0.666667,1,6,0,6,0.833333,1,1,1,15,0,0.361111,2,4.97996,7,14
cv_data3-5-13,1,0.6,1,5,0,5,1,1,1,1,12,0,0.36,1,2.31517,3.8,7
cv_data3-8-2,1,0.6,1,8,0,5,0.75,625,1,1,12,0,0.25,1,4.98888,7.33333,16
cv_data5-6-2,1,0.714286,1,6,0,7,0.833333,1.16667,1,1,18,0,0.380952,2,4.75815,7.6,15
cv_data5-4-17,1,0.714286,1,4,0,7,1,1.75,1,1,18,0,0.5,1,5.52268,7,13
cv_data5-8-6,1,0.714286,1,8,0,7,1,875,1,1,30,0,0.446429,1,5.5,7.5,18
cv_data4-6-20,1,0.666667,1,6,0,6,0.833333,1,1,1,15,0,0.361111,1,5.23832,8.6,16
cv_data5-4-7,1,0.714286,1,4,0,7,1,1.75,1,1,14,0,0.392857,1,3.64005,6.5,11
cv_data4-7-19,1,0.666667,1,7,0,6,1,0.857143,1,1,18,0,0.380952,1,7.86882,11.2857,26
cv_data5-5-33,1,0.714286,1,5,0,7,1,1.4,1,1,24,0,0.542857,3,4.53431,8.2,14
cv_data5-5-27,1,0.714286,1,5,0,7,1,1.4,1,1,23,0,0.514286,2,4.53431,9.2,14
cv_data5-4-31,1,0.714286,1,4,0,7,1,1.75,1,1,17,0,0.464286,2,4.02337,8.25,13
cv_data4-5-30,1,0.666667,1,5,0,6,1,1.2,1,1,18,0,0.466667,1,2.31517,4.2,8
cv_data5-6-8,1,0.714286,1,6,0,7,0.833333,1.16667,1,1,20,0,0.428571,6,2.15407,9.4,12
cv_data5-5-14,1,0.714286,1,5,0,7,1,1.4,1,1,21,0,0.485714,4,2.87054,8.6,12
cv_data4-6-16,1,0.666667,1,6,0,6,0.833333,1,1,1,13,0,0.333333,3,6.01997,9.4,18
cv_data5-5-40,1,0.714286,1,5,0,7,1,1.4,1,1,20,0,0.457143,1,4.96387,7.6,15
cv_data4-7-26,1,0.666667,1,7,0,6,1,0.857143,1,1,18,0,0.357143,1,4,7,14
cv_data5-5-7,1,0.714286,1,5,0,7,1,1.4,1,1,18,0,0.457143,1,6.79412,7.2,20
cv_data3-7-18,1,0.6,1,7,0,5,0.714286,0.714286,1,1,11,0,0.285714,6,2.72764,9.6,13
cv_data5-5-24,1,0.714286,1,5,0,7,1,1.4,1,1,23,0,0.514286,2,3.61109,6.4,12
cv_data5-4-3,1,0.714286,1,4,0,7,1,1.75,1,1,17,0,0.5,4,4.60299,8.25,16
cv_data5-5-23,1,0.714286,1,5,0,7,1,1.4,1,1,17,0,0.4,1,4.31741,5.4,12
cv_data5-5-10,1,0.714286,1,5,0,7,1,1.4,1,1,19,0,0.428571,1,3.89872,5,12
cv_data5-5-18,1,0.714286,1,5,0,7,1,1.4,1,1,19,0,0.428571,2,2.44949,6,9
cv_data4-7-24,1,0.666667,1,7,0,6,1,0.857143,1,1,20,0,0.404762,2,4.43548,7.57143,16
cv_data5-4-13,1,0.714286,1,4,0,7,1,1.75,1,1,17,0,0.464286,1,6.37868,6.25,17
cv_data5-9-38,1,0.714286,1,9,0,7,1,0.777778,1,1,37,0,0.492063,2,8.26117,13.4444,25
cv_data5-5-8,1,0.714286,1,5,0,7,1,1.4,1,1,16,0,0.4,1,4.9558,6.2,15
cv_data4-7-40,1,0.666667,1,7,0,6,1,0.857143,1,1,19,0,0.380952,1,5.57692,8.57143,17
cv_data5-7-33,1,0.714286,1,7,0,7,1,1,1,1,30,0,0.510204,1,8.93514,12.1429,30
cv_data4-4-12,1,0.666667,1,4,0,6,1,1.5,1,1,13,0,0.416667,4,1.47902,5.75,8
cv_data4-6-36,1,0.666667,1,6,0,6,1,1,1,1,17,0,0.388889,1,5.8784,6.33333,19
cv_data5-4-20,1,0.714286,1,4,0,7,1,1.75,1,1,15,0,0.428571,1,3.03109,4.75,9
cv_data4-5-23,1,0.666667,1,5,0,6,1,1.2,1,1,17,0,0.433333,1,3.49857,5.6,10
cv_data4-7-13,1,0.666667,1,7,0,6,1,0.857143,1,1,17,0,0.333333,1,5.84144,9.14286,17
cv_data5-9-32,1,0.714286,1,9,0,7,1,0.777778,1,1,31,0,0.444444,3,8.65384,15.3333,31
cv_data4-7-32,1,0.666667,1,7,0,6,1,0.857143,1,1,19,0,0.380952,1,6.09114,8.57143,20
cv_data5-9-4,1,0.714286,1,9,0,7,1,0.777778,1,1,30,0,0.412698,5,4.64545,10.4444,20
cv_data4-7-23,1,0.666667,1,7,0,6,0.857143,0.857143,1,1,14,0,0.309524,1,6.87992,10,23
cv_data5-5-3,1,0.714286,1,5,0,7,1,1.4,1,1,21,0,0.485714,1,3.07246,4.4,9
cv_data4-5-39,1,0.666667,1,5,0,6,1,1.2,1,1,15,0,0.4,1,3.76298,5.8,11
cv_data5-7-36,1,0.714286,1,7,0,7,1,1,1,1,29,0,0.489796,2,9.6574,11.1429,28
cv_data4-4-3,1,0.666667,1,4,0,6,1,1.5,1,1,14,0,0.458333,3,3.90512,6.5,13
cv_data4-7-36,1,0.666667,1,7,0,6,1,0.857143,1,1,19,0,0.404762,1,7.9231,10.2857,23
