@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC

@DATA
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_508.cnf,1,0.0025,0.077,0.6772,1.1742,0.7047,0.0905,0.923,0.8067,3.343,0.0237,0.6664,22.3921,27.5149,0,13.9332,0.0906
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,0.7667,0.5667,0.7767,0.8056,0.8549,0.0186,0.7667,0.8887,0,0.05,0.7475,2,2.5407,0.1429,2.0303,0.2
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0.0088,0.0707,0.6877,1.2004,0.6764,0.0871,0.9293,0.799,3.5107,0.0211,0.6777,27.7181,30.3236,0,30.3522,0.0845
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,0.9519,0.9519,0.7968,1.8071,0.7614,0.0842,0.9519,0.9161,2.7203,0.0025,0.7188,53.5417,42.2852,0.0345,84.3548,0.0281
./SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.0286,0.7571,0.4948,0.591,0.9854,0.0001,0.0286,0.9992,0,0.014,0.4948,0,7.5948,0.3333,0.1225,0.0286
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p15-s54275047.cnf,1,0.9757,0.9757,0.853,2.2071,0.8734,0.1304,0.9757,0.9316,3.2939,0.0025,0.6901,38.5806,75.7992,0.0258,972.808,0.0529
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf,1,0.9438,0.6999,0.9385,2.0058,0.9385,0.0013,0.9438,0.9499,0,0.0025,0.9375,12.9289,10.9682,0.0294,45.5792,0.0444
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g3.cnf,1,0.9523,0.9523,0.7914,1.8073,0.7575,0.0836,0.9523,0.923,2.7466,0.0028,0.7212,53,43.9316,0.0345,738,0.0281
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1,0.0112,0.0753,0.6759,1.1319,0.668,0.0966,0.9247,0.806,3.5633,0.0264,0.6592,23.0805,24.4192,0,16.0188,0.0987
./SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.8333,0.6361,0.5832,0.4472,0.6433,0.0001,0.8333,0.8281,0,0.0083,0.5831,5.5777,1.0144,0,9.9142,0.0167
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_060.shuffled.cnf,1,0,0.2105,0.0172,0.082,0.6115,0.7669,0.0075,0.7622,1.3482,0.0833,0.0082,4.1504,1.6243,0,5.0653,0.0833
./SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,0.798,0.6758,0.0477,0.5805,0.2452,0.9356,0.9008,0.5435,1.6517,0.0005,0.0136,822,9.0277,2.2979,1202.67,0.0027
./SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0.1575,0.8164,0.3463,0.3452,0.0977,0.5239,0.6133,0.4477,3.4537,0.0081,0.061,844.889,2.5805,0.4144,627.6,0.0037
./SAT04/handmade/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf,1,0,0.8423,0.5709,0.2484,0.2941,0.1203,0.8423,0.7239,2.7132,0.0136,0.5231,49.8299,3.4226,0.3333,40.4504,0.0121
./SAT04/handmade/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf,1,0.9463,0.9463,0.8242,1.6617,0.759,0.02,0.9463,0.9022,2.7629,0.0037,0.813,276.616,36.3003,0.04,93.8727,0.0332
./SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf,1,0.4286,0.7631,0.8262,0.6689,0.3103,0.3275,0.8446,0.8095,2.7836,0.0058,0.326,29.0846,3.5783,0.0017,25.651,0.0149
./SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,0.0727,0.1384,0.6668,0.3791,0.2353,0.2024,0.0891,0.4971,2.7434,0.0203,0.6176,51.6197,0.6452,0.0327,41.0273,0.0045
./SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,0.7895,0.7895,0.7156,0.8215,0.8619,0,0.7895,0.9023,0,0.0643,0.7155,1.0574,1.7588,0,1.6779,0.1667
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,0.0153,0.2739,0.0014,0.085,0.1071,2.1952,0.0724,0.2927,0.696,0.0056,0.0002,31.6777,0.1959,1.0501,15.161,0.001
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf,1,0.0337,0.4111,0.0003,0.3801,0.2957,1.1369,0.0339,0.6972,2.2503,0.0733,0,12.1485,11.4962,0.3723,8.0167,0.0709
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf,1,0,0.2555,0.0062,0.1227,0.219,1.509,0,0.5213,0.6084,0.0237,0.0007,24.3157,1.5759,0,24.2858,0.0193
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,1,0.9646,0.729,0.9234,1.7386,0.9993,0.0003,0.9646,0.9996,0,0.0035,0.9233,1,14.5742,0.0357,6.822,0.0667
./SAT02/handmade/pehoushek/twentyvars/7cnf20_90000_90000_7.shuffled.cnf,1,0,0.0685,0.0095,0,0.8122,0.7744,0,0.8521,1.9831,0.3688,0.0078,1.9969,2.5884,0,2.5652,0.35
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,0.9545,0.9545,0.854,1.913,0.8452,0.1872,0.9545,0.9026,2.6088,0.002,0.6826,64,49.5251,0.0313,32.35,0.0246
./SAT03/handmade/anton/UNSAT/SGI_30_70_29_50_3-dir.shuffled-as.sat03-179.cnf,1,0.9662,0.6839,0.8667,1.8499,0.8676,0.0201,0.9662,0.9407,3.0575,0.0057,0.8557,12.7917,38.5622,0.0345,51.3814,0.069
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes2.cnf,1,0.9534,0.9534,0.8507,1.8787,0.8443,0.1901,0.9534,0.9244,2.6106,0.0021,0.6855,54.5294,45.0726,0.0323,117.045,0.0258
./SAT03/handmade/stanion/hwb/hwb-n28-01-S136611085.shuffled-as.sat03-1627.cnf,1,0.0101,0.3472,0.0019,0.2758,0.4716,2.3058,0.3864,0.9305,0.4636,0.0808,0.0005,4.3166,1.294,0.3939,4.9113,0.053
./SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0.9049,0.9049,0.7297,1.1406,0.6055,0.0434,0.9049,0.8301,3.1687,0.0054,0.7129,42.2937,15.5662,0.0769,25.4733,0.024
./SAT11/crafted/skvortsov/battleship/battleship-10-19-sat.cnf,1,0.8953,0.8953,0.8159,1.377,0.9062,0,0.8953,0.9304,0,0.0199,0.8159,0.3796,2.4202,0,1.4281,0.1
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,0.0069,0.2615,0.0001,0.0581,0.0486,3.149,0.0338,0.1086,0.4093,0.0013,0.0001,455.2,0.2739,1.0245,524.5,0.0001
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf,1,0.933,0.933,0.7959,1.4728,0.8273,0.019,0.933,0.9285,2.9364,0.0055,0.7867,26.9686,26.9584,0.05,14.3492,0.0433
./SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf,1,0.8333,0.6406,0.5832,0.4472,0.6564,0.0001,0.8333,0.8159,0,0.0104,0.5831,4.663,1.0583,0,8.191,0.0208
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4231.cnf,1,0,0.0997,0.5467,0.0844,0.3247,0.2112,0,0.4046,3.2331,0.0018,0.4369,170.5,1.9432,0.0024,215.125,0.0031
./SAT07/crafted/spence/hard/s113-100.cnf,1,0,0.5,0.0033,0,0.8203,1.6635,1,0.9596,0.2557,0.0508,0.0011,1.0868,0.8284,0,2.6353,0.0265
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,1,0,0.0997,0.547,0.083,0.3279,0.2103,0,0.3802,3.2291,0.0018,0.439,160.5,2.2986,0.0021,297.857,0.0031
./SAT11/crafted/mosoi/289/289-unsat-6x34.cnf,1,0.0179,0.7545,0.4431,0.5859,0.8153,0.0002,0.0179,0.8942,0,0.0097,0.4431,12.3425,8.9036,0.3333,10.8994,0.0196
./SAT11/crafted/mosoi/289/289-sat-6x8.cnf,1,0.0789,0.7697,0.6098,0.6149,0.9996,0,0.0789,0.9999,0,0.0395,0.6098,0,3.5405,0.3333,0,0.0833
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf,1,0.944,0.944,0.8217,1.6249,0.7524,0.0187,0.944,0.8997,2.8657,0.0041,0.8115,38.71,34.3049,0.0417,24.4557,0.0348
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_60_1-dir.shuffled-as.sat03-167.cnf,1,0.966,0.7289,0.8654,1.891,0.8909,0.0174,0.966,0.9575,2.9436,0.0062,0.8581,31.0703,38.5468,0.0345,10.6299,0.0769
./SAT11/crafted/mosoi/289/289-sat-9x13.cnf,1,0.0303,0.7576,0.5015,0.5919,0.9469,0.0001,0.0303,0.9962,0,0.0167,0.5015,0.0046,6.8892,0.3333,0.2455,0.0342
./SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.0205,0.7551,0.4585,0.5872,0.8434,0.0002,0.0205,0.9537,0,0.0117,0.4584,0.0411,7.7862,0.3333,0.1187,0.0238
./SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.1112,0.6253,0.6291,1.0846,0.0506,0.3001,0.7744,0.1567,2.8102,0.003,0.4192,1446.37,2.6966,0.004,67.8,0.008
./SAT03/handmade/anton/UNSAT/SGI_30_60_29_30_6-dir.shuffled-as.sat03-130.cnf,1,0.98,0.7352,0.9009,1.9496,0.8382,0.015,0.98,0.9515,2.9186,0.005,0.8885,10.5625,36.237,0.0345,9.0432,0.069
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_512.cnf,1,0,0.5,0,0,0.3424,0,0,0.5425,0,0.0138,0,18.3205,1.0291,0,21.9975,0.0078
./SAT04/handmade/marijn/equilarge-l/equilarge_l2.used-as.sat04-894.cnf,1,0.0763,0.5045,0,0.156,0.2243,2.3696,0.172,0.6366,0.7891,0.034,0,90.7405,0.4517,0.7735,89.5522,0.002
./SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,0.5065,0.5164,0.8274,0.6143,0.5699,0.1666,0.7477,0.7966,2.5441,0.0424,0.7359,13.8978,6.0914,0.1359,12.5592,0.0291
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g10.cnf,1,0.9554,0.9554,0.7976,1.8728,0.8019,0.0851,0.9554,0.8819,2.7294,0.0021,0.723,61.7241,46.1257,0.0323,28.4211,0.0262
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_3-log.shuffled-as.sat03-109.cnf,1,0,0.0106,0.0256,0.016,0.5228,0.727,0,0.648,1.7367,0.1071,0.005,10.7641,1.289,0,11.6085,0.0667
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf,1,0.0112,0.0753,0.6746,1.1317,0.6729,0.0966,0.9247,0.8055,3.5563,0.0266,0.6595,17.1252,24.4672,0,13.6928,0.0991
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-16_238.cnf,1,0,0.1119,0.5977,0.92,0.6925,0.1387,0.8881,0.8114,2.9401,0.0254,0.5892,16.2529,13.681,0,13.1204,0.0672
./SAT03/handmade/anton/UNSAT/SGI_30_70_21_60_7-log.shuffled-as.sat03-151.cnf,1,0,0.0114,0.1199,0.0162,0.5726,0.5129,0,0.7013,1.4088,0.1219,0.0245,6.9102,1.5338,0,7.7246,0.0952
./SAT11/crafted/spence/sgen/sgen3-n190-s29985700-unsat.cnf,1,0,0.5,0.0024,0,0.7821,2.037,1,0.9633,0.1725,0.0303,0.0007,1.1276,0.6532,0,2.807,0.0155
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf,1,0.9793,0.9793,0.8965,2.1151,0.8609,0.0231,0.9793,0.9585,3.1627,0.0031,0.88,650.414,57.9307,0.028,178.667,0.0576
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0.9259,0.9259,0.779,1.3838,0.8177,0.0217,0.9259,0.9199,2.9039,0.0062,0.7695,23.006,24.4985,0.0556,17.7472,0.0486
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0,0.0104,0.0972,0.0162,0.5219,0.4844,0,0.66,1.3313,0.0983,0.0064,9.9479,1.2817,0,10.9302,0.0667
./SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,1,0.0805,0.4086,0,0.1804,0.3345,2.13,0.3543,0.9002,0.4872,0.0594,0,44.5087,0.5539,2.6674,41.7216,0.0058
./SAT11/crafted/skvortsov/battleship/battleship-14-14-unsat.cnf,1,0.8667,0.8667,0.7361,1.1331,0.8186,0.0001,0.8667,0.8588,0,0.0184,0.7361,12.9404,3.2711,0,13.4627,0.0714
./SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0.125,0.7813,0.5758,0.6364,1,0.0001,0.125,1,0,0.0573,0.5757,0,2.638,0.3333,0,0.125
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf,1,0.956,0.956,0.85,1.9057,0.807,0.1762,0.956,0.9044,2.6704,0.0021,0.6985,63.9545,52.8931,0.0313,3150.06,0.0242
./SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,1,0.0114,0.7529,0.3933,0.5828,0.7019,0.001,0.0114,0.7843,0,0.0068,0.3932,43.403,10.1197,0.3333,63.1223,0.0136
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes5.cnf,1,0.9405,0.9405,0.8099,1.5477,0.7748,0.0193,0.9405,0.8827,2.9779,0.0045,0.8014,32.7113,30.5551,0.0455,18.547,0.0391
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p30-s88600538.cnf,1,0.987,0.987,0.9732,2.7455,0.8906,0.0519,0.987,0.9507,3.4963,0.0013,0.9507,21234.2,131.404,0.0167,15601.2,0.034
./SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,0.0712,0.1382,0.6668,0.3789,0.2388,0.2056,0.0881,0.538,2.6646,0.0201,0.6212,53.422,0.6236,0.0331,42.9407,0.0045
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes3.cnf,1,0.9548,0.9548,0.8001,1.8771,0.8042,0.0834,0.9548,0.8956,2.662,0.0023,0.7268,1199.59,50.4158,0.0323,1891.56,0.0258
./SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,0.9893,0.7612,0.9302,1.6885,0.9737,0.0169,0.9893,0.9868,2.765,0.0074,0.9127,11.5349,32.4504,0.0345,2.5883,0.1333
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,0,0.5,0,0,0.3325,0,0,0.3361,0,0.0004,0,1693,0.9618,0,1877,0.0001
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2100c215164gyes4.cnf,1,0.9506,0.9506,0.7882,1.8118,0.8314,0.0888,0.9506,0.9295,2.7149,0.0024,0.7106,599.912,46.8651,0.0345,1845.88,0.0281
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0.9397,0.9397,0.8093,1.5475,0.7576,0.0189,0.9397,0.9099,2.786,0.0047,0.8005,32.9006,29.9518,0.0455,16.9154,0.0391
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,0.9834,0.9834,0.9835,2.7515,0.8584,0.062,0.9834,0.93,3.1765,0.0012,0.9625,544.25,169.254,0.0166,19134,0.0338
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,0,0.2583,0.0074,0.135,0.2114,1.4754,0,0.4732,0.7043,0.0248,0.0008,26.4657,1.5756,0,26.4137,0.0177
./SAT09/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,0.145,0.8316,0.3815,0.3581,0.039,0.4934,0.6174,0.1148,3.3729,0.0065,0.0915,2544,7.3133,0.4229,4194.67,0.003
./SAT11/crafted/skvortsov/battleship/battleship-12-23-sat.cnf,1,0.9134,0.9134,0.8398,1.5467,0.9127,0,0.9134,0.9333,0,0.0138,0.8397,0.3374,2.7287,0,1.2624,0.0833
./SAT11/crafted/mosoi/289/289-unsat-5x41.cnf,1,0.0184,0.7546,0.4464,0.5862,0.8481,0.0003,0.0184,0.9295,0,0.0096,0.4463,4.7159,7.956,0.3333,1.3685,0.0195
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_110.shuffled.cnf,1,0,0.1908,0.0105,0.0564,0.5735,0.7665,0.0016,0.7382,0.9627,0.0455,0.0046,6.93,1.4423,0,7.9615,0.0455
./SAT05/crafted/sorge05/QG8/iso-ukn009.shuffled-as.sat05-3632.cnf,1,0.7141,0.5507,0.7276,0.7837,0.2911,0.2832,0.7398,0.9448,3.3326,0.056,0.4982,15.9691,2.745,2.0757,9.8856,0.068
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,0.2953,0.6256,0.0974,0.3659,0.0929,0.8819,0.5966,0.3999,2.2862,0.2837,0.0369,24.9964,1.8015,1.7619,19.5275,0.005
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes7.cnf,1,0.9523,0.9523,0.7894,1.8075,0.7799,0.0869,0.9523,0.9181,2.694,0.0026,0.7182,53,43.6323,0.0345,628.333,0.0276
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf,1,0.1883,0.5073,0.0977,0.3926,0.1236,0.8439,0.4677,0.5511,2.5365,0.2814,0.0369,14.5402,1.4727,2.4872,11.9656,0.011
./SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,1,0,0.297,0,0.0136,0.2602,8.3598,0.003,0.6245,0.044,0.0299,0,1.4607,0.9011,0.0075,5.3182,0.0299
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0.9802,0.9802,0.9812,2.4079,0.8884,0.0673,0.9802,0.9433,3.2172,0.0017,0.9539,58.3636,98.7117,0.0215,50.4,0.0438
./SAT11/crafted/mosoi/289/289-sat-11x4.cnf,1,0.0909,0.7727,0.5993,0.6205,0.9999,0,0.0909,1,0,0.0427,0.5993,0,3.2526,0.3333,0,0.0909
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p30-s84954709.cnf,1,0.9818,0.9818,0.8903,2.4442,0.8848,0.0997,0.9818,0.9461,2.9496,0.0021,0.8088,1120.06,78.0576,0.0217,1537.12,0.0444
./SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.0319,0.758,0.5077,0.5926,0.9544,0.0001,0.0319,0.9967,0,0.0175,0.5077,0.0008,6.6224,0.3333,0.0017,0.0357
./SAT11/crafted/mosoi/289/289-sat-11x10.cnf,1,0.0323,0.7581,0.509,0.5928,0.9571,0.0001,0.0323,0.9969,0,0.0178,0.509,0.0007,6.5961,0.3333,0.1894,0.0364
./SAT11/crafted/mosoi/289/289-sat-12x15.cnf,1,0.0191,0.7548,0.4505,0.5865,0.8255,0.0001,0.0191,0.947,0,0.011,0.4505,0.3172,7.3884,0.3333,1.3253,0.0222
./SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,1,0.0209,0.3685,0.0006,0.2773,0.4151,2.6844,0.4071,0.9302,0.6138,0.0731,0.0001,5.7268,1.1995,0.3697,5.955,0.0485
./SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,0.1475,0.2739,0.995,0.2387,0.725,0.1245,0.1487,0.966,1.361,0.0158,0.8955,20.5616,10.1594,0.1233,14.4749,0.0173
./SAT11/crafted/spence/sgen/sgen3-n120-s55656844-unsat.cnf,1,0,0.5238,0.0045,0,0.8131,1.5509,1,0.9599,0.2852,0.0357,0.0014,1.0951,0.7945,0,2.6165,0.0248
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes1.cnf,1,0.9446,0.9446,0.8242,1.6247,0.7856,0.016,0.9446,0.9224,2.7956,0.0037,0.8157,165.596,34.2672,0.0417,19.1618,0.0356
./SAT11/crafted/mosoi/289/289-unsat-21x39.cnf,1,0.0039,0.751,0.5804,0.5792,0.5032,0.3374,0.0039,0.5658,0,0.0024,0.3476,3448.09,31.2083,0.3333,1116.75,0.0049
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0.9261,0.9261,0.7805,1.3868,0.8286,0.0199,0.9261,0.9425,2.8138,0.0065,0.7717,22.1132,24.2171,0.0556,40.1228,0.0486
./SAT03/handmade/gomes/bqwh/bqwh.60.1152.shuffled-as.sat03-1650.cnf,1,0.9532,0.713,0.7851,0.4767,0.4565,0.0803,0.955,0.649,2.6307,0.0005,0.7338,294.556,2.848,0,186.636,0.0019
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g7.cnf,1,0.0203,0.3379,0.0174,0.4113,0.2788,0.9369,0.0205,0.6902,2.6207,0.0444,0.0131,9.8629,13.4842,0.2347,5.971,0.054
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,1,0.9742,0.9742,0.8796,2.1832,0.8801,0.0253,0.9742,0.9563,2.8969,0.0035,0.8639,364.852,51.6619,0.0278,16.6618,0.0571
./SAT09/CRAFTED/modcircuits/mod3block_2vars_11gates_u2_autoenc.cnf,1,0.9725,0.9725,0.879,1.7007,0.8987,0.0238,0.9725,0.9596,2.7913,0.0086,0.8652,6.7953,25.0503,0.0455,10.2306,0.0952
./SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.2051,0.698,0.6406,0.5989,0.1271,0.4244,0.8122,0.634,2.6643,0.0099,0.1091,19.3266,1.5776,0.0055,19.7369,0.0171
./SAT11/crafted/spence/sgen/sgen3-n130-s30940966-unsat.cnf,1,0,0.5072,0.0033,0,0.8016,1.7615,1,0.9599,0.2274,0.0435,0.001,1.1078,0.7671,0,2.7011,0.0226
./SAT04/handmade/andrew/composite/Composite-024BitPrimes-1.used-as.sat04-861.cnf,1,0.104,0.3576,0.1712,0.2366,0.1505,0.6159,0.2202,0.4805,1.119,0.045,0.1563,72.9698,0.8,0.1365,66.1741,0.0047
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,0.2415,0.5526,0.0756,0.9928,0.1206,0.9193,0.5521,0.499,2.1954,0.2471,0.0283,16.3016,1.3709,1.8421,14.0239,0.0289
./SAT11/crafted/spence/sgen/sgen3-n180-s34713902-sat.cnf,1,0.8333,0.6713,0.5832,0.4472,0.6788,0.0001,0.8333,0.8349,0,0.0139,0.5831,3.708,1.1278,0,6.4189,0.0278
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0.962,0.962,0.8591,1.9397,0.8803,0.0268,0.962,0.9519,3.1807,0.0046,0.843,29.3121,41.4118,0.0347,18.1284,0.0718
./SAT03/handmade/anton/UNSAT/SGI_30_80_28_70_8-dir.shuffled-as.sat03-215.cnf,1,0.9797,0.7483,0.8884,1.9141,0.9308,0.0242,0.9797,0.978,2.8978,0.0055,0.8732,9.0903,40.1438,0.0345,9.6503,0.0714
./SAT11/crafted/mosoi/289/289-sat-7x6.cnf,1,0.0909,0.7727,0.5993,0.6205,0.9998,0,0.0909,1,0,0.0447,0.5993,0,3.2192,0.3333,0,0.0952
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p30-s52376212.cnf,1,0.9855,0.9855,0.9743,2.4659,0.8806,0.0601,0.9855,0.9306,3.2003,0.0016,0.9493,6885.9,94.8668,0.02,41.0714,0.0408
./SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,0.9798,0.7508,0.8942,1.9099,0.8884,0.018,0.9798,0.9462,3.1132,0.0057,0.8817,11.8442,39.9959,0.0345,44.2013,0.0741
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,0.9723,0.7269,0.8895,1.8311,0.9643,0.0203,0.9723,0.9826,2.8225,0.009,0.8816,2.4321,36.1181,0.0345,7.0886,0.1333
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,0.9772,0.9772,0.8835,2.3039,0.8917,0.0374,0.9772,0.9564,3.3837,0.0029,0.8561,21.8039,61.7148,0.0251,1091.88,0.0514
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,0.0236,0.4588,0.0003,0.3084,0.2863,1.2961,0.0236,0.8424,1.5106,0.0807,0.0001,12.7195,15.0293,0.5856,8.2423,0.0552
./SAT11/crafted/mosoi/289/289-unsat-14x34.cnf,1,0.0069,0.7517,0.3263,0.5807,0.6057,0.1553,0.0069,0.6509,0,0.0042,0.314,253.591,20.2505,0.3333,285.211,0.0084
./SAT02/handmade/simon/satex-challenges/f600.shuffled.cnf,1,0,0.5262,0.2135,0.0527,0.3172,0.5608,0.9752,0.5474,3.3924,0.0099,0.1135,14.6103,0.9037,0.0204,18.2723,0.0085
