@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC

@DATA
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,0.303792,136.6,0.632308,0.581507
Core1108_tbm_09.tex.module.000008,1,0.475916,111.2,0.602804,0.658915
Core1108_tbm_09.tex.module.000009,1,0.475916,111.2,0.602804,0.658915
Core1108_tbm_09.tex.module.000010,1,0.475916,111.2,0.602804,0.658915
Core1108_tbm_09.tex.module.000028,1,0.464789,94.7,0.600076,0.666456
Core1108_tbm_09.tex.module.000033,1,0.460847,90.2,0.599114,0.669132
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,0.244533,292.9,0.681842,0.466615
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,0.243545,291.9,0.682473,0.465259
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,0.244533,292.9,0.681842,0.466615
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,0.243069,291.9,0.682232,0.465777
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,0.245766,294.4,0.680982,0.468468
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,0.244533,292.9,0.681842,0.466615
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,0.244533,292.9,0.681842,0.466615
Core1108_tbm_21.tex.module.000008,1,0.46034,66.7,0.599697,0.667509
Core1108_tbm_21.tex.module.000009,1,0.46034,66.7,0.599697,0.667509
Core1108_tbm_21.tex.module.000010,1,0.46034,66.7,0.599697,0.667509
Core1108_tbm_21.tex.module.000014,1,0.454545,62.2,0.598355,0.67125
Core1108_tbm_21.tex.module.000017,1,0.454545,62.2,0.598355,0.67125
Core1108_tbm_21.tex.module.000023,1,0.447635,57.7,0.596761,0.675712
Core1108_tbm_21.tex.module.000026,1,0.456081,57.7,0.593762,0.684175
Core1108_tbm_21.tex.module.000027,1,0.456081,57.7,0.593762,0.684175
Core1108_tbm_21.tex.module.000030,1,0.45657,58.7,0.591845,0.689632
Core1108_tbm_21.tex.module.000091,1,0.444271,38,0.589364,0.696744
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,0.323557,126.5,0.648345,0.54239
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,0.320724,124.5,0.650762,0.536661
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,0.321144,125,0.650255,0.537859
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,0.323145,126,0.648845,0.541201
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,0.321144,125,0.650255,0.537859
Core1108_tbm_21.tex.moduleQ3.2S.000019,1,0.321144,125,0.650255,0.537859
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,0.321144,125,0.650255,0.537859
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,0.320724,124.5,0.650762,0.536661
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,0.274889,150.875,0.645658,0.548807
counter_16,1,0.479891,97.058824,0.501718,0.993153
counter_32-shuffled,1,0.489613,193.030303,0.500916,0.996344
counter_8-shuffled,1,0.462192,49.111111,0.503022,0.987986
counter_e_16,1,0.477088,100,0.502749,0.989064
counter_e_8-shuffled,1,0.458234,52,0.504673,0.981481
counter_r_16,1,0.478768,100,0.500552,0.997793
counter_r_8-shuffled,1,0.461169,52,0.500943,0.996237
counter_re_16,1,0.476089,102.941176,0.500459,0.998164
cube_c11_par---13_-shuffled,1,5.170706,660,0.494515,1.022184
cube_c3_ser--opt-6_-shuffled,1,0.657895,85.5,0.553926,0.805296
cube_c5_ser---14_-shuffled,1,1.284069,322.5,0.553646,0.806209
cube_c7_ser---23_-shuffled,1,2.372263,735,0.510144,0.96023
cube_c9_par--opt-11_-shuffled,1,4.356648,459,0.500771,0.996919
eijk.S1238.S-d3-shuffled,1,0.128809,421,0.571329,0.750305
eijk.S1423.S-d4-shuffled,1,0.031779,1803,0.571406,0.750071
eijk.S208o.S-d4-shuffled,1,0.045283,46,0.570502,0.752841
eijk.S208o.S-f4-shuffled,1,0.056312,755,0.571372,0.750173
eijk.S298.S-f2-shuffled,1,0.100078,452,0.571334,0.750291
eijk.S298.S-f4,1,0.050924,1053,0.571389,0.750122
eijk.S344.S-f3,1,0.050234,1000,0.571386,0.75013
eijk.S349.S-f3,1,0.049088,988.5,0.571386,0.750132
eijk.S382.S-f4-shuffled,1,0.050382,1253.5,0.571395,0.750102
eijk.S386.S-f2,1,0.075082,849.5,0.571378,0.750153
eijk.S420.S-f2,1,0.080359,869,0.571379,0.750153
eijk.S526.S-f4-shuffled,1,0.052486,1856.5,0.571406,0.750069
eijk.S641.S-f2,1,0.065046,1058,0.571388,0.750126
eijk.S713.S-f2,1,0.064688,1063.5,0.571388,0.750125
emptyroom_e3_ser---19_-shuffled,1,0.510045,464,0.574679,0.740102
emptyroom_e3_ser--opt-20_-shuffled,1,0.488705,488,0.575059,0.738951
emptyroom_e4_par---21_-shuffled,1,1.664956,1024,0.558511,0.790477
emptyroom_e4_ser--opt-44_-shuffled,1,1.010173,2128,0.565431,0.768563
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,0.177412,1202.333333,0.515371,0.940351
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,0.180598,1231.571429,0.508597,0.966192
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,0.182945,1253.5,0.503698,0.985315
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,0.15196,330.888889,0.41253,1.424066
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,0.184745,1270.555556,0.49999,1.00004
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,0.125041,294.666667,0.450188,1.221294
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,0.153105,997.666667,0.572171,0.74773
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,0.165719,1100,0.541507,0.846698
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.141785,316.4,0.426054,1.347118
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.172839,1161.4,0.525348,0.9035
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.116337,777.166667,0.441977,1.262563
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.118744,786,0.438409,1.280974
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.120526,792.625,0.435801,1.294624
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.098384,715.333333,0.470253,1.126514
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.137859,5381.666667,0.597589,0.67339
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.149869,5997,0.566099,0.766475
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.129161,1466.166667,0.446339,1.240451
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.131837,1483,0.442786,1.258428
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.136551,1513.3,0.436643,1.290198
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.109214,1348.333333,0.474465,1.107636
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.119464,1407.25,0.45964,1.175617
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.125346,1442.6,0.451492,1.214881
f600-00-shuffled,1,0.319137,2174,0.595945,0.678006
ii32c1-00,1,0.597585,976.5,0.619097,0.615255
ii32c1-50-shuffled,1,0.622456,869.5,0.620852,0.610689
ii32e1-00-shuffled,1,0.612998,925,0.621277,0.609589
ii32e1-50-shuffled,1,0.640475,813,0.623241,0.604516
ii8a1-00-shuffled,1,0.289663,191,0.582329,0.717241
ii8a1-90-shuffled,1,0.369632,131,0.585242,0.708696
ii8a3-90,1,0.416742,928,0.589048,0.697654
ii8c1-90-shuffled,1,0.375287,1836.5,0.584143,0.711911
ii8d1-00-shuffled,1,0.321525,2392.5,0.581374,0.720064
impl18-shuffled,1,0.493151,2.947368,0.498851,1.004608
irst.dme4.B-d4-shuffled,1,0.05145,448.5,0.571329,0.750306
irst.dme5.B-d4-shuffled,1,0.056069,630.5,0.571358,0.750217
jnh1-50-shuffled,1,0.412167,530,0.624757,0.600622
jnh207-90-shuffled,1,0.398866,458,0.624082,0.602353
jnh218-00-shuffled,1,0.3756,548.5,0.62127,0.609607
jnh218-90-shuffled,1,0.39704,458.5,0.623767,0.603162
k3_1_2-shuffled,1,0.201117,133,0.481289,1.077754
k4_2_2-shuffled,1,0.174525,519,0.476014,1.10078
k5_2_2,1,0.19582,992,0.471155,1.122443
k5_3_2-shuffled,1,0.159216,1442,0.472736,1.115346
k_branch_n-20-shuffled,1,0.127703,595.391304,0.560347,0.784609
k_branch_n-4-shuffled,1,0.125536,111.714286,0.505107,0.979777
k_branch_n-5-shuffled,1,0.124419,140.5,0.512119,0.95267
k_branch_n-6,1,0.122434,169.777778,0.518449,0.928832
k_branch_n-7,1,0.120021,199.4,0.524222,0.90759
k_branch_n-8-shuffled,1,0.142532,229.272727,0.523166,0.911438
k_branch_p-11-shuffled,1,0.133038,319.857143,0.536937,0.862414
k_branch_p-14-shuffled,1,0.124077,411.294118,0.548236,0.824034
k_branch_p-16-shuffled,1,0.138989,472.526316,0.549063,0.821285
k_branch_p-17-shuffled,1,0.136009,503.2,0.552104,0.811252
k_branch_p-4-shuffled,1,0.125487,111.714286,0.505181,0.979487
k_branch_p-6-shuffled,1,0.122412,169.777778,0.51848,0.928716
k_branch_p-8-shuffled,1,0.142518,229.272727,0.523183,0.911379
k_d4_n-11-shuffled,1,0.185896,59.5625,0.506266,0.975248
k_d4_n-14-shuffled,1,0.186362,63.263158,0.506728,0.973444
k_d4_n-15-shuffled,1,0.186476,64.25,0.506842,0.973003
k_d4_n-16-shuffled,1,0.186576,65.142857,0.506941,0.972617
k_d4_n-17-shuffled,1,0.186664,65.954545,0.507028,0.972276
k_d4_n-18-shuffled,1,0.186743,66.695652,0.507106,0.971974
k_d4_n-19-shuffled,1,0.186813,67.375,0.507176,0.971703
k_d4_n-20-shuffled,1,0.186877,68,0.507239,0.971459
k_d4_n-21-shuffled,1,0.186934,68.576923,0.507295,0.971238
k_d4_n-7-shuffled,1,0.184663,51.75,0.505037,0.980054
k_d4_p-10-shuffled,1,0.14561,40,0.499467,1.002134
k_d4_p-11-shuffled,1,0.145783,41.0625,0.499709,1.001165
k_d4_p-21-shuffled,1,0.146612,47.192308,0.50087,0.996527
k_d4_p-6-shuffled,1,0.144366,33.818182,0.497714,1.009187
k_d4_p-7-shuffled,1,0.144807,35.75,0.498336,1.006679
k_dum_n-10-shuffled,1,0.1,31.5,0.487937,1.049444
k_dum_n-21-shuffled,1,0.101247,35.777778,0.489572,1.0426
k_dum_p-11-shuffled,1,0.100324,34.615385,0.491071,1.036364
k_dum_p-13-shuffled,1,0.099242,35.333333,0.490837,1.037335
k_dum_p-16-shuffled,1,0.098765,36.222222,0.490813,1.037436
k_dum_p-21-shuffled,1,0.096928,36.956522,0.490335,1.039421
ken.flash^10.C-f4-shuffled,1,0.020092,18815,0.571426,0.750007
ken.flash^14.C-d4-shuffled,1,0.043611,5135.5,0.57142,0.750025
ken.oop^1.C-d2,1,0.08085,1076,0.571388,0.750124
k_grz_n-10-shuffled,1,0.136994,55.444444,0.5127,0.950458
k_grz_n-13-shuffled,1,0.128314,61.777778,0.518653,0.928073
k_grz_n-14-shuffled,1,0.126432,69.777778,0.521983,0.915771
k_grz_n-21-shuffled,1,0.124722,91.555556,0.531276,0.88226
k_grz_p-10-shuffled,1,0.16601,53.666667,0.505941,0.976516
k_grz_p-17-shuffled,1,0.162028,71.666667,0.511924,0.953416
k_grz_p-21-shuffled,1,0.154551,85.777778,0.517047,0.934061
k_lin_n-10-shuffled,1,0.146382,406.4,0.578274,0.729284
k_lin_n-13-shuffled,1,0.121257,543.2,0.594221,0.682875
k_lin_n-14-shuffled,1,0.114688,588.8,0.598332,0.671314
k_lin_n-21-shuffled,1,0.09304,908,0.614595,0.627087
k_lin_n-9-shuffled,1,0.139446,360.8,0.576592,0.734327
k_lin_p-12-shuffled,1,0.167377,156.25,0.543139,0.841149
k_lin_p-16-shuffled,1,0.155229,205.25,0.556184,0.797968
k_lin_p-21-shuffled,1,0.15182,266.5,0.565988,0.766822
k_lin_p-8-shuffled,1,0.169102,107.25,0.529319,0.889218
k_path_n-10-shuffled,1,0.186916,53.692308,0.477486,1.094301
k_path_n-20-shuffled,1,0.186874,59.304348,0.477433,1.094533
k_path_n-21-shuffled,1,0.186763,59.208333,0.477458,1.094427
k_path_p-10-shuffled,1,0.189189,53,0.477419,1.094595
k_path_p-16-shuffled,1,0.18779,57.333333,0.477435,1.094527
k_path_p-21-shuffled,1,0.186687,59.347826,0.477456,1.094434
k_path_p-9-shuffled,1,0.188249,52.090909,0.477452,1.094453
k_ph_n-10-shuffled,1,0.190484,471.333333,0.556742,0.796163
k_ph_n-13-shuffled,1,0.155164,965.333333,0.585465,0.708045
k_ph_n-14-shuffled,1,0.140192,1188,0.594402,0.682362
k_ph_n-15-shuffled,1,0.126856,1442,0.602098,0.660859
k_ph_n-8-shuffled,1,0.206932,261.333333,0.53388,0.87308
k_ph_n-9-shuffled,1,0.188937,359.333333,0.550228,0.817428
k_ph_p-11-shuffled,1,0.166919,693,0.573032,0.745103
k_ph_p-12-shuffled,1,0.166279,871.666667,0.578819,0.727656
k_ph_p-8-shuffled,1,0.200887,305,0.537729,0.859673
k_ph_p-9-shuffled,1,0.182985,411.666667,0.552991,0.808348
k_poly_n-12-shuffled,1,0.130041,23.179487,0.489458,1.043077
k_poly_n-13-shuffled,1,0.130151,23.348837,0.489492,1.042936
k_poly_n-20-shuffled,1,0.130482,23.873016,0.489593,1.042514
k_poly_n-21-shuffled,1,0.130524,23.940299,0.489605,1.042461
k_poly_p-19-shuffled,1,0.130447,23.816667,0.489582,1.042558
k_poly_p-21-shuffled,1,0.130514,23.924242,0.489602,1.042474
k_t4p_n-12-shuffled,1,0.161708,55.433333,0.505427,0.978527
k_t4p_n-17-shuffled,1,0.16142,58.325,0.505889,0.976718
k_t4p_n-21-shuffled,1,0.161287,59.770833,0.506102,0.975887
k_t4p_n-4-shuffled,1,0.163588,42.214286,0.502399,0.990449
k_t4p_p-12-shuffled,1,0.163158,49,0.50441,0.982515
k_t4p_p-20-shuffled,1,0.162252,54.333333,0.505379,0.978713
k_t4p_p-21-shuffled,1,0.162184,54.785714,0.505452,0.978428
k_t4p_p-4-shuffled,1,0.166667,35.909091,0.500635,0.997464
k_t4p_p-8-shuffled,1,0.164179,44.2,0.503315,0.986828
lognBWLARGEB1-shuffled,1,0.002909,935,0.966771,0.034371
lut4_2_f2-shuffled,1,1.11435,31.5,0.472371,1.116981
lut4_AND_f1-shuffled,1,1.611852,33.5,0.515495,0.939884
lut4_XOR_fOR-shuffled,1,0.625,19,0.481156,1.078329
mutex-128-s,1,0.237546,11058,0.555067,0.801584
mutex-16-s,1,0.23946,1314,0.554286,0.804124
mutex-2-s,1,0.267717,96,0.542857,0.842105
mutex-32-s,1,0.238342,2706,0.554742,0.802639
mutex-4-s,1,0.247934,270,0.550838,0.815416
mutex-64-s,1,0.237807,5490,0.55496,0.80193
mutex-8-s,1,0.241916,618,0.553285,0.807388
ncf_16_32_8_d.10,1,0.339946,366,0.62338,0.604159
ncf_16_32_8_d.1,1,0.350279,366,0.622989,0.605164
ncf_16_32_8_d.2,1,0.341307,366,0.623451,0.603974
ncf_16_32_8_d.3,1,0.324141,366,0.624223,0.601993
ncf_16_32_8_d.4,1,0.332373,366,0.623912,0.602791
ncf_16_32_8_d.5,1,0.360033,366,0.622372,0.606756
ncf_16_32_8_d.6,1,0.348305,366,0.62269,0.605934
ncf_16_32_8_d.7,1,0.330982,366,0.62347,0.603926
ncf_16_32_8_d.8,1,0.325431,366,0.623555,0.603707
ncf_16_32_8_d.9,1,0.350895,366,0.623212,0.60459
ncf_16_32_8_edau.10,1,0.339946,366,0.62338,0.604159
ncf_16_32_8_edau.1,1,0.350279,366,0.622989,0.605164
ncf_16_32_8_edau.2,1,0.341307,366,0.623451,0.603974
ncf_16_32_8_edau.3,1,0.324141,366,0.624223,0.601993
ncf_16_32_8_edau.4,1,0.332373,366,0.623912,0.602791
ncf_16_32_8_edau.5,1,0.360033,366,0.622372,0.606756
ncf_16_32_8_edau.6,1,0.348305,366,0.62269,0.605934
ncf_16_32_8_edau.7,1,0.330982,366,0.62347,0.603926
ncf_16_32_8_edau.8,1,0.325431,366,0.623555,0.603707
ncf_16_32_8_edau.9,1,0.350895,366,0.623212,0.60459
ncf_16_32_8_euad.10,1,0.339946,366,0.62338,0.604159
ncf_16_32_8_euad.1,1,0.350279,366,0.622989,0.605164
ncf_16_32_8_euad.2,1,0.341307,366,0.623451,0.603974
ncf_16_32_8_euad.3,1,0.324141,366,0.624223,0.601993
ncf_16_32_8_euad.4,1,0.332373,366,0.623912,0.602791
ncf_16_32_8_euad.5,1,0.360033,366,0.622372,0.606756
ncf_16_32_8_euad.6,1,0.348305,366,0.62269,0.605934
ncf_16_32_8_euad.7,1,0.330982,366,0.62347,0.603926
ncf_16_32_8_euad.8,1,0.325431,366,0.623555,0.603707
ncf_16_32_8_euad.9,1,0.350895,366,0.623212,0.60459
ncf_16_32_8_u.10,1,0.339946,366,0.62338,0.604159
ncf_16_32_8_u.1,1,0.350279,366,0.622989,0.605164
ncf_16_32_8_u.2,1,0.341307,366,0.623451,0.603974
ncf_16_32_8_u.3,1,0.324141,366,0.624223,0.601993
ncf_16_32_8_u.4,1,0.332373,366,0.623912,0.602791
ncf_16_32_8_u.5,1,0.360033,366,0.622372,0.606756
ncf_16_32_8_u.6,1,0.348305,366,0.62269,0.605934
ncf_16_32_8_u.7,1,0.330982,366,0.62347,0.603926
ncf_16_32_8_u.8,1,0.325431,366,0.623555,0.603707
ncf_16_32_8_u.9,1,0.350895,366,0.623212,0.60459
ncf_8_16_4_d.10,1,0.315481,174.666667,0.615609,0.624408
ncf_8_16_4_d.1,1,0.318901,174.666667,0.615781,0.623954
ncf_8_16_4_d.2,1,0.302403,174.666667,0.617233,0.620135
ncf_8_16_4_d.3,1,0.328893,174.666667,0.615137,0.625654
ncf_8_16_4_d.4,1,0.328893,174.666667,0.615137,0.625654
ncf_8_16_4_d.5,1,0.300418,174.666667,0.61658,0.621849
ncf_8_16_4_d.6,1,0.315481,174.666667,0.615609,0.624408
ncf_8_16_4_d.7,1,0.348876,174.666667,0.613849,0.629066
ncf_8_16_4_d.8,1,0.315481,174.666667,0.615609,0.624408
ncf_8_16_4_d.9,1,0.327258,174.666667,0.615631,0.62435
ncf_8_16_4_edau.10,1,0.315481,174.666667,0.615609,0.624408
ncf_8_16_4_edau.1,1,0.318901,174.666667,0.615781,0.623954
ncf_8_16_4_edau.2,1,0.302403,174.666667,0.617233,0.620135
ncf_8_16_4_edau.3,1,0.328893,174.666667,0.615137,0.625654
ncf_8_16_4_edau.4,1,0.328893,174.666667,0.615137,0.625654
ncf_8_16_4_edau.5,1,0.300418,174.666667,0.61658,0.621849
ncf_8_16_4_edau.6,1,0.315481,174.666667,0.615609,0.624408
ncf_8_16_4_edau.7,1,0.348876,174.666667,0.613849,0.629066
ncf_8_16_4_edau.8,1,0.315481,174.666667,0.615609,0.624408
ncf_8_16_4_edau.9,1,0.327258,174.666667,0.615631,0.62435
ncf_8_16_4_euad.10,1,0.315481,174.666667,0.615609,0.624408
ncf_8_16_4_euad.1,1,0.318901,174.666667,0.615781,0.623954
ncf_8_16_4_euad.2,1,0.302403,174.666667,0.617233,0.620135
ncf_8_16_4_euad.3,1,0.328893,174.666667,0.615137,0.625654
ncf_8_16_4_euad.4,1,0.328893,174.666667,0.615137,0.625654
ncf_8_16_4_euad.5,1,0.300418,174.666667,0.61658,0.621849
ncf_8_16_4_euad.6,1,0.315481,174.666667,0.615609,0.624408
ncf_8_16_4_euad.7,1,0.348876,174.666667,0.613849,0.629066
ncf_8_16_4_euad.8,1,0.315481,174.666667,0.615609,0.624408
ncf_8_16_4_euad.9,1,0.327258,174.666667,0.615631,0.62435
ncf_8_16_4_u.10,1,0.315481,174.666667,0.615609,0.624408
ncf_8_16_4_u.1,1,0.318901,174.666667,0.615781,0.623954
ncf_8_16_4_u.2,1,0.302403,174.666667,0.617233,0.620135
ncf_8_16_4_u.3,1,0.328893,174.666667,0.615137,0.625654
ncf_8_16_4_u.4,1,0.328893,174.666667,0.615137,0.625654
ncf_8_16_4_u.5,1,0.300418,174.666667,0.61658,0.621849
ncf_8_16_4_u.6,1,0.315481,174.666667,0.615609,0.624408
ncf_8_16_4_u.7,1,0.348876,174.666667,0.613849,0.629066
ncf_8_16_4_u.8,1,0.315481,174.666667,0.615609,0.624408
ncf_8_16_4_u.9,1,0.327258,174.666667,0.615631,0.62435
nusmv.dme1-16.B-d4-shuffled,1,0.058006,639.5,0.571355,0.750227
nusmv.queue.B-d4-shuffled,1,0.084549,5362,0.571421,0.750024
nusmv.reactor^1.C-d4-shuffled,1,0.096924,4773,0.57142,0.750027
nusmv.reactor^2.C-d4-shuffled,1,0.095914,4810,0.57142,0.750027
nusmv.reactor^5.C-f4-shuffled,1,0.095635,4692,0.57142,0.750028
nusmv.syncarb10^2.B-f2,1,0.057918,479.5,0.571339,0.750275
nusmv.syncarb10^2.B-f3,1,0.057967,682.5,0.571366,0.750192
nusmv.syncarb10^2.B-f4,1,0.057994,885.5,0.571381,0.750147
nusmv.syncarb5^2.B-f4-shuffled,1,0.078962,325.5,0.571296,0.750406
nusmv.tcas^2.B-f2-shuffled,1,0.075651,4734,0.57142,0.750028
nusmv.tcas^4.B-f3-shuffled,1,0.079827,7602.5,0.571423,0.750017
nusmv.tcas-t^5.B-f2-shuffled,1,0.077295,5018.5,0.57142,0.750026
nusmv.tcas-t^6.B-f3-shuffled,1,0.078749,7947,0.571423,0.750016
par16-1-c-00-shuffled,1,0.317185,1106.5,0.593912,0.683752
par8-1-c-50-shuffled,1,0.354689,189,0.595265,0.679924
par8-2-90-shuffled,1,0.361144,763,0.592299,0.688337
par8-2-c-50-shuffled,1,0.354895,200,0.595474,0.679335
par8-3-c-00-shuffled,1,0.323466,260.5,0.593722,0.684289
par8-3-c-90-shuffled,1,0.377422,194.5,0.597218,0.674432
par8-4-90-shuffled,1,0.361463,765,0.5922,0.68862
par8-4-c-90-shuffled,1,0.379867,172.5,0.597015,0.675
par8-5-c-90-shuffled,1,0.37934,192.5,0.597341,0.674087
Qq2k3k3v100v100m1000s10,1,1.511,100,0.497167,1.011398
Qq2k3k3v100v100m1000s1,1,1.48,100,0.498833,1.004678
Qq2k3k3v100v100m1000s2,1,1.487,100,0.5025,0.99005
Qq2k3k3v100v100m1000s3,1,1.488,100,0.496667,1.013423
Qq2k3k3v100v100m1000s4,1,1.507,100,0.505167,0.979545
Qq2k3k3v100v100m1000s5,1,1.482,100,0.505333,0.978892
Qq2k3k3v100v100m1000s6,1,1.54,100,0.492333,1.031144
Qq2k3k3v100v100m1000s7,1,1.474,100,0.504667,0.981506
Qq2k3k3v100v100m1000s8,1,1.527,100,0.492333,1.031144
Qq2k3k3v100v100m1000s9,1,1.467,100,0.505,0.980198
Qq2k3k3v100v100m1200s10,1,1.5025,100,0.501667,0.993355
Qq2k3k3v100v100m1200s1,1,1.4925,100,0.496667,1.013423
Qq2k3k3v100v100m1200s2,1,1.476667,100,0.502917,0.988401
Qq2k3k3v100v100m1200s3,1,1.485,100,0.496944,1.012297
Qq2k3k3v100v100m1200s4,1,1.5075,100,0.50625,0.975309
Qq2k3k3v100v100m1200s5,1,1.491667,100,0.505556,0.978022
Qq2k3k3v100v100m1200s6,1,1.5275,100,0.494167,1.023609
Qq2k3k3v100v100m1200s7,1,1.500833,100,0.499444,1.002225
Qq2k3k3v100v100m1200s8,1,1.536667,100,0.486528,1.055381
Qq2k3k3v100v100m1200s9,1,1.459167,100,0.503889,0.984564
Qq2k3k3v100v100m1400s10,1,1.514286,100,0.500476,0.998097
Qq2k3k3v100v100m1400s1,1,1.468571,100,0.501667,0.993355
Qq2k3k3v100v100m1400s2,1,1.465714,100,0.504286,0.983003
Qq2k3k3v100v100m1400s3,1,1.489286,100,0.497857,1.008608
Qq2k3k3v100v100m1400s4,1,1.493571,100,0.506667,0.973684
Qq2k3k3v100v100m1400s5,1,1.512857,100,0.500238,0.999048
Qq2k3k3v100v100m1400s6,1,1.524286,100,0.496071,1.015839
Qq2k3k3v100v100m1400s7,1,1.498571,100,0.497024,1.011976
Qq2k3k3v100v100m1400s8,1,1.516429,100,0.492381,1.030948
Qq2k3k3v100v100m1400s9,1,1.451429,100,0.503929,0.984408
Qq2k3k3v100v100m1600s10,1,1.506875,100,0.5,1
Qq2k3k3v100v100m1600s1,1,1.47875,100,0.500625,0.997503
Qq2k3k3v100v100m1600s2,1,1.456875,100,0.50625,0.975309
Qq2k3k3v100v100m1600s3,1,1.49375,100,0.497604,1.009629
Qq2k3k3v100v100m1600s4,1,1.5,100,0.504792,0.981015
Qq2k3k3v100v100m1600s5,1,1.511875,100,0.498438,1.00627
Qq2k3k3v100v100m1600s6,1,1.51875,100,0.494583,1.021904
Qq2k3k3v100v100m1600s7,1,1.50625,100,0.495833,1.016807
Qq2k3k3v100v100m1600s8,1,1.5175,100,0.490417,1.039082
Qq2k3k3v100v100m1600s9,1,1.461875,100,0.502604,0.989637
Qq2k3k3v100v100m1800s10,1,1.505556,100,0.501389,0.99446
Qq2k3k3v100v100m1800s1,1,1.491667,100,0.4975,1.01005
Qq2k3k3v100v100m1800s2,1,1.457778,100,0.505,0.980198
Qq2k3k3v100v100m1800s3,1,1.495,100,0.498333,1.006689
Qq2k3k3v100v100m1800s4,1,1.508333,100,0.502778,0.98895
Qq2k3k3v100v100m1800s5,1,1.498889,100,0.503056,0.987852
Qq2k3k3v100v100m1800s6,1,1.529444,100,0.493981,1.024367
Qq2k3k3v100v100m1800s7,1,1.500556,100,0.495,1.020202
Qq2k3k3v100v100m1800s8,1,1.513889,100,0.491574,1.034281
Qq2k3k3v100v100m1800s9,1,1.462222,100,0.504074,0.983835
Qq2k3k3v100v100m2000s10,1,1.496,100,0.502333,0.99071
Qq2k3k3v100v100m2000s1,1,1.4915,100,0.49825,1.007025
Qq2k3k3v100v100m2000s2,1,1.461,100,0.504667,0.981506
Qq2k3k3v100v100m2000s3,1,1.483,100,0.500417,0.998335
Qq2k3k3v100v100m2000s4,1,1.503,100,0.504333,0.982816
Qq2k3k3v100v100m2000s5,1,1.5045,100,0.501083,0.995676
Qq2k3k3v100v100m2000s6,1,1.5275,100,0.492583,1.030113
Qq2k3k3v100v100m2000s7,1,1.4955,100,0.496583,1.013761
Qq2k3k3v100v100m2000s8,1,1.511,100,0.492083,1.032176
Qq2k3k3v100v100m2000s9,1,1.4735,100,0.50175,0.993024
Qq2k3k3v100v100m400s10,1,1.5,100,0.502083,0.991701
Qq2k3k3v100v100m400s1,1,1.4825,100,0.4925,1.030457
Qq2k3k3v100v100m400s2,1,1.505,100,0.495833,1.016807
Qq2k3k3v100v100m400s3,1,1.4925,100,0.492917,1.02874
Qq2k3k3v100v100m400s4,1,1.4975,100,0.514583,0.94332
Qq2k3k3v100v100m400s5,1,1.4825,100,0.507917,0.968827
Qq2k3k3v100v100m400s6,1,1.555,100,0.490833,1.037351
Qq2k3k3v100v100m400s7,1,1.4825,100,0.500833,0.996672
Qq2k3k3v100v100m400s8,1,1.515,100,0.504167,0.983471
