@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC

@DATA
SAT-Race-2010-CNF/software-verification/post/zfcp-2.8-u2-nh.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/420/unif-k3-r4.25-v420-c1785-S596342014-039.cnf,1,0.043,0.231,0.0834,0.1113,0.6824,0.2962,0.6027,0.371,0.0244,0.2813,0.1458,4079,0.1655,0.5883,3892,4083,3934.2,3887,0,0.1785,0.3593,1785,2.6632,0.0591,0.6752,0.2782,420,1775,4,0.0788,0.8419,0,0.5451,0.3965,0.0145,0.7273,14.425,0.8561,0.3243,0.6816,0,0.0026,81,99,0.0056,90,0.0073,0.9668,0.2175,21.831,21.831,0.5651,0.024,4,17.674,4083,4,0.0284,0.0074,0.0074,90.121,99,90,23.82
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1788789488-19-SAT.cnf,1,0.0692,0.2626,0.1361,0.1838,1.0294,0.7847,0.5838,0.4192,0.0825,0.3369,0.6399,3952,0.2411,0.6583,3808,4017,3861.6,3772,0.0948,0.214,0.4218,2280,2.7002,0.1496,0.64,0.342,630,2216,5,0.0847,0.8537,0,0.6046,0.4253,0.0102,1,11.727,0.8579,0.3162,0.7551,0.0011,0.0026,117,138,0.0289,128,0.0034,0.9003,0.2552,29.216,29.216,0.6179,0.0412,4,13.099,4017,4.2014,0.0268,0.0052,0.0052,127.1,138,127,29.222
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_3500_3500_30f1.shuffled.cnf,1,0.004,0.0714,0.0049,0.0053,1.4646,0.0087,0.5914,0.0696,0,0.0238,0.6882,0,0.0084,0.7276,0,0,0,0,0,0.0355,0.0704,420,1.6996,0.1105,0.3152,0,30,420,2,0.0179,0.8602,0,0.0943,0.2273,0.069,0.0625,2.9502,0.9082,0.6559,0.1298,0.007,0.0027,4,9,0,6,0.1,0.0262,0.0235,0,0,0.7695,0.0033,2,3.6318,0,2,0,0.1562,0.1562,6.5517,9,6,0
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S1268831169-016-UNKNOWN.cnf,1,0.0478,0.2336,0.0928,0.1247,0.7153,0.8549,0.5825,0.3922,0.0262,0.2903,0.162,6,0.1762,0.5881,4,8,4.4762,2,0,0.2014,0.3844,147000,2.7168,0.0649,0.6589,0.2938,35000,146000,6,0.0853,0.8423,0,0.5691,0.3989,0.0002,1,859.2,1.1069,0.2301,0.7066,0,0.0018,7387,7535,0.0069,7443,0.0001,0.9635,0.2287,38.5,60,0.2779,0.0284,5,2862.5,12,5.9259,0.5761,0.0001,0.0001,3752.5,0,3752.5,69.286
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-17-33-sat.cnf,1,0.1832,0.1174,0.1832,0.1832,0,0.1832,0,0.8775,0,0,0.2283,4870,0.1832,0,4870,4870,4870,4870,0.9395,0.8774,0.8775,4777,0,1.907,0.0002,0.005,561,4777,3,0.8774,0.9934,1,0.8775,0,0.114,0.0303,5.1654,0.9934,0.9261,0.8775,0.8774,0.1831,221,251,0,236,0.0036,0.9395,0.0303,140.11,140.11,0.9401,0.1831,2,5.1518,4870,2.9696,0,0.0069,0.0069,235.69,251,235,140.11
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S102550125-14.cnf,1,0.0469,0.2339,0.0914,0.1218,0.7094,0.6029,0.5779,0.3929,0.0244,0.2884,0.1499,33,0.1752,0.5864,28,43,29.434,23,0,0.207,0.388,29400,2.7158,0.0606,0.6582,0.2908,7000,29213,6,0.0862,0.8252,0,0.5662,0.3989,0.0009,1,118.96,0.842,0.2408,0.7045,0,0.0033,1450,1517,0.0064,1487,0.0004,0.9662,0.2254,34.781,39.412,0.3285,0.0279,5,183.03,65,5.0016,0.3108,0.0004,0.0004,1494,1520,1495.5,42.462
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v250-c1065-S427778075-026.UNKNOWN.cnf,1,0.0501,0.2324,0.0923,0.125,0.6416,0.2955,0.5418,0.4076,0.0121,0.2648,0.0934,4118,0.1757,0.5831,4100,4120,4094.9,4063,0,0.2457,0.4018,1065,2.6034,0.045,0.617,0.251,250,1063,4,0.1029,0.8543,0,0.5842,0.3805,0.0233,1,8.0829,0.8668,0.3613,0.7205,0.0092,0.0119,48,62,0.0019,55,0.0121,0.9812,0.2414,16.139,16.139,0.7061,0.0271,4,9.8005,4120,4,0.0057,0.0122,0.0122,55.135,62,55,17.261
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S428924146-076.UNKNOWN.cnf,1,0.0009,0.047,0.0019,0.0022,0.8473,0.007,0.7202,0.1565,0,0.1005,0,4406,0.0036,0.6571,4373,4481,4389.9,4358,0,0.0594,0.1366,1597,3.3501,0,0.771,0.0057,75,1597,3,0.0315,0.8617,0.2,0.2283,0.2181,0.0462,0.2807,6.4535,0.8814,0.5887,0.311,0.001,0.0003,12,19,0,15,0.0667,0,0.0763,18.383,18.383,0.7314,0.0007,2,7.4032,4481,2.1757,0.0097,0.0667,0.0667,15.196,19,15,18.546
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-desmul.cnf,1,0.0292,0.1578,0.0507,0.058,1.2679,0.3045,0.2727,0.6427,0.0349,5.0083,1.0556,139,0.0982,0.7281,104,234,116.59,83,0.2282,0.5764,0.7185,180000,1.896,1.0239,0.7489,3.6897,28902,177000,9,0.3624,0.9572,0,0.7591,4.8421,0.0001,0.6667,1808.8,0.8816,0.0542,0.799,0.0003,0,0,7994,0.0165,7981,0.0001,0.6957,0.1709,3,3.197,0.1812,0.0186,8,806,243,8.2442,0.5019,0.0001,0.0001,8095,8051,8095,3.9464
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S803323266-025.cnf,1,0,0.0112,0.0001,0.0001,1.0047,0.0002,0.6822,0.0651,0,0.0366,0,4502,0.0001,0.6728,4381,4583,4424.2,4359,0,0.0262,0.0576,6675,3.8275,0,0.3794,0,75,6675,2,0.0138,0.8741,0.1429,0.0948,0.1517,0.0111,0.1073,9.0547,0.8831,0.6751,0.1299,0.0023,0,10,16,0,13,0.0933,0,0.0323,26.65,26.65,0.76,0,2,9.4116,4583,2,0.0198,0.0933,0.0933,12.893,16,13,26.868
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S464722883-083.SATISFIABLE.cnf,1,0.0009,0.047,0.0017,0.0023,0.8237,0.0064,0.6132,0.1519,0,0.0972,0,4286,0.0033,0.6494,4205,4334,4203,4136,0,0.0811,0.1465,2662,3.4867,0,0.6429,0.0217,125,2662,3,0.0286,0.8569,0.2,0.2118,0.2112,0.0451,0.2105,10.211,0.8705,0.5514,0.2709,0.001,0.0002,20,30,0,25,0.04,0,0.0721,26.945,26.945,0.6832,0.0006,2,11.315,4334,2.9677,0.0174,0.04,0.04,24.747,30,25,27.279
SAT_RACE2008/grieu-vmpc-31.cnf,1,0,0.0065,0,0,0.675,0,0.002,0.6917,0,0.004,0.6736,3814,0,0.5476,1719,3814,1833,1092,0.3931,0.6915,0.6915,147000,0.6461,0.2905,0,0.0776,961,147000,3,0.6915,0.9998,0,0.6915,0.004,0.0015,0.5345,23.468,0.9881,0.7753,0.6915,0.6868,0,439,481,0,462,0.0021,0.9996,0.5263,41.129,41.129,0.9317,0,3,307.22,3814,3,0.6543,0.0027,0.0027,457.06,481,463,43.582
SAT_RACE2006/SAT-Race_TS_2/grieu-vmpc-s05-05s.cnf,1,0,0.0081,0,0,1.0505,0,0.003,0.6929,0,0.0054,0.6746,3741,0,0.7732,1388,3741,1837.3,1155,0.3917,0.6928,0.6928,76775,0.7452,0.2865,0,0.0846,625,76775,3,0.6892,1.0021,0,0.6928,0.2186,0.0023,0.5335,41.124,1.1368,0.7923,0.6977,0.6857,0,279,311,0,298,0.0032,0.9993,0.5235,35.311,35.311,0.9343,0,3,79.25,3741,3,0.6017,0.0042,0.0042,295.45,313,296.5,37.636
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.042,0.25,0.042,0.042,0.5623,0.042,0,0,0,0,0,4472,0.042,0.5774,4248,4631,4321.5,4202,0,0,0,1120,0,0,0.0001,0.0391,280,1120,7,0,0.8691,0.3333,0,0.2837,0.0053,0,14.735,0.9264,0.563,0,0,0.042,57,71,0,64,0.0107,1,0,29.207,29.207,0.818,0.042,6,22.261,4631,6.2222,0.0395,0.0107,0.0107,63.96,71,64,30.284
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-18t35.sat05-1147.reshuffled-07.cnf,1,0,0.0244,0.0289,0.0042,1.1223,0.3002,0.1725,0.9188,0.615,0.5681,0.7647,411,0.1565,0.9862,330,473,306.67,223,0.672,0.9525,0.9878,317000,3.6939,0.4054,2.154,0.4721,11318,287000,34,0.6795,14.598,0,0.9981,0.6731,0.0004,1,5458.3,0.9955,0.325,0.9984,0.0013,0,0,3059,0.1048,3027.5,0.0003,0.6975,0.5125,9.5012,9.5012,0.5725,0,19,16.857,473,26.75,0.4121,0.0004,0.0004,2992.4,3024,2990,10.672
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0.0018,0.1453,0.0195,0.0366,1.3999,0.0889,0.5955,0.5723,0.8556,0.7474,1.0826,7,0.0522,0.9116,4,20,5.8235,1,0.5174,0.2371,0.7758,1200000,2.9932,0.4303,1.0849,0.6558,225000,834000,21,0.0457,0.9563,0,0.8747,0.8472,0,0.84,8385,2.9062,0.1136,0.8999,0,0,45048,45048,0.4435,45048,0,0.8699,0.2213,0,1,0.6633,0,21,97098,25,21,1.1739,0,0,0,0,0,3
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-dead-dnd002.sat05-2713.reshuffled-07.cnf,1,0.4972,0.2135,0.4256,0.4999,2.9945,0.9999,0.2415,0.6858,0.0869,4.4365,2.62,2631,0.5,0.8888,2061,3217,2030.1,1489,0.097,0.6128,0.7491,7095,3.0231,0.4521,0.4299,1.5093,1339,5771,5,0.5001,0.9604,0,0.7999,2.6883,0.0076,1,14.678,0.9261,0.4393,0.8331,0,0.0018,59,76,0.2294,67,0.0016,0.1722,0.5365,17.749,18.733,0.861,0.056,3,7.4068,3263,4.0301,0.3962,0.0073,0.0073,67.154,76,67,20.466
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1128222245-05.cnf,1,0.0015,0.05,0.0028,0.0034,0.8428,0.013,0.7173,0.1663,0,0.1022,0,42,0.0052,0.6533,36,50,38.252,32,0,0.0693,0.1404,22000,3.7121,0,0.6673,0.0875,1100,22000,3,0.026,0.841,0.2,0.2425,0.2315,0.0152,0.3535,48.904,0.8584,0.4744,0.3418,0.0011,0.0002,197,227,0,209.5,0.0045,0,0.0794,47.362,51.5,0.5794,0.001,3,60.844,82,3,0.2605,0.0045,0.0045,210.38,226,211,55.393
SAT_RACE2006/SAT-Race-Benchmarks/schup-l2s-motst-2-k315.cnf,1,0.0333,0.1847,0.1013,0.1834,1.3062,0.3167,0.9095,0.2965,3.426,1.2442,1.1228,0,0.252,0.7365,0,0,0,0,0.1924,0.1006,0.1732,1600000,2.9194,1.1862,0.921,1.2043,507000,620000,8,0.0321,0.9582,0,0.4605,1.2849,0.0001,0.8958,11710,2.0221,0.057,0.7489,0.0003,0,31234,31234,1.5823,31240,0,0.8413,0.1771,0,0,0.1856,0.0054,8,42461,0,8,0,0,0,0,0,0,0
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1,0.0009,0.0469,0.0018,0.0023,0.8226,0.007,0.7164,0.1555,0,0.0977,0,4243,0.0037,0.6502,4136,4389,4162.4,4094,0,0.0616,0.1353,3195,3.5297,0,0.6932,0.0265,150,3195,3,0.0269,0.856,0.2,0.2433,0.2358,0.0438,0.2661,11.62,0.8665,0.5405,0.3135,0.0003,0.0004,25,35,0,30,0.0333,0,0.0752,30.151,30.151,0.7253,0.0005,3,12.771,4389,3,0.0237,0.0333,0.0333,29.639,35,30,31.32
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1338462531-082.cnf,1,0.0442,0.2317,0.0868,0.116,0.6723,0.3552,0.5137,0.4135,0.0191,0.282,0.1099,3965,0.1653,0.5834,3846,4029,3867,3820,0,0.2351,0.4256,2040,2.6754,0.0497,0.6716,0.2792,480,2033,5,0.1265,0.8455,0,0.5698,0.387,0.0126,0.6667,14.154,0.8556,0.3223,0.6941,0.0003,0.0069,95,114,0.0034,104,0.0064,0.9769,0.2274,26.08,26.08,0.6038,0.0273,4,17.124,4029,4.0043,0.0212,0.0064,0.0064,104.56,114,105,26.607
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S612955126-075.cnf,1,0.0463,0.233,0.092,0.1238,0.7334,0.7733,0.5951,0.3856,0.0304,0.2993,0.1794,65,0.1743,0.588,58,82,61.351,51,0,0.1958,0.3806,16800,2.7392,0.0692,0.6729,0.302,4000,16661,5,0.0776,0.8269,0,0.5594,0.4059,0.0016,1,74.105,0.8452,0.2545,0.6998,0,0.0021,818,865,0.0083,841,0.0008,0.9585,0.2287,31.583,34.787,0.3487,0.0267,4,112.73,175,4.9992,0.331,0.0008,0.0008,845.72,872,848,36.392
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-13.cnf,1,0.0199,0.1924,0.0708,0.1065,1.4683,0.7657,0.8737,0.2988,1.2718,1.639,1.295,0,0.1843,0.7551,0,0,0,0,0.2254,0.0618,0.242,26317,2.7863,0.3073,1.014,1.7637,7606,17400,9,0.0269,0.8727,0,0.5032,1.9839,0.0006,1,206.24,0.8787,0.1355,0.675,0.0001,0,693,746,0.5125,720,0.0006,0.6565,0.0899,0,0,0.5241,0.008,5,142.82,0,6.8527,0,0.001,0.001,713.78,749,721,0
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1415445307-13.cnf,1,0.0469,0.2335,0.0924,0.1243,0.7205,0.7468,0.5812,0.3932,0.0264,0.2914,0.1637,12,0.1749,0.5874,9,14,9.7155,7,0,0.204,0.3858,67200,2.7204,0.0662,0.6607,0.295,16000,66750,6,0.0839,0.8355,0,0.5686,0.3977,0.0004,1,350.76,0.8485,0.229,0.7083,0.0001,0.0012,3339,3414,0.0067,3377,0.0002,0.9635,0.2283,36.615,46.667,0.2923,0.0279,5,454.38,21,5.1083,0.3297,0.0002,0.0002,3411.3,3428,3404.5,53
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_8_fbc.cnf,1,0,0.0622,0.0295,0.0479,1.1545,0.1913,0.2401,0.8203,0.0025,0.8151,1.0348,2396,0.0836,0.4956,2237,2759,2226.3,2095,0.5576,0.7093,0.9049,25913,2.5855,0.5523,1.1628,0.3645,1617,25913,7,0.5733,0.9909,0,0.9634,0.7821,0.0025,0.9,37.666,0.9907,0.2889,0.965,0.0025,0,665,720,0,693,0.0012,0.8875,0.4753,27.69,27.69,0.762,0,5,35.359,2759,5.7407,0.1147,0.0017,0.0017,690.7,718,692,30.007
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,0.0022,0.0617,0.081,0.1075,1.3543,0.4956,0.4007,0.7654,67.43,3.602,1.2976,254,0.3315,0.5093,189,297,194.16,132,0.5851,0.7903,0.8903,657000,2.9347,1.9281,1.3517,2.4745,260000,61509,5,0.0817,0.9719,0,0.968,2.9177,0.0012,0.9081,43.471,0.9734,0.4119,0.9809,0.003,0,955,1029,9.6744,996,0.0005,0.8282,0.3145,32.952,40.197,0.7015,0,4,45.929,446,4.7193,0.4289,0.0011,0.0011,973.76,1032,996.5,43.979
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S839302453-094.cnf,1,0.0474,0.2338,0.0932,0.1256,0.7125,0.6417,0.5725,0.3954,0.0239,0.2892,0.1579,30,0.1771,0.586,23,36,25.301,19,0,0.211,0.3887,33600,2.7095,0.0638,0.6471,0.2925,8000,33414,6,0.0895,0.8269,0,0.5659,0.3964,0.0008,1,127.27,0.8618,0.2395,0.7088,0.0002,0.0029,1665,1734,0.0056,1700,0.0004,0.9647,0.2285,33.033,39.727,0.3063,0.0286,5,237.12,61,5.0022,0.362,0.0004,0.0004,1645.8,1741,1713,43.393
SAT_Competition2009/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,0.0037,0.0556,0.0595,0.0597,1.5396,0.3625,0.4934,0.6126,0.4229,1.9303,1.2398,1749,0.1616,0.5976,600,1749,953,510,0.145,0.3815,0.7567,455000,3.6152,0.3582,1.5213,1.4985,33867,428000,7,0.0915,1.1344,0,0.831,2.1899,0.0001,0.9642,5493.8,1.0111,0.039,0.9013,0,0,0,6877,0.0618,6835,0.0001,0.6174,0.3183,14.935,14.935,0.1373,0.0003,5,2289.3,1749,6.4884,0.5919,0.0001,0.0001,4542,6754,6754,14.935
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0.0008,0.0041,0.0199,0.0241,0.0989,0.5,0.0673,0.977,0.0215,0.1595,0.1454,166,0.0562,0.0056,46,766,160,37,0.9802,0.9812,0.9952,567000,5.8786,2.4079,1.7582,0,2377,564000,2,0.9539,0.9999,0.9333,0.9993,0.1917,0.0041,0.4761,60.1,1,0.8924,1,0.1187,0,1109,1174,0.0042,1147.5,0.0009,0.9802,0.3192,72.043,72.043,0.944,0,2,56.5,766,2,1.5739,0.0013,0.0013,982.25,1144,1113.5,81.512
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0,0.0168,0,0,0.2697,0,0.0199,0.7914,0.0556,0.1324,0.2836,2743,0,0.0276,551,3781,1553.4,450,0.9261,0.7805,0.7914,43649,4.5152,1.3868,6.786,0.1671,760,42889,3,0.7718,1.0024,0.8182,0.8024,0.1355,0.0058,0.3026,38.429,0.9953,0.8276,0.8109,0.7442,0,307,342,0.0177,323.5,0.0028,0.9261,0.1767,51.607,51.607,0.9252,0,3,45.07,3781,3,0.9248,0.0045,0.0045,322.97,340,324,52.612
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1906075351-024.cnf,1,0.0001,0.0118,0.0001,0.0001,1.0007,0.0002,0.7316,0.0712,0,0.0395,0,4378,0.0002,0.6775,4125,4443,4222.4,4108,0,0.0299,0.0591,11900,4.1124,0,0.3706,0,140,11900,2,0.0128,0.8744,0.1429,0.1081,0.1539,0.0117,0.1317,13.399,0.8714,0.6474,0.1528,0,0,19,28,0,23,0.05,0,0.0352,42.952,42.952,0.7424,0.0001,2,13.201,4443,2,0.0371,0.05,0.05,23.326,28,23,43.459
SAT_RACE2008/velev-vliw-sat-4.0-b4.cnf,1,0,0.0364,0.0571,0.0231,1.285,0.5,0.2159,0.9129,0.0781,13.386,0.9339,0,0.2415,0.6963,0,0,0,0,0.6348,0.9749,0.9987,13300000,4.354,3.7972,2.2464,1.3035,521000,13300000,0,0.5,2.1357,0,1,9.197,0.0001,1,1500000,3.1725,0.3152,1,0,0,0,0,0.0065,0,0,0.9588,0.4831,0,0,0.5612,0,0,1860000,0,0,0,0,0,0,0,0,0
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,0.4909,0.2231,0.4485,0.4999,2.9418,1,0.2306,0.6986,0.0833,4.1837,2.5476,1740,0.5,0.8986,1356,2394,1294.5,581,0.0905,0.6646,0.748,8013,3.3497,0.4259,0.3429,1.5263,1587,6565,6,0.5308,0.9464,0,0.7998,2.4873,0.0067,1,16.041,0.9138,0.4289,0.8331,0,0.0502,60,78,0.2206,69,0.0014,0.0989,0.5352,11.554,11.876,0.8048,0.1345,4,9.6772,3067,4.444,0.5876,0.006,0.006,69.141,77,69,13.808
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0,0.0149,0,0,0.2431,0,0.0195,0.8092,0.05,0.1759,0.2605,915,0,0.0236,688,1499,758.08,433,0.9349,0.7982,0.8088,61409,4.8,1.4631,8.7813,0.2047,945,60200,4,0.7887,0.9996,0.8,0.8206,0.1696,0.0041,0.3475,27.351,0.9987,0.7651,0.8289,0.7637,0,391,428,0.0201,409,0.0022,0.9349,0.1933,43.762,44.149,0.9258,0,3,14.899,1779,3.0022,0.5948,0.0036,0.0036,409.18,429,411,50.662
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1517867865-16.cnf,1,0.0015,0.05,0.0027,0.0034,0.8282,0.0152,0.7057,0.1646,0,0.1,0,55,0.0052,0.6479,50,66,50.897,43,0,0.0704,0.1447,18000,3.6803,0,0.6591,0.0817,900,18000,3,0.0241,0.8461,0.2,0.2428,0.2333,0.0179,0.3269,41.875,0.8572,0.4808,0.3368,0.0002,0.0002,159,185,0,172,0.0056,0,0.0782,41.9,48.848,0.6037,0.001,3,49.934,99,3,0.2286,0.0056,0.0056,172.62,187,173,51.075
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S748216286-061.cnf,1,0.001,0.0469,0.0018,0.0025,0.84,0.0057,0.6654,0.1624,0,0.0962,0,4360,0.0033,0.6609,4281,4378,4290.4,4245,0,0.0713,0.1452,2130,3.4876,0,0.6408,0.0115,100,2130,3,0.0388,0.8577,0.2,0.2418,0.2349,0.0459,0.2381,7.6824,0.8728,0.5664,0.3247,0.0013,0.0003,16,25,0,20,0.05,0,0.0767,22.246,22.246,0.713,0.0006,2,8.6734,4378,2.697,0.0127,0.05,0.05,20.153,24,20,22.288
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.0072,0.1733,0.0156,0.022,1.3791,0.1345,0.5482,0.5835,0.9868,0.5454,1.0373,0,0.0292,0.9831,0,0,0,0,0.585,0.2751,0.7644,1410000,2.569,0.4804,0.7992,0.5132,299000,868000,18,0.0713,0.9961,0,0.8447,0.5361,0,0.8182,17750,4.8156,0.3005,0.8866,0,0,53682,53682,0.6234,53682,0,0.8731,0.2625,0,0,0.7175,0,17,128000,0,17.1,0,0,0,0,0,0,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,0.0451,0.2311,0.0897,0.1202,0.7246,0.3003,0.5692,0.4044,0.0204,0.2808,0.1533,3987,0.1699,0.5892,3904,4060,3902.4,3854,0,0.2014,0.4122,1917,2.6604,0.0625,0.6194,0.2776,450,1908,4,0.0958,0.8451,0,0.5661,0.3966,0.0136,1,12.442,0.8566,0.3284,0.7237,0.0027,0.0024,89,107,0.0047,98,0.0068,0.9659,0.2301,24.638,24.638,0.5753,0.03,4,15.326,4060,4,0.0201,0.0069,0.0069,97.98,107,98,26.209
