@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC

@DATA
SAT11/random/large/unif-k7-r85-v300-c25500-S926861876-013-UNKNOWN.cnf,1,0.0233,42,26.1501,52.079,25500,25500,0.0117,146.3438,54.2644,50.4254,52.3613,26.0178,0.0117,60.0224,48.9403,300,0.0023,126,113,99,137,0.2509,53.3431,184,313,0.0015,300,49,42,49.3486,57,0.0233
SAT11/random/large/unif-k5-r20-v1500-c30000-S64154096-097-UNKNOWN.cnf,1,0.0033,272,63.0916,66.3107,30000,30000,0.0085,24.7168,75.3793,61,65.913,78.2587,0.0157,89.1111,54.08,1500,0.0012,21,19,15,24,0.2089,71.8125,32,58,0.0006,1500,286,271,285.092,304,0.0033
SAT11/random/large/unif-k5-r20-v1250-c25000-S1103412232-098-UNKNOWN.cnf,1,0.004,225,52.6607,61.7119,25000,25000,0.0095,31.8519,70.6364,57.2188,61.375,68.7215,0.0176,83.16,52.3929,1250,0.0012,26,24,21,30,0.484,66.2,45,63,0.0007,1250,241,225,240.94,258,0.004
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S471691933-060-UNKNOWN.cnf,1,0.0001,0,1607,100.28,167019,168000,0,3.6667,155,70.3333,91.8333,10367.5,0.0005,207,54.8,40000,0.0001,2,1,1,3,1.2011,120,7,10,0,39090,8588,8560,8591.5,8592,0.0001
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1,0.0067,89,15.5153,25.9852,1912,1917,0.0021,3945,27.6225,25.6325,26.1844,19.2296,0.0262,27.6225,23.5663,450,0.0078,3878,3851,3851,3921,0.2081,26.8127,4064,4064,0.0035,445,99,89,98.457,108,0.0068
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,0.0047,128,17.8345,33.9853,2752,2769,0.0036,3778.1429,38.5448,32.2526,32.9579,22.3185,0.0211,38.5448,32.07,650,0.0058,3727,3705,3705,3774,0.2143,34.6092,3873,3873,0.0023,632,139,128,139.332,151,0.0048
SAT11/random/large/unif-k5-r20-v1500-c30000-S1793954886-065-UNKNOWN.cnf,1,0.0033,267,64.4846,68.4821,30000,30000,0.0085,24.1858,78.3478,63.9524,69.7083,81.0213,0.015,91.5,57.3125,1500,0.0011,20,17,14,24,0.3034,73.12,30,56,0.0006,1500,289,272,285.631,303,0.0033
SAT11/random/medium/unif-k7-r89-v90-c8010-S1828831772-021.SATISFIABLE.cnf,1,0.0778,12,10.599,31.3803,8010,8010,0.0111,4401.75,31.873,31.3078,31.5558,10.6931,0.0111,31.873,30.7844,90,0.0066,4364,4302,4302,4421,0.3001,31.873,4520,4520,0.0047,90,15,12,15.3665,19,0.0778
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1465579926-097.UNKNOWN.cnf,1,0.05,16,8.5583,23.2896,2130,2130,0.0441,4293.8571,23.9916,22.7303,23.4902,9.4485,0.0465,23.9916,22.3282,100,0.0155,4237,4175,4175,4271,0.2539,23.9657,4418,4418,0.0102,100,20,16,19.9506,24,0.05
SAT11/random/medium/unif-k7-r89-v70-c6230-S560963242-048.UNKNOWN.cnf,1,0.1,9,8.5466,25.724,6230,6230,0.0111,4435.2,26.3452,25.4865,25.5722,8.8082,0.0111,26.3452,25.4337,70,0.0083,4365,4356,4356,4395,0.3038,25.7826,4580,4580,0.0059,70,12,9,12.1263,15,0.1
SAT11/random/medium/unif-k7-r89-v50-c4450-S1082084494-034.UNKNOWN.cnf,1,0.14,6,6.3853,19.5631,4450,4450,0.011,4555.2,19.7432,19.403,19.6457,6.9257,0.011,19.7432,19.3015,50,0.0126,4544,4516,4516,4556,0.3415,19.7221,4599,4599,0.0092,50,9,6,8.8336,12,0.14
SAT11/random/large/unif-k5-r20-v1000-c20000-S107009952-009-UNKNOWN.cnf,1,0.005,177,47.1092,56.684,20000,20000,0.0122,43.3529,64.7895,52.5556,55.55,54.7442,0.0213,68.697,50.439,1000,0.0017,36,33,28,41,0.2333,59.7941,58,86,0.0009,1000,192,176,191.038,208,0.005
SAT11/random/large/unif-k5-r20-v750-c15000-S3662714-068-UNKNOWN.cnf,1,0.0067,131,36.5213,51.7941,15000,15000,0.0145,65.4556,57.087,49.0417,51.5393,42.8446,0.0268,62.4273,47.8472,750,0.0022,55,50,43,61,0.2102,53.5088,84,134,0.0012,750,144,133,144.407,156,0.0067
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1,0.0055,109,17.2262,30.5291,2335,2343,0.0043,3872,34.5779,29.2055,29.6781,21.7649,0.021,34.5779,28.386,550,0.0064,3792,3785,3785,3827,0.2047,32.6603,4063,4063,0.0028,541,120,109,119.55,130,0.0056
SAT11/random/large/unif-k7-r85-v300-c25500-S1286362348-008-UNKNOWN.cnf,1,0.0233,42,25.7865,51.8292,25500,25500,0.0117,139.2941,54.5957,50.313,51.3095,25.6876,0.0117,60.2816,49.032,300,0.0023,118,107,94,129,0.2526,53.8095,165,309,0.0015,300,49,42,49.0081,56,0.0233
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1023920765-089.SATISFIABLE.cnf,1,0.0076,79,10.9497,24.7939,1696,1704,0.0059,3895.4286,27.6125,23.9974,24.6048,13.1138,0.0283,27.6125,22.2991,400,0.0088,3863,3849,3849,3885,0.2044,25.8802,3972,3972,0.0039,393,88,79,87.763,97,0.0077
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1514125851-037.UNKNOWN.cnf,1,0.0061,98,14.4062,28.2759,2119,2130,0.0047,3883.2857,34.0448,26.6677,27.3516,17.7379,0.0316,34.0448,25.8617,500,0.0071,3823,3754,3754,3867,0.2088,29.1866,4066,4066,0.003,489,108,98,108.306,118,0.0062
SAT11/random/medium/unif-k7-r89-v60-c5340-S969033069-088.SATISFIABLE.cnf,1,0.1167,8,7.4009,22.8044,5340,5340,0.011,4491.2,23.5207,22.6497,22.6949,7.9179,0.011,23.5207,22.2489,60,0.0096,4452,4402,4402,4478,0.322,22.9078,4594,4594,0.0074,60,10,8,10.4512,13,0.1167
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1,0.0001,8494,1787.25,96.1626,166812,168000,0,3.7283,139,72.3333,91,1425,0.0005,253.5,59.75,40000,0.0001,2,1,1,3,0,110.3333,7,12,0,38973,8494,0,6375.5,8510,0.0001
SAT11/random/medium/unif-k7-r89-v70-c6230-S1351138814-007.SATISFIABLE.cnf,1,0.1,9,8.4032,25.8163,6230,6230,0.0111,4444.4,26.2869,25.5742,25.6599,8.7915,0.0111,26.2869,25.4811,70,0.0098,4402,4325,4325,4411,0.3054,26.0793,4605,4605,0.0063,70,12,9,12.1536,15,0.1
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S43885340-006-UNKNOWN.cnf,1,0.0002,3129,257.417,65.3405,62521,63000,0,11.6822,85.2,55.125,63.8182,503.625,0.0012,110.3333,48.9091,15000,0.0003,8,6,5,11,0.6015,73.9167,19,32,0.0001,14586,3194.5,3135,3186.75,3216,0.0002
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1452052526-056.UNKNOWN.cnf,1,0.0102,58,10.8669,18.1934,1274,1278,0.0047,4051.5714,20.158,17.3745,17.8407,12.9098,0.0447,20.158,16.7186,300,0.0173,4011,3956,3956,4055,0.2029,19.5479,4115,4115,0.005,295,66,58,65.552,73,0.0102
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,0.0003,2071,162.65,53.9201,41691,42000,0.0001,18.5,65.4,48.9286,54,272.882,0.0017,84.375,42.7059,10000,0.0005,14,11,8,17,0.2322,59,27,48,0.0002,9726,2112.5,2070,2114.95,2148,0.0003
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S709804505-031-UNKNOWN.cnf,1,0.0003,2096,177.143,54.1087,41704,42000,0.0001,18.5826,66.8889,47,54,565.824,0.0015,83.4167,41.75,10000,0.0005,14,12,7,17,0.3158,59.7692,27,43,0.0002,9748,2128,2091,2128.76,2171,0.0003
SAT11/random/large/unif-k5-r20-v2000-c40000-S1993071608-084-UNKNOWN.cnf,1,0.0025,359,80.5714,73.9585,40000,40000,0.006,17.925,87.6,65.8125,73,104.678,0.0122,128.7,60,2000,0.001,15,13,9,17,0.2029,80.5238,24,36,0.0005,2000,384,364,385.87,406,0.0025
SAT11/random/medium/unif-k7-r89-v50-c4450-S1374457799-001.UNKNOWN.cnf,1,0.14,6,6.383,19.7041,4450,4450,0.011,4559.8,19.9328,19.6593,19.7488,6.9206,0.011,19.9328,19.3149,50,0.0115,4546,4505,4505,4550,0.3423,19.8647,4630,4630,0.009,50,9,6,8.8789,11,0.14
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1741857700-014.UNKNOWN.cnf,1,0.05,16,8.227,23.2501,2130,2130,0.0441,4292.4286,24.2734,22.6185,23.3463,9.1441,0.0465,24.2734,22.5391,100,0.0141,4233,4222,4222,4252,0.2583,23.8518,4458,4458,0.0092,100,20,16,19.9764,25,0.05
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S906725726-060.SATISFIABLE.cnf,1,0.0667,12,6.488,18.8073,1597,1597,0.0451,4399.7143,19.7261,18.3724,18.7116,7.4823,0.0463,19.7261,18.346,75,0.0194,4366,4355,4355,4409,0.2675,18.9319,4444,4444,0.0132,75,15,12,15.2136,19,0.0667
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1397972185-007.UNKNOWN.cnf,1,0.04,20,9.8453,27.6514,2662,2662,0.0424,4233.4286,29.4311,26.4645,27.8794,10.9292,0.0466,29.4311,26.3975,125,0.0124,4171,4139,4139,4222,0.246,28.3767,4363,4363,0.0076,125,25,20,24.9165,30,0.04
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1383380994-043.SATISFIABLE.cnf,1,0.0051,120,16.1048,31.9067,2544,2556,0.0031,3853.8571,35.3533,30.1524,30.7453,20.3542,0.0208,35.3533,29.3627,600,0.0055,3742,3718,3718,3797,0.2077,34.529,4068,4068,0.0026,588,130,120,130.633,141,0.0051
SAT11/random/medium/unif-k7-r89-v80-c7120-S1254315629-032.SATISFIABLE.cnf,1,0.0875,10,9.5004,28.4094,7120,7120,0.0111,4403.4,29.0205,28.2267,28.426,9.8189,0.0111,29.0205,27.907,80,0.0076,4356,4310,4310,4371,0.3026,28.4667,4532,4532,0.0057,80,14,10,13.6028,17,0.0875
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1081907273-083.UNKNOWN.cnf,1,0.0078,77,11.817,24.2877,1690,1704,0.0059,3933.2857,27.1109,23.0978,23.7399,14.06,0.0385,27.1109,21.9052,400,0.0083,3853,3781,3781,3965,0.2067,26.1837,4012,4012,0.0039,386,85,76,84.9267,94,0.0079
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S89508070-083-UNKNOWN.cnf,1,0.0012,510,44.4878,34.4051,10422,10500,0.0004,113.7158,37.166,32.7021,34.2881,60.753,0.0061,42.0112,31.3719,2500,0.002,93,86,71,105,0.2106,36.0885,138,270,0.0006,2431,532,508,530.961,554,0.0013
SAT11/random/medium/unif-k7-r89-v60-c5340-S642174893-006.UNKNOWN.cnf,1,0.1167,8,7.2822,22.8807,5340,5340,0.011,4507.2,23.3596,22.7396,22.7875,7.601,0.011,23.3596,22.5878,60,0.0096,4464,4437,4437,4493,0.3232,22.9292,4614,4614,0.0068,60,10,8,10.49,13,0.1167
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S707565158-096.SATISFIABLE.cnf,1,0.05,16,8.1699,23.6086,2130,2130,0.0423,4306,24.9503,22.8825,23.8384,9.042,0.0465,24.9503,22.8781,100,0.0136,4246,4244,4244,4281,0.2576,23.9312,4443,4443,0.009,100,20,16,20.075,25,0.05
SAT11/random/medium/unif-k7-r89-v60-c5340-S1675230100-032.UNKNOWN.cnf,1,0.1167,8,7.5343,22.8437,5340,5340,0.011,4523,23.3776,22.7445,22.7835,7.854,0.011,23.3776,22.3981,60,0.0094,4506,4438,4438,4517,0.3222,22.915,4613,4613,0.0069,60,10,8,10.4176,13,0.1167
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1462223811-042.SATISFIABLE.cnf,1,0.0076,79,10.6086,24.9319,1699,1704,0.0053,3922,28.6596,23.5205,24.0384,12.6052,0.033,28.6596,21.6343,400,0.01,3852,3812,3812,3937,0.2133,28.3877,4034,4034,0.0038,393,88,79,87.6302,96,0.0077
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S25975519-056.SATISFIABLE.cnf,1,0.0667,12,6.5653,18.6596,1597,1597,0.0445,4405.7143,19.3372,18.3692,18.6188,7.5667,0.0463,19.3372,18.0883,75,0.0182,4377,4351,4351,4397,0.2706,18.8684,4516,4516,0.0115,75,15,12,15.1965,19,0.0667
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S2051088205-036.UNKNOWN.cnf,1,0.05,16,8.3467,23.3564,2130,2130,0.0441,4309.2857,24.4422,22.7322,23.535,9.1852,0.0465,24.4422,22.4558,100,0.0146,4269,4237,4237,4291,0.2582,23.6954,4410,4410,0.0089,100,20,16,20.0165,24,0.05
SAT11/random/medium/unif-k7-r89-v70-c6230-S1805176884-064.UNKNOWN.cnf,1,0.1,9,8.467,25.7564,6230,6230,0.0111,4458.6,26.3543,25.523,25.5761,8.7631,0.0111,26.3543,25.3849,70,0.0088,4393,4369,4369,4428,0.3112,25.9437,4589,4589,0.0066,70,12,9,12.1568,15,0.1
SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1,0.14,6,6.4333,19.7218,4450,4450,0.011,4568,20.1945,19.6172,19.6651,6.9286,0.011,20.1945,19.463,50,0.0121,4527,4499,4499,4570,0.3338,19.6693,4649,4649,0.0086,50,9,6,8.8919,12,0.14
SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf,1,0.0175,57,33.4792,57.3688,34000,34000,0.0117,82.8462,62.0625,54.9265,57.3176,33.4897,0.0117,64.5,52.6104,400,0.0017,71,62,54,78,0.2509,60,105,151,0.0011,400,66,57,66.1417,75,0.0175
SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf,1,0.028,35,22.1762,48.9519,21250,21250,0.0117,217.4,52.8218,47.0176,48.6069,22.0736,0.0117,57.4779,46.5665,250,0.0025,173,152,139,186,0.284,49.741,290,724,0.0018,250,41,35,41.0515,47,0.028
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S338979727-056-UNKNOWN.cnf,1,0.0003,2096,153.105,52.2324,41711,42000,0.0001,18.5345,62.7,45.6667,50.9286,282.824,0.0017,85.1667,42.625,10000,0.0005,15,13,9,17,0.292,58.25,29,40,0.0002,9740,2101,2082,2110.47,2158,0.0003
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1910317962-059.UNKNOWN.cnf,1,0.0068,87,14.3298,26.0812,1897,1917,0.0063,3902.2857,28.0216,25.1893,25.5503,17.7794,0.0295,28.0216,24.8721,450,0.0084,3831,3808,3808,3907,0.2,27.8159,4036,4036,0.0033,438,97,87,96.6968,106,0.0069
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,0.0052,118,17.4363,32.7099,2538,2556,0.0016,3797,38.2884,31.0727,32.0491,22.2365,0.0217,38.2884,29.6108,600,0.0071,3753,3647,3647,3791,0.2078,34.4952,3921,3921,0.0026,582,128,118,128.188,139,0.0052
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S183128297-005.SATISFIABLE.cnf,1,0.0076,80,11.4123,24.5861,1701,1704,0.0059,3939.4286,28.5751,23.0008,23.2761,13.6328,0.0265,28.5751,22.8595,400,0.0088,3889,3843,3843,3917,0.2009,27.0452,4074,4074,0.0037,396,89,80,88.6762,98,0.0076
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S118521533-021.UNKNOWN.cnf,1,0.04,20,9.9358,27.696,2662,2662,0.0413,4214.2857,29.5602,26.7086,27.7506,11.0281,0.0466,29.5602,26.5717,125,0.0109,4138,4118,4118,4166,0.2432,28.2539,4372,4372,0.0071,125,25,20,24.7319,30,0.04
SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf,1,0.14,6,6.2688,19.8139,4450,4450,0.011,4581,20.2717,19.7098,19.7145,6.8913,0.011,20.2717,19.4261,50,0.0103,4546,4511,4511,4567,0.34,19.9472,4671,4671,0.0081,50,9,6,8.8853,12,0.14
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S207562876-057.UNKNOWN.cnf,1,0.0333,24,11.5623,31.8011,3195,3195,0.041,4164,33.5058,30.4974,31.7766,12.6121,0.046,33.5058,30.3989,150,0.0103,4109,4104,4104,4122,0.2434,32.8826,4286,4286,0.006,150,29,25,29.7113,35,0.0333
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S648642831-094-UNKNOWN.cnf,1,0.0001,0,830.25,99.2378,145968,147000,0,3.957,145.5,72.4,92.3333,3926,0.0005,195.5,57.75,35000,0.0002,3,2,1,4,0.7025,120.75,6,12,0,34106,7377,7343,7374.75,7397,0.0001
SAT11/random/medium/unif-k7-r89-v50-c4450-S1430772875-039.SATISFIABLE.cnf,1,0.14,6,6.3385,19.6603,4450,4450,0.011,4540.8,19.8814,19.5384,19.6071,6.7986,0.011,19.8814,19.5276,50,0.011,4495,4487,4487,4505,0.3392,19.7468,4613,4613,0.0086,50,9,6,8.8911,12,0.14
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1259410977-065-UNKNOWN.cnf,1,0.0006,1033,92.5085,41.719,20886,21000,0.0003,46.479,48.2059,38.2955,40.9643,166.462,0.0033,58.7609,36.3958,5000,0.0011,38,34,26,43,0.5909,45.1034,60,114,0.0003,4896,1073,1031,1071.58,1097,0.0006
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S675870149-098.SATISFIABLE.cnf,1,0.04,20,9.4805,27.8679,2662,2662,0.0421,4213.4286,29.9467,27.0289,27.7534,10.4761,0.0466,29.9467,26.7004,125,0.0116,4126,4086,4086,4154,0.2443,28.1025,4387,4387,0.0073,125,25,20,24.9082,30,0.04
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S970100151-015-UNKNOWN.cnf,1,0.0001,0,3018.4,90.686,146031,147000,0,4.3804,128.3333,72,83.25,3974,0.0006,167,58,35000,0.0002,3,2,1,4,1.0297,110,7,11,0,34109,7407,0,5952.4,7514,0.0001
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,0.0012,505,47.9789,34.0087,10414,10500,0.0006,118.0543,37.4324,32.4063,33.5169,74.3402,0.0063,41.971,30.9605,2500,0.0016,99,91,75,109,0.2278,35.7069,133,293,0.0006,2420,528,505,527.311,547,0.0013
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1085677759-100.UNKNOWN.cnf,1,0.0061,99,16.8805,28.1221,2119,2130,0.0047,3907.8571,33.7168,26.0937,27.4633,20.8544,0.0255,33.7168,24.7575,500,0.0076,3852,3769,3769,3914,0.2004,30.2313,4047,4047,0.0031,490,108,99,108.099,118,0.0062
SAT11/random/large/unif-k7-r85-v300-c25500-S1859210562-077-UNKNOWN.cnf,1,0.0233,41,26.0783,52.1004,25500,25500,0.0117,139.6061,55.3643,50.3506,51.7724,25.7525,0.0117,60.3608,48.5,300,0.0022,122,108,97,132,0.2474,53.9048,174,256,0.0015,300,50,42,49.799,57,0.0233
SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,0.005,174,43.4915,57.493,20000,20000,0.0123,41.52,65.9388,54.2222,57.275,54.3218,0.0215,68.7778,49.8431,1000,0.0019,34,30,23,40,0.2369,61.0606,55,77,0.001,1000,192,179,191.859,204,0.005
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1,0.0051,121,16.0455,32.9878,2549,2556,0.0039,3746,39.1891,30.7937,31.4194,19.9831,0.0204,39.1891,28.8384,600,0.0059,3735,3636,3636,3755,0.2119,37.407,3819,3819,0.0025,593,131,121,131.515,143,0.0051
SAT11/random/medium/unif-k7-r89-v50-c4450-S2039518547-066.UNKNOWN.cnf,1,0.14,6,6.3174,19.8814,4450,4450,0.011,4564,20.2621,19.8398,19.8521,6.767,0.011,20.2621,19.5821,50,0.0112,4556,4518,4518,4568,0.336,19.8711,4602,4602,0.0084,50,9,6,8.9188,12,0.14
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1,0.05,16,8.2589,23.272,2130,2130,0.0441,4291.4286,24.1285,22.7389,23.3016,9.1667,0.0465,24.1285,22.5501,100,0.0155,4259,4218,4218,4263,0.2614,23.6215,4398,4398,0.0096,100,20,16,20.0576,24,0.05
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1,0.04,20,10.499,27.5932,2662,2662,0.0424,4253.1429,29.0321,26.7543,27.4973,11.6116,0.0466,29.0321,26.5329,125,0.0109,4201,4194,4194,4232,0.2448,28.2673,4396,4396,0.0071,125,25,20,24.6803,30,0.04
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1,0.0047,131,19.3358,34.7155,2760,2769,0.0036,3773.8571,39.2527,32.8876,33.8508,25.0977,0.0199,39.2527,31.0862,650,0.0051,3666,3578,3578,3760,0.2117,38.1112,4027,4027,0.0023,641,142,131,141.845,153,0.0047
SAT11/random/large/unif-k5-r20-v2000-c40000-S971556279-001-UNKNOWN.cnf,1,0.0025,365,82.0787,73.1195,40000,40000,0.006,17.7686,86.6,66.1176,74.0952,106.488,0.0127,108.619,58.5,2000,0.0009,15,13,10,16,0.1956,80.4286,25,35,0.0005,2000,383,360,383.607,406,0.0025
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S2058622508-076.SATISFIABLE.cnf,1,0.0056,106,15.1366,30.33,2309,2343,0.0035,3901.1429,33.7565,28.8707,29.3591,18.3722,0.0303,33.7565,28.4443,550,0.0074,3836,3779,3779,3909,0.2062,33.0385,4025,4025,0.0029,531,117,107,116.939,127,0.0057
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S82160031-050.SATISFIABLE.cnf,1,0.0286,29,12.4554,35.8896,3727,3727,0.0386,4115.1667,37.4532,34.414,36.4004,13.776,0.0453,37.4532,33.8938,175,0.0083,4044,4011,4011,4128,0.241,37.1497,4276,4276,0.0053,175,35,29,34.72,41,0.0286
SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,0.0025,360,80.9067,76.4793,40000,40000,0.0061,17.1552,90.2143,69.4286,75.75,104.759,0.0123,108.6667,63.1818,2000,0.0009,14,12,9,16,0.1837,83.25,22,42,0.0005,2000,382,356,381.053,403,0.0025
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,0.0002,0,376.375,72.4741,83430,84000,0,8.4949,94.5714,57,71.5714,2215.2,0.001,139.3333,51.5455,20000,0.0003,5,5,3,8,1.3885,84.8889,13,21,0.0001,19496,4245,4182,4256.38,4317,0.0002
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S785747282-100.UNKNOWN.cnf,1,0.0076,79,13.5946,23.2675,1699,1704,0.0059,3981.1429,26.3246,22.4467,22.9368,16.6194,0.0265,26.3246,20.7745,400,0.0094,3921,3833,3833,3963,0.1998,24.2862,4094,4094,0.0038,395,88,79,87.8414,97,0.0076
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S973075635-083.SATISFIABLE.cnf,1,0.0041,151,18.6081,36.0018,3175,3195,0.0013,2610.4,42.0565,34.8253,37.4212,24.0184,0.0183,42.0565,28.271,750,0.0044,1488,941,849,3198,0.2108,38.1539,3727,3727,0.002,736,164,152,163.909,176,0.0041
SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,0.028,35,22.0945,49.0404,21250,21250,0.0117,233.4138,51.4126,47.3826,48.6606,21.7416,0.0117,56.2746,46.3103,250,0.0025,188,157,149,206,0.2546,50.2207,326,681,0.0017,250,41,35,41.0082,48,0.028
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1,0.0044,140,17.6697,36.7479,2973,2982,0.0034,3632.7143,42.7725,34.402,35.6602,22.1943,0.0178,42.7725,33.6874,700,0.0057,3596,3558,3558,3634,0.2139,39.8978,3684,3684,0.0021,688,152,141,152.028,163,0.0044
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,0.05,16,8.3425,23.2857,2130,2130,0.0441,4291.2857,24.3319,22.6494,23.4563,9.1957,0.0465,24.3319,22.4662,100,0.0146,4227,4225,4225,4276,0.2594,23.8321,4390,4390,0.0098,100,20,16,19.9873,24,0.05
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1230934123-063.UNKNOWN.cnf,1,0.0044,138,20.0438,35.9109,2944,2982,0.0007,3746.7143,38.4498,33.9146,36.0186,25.7183,0.02,38.4498,33.7646,700,0.0061,3640,3596,3596,3717,0.2019,38.2768,3942,3942,0.0022,679,150,138,149.55,161,0.0045
SAT11/random/large/unif-k7-r85-v250-c21250-S655589261-059-UNKNOWN.cnf,1,0.028,35,22.2811,49.0707,21250,21250,0.0117,245.963,51.4703,47.0828,48.861,22.1548,0.0117,60.7759,45.6698,250,0.0025,181,169,138,214,0.2554,50.4122,296,879,0.0018,250,41,34,41.1507,48,0.028
