@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC

@DATA
./SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,0.0101,0.3456,0.0015,0.2894,0.4858,2.3987,0.3899,0.9373,0.3503,0.0835,0.0007,4.1596,1.2794,0.4046,4.7117,0.0534,0.4479,25.778,28.9743,0.0316,24.6417,26.5243,0.0003,25.1827,0.9764,0.0054,790,28.9743,24.4369,0.0247,24.4369,896
./SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf,1,0.0801,0.1458,0.6664,0.3885,0.2363,0.2037,0.1014,0.5283,2.6471,0.0203,0.6251,51.67,0.7022,0.0325,40.2964,0.005,0.1934,18.8034,21.3884,0.7356,17.1527,20.6433,0,18.2685,0.0812,0.7777,16566,22.7067,16.4056,0.0889,15.8453,18312
./SAT11/crafted/spence/sgen/sgen3-n140-s20078956-unsat.cnf,1,0,0.5034,0.003,0,0.8046,1.6665,1,0.9605,0.256,0.0308,0.0007,1.1037,0.746,0,2.6965,0.0213,0.5425,20.2516,26.0189,0.0326,18.8597,19.9514,0.0001,19.2993,0.4445,0.0113,292,26.0189,18.0832,0.0719,18.0832,292
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_70_1-dir.shuffled-as.sat03-146.cnf,1,0.9694,0.7058,0.8742,1.7616,0.9219,0.0229,0.9694,0.9674,3.0694,0.0073,0.8568,8.8963,36.7272,0.0345,42.8065,0.1,15.5556,96.4415,113.7666,0.8885,79.1165,113.7666,0.8328,113.7666,33.8019,0.8938,46388,113.7666,79.1165,0.9433,79.1165,46988
./SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf,1,0.9261,0.9261,0.8577,1.6999,0.9182,0,0.9261,0.9355,0,0.0102,0.8577,1.4099,3.109,0,2.3693,0.0714,0.4158,130.7841,134.2651,0.8577,127.303,134.2651,0.8577,134.2651,2.4353,0.8577,2653,134.2651,127.303,0.007,127.303,2653
./SAT03/handmade/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf,1,0.9718,0.7131,0.8749,1.8073,0.9163,0.0244,0.9718,0.9665,2.9916,0.007,0.8584,7.5683,41.3467,0.0345,7.7368,0.0909,2.0854,70.0733,91.7825,0.8896,62.9431,75.2944,0.8256,67.8884,40.984,0.8941,55994,91.7825,59.0658,1.3529,59.0658,56654
./SAT02/handmade/chu-min-li/urquhart/urquhart3_25bis.shuffled.cnf,1,0,0.3636,0,0.101,0.9922,0,0.1818,0.9986,0,0.0606,0,1.0228,1.3984,0.375,2.2246,0.0556,0.6409,18.1338,20.5128,0,17.4347,18.0992,0,17.8774,1.0672,0,264,20.5128,17.052,0.1135,16.976,264
./SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf,1,0,0.2545,0,0.0958,0.9909,0,0,0.9976,0,0.1429,0,1,1.6543,0,1.1544,0.122,0.4637,13.1164,13.9705,0,12.8536,13.9117,0,13.1569,1.6657,0,224,13.9705,12.3008,0.2239,12.3008,224
./SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf,1,0.07,0.1264,0.6665,0.3783,0.2322,0.2049,0.0891,0.5297,2.8294,0.0203,0.6068,53.4433,0.6316,0.0352,42.0563,0.0045,0.2135,16.7853,18.9898,0.7349,16.2062,18.2283,0,16.8746,0.0737,0.7731,16577,20.4848,15.2283,0.1799,11.9449,18767
./SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0.8571,0.8571,0.7233,1.0778,0.8087,0.0001,0.8571,0.849,0,0.0211,0.7233,13.3747,3.0163,0,13.9373,0.0769,0.0917,55.5155,57.4435,0.7234,52.6828,57.4435,0.7232,56.4201,2.308,0.7234,1183,57.4435,52.6828,0.0015,52.6828,1183
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2072.cnf,1,0,0.1004,0.3464,0.518,0.3934,0.4999,0.5344,0.4943,3.9749,0.0115,0.1484,87.2564,6.9805,0.5737,51.4167,0.0114,0.3334,33.8989,43.7551,0.5751,31,37.3098,0.0003,31.3713,3.8478,0.6016,88789,49.2521,29.3109,0.4951,28.6573,159039
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p30-s48700942.cnf,1,0.9713,0.9713,0.8762,1.9806,0.8475,0.0215,0.9713,0.9517,3.2793,0.0045,0.8626,16.9612,43.9567,0.0329,198.04,0.0679,10.4124,79.8784,101.9509,0.8892,71.8761,79.9623,0.821,73.7455,43.6786,0.8919,92488,101.9509,71.8571,0.8681,71.8571,93431
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,0.0027,0.08,0.6667,1.1402,0.6915,0.0956,0.92,0.8052,3.3542,0.026,0.6542,20.4194,25.4655,0,14.3355,0.0948,1.7188,55.0646,57.899,0.7112,52.2301,57.899,0.6427,57.899,28.9393,0.6928,28991,57.899,52.2301,0.0051,52.2301,28991
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p30-s19690873.cnf,1,0.979,0.979,0.8845,2.2519,0.8265,0.0405,0.979,0.9153,3.1954,0.0026,0.8507,616.4,70.3192,0.025,1299.6,0.0513,5.8027,86.0347,110.4516,0.9031,75.45,98.4074,0.7573,82.5106,75.1825,0.91,251637,110.4516,73.7978,1.3678,73.7978,253275
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,1,0.9697,0.7195,0.8797,1.8913,0.9096,0.0153,0.9697,0.9583,2.8961,0.0071,0.8699,6.7374,36.4543,0.0345,46.7563,0.1,13.616,67.9415,75.7054,0.8886,66.4901,75.7054,0.8478,75.0119,37.4356,0.8899,45474,75.7054,54.5587,0.8979,54.5587,46074
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,0.0323,0.2961,0.0153,0.1205,0.2088,1.3477,0.147,0.5971,1.0783,0.0203,0.0047,8.6223,0.3286,1.1029,7.8195,0.0065,0.4874,16.3118,16.2552,0.115,11.6383,14.5721,0.0002,13.283,0.1301,0.0374,1918,66.5724,9.8555,0.5248,7.4163,2332
./SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,0.0017,0.3081,0.1122,0.0323,0.117,0.6484,0.0112,0.2724,3.137,0.0157,0.042,31.42,0.6928,0.0905,30.0438,0.0062,0.3913,19.2666,33.3209,0.2353,3.6169,32.4778,0.0001,30.9019,0.2403,0.2198,5781,33.3209,2.929,0.7371,2.929,6174
./SAT04/handmade/anton/l5k3/lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,1,0.0049,0.4563,0.2029,0.1261,0.1234,0.5943,0.8865,0.4112,3.4019,0.0107,0.0861,19.4106,0.7915,0.2078,20.2231,0.0081,0.3062,26.002,30.0419,0.3938,24.7226,26.7912,0.001,25.6211,0.2524,0.379,3075,30.0419,23.9726,0.1206,23.9726,3357
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf,1,0.9871,0.9871,0.8899,1.6828,0.9234,0.03,0.9871,0.9647,3.108,0.0071,0.8666,23.9741,26.3538,0.0481,18.4692,0.1,13.4794,62.7245,66.2984,0.9025,60.768,65.7796,0.7885,62.4168,20.4521,0.9057,29189,69.5094,59.4328,1.0183,58.2773,29734
./SAT02/handmade/simon/satex-challenges/c6288.shuffled.cnf,1,0.2396,0.5419,0.0083,0.571,0.1566,1.2881,0.8762,0.4333,1.2453,0.0159,0.0074,108.052,0.6973,1.5319,97.9036,0.0319,0.3683,27.9922,31.3898,0.1154,26.2355,30.1887,0,27.2943,0.284,0.0975,8702,34.7442,23.2688,0.5472,22.5911,14813
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-18_312.cnf,1,0,0.1007,0.6225,1.0008,0.7052,0.1208,0.8993,0.8053,2.9611,0.0196,0.6173,29.7086,17.2726,0,19.6965,0.0577,2.9179,52.668,63.5646,0.6706,50.3461,53.5572,0.6057,52.4241,18.4885,0.633,26889,63.5646,46.7898,0.9014,46.7898,26889
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,0.9349,0.9349,0.7983,1.4666,0.7565,0.0205,0.9349,0.9073,2.8313,0.0059,0.7881,56.4521,26.832,0.05,14.8376,0.0433,0.2192,57.6833,78.9836,0.8093,49.2006,60.987,0.76,56.3143,32.2747,0.8094,60246,78.9836,48.1599,0.9051,45.1149,61409
./SAT05/crafted/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf,1,0.8588,0.6449,0.791,0.8257,0.0273,0.2687,0.8591,0.0871,4.2441,0.0013,0.4955,4568.5,25.6627,0.1326,5121,0.0006,0,0,0,0.8356,0,0,0,0,18.7974,0.931,1667873,0,0,0,0,1711065
./SAT04/handmade/kexu/frb-0.8/frb45-21-1.used-as.sat04-883.cnf,1,0.9348,0.9348,0.7971,1.4682,0.7478,0.0193,0.9348,0.9059,2.8156,0.0052,0.7876,28.7069,27.6208,0.05,87.0537,0.0433,11.6992,52.0444,69.9413,0.8085,41.3651,69.866,0.7632,49.8923,32.2678,0.8082,60686,70.0155,40.5753,0.786,39.7735,61855
./SAT11/crafted/skvortsov/battleship/battleship-11-21-sat.cnf,1,0.9052,0.9052,0.8288,1.4642,0.9074,0,0.9052,0.9245,0,0.0165,0.8287,1.5199,2.6288,0,2.4794,0.0909,1.2217,88.215,90.8046,0.8288,84.1817,90.8046,0.8287,89.6588,2.0464,0.8288,1276,90.8046,84.1817,0.0026,84.1817,1276
./SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0.0801,0.1178,0.6662,0.3821,0.2475,0.1904,0.0909,0.572,2.7621,0.0131,0.6447,47.0583,0.6482,0.0398,36.7216,0.0056,0.199,16.072,17.4731,0.7366,15.0624,17.2879,0,16.115,0.0878,0.7496,13794,17.9554,14.2137,0.2306,12.3961,15897
./SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,1,0.9463,0.9463,0.824,1.6619,0.726,0.0212,0.9463,0.9286,2.8117,0.0035,0.8122,43.092,36.5561,0.04,30.5,0.0325,2.1412,59.9934,78.8876,0.8362,47.4342,77.2057,0.7816,53.0986,42.7295,0.8367,130262,108.4075,46.8798,1.0367,46.1424,132295
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf,1,0.9552,0.9552,0.7988,1.8716,0.8016,0.0812,0.9552,0.9243,2.697,0.0021,0.7334,55,49.8732,0.0323,703.75,0.0258,4.2899,66.1533,86.3,0.8382,55.7167,70.7101,0.5503,63.8314,52.6108,0.86,263277,89.0732,55.2975,0.3572,54.8372,266431
./SAT11/crafted/spence/sgen/sgen3-n260-s62321009-sat.cnf,1,0.8333,0.6298,0.5832,0.4472,0.6511,0.0001,0.8333,0.8229,0,0.0096,0.5831,4.9794,1.0406,0,8.7583,0.0192,0.2081,41.6567,46.649,0.5832,38.8604,46.0446,0.5831,40.3032,0.5184,0.5832,624,46.649,38.0401,0.0087,38.0401,624
./SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1,0.0323,0.7581,0.509,0.5928,0.9662,0.0001,0.0323,0.9973,0,0.0172,0.509,0.0007,6.6574,0.3333,0.0004,0.0351,48.3735,33.1743,38.1818,0.509,28.1668,38.1818,0.5088,38.1818,6.5448,0.509,10602,38.1818,28.1668,0.0633,28.1668,11058
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_u.cnf,1,0.272,0.6326,0.0979,1.0135,0.1085,0.8553,0.5824,0.5299,2.1674,0.2187,0.0409,18.511,1.5156,1.4943,16.2543,0.0253,0.3569,15.947,17.9193,0.3044,14.4882,17.615,0.001,16.9671,0.4049,0.2272,6940,17.9193,11.4377,0.1411,11.4377,10578
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,0,0.1925,0.0077,0.0467,0.5555,0.8514,0.0003,0.7388,1.0364,0.0294,0.0036,9.0018,1.3049,0,10.306,0.0294,0.2783,36.0782,37.6111,0.0249,35.2683,37.2436,0.0005,35.5214,0.8235,0.0191,2924,37.6111,35.0743,0.0271,35.0743,2924
./SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1,0.9356,0.9356,0.8716,1.8405,0.9239,0,0.9356,0.9393,0,0.0078,0.8716,3.0186,3.4461,0,3.6968,0.0625,5.1193,171.3169,171.3169,0.8716,171.3169,171.3169,0.8716,171.3169,2.6771,0.8716,3976,171.3169,171.3169,0,171.3169,3976
./SAT11/crafted/mosoi/289/289-unsat-9x32.cnf,1,0.012,0.753,0.3985,0.5831,0.7197,0.001,0.012,0.813,0,0.0069,0.3984,48.0057,12.7416,0.3333,48.1882,0.0139,0.0128,29.2769,33.3538,0.3987,27.5736,30.2759,0.3978,28.7786,11.9033,0.3987,72288,35.202,26.693,1.0986,25.6814,73440
./SAT11/crafted/skvortsov/battleship/battleship-15-29-sat.cnf,1,0.9312,0.9312,0.865,1.7716,0.9209,0,0.9312,0.9367,0,0.0089,0.865,1.955,3.2788,0,2.8741,0.0667,2.8354,161.406,164.7266,0.865,158.0854,164.7266,0.865,164.7266,2.5804,0.865,3270,164.7266,158.0854,0.0055,158.0854,3270
./SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,0.8333,0.6756,0.5831,0.4472,0.6989,0.0001,0.8333,0.8357,0,0.0179,0.5831,3.0262,1.1919,0,5.2772,0.0357,0.2679,27.8586,29.8271,0.5832,27.1177,28.8378,0.5831,27.7551,0.6773,0.5832,336,29.8271,25.7552,0.0083,25.7552,336
./SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,0.8333,0.6117,0.5832,0.4472,0.6645,0.0001,0.8333,0.8368,0,0.0114,0.5831,4.3764,1.0796,0,7.6201,0.0227,0.221,36.9574,40.8083,0.5832,34.9356,39.8425,0.5831,37.4866,0.556,0.5832,528,40.8083,32.4793,0.0094,32.4793,528
./SAT11/crafted/mosoi/289/289-sat-6x9.cnf,1,0.0698,0.7674,0.619,0.6106,0.9992,0,0.0698,0.9999,0,0.0353,0.619,0,3.8406,0.3333,0,0.0741,0,35.2217,35.2217,0.619,35.2217,35.2217,0.619,35.2217,3.8581,0.619,2322,35.2217,35.2217,0,35.2217,2538
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p15-s1351253.cnf,1,0.9798,0.9798,0.9857,2.6652,0.879,0.0687,0.9798,0.9283,3.4131,0.0012,0.9684,88.3333,109.81,0.0179,46903.8,0.0363,2.4459,117.6758,125.2308,0.9812,113.8333,124.2857,0.0111,118.125,163.344,0.9965,1117340,125.2308,109.913,0.5298,109.913,1120760
./SAT11/crafted/mosoi/289/289-unsat-17x27.cnf,1,0.0072,0.7518,0.3304,0.5808,0.6172,0.1569,0.0072,0.6698,0,0.0043,0.318,228.306,17.0365,0.3333,227.9,0.0087,0.0138,29.6448,33.2924,0.3519,28.3309,30.5943,0.0044,28.8911,14.6792,0.3569,192321,34.3424,27.8295,1.0947,27.3184,194157
./SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,0.1019,0.1419,0.6105,0.4536,0.4355,0.232,0.1759,0.8731,2.6907,0.7095,0.5112,14.9506,1.0203,0.0807,7.6118,0.0129,0.3084,20.8584,23.1241,0.685,19.5208,22.1421,0,20.8992,0.3467,0.7482,5851,24.7946,18.064,0.4776,17.9361,7095
./SAT11/crafted/skvortsov/battleship/battleship-10-18-sat.cnf,1,0.8901,0.8901,0.8154,1.3315,0.8977,0,0.8901,0.9216,0,0.0209,0.8154,0.9264,2.4348,0,1.9359,0.1,0.411,73.7962,74.6267,0.8154,73.476,74.6267,0.8154,74.4183,1.8782,0.8154,910,74.6267,72.6638,0.0092,72.6638,910
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes1.cnf,1,0.9349,0.9349,0.7982,1.4631,0.7691,0.0195,0.9349,0.9403,2.9075,0.0057,0.7887,27.0723,26.8379,0.05,14.6154,0.0433,0.2714,55.2168,60.5563,0.8092,50.6621,60.5159,0.7637,58.1453,31.7733,0.8088,60200,72.5273,44.1493,0.5934,43.7621,61409
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_508.cnf,1,0.0025,0.077,0.6772,1.1742,0.7047,0.0905,0.923,0.8067,3.343,0.0237,0.6664,22.3921,27.5149,0,13.9332,0.0906,0.2622,61.0966,66.8157,0.7189,63.1615,66.8157,0.6559,65.5817,31.9825,0.7006,34661,66.8157,48.8276,0.3349,48.8276,34661
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,0.7667,0.5667,0.7767,0.8056,0.8549,0.0186,0.7667,0.8887,0,0.05,0.7475,2,2.5407,0.1429,2.0303,0.2,0.0847,21.4178,22.5212,0.7754,21.3014,22.5212,0.7474,21.9578,2.57,0.7787,360,22.5212,19.891,0.0143,19.891,370
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0.0088,0.0707,0.6877,1.2004,0.6764,0.0871,0.9293,0.799,3.5107,0.0211,0.6777,27.7181,30.3236,0,30.3522,0.0845,8.0151,49.459,50.8598,0.7269,48.0582,50.8598,0.6535,50.8598,34.8292,0.7083,42826,50.8598,48.0582,0.0699,48.0582,42826
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,0.9519,0.9519,0.7968,1.8071,0.7614,0.0842,0.9519,0.9161,2.7203,0.0025,0.7188,53.5417,42.2852,0.0345,84.3548,0.0281,3.8541,61.9266,70.3521,0.8302,57.2606,66.6143,0.59,60.5939,51.2404,0.8511,212532,72.0897,56.8601,0.3756,53.9396,215164
./SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.0286,0.7571,0.4948,0.591,0.9854,0.0001,0.0286,0.9992,0,0.014,0.4948,0,7.5948,0.3333,0.1225,0.0286,41.6053,0,0,0.4948,0,0,0.4947,0,7.5611,0.4948,14700,0,0,0,0,15260
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p15-s54275047.cnf,1,0.9757,0.9757,0.853,2.2071,0.8734,0.1304,0.9757,0.9316,3.2939,0.0025,0.6901,38.5806,75.7992,0.0258,972.808,0.0529,4.9271,90.5923,109.6438,0.8717,77.9244,103,0.3773,88.75,74.1157,0.9182,270701,111.75,76.8407,1.2938,74.4813,272291
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf,1,0.9438,0.6999,0.9385,2.0058,0.9385,0.0013,0.9438,0.9499,0,0.0025,0.9375,12.9289,10.9682,0.0294,45.5792,0.0444,11.6045,205.6862,205.6862,0.9392,205.6862,205.6862,0.9352,205.6862,11.1755,0.9394,34650,205.6862,205.6862,0,205.6862,34695
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g3.cnf,1,0.9523,0.9523,0.7914,1.8073,0.7575,0.0836,0.9523,0.923,2.7466,0.0028,0.7212,53,43.9316,0.0345,738,0.0281,5.3709,65.2603,73.3939,0.8308,58.7018,67.4974,0.5791,62.3529,50.8915,0.8529,212438,89.9355,57.1667,0.2844,56.774,215164
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1,0.0112,0.0753,0.6759,1.1319,0.668,0.0966,0.9247,0.806,3.5633,0.0264,0.6592,23.0805,24.4192,0,16.0188,0.0987,6.6568,41.9248,43.3104,0.7167,40.9879,43.3104,0.6377,41.4762,27.0919,0.6973,26441,43.3104,40.9879,0.0146,40.9879,26441
./SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.8333,0.6361,0.5832,0.4472,0.6433,0.0001,0.8333,0.8281,0,0.0083,0.5831,5.5777,1.0144,0,9.9142,0.0167,0.2404,45.4856,50.4795,0.5832,42.2841,49.8403,0.5831,44.4574,0.4867,0.5832,720,50.4795,42.2709,0.045,42.2709,720
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_060.shuffled.cnf,1,0,0.2105,0.0172,0.082,0.6115,0.7669,0.0075,0.7622,1.3482,0.0833,0.0082,4.1504,1.6243,0,5.0653,0.0833,0.3522,15.3845,15.6166,0.0445,15.2678,15.5566,0.0044,15.3743,1.249,0.0397,936,15.6166,15.2123,0.0052,15.2123,936
./SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,0.798,0.6758,0.0477,0.5805,0.2452,0.9356,0.9008,0.5435,1.6517,0.0005,0.0136,822,9.0277,2.2979,1202.67,0.0027,0.5642,59.011,71.4107,0.459,52.2176,66.3478,0,54.6047,2.3367,0.3443,433992,82.4865,50.0524,0.5845,48.1226,778800
./SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0.1575,0.8164,0.3463,0.3452,0.0977,0.5239,0.6133,0.4477,3.4537,0.0081,0.061,844.889,2.5805,0.4144,627.6,0.0037,0.1526,21.123,23.5292,0.6012,21.2835,23.5292,0,22.4502,0.8549,0.738,240404,23.5292,17.2293,0.1762,17.2293,257551
./SAT04/handmade/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf,1,0,0.8423,0.5709,0.2484,0.2941,0.1203,0.8423,0.7239,2.7132,0.0136,0.5231,49.8299,3.4226,0.3333,40.4504,0.0121,0.2905,31.5525,32.8864,0.6228,30.2186,32.8864,0.4603,32.8864,3.2985,0.6213,9408,32.8864,30.2186,0.0305,30.2186,9601
./SAT04/handmade/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf,1,0.9463,0.9463,0.8242,1.6617,0.759,0.02,0.9463,0.9022,2.7629,0.0037,0.813,276.616,36.3003,0.04,93.8727,0.0332,5.5876,56.7113,70.3558,0.8361,53.1291,58.5497,0.7751,55.095,43.1881,0.8374,130281,76.6182,48.1301,0.4145,47.447,132295
./SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf,1,0.4286,0.7631,0.8262,0.6689,0.3103,0.3275,0.8446,0.8095,2.7836,0.0058,0.326,29.0846,3.5783,0.0017,25.651,0.0149,1.6403,42.1608,75.1238,0.8053,32.0173,44.065,0.0184,38.5,2.5768,0.9566,33572,87.2539,27.9477,0.72,27.6049,33572
./SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,0.0727,0.1384,0.6668,0.3791,0.2353,0.2024,0.0891,0.4971,2.7434,0.0203,0.6176,51.6197,0.6452,0.0327,41.0273,0.0045,0.2134,16.6726,20.1771,0.7354,16.0999,17.6421,0,16.6292,0.0708,0.7768,16559,21.8445,15.1995,0.3707,7.129,18473
./SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,0.7895,0.7895,0.7156,0.8215,0.8619,0,0.7895,0.9023,0,0.0643,0.7155,1.0574,1.7588,0,1.6779,0.1667,0.3675,21.4455,21.8841,0.7156,21.5338,21.8841,0.7155,21.8597,1.4117,0.7156,171,21.8841,20.5043,0.0048,20.5043,171
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,0.0153,0.2739,0.0014,0.085,0.1071,2.1952,0.0724,0.2927,0.696,0.0056,0.0002,31.6777,0.1959,1.0501,15.161,0.001,1.6872,11.8974,16.843,0.0461,8.1034,11.8779,0,9.6475,0.0464,0.0042,13521,72.0729,7.1508,0.732,6.1822,14991
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf,1,0.0337,0.4111,0.0003,0.3801,0.2957,1.1369,0.0339,0.6972,2.2503,0.0733,0,12.1485,11.4962,0.3723,8.0167,0.0709,0.2628,20.2446,24.2917,0.3485,17.1846,23.1622,0,20.5718,13.1862,0.0499,34419,24.2917,13.0756,0.1765,13.0756,62656
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf,1,0,0.2555,0.0062,0.1227,0.219,1.509,0,0.5213,0.6084,0.0237,0.0007,24.3157,1.5759,0,24.2858,0.0193,0.1451,24.7169,33.892,0.0403,18.8785,31.6487,0,29.4367,1.06,0.0135,2192,33.892,4.7211,0.5045,4.7211,2192
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,1,0.9646,0.729,0.9234,1.7386,0.9993,0.0003,0.9646,0.9996,0,0.0035,0.9233,1,14.5742,0.0357,6.822,0.0667,20.9217,84.1815,116.3704,0.9236,73.4946,81.5228,0.923,76.3977,14.5128,0.9236,23955,183.8824,71.957,0.5934,66.9688,24825
./SAT02/handmade/pehoushek/twentyvars/7cnf20_90000_90000_7.shuffled.cnf,1,0,0.0685,0.0095,0,0.8122,0.7744,0,0.8521,1.9831,0.3688,0.0078,1.9969,2.5884,0,2.5652,0.35,0.4769,0,0,0.0262,0,0,0.0022,0,2.159,0.0214,1532,0,0,0,0,1532
