@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE mean_degree NUMERIC

@DATA
bqwh-15-106-35_ext.xml.minion.converted.minion.gz,1,0.810194,82,0.084906,0.113208,19.311321,11.773585
bqwh-15-106-35_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-36_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-37_ext.xml.minion.converted.minion.gz,1,0.81485,98,0.075472,0.103774,16.5,10.603774
bqwh-15-106-37_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-38_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-39_ext.xml.minion.converted.minion.gz,1,0.812582,86,0.084906,0.113208,18.283019,11.490566
bqwh-15-106-39_glb.xml.minion.conv.minion,1,0.357077,105,0.113208,0.113208,8.792453,12.150943
bqwh-15-106-3_ext.xml.minion.converted.minion.gz,1,0.814517,89,0.075472,0.113208,17.301887,11.283019
bqwh-15-106-3_glb.xml.minion.conv.minion,1,0.388101,108,0.113208,0.113208,8.018868,12.150943
bqwh-15-106-40_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-41_ext.xml.minion.converted.minion.gz,1,0.814238,88,0.075472,0.103774,16.981132,10.849057
bqwh-15-106-41_glb.xml.minion.conv.minion,1,0.383365,108,0.113208,0.113208,8.132075,12.150943
bqwh-15-106-42_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-43_ext.xml.minion.converted.minion.gz,1,0.814929,89,0.075472,0.103774,17.018868,11.056604
bqwh-15-106-43_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-44_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-45_ext.xml.minion.converted.minion.gz,1,0.812863,87,0.09434,0.113208,18.283019,11.566038
bqwh-15-106-45_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-46_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-47_ext.xml.minion.converted.minion.gz,1,0.815404,96,0.075472,0.103774,16.556604,11.018868
bqwh-15-106-47_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-48_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-49_ext.xml.minion.converted.minion.gz,1,0.814767,88,0.084906,0.113208,17.330189,11.150943
bqwh-15-106-49_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-4_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-50_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-51_ext.xml.minion.converted.minion.gz,1,0.814144,87,0.084906,0.113208,17.613208,11.415094
bqwh-15-106-51_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-53_ext.xml.minion.converted.minion.gz,1,0.815134,90,0.084906,0.113208,16.867925,11.245283
bqwh-15-106-53_glb.xml.minion.conv.minion,1,0.40632,112,0.113208,0.113208,7.622642,12.150943
bqwh-15-106-54_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-55_ext.xml.minion.converted.minion.gz,1,0.813846,86,0.084906,0.113208,17.764151,11.433962
bqwh-15-106-55_glb.xml.minion.conv.minion,1,0.375078,104,0.113208,0.113208,8.330189,12.150943
bqwh-15-106-56_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-57_ext.xml.minion.converted.minion.gz,1,0.809256,83,0.084906,0.113208,18.754717,11.169811
bqwh-15-106-57_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-58_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-59_ext.xml.minion.converted.minion.gz,1,0.81274,87,0.084906,0.113208,18.160377,11.433962
bqwh-15-106-59_glb.xml.minion.conv.minion,1,0.359391,98,0.113208,0.113208,8.726415,12.150943
bqwh-15-106-5_ext.xml.minion.converted.minion.gz,1,0.812902,84,0.084906,0.113208,17.830189,11.075472
bqwh-15-106-5_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-60_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-61_ext.xml.minion.converted.minion.gz,1,0.808669,82,0.084906,0.113208,19.09434,11.320755
bqwh-15-106-61_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-62_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-63_ext.xml.minion.converted.minion.gz,1,0.814503,89,0.075472,0.113208,17.226415,11.075472
bqwh-15-106-63_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-65_ext.xml.minion.converted.minion.gz,1,0.8151,89,0.075472,0.103774,17.04717,11
bqwh-15-106-65_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-66_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-67_ext.xml.minion.converted.minion.gz,1,0.815013,98,0.075472,0.113208,16.830189,11.037736
bqwh-15-106-67_glb.xml.minion.conv.minion,1,0.398353,121,0.113208,0.113208,7.792453,12.150943
bqwh-15-106-68_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,1,0.811536,87,0.09434,0.113208,18.566038,11.471698
bqwh-15-106-69_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,0.403611,108,0.113208,0.113208,7.679245,12.150943
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,0.81488,98,0.084906,0.113208,17.150943,11.54717
bqwh-15-106-71_glb.xml.minion.conv.minion,1,0.407097,109,0.113208,0.113208,7.603774,12.150943
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,0.814376,89,0.075472,0.103774,16.95283,10.867925
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,1,0.812895,84,0.084906,0.113208,18.330189,11.622642
bqwh-15-106-75_glb.xml.minion.conv.minion,1,0.359923,102,0.113208,0.113208,8.707547,12.150943
bqwh-15-106-76_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,1,0.814681,106,0.075472,0.113208,15.688679,11.188679
bqwh-15-106-77_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-78_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,1,0.815261,89,0.075472,0.113208,17.084906,11.113208
bqwh-15-106-79_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,1,0.815281,96,0.075472,0.103774,16.632075,10.981132
bqwh-15-106-7_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-80_glb.xml.minion.conv.minion,1,0.363999,102,0.113208,0.113208,8.613208,12.150943
bqwh-15-106-81_ext.xml.minion.converted.minion.gz,1,0.814812,88,0.075472,0.103774,17.207547,11.150943
bqwh-15-106-81_glb.xml.minion.conv.minion,1,0.386553,106,0.113208,0.113208,8.056604,12.150943
bqwh-15-106-83_ext.xml.minion.converted.minion.gz,1,0.814694,90,0.084906,0.113208,17.283019,11.377358
bqwh-15-106-83_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-84_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-85_ext.xml.minion.converted.minion.gz,1,0.814083,88,0.075472,0.113208,17.349057,11.132075
bqwh-15-106-85_glb.xml.minion.conv.minion,1,0.379847,106,0.113208,0.113208,8.216981,12.150943
bqwh-15-106-86_glb.xml.minion.conv.minion,1,0.356301,98,0.113208,0.113208,8.811321,12.150943
bqwh-15-106-87_ext.xml.minion.converted.minion.gz,1,0.8119,88,0.075472,0.103774,17.754717,10.924528
bqwh-15-106-87_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-88_glb.xml.minion.conv.minion,1,0.363693,104,0.113208,0.113208,8.613208,12.150943
bqwh-15-106-89_ext.xml.minion.converted.minion.gz,1,0.813596,89,0.075472,0.113208,17.735849,11.320755
bqwh-15-106-89_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-8_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-90_glb.xml.minion.conv.minion,1,0.40998,121,0.113208,0.113208,7.54717,12.150943
bqwh-15-106-91_ext.xml.minion.converted.minion.gz,1,0.814791,89,0.084906,0.113208,17.283019,11.54717
bqwh-15-106-92_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-93_ext.xml.minion.converted.minion.gz,1,0.814891,89,0.084906,0.113208,17.141509,11.377358
bqwh-15-106-93_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-94_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-95_ext.xml.minion.converted.minion.gz,1,0.813834,88,0.084906,0.113208,17.698113,11.283019
bqwh-15-106-95_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-96_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-97_ext.xml.minion.converted.minion.gz,1,0.815252,89,0.084906,0.113208,17.028302,11.339623
bqwh-15-106-97_glb.xml.minion.conv.minion,1,?,?,?,?,?,?
bqwh-15-106-98_glb.xml.minion.conv.minion,1,0.395184,109,0.113208,0.113208,7.867925,12.150943
bqwh-15-106-99_ext.xml.minion.converted.minion.gz,1,0.81421,88,0.084906,0.113208,17.877358,11.754717
bqwh-15-106-99_glb.xml.minion.conv.minion,1,0.383685,106,0.113208,0.113208,8.122642,12.150943
bqwh-15-106-9_ext.xml.minion.converted.minion.gz,1,0.81121,86,0.075472,0.113208,18.301887,11.207547
bqwh-15-106-9_glb.xml.minion.conv.minion,1,0.346198,104,0.113208,0.113208,9.09434,12.150943
bqwh-18-141-11_ext.xml.minion.converted.minion.gz,1,0.812194,83,0.06383,0.092199,19.574468,12.425532
bqwh-18-141-13_ext.xml.minion.converted.minion.gz,1,0.80696,72,0.06383,0.092199,20.617021,12.12766
bqwh-18-141-15_ext.xml.minion.converted.minion.gz,1,0.812807,84,0.070922,0.092199,19.319149,12.510638
bqwh-18-141-17_ext.xml.minion.converted.minion.gz,1,0.811174,80,0.06383,0.092199,19.546099,12.085106
bqwh-18-141-19_ext.xml.minion.converted.minion.gz,1,0.810794,78,0.06383,0.092199,20.198582,12.58156
bqwh-18-141-1_ext.xml.minion.converted.minion.gz,1,0.810048,80,0.06383,0.092199,20.276596,12.468085
bqwh-18-141-21_ext.xml.minion.converted.minion.gz,1,0.810983,79,0.06383,0.092199,20.120567,12.567376
bqwh-18-141-23_ext.xml.minion.converted.minion.gz,1,0.808218,76,0.06383,0.092199,21.021277,12.609929
bqwh-18-141-25_ext.xml.minion.converted.minion.gz,1,0.810969,80,0.070922,0.092199,20.141844,12.58156
bqwh-18-141-27_ext.xml.minion.converted.minion.gz,1,0.805939,78,0.06383,0.092199,20.560284,11.943262
bqwh-18-141-29_ext.xml.minion.converted.minion.gz,1,0.807976,72,0.06383,0.092199,21.014184,12.595745
bqwh-18-141-31_ext.xml.minion.converted.minion.gz,1,0.809203,78,0.070922,0.092199,21.156028,12.93617
bqwh-18-141-33_ext.xml.minion.converted.minion.gz,1,0.809707,79,0.06383,0.092199,20.113475,12.241135
bqwh-18-141-35_ext.xml.minion.converted.minion.gz,1,0.808979,79,0.070922,0.092199,20.375887,12.326241
bqwh-18-141-37_ext.xml.minion.converted.minion.gz,1,0.810168,78,0.06383,0.092199,20.319149,12.524823
bqwh-18-141-39_ext.xml.minion.converted.minion.gz,1,0.810278,76,0.06383,0.092199,20.021277,12.326241
bqwh-18-141-3_ext.xml.minion.converted.minion.gz,1,0.812732,84,0.06383,0.092199,19.312057,12.468085
bqwh-18-141-41_ext.xml.minion.converted.minion.gz,1,0.812054,83,0.06383,0.092199,19.390071,12.283688
bqwh-18-141-43_ext.xml.minion.converted.minion.gz,1,0.805684,72,0.070922,0.099291,22.241135,13.049645
bqwh-18-141-45_ext.xml.minion.converted.minion.gz,1,0.806965,72,0.070922,0.092199,21.198582,12.553191
bqwh-18-141-47_ext.xml.minion.converted.minion.gz,1,0.812852,83,0.070922,0.092199,19.475177,12.695035
bqwh-18-141-49_ext.xml.minion.converted.minion.gz,1,0.811058,72,0.06383,0.092199,20.056738,12.539007
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,0.811842,79,0.070922,0.092199,20.276596,12.964539
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,0.812705,83,0.070922,0.092199,19.652482,12.794326
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,0.810598,80,0.06383,0.085106,19.64539,12.113475
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,0.809942,79,0.06383,0.092199,19.468085,11.815603
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,0.80936,79,0.06383,0.092199,20.177305,12.255319
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,0.807664,76,0.06383,0.092199,20.539007,12.184397
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,0.808954,79,0.070922,0.092199,20.957447,12.737589
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,0.811899,82,0.06383,0.092199,19.836879,12.609929
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,0.808523,78,0.06383,0.085106,19.808511,11.815603
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,0.805582,72,0.06383,0.092199,20.87234,12.099291
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,0.811703,81,0.06383,0.085106,19.198582,12.028369
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,0.809756,80,0.06383,0.092199,20.35461,12.425532
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,0.812458,80,0.070922,0.092199,19.687943,12.695035
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,0.811828,83,0.070922,0.092199,19.865248,12.553191
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,0.805749,72,0.070922,0.092199,22.070922,12.907801
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,0.809533,79,0.06383,0.092199,19.780142,12
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,0.808704,76,0.06383,0.092199,20.326241,12.241135
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,0.808819,79,0.06383,0.085106,20.255319,12.212766
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,0.807392,76,0.056738,0.085106,20.021277,11.758865
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,0.810376,79,0.06383,0.092199,20.170213,12.411348
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,0.807029,72,0.070922,0.092199,21.453901,12.737589
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,0.801317,67,0.06383,0.092199,22.475177,12.595745
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,0.80932,79,0.06383,0.092199,20.248227,12.297872
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,0.806506,72,0.06383,0.092199,20.843972,12.241135
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,0.809138,79,0.070922,0.092199,21.021277,12.822695
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,0.810656,80,0.06383,0.092199,20.049645,12.382979
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,0.810071,79,0.070922,0.092199,20.595745,12.70922
bqwh-18-141-9_ext.xml.minion.converted.minion.gz,1,0.811143,79,0.06383,0.092199,19.992908,12.510638
composed-25-10-20-0_ext.xml.minion.gz,1,0.835394,492,0.133333,0.085714,11.809524,11.809524
composed-25-10-20-1_ext.xml.minion.gz,1,0.835394,492,0.12381,0.085714,11.809524,11.809524
composed-25-10-20-2_ext.xml.minion.gz,1,0.835394,492,0.114286,0.085714,11.809524,11.809524
composed-25-10-20-3_ext.xml.minion.gz,1,0.835394,494,0.12381,0.085714,11.809524,11.809524
composed-25-10-20-4_ext.xml.minion.gz,1,0.835394,492,0.114286,0.085714,11.809524,11.809524
composed-25-10-20-5_ext.xml.minion.gz,1,0.835394,492,0.114286,0.085714,11.809524,11.809524
composed-25-10-20-6_ext.xml.minion.gz,1,0.835394,493,0.114286,0.085714,11.809524,11.809524
composed-25-10-20-7_ext.xml.minion.gz,1,0.835394,492,0.12381,0.085714,11.809524,11.809524
composed-25-10-20-8_ext.xml.minion.gz,1,0.835394,493,0.114286,0.085714,11.809524,11.809524
composed-25-10-20-9_ext.xml.minion.gz,1,0.835394,492,0.12381,0.085714,11.809524,11.809524
composed-25-1-2-0_ext.xml.minion.gz,1,0.749308,161,0.424242,0.454545,13.575758,13.575758
composed-25-1-2-1_ext.xml.minion.gz,1,0.749308,160,0.393939,0.424242,13.575758,13.575758
composed-25-1-2-2_ext.xml.minion.gz,1,0.749308,161,0.363636,0.454545,13.575758,13.575758
composed-25-1-2-3_ext.xml.minion.gz,1,0.749308,160,0.393939,0.454545,13.575758,13.575758
composed-25-1-2-4_ext.xml.minion.gz,1,0.749308,161,0.363636,0.454545,13.575758,13.575758
composed-25-1-25-0_ext.xml.minion.gz,1,0.742906,160,0.424242,0.484848,14.969697,14.969697
composed-25-1-25-1_ext.xml.minion.gz,1,0.742906,159,0.393939,0.454545,14.969697,14.969697
composed-25-1-25-2_ext.xml.minion.gz,1,0.742906,159,0.363636,0.484848,14.969697,14.969697
composed-25-1-25-3_ext.xml.minion.gz,1,0.742906,159,0.393939,0.484848,14.969697,14.969697
composed-25-1-25-4_ext.xml.minion.gz,1,0.742906,159,0.363636,0.484848,14.969697,14.969697
composed-25-1-25-5_ext.xml.minion.gz,1,0.742906,160,0.363636,0.484848,14.969697,14.969697
composed-25-1-25-6_ext.xml.minion.gz,1,0.742906,160,0.363636,0.484848,14.969697,14.969697
composed-25-1-25-7_ext.xml.minion.gz,1,0.742906,160,0.393939,0.484848,14.969697,14.969697
composed-25-1-25-8_ext.xml.minion.gz,1,0.742906,160,0.363636,0.484848,14.969697,14.969697
composed-25-1-25-9_ext.xml.minion.gz,1,0.742906,158,0.393939,0.515152,14.969697,14.969697
composed-25-1-2-5_ext.xml.minion.gz,1,0.749308,161,0.363636,0.454545,13.575758,13.575758
composed-25-1-2-6_ext.xml.minion.gz,1,0.749308,161,0.363636,0.454545,13.575758,13.575758
composed-25-1-2-7_ext.xml.minion.gz,1,0.749308,161,0.393939,0.484848,13.575758,13.575758
composed-25-1-2-8_ext.xml.minion.gz,1,0.749308,161,0.363636,0.484848,13.575758,13.575758
composed-25-1-2-9_ext.xml.minion.gz,1,0.749308,159,0.393939,0.484848,13.575758,13.575758
composed-25-1-40-0_ext.xml.minion.gz,1,0.73923,159,0.424242,0.515152,15.878788,15.878788
composed-25-1-40-1_ext.xml.minion.gz,1,0.73923,158,0.393939,0.484848,15.878788,15.878788
composed-25-1-40-2_ext.xml.minion.gz,1,0.73923,158,0.363636,0.484848,15.878788,15.878788
composed-25-1-40-3_ext.xml.minion.gz,1,0.73923,159,0.393939,0.515152,15.878788,15.878788
composed-25-1-40-4_ext.xml.minion.gz,1,0.73923,159,0.363636,0.515152,15.878788,15.878788
composed-25-1-40-5_ext.xml.minion.gz,1,0.73923,159,0.363636,0.484848,15.878788,15.878788
composed-25-1-40-6_ext.xml.minion.gz,1,0.73923,159,0.363636,0.515152,15.878788,15.878788
composed-25-1-40-7_ext.xml.minion.gz,1,0.73923,159,0.393939,0.515152,15.878788,15.878788
composed-25-1-40-8_ext.xml.minion.gz,1,0.73923,159,0.363636,0.515152,15.878788,15.878788
composed-25-1-40-9_ext.xml.minion.gz,1,0.73923,157,0.393939,0.515152,15.878788,15.878788
composed-25-1-80-0_ext.xml.minion.gz,1,0.730939,157,0.424242,0.575758,18.30303,18.30303
composed-25-1-80-1_ext.xml.minion.gz,1,0.730939,156,0.424242,0.545455,18.30303,18.30303
composed-25-1-80-2_ext.xml.minion.gz,1,0.730939,156,0.424242,0.575758,18.30303,18.30303
composed-25-1-80-3_ext.xml.minion.gz,1,0.730939,156,0.454545,0.575758,18.30303,18.30303
composed-25-1-80-4_ext.xml.minion.gz,1,0.730939,157,0.393939,0.545455,18.30303,18.30303
composed-25-1-80-5_ext.xml.minion.gz,1,0.730939,157,0.393939,0.545455,18.30303,18.30303
composed-25-1-80-6_ext.xml.minion.gz,1,0.730939,157,0.424242,0.545455,18.30303,18.30303
composed-25-1-80-7_ext.xml.minion.gz,1,0.730939,158,0.424242,0.575758,18.30303,18.30303
composed-25-1-80-8_ext.xml.minion.gz,1,0.730939,157,0.393939,0.575758,18.30303,18.30303
composed-25-1-80-9_ext.xml.minion.gz,1,0.730939,155,0.393939,0.575758,18.30303,18.30303
composed-75-1-2-0_ext.xml.minion.gz,1,0.713651,158,0.13253,0.180723,15.036145,15.036145
composed-75-1-2-1_ext.xml.minion.gz,1,0.713651,159,0.13253,0.180723,15.036145,15.036145
composed-75-1-2-2_ext.xml.minion.gz,1,0.713651,158,0.13253,0.192771,15.036145,15.036145
composed-75-1-2-3_ext.xml.minion.gz,1,0.713651,158,0.144578,0.192771,15.036145,15.036145
composed-75-1-2-4_ext.xml.minion.gz,1,0.713651,158,0.144578,0.180723,15.036145,15.036145
composed-75-1-25-0_ext.xml.minion.gz,1,0.712186,158,0.13253,0.180723,15.590361,15.590361
composed-75-1-25-1_ext.xml.minion.gz,1,0.712186,158,0.13253,0.192771,15.590361,15.590361
composed-75-1-25-2_ext.xml.minion.gz,1,0.712186,157,0.13253,0.192771,15.590361,15.590361
composed-75-1-25-3_ext.xml.minion.gz,1,0.712186,158,0.144578,0.192771,15.590361,15.590361
composed-75-1-25-4_ext.xml.minion.gz,1,0.712186,158,0.144578,0.192771,15.590361,15.590361
composed-75-1-25-5_ext.xml.minion.gz,1,0.712186,158,0.13253,0.192771,15.590361,15.590361
composed-75-1-25-6_ext.xml.minion.gz,1,0.712186,159,0.13253,0.192771,15.590361,15.590361
composed-75-1-25-7_ext.xml.minion.gz,1,0.712186,158,0.13253,0.192771,15.590361,15.590361
composed-75-1-25-8_ext.xml.minion.gz,1,0.712186,158,0.13253,0.180723,15.590361,15.590361
composed-75-1-25-9_ext.xml.minion.gz,1,0.712186,157,0.13253,0.192771,15.590361,15.590361
composed-75-1-2-5_ext.xml.minion.gz,1,0.713651,158,0.13253,0.192771,15.036145,15.036145
composed-75-1-2-6_ext.xml.minion.gz,1,0.713651,159,0.13253,0.192771,15.036145,15.036145
composed-75-1-2-7_ext.xml.minion.gz,1,0.713651,158,0.13253,0.192771,15.036145,15.036145
composed-75-1-2-8_ext.xml.minion.gz,1,0.713651,158,0.13253,0.180723,15.036145,15.036145
composed-75-1-2-9_ext.xml.minion.gz,1,0.713651,157,0.13253,0.192771,15.036145,15.036145
composed-75-1-40-0_ext.xml.minion.gz,1,0.711279,157,0.13253,0.192771,15.951807,15.951807
composed-75-1-40-1_ext.xml.minion.gz,1,0.711279,158,0.13253,0.192771,15.951807,15.951807
composed-75-1-40-2_ext.xml.minion.gz,1,0.711279,157,0.13253,0.192771,15.951807,15.951807
composed-75-1-40-3_ext.xml.minion.gz,1,0.711279,157,0.144578,0.192771,15.951807,15.951807
composed-75-1-40-4_ext.xml.minion.gz,1,0.711279,158,0.144578,0.192771,15.951807,15.951807
composed-75-1-40-5_ext.xml.minion.gz,1,0.711279,157,0.13253,0.192771,15.951807,15.951807
composed-75-1-40-6_ext.xml.minion.gz,1,0.711279,158,0.13253,0.192771,15.951807,15.951807
composed-75-1-40-7_ext.xml.minion.gz,1,0.711279,158,0.13253,0.192771,15.951807,15.951807
composed-75-1-40-8_ext.xml.minion.gz,1,0.711279,157,0.13253,0.192771,15.951807,15.951807
composed-75-1-40-9_ext.xml.minion.gz,1,0.711279,157,0.13253,0.192771,15.951807,15.951807
composed-75-1-80-0_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663
composed-75-1-80-1_ext.xml.minion.gz,1,0.709026,157,0.13253,0.204819,16.915663,16.915663
composed-75-1-80-2_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663
composed-75-1-80-3_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663
composed-75-1-80-4_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663
composed-75-1-80-5_ext.xml.minion.gz,1,0.709026,157,0.13253,0.204819,16.915663,16.915663
composed-75-1-80-6_ext.xml.minion.gz,1,0.709026,158,0.144578,0.192771,16.915663,16.915663
composed-75-1-80-7_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663
composed-75-1-80-8_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663
composed-75-1-80-9_ext.xml.minion.gz,1,0.709026,156,0.144578,0.204819,16.915663,16.915663
costasArray-10.xml.minion.convert.minion,1,0.913618,475,0.185185,0.157407,6.666667,9.37037
costasArray-11.xml.minion.convert.minion,1,0.913037,484,0.169231,0.138462,6.784615,10.092308
costasArray-12.xml.minion.convert.minion,1,0.912557,436,0.155844,0.12987,6.883117,10.805195
costasArray-13.xml.minion.convert.minion,1,0.912154,469,0.144444,0.122222,6.966667,11.511111
costasArray-14.xml.minion.convert.minion,1,0.91181,499,0.134615,0.105769,7.038462,12.211538
costasArray-15.xml.minion.convert.minion,1,0.911513,466,0.12605,0.10084,7.10084,12.907563
costasArray-16.xml.minion.convert.minion,1,0.911254,490,0.118519,0.096296,7.155556,13.6
costasArray-17.xml.minion.convert.minion,1,0.911026,502,0.111842,0.085526,7.203947,14.289474
costasArray-18.xml.minion.convert.minion,1,0.910824,482,0.105882,0.082353,7.247059,14.976471
costasArray-19.xml.minion.convert.minion,1,0.910643,489,0.100529,0.079365,7.285714,15.661376
costasArray-20.xml.minion.convert.minion,1,0.910481,471,0.095694,0.076555,7.320574,16.344498
cril-0_ext.xml.minion.converted.minion,1,0.863237,873,0.092593,0.083333,1.981481,9.240741
cril-0_ext.xml.minion.converted.minion.gz,1,0.863237,873,0.092593,0.083333,1.981481,9.240741
cril-2_ext.xml.minion.converted.minion,1,0.694066,165,0.067308,0.096154,19.538462,19.538462
cril-3_ext.xml.minion.converted.minion,1,0.694066,165,0.067308,0.096154,19.538462,19.538462
cril-4_ext.xml.minion.converted.minion,1,0.679827,69,0.977778,0.977778,44,44
cril-5_ext.xml.minion.converted.minion,1,0.701098,10,0.97619,0.97619,41,41
cril-6_ext.xml.minion.converted.minion,1,0.758096,96,0.305556,0.305556,9,11
cril-6_ext.xml.minion.converted.minion.gz,1,0.758096,96,0.305556,0.305556,9,11
cril-7.ext.xml.minion.converted.minion,1,0.758096,96,0.305556,0.305556,9,11
