@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC

@DATA
composed-75-1-80-0_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,153.69943,0.228916,10,83,139,83,83,0.204861,10
composed-75-1-80-1_ext.xml.minion.gz,1,0.709026,157,0.13253,0.204819,16.915663,16.915663,702,154.625356,0.289157,10,83,140,83,83,0.213763,10
composed-75-1-80-2_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,154.122507,0.289157,10,83,139,83,83,0.221543,10
composed-75-1-80-3_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,154.324786,0.253012,10,83,140,83,83,0.207188,10
composed-75-1-80-4_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,154.62963,0.228916,10,83,140,83,83,0.211376,10
composed-75-1-80-5_ext.xml.minion.gz,1,0.709026,157,0.13253,0.204819,16.915663,16.915663,702,155.324786,0.26506,10,83,141,83,83,0.215537,10
composed-75-1-80-6_ext.xml.minion.gz,1,0.709026,158,0.144578,0.192771,16.915663,16.915663,702,155.202279,0.240964,10,83,141,83,83,0.224287,10
composed-75-1-80-7_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,154.403134,0.216867,10,83,140,83,83,0.214484,10
composed-75-1-80-8_ext.xml.minion.gz,1,0.709026,157,0.144578,0.204819,16.915663,16.915663,702,154.324786,0.289157,10,83,140,83,83,0.224434,10
composed-75-1-80-9_ext.xml.minion.gz,1,0.709026,156,0.144578,0.204819,16.915663,16.915663,702,154.126781,0.26506,10,83,140,83,83,0.215048,10
costasArray-10.xml.minion.convert.minion,1,0.913618,475,0.185185,0.157407,6.666667,9.37037,0,353.884892,0.185185,19,54,58,54,54,0.513473,10
costasArray-11.xml.minion.convert.minion,1,0.913037,484,0.169231,0.138462,6.784615,10.092308,0,357.735294,0.169231,21,65,56,65,65,0.534663,11
costasArray-12.xml.minion.convert.minion,1,0.912557,436,0.155844,0.12987,6.883117,10.805195,0,321.970588,0.155844,23,77,43,77,77,0.553993,12
costasArray-13.xml.minion.convert.minion,1,0.912154,469,0.144444,0.122222,6.966667,11.511111,0,340.298755,0.144444,25,90,37,90,90,0.572873,13
costasArray-14.xml.minion.convert.minion,1,0.91181,499,0.134615,0.105769,7.038462,12.211538,0,361.576512,0.134615,27,104,45,104,104,0.590109,14
costasArray-15.xml.minion.convert.minion,1,0.911513,466,0.12605,0.10084,7.10084,12.907563,0,338.407407,0.12605,29,119,41,119,119,0.606573,15
costasArray-16.xml.minion.convert.minion,1,0.911254,490,0.118519,0.096296,7.155556,13.6,0,352.405405,0.118519,31,135,38,135,135,0.621673,16
costasArray-17.xml.minion.convert.minion,1,0.911026,502,0.111842,0.085526,7.203947,14.289474,0,356.236277,0.111842,33,152,27,152,152,0.635974,17
costasArray-18.xml.minion.convert.minion,1,0.910824,482,0.105882,0.082353,7.247059,14.976471,0,342.036093,0.105882,35,170,25,170,170,0.649163,18
costasArray-19.xml.minion.convert.minion,1,0.910643,489,0.100529,0.079365,7.285714,15.661376,0,345.31749,0.100529,37,189,22,189,189,0.661621,19
costasArray-20.xml.minion.convert.minion,1,0.910481,471,0.095694,0.076555,7.320574,16.344498,0,332.133562,0.095694,39,209,19,209,209,0.67317,20
cril-0_ext.xml.minion.converted.minion,1,0.863237,873,0.092593,0.083333,1.981481,9.240741,34,758.702703,0.185185,3,108,654,108,108,0.523506,1
cril-0_ext.xml.minion.converted.minion.gz,1,0.863237,873,0.092593,0.083333,1.981481,9.240741,34,758.702703,0.185185,3,108,654,108,108,0.523506,1
cril-2_ext.xml.minion.converted.minion,1,0.694066,165,0.067308,0.096154,19.538462,19.538462,2032,161.174213,0.144231,8,208,148,208,208,0.120583,8
cril-3_ext.xml.minion.converted.minion,1,0.694066,165,0.067308,0.096154,19.538462,19.538462,2032,161.223425,0.134615,8,208,148,208,208,0.116815,8
cril-4_ext.xml.minion.converted.minion,1,0.679827,69,0.977778,0.977778,44,44,990,52.512121,0.977778,40,45,35,45,45,1,40
cril-5_ext.xml.minion.converted.minion,1,0.701098,10,0.97619,0.97619,41,41,861,53.436702,0.97619,81,42,7,42,42,1,9
cril-6_ext.xml.minion.converted.minion,1,0.758096,96,0.305556,0.305556,9,11,153,147.03268,0.305556,9,36,96,36,36,0.563636,9
cril-6_ext.xml.minion.converted.minion.gz,1,0.758096,96,0.305556,0.305556,9,11,153,147.03268,0.305556,9,36,96,36,36,0.563636,9
cril-7.ext.xml.minion.converted.minion,1,0.758096,96,0.305556,0.305556,9,11,153,146.745098,0.305556,9,36,96,36,36,0.563636,9
cril-7.ext.xml.minion.converted.minion.gz,1,0.758096,96,0.305556,0.305556,9,11,153,146.745098,0.305556,9,36,96,36,36,0.563636,9
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,0.409362,0,0.469697,0.512987,48.38961,226.558442,156,73.938639,0.668831,26,462,0,462,462,0.750563,26
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,0.517084,0,0.375661,0.481481,29.259259,89.587302,78,113.362702,0.656085,26,189,0,189,189,0.775067,26
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,0.501525,0,0.605128,0.646154,28.307692,109.774359,72,126.137566,0.805128,26,195,0,195,195,0.846985,26
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,0.457273,0,0.668421,0.773684,42.842105,135.063158,72,74.294606,0.831579,26,190,0,190,190,0.857354,26
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,0.431995,0,0.472313,0.52443,45.127036,161.283388,118,81.986004,0.7557,26,307,0,307,307,0.817292,26
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,0.44986,0,0.483108,0.550676,56.27027,161.702703,132,56.152118,0.702703,26,296,0,296,296,0.798746,26
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,0.413691,0,0.58445,0.589812,56.49866,204.504021,138,59.596179,0.788204,26,373,0,373,373,0.806651,26
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,0.400035,0,0.579088,0.579088,64.820375,198.809651,146,54.877034,0.820375,26,373,0,373,373,0.84144,26
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,0.39196,0,0.600522,0.600522,53.968668,219.765013,134,71.182451,0.796345,26,383,0,383,383,0.807163,26
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,0.395567,0,0.535632,0.535632,83.544828,242.064368,182,40.68925,0.850575,26,435,0,435,435,0.840542,26
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,0.408447,0,0.479545,0.584091,65.409091,248.145455,174,51.572496,0.793182,26,440,0,440,440,0.791326,26
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,0.364666,0,0.680899,0.680899,97.739326,281.177528,180,38.075906,0.85618,26,445,0,445,445,0.867889,26
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,0.786962,260,0.070423,0.084507,6.112676,6.112676,217,223.156682,0.098592,3,71,91,71,71,0.417952,2
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,0.748506,309,0.083056,0.083056,26.943522,26.943522,4055,224.224414,0.152824,4,301,81,301,301,0.526019,2
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,0.744188,302,0.095588,0.091912,28.5,28.5,3876,221.995356,0.194853,4,272,93,272,272,0.530598,2
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,0.743866,341,0.105413,0.091168,35.173789,35.173789,6173,227.91641,0.202279,4,351,90,351,351,0.563739,2
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,0.738949,342,0.129902,0.10049,45.691176,45.691176,9321,239.019526,0.205882,4,408,100,408,408,0.589244,2
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,0.738949,342,0.129902,0.10049,45.691176,45.691176,9321,238.755713,0.205882,4,408,100,408,408,0.589244,2
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,0.743583,349,0.084615,0.072308,53.683077,53.683077,17447,241.366883,0.146154,4,650,92,650,650,0.588281,2
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,0.698816,263,0.064,0.096,11.776,11.776,736,263,0.136,4,125,263,125,125,0.099674,4
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,0.698816,184,0.064,0.096,11.776,11.776,736,184,0.136,5,125,184,125,125,0.099674,5
dubois-100_ext.xml.minion.converted.minion.gz,1,0.793763,501,0.01,0.013333,2,3.986667,200,500.99,0.013333,2,300,501,300,300,0.337778,2
dubois-20_ext.xml.minion.converted.minion.gz,1,0.795234,501,0.05,0.066667,2,3.933333,40,500.95,0.066667,2,60,501,60,60,0.355556,2
dubois-21_ext.xml.minion.converted.minion.gz,1,0.795147,501,0.047619,0.063492,2,3.936508,42,500.952381,0.063492,2,63,501,63,63,0.354497,2
dubois-22_ext.xml.minion.converted.minion.gz,1,0.795069,501,0.045455,0.060606,2,3.939394,44,500.954545,0.060606,2,66,501,66,66,0.353535,2
dubois-23_ext.xml.minion.converted.minion.gz,1,0.794997,501,0.043478,0.057971,2,3.942029,46,500.956522,0.057971,2,69,501,69,69,0.352657,2
dubois-24_ext.xml.minion.converted.minion.gz,1,0.794931,501,0.041667,0.055556,2,3.944444,48,500.958333,0.055556,2,72,501,72,72,0.351852,2
dubois-25_ext.xml.minion.converted.minion.gz,1,0.79487,501,0.04,0.053333,2,3.946667,50,500.96,0.053333,2,75,501,75,75,0.351111,2
dubois-26_ext.xml.minion.converted.minion.gz,1,0.794814,501,0.038462,0.051282,2,3.948718,52,500.961538,0.051282,2,78,501,78,78,0.350427,2
dubois-27_ext.xml.minion.converted.minion.gz,1,0.794761,501,0.037037,0.049383,2,3.950617,54,500.962963,0.049383,2,81,501,81,81,0.349794,2
dubois-28_ext.xml.minion.converted.minion.gz,1,0.794713,501,0.035714,0.047619,2,3.952381,56,500.964286,0.047619,2,84,501,84,84,0.349206,2
dubois-29_ext.xml.minion.converted.minion.gz,1,0.794668,501,0.034483,0.045977,2,3.954023,58,500.965517,0.045977,2,87,501,87,87,0.348659,2
dubois-30_ext.xml.minion.converted.minion.gz,1,0.794626,501,0.033333,0.044444,2,3.955556,60,500.966667,0.044444,2,90,501,90,90,0.348148,2
dubois-50_ext.xml.minion.converted.minion.gz,1,0.794134,501,0.02,0.026667,2,3.973333,100,500.98,0.026667,2,150,501,150,150,0.342222,2
ehi-85-297-0_ext.xml.minion.gz,1,0.840488,515,0.077441,0.094276,27.569024,27.569024,4094,508.325598,0.097643,7,297,485,297,297,0.3692,7
ehi-85-297-10_ext.xml.minion.gz,1,0.840238,515,0.074074,0.094276,27.59596,27.59596,4098,508.254758,0.10101,7,297,485,297,297,0.366267,7
ehi-85-297-11_ext.xml.minion.gz,1,0.840263,515,0.070707,0.094276,27.609428,27.609428,4100,508.336098,0.10101,7,297,485,297,297,0.364352,7
ehi-85-297-12_ext.xml.minion.gz,1,0.840458,515,0.077441,0.094276,27.602694,27.602694,4099,508.496463,0.097643,7,297,485,297,297,0.367008,7
ehi-85-297-13_ext.xml.minion.gz,1,0.840188,515,0.070707,0.094276,27.622896,27.622896,4102,508.506826,0.097643,7,297,485,297,297,0.367219,7
ehi-85-297-14_ext.xml.minion.gz,1,0.840405,515,0.074074,0.094276,27.683502,27.683502,4111,507.680126,0.10101,7,297,485,297,297,0.364807,7
ehi-85-297-15_ext.xml.minion.gz,1,0.840504,515,0.077441,0.094276,27.83165,27.83165,4133,505.544883,0.097643,7,297,485,297,297,0.359789,7
ehi-85-297-16_ext.xml.minion.gz,1,0.840441,515,0.080808,0.094276,27.643098,27.643098,4105,507.866748,0.10101,7,297,485,297,297,0.361876,7
ehi-85-297-17_ext.xml.minion.gz,1,0.840396,515,0.077441,0.094276,27.622896,27.622896,4102,507.86982,0.097643,7,297,485,297,297,0.364956,7
ehi-85-297-18_ext.xml.minion.gz,1,0.840475,515,0.077441,0.094276,27.744108,27.744108,4120,506.698544,0.10101,7,297,485,297,297,0.360326,7
ehi-85-297-19_ext.xml.minion.gz,1,0.840481,515,0.080808,0.094276,27.73064,27.73064,4118,507.163672,0.10101,7,297,485,297,297,0.359699,7
ehi-85-297-1_ext.xml.minion.gz,1,0.839991,515,0.080808,0.094276,27.690236,27.690236,4112,508.037938,0.10101,7,297,485,297,297,0.361811,7
ehi-85-297-20_ext.xml.minion.gz,1,0.840528,515,0.074074,0.094276,27.649832,27.649832,4106,507.918656,0.10101,7,297,485,297,297,0.36371,7
ehi-85-297-21_ext.xml.minion.gz,1,0.840072,515,0.077441,0.094276,27.59596,27.59596,4098,508.800634,0.10101,7,297,485,297,297,0.364791,7
ehi-85-297-22_ext.xml.minion.gz,1,0.840499,515,0.077441,0.094276,27.656566,27.656566,4107,507.996104,0.10101,7,297,485,297,297,0.365139,7
ehi-85-297-23_ext.xml.minion.gz,1,0.840477,515,0.077441,0.094276,27.784512,27.784512,4126,506.802957,0.10101,7,297,485,297,297,0.358785,7
ehi-85-297-24_ext.xml.minion.gz,1,0.840358,515,0.074074,0.094276,27.643098,27.643098,4105,507.849939,0.097643,7,297,485,297,297,0.360952,7
ehi-85-297-25_ext.xml.minion.gz,1,0.84016,515,0.074074,0.094276,27.589226,27.589226,4097,508.378326,0.097643,7,297,485,297,297,0.366501,7
ehi-85-297-26_ext.xml.minion.gz,1,0.840157,515,0.070707,0.094276,27.622896,27.622896,4102,508.265968,0.097643,7,297,485,297,297,0.363809,7
ehi-85-297-27_ext.xml.minion.gz,1,0.840235,515,0.070707,0.094276,27.744108,27.744108,4120,507.396602,0.10101,7,297,485,297,297,0.365374,7
ehi-85-297-28_ext.xml.minion.gz,1,0.840351,515,0.070707,0.094276,27.609428,27.609428,4100,508.008537,0.097643,7,297,485,297,297,0.365323,7
ehi-85-297-29_ext.xml.minion.gz,1,0.840385,515,0.074074,0.094276,27.676768,27.676768,4110,508.00219,0.10101,7,297,485,297,297,0.36105,7
ehi-85-297-2_ext.xml.minion.gz,1,0.840481,515,0.070707,0.094276,27.744108,27.744108,4120,506.698301,0.10101,7,297,485,297,297,0.361218,7
ehi-85-297-30_ext.xml.minion.gz,1,0.840334,515,0.080808,0.094276,27.750842,27.750842,4121,507.026935,0.10101,7,297,485,297,297,0.359064,7
ehi-85-297-31_ext.xml.minion.gz,1,0.840356,515,0.070707,0.094276,27.609428,27.609428,4100,508.042195,0.10101,7,297,485,297,297,0.366094,7
ehi-85-297-32_ext.xml.minion.gz,1,0.840383,515,0.080808,0.094276,27.73064,27.73064,4118,507.402623,0.097643,7,297,485,297,297,0.362369,7
ehi-85-297-33_ext.xml.minion.gz,1,0.840495,515,0.074074,0.094276,27.569024,27.569024,4094,508.470445,0.10101,7,297,485,297,297,0.366952,7
ehi-85-297-34_ext.xml.minion.gz,1,0.840202,515,0.074074,0.094276,27.683502,27.683502,4111,507.109706,0.10101,7,297,485,297,297,0.363439,7
ehi-85-297-35_ext.xml.minion.gz,1,0.840228,515,0.074074,0.094276,27.676768,27.676768,4110,507.759854,0.10101,7,297,485,297,297,0.363903,7
ehi-85-297-36_ext.xml.minion.gz,1,0.840411,515,0.074074,0.094276,27.69697,27.69697,4113,507.424508,0.10101,7,297,485,297,297,0.364509,7
ehi-85-297-37_ext.xml.minion.gz,1,0.840453,515,0.077441,0.094276,27.589226,27.589226,4097,508.177691,0.097643,7,297,485,297,297,0.364532,7
ehi-85-297-38_ext.xml.minion.gz,1,0.840354,515,0.077441,0.094276,27.744108,27.744108,4120,506.837136,0.10101,7,297,485,297,297,0.359998,7
ehi-85-297-39_ext.xml.minion.gz,1,0.840372,515,0.077441,0.094276,27.791246,27.791246,4127,506.412648,0.097643,7,297,485,297,297,0.358864,7
ehi-85-297-3_ext.xml.minion.gz,1,0.840273,515,0.070707,0.094276,27.670034,27.670034,4109,507.854953,0.10101,7,297,485,297,297,0.361629,7
ehi-85-297-40_ext.xml.minion.gz,1,0.840389,515,0.077441,0.094276,27.858586,27.858586,4137,506.094271,0.10101,7,297,485,297,297,0.35821,7
ehi-85-297-41_ext.xml.minion.gz,1,0.840082,515,0.070707,0.094276,27.521886,27.521886,4087,509.406411,0.10101,7,297,485,297,297,0.365826,7
ehi-85-297-42_ext.xml.minion.gz,1,0.840437,515,0.077441,0.094276,27.818182,27.818182,4131,506.288792,0.10101,7,297,485,297,297,0.357575,7
ehi-85-297-43_ext.xml.minion.gz,1,0.840302,515,0.077441,0.094276,27.683502,27.683502,4111,507.667477,0.10101,7,297,485,297,297,0.362484,7
ehi-85-297-44_ext.xml.minion.gz,1,0.840296,515,0.077441,0.094276,27.811448,27.811448,4130,506.31477,0.10101,7,297,485,297,297,0.357736,7
ehi-85-297-45_ext.xml.minion.gz,1,0.840377,515,0.074074,0.094276,27.515152,27.515152,4086,508.90651,0.10101,7,297,485,297,297,0.366767,7
ehi-85-297-46_ext.xml.minion.gz,1,0.840401,515,0.074074,0.094276,27.656566,27.656566,4107,507.668615,0.10101,7,297,485,297,297,0.364164,7
ehi-85-297-47_ext.xml.minion.gz,1,0.83984,515,0.074074,0.094276,27.62963,27.62963,4103,508.738728,0.097643,7,297,485,297,297,0.362021,7
ehi-85-297-48_ext.xml.minion.gz,1,0.840415,515,0.070707,0.094276,27.690236,27.690236,4112,507.850195,0.097643,7,297,485,297,297,0.362577,7
ehi-85-297-49_ext.xml.minion.gz,1,0.840442,515,0.070707,0.094276,27.771044,27.771044,4124,506.732299,0.10101,7,297,485,297,297,0.363635,7
ehi-85-297-4_ext.xml.minion.gz,1,0.840146,515,0.077441,0.094276,27.737374,27.737374,4119,507.379461,0.10101,7,297,485,297,297,0.360006,7
ehi-85-297-50_ext.xml.minion.gz,1,0.840413,515,0.077441,0.094276,27.710438,27.710438,4115,506.977157,0.097643,7,297,485,297,297,0.362436,7
ehi-85-297-51_ext.xml.minion.gz,1,0.840323,515,0.074074,0.094276,27.670034,27.670034,4109,507.78973,0.097643,7,297,485,297,297,0.36995,7
ehi-85-297-52_ext.xml.minion.gz,1,0.840163,515,0.077441,0.094276,27.59596,27.59596,4098,508.123231,0.10101,7,297,485,297,297,0.365528,7
ehi-85-297-53_ext.xml.minion.gz,1,0.84035,515,0.074074,0.094276,27.690236,27.690236,4112,507.30034,0.10101,7,297,485,297,297,0.360718,7
ehi-85-297-54_ext.xml.minion.gz,1,0.84033,515,0.074074,0.094276,27.649832,27.649832,4106,507.521432,0.10101,7,297,485,297,297,0.363642,7
ehi-85-297-55_ext.xml.minion.gz,1,0.840404,515,0.077441,0.094276,27.750842,27.750842,4121,506.71075,0.097643,7,297,485,297,297,0.36381,7
ehi-85-297-56_ext.xml.minion.gz,1,0.840401,515,0.074074,0.094276,27.622896,27.622896,4102,508.568991,0.10101,7,297,485,297,297,0.36245,7
ehi-85-297-57_ext.xml.minion.gz,1,0.84038,515,0.077441,0.094276,27.710438,27.710438,4115,506.877764,0.097643,7,297,485,297,297,0.362419,7
ehi-85-297-58_ext.xml.minion.gz,1,0.840353,515,0.077441,0.094276,27.76431,27.76431,4123,506.693185,0.10101,7,297,485,297,297,0.358664,7
ehi-85-297-59_ext.xml.minion.gz,1,0.840508,515,0.070707,0.094276,27.649832,27.649832,4106,507.413785,0.10101,7,297,485,297,297,0.36227,7
ehi-85-297-5_ext.xml.minion.gz,1,0.840454,515,0.077441,0.094276,27.59596,27.59596,4098,508.583699,0.10101,7,297,485,297,297,0.366758,7
ehi-85-297-60_ext.xml.minion.gz,1,0.840502,515,0.074074,0.094276,27.737374,27.737374,4119,506.890507,0.10101,7,297,485,297,297,0.362854,7
ehi-85-297-61_ext.xml.minion.gz,1,0.840327,515,0.077441,0.094276,27.744108,27.744108,4120,507.22233,0.097643,7,297,485,297,297,0.363234,7
ehi-85-297-62_ext.xml.minion.gz,1,0.840532,515,0.074074,0.094276,27.62963,27.62963,4103,508.355837,0.10101,7,297,485,297,297,0.363925,7
ehi-85-297-63_ext.xml.minion.gz,1,0.840193,515,0.077441,0.094276,27.744108,27.744108,4120,506.960922,0.10101,7,297,485,297,297,0.360557,7
ehi-85-297-64_ext.xml.minion.gz,1,0.84009,515,0.074074,0.094276,27.69697,27.69697,4113,507.854364,0.097643,7,297,485,297,297,0.361993,7
ehi-85-297-65_ext.xml.minion.gz,1,0.840365,515,0.077441,0.094276,27.717172,27.717172,4116,507.376093,0.10101,7,297,485,297,297,0.362004,7
ehi-85-297-66_ext.xml.minion.gz,1,0.840439,515,0.077441,0.094276,27.622896,27.622896,4102,508.282301,0.10101,7,297,485,297,297,0.36559,7
ehi-85-297-67_ext.xml.minion.gz,1,0.840302,515,0.074074,0.094276,27.582492,27.582492,4096,508.95752,0.097643,7,297,485,297,297,0.364784,7
ehi-85-297-68_ext.xml.minion.gz,1,0.840284,515,0.077441,0.094276,27.784512,27.784512,4126,506.835676,0.097643,7,297,485,297,297,0.358314,7
ehi-85-297-69_ext.xml.minion.gz,1,0.840534,515,0.074074,0.094276,27.703704,27.703704,4114,507.257414,0.10101,7,297,485,297,297,0.360982,7
ehi-85-297-6_ext.xml.minion.gz,1,0.840548,515,0.070707,0.094276,27.481481,27.481481,4081,509.099485,0.097643,7,297,485,297,297,0.372653,7
ehi-85-297-70_ext.xml.minion.gz,1,0.840286,515,0.074074,0.094276,27.548822,27.548822,4091,508.709362,0.097643,7,297,485,297,297,0.366812,7
ehi-85-297-71_ext.xml.minion.gz,1,0.840162,515,0.070707,0.094276,27.676768,27.676768,4110,507.928224,0.10101,7,297,485,297,297,0.364726,7
ehi-85-297-72_ext.xml.minion.gz,1,0.840295,515,0.074074,0.094276,27.703704,27.703704,4114,507.615702,0.10101,7,297,485,297,297,0.360177,7
ehi-85-297-73_ext.xml.minion.gz,1,0.840459,515,0.074074,0.094276,27.6633,27.6633,4108,507.899708,0.10101,7,297,485,297,297,0.365221,7
ehi-85-297-74_ext.xml.minion.gz,1,0.840024,515,0.077441,0.094276,27.683502,27.683502,4111,507.836536,0.10101,7,297,485,297,297,0.362517,7
ehi-85-297-75_ext.xml.minion.gz,1,0.840194,515,0.070707,0.094276,27.683502,27.683502,4111,507.66845,0.10101,7,297,485,297,297,0.361403,7
ehi-85-297-76_ext.xml.minion.gz,1,0.840264,515,0.074074,0.094276,27.636364,27.636364,4104,508.142788,0.10101,7,297,485,297,297,0.366011,7
ehi-85-297-77_ext.xml.minion.gz,1,0.840323,515,0.074074,0.094276,27.723906,27.723906,4117,507.204275,0.10101,7,297,485,297,297,0.35985,7
ehi-85-297-78_ext.xml.minion.gz,1,0.840397,515,0.080808,0.094276,27.62963,27.62963,4103,507.661223,0.10101,7,297,485,297,297,0.364202,7
ehi-85-297-79_ext.xml.minion.gz,1,0.840106,515,0.070707,0.094276,27.656566,27.656566,4107,507.628439,0.097643,7,297,485,297,297,0.366308,7
ehi-85-297-7_ext.xml.minion.gz,1,0.840202,515,0.070707,0.094276,27.683502,27.683502,4111,507.572853,0.10101,7,297,485,297,297,0.363033,7
ehi-85-297-80_ext.xml.minion.gz,1,0.840409,515,0.077441,0.094276,27.676768,27.676768,4110,507.789294,0.10101,7,297,485,297,297,0.360229,7
ehi-85-297-81_ext.xml.minion.gz,1,0.840271,515,0.074074,0.094276,27.710438,27.710438,4115,507.07339,0.10101,7,297,485,297,297,0.364313,7
ehi-85-297-82_ext.xml.minion.gz,1,0.840303,515,0.077441,0.094276,27.6633,27.6633,4108,508.011441,0.097643,7,297,485,297,297,0.361819,7
ehi-85-297-83_ext.xml.minion.gz,1,0.840189,515,0.074074,0.094276,27.602694,27.602694,4099,508.17858,0.10101,7,297,485,297,297,0.367004,7
ehi-85-297-84_ext.xml.minion.gz,1,0.840375,515,0.074074,0.094276,27.683502,27.683502,4111,507.830941,0.10101,7,297,485,297,297,0.3639,7
ehi-85-297-85_ext.xml.minion.gz,1,0.840545,515,0.074074,0.094276,27.56229,27.56229,4093,508.561446,0.10101,7,297,485,297,297,0.364421,7
ehi-85-297-86_ext.xml.minion.gz,1,0.840411,515,0.070707,0.094276,27.555556,27.555556,4092,508.54521,0.097643,7,297,485,297,297,0.370466,7
ehi-85-297-87_ext.xml.minion.gz,1,0.840066,515,0.077441,0.094276,27.79798,27.79798,4128,506.821463,0.10101,7,297,485,297,297,0.359499,7
ehi-85-297-88_ext.xml.minion.gz,1,0.840402,515,0.080808,0.094276,27.737374,27.737374,4119,506.568342,0.10101,7,297,485,297,297,0.360081,7
ehi-85-297-89_ext.xml.minion.gz,1,0.840319,515,0.074074,0.094276,27.676768,27.676768,4110,508.072506,0.097643,7,297,485,297,297,0.362575,7
ehi-85-297-8_ext.xml.minion.gz,1,0.839947,515,0.077441,0.094276,27.676768,27.676768,4110,507.943796,0.097643,7,297,485,297,297,0.365008,7
ehi-85-297-90_ext.xml.minion.gz,1,0.840535,515,0.074074,0.094276,27.69697,27.69697,4113,507.592025,0.10101,7,297,485,297,297,0.361459,7
ehi-85-297-91_ext.xml.minion.gz,1,0.840177,515,0.077441,0.094276,27.69697,27.69697,4113,507.11257,0.10101,7,297,485,297,297,0.364928,7
ehi-85-297-92_ext.xml.minion.gz,1,0.840205,515,0.077441,0.094276,27.649832,27.649832,4106,507.874087,0.10101,7,297,485,297,297,0.364301,7
ehi-85-297-93_ext.xml.minion.gz,1,0.840404,515,0.074074,0.094276,27.643098,27.643098,4105,507.975639,0.10101,7,297,485,297,297,0.363406,7
ehi-85-297-94_ext.xml.minion.gz,1,0.840031,515,0.070707,0.094276,27.622896,27.622896,4102,508.454656,0.10101,7,297,485,297,297,0.363387,7
ehi-85-297-95_ext.xml.minion.gz,1,0.840101,515,0.074074,0.094276,27.622896,27.622896,4102,508.044369,0.10101,7,297,485,297,297,0.363057,7
ehi-85-297-96_ext.xml.minion.gz,1,0.840246,515,0.077441,0.094276,27.737374,27.737374,4119,506.911386,0.10101,7,297,485,297,297,0.361005,7
ehi-85-297-97_ext.xml.minion.gz,1,0.840246,515,0.074074,0.094276,27.575758,27.575758,4095,508.660806,0.10101,7,297,485,297,297,0.368381,7
ehi-85-297-98_ext.xml.minion.gz,1,0.840194,515,0.074074,0.094276,27.771044,27.771044,4124,507.199564,0.10101,7,297,485,297,297,0.357899,7
ehi-85-297-99_ext.xml.minion.gz,1,0.840278,515,0.077441,0.094276,27.710438,27.710438,4115,507.556015,0.097643,7,297,485,297,297,0.361386,7
ehi-85-297-9_ext.xml.minion.gz,1,0.840307,515,0.074074,0.094276,27.73064,27.73064,4118,507.11559,0.10101,7,297,485,297,297,0.361627,7
ehi-90-315-0_ext.xml.minion.gz,1,0.840157,515,0.066667,0.088889,27.574603,27.574603,4343,509.180981,0.095238,7,315,485,315,315,0.367237,7
