@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC

@DATA
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,0.810071
bqwh-18-141-9_ext.xml.minion.converted.minion.gz,1,0.811143
composed-25-10-20-0_ext.xml.minion.gz,1,0.835394
composed-25-10-20-1_ext.xml.minion.gz,1,0.835394
composed-25-10-20-2_ext.xml.minion.gz,1,0.835394
composed-25-10-20-3_ext.xml.minion.gz,1,0.835394
composed-25-10-20-4_ext.xml.minion.gz,1,0.835394
composed-25-10-20-5_ext.xml.minion.gz,1,0.835394
composed-25-10-20-6_ext.xml.minion.gz,1,0.835394
composed-25-10-20-7_ext.xml.minion.gz,1,0.835394
composed-25-10-20-8_ext.xml.minion.gz,1,0.835394
composed-25-10-20-9_ext.xml.minion.gz,1,0.835394
composed-25-1-2-0_ext.xml.minion.gz,1,0.749308
composed-25-1-2-1_ext.xml.minion.gz,1,0.749308
composed-25-1-2-2_ext.xml.minion.gz,1,0.749308
composed-25-1-2-3_ext.xml.minion.gz,1,0.749308
composed-25-1-2-4_ext.xml.minion.gz,1,0.749308
composed-25-1-25-0_ext.xml.minion.gz,1,0.742906
composed-25-1-25-1_ext.xml.minion.gz,1,0.742906
composed-25-1-25-2_ext.xml.minion.gz,1,0.742906
composed-25-1-25-3_ext.xml.minion.gz,1,0.742906
composed-25-1-25-4_ext.xml.minion.gz,1,0.742906
composed-25-1-25-5_ext.xml.minion.gz,1,0.742906
composed-25-1-25-6_ext.xml.minion.gz,1,0.742906
composed-25-1-25-7_ext.xml.minion.gz,1,0.742906
composed-25-1-25-8_ext.xml.minion.gz,1,0.742906
composed-25-1-25-9_ext.xml.minion.gz,1,0.742906
composed-25-1-2-5_ext.xml.minion.gz,1,0.749308
composed-25-1-2-6_ext.xml.minion.gz,1,0.749308
composed-25-1-2-7_ext.xml.minion.gz,1,0.749308
composed-25-1-2-8_ext.xml.minion.gz,1,0.749308
composed-25-1-2-9_ext.xml.minion.gz,1,0.749308
composed-25-1-40-0_ext.xml.minion.gz,1,0.73923
composed-25-1-40-1_ext.xml.minion.gz,1,0.73923
composed-25-1-40-2_ext.xml.minion.gz,1,0.73923
composed-25-1-40-3_ext.xml.minion.gz,1,0.73923
composed-25-1-40-4_ext.xml.minion.gz,1,0.73923
composed-25-1-40-5_ext.xml.minion.gz,1,0.73923
composed-25-1-40-6_ext.xml.minion.gz,1,0.73923
composed-25-1-40-7_ext.xml.minion.gz,1,0.73923
composed-25-1-40-8_ext.xml.minion.gz,1,0.73923
composed-25-1-40-9_ext.xml.minion.gz,1,0.73923
composed-25-1-80-0_ext.xml.minion.gz,1,0.730939
composed-25-1-80-1_ext.xml.minion.gz,1,0.730939
composed-25-1-80-2_ext.xml.minion.gz,1,0.730939
composed-25-1-80-3_ext.xml.minion.gz,1,0.730939
composed-25-1-80-4_ext.xml.minion.gz,1,0.730939
composed-25-1-80-5_ext.xml.minion.gz,1,0.730939
composed-25-1-80-6_ext.xml.minion.gz,1,0.730939
composed-25-1-80-7_ext.xml.minion.gz,1,0.730939
composed-25-1-80-8_ext.xml.minion.gz,1,0.730939
composed-25-1-80-9_ext.xml.minion.gz,1,0.730939
composed-75-1-2-0_ext.xml.minion.gz,1,0.713651
composed-75-1-2-1_ext.xml.minion.gz,1,0.713651
composed-75-1-2-2_ext.xml.minion.gz,1,0.713651
composed-75-1-2-3_ext.xml.minion.gz,1,0.713651
composed-75-1-2-4_ext.xml.minion.gz,1,0.713651
composed-75-1-25-0_ext.xml.minion.gz,1,0.712186
composed-75-1-25-1_ext.xml.minion.gz,1,0.712186
composed-75-1-25-2_ext.xml.minion.gz,1,0.712186
composed-75-1-25-3_ext.xml.minion.gz,1,0.712186
composed-75-1-25-4_ext.xml.minion.gz,1,0.712186
composed-75-1-25-5_ext.xml.minion.gz,1,0.712186
composed-75-1-25-6_ext.xml.minion.gz,1,0.712186
composed-75-1-25-7_ext.xml.minion.gz,1,0.712186
composed-75-1-25-8_ext.xml.minion.gz,1,0.712186
composed-75-1-25-9_ext.xml.minion.gz,1,0.712186
composed-75-1-2-5_ext.xml.minion.gz,1,0.713651
composed-75-1-2-6_ext.xml.minion.gz,1,0.713651
composed-75-1-2-7_ext.xml.minion.gz,1,0.713651
composed-75-1-2-8_ext.xml.minion.gz,1,0.713651
composed-75-1-2-9_ext.xml.minion.gz,1,0.713651
composed-75-1-40-0_ext.xml.minion.gz,1,0.711279
composed-75-1-40-1_ext.xml.minion.gz,1,0.711279
composed-75-1-40-2_ext.xml.minion.gz,1,0.711279
composed-75-1-40-3_ext.xml.minion.gz,1,0.711279
composed-75-1-40-4_ext.xml.minion.gz,1,0.711279
composed-75-1-40-5_ext.xml.minion.gz,1,0.711279
composed-75-1-40-6_ext.xml.minion.gz,1,0.711279
composed-75-1-40-7_ext.xml.minion.gz,1,0.711279
composed-75-1-40-8_ext.xml.minion.gz,1,0.711279
composed-75-1-40-9_ext.xml.minion.gz,1,0.711279
composed-75-1-80-0_ext.xml.minion.gz,1,0.709026
composed-75-1-80-1_ext.xml.minion.gz,1,0.709026
composed-75-1-80-2_ext.xml.minion.gz,1,0.709026
composed-75-1-80-3_ext.xml.minion.gz,1,0.709026
composed-75-1-80-4_ext.xml.minion.gz,1,0.709026
composed-75-1-80-5_ext.xml.minion.gz,1,0.709026
composed-75-1-80-6_ext.xml.minion.gz,1,0.709026
composed-75-1-80-7_ext.xml.minion.gz,1,0.709026
composed-75-1-80-8_ext.xml.minion.gz,1,0.709026
composed-75-1-80-9_ext.xml.minion.gz,1,0.709026
costasArray-10.xml.minion.convert.minion,1,0.913618
costasArray-11.xml.minion.convert.minion,1,0.913037
costasArray-12.xml.minion.convert.minion,1,0.912557
costasArray-13.xml.minion.convert.minion,1,0.912154
costasArray-14.xml.minion.convert.minion,1,0.91181
costasArray-15.xml.minion.convert.minion,1,0.911513
costasArray-16.xml.minion.convert.minion,1,0.911254
costasArray-17.xml.minion.convert.minion,1,0.911026
costasArray-18.xml.minion.convert.minion,1,0.910824
costasArray-19.xml.minion.convert.minion,1,0.910643
costasArray-20.xml.minion.convert.minion,1,0.910481
cril-0_ext.xml.minion.converted.minion,1,0.863237
cril-0_ext.xml.minion.converted.minion.gz,1,0.863237
cril-2_ext.xml.minion.converted.minion,1,0.694066
cril-3_ext.xml.minion.converted.minion,1,0.694066
cril-4_ext.xml.minion.converted.minion,1,0.679827
cril-5_ext.xml.minion.converted.minion,1,0.701098
cril-6_ext.xml.minion.converted.minion,1,0.758096
cril-6_ext.xml.minion.converted.minion.gz,1,0.758096
cril-7.ext.xml.minion.converted.minion,1,0.758096
cril-7.ext.xml.minion.converted.minion.gz,1,0.758096
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,0.409362
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,0.517084
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,0.501525
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,0.457273
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,0.431995
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,0.44986
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,0.413691
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,0.400035
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,0.39196
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,0.395567
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,0.408447
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,0.364666
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,0.786962
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,0.748506
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,0.744188
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,0.743866
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,0.738949
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,0.738949
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,0.743583
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,0.698816
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,0.698816
dubois-100_ext.xml.minion.converted.minion.gz,1,0.793763
dubois-20_ext.xml.minion.converted.minion.gz,1,0.795234
dubois-21_ext.xml.minion.converted.minion.gz,1,0.795147
dubois-22_ext.xml.minion.converted.minion.gz,1,0.795069
dubois-23_ext.xml.minion.converted.minion.gz,1,0.794997
dubois-24_ext.xml.minion.converted.minion.gz,1,0.794931
dubois-25_ext.xml.minion.converted.minion.gz,1,0.79487
dubois-26_ext.xml.minion.converted.minion.gz,1,0.794814
dubois-27_ext.xml.minion.converted.minion.gz,1,0.794761
dubois-28_ext.xml.minion.converted.minion.gz,1,0.794713
dubois-29_ext.xml.minion.converted.minion.gz,1,0.794668
dubois-30_ext.xml.minion.converted.minion.gz,1,0.794626
dubois-50_ext.xml.minion.converted.minion.gz,1,0.794134
ehi-85-297-0_ext.xml.minion.gz,1,0.840488
ehi-85-297-10_ext.xml.minion.gz,1,0.840238
ehi-85-297-11_ext.xml.minion.gz,1,0.840263
ehi-85-297-12_ext.xml.minion.gz,1,0.840458
ehi-85-297-13_ext.xml.minion.gz,1,0.840188
ehi-85-297-14_ext.xml.minion.gz,1,0.840405
ehi-85-297-15_ext.xml.minion.gz,1,0.840504
ehi-85-297-16_ext.xml.minion.gz,1,0.840441
ehi-85-297-17_ext.xml.minion.gz,1,0.840396
ehi-85-297-18_ext.xml.minion.gz,1,0.840475
ehi-85-297-19_ext.xml.minion.gz,1,0.840481
ehi-85-297-1_ext.xml.minion.gz,1,0.839991
ehi-85-297-20_ext.xml.minion.gz,1,0.840528
ehi-85-297-21_ext.xml.minion.gz,1,0.840072
ehi-85-297-22_ext.xml.minion.gz,1,0.840499
ehi-85-297-23_ext.xml.minion.gz,1,0.840477
ehi-85-297-24_ext.xml.minion.gz,1,0.840358
ehi-85-297-25_ext.xml.minion.gz,1,0.84016
ehi-85-297-26_ext.xml.minion.gz,1,0.840157
ehi-85-297-27_ext.xml.minion.gz,1,0.840235
ehi-85-297-28_ext.xml.minion.gz,1,0.840351
ehi-85-297-29_ext.xml.minion.gz,1,0.840385
ehi-85-297-2_ext.xml.minion.gz,1,0.840481
ehi-85-297-30_ext.xml.minion.gz,1,0.840334
ehi-85-297-31_ext.xml.minion.gz,1,0.840356
ehi-85-297-32_ext.xml.minion.gz,1,0.840383
ehi-85-297-33_ext.xml.minion.gz,1,0.840495
ehi-85-297-34_ext.xml.minion.gz,1,0.840202
ehi-85-297-35_ext.xml.minion.gz,1,0.840228
ehi-85-297-36_ext.xml.minion.gz,1,0.840411
ehi-85-297-37_ext.xml.minion.gz,1,0.840453
ehi-85-297-38_ext.xml.minion.gz,1,0.840354
ehi-85-297-39_ext.xml.minion.gz,1,0.840372
ehi-85-297-3_ext.xml.minion.gz,1,0.840273
ehi-85-297-40_ext.xml.minion.gz,1,0.840389
ehi-85-297-41_ext.xml.minion.gz,1,0.840082
ehi-85-297-42_ext.xml.minion.gz,1,0.840437
ehi-85-297-43_ext.xml.minion.gz,1,0.840302
ehi-85-297-44_ext.xml.minion.gz,1,0.840296
ehi-85-297-45_ext.xml.minion.gz,1,0.840377
ehi-85-297-46_ext.xml.minion.gz,1,0.840401
ehi-85-297-47_ext.xml.minion.gz,1,0.83984
ehi-85-297-48_ext.xml.minion.gz,1,0.840415
ehi-85-297-49_ext.xml.minion.gz,1,0.840442
ehi-85-297-4_ext.xml.minion.gz,1,0.840146
ehi-85-297-50_ext.xml.minion.gz,1,0.840413
ehi-85-297-51_ext.xml.minion.gz,1,0.840323
ehi-85-297-52_ext.xml.minion.gz,1,0.840163
ehi-85-297-53_ext.xml.minion.gz,1,0.84035
ehi-85-297-54_ext.xml.minion.gz,1,0.84033
ehi-85-297-55_ext.xml.minion.gz,1,0.840404
ehi-85-297-56_ext.xml.minion.gz,1,0.840401
ehi-85-297-57_ext.xml.minion.gz,1,0.84038
ehi-85-297-58_ext.xml.minion.gz,1,0.840353
ehi-85-297-59_ext.xml.minion.gz,1,0.840508
ehi-85-297-5_ext.xml.minion.gz,1,0.840454
ehi-85-297-60_ext.xml.minion.gz,1,0.840502
ehi-85-297-61_ext.xml.minion.gz,1,0.840327
ehi-85-297-62_ext.xml.minion.gz,1,0.840532
ehi-85-297-63_ext.xml.minion.gz,1,0.840193
ehi-85-297-64_ext.xml.minion.gz,1,0.84009
ehi-85-297-65_ext.xml.minion.gz,1,0.840365
ehi-85-297-66_ext.xml.minion.gz,1,0.840439
ehi-85-297-67_ext.xml.minion.gz,1,0.840302
ehi-85-297-68_ext.xml.minion.gz,1,0.840284
ehi-85-297-69_ext.xml.minion.gz,1,0.840534
ehi-85-297-6_ext.xml.minion.gz,1,0.840548
ehi-85-297-70_ext.xml.minion.gz,1,0.840286
ehi-85-297-71_ext.xml.minion.gz,1,0.840162
ehi-85-297-72_ext.xml.minion.gz,1,0.840295
ehi-85-297-73_ext.xml.minion.gz,1,0.840459
ehi-85-297-74_ext.xml.minion.gz,1,0.840024
ehi-85-297-75_ext.xml.minion.gz,1,0.840194
ehi-85-297-76_ext.xml.minion.gz,1,0.840264
ehi-85-297-77_ext.xml.minion.gz,1,0.840323
ehi-85-297-78_ext.xml.minion.gz,1,0.840397
ehi-85-297-79_ext.xml.minion.gz,1,0.840106
ehi-85-297-7_ext.xml.minion.gz,1,0.840202
ehi-85-297-80_ext.xml.minion.gz,1,0.840409
ehi-85-297-81_ext.xml.minion.gz,1,0.840271
ehi-85-297-82_ext.xml.minion.gz,1,0.840303
ehi-85-297-83_ext.xml.minion.gz,1,0.840189
ehi-85-297-84_ext.xml.minion.gz,1,0.840375
ehi-85-297-85_ext.xml.minion.gz,1,0.840545
ehi-85-297-86_ext.xml.minion.gz,1,0.840411
ehi-85-297-87_ext.xml.minion.gz,1,0.840066
ehi-85-297-88_ext.xml.minion.gz,1,0.840402
ehi-85-297-89_ext.xml.minion.gz,1,0.840319
ehi-85-297-8_ext.xml.minion.gz,1,0.839947
ehi-85-297-90_ext.xml.minion.gz,1,0.840535
ehi-85-297-91_ext.xml.minion.gz,1,0.840177
ehi-85-297-92_ext.xml.minion.gz,1,0.840205
ehi-85-297-93_ext.xml.minion.gz,1,0.840404
ehi-85-297-94_ext.xml.minion.gz,1,0.840031
ehi-85-297-95_ext.xml.minion.gz,1,0.840101
ehi-85-297-96_ext.xml.minion.gz,1,0.840246
ehi-85-297-97_ext.xml.minion.gz,1,0.840246
ehi-85-297-98_ext.xml.minion.gz,1,0.840194
ehi-85-297-99_ext.xml.minion.gz,1,0.840278
ehi-85-297-9_ext.xml.minion.gz,1,0.840307
ehi-90-315-0_ext.xml.minion.gz,1,0.840157
ehi-90-315-10_ext.xml.minion.gz,1,0.840362
ehi-90-315-11_ext.xml.minion.gz,1,0.840453
ehi-90-315-12_ext.xml.minion.gz,1,0.839908
ehi-90-315-13_ext.xml.minion.gz,1,0.840385
ehi-90-315-14_ext.xml.minion.gz,1,0.840484
ehi-90-315-15_ext.xml.minion.gz,1,0.840391
ehi-90-315-16_ext.xml.minion.gz,1,0.840297
ehi-90-315-17_ext.xml.minion.gz,1,0.840367
ehi-90-315-18_ext.xml.minion.gz,1,0.840163
ehi-90-315-19_ext.xml.minion.gz,1,0.840192
ehi-90-315-1_ext.xml.minion.gz,1,0.84026
ehi-90-315-20_ext.xml.minion.gz,1,0.8405
ehi-90-315-21_ext.xml.minion.gz,1,0.840314
ehi-90-315-22_ext.xml.minion.gz,1,0.840298
ehi-90-315-23_ext.xml.minion.gz,1,0.840093
ehi-90-315-24_ext.xml.minion.gz,1,0.840244
ehi-90-315-25_ext.xml.minion.gz,1,0.840468
ehi-90-315-26_ext.xml.minion.gz,1,0.840148
ehi-90-315-27_ext.xml.minion.gz,1,0.840343
ehi-90-315-28_ext.xml.minion.gz,1,0.840488
ehi-90-315-29_ext.xml.minion.gz,1,0.839959
ehi-90-315-2_ext.xml.minion.gz,1,0.840418
ehi-90-315-30_ext.xml.minion.gz,1,0.840483
ehi-90-315-31_ext.xml.minion.gz,1,0.840246
ehi-90-315-32_ext.xml.minion.gz,1,0.84034
ehi-90-315-33_ext.xml.minion.gz,1,0.840335
ehi-90-315-34_ext.xml.minion.gz,1,0.840341
ehi-90-315-35_ext.xml.minion.gz,1,0.840171
ehi-90-315-36_ext.xml.minion.gz,1,0.84038
ehi-90-315-37_ext.xml.minion.gz,1,0.84048
ehi-90-315-38_ext.xml.minion.gz,1,0.840403
ehi-90-315-39_ext.xml.minion.gz,1,0.840434
ehi-90-315-3_ext.xml.minion.gz,1,0.840374
ehi-90-315-40_ext.xml.minion.gz,1,0.840151
ehi-90-315-41_ext.xml.minion.gz,1,0.840399
ehi-90-315-42_ext.xml.minion.gz,1,0.840447
ehi-90-315-43_ext.xml.minion.gz,1,0.840276
ehi-90-315-44_ext.xml.minion.gz,1,0.840298
ehi-90-315-45_ext.xml.minion.gz,1,0.840519
ehi-90-315-46_ext.xml.minion.gz,1,0.840403
ehi-90-315-47_ext.xml.minion.gz,1,0.840435
ehi-90-315-48_ext.xml.minion.gz,1,0.840338
ehi-90-315-49_ext.xml.minion.gz,1,0.840502
ehi-90-315-4_ext.xml.minion.gz,1,0.84037
ehi-90-315-50_ext.xml.minion.gz,1,0.840514
ehi-90-315-51_ext.xml.minion.gz,1,0.840307
ehi-90-315-52_ext.xml.minion.gz,1,0.840402
ehi-90-315-53_ext.xml.minion.gz,1,0.84036
ehi-90-315-54_ext.xml.minion.gz,1,0.840308
ehi-90-315-55_ext.xml.minion.gz,1,0.840407
ehi-90-315-56_ext.xml.minion.gz,1,0.840463
ehi-90-315-57_ext.xml.minion.gz,1,0.840174
ehi-90-315-58_ext.xml.minion.gz,1,0.840492
ehi-90-315-59_ext.xml.minion.gz,1,0.840036
ehi-90-315-5_ext.xml.minion.gz,1,0.84043
ehi-90-315-60_ext.xml.minion.gz,1,0.840457
ehi-90-315-61_ext.xml.minion.gz,1,0.840122
ehi-90-315-62_ext.xml.minion.gz,1,0.840382
ehi-90-315-63_ext.xml.minion.gz,1,0.840007
ehi-90-315-64_ext.xml.minion.gz,1,0.840322
ehi-90-315-65_ext.xml.minion.gz,1,0.840286
ehi-90-315-66_ext.xml.minion.gz,1,0.840137
ehi-90-315-67_ext.xml.minion.gz,1,0.840489
ehi-90-315-68_ext.xml.minion.gz,1,0.840489
ehi-90-315-69_ext.xml.minion.gz,1,0.840296
ehi-90-315-6_ext.xml.minion.gz,1,0.8404
ehi-90-315-70_ext.xml.minion.gz,1,0.84035
ehi-90-315-71_ext.xml.minion.gz,1,0.840352
ehi-90-315-72_ext.xml.minion.gz,1,0.840343
ehi-90-315-73_ext.xml.minion.gz,1,0.840249
ehi-90-315-74_ext.xml.minion.gz,1,0.840501
ehi-90-315-75_ext.xml.minion.gz,1,0.840276
ehi-90-315-76_ext.xml.minion.gz,1,0.840022
ehi-90-315-77_ext.xml.minion.gz,1,0.840427
ehi-90-315-78_ext.xml.minion.gz,1,0.840444
ehi-90-315-79_ext.xml.minion.gz,1,0.840052
ehi-90-315-7_ext.xml.minion.gz,1,0.840206
ehi-90-315-80_ext.xml.minion.gz,1,0.840388
ehi-90-315-81_ext.xml.minion.gz,1,0.8403
ehi-90-315-82_ext.xml.minion.gz,1,0.840434
ehi-90-315-83_ext.xml.minion.gz,1,0.839973
ehi-90-315-84_ext.xml.minion.gz,1,0.840321
ehi-90-315-85_ext.xml.minion.gz,1,0.840359
ehi-90-315-86_ext.xml.minion.gz,1,0.840173
ehi-90-315-87_ext.xml.minion.gz,1,0.839976
ehi-90-315-88_ext.xml.minion.gz,1,0.840285
ehi-90-315-89_ext.xml.minion.gz,1,0.840304
ehi-90-315-8_ext.xml.minion.gz,1,0.8398
ehi-90-315-90_ext.xml.minion.gz,1,0.840458
ehi-90-315-91_ext.xml.minion.gz,1,0.840142
ehi-90-315-92_ext.xml.minion.gz,1,0.840443
ehi-90-315-93_ext.xml.minion.gz,1,0.840516
ehi-90-315-94_ext.xml.minion.gz,1,0.840499
ehi-90-315-95_ext.xml.minion.gz,1,0.840336
ehi-90-315-96_ext.xml.minion.gz,1,0.840393
ehi-90-315-97_ext.xml.minion.gz,1,0.840175
ehi-90-315-98_ext.xml.minion.gz,1,0.840531
ehi-90-315-99_ext.xml.minion.gz,1,0.840459
ehi-90-315-9_ext.xml.minion.gz,1,0.839865
frb30-15-1-mgd_ext.xml.minion.gz,1,0.725678
frb30-15-2-mgd_ext.xml.minion.gz,1,0.728554
frb30-15-3-mgd_ext.xml.minion.gz,1,0.721925
frb30-15-4-mgd_ext.xml.minion.gz,1,0.727274
frb30-15-5-mgd_ext.xml.minion.gz,1,0.722602
frb35-17-1-mgd_ext.xml.minion.gz,1,0.711454
frb35-17-2-mgd_ext.xml.minion.gz,1,0.728767
frb35-17-3-mgd_ext.xml.minion.gz,1,0.721431
frb35-17-4-mgd_ext.xml.minion.gz,1,0.72631
frb35-17-5-mgd_ext.xml.minion.gz,1,0.71197
frb40-19-1-mgd_ext.xml.minion.gz,1,0.72758
frb40-19-2-mgd_ext.xml.minion.gz,1,0.722508
frb40-19-3-mgd_ext.xml.minion.gz,1,0.715556
frb40-19-4-mgd_ext.xml.minion.gz,1,0.707894
frb40-19-5-mgd_ext.xml.minion.gz,1,0.704312
frb45-21-1-mgd_ext.xml.minion.gz,1,0.708067
frb45-21-2-mgd_ext.xml.minion.gz,1,0.710933
frb45-21-3-mgd_ext.xml.minion.gz,1,0.7167
frb45-21-4-mgd_ext.xml.minion.gz,1,0.715652
frb45-21-5-mgd_ext.xml.minion.gz,1,0.714491
frb50-23-1-mgd_ext.xml.minion.gz,1,0.705526
frb50-23-2-mgd_ext.xml.minion.gz,1,0.700364
frb50-23-3-mgd_ext.xml.minion.gz,1,0.704831
frb50-23-4-mgd_ext.xml.minion.gz,1,0.706472
frb50-23-5-mgd_ext.xml.minion.gz,1,0.707051
frb53-24-1-mgd_ext.xml.minion.gz,1,0.709423
frb53-24-2-mgd_ext.xml.minion.gz,1,0.7021
frb53-24-3-mgd_ext.xml.minion.gz,1,0.707364
frb53-24-4-mgd_ext.xml.minion.gz,1,0.7059
frb53-24-5-mgd_ext.xml.minion.gz,1,0.710553
frb56-25-1-mgd_ext.xml.minion.gz,1,0.700431
frb56-25-2-mgd_ext.xml.minion.gz,1,0.70195
frb56-25-3-mgd_ext.xml.minion.gz,1,0.70541
frb56-25-4-mgd_ext.xml.minion.gz,1,0.698828
frb56-25-5-mgd_ext.xml.minion.gz,1,0.701888
frb59-26-1-mgd_ext.xml.minion.gz,1,0.702431
frb59-26-2-mgd_ext.xml.minion.gz,1,0.707116
frb59-26-3-mgd_ext.xml.minion.gz,1,0.710421
frb59-26-4-mgd_ext.xml.minion.gz,1,0.697987
frb59-26-5-mgd_ext.xml.minion.gz,1,0.704535
geo50-20-d4-75-100_ext.xml.minion.gz,1,0.692083
geo50-20-d4-75-10_ext.xml.minion.gz,1,0.688825
geo50-20-d4-75-11_ext.xml.minion.gz,1,0.690196
geo50-20-d4-75-12_ext.xml.minion.gz,1,0.686474
geo50-20-d4-75-13_ext.xml.minion.gz,1,0.690245
geo50-20-d4-75-14_ext.xml.minion.gz,1,0.689354
geo50-20-d4-75-15_ext.xml.minion.gz,1,0.689814
geo50-20-d4-75-16_ext.xml.minion.gz,1,0.690591
geo50-20-d4-75-17_ext.xml.minion.gz,1,0.691156
geo50-20-d4-75-18_ext.xml.minion.gz,1,0.690692
geo50-20-d4-75-19_ext.xml.minion.gz,1,0.687262
geo50-20-d4-75-1_ext.xml.minion.gz,1,0.688278
geo50-20-d4-75-20_ext.xml.minion.gz,1,0.689814
geo50-20-d4-75-21_ext.xml.minion.gz,1,0.69296
geo50-20-d4-75-22_ext.xml.minion.gz,1,0.689909
geo50-20-d4-75-23_ext.xml.minion.gz,1,0.690196
geo50-20-d4-75-24_ext.xml.minion.gz,1,0.692083
geo50-20-d4-75-25_ext.xml.minion.gz,1,0.692254
geo50-20-d4-75-26_ext.xml.minion.gz,1,0.691748
geo50-20-d4-75-27_ext.xml.minion.gz,1,0.690641
geo50-20-d4-75-28_ext.xml.minion.gz,1,0.688696
geo50-20-d4-75-29_ext.xml.minion.gz,1,0.690196
geo50-20-d4-75-2_ext.xml.minion.gz,1,0.688527
geo50-20-d4-75-30_ext.xml.minion.gz,1,0.691638
geo50-20-d4-75-31_ext.xml.minion.gz,1,0.693021
geo50-20-d4-75-32_ext.xml.minion.gz,1,0.690845
geo50-20-d4-75-33_ext.xml.minion.gz,1,0.691104
geo50-20-d4-75-34_ext.xml.minion.gz,1,0.691803
geo50-20-d4-75-35_ext.xml.minion.gz,1,0.689086
geo50-20-d4-75-36_ext.xml.minion.gz,1,0.695549
geo50-20-d4-75-37_ext.xml.minion.gz,1,0.693204
geo50-20-d4-75-38_ext.xml.minion.gz,1,0.690245
geo50-20-d4-75-39_ext.xml.minion.gz,1,0.694361
geo50-20-d4-75-3_ext.xml.minion.gz,1,0.692026
geo50-20-d4-75-40_ext.xml.minion.gz,1,0.693021
geo50-20-d4-75-41_ext.xml.minion.gz,1,0.688402
geo50-20-d4-75-42_ext.xml.minion.gz,1,0.691584
geo50-20-d4-75-43_ext.xml.minion.gz,1,0.690052
geo50-20-d4-75-44_ext.xml.minion.gz,1,0.693021
geo50-20-d4-75-45_ext.xml.minion.gz,1,0.691693
geo50-20-d4-75-46_ext.xml.minion.gz,1,0.690004
geo50-20-d4-75-47_ext.xml.minion.gz,1,0.692661
geo50-20-d4-75-48_ext.xml.minion.gz,1,0.690999
geo50-20-d4-75-49_ext.xml.minion.gz,1,0.690392
geo50-20-d4-75-4_ext.xml.minion.gz,1,0.690743
geo50-20-d4-75-50_ext.xml.minion.gz,1,0.690491
geo50-20-d4-75-51_ext.xml.minion.gz,1,0.688868
geo50-20-d4-75-52_ext.xml.minion.gz,1,0.687836
geo50-20-d4-75-53_ext.xml.minion.gz,1,0.688739
geo50-20-d4-75-54_ext.xml.minion.gz,1,0.691051
geo50-20-d4-75-55_ext.xml.minion.gz,1,0.688485
geo50-20-d4-75-56_ext.xml.minion.gz,1,0.689264
geo50-20-d4-75-57_ext.xml.minion.gz,1,0.685336
geo50-20-d4-75-58_ext.xml.minion.gz,1,0.688955
geo50-20-d4-75-59_ext.xml.minion.gz,1,0.692485
geo50-20-d4-75-5_ext.xml.minion.gz,1,0.693579
geo50-20-d4-75-60_ext.xml.minion.gz,1,0.689219
geo50-20-d4-75-61_ext.xml.minion.gz,1,0.693328
geo50-20-d4-75-62_ext.xml.minion.gz,1,0.687488
geo50-20-d4-75-63_ext.xml.minion.gz,1,0.688361
geo50-20-d4-75-64_ext.xml.minion.gz,1,0.69403
geo50-20-d4-75-65_ext.xml.minion.gz,1,0.690948
geo50-20-d4-75-66_ext.xml.minion.gz,1,0.691368
geo50-20-d4-75-67_ext.xml.minion.gz,1,0.688696
geo50-20-d4-75-68_ext.xml.minion.gz,1,0.690641
geo50-20-d4-75-69_ext.xml.minion.gz,1,0.693266
geo50-20-d4-75-6_ext.xml.minion.gz,1,0.693082
geo50-20-d4-75-70_ext.xml.minion.gz,1,0.689175
geo50-20-d4-75-71_ext.xml.minion.gz,1,0.691693
geo50-20-d4-75-72_ext.xml.minion.gz,1,0.691368
geo50-20-d4-75-73_ext.xml.minion.gz,1,0.688361
