@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_TRINARY+ NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_reducedClauses NUMERIC
@ATTRIBUTE csp_dyn_log_propags NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE support_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE directorder_vars-clauses-ratio NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE csp_log_extra_ranges NUMERIC
@ATTRIBUTE direct_BINARY+ NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE support_BINARY+ NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE support_VCG-VAR-mean NUMERIC
@ATTRIBUTE directorder_VG-max NUMERIC
@ATTRIBUTE csp_log_constraints NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_VCG-VAR-max NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE csp_max_arity NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE support_horn-clauses-fraction NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE csp_percent_avg_continuity NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_dyn_log_nodes NUMERIC
@ATTRIBUTE direct_reducedClauses NUMERIC
@ATTRIBUTE csp_log_lists NUMERIC
@ATTRIBUTE directorder_CG-featuretime NUMERIC
@ATTRIBUTE csp_dyn_log_avg_weight NUMERIC
@ATTRIBUTE csp_dyn_log_stdev_weight NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE csp_log_bits NUMERIC
@ATTRIBUTE csp_percent_global NUMERIC
@ATTRIBUTE direct_TRINARY+ NUMERIC

@DATA
real/fapp36-40/fapp37/fapp37-2250-8.xml,1,43.385091,68.40371,31.591138,26.091574,?,?,?,0,?,?,?,?,?,?,?,?,?,16.390673,20.546733,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.521804,?,?,?,?,?,15.381915,?,?,?,?,?,?,2,?,?,?,?,8.696735,?,5,?,11.135709,?,5.230135,4.729244,-1,?,-1,0,?
real/fapp36-40/fapp37/fapp37-2250-2.xml,1,43.385091,68.40371,31.591138,26.091574,?,?,?,0,?,?,?,?,?,?,?,?,?,15.871472,20.546733,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.521804,?,?,?,?,?,15.381915,?,?,?,?,?,?,2,?,?,?,?,8.696735,?,2.584963,?,11.135709,?,5.243398,4.722949,-1,?,-1,0,?
real/fapp36-40/fapp37/fapp37-2250-0.xml,1,43.385091,68.40371,31.591138,26.091574,?,?,?,0,?,?,?,?,?,?,?,?,?,17.153047,20.546733,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.521804,?,?,?,?,?,15.381915,?,?,?,?,?,?,2,?,?,?,?,8.696735,?,0,?,11.135709,?,5.236952,4.726187,-1,?,-1,0,?
real/fapp36-40/fapp37/fapp37-2250-6.xml,1,43.385091,68.40371,31.591138,26.091574,?,?,?,0,?,?,?,?,?,?,?,?,?,15.847694,20.546733,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.521804,?,?,?,?,?,15.381915,?,?,?,?,?,?,2,?,?,?,?,8.696735,?,2.584963,?,11.135709,?,5.243398,4.722949,-1,?,-1,0,?
real/fapp36-40/fapp37/fapp37-2250-7.xml,1,43.385091,68.40371,31.591138,26.091574,?,?,?,0,?,?,?,?,?,?,?,?,?,15.941598,20.546733,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.521804,?,?,?,?,?,15.381915,?,?,?,?,?,?,2,?,?,?,?,8.696735,?,3.321928,?,11.135709,?,5.240908,4.724226,-1,?,-1,0,?
real/fapp36-40/fapp37/fapp37-2250-4.xml,1,43.385091,68.40371,31.591138,26.091574,?,?,?,0,?,?,?,?,?,?,?,?,?,15.85387,20.546733,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.521804,?,?,?,?,?,15.381915,?,?,?,?,?,?,2,?,?,?,?,8.696735,?,2.584963,?,11.135709,?,5.243398,4.722949,-1,?,-1,0,?
real/fapp36-40/fapp37/fapp37-2250-1.xml,1,43.385091,68.40371,31.591138,26.091574,?,?,?,0,?,?,?,?,?,?,?,?,?,15.876037,20.546733,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.521804,?,?,?,?,?,15.381915,?,?,?,?,?,?,2,?,?,?,?,8.696735,?,2.584963,?,11.135709,?,5.243398,4.722949,-1,?,-1,0,?
real/fapp36-40/fapp37/fapp37-2250-9.xml,1,43.385091,68.40371,31.591138,26.091574,?,?,?,0,?,?,?,?,?,?,?,?,?,16.242467,20.546733,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.521804,?,?,?,?,?,15.381915,?,?,?,?,?,?,2,?,?,?,?,8.696735,?,4.584963,?,11.135709,?,5.234518,4.72711,-1,?,-1,0,?
real/fapp36-40/fapp37/fapp37-2250-5.xml,1,43.385091,68.40371,31.591138,26.091574,?,?,?,0,?,?,?,?,?,?,?,?,?,15.851163,20.546733,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.521804,?,?,?,?,?,15.381915,?,?,?,?,?,?,2,?,?,?,?,8.696735,?,2.584963,?,11.135709,?,5.243398,4.722949,-1,?,-1,0,?
real/fapp36-40/fapp37/fapp37-2250-10.xml,1,43.385091,68.40371,31.591138,26.091574,?,?,?,0,?,?,?,?,?,?,?,?,?,16.129303,20.546733,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.521804,?,?,?,?,?,15.381915,?,?,?,?,?,?,2,?,?,?,?,8.696735,?,4.523562,?,11.135709,?,5.235438,4.726624,-1,?,-1,0,?
real/fapp36-40/fapp40/fapp40-3000-10.xml,1,43.296295,68.401808,26.41969,24.988197,?,?,?,0,?,?,?,?,?,?,?,?,?,16.308428,20.837097,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.74173,?,?,?,?,?,15.708545,?,?,?,?,?,?,2,?,?,?,?,7.477543,?,3.169925,?,11.550747,?,5.154967,4.339751,-1,?,-1,0,?
real/fapp36-40/fapp40/fapp40-3000-2.xml,1,43.296295,68.401808,26.41969,24.988197,?,?,?,0,?,?,?,?,?,?,?,?,?,16.351629,20.837097,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.74173,?,?,?,?,?,15.708545,?,?,?,?,?,?,2,?,?,?,?,7.477543,?,3.169925,?,11.550747,?,5.154575,4.340041,-1,?,-1,0,?
real/fapp36-40/fapp40/fapp40-3000-3.xml,1,43.296295,68.401808,26.41969,24.988197,?,?,?,0,?,?,?,?,?,?,?,?,?,16.346964,20.837097,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.74173,?,?,?,?,?,15.708545,?,?,?,?,?,?,2,?,?,?,?,7.477543,?,3.169925,?,11.550747,?,5.154575,4.340041,-1,?,-1,0,?
real/fapp36-40/fapp40/fapp40-3000-1.xml,1,43.296295,68.401808,26.41969,24.988197,?,?,?,0,?,?,?,?,?,?,?,?,?,16.353543,20.837097,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.74173,?,?,?,?,?,15.708545,?,?,?,?,?,?,2,?,?,?,?,7.477543,?,3.169925,?,11.550747,?,5.154575,4.340041,-1,?,-1,0,?
real/fapp36-40/fapp40/fapp40-3000-4.xml,1,43.296295,68.401808,26.41969,24.988197,?,?,?,0,?,?,?,?,?,?,?,?,?,16.344244,20.837097,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.74173,?,?,?,?,?,15.708545,?,?,?,?,?,?,2,?,?,?,?,7.477543,?,3.169925,?,11.550747,?,5.154967,4.33973,-1,?,-1,0,?
real/fapp36-40/fapp40/fapp40-3000-7.xml,1,43.296295,68.401808,26.41969,24.988197,?,?,?,0,?,?,?,?,?,?,?,?,?,16.327816,20.837097,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.74173,?,?,?,?,?,15.708545,?,?,?,?,?,?,2,?,?,?,?,7.477543,?,3.169925,?,11.550747,?,5.154967,4.33973,-1,?,-1,0,?
real/fapp36-40/fapp40/fapp40-3000-8.xml,1,43.296295,68.401808,26.41969,24.988197,?,?,?,0,?,?,?,?,?,?,?,?,?,16.495496,20.837097,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.74173,?,?,?,?,?,15.708545,?,?,?,?,?,?,2,?,?,?,?,7.477543,?,4.392317,?,11.550747,?,5.149436,4.343999,-1,?,-1,0,?
real/fapp36-40/fapp40/fapp40-3000-6.xml,1,43.296295,68.401808,26.41969,24.988197,?,?,?,0,?,?,?,?,?,?,?,?,?,16.329639,20.837097,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.74173,?,?,?,?,?,15.708545,?,?,?,?,?,?,2,?,?,?,?,7.477543,?,3.169925,?,11.550747,?,5.154967,4.33973,-1,?,-1,0,?
real/fapp36-40/fapp40/fapp40-3000-9.xml,1,43.296295,68.401808,26.41969,24.988197,?,?,?,0,?,?,?,?,?,?,?,?,?,16.600508,20.837097,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.74173,?,?,?,?,?,15.708545,?,?,?,?,?,?,2,?,?,?,?,7.477543,?,4.523562,?,11.550747,?,5.14911,4.344126,-1,?,-1,0,?
real/fapp36-40/fapp40/fapp40-3000-0.xml,1,43.296295,68.401808,26.41969,24.988197,?,?,?,0,?,?,?,?,?,?,?,?,?,16.406321,20.837097,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.74173,?,?,?,?,?,15.708545,?,?,?,?,?,?,2,?,?,?,?,7.477543,?,3,?,11.550747,?,5.154305,4.340054,-1,?,-1,0,?
real/fapp36-40/fapp40/fapp40-3000-5.xml,1,43.296295,68.401808,26.41969,24.988197,?,?,?,0,?,?,?,?,?,?,?,?,?,16.343012,20.837097,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,0.74173,?,?,?,?,?,15.708545,?,?,?,?,?,?,2,?,?,?,?,7.477543,?,3.169925,?,11.550747,?,5.154967,4.33973,-1,?,-1,0,?
real/fapp31-35/fapp32/fapp32-0550-1.xml,1,43.232216,68.303562,31.591138,28.554127,?,?,?,0,?,?,?,?,?,?,?,?,?,14.849014,18.774543,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,1.23348,?,?,?,?,?,13.207777,?,?,?,?,?,?,2,?,?,?,?,10.555714,?,3.906891,?,9.103288,?,5.068671,3.877805,-1,?,-1,0,?
real/fapp31-35/fapp32/fapp32-0550-6.xml,1,43.232216,68.303562,31.591138,28.554127,?,?,?,0,?,?,?,?,?,?,?,?,?,14.333225,18.774543,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,1.23348,?,?,?,?,?,13.207777,?,?,?,?,?,?,2,?,?,?,?,10.555714,?,2.807355,?,9.103288,?,5.08939,3.851706,-1,?,-1,0,?
real/fapp31-35/fapp32/fapp32-0550-2.xml,1,43.232216,68.303562,31.591138,28.554127,?,?,?,0,?,?,?,?,?,?,?,?,?,14.847791,18.774543,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,1.23348,?,?,?,?,?,13.207777,?,?,?,?,?,?,2,?,?,?,?,10.555714,?,3.906891,?,9.103288,?,5.068671,3.877805,-1,?,-1,0,?
real/fapp31-35/fapp32/fapp32-0550-5.xml,1,43.232216,68.303562,31.591138,28.554127,?,?,?,0,?,?,?,?,?,?,?,?,?,14.511629,18.774543,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,1.23348,?,?,?,?,?,13.207777,?,?,?,?,?,?,2,?,?,?,?,10.555714,?,3.169925,?,9.103288,?,5.083213,3.861155,-1,?,-1,0,?
real/fapp31-35/fapp32/fapp32-0550-9.xml,1,43.232216,68.303562,31.591138,28.554127,?,?,?,0,?,?,?,?,?,?,?,?,?,14.432542,18.774543,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,1.23348,?,?,?,?,?,13.207777,?,?,?,?,?,?,2,?,?,?,?,10.555714,?,3.169925,?,9.103288,?,5.0812,3.863707,-1,?,-1,0,?
real/fapp31-35/fapp32/fapp32-0550-4.xml,1,43.232216,68.303562,31.591138,28.554127,?,?,?,0,?,?,?,?,?,?,?,?,?,14.514837,18.774543,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,1.23348,?,?,?,?,?,13.207777,?,?,?,?,?,?,2,?,?,?,?,10.555714,?,3.169925,?,9.103288,?,5.083213,3.861155,-1,?,-1,0,?
real/fapp31-35/fapp32/fapp32-0550-10.xml,1,43.232216,68.303562,31.591138,28.554127,?,?,?,0,?,?,?,?,?,?,?,?,?,14.433194,18.774543,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,1.23348,?,?,?,?,?,13.207777,?,?,?,?,?,?,2,?,?,?,?,10.555714,?,3.169925,?,9.103288,?,5.0812,3.863682,-1,?,-1,0,?
real/fapp31-35/fapp32/fapp32-0550-8.xml,1,43.232216,68.303562,31.591138,28.554127,?,?,?,0,?,?,?,?,?,?,?,?,?,14.223926,18.774543,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,1.23348,?,?,?,?,?,13.207777,?,?,?,?,?,?,2,?,?,?,?,10.555714,?,2.584963,?,9.103288,?,5.09093,3.851463,-1,?,-1,0,?
real/fapp31-35/fapp32/fapp32-0550-0.xml,1,43.232216,68.303562,31.591138,28.554127,?,?,?,0,?,?,?,?,?,?,?,?,?,14.351974,18.774543,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,1.23348,?,?,?,?,?,13.207777,?,?,?,?,?,?,2,?,?,?,?,10.555714,?,2.321928,?,9.103288,?,5.093698,3.847814,-1,?,-1,0,?
real/fapp31-35/fapp32/fapp32-0550-7.xml,1,43.232216,68.303562,31.591138,28.554127,?,?,?,0,?,?,?,?,?,?,?,?,?,14.301568,18.774543,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,1.23348,?,?,?,?,?,13.207777,?,?,?,?,?,?,2,?,?,?,?,10.555714,?,2.807355,?,9.103288,?,5.08939,3.851706,-1,?,-1,0,?
real/fapp31-35/fapp32/fapp32-0550-3.xml,1,43.232216,68.303562,31.591138,28.554127,?,?,?,0,?,?,?,?,?,?,?,?,?,14.586605,18.774543,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,1.23348,?,?,?,?,?,13.207777,?,?,?,?,?,?,2,?,?,?,?,10.555714,?,3.321928,?,9.103288,?,5.081742,3.861432,-1,?,-1,0,?
real/fapp31-35/fapp35/fapp35-1500-9.xml,1,43.068836,68.297005,26.41969,23.733338,?,?,?,0.036253,?,?,?,?,?,?,?,?,?,15.59342,24.48308,?,?,20,?,?,?,?,?,?,?,?,?,4.584963,?,1.981942,?,?,?,?,?,14.431367,?,?,?,?,?,?,2,?,?,?,?,12.647288,?,5.491853,?,10.544964,?,4.843644,4.174811,-1,?,2.584963,0,?
real/fapp31-35/fapp35/fapp35-1500-8.xml,1,43.068836,68.297005,26.41969,23.733338,?,?,?,0.036253,?,?,?,?,?,?,?,?,?,15.28345,24.483079,?,?,20,?,?,?,?,?,?,?,?,?,4.584963,?,1.981942,?,?,?,?,?,14.431367,?,?,?,?,?,?,2,?,?,?,?,12.647288,?,4.70044,?,10.544964,?,4.857484,4.163588,-1,?,2.584963,0,?
real/fapp31-35/fapp35/fapp35-1500-3.xml,1,43.068836,68.297005,26.41969,23.733338,?,?,?,0.036253,?,?,?,?,?,?,?,?,?,14.809014,24.483078,?,?,20,?,?,?,?,?,?,?,?,?,4.584963,?,1.981942,?,?,?,?,?,14.431367,?,?,?,?,?,?,2,?,?,?,?,12.647288,?,2.584963,?,10.544964,?,4.871914,4.152601,-1,?,2.584963,0,?
real/fapp31-35/fapp35/fapp35-1500-7.xml,1,43.068836,68.297005,26.41969,23.733338,?,?,?,0.036253,?,?,?,?,?,?,?,?,?,15.482083,24.483078,?,?,20,?,?,?,?,?,?,?,?,?,4.584963,?,1.981942,?,?,?,?,?,14.431367,?,?,?,?,?,?,2,?,?,?,?,12.647288,?,5.129283,?,10.544964,?,4.850548,4.169321,-1,?,2.584963,0,?
real/fapp31-35/fapp35/fapp35-1500-1.xml,1,43.068836,68.297005,26.41969,23.733338,?,?,?,0.036253,?,?,?,?,?,?,?,?,?,15.047763,24.483078,?,?,20,?,?,?,?,?,?,?,?,?,4.584963,?,1.981942,?,?,?,?,?,14.431367,?,?,?,?,?,?,2,?,?,?,?,12.647288,?,3.807355,?,10.544964,?,4.866495,4.15658,-1,?,2.584963,0,?
real/fapp31-35/fapp35/fapp35-1500-4.xml,1,43.068836,68.297005,26.41969,23.733338,?,?,?,0.036253,?,?,?,?,?,?,?,?,?,14.785044,24.483078,?,?,20,?,?,?,?,?,?,?,?,?,4.584963,?,1.981942,?,?,?,?,?,14.431367,?,?,?,?,?,?,2,?,?,?,?,12.647288,?,2.321928,?,10.544964,?,4.872832,4.151905,-1,?,2.584963,0,?
real/fapp31-35/fapp35/fapp35-1500-10.xml,1,43.068836,68.297005,26.41969,23.733338,?,?,?,0.036253,?,?,?,?,?,?,?,?,?,15.623481,24.483081,?,?,20,?,?,?,?,?,?,?,?,?,4.584963,?,1.981942,?,?,?,?,?,14.431367,?,?,?,?,?,?,2,?,?,?,?,12.647288,?,5.70044,?,10.544964,?,4.838286,4.179113,-1,?,2.584963,0,?
real/fapp31-35/fapp35/fapp35-1500-6.xml,1,43.068836,68.297005,26.41969,23.733338,?,?,?,0.036253,?,?,?,?,?,?,?,?,?,14.778847,24.483078,?,?,20,?,?,?,?,?,?,?,?,?,4.584963,?,1.981942,?,?,?,?,?,14.431367,?,?,?,?,?,?,2,?,?,?,?,12.647288,?,2.321928,?,10.544964,?,4.872832,4.151905,-1,?,2.584963,0,?
real/fapp31-35/fapp35/fapp35-1500-5.xml,1,43.068836,68.297005,26.41969,23.733338,?,?,?,0.036253,?,?,?,?,?,?,?,?,?,14.785044,24.483078,?,?,20,?,?,?,?,?,?,?,?,?,4.584963,?,1.981942,?,?,?,?,?,14.431367,?,?,?,?,?,?,2,?,?,?,?,12.647288,?,2.321928,?,10.544964,?,4.872832,4.151905,-1,?,2.584963,0,?
real/fapp31-35/fapp35/fapp35-1500-2.xml,1,43.068836,68.297005,26.41969,23.733338,?,?,?,0.036253,?,?,?,?,?,?,?,?,?,14.810321,24.483078,?,?,20,?,?,?,?,?,?,?,?,?,4.584963,?,1.981942,?,?,?,?,?,14.431367,?,?,?,?,?,?,2,?,?,?,?,12.647288,?,2.584963,?,10.544964,?,4.871914,4.152601,-1,?,2.584963,0,?
real/fapp31-35/fapp35/fapp35-1500-0.xml,1,43.068836,68.297005,26.41969,23.733338,?,?,?,0.036253,?,?,?,?,?,?,?,?,?,15.10599,24.483077,?,?,20,?,?,?,?,?,?,?,?,?,4.584963,?,1.981942,?,?,?,?,?,14.431367,?,?,?,?,?,?,2,?,?,?,?,12.647288,?,3.584963,?,10.544964,?,4.866265,4.156694,-1,?,2.584963,0,?
real/fapp31-35/fapp31/fapp31-0400-3.xml,1,41.728272,67.602398,26.457513,26.15043,?,?,?,0,?,?,?,?,?,?,?,?,?,13.369734,18.061382,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,10.880489,?,?,?,?,?,11.552189,?,?,?,?,?,?,2,?,?,?,?,13.855076,?,3.807355,?,8.643856,?,3.841722,2.099781,-1,?,-1,0,?
real/fapp31-35/fapp31/fapp31-0400-8.xml,1,41.728272,67.602398,26.457513,26.15043,?,?,?,0,?,?,?,?,?,?,?,?,?,12.396337,18.061382,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,10.880489,?,?,?,?,?,11.552189,?,?,?,?,?,?,2,?,?,?,?,13.855076,?,1.584963,?,8.643856,?,3.897724,2.098106,-1,?,-1,0,?
real/fapp31-35/fapp31/fapp31-0400-1.xml,1,41.728272,67.602398,26.457513,26.15043,?,?,?,0,?,?,?,?,?,?,?,?,?,12.97728,18.061382,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,10.880489,?,?,?,?,?,11.552189,?,?,?,?,?,?,2,?,?,?,?,13.855076,?,3.169925,?,8.643856,?,3.877744,2.106479,-1,?,-1,0,?
real/fapp31-35/fapp31/fapp31-0400-2.xml,1,41.728272,67.602398,26.457513,26.15043,?,?,?,0,?,?,?,?,?,?,?,?,?,13.071295,18.061382,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,10.880489,?,?,?,?,?,11.552189,?,?,?,?,?,?,2,?,?,?,?,13.855076,?,3.70044,?,8.643856,?,3.859721,2.106856,-1,?,-1,0,?
real/fapp31-35/fapp31/fapp31-0400-4.xml,1,41.728272,67.602398,26.457513,26.15043,?,?,?,0,?,?,?,?,?,?,?,?,?,12.718747,18.061382,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,10.880489,?,?,?,?,?,11.552189,?,?,?,?,?,?,2,?,?,?,?,13.855076,?,2.584963,?,8.643856,?,3.884842,2.095929,-1,?,-1,0,?
real/fapp31-35/fapp31/fapp31-0400-10.xml,1,41.728272,67.602398,26.457513,26.15043,?,?,?,0,?,?,?,?,?,?,?,?,?,12.382894,18.061382,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,10.880489,?,?,?,?,?,11.552189,?,?,?,?,?,?,2,?,?,?,?,13.855076,?,1.584963,?,8.643856,?,3.897724,2.09317,-1,?,-1,0,?
real/fapp31-35/fapp31/fapp31-0400-7.xml,1,41.728272,67.602398,26.457513,26.15043,?,?,?,0,?,?,?,?,?,?,?,?,?,12.399545,18.061382,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,10.880489,?,?,?,?,?,11.552189,?,?,?,?,?,?,2,?,?,?,?,13.855076,?,1.584963,?,8.643856,?,3.897724,2.098106,-1,?,-1,0,?
real/fapp31-35/fapp31/fapp31-0400-0.xml,1,41.728272,67.602398,26.457513,26.15043,?,?,?,0,?,?,?,?,?,?,?,?,?,13.016634,18.061382,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,10.880489,?,?,?,?,?,11.552189,?,?,?,?,?,?,2,?,?,?,?,13.855076,?,3.321928,?,8.643856,?,3.873813,2.108592,-1,?,-1,0,?
real/fapp31-35/fapp31/fapp31-0400-5.xml,1,41.728272,67.602398,26.457513,26.15043,?,?,?,0,?,?,?,?,?,?,?,?,?,12.424166,18.061382,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,10.880489,?,?,?,?,?,11.552189,?,?,?,?,?,?,2,?,?,?,?,13.855076,?,1.584963,?,8.643856,?,3.897724,2.098106,-1,?,-1,0,?
real/fapp31-35/fapp31/fapp31-0400-9.xml,1,41.728272,67.602398,26.457513,26.15043,?,?,?,0,?,?,?,?,?,?,?,?,?,12.393927,18.061382,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,10.880489,?,?,?,?,?,11.552189,?,?,?,?,?,?,2,?,?,?,?,13.855076,?,1.584963,?,8.643856,?,3.897724,2.09317,-1,?,-1,0,?
real/fapp31-35/fapp31/fapp31-0400-6.xml,1,41.728272,67.602398,26.457513,26.15043,?,?,?,0,?,?,?,?,?,?,?,?,?,12.41627,18.061382,?,?,20,?,?,?,?,?,?,?,?,?,-1,?,10.880489,?,?,?,?,?,11.552189,?,?,?,?,?,?,2,?,?,?,?,13.855076,?,1.584963,?,8.643856,?,3.897724,2.098106,-1,?,-1,0,?
real/fapp31-35/fapp34/fapp34-0750-4.xml,1,42.616044,68.1734,31.591138,20.971123,?,?,?,0.115754,?,?,?,?,?,?,?,?,?,13.220227,18.428442,?,?,20,?,?,?,?,?,?,?,?,?,4.321928,?,1.410437,?,?,?,?,?,13.080151,?,?,?,?,?,?,2,?,?,?,?,7.420787,?,0,?,9.513728,?,4.508358,2.711979,-1,?,4.247928,0,?
real/fapp31-35/fapp34/fapp34-0750-6.xml,1,42.616044,68.1734,31.591138,20.971123,?,?,?,0.115754,?,?,?,?,?,?,?,?,?,13.216443,18.428442,?,?,20,?,?,?,?,?,?,?,?,?,4.321928,?,1.410437,?,?,?,?,?,13.080151,?,?,?,?,?,?,2,?,?,?,?,7.420787,?,0,?,9.513728,?,4.508358,2.711979,-1,?,4.247928,0,?
real/fapp31-35/fapp34/fapp34-0750-5.xml,1,42.616044,68.1734,31.591138,20.971123,?,?,?,0.115754,?,?,?,?,?,?,?,?,?,13.216443,18.428442,?,?,20,?,?,?,?,?,?,?,?,?,4.321928,?,1.410437,?,?,?,?,?,13.080151,?,?,?,?,?,?,2,?,?,?,?,7.420787,?,0,?,9.513728,?,4.508358,2.711979,-1,?,4.247928,0,?
real/fapp31-35/fapp34/fapp34-0750-2.xml,1,42.616044,68.1734,31.591138,20.971123,?,?,?,0.115754,?,?,?,?,?,?,?,?,?,13.220227,18.428442,?,?,20,?,?,?,?,?,?,?,?,?,4.321928,?,1.410437,?,?,?,?,?,13.080151,?,?,?,?,?,?,2,?,?,?,?,7.420787,?,0,?,9.513728,?,4.508358,2.711979,-1,?,4.247928,0,?
real/fapp31-35/fapp34/fapp34-0750-7.xml,1,42.616044,68.1734,31.591138,20.971123,?,?,?,0.115754,?,?,?,?,?,?,?,?,?,13.211736,18.428442,?,?,20,?,?,?,?,?,?,?,?,?,4.321928,?,1.410437,?,?,?,?,?,13.080151,?,?,?,?,?,?,2,?,?,?,?,7.420787,?,0,?,9.513728,?,4.508358,2.711979,-1,?,4.247928,0,?
