@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC

@DATA
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.116337,777.166667
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.118744,786
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.120526,792.625
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.098384,715.333333
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.137859,5381.666667
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.149869,5997
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.129161,1466.166667
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.131837,1483
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.136551,1513.3
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.109214,1348.333333
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.119464,1407.25
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.125346,1442.6
f600-00-shuffled,1,0.319137,2174
ii32c1-00,1,0.597585,976.5
ii32c1-50-shuffled,1,0.622456,869.5
ii32e1-00-shuffled,1,0.612998,925
ii32e1-50-shuffled,1,0.640475,813
ii8a1-00-shuffled,1,0.289663,191
ii8a1-90-shuffled,1,0.369632,131
ii8a3-90,1,0.416742,928
ii8c1-90-shuffled,1,0.375287,1836.5
ii8d1-00-shuffled,1,0.321525,2392.5
impl18-shuffled,1,0.493151,2.947368
irst.dme4.B-d4-shuffled,1,0.05145,448.5
irst.dme5.B-d4-shuffled,1,0.056069,630.5
jnh1-50-shuffled,1,0.412167,530
jnh207-90-shuffled,1,0.398866,458
jnh218-00-shuffled,1,0.3756,548.5
jnh218-90-shuffled,1,0.39704,458.5
k3_1_2-shuffled,1,0.201117,133
k4_2_2-shuffled,1,0.174525,519
k5_2_2,1,0.19582,992
k5_3_2-shuffled,1,0.159216,1442
k_branch_n-20-shuffled,1,0.127703,595.391304
k_branch_n-4-shuffled,1,0.125536,111.714286
k_branch_n-5-shuffled,1,0.124419,140.5
k_branch_n-6,1,0.122434,169.777778
k_branch_n-7,1,0.120021,199.4
k_branch_n-8-shuffled,1,0.142532,229.272727
k_branch_p-11-shuffled,1,0.133038,319.857143
k_branch_p-14-shuffled,1,0.124077,411.294118
k_branch_p-16-shuffled,1,0.138989,472.526316
k_branch_p-17-shuffled,1,0.136009,503.2
k_branch_p-4-shuffled,1,0.125487,111.714286
k_branch_p-6-shuffled,1,0.122412,169.777778
k_branch_p-8-shuffled,1,0.142518,229.272727
k_d4_n-11-shuffled,1,0.185896,59.5625
k_d4_n-14-shuffled,1,0.186362,63.263158
k_d4_n-15-shuffled,1,0.186476,64.25
k_d4_n-16-shuffled,1,0.186576,65.142857
k_d4_n-17-shuffled,1,0.186664,65.954545
k_d4_n-18-shuffled,1,0.186743,66.695652
k_d4_n-19-shuffled,1,0.186813,67.375
k_d4_n-20-shuffled,1,0.186877,68
k_d4_n-21-shuffled,1,0.186934,68.576923
k_d4_n-7-shuffled,1,0.184663,51.75
k_d4_p-10-shuffled,1,0.14561,40
k_d4_p-11-shuffled,1,0.145783,41.0625
k_d4_p-21-shuffled,1,0.146612,47.192308
k_d4_p-6-shuffled,1,0.144366,33.818182
k_d4_p-7-shuffled,1,0.144807,35.75
k_dum_n-10-shuffled,1,0.1,31.5
k_dum_n-21-shuffled,1,0.101247,35.777778
k_dum_p-11-shuffled,1,0.100324,34.615385
k_dum_p-13-shuffled,1,0.099242,35.333333
k_dum_p-16-shuffled,1,0.098765,36.222222
k_dum_p-21-shuffled,1,0.096928,36.956522
ken.flash^10.C-f4-shuffled,1,0.020092,18815
ken.flash^14.C-d4-shuffled,1,0.043611,5135.5
ken.oop^1.C-d2,1,0.08085,1076
k_grz_n-10-shuffled,1,0.136994,55.444444
k_grz_n-13-shuffled,1,0.128314,61.777778
k_grz_n-14-shuffled,1,0.126432,69.777778
k_grz_n-21-shuffled,1,0.124722,91.555556
k_grz_p-10-shuffled,1,0.16601,53.666667
k_grz_p-17-shuffled,1,0.162028,71.666667
k_grz_p-21-shuffled,1,0.154551,85.777778
k_lin_n-10-shuffled,1,0.146382,406.4
k_lin_n-13-shuffled,1,0.121257,543.2
k_lin_n-14-shuffled,1,0.114688,588.8
k_lin_n-21-shuffled,1,0.09304,908
k_lin_n-9-shuffled,1,0.139446,360.8
k_lin_p-12-shuffled,1,0.167377,156.25
k_lin_p-16-shuffled,1,0.155229,205.25
k_lin_p-21-shuffled,1,0.15182,266.5
k_lin_p-8-shuffled,1,0.169102,107.25
k_path_n-10-shuffled,1,0.186916,53.692308
k_path_n-20-shuffled,1,0.186874,59.304348
k_path_n-21-shuffled,1,0.186763,59.208333
k_path_p-10-shuffled,1,0.189189,53
k_path_p-16-shuffled,1,0.18779,57.333333
k_path_p-21-shuffled,1,0.186687,59.347826
k_path_p-9-shuffled,1,0.188249,52.090909
k_ph_n-10-shuffled,1,0.190484,471.333333
k_ph_n-13-shuffled,1,0.155164,965.333333
k_ph_n-14-shuffled,1,0.140192,1188
k_ph_n-15-shuffled,1,0.126856,1442
k_ph_n-8-shuffled,1,0.206932,261.333333
k_ph_n-9-shuffled,1,0.188937,359.333333
k_ph_p-11-shuffled,1,0.166919,693
k_ph_p-12-shuffled,1,0.166279,871.666667
k_ph_p-8-shuffled,1,0.200887,305
k_ph_p-9-shuffled,1,0.182985,411.666667
k_poly_n-12-shuffled,1,0.130041,23.179487
k_poly_n-13-shuffled,1,0.130151,23.348837
k_poly_n-20-shuffled,1,0.130482,23.873016
k_poly_n-21-shuffled,1,0.130524,23.940299
k_poly_p-19-shuffled,1,0.130447,23.816667
k_poly_p-21-shuffled,1,0.130514,23.924242
k_t4p_n-12-shuffled,1,0.161708,55.433333
k_t4p_n-17-shuffled,1,0.16142,58.325
k_t4p_n-21-shuffled,1,0.161287,59.770833
k_t4p_n-4-shuffled,1,0.163588,42.214286
k_t4p_p-12-shuffled,1,0.163158,49
k_t4p_p-20-shuffled,1,0.162252,54.333333
k_t4p_p-21-shuffled,1,0.162184,54.785714
k_t4p_p-4-shuffled,1,0.166667,35.909091
k_t4p_p-8-shuffled,1,0.164179,44.2
lognBWLARGEB1-shuffled,1,0.002909,935
lut4_2_f2-shuffled,1,1.11435,31.5
lut4_AND_f1-shuffled,1,1.611852,33.5
lut4_XOR_fOR-shuffled,1,0.625,19
mutex-128-s,1,0.237546,11058
mutex-16-s,1,0.23946,1314
mutex-2-s,1,0.267717,96
mutex-32-s,1,0.238342,2706
mutex-4-s,1,0.247934,270
mutex-64-s,1,0.237807,5490
mutex-8-s,1,0.241916,618
ncf_16_32_8_d.10,1,0.339946,366
ncf_16_32_8_d.1,1,0.350279,366
ncf_16_32_8_d.2,1,0.341307,366
ncf_16_32_8_d.3,1,0.324141,366
ncf_16_32_8_d.4,1,0.332373,366
ncf_16_32_8_d.5,1,0.360033,366
ncf_16_32_8_d.6,1,0.348305,366
ncf_16_32_8_d.7,1,0.330982,366
ncf_16_32_8_d.8,1,0.325431,366
ncf_16_32_8_d.9,1,0.350895,366
ncf_16_32_8_edau.10,1,0.339946,366
ncf_16_32_8_edau.1,1,0.350279,366
ncf_16_32_8_edau.2,1,0.341307,366
ncf_16_32_8_edau.3,1,0.324141,366
ncf_16_32_8_edau.4,1,0.332373,366
ncf_16_32_8_edau.5,1,0.360033,366
ncf_16_32_8_edau.6,1,0.348305,366
ncf_16_32_8_edau.7,1,0.330982,366
ncf_16_32_8_edau.8,1,0.325431,366
ncf_16_32_8_edau.9,1,0.350895,366
ncf_16_32_8_euad.10,1,0.339946,366
ncf_16_32_8_euad.1,1,0.350279,366
ncf_16_32_8_euad.2,1,0.341307,366
ncf_16_32_8_euad.3,1,0.324141,366
ncf_16_32_8_euad.4,1,0.332373,366
ncf_16_32_8_euad.5,1,0.360033,366
ncf_16_32_8_euad.6,1,0.348305,366
ncf_16_32_8_euad.7,1,0.330982,366
ncf_16_32_8_euad.8,1,0.325431,366
ncf_16_32_8_euad.9,1,0.350895,366
ncf_16_32_8_u.10,1,0.339946,366
ncf_16_32_8_u.1,1,0.350279,366
ncf_16_32_8_u.2,1,0.341307,366
ncf_16_32_8_u.3,1,0.324141,366
ncf_16_32_8_u.4,1,0.332373,366
ncf_16_32_8_u.5,1,0.360033,366
ncf_16_32_8_u.6,1,0.348305,366
ncf_16_32_8_u.7,1,0.330982,366
ncf_16_32_8_u.8,1,0.325431,366
ncf_16_32_8_u.9,1,0.350895,366
ncf_8_16_4_d.10,1,0.315481,174.666667
ncf_8_16_4_d.1,1,0.318901,174.666667
ncf_8_16_4_d.2,1,0.302403,174.666667
ncf_8_16_4_d.3,1,0.328893,174.666667
ncf_8_16_4_d.4,1,0.328893,174.666667
ncf_8_16_4_d.5,1,0.300418,174.666667
ncf_8_16_4_d.6,1,0.315481,174.666667
ncf_8_16_4_d.7,1,0.348876,174.666667
ncf_8_16_4_d.8,1,0.315481,174.666667
ncf_8_16_4_d.9,1,0.327258,174.666667
ncf_8_16_4_edau.10,1,0.315481,174.666667
ncf_8_16_4_edau.1,1,0.318901,174.666667
ncf_8_16_4_edau.2,1,0.302403,174.666667
ncf_8_16_4_edau.3,1,0.328893,174.666667
ncf_8_16_4_edau.4,1,0.328893,174.666667
ncf_8_16_4_edau.5,1,0.300418,174.666667
ncf_8_16_4_edau.6,1,0.315481,174.666667
ncf_8_16_4_edau.7,1,0.348876,174.666667
ncf_8_16_4_edau.8,1,0.315481,174.666667
ncf_8_16_4_edau.9,1,0.327258,174.666667
ncf_8_16_4_euad.10,1,0.315481,174.666667
ncf_8_16_4_euad.1,1,0.318901,174.666667
ncf_8_16_4_euad.2,1,0.302403,174.666667
ncf_8_16_4_euad.3,1,0.328893,174.666667
ncf_8_16_4_euad.4,1,0.328893,174.666667
ncf_8_16_4_euad.5,1,0.300418,174.666667
ncf_8_16_4_euad.6,1,0.315481,174.666667
ncf_8_16_4_euad.7,1,0.348876,174.666667
ncf_8_16_4_euad.8,1,0.315481,174.666667
ncf_8_16_4_euad.9,1,0.327258,174.666667
ncf_8_16_4_u.10,1,0.315481,174.666667
ncf_8_16_4_u.1,1,0.318901,174.666667
ncf_8_16_4_u.2,1,0.302403,174.666667
ncf_8_16_4_u.3,1,0.328893,174.666667
ncf_8_16_4_u.4,1,0.328893,174.666667
ncf_8_16_4_u.5,1,0.300418,174.666667
ncf_8_16_4_u.6,1,0.315481,174.666667
ncf_8_16_4_u.7,1,0.348876,174.666667
ncf_8_16_4_u.8,1,0.315481,174.666667
ncf_8_16_4_u.9,1,0.327258,174.666667
nusmv.dme1-16.B-d4-shuffled,1,0.058006,639.5
nusmv.queue.B-d4-shuffled,1,0.084549,5362
nusmv.reactor^1.C-d4-shuffled,1,0.096924,4773
nusmv.reactor^2.C-d4-shuffled,1,0.095914,4810
nusmv.reactor^5.C-f4-shuffled,1,0.095635,4692
nusmv.syncarb10^2.B-f2,1,0.057918,479.5
nusmv.syncarb10^2.B-f3,1,0.057967,682.5
nusmv.syncarb10^2.B-f4,1,0.057994,885.5
nusmv.syncarb5^2.B-f4-shuffled,1,0.078962,325.5
nusmv.tcas^2.B-f2-shuffled,1,0.075651,4734
nusmv.tcas^4.B-f3-shuffled,1,0.079827,7602.5
nusmv.tcas-t^5.B-f2-shuffled,1,0.077295,5018.5
nusmv.tcas-t^6.B-f3-shuffled,1,0.078749,7947
par16-1-c-00-shuffled,1,0.317185,1106.5
par8-1-c-50-shuffled,1,0.354689,189
par8-2-90-shuffled,1,0.361144,763
par8-2-c-50-shuffled,1,0.354895,200
par8-3-c-00-shuffled,1,0.323466,260.5
par8-3-c-90-shuffled,1,0.377422,194.5
par8-4-90-shuffled,1,0.361463,765
par8-4-c-90-shuffled,1,0.379867,172.5
par8-5-c-90-shuffled,1,0.37934,192.5
Qq2k3k3v100v100m1000s10,1,1.511,100
Qq2k3k3v100v100m1000s1,1,1.48,100
Qq2k3k3v100v100m1000s2,1,1.487,100
Qq2k3k3v100v100m1000s3,1,1.488,100
Qq2k3k3v100v100m1000s4,1,1.507,100
Qq2k3k3v100v100m1000s5,1,1.482,100
Qq2k3k3v100v100m1000s6,1,1.54,100
Qq2k3k3v100v100m1000s7,1,1.474,100
Qq2k3k3v100v100m1000s8,1,1.527,100
Qq2k3k3v100v100m1000s9,1,1.467,100
Qq2k3k3v100v100m1200s10,1,1.5025,100
Qq2k3k3v100v100m1200s1,1,1.4925,100
Qq2k3k3v100v100m1200s2,1,1.476667,100
Qq2k3k3v100v100m1200s3,1,1.485,100
Qq2k3k3v100v100m1200s4,1,1.5075,100
Qq2k3k3v100v100m1200s5,1,1.491667,100
Qq2k3k3v100v100m1200s6,1,1.5275,100
Qq2k3k3v100v100m1200s7,1,1.500833,100
Qq2k3k3v100v100m1200s8,1,1.536667,100
Qq2k3k3v100v100m1200s9,1,1.459167,100
Qq2k3k3v100v100m1400s10,1,1.514286,100
Qq2k3k3v100v100m1400s1,1,1.468571,100
Qq2k3k3v100v100m1400s2,1,1.465714,100
Qq2k3k3v100v100m1400s3,1,1.489286,100
Qq2k3k3v100v100m1400s4,1,1.493571,100
Qq2k3k3v100v100m1400s5,1,1.512857,100
Qq2k3k3v100v100m1400s6,1,1.524286,100
Qq2k3k3v100v100m1400s7,1,1.498571,100
Qq2k3k3v100v100m1400s8,1,1.516429,100
Qq2k3k3v100v100m1400s9,1,1.451429,100
Qq2k3k3v100v100m1600s10,1,1.506875,100
Qq2k3k3v100v100m1600s1,1,1.47875,100
Qq2k3k3v100v100m1600s2,1,1.456875,100
Qq2k3k3v100v100m1600s3,1,1.49375,100
Qq2k3k3v100v100m1600s4,1,1.5,100
Qq2k3k3v100v100m1600s5,1,1.511875,100
Qq2k3k3v100v100m1600s6,1,1.51875,100
Qq2k3k3v100v100m1600s7,1,1.50625,100
Qq2k3k3v100v100m1600s8,1,1.5175,100
Qq2k3k3v100v100m1600s9,1,1.461875,100
Qq2k3k3v100v100m1800s10,1,1.505556,100
Qq2k3k3v100v100m1800s1,1,1.491667,100
Qq2k3k3v100v100m1800s2,1,1.457778,100
Qq2k3k3v100v100m1800s3,1,1.495,100
Qq2k3k3v100v100m1800s4,1,1.508333,100
Qq2k3k3v100v100m1800s5,1,1.498889,100
Qq2k3k3v100v100m1800s6,1,1.529444,100
Qq2k3k3v100v100m1800s7,1,1.500556,100
Qq2k3k3v100v100m1800s8,1,1.513889,100
Qq2k3k3v100v100m1800s9,1,1.462222,100
Qq2k3k3v100v100m2000s10,1,1.496,100
Qq2k3k3v100v100m2000s1,1,1.4915,100
Qq2k3k3v100v100m2000s2,1,1.461,100
Qq2k3k3v100v100m2000s3,1,1.483,100
Qq2k3k3v100v100m2000s4,1,1.503,100
Qq2k3k3v100v100m2000s5,1,1.5045,100
Qq2k3k3v100v100m2000s6,1,1.5275,100
Qq2k3k3v100v100m2000s7,1,1.4955,100
Qq2k3k3v100v100m2000s8,1,1.511,100
Qq2k3k3v100v100m2000s9,1,1.4735,100
Qq2k3k3v100v100m400s10,1,1.5,100
Qq2k3k3v100v100m400s1,1,1.4825,100
Qq2k3k3v100v100m400s2,1,1.505,100
Qq2k3k3v100v100m400s3,1,1.4925,100
Qq2k3k3v100v100m400s4,1,1.4975,100
Qq2k3k3v100v100m400s5,1,1.4825,100
Qq2k3k3v100v100m400s6,1,1.555,100
Qq2k3k3v100v100m400s7,1,1.4825,100
Qq2k3k3v100v100m400s8,1,1.515,100
Qq2k3k3v100v100m400s9,1,1.5075,100
Qq2k3k3v100v100m600s10,1,1.505,100
Qq2k3k3v100v100m600s1,1,1.478333,100
Qq2k3k3v100v100m600s2,1,1.468333,100
Qq2k3k3v100v100m600s3,1,1.515,100
Qq2k3k3v100v100m600s4,1,1.51,100
Qq2k3k3v100v100m600s5,1,1.51,100
Qq2k3k3v100v100m600s6,1,1.553333,100
Qq2k3k3v100v100m600s7,1,1.485,100
Qq2k3k3v100v100m600s8,1,1.535,100
Qq2k3k3v100v100m600s9,1,1.503333,100
Qq2k3k3v100v100m800s10,1,1.51875,100
Qq2k3k3v100v100m800s1,1,1.47125,100
Qq2k3k3v100v100m800s2,1,1.45875,100
Qq2k3k3v100v100m800s3,1,1.5075,100
Qq2k3k3v100v100m800s4,1,1.505,100
Qq2k3k3v100v100m800s5,1,1.48875,100
Qq2k3k3v100v100m800s6,1,1.54,100
Qq2k3k3v100v100m800s7,1,1.47625,100
Qq2k3k3v100v100m800s8,1,1.51875,100
Qq2k3k3v100v100m800s9,1,1.4725,100
Qq2k3k3v20v20m120s10,1,1.475,20
Qq2k3k3v20v20m120s1,1,1.508333,20
Qq2k3k3v20v20m120s2,1,1.475,20
Qq2k3k3v20v20m120s3,1,1.516667,20
Qq2k3k3v20v20m120s4,1,1.383333,20
Qq2k3k3v20v20m120s5,1,1.408333,20
Qq2k3k3v20v20m120s6,1,1.458333,20
Qq2k3k3v20v20m120s7,1,1.416667,20
Qq2k3k3v20v20m120s8,1,1.575,20
Qq2k3k3v20v20m120s9,1,1.508333,20
Qq2k3k3v20v20m160s10,1,1.4625,20
Qq2k3k3v20v20m160s1,1,1.51875,20
Qq2k3k3v20v20m160s2,1,1.45,20
Qq2k3k3v20v20m160s3,1,1.50625,20
Qq2k3k3v20v20m160s4,1,1.4375,20
Qq2k3k3v20v20m160s5,1,1.45,20
Qq2k3k3v20v20m160s6,1,1.44375,20
Qq2k3k3v20v20m160s7,1,1.475,20
Qq2k3k3v20v20m160s8,1,1.5625,20
Qq2k3k3v20v20m160s9,1,1.4875,20
Qq2k3k3v20v20m200s10,1,1.475,20
Qq2k3k3v20v20m200s1,1,1.51,20
Qq2k3k3v20v20m200s2,1,1.44,20
Qq2k3k3v20v20m200s3,1,1.475,20
Qq2k3k3v20v20m200s4,1,1.51,20
Qq2k3k3v20v20m200s5,1,1.465,20
Qq2k3k3v20v20m200s6,1,1.48,20
Qq2k3k3v20v20m200s7,1,1.48,20
Qq2k3k3v20v20m200s8,1,1.54,20
Qq2k3k3v20v20m200s9,1,1.495,20
Qq2k3k3v20v20m240s10,1,1.479167,20
Qq2k3k3v20v20m240s1,1,1.520833,20
Qq2k3k3v20v20m240s2,1,1.475,20
Qq2k3k3v20v20m240s3,1,1.483333,20
Qq2k3k3v20v20m240s4,1,1.516667,20
Qq2k3k3v20v20m240s5,1,1.466667,20
Qq2k3k3v20v20m240s6,1,1.516667,20
Qq2k3k3v20v20m240s7,1,1.516667,20
Qq2k3k3v20v20m240s8,1,1.516667,20
Qq2k3k3v20v20m240s9,1,1.5,20
Qq2k3k3v20v20m280s10,1,1.485714,20
Qq2k3k3v20v20m280s1,1,1.496429,20
Qq2k3k3v20v20m280s2,1,1.517857,20
Qq2k3k3v20v20m280s3,1,1.467857,20
Qq2k3k3v20v20m280s4,1,1.535714,20
Qq2k3k3v20v20m280s5,1,1.446429,20
Qq2k3k3v20v20m280s6,1,1.510714,20
Qq2k3k3v20v20m280s7,1,1.496429,20
Qq2k3k3v20v20m280s8,1,1.532143,20
Qq2k3k3v20v20m280s9,1,1.496429,20
Qq2k3k3v20v20m320s10,1,1.49375,20
Qq2k3k3v20v20m320s1,1,1.478125,20
Qq2k3k3v20v20m320s2,1,1.4875,20
Qq2k3k3v20v20m320s3,1,1.48125,20
Qq2k3k3v20v20m320s4,1,1.50625,20
Qq2k3k3v20v20m320s5,1,1.478125,20
Qq2k3k3v20v20m320s6,1,1.515625,20
Qq2k3k3v20v20m320s7,1,1.50625,20
Qq2k3k3v20v20m320s8,1,1.540625,20
Qq2k3k3v20v20m320s9,1,1.475,20
Qq2k3k3v20v20m360s10,1,1.491667,20
Qq2k3k3v20v20m360s1,1,1.463889,20
Qq2k3k3v20v20m360s2,1,1.513889,20
Qq2k3k3v20v20m360s3,1,1.486111,20
Qq2k3k3v20v20m360s4,1,1.5,20
Qq2k3k3v20v20m360s5,1,1.480556,20
Qq2k3k3v20v20m360s6,1,1.536111,20
Qq2k3k3v20v20m360s7,1,1.491667,20
Qq2k3k3v20v20m360s8,1,1.530556,20
Qq2k3k3v20v20m360s9,1,1.502778,20
Qq2k3k3v20v20m400s10,1,1.5,20
Qq2k3k3v20v20m400s1,1,1.4825,20
Qq2k3k3v20v20m400s2,1,1.505,20
Qq2k3k3v20v20m400s3,1,1.4925,20
Qq2k3k3v20v20m400s4,1,1.4975,20
Qq2k3k3v20v20m400s5,1,1.4825,20
Qq2k3k3v20v20m400s6,1,1.555,20
Qq2k3k3v20v20m400s7,1,1.4825,20
Qq2k3k3v20v20m400s8,1,1.515,20
Qq2k3k3v20v20m400s9,1,1.5075,20
Qq2k3k3v20v20m80s10,1,1.3875,20
Qq2k3k3v20v20m80s1,1,1.475,20
Qq2k3k3v20v20m80s2,1,1.475,20
Qq2k3k3v20v20m80s3,1,1.5125,20
Qq2k3k3v20v20m80s4,1,1.3625,20
Qq2k3k3v20v20m80s5,1,1.4125,20
Qq2k3k3v20v20m80s6,1,1.45,20
Qq2k3k3v20v20m80s7,1,1.4875,20
Qq2k3k3v20v20m80s8,1,1.675,20
Qq2k3k3v20v20m80s9,1,1.575,20
Qq2k3k3v50v50m1000s10,1,1.511,50
Qq2k3k3v50v50m1000s1,1,1.48,50
Qq2k3k3v50v50m1000s2,1,1.487,50
Qq2k3k3v50v50m1000s3,1,1.488,50
Qq2k3k3v50v50m1000s4,1,1.507,50
Qq2k3k3v50v50m1000s5,1,1.482,50
Qq2k3k3v50v50m1000s6,1,1.54,50
Qq2k3k3v50v50m1000s7,1,1.474,50
Qq2k3k3v50v50m1000s8,1,1.527,50
Qq2k3k3v50v50m1000s9,1,1.467,50
Qq2k3k3v50v50m200s10,1,1.475,50
Qq2k3k3v50v50m200s1,1,1.51,50
Qq2k3k3v50v50m200s2,1,1.44,50
Qq2k3k3v50v50m200s3,1,1.475,50
Qq2k3k3v50v50m200s4,1,1.51,50
Qq2k3k3v50v50m200s5,1,1.465,50
Qq2k3k3v50v50m200s6,1,1.48,50
Qq2k3k3v50v50m200s7,1,1.48,50
Qq2k3k3v50v50m200s8,1,1.54,50
Qq2k3k3v50v50m200s9,1,1.495,50
Qq2k3k3v50v50m300s10,1,1.48,50
Qq2k3k3v50v50m300s1,1,1.486667,50
Qq2k3k3v50v50m300s2,1,1.516667,50
Qq2k3k3v50v50m300s3,1,1.47,50
Qq2k3k3v50v50m300s4,1,1.523333,50
Qq2k3k3v50v50m300s5,1,1.46,50
Qq2k3k3v50v50m300s6,1,1.496667,50
Qq2k3k3v50v50m300s7,1,1.49,50
Qq2k3k3v50v50m300s8,1,1.53,50
Qq2k3k3v50v50m300s9,1,1.493333,50
Qq2k3k3v50v50m400s10,1,1.5,50
Qq2k3k3v50v50m400s1,1,1.4825,50
Qq2k3k3v50v50m400s2,1,1.505,50
Qq2k3k3v50v50m400s3,1,1.4925,50
Qq2k3k3v50v50m400s4,1,1.4975,50
Qq2k3k3v50v50m400s5,1,1.4825,50
Qq2k3k3v50v50m400s6,1,1.555,50
Qq2k3k3v50v50m400s7,1,1.4825,50
Qq2k3k3v50v50m400s8,1,1.515,50
Qq2k3k3v50v50m400s9,1,1.5075,50
Qq2k3k3v50v50m500s10,1,1.498,50
Qq2k3k3v50v50m500s1,1,1.476,50
Qq2k3k3v50v50m500s2,1,1.484,50
Qq2k3k3v50v50m500s3,1,1.514,50
Qq2k3k3v50v50m500s4,1,1.504,50
Qq2k3k3v50v50m500s5,1,1.496,50
Qq2k3k3v50v50m500s6,1,1.552,50
Qq2k3k3v50v50m500s7,1,1.494,50
Qq2k3k3v50v50m500s8,1,1.53,50
Qq2k3k3v50v50m500s9,1,1.5,50
Qq2k3k3v50v50m600s10,1,1.505,50
Qq2k3k3v50v50m600s1,1,1.478333,50
Qq2k3k3v50v50m600s2,1,1.468333,50
Qq2k3k3v50v50m600s3,1,1.515,50
Qq2k3k3v50v50m600s4,1,1.51,50
Qq2k3k3v50v50m600s5,1,1.51,50
Qq2k3k3v50v50m600s6,1,1.553333,50
Qq2k3k3v50v50m600s7,1,1.485,50
Qq2k3k3v50v50m600s8,1,1.535,50
Qq2k3k3v50v50m600s9,1,1.503333,50
Qq2k3k3v50v50m700s10,1,1.508571,50
Qq2k3k3v50v50m700s1,1,1.494286,50
Qq2k3k3v50v50m700s2,1,1.448571,50
Qq2k3k3v50v50m700s3,1,1.517143,50
Qq2k3k3v50v50m700s4,1,1.501429,50
Qq2k3k3v50v50m700s5,1,1.502857,50
Qq2k3k3v50v50m700s6,1,1.544286,50
Qq2k3k3v50v50m700s7,1,1.477143,50
Qq2k3k3v50v50m700s8,1,1.524286,50
Qq2k3k3v50v50m700s9,1,1.477143,50
Qq2k3k3v50v50m800s10,1,1.51875,50
Qq2k3k3v50v50m800s1,1,1.47125,50
Qq2k3k3v50v50m800s2,1,1.45875,50
Qq2k3k3v50v50m800s3,1,1.5075,50
Qq2k3k3v50v50m800s4,1,1.505,50
Qq2k3k3v50v50m800s5,1,1.48875,50
Qq2k3k3v50v50m800s6,1,1.54,50
Qq2k3k3v50v50m800s7,1,1.47625,50
Qq2k3k3v50v50m800s8,1,1.51875,50
Qq2k3k3v50v50m800s9,1,1.4725,50
Qq2k3k3v50v50m900s10,1,1.516667,50
Qq2k3k3v50v50m900s1,1,1.486667,50
Qq2k3k3v50v50m900s2,1,1.468889,50
Qq2k3k3v50v50m900s3,1,1.498889,50
Qq2k3k3v50v50m900s4,1,1.521111,50
Qq2k3k3v50v50m900s5,1,1.48,50
Qq2k3k3v50v50m900s6,1,1.547778,50
Qq2k3k3v50v50m900s7,1,1.481111,50
Qq2k3k3v50v50m900s8,1,1.517778,50
Qq2k3k3v50v50m900s9,1,1.474444,50
qshifter_3,1,2,8
qshifter_4,1,2.5,16
qshifter_5,1,3,32
qshifter_6,1,3.5,64
qshifter_7,1,4,128
qshifter_8,1,4.5,256
rankfunc10_unsigned_64,1,0.158612,2000
rankfunc11_signed_32,1,0.16148,1653
rankfunc12_unsigned_16,1,0.13545,676
rankfunc14_signed_64,1,0.125521,2966
rankfunc15_unsigned_32,1,0.161919,3672
rankfunc16_signed_64,1,0.149321,8567
rankfunc17_unsigned_16,1,0.186725,1420
rankfunc18_signed_64,1,0.207727,7467
rankfunc19_unsigned_16,1,0.148148,2050
rankfunc1_signed_32,1,0.169178,2585
rankfunc20_unsigned_32,1,0.164766,1843
rankfunc21_signed_16,1,0.157369,2216
rankfunc22_unsigned_32,1,0.170137,1518
rankfunc23_signed_64,1,0.157619,3149
rankfunc24_unsigned_64,1,0.157862,3150
rankfunc25_signed_64,1,0.124741,2962
rankfunc26_unsigned_32,1,0.133961,3184
rankfunc27_signed_64,1,0.161412,2062
rankfunc28_unsigned_16,1,0.183513,998
rankfunc29_signed_16,1,0.102564,936
rankfunc2_unsigned_64,1,0.148298,2314
rankfunc30_signed_64,1,0.1321,8945
rankfunc31_unsigned_16,1,0.118711,1546
rankfunc32_signed_64,1,0.102588,5979
rankfunc33_unsigned_32,1,0.093125,1911
rankfunc34_signed_32,1,0.112989,1353
rankfunc35_unsigned_32,1,0.136188,2390
rankfunc36_signed_64,1,0.150458,1739
rankfunc37_unsigned_32,1,0.397516,261
rankfunc38_signed_32,1,0.398524,263
rankfunc39_unsigned_64,1,0.17447,5084
rankfunc3_signed_64,1,0.104554,12087
rankfunc40_unsigned_64,1,0.150943,2249
rankfunc41_signed_32,1,0.142028,3120
