@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC

@DATA
normalized-lei450-25b-22.xml.mzn_AND_NODATA,1,18.362222,0.05446,36.724444,8.918863,36.724444,1,22,1.104014,4.459432,1,8.918863,0,0,9900,8263,0,8263,0,6.139074,2006.744228,0,1.764122,496.806384,0,4.459432,16526,0,6.139074,8263,0.574517,0,0
normalized-lei450-25b-24.xml.mzn_AND_NODATA,1,18.362222,0.05446,36.724444,9.169925,36.724444,1,24,1.204379,4.584963,1,9.169925,0,0,10800,8263,0,8263,0,6.139074,2063.233125,0,1.822609,541.9706,0,4.584963,16526,0,6.139074,8263,0.574517,0,0
normalized-magicSquare-17_glb.xml.mzn_AND_NODATA,1,0.128028,7.810811,3.117647,199.070488,288,0.972973,289,93.533333,8.174926,1,2362.553522,0,0,83521,36,0.179256,155.323588,0,0.534787,2362.553522,1.811321,0.534787,27031.133333,0,8.174926,109,0,0,37,0,0,0
normalized-lei450-25a-24.xml.mzn_AND_NODATA,1,18.355556,0.054479,36.711111,9.169925,36.711111,1,24,1.397984,4.584963,1,9.169925,0,0,10800,8260,0,8260,0,6.149313,2063.233125,0,1.973466,629.092746,0,4.584963,16520,0,6.149313,8260,0.626732,0,0
normalized-lei450-25c-24.xml.mzn_AND_NODATA,1,38.54,0.025947,77.08,9.169925,77.08,1,24,0.395771,4.584963,1,9.169925,0,0,10800,17343,0,17343,0,6.645926,2063.233125,0.000001,0.708832,178.096824,0.000001,4.584963,34686,0,6.645926,17343,0.3785,0,0
normalized-magicSquare-10_glb.xml.mzn_AND_NODATA,1,0.23,4.347826,3.2,92.43626,99,0.956522,100,31.666667,6.643856,1,664.385619,0,0,10000,22,0.258019,79.726274,0,0.721928,664.385619,1.319179,0.721928,3166.666667,-1,6.643856,67,0,0,23,0,0,0
normalized-magicSquare-20_glb.xml.mzn_AND_NODATA,1,0.1075,9.302326,3.1,249.26469,399,0.976744,400,130,8.643856,1,3457.542476,0,0,160000,42,0.15935,190.164836,0,0.468996,3457.542476,1.986033,0.468996,52000,-1,8.643856,127,0,0,43,0,0,0
normalized-langford-4-19.xml.mzn_AND_NODATA,1,38.25,0.026144,76.5,12.495855,75,1,76,0.993506,6.247928,1,12.495855,0,0,5776,2907,0,2907,0,1,474.842491,0,0,75.506494,0,6.247928,5871,0,0,2907,0,0,0
normalized-magicSquare-9_glb.xml.mzn_AND_NODATA,1,0.259259,3.857143,3.222222,78.795279,80,0.952381,81,25.533333,6.33985,1,513.52785,0,0,6561,20,0.276195,69.73835,0,0.808986,513.52785,1.233693,0.808986,2068.2,0,6.33985,61,0,0,21,0,0,0
normalized-lei450-15d-13.xml.mzn_AND_NODATA,1,37.222222,0.026866,74.444444,7.400879,74.444444,1,13,0.193093,3.70044,1,7.400879,0,0,5850,16750,0,16750,0,6.262603,1665.197873,-1,0.102158,86.891802,-1,3.70044,33500,0,6.262603,16750,0.28495,0,0
normalized-magicSquare-11_glb.xml.mzn_AND_NODATA,1,0.206612,4.84,3.181818,106.550494,120,0.96,121,38.533333,6.918863,1,837.182452,0,0,14641,24,0.242292,89.945222,0,0.713705,837.182452,1.399708,0.713705,4662.533333,-1,6.918863,73,0,0,25,0,0,0
normalized-magicSquare-18_glb.xml.mzn_AND_NODATA,1,0.12037,8.307692,3.111111,215.553046,323,0.974359,324,105,8.33985,1,2702.111401,0,0,104976,38,0.172037,166.797,0,0.503258,2702.111401,1.87134,0.503258,34020,-1,8.33985,115,0,0,39,0,0,0
normalized-lemma-66-4.xml.mzn_AND_NODATA,1,1.45,0.689655,4.35,4.337931,8.7,0.668966,2.06,0.815189,1.445977,0.03,5,0.97,0.165619,4532,2134,0.91598,5056.030377,0.194392,1.191271,2266,0.216963,0.194392,1793.416026,0.216963,1.666667,8514,0.91598,1.191271,3190,2.441196,2134,2134
normalized-fischer-10-8-fair.xml.mzn_AND_NODATA,1,0.950774,1.051774,2.691214,14.044626,5.004726,0.913572,6791.051895,3377.099932,4.784563,0.843528,42.863354,0.156472,1.327086,155202700,19851,2.518558,32285.818251,1.351992,-0.842452,138107.496533,0.959677,1.713698,77180241.838017,0.932434,14.287785,63309,1.802013,1.515294,21729,1.278711,5129,5129
normalized-magicSquare-15_glb.xml.mzn_AND_NODATA,1,0.146667,6.818182,3.133333,166.93078,224,0.969697,225,72.533333,7.813781,1,1758.100768,0,0,50625,32,0.195909,132.83428,0,0.582274,1758.100768,1.68502,0.582274,16320,0,7.813781,97,0,0,33,0,0,0
normalized-lei450-25d-23.xml.mzn_AND_NODATA,1,38.722222,0.025825,77.444444,9.047124,77.444444,1,23,0.364572,4.523562,1,9.047124,0,0,10350,17425,0,17425,0,6.646083,2035.60288,0.000001,0.655629,164.057199,0.000001,4.523562,34850,0,6.646083,17425,0.367389,0,0
normalized-lemma-67-4.xml.mzn_AND_NODATA,1,1.450816,0.689267,4.352448,4.337793,8.704896,0.668896,2.059109,0.815357,1.445931,0.029554,5,0.970446,0.164493,4668,2200,0.91605,5212.941665,0.192153,1.188958,2334,0.216981,0.192153,1848.414452,0.216981,1.666667,8778,0.91605,1.188958,3289,2.461276,2200,2200
normalized-lei450-25c-20.xml.mzn_AND_NODATA,1,38.54,0.025947,77.08,8.643856,77.08,1,20,0.329809,4.321928,1,8.643856,0,0,9000,17343,0,17343,0,6.645926,1944.867643,-1,0.573122,148.41402,-1,4.321928,34686,0,6.645926,17343,0.3785,0,0
normalized-magicSquare-8_glb.xml.mzn_AND_NODATA,1,0.296875,3.368421,3.25,65.684211,63,0.947368,64,20,6,1,384,0,0,4096,18,0.297472,60,0,0.811278,384,1.142249,0.811278,1280,0,6,55,0,0,19,0,0,0
normalized-magicSquare-7_glb.xml.mzn_AND_NODATA,1,0.346939,2.882353,3.285714,53.174605,48,0.941176,49,15.2,5.61471,1,275.120782,0,0,2401,16,0.322757,50.532389,0,0.938448,275.120782,1.043478,0.938448,744.8,0,5.61471,49,0,0,17,0,0,0
normalized-miles1000-20.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,8.643856,50.25,1,20,0.493173,4.321928,1,8.643856,0,0,2560,3216,0,3216,0,5.695056,553.206796,0,0.97441,63.12613,0,4.321928,6432,0,5.695056,3216,0.397419,0,0
normalized-lemma-50-9-mod.xml.mzn_AND_NODATA,1,24.32,0.041118,48.64,6.33985,48.64,1,9,0.185051,3.169925,1,6.33985,0,0,450,1216,0,1216,0,0.942683,158.49625,0,0,9.252551,0,3.169925,2432,0,0.942683,1216,0.009868,0,0
normalized-lei450-25d-10.xml.mzn_AND_NODATA,1,38.722222,0.025825,77.444444,6.643856,77.444444,1,10,0.158509,3.321928,1,6.643856,0,0,4500,17425,0,17425,0,6.646083,1494.867643,-1,0.141441,71.329217,-1,3.321928,34850,0,6.646083,17425,0.367389,0,0
normalized-lei450-25c-10.xml.mzn_AND_NODATA,1,38.54,0.025947,77.08,6.643856,77.08,1,10,0.164904,3.321928,1,6.643856,0,0,4500,17343,0,17343,0,6.645926,1494.867643,-1,0.165715,74.20701,-1,3.321928,34686,0,6.645926,17343,0.3785,0,0
normalized-magicSquare-13_glb.xml.mzn_AND_NODATA,1,0.171598,5.827586,3.153846,136.02306,168,0.965517,169,54.2,7.400879,1,1250.748625,0,0,28561,28,0.216397,111.013192,0,0.640475,1250.748625,1.548732,0.640475,9159.8,-1,7.400879,85,0,0,29,0,0,0
normalized-lemma-30-9-mod.xml.mzn_AND_NODATA,1,14.333333,0.069767,28.666667,6.33985,28.666667,1,9,0.314039,3.169925,1,6.33985,0,0,270,430,0,430,0,0.918296,95.09775,0,0,9.421182,0,3.169925,860,0,0.918296,430,0.016444,0,0
normalized-lemma-100-9-mod.xml.mzn_AND_NODATA,1,49.33,0.020272,98.66,6.33985,98.66,1,9,0.091224,3.169925,1,6.33985,0,0,900,4933,0,4933,0,0.924819,316.9925,-1,0,9.122449,-1,3.169925,9866,0,0.924819,4933,0.004801,0,0
normalized-lei450-25c-22.xml.mzn_AND_NODATA,1,38.54,0.025947,77.08,8.918863,77.08,1,22,0.36279,4.459432,1,8.918863,0,0,9900,17343,0,17343,0,6.645926,2006.744228,0.000001,0.632473,163.255422,0.000001,4.459432,34686,0,6.645926,17343,0.3785,0,0
normalized-miles1000-15.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,7.813781,50.25,1,15,0.36988,3.906891,1,7.813781,0,0,1920,3216,0,3216,0,5.695056,500.081996,0,0.811278,47.344598,0,3.906891,6432,0,5.695056,3216,0.397419,0,0
normalized-lei450-25c-23.xml.mzn_AND_NODATA,1,38.54,0.025947,77.08,9.047124,77.08,1,23,0.37928,4.523562,1,9.047124,0,0,10350,17343,0,17343,0,6.645926,2035.60288,0.000001,0.674859,170.676123,0.000001,4.523562,34686,0,6.645926,17343,0.3785,0,0
normalized-lei450-25d-15.xml.mzn_AND_NODATA,1,38.722222,0.025825,77.444444,7.813781,77.444444,1,15,0.237764,3.906891,1,7.813781,0,0,6750,17425,0,17425,0,6.646083,1758.100768,-1,0.291098,106.993825,-1,3.906891,34850,0,6.646083,17425,0.367389,0,0
normalized-miles500-15.xml.mzn_AND_NODATA,1,9.140625,0.109402,18.28125,7.813781,18.28125,1,15,1.220572,3.906891,1,7.813781,0,0,1920,1170,0,1170,0,4.947348,500.081996,-1,1.672036,156.233238,-1,3.906891,2340,0,4.947348,1170,0.530386,0,0
normalized-miles250-6.xml.mzn_AND_NODATA,1,3.023438,0.330749,6.046875,5.169925,6.046875,1,6,1.499746,2.584963,1,5.169925,0,0,768,387,0,387,0,3.654942,330.8752,-1,1.873738,191.967499,-1,2.584963,774,0,3.654942,387,0.600857,0,0
normalized-lei450-25d-25.xml.mzn_AND_NODATA,1,38.722222,0.025825,77.444444,9.287712,77.444444,1,25,0.396273,4.643856,1,9.287712,0,0,11250,17425,0,17425,0,6.646083,2089.735285,-1,0.705396,178.323042,-1,4.643856,34850,0,6.646083,17425,0.367389,0,0
normalized-magicSquare-19_glb.xml.mzn_AND_NODATA,1,0.113573,8.804878,3.105263,232.289109,360,0.97561,361,117.2,8.495855,1,3067.003665,0,0,130321,40,0.165427,178.412956,0,0.495222,3067.003665,1.929525,0.495222,42309.2,0,8.495855,121,0,0,41,0,0,0
normalized-miles1500-40.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,10.643856,81.21875,1,40,0.568987,5.321928,1,10.643856,0,0,5120,5198,0,5198,0,5.299696,681.206796,0,0.912999,72.830331,0,5.321928,10396,0,5.299696,5198,0.287337,0,0
normalized-miles1500-50.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,11.287712,81.21875,1,50,0.711234,5.643856,1,11.287712,0,0,6400,5198,0,5198,0,5.299696,722.413592,0,1.184085,91.037914,0,5.643856,10396,0,5.299696,5198,0.287337,0,0
normalized-lei450-25c-25.xml.mzn_AND_NODATA,1,38.54,0.025947,77.08,9.287712,77.08,1,25,0.412261,4.643856,1,9.287712,0,0,11250,17343,0,17343,0,6.645926,2089.735285,-1,0.750387,185.517525,-1,4.643856,34686,0,6.645926,17343,0.3785,0,0
normalized-miles1500-55.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,11.562719,81.21875,1,55,0.782357,5.78136,1,11.562719,0,0,7040,5198,0,5198,0,5.299696,740.014043,0,0.543564,100.141705,0,5.78136,10396,0,5.299696,5198,0.287337,0,0
normalized-lei450-05a-05.xml.mzn_AND_NODATA,1,12.697778,0.078754,25.395556,4.643856,25.395556,1,5,0.206244,2.321928,1,4.643856,0,0,2250,5714,0,5714,0,4.410728,1044.867643,0.000001,0,92.809821,0.000001,2.321928,11428,0,4.410728,5714,0.211169,0,0
normalized-miles1500-70.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,12.258566,81.21875,1,70,0.995727,6.129283,1,12.258566,0,0,8960,5198,0,5198,0,5.299696,784.548226,0,0.689254,127.45308,0,6.129283,10396,0,5.299696,5198,0.287337,0,0
normalized-miles1500-71.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,12.299494,81.21875,1,71,1.009952,6.149747,1,12.299494,0,0,9088,5198,0,5198,0,5.299696,787.167631,0,0.689254,129.273838,0,6.149747,10396,0,5.299696,5198,0.287337,0,0
normalized-miles1000-41.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,10.715104,50.25,1,41,1.011004,5.357552,1,10.715104,0,0,5248,3216,0,3216,0,5.695056,685.766657,0,1.134256,129.408567,0,5.357552,6432,0,5.695056,3216,0.397419,0,0
normalized-miles1500-72.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,12.33985,81.21875,1,72,1.024177,6.169925,1,12.33985,0,0,9216,5198,0,5198,0,5.299696,789.7504,0,0.707826,131.094596,0,6.169925,10396,0,5.299696,5198,0.287337,0,0
normalized-miles500-19.xml.mzn_AND_NODATA,1,9.140625,0.109402,18.28125,8.495855,18.28125,1,19,1.546058,4.247928,1,8.495855,0,0,2432,1170,0,1170,0,4.947348,543.734722,-1,1.528254,197.895435,-1,4.247928,2340,0,4.947348,1170,0.530386,0,0
normalized-miles1000-25.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,9.287712,50.25,1,25,0.616466,4.643856,1,9.287712,0,0,3200,3216,0,3216,0,5.695056,594.413592,0,1.048094,78.907663,0,4.643856,6432,0,5.695056,3216,0.397419,0,0
normalized-miles1500-10.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,6.643856,81.21875,1,10,0.142247,3.321928,1,6.643856,0,0,1280,5198,0,5198,0,5.299696,425.206796,0,0,18.207583,0,3.321928,10396,0,5.299696,5198,0.287337,0,0
normalized-miles250-7.xml.mzn_AND_NODATA,1,3.023438,0.330749,6.046875,5.61471,6.046875,1,7,1.749704,2.807355,1,5.61471,0,0,896,387,0,387,0,3.654942,359.34143,0,1.612736,223.962082,0,2.807355,774,0,3.654942,387,0.600857,0,0
normalized-miles1000-38.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,10.495855,50.25,1,38,0.937028,5.247928,1,10.495855,0,0,4864,3216,0,3216,0,5.695056,671.734722,0,1.177594,119.939647,0,5.247928,6432,0,5.695056,3216,0.397419,0,0
normalized-miles750-15.xml.mzn_AND_NODATA,1,16.507813,0.060577,33.015625,7.813781,33.015625,1,15,0.608787,3.906891,1,7.813781,0,0,1920,2113,0,2113,0,5.480441,500.081996,0,1.229784,77.924731,0,3.906891,4226,0,5.480441,2113,0.461172,0,0
normalized-lei450-15d-15.xml.mzn_AND_NODATA,1,37.222222,0.026866,74.444444,7.813781,74.444444,1,15,0.222799,3.906891,1,7.813781,0,0,6750,16750,0,16750,0,6.262603,1758.100768,-1,0.1157,100.259772,-1,3.906891,33500,0,6.262603,16750,0.28495,0,0
normalized-miles750-28.xml.mzn_AND_NODATA,1,16.507813,0.060577,33.015625,9.61471,33.015625,1,28,1.136402,4.807355,1,9.61471,0,0,3584,2113,0,2113,0,5.480441,615.34143,0,1.347891,145.459497,0,4.807355,4226,0,5.480441,2113,0.461172,0,0
normalized-miles1000-10.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,6.643856,50.25,1,10,0.246586,3.321928,1,6.643856,0,0,1280,3216,0,3216,0,5.695056,425.206796,0,0.33729,31.563065,0,3.321928,6432,0,5.695056,3216,0.397419,0,0
normalized-miles750-30.xml.mzn_AND_NODATA,1,16.507813,0.060577,33.015625,9.813781,33.015625,1,30,1.217574,4.906891,1,9.813781,0,0,3840,2113,0,2113,0,5.480441,628.081996,0,1.340338,155.849462,0,4.906891,4226,0,5.480441,2113,0.461172,0,0
normalized-miles750-25.xml.mzn_AND_NODATA,1,16.507813,0.060577,33.015625,9.287712,33.015625,1,25,1.014645,4.643856,1,9.287712,0,0,3200,2113,0,2113,0,5.480441,594.413592,0,1.485327,129.874551,0,4.643856,4226,0,5.480441,2113,0.461172,0,0
normalized-miles1500-20.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,8.643856,81.21875,1,20,0.284493,4.321928,1,8.643856,0,0,2560,5198,0,5198,0,5.299696,553.206796,0,0.565101,36.415166,0,4.321928,10396,0,5.299696,5198,0.287337,0,0
normalized-mps-p0548.xml.mzn_AND_NODATA,1,0.284672,3.512821,2.760949,9.50641,57.386861,1,1.970803,0.826338,0.988039,1,134,0,0.085426,1080,156,3.397205,416.948547,0.190349,1.861031,532,1.320017,1.063236,452.833333,0.036969,1,468,0,4.828167,156,1.004266,0,0
normalized-fischer-7-11-fair.xml.mzn_AND_NODATA,1,0.950125,1.052493,2.687645,13.977066,4.993609,0.912853,6731.85709,3348.791394,4.760395,0.842178,42.863354,0.157822,1.334938,145367722,18729,2.517666,30463.1174,1.350146,-0.867917,129748.399061,0.964244,1.714473,72313801.365399,0.93669,14.287785,59763,1.797472,1.512605,20517,1.12782,4895,4895
normalized-mps-cracpb1.xml.mzn_AND_NODATA,1,0.375874,2.660465,10.865385,28.906977,470.632867,1,2,0.250889,1,1,518,0,0,1144,215,5.043188,871.408233,0,2.794857,572,2.365952,0.451007,143.508791,0,1,645,0,1.668671,215,0.314129,0,0
normalized-miles1500-60.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,11.813781,81.21875,1,60,0.85348,5.906891,1,11.813781,0,0,7680,5198,0,5198,0,5.299696,756.081996,0,0.565101,109.245497,0,5.906891,10396,0,5.299696,5198,0.287337,0,0
normalized-miles1000-35.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,10.258566,50.25,1,35,0.863053,5.129283,1,10.258566,0,0,4480,3216,0,3216,0,5.695056,656.548226,0,1.230877,110.470728,0,5.129283,6432,0,5.695056,3216,0.397419,0,0
normalized-miles750-10.xml.mzn_AND_NODATA,1,16.507813,0.060577,33.015625,6.643856,33.015625,1,10,0.405858,3.321928,1,6.643856,0,0,1280,2113,0,2113,0,5.480441,425.206796,0,0.897535,51.949821,0,3.321928,4226,0,5.480441,2113,0.461172,0,0
normalized-langford-4-50.xml.mzn_AND_NODATA,1,100.25,0.009975,200.5,15.287712,199,1,200,0.997512,7.643856,1,15.287712,0,0,40000,20050,0,20050,0,1,1528.771238,-1,0,199.502488,-1,7.643856,40250,0,0,20050,0,0,0
normalized-miles750-20.xml.mzn_AND_NODATA,1,16.507813,0.060577,33.015625,8.643856,33.015625,1,20,0.811716,4.321928,1,8.643856,0,0,2560,2113,0,2113,0,5.480441,553.206796,0,1.424679,103.899641,0,4.321928,4226,0,5.480441,2113,0.461172,0,0
normalized-miles1000-40.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,10.643856,50.25,1,40,0.986346,5.321928,1,10.643856,0,0,5120,3216,0,3216,0,5.695056,681.206796,0,1.133528,126.25226,0,5.321928,6432,0,5.695056,3216,0.397419,0,0
normalized-miles1000-30.xml.mzn_AND_NODATA,1,25.125,0.039801,50.25,9.813781,50.25,1,30,0.739759,4.906891,1,9.813781,0,0,3840,3216,0,3216,0,5.695056,628.081996,0,1.21975,94.689195,0,4.906891,6432,0,5.695056,3216,0.397419,0,0
normalized-mps-red-est.xml.mzn_AND_NODATA,1,0.047945,20.857143,2.527397,52.714286,62.821918,1,2,0.890411,1,1,74,0,0,292,7,1.842371,37.756621,0,1.658694,146,0.493404,0.385552,130,0,1,21,0,1.304014,7,0.25964,0,0
normalized-mps-red-afiro.xml.mzn_AND_NODATA,1,0.036458,27.428571,3.65625,68.742857,240.875,1,1.688542,0.556076,0.672284,1,197,0,0.274254,1621,35,3.978864,224.797224,0.89485,1.567052,661,0.628786,0.993365,533.833333,0.080682,0.733333,105,0,2.762016,35,0.314367,0,0
normalized-mps-lp4l.xml.mzn_AND_NODATA,1,0.155617,6.426036,8.493554,54.579882,1085,1,2,0.239349,1,1,1086,0,0,2172,169,5.458406,897.571346,0,1.630513,1086,2.093308,0.010614,259.93254,0,1,507,0,0,169,0,0,0
normalized-miles750-29.xml.mzn_AND_NODATA,1,16.507813,0.060577,33.015625,9.715962,33.015625,1,29,1.176988,4.857981,1,9.715962,0,0,3712,2113,0,2113,0,5.480441,621.821567,-1,1.347998,150.654479,-1,4.857981,4226,0,5.480441,2113,0.461172,0,0
normalized-mps-l152lav.xml.mzn_AND_NODATA,1,0.097034,10.305699,9.468577,97.580311,1988,1,2,0.219688,1,1,1989,0,0,3978,193,5.954746,1155.408864,0,2.516797,1989,2.139264,0.016311,436.959463,0,1,579,0,0,193,0,0,0
normalized-mps-neos16.xml.mzn_AND_NODATA,1,1.94181,0.514983,12.62069,6.499445,44.448276,1,2,0.508343,1,1,128,0,0,928,901,1.110075,2217.470333,0,1.386111,464,1.013551,0.824658,235.87101,0,1,2703,0,1.193905,901,1.367529,0,0
normalized-miles500-10.xml.mzn_AND_NODATA,1,9.140625,0.109402,18.28125,6.643856,18.28125,1,10,0.813715,3.321928,1,6.643856,0,0,1280,1170,0,1170,0,4.947348,425.206796,-1,1.329515,104.155492,-1,3.321928,2340,0,4.947348,1170,0.530386,0,0
normalized-lei450-25d-24.xml.mzn_AND_NODATA,1,38.722222,0.025825,77.444444,9.169925,77.444444,1,24,0.380422,4.584963,1,9.169925,0,0,10800,17425,0,17425,0,6.646083,2063.233125,0.000001,0.683837,171.190121,0.000001,4.584963,34850,0,6.646083,17425,0.367389,0,0
normalized-geo50-20-d4-75-71_ext.xml.mzn_AND_NODATA,1,39.14,0.025549,78.28,2.080831,78.28,0.024333,2.857143,0.074117,1.040416,0.047619,5.321928,0.952381,1.341641,3000,1000,0.165121,41097,0.276195,6.539943,1216.096405,0.24598,0.276195,77.822405,0.24598,2.660964,83194,0.165121,6.539943,41097,0.367541,1000,1000
normalized-mps-red-egout.xml.mzn_AND_NODATA,1,0.082698,12.092199,4.870968,30.638298,211.583578,1,1.532551,0.358123,0.51357,1,223,0,0.325561,2613,141,4.597533,790.127198,0.996941,0.205593,908,0.914354,0.205593,610.6,0.134799,0.612903,423,0.977203,2.648329,141,0.733707,0,0
normalized-mknap-1-6.xml.mzn_AND_NODATA,1,0.12,8.333333,5.42,45.166667,49,1,2,0.382667,1,1,50,0,0,100,6,2.251629,32.966264,0,1.402,50,0.063163,0.468996,19.133333,0,1,18,0,0,6,0,0,0
normalized-mps-red-glass4.xml.mzn_AND_NODATA,1,0.560256,1.784897,38.876923,69.372998,346.376923,1,1.994872,0.273607,0.997617,1,101,0,0.035806,1556,437,3.083095,2502.392476,0.046391,3.623205,776,0.510521,0.962101,213.413332,0.01785,1,1311,0,4.795827,437,0.60082,0,0
normalized-mps-red-markshare1.xml.mzn_AND_NODATA,1,0.052174,19.166667,4.173913,71,111.608696,1,1.765217,0.701449,0.8875,1,71,0,0.240119,406,12,0,75.863137,0.786256,0.755375,176,0,0.755375,161.333333,0,0.8875,36,0,0.755375,12,0.554353,0,0
normalized-lei450-25d-22.xml.mzn_AND_NODATA,1,38.722222,0.025825,77.444444,8.918863,77.444444,1,22,0.348721,4.459432,1,8.918863,0,0,9900,17425,0,17425,0,6.646083,2006.744228,0.000001,0.625939,156.924277,0.000001,4.459432,34850,0,6.646083,17425,0.367389,0,0
normalized-miles1500-30.xml.mzn_AND_NODATA,1,40.609375,0.024625,81.21875,9.813781,81.21875,1,30,0.42674,4.906891,1,9.813781,0,0,3840,5198,0,5198,0,5.299696,628.081996,0,0.696212,54.622748,0,4.906891,10396,0,5.299696,5198,0.287337,0,0
normalized-miles500-18.xml.mzn_AND_NODATA,1,9.140625,0.109402,18.28125,8.33985,18.28125,1,18,1.464687,4.169925,1,8.33985,0,0,2304,1170,0,1170,0,4.947348,533.7504,0,1.672876,187.479886,0,4.169925,2340,0,4.947348,1170,0.530386,0,0
normalized-mps-red-adlittle.xml.mzn_AND_NODATA,1,0.024399,40.985915,5.484536,138.577465,701.989691,1,1.62921,0.399217,0.60217,1,501,0,0.296473,4741,71,4.735022,520.348707,0.951277,3.006877,1831,0.883276,0.935951,1161.721534,0.088931,0.666667,213,0.185125,4.292615,71,0.573455,0,0
normalized-mps-red-markshare2.xml.mzn_AND_NODATA,1,0.051852,19.285714,4.666667,81,129,1,1.766667,0.692857,0.9,1,81,0,0.239407,477,14,0,90.885943,0.783777,0.764205,207,0,0.764205,187.071429,-1,0.9,42,0,0.764205,14,0.580102,0,0
normalized-mps-red-gr4x6.xml.mzn_AND_NODATA,1,0.05914,16.909091,4.870968,42.136364,262.258065,1,1.524194,0.356452,0.516984,1,93,0,0.327658,1134,44,2.332432,261.718223,0.99831,0.205593,390,0.714497,0.205593,265.2,0.027379,0.548387,132,0,0.205593,44,0.161689,0,0
normalized-mps-mod010.xml.mzn_AND_NODATA,1,0.109605,9.123711,8.380791,76.463918,2654,1,2,0.243255,1,1,2655,0,0,5310,291,5.988706,1662.716591,0,1.537722,2655,2.827189,0.008901,645.842569,0,1,873,0,0,291,0,0,0
normalized-mps-red-bell4.xml.mzn_AND_NODATA,1,0.059619,16.773109,2.752004,36.89916,160.629259,1,1.794088,0.671059,0.824574,1,109,0,0.225388,3581,119,4.309822,559.322706,0.733595,0.867344,1585,0.807163,0.590191,1339.433333,0.190903,1,357,0.386592,4.444267,119,0.380652,0,0
normalized-mps-red-kb2.xml.mzn_AND_NODATA,1,0.062044,16.117647,9.627737,98.485294,341.405109,1,1.699818,0.262621,0.685738,1,199,0,0.269639,1863,68,4.40786,461.821232,0.881514,2.514742,767,0.620004,0.836285,287.832702,0.196157,1,204,0,4.726854,68,0.301141,0,0
normalized-mps-red-flugpl.xml.mzn_AND_NODATA,1,0.132075,7.571429,3.075472,17.685714,47.962264,1,1.743396,0.702695,0.86006,1,42,0,0.250522,462,35,2.37236,141.439285,0.821578,1.428502,197,0.615367,0.736768,186.214286,0.191732,1,105,0,1.926105,35,0.260412,0,0
