@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC

@DATA
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.8759,0.0001,1.6796,0.0032,?,?,0.0002,0.198
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,1,9.131,0,0.4112,0.0004,?,?,0.0002,0.8332
SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,5.5309,0,0.9741,0.0006,?,?,0.0001,0.0906
./SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,30.4769,0,1.2051,0.0004,?,?,0,0.2479
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,18.5073,0.0001,0.9207,0.0064,?,?,0.0022,0.7715
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,1,25.17,0.0385,0.0714,0.0484,1.6403,0.0668,0.0461,0.9982
./SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,1.3321,0.0045,0.3773,0.0307,0.4651,0.0211,0.0127,0.9639
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top24.cnf,1,1.8542,0,1.6359,0.0033,?,?,0.0002,0.2546
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,1,38.3624,0,0.3345,0.002,?,?,0.0008,0.879
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top23.cnf,1,1.8507,0.0001,1.6085,0.0034,?,?,0.0002,0.3387
./SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,8.3522,0,3.4391,0.0025,?,?,0,0.0444
./SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,1.3547,0.0005,1.109,0.0077,?,?,0.0007,0.7419
./SAT09/APPLICATIONS/bitverif/smulo/smulo064.cnf,1,1.0234,0,2.0415,0.004,1.3888,0.0006,0.0001,0.1311
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,6.7916,0,0.5834,0.0001,0.6134,0.0001,0,0.5902
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,1,0.9844,0,1.0773,0.0045,?,?,0.0003,0.2507
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0.7145,0.0001,1.7878,0.0054,?,?,0.0002,0.2824
./SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,1,2.2525,0.0003,1.0986,0.006,?,?,0.0005,0.7377
./SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl064.cnf,1,0.846,0,1.3908,0.0032,?,?,0.0002,0.8342
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,235.27,0,0.7756,0.0007,?,?,0.0002,0.5423
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,6.4294,0,0.6325,0.0001,0.5858,0,0,0.6185
./SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,2.2391,0,1.9181,0.0118,?,?,0.0004,0.7006
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1,0.9015,0,1.0715,0.0054,?,?,0.0004,0.4623
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,0.8793,0,1.1735,0.0025,?,?,0.0001,0.1015
./SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,2.3928,0.0002,0.5319,0.0029,2.0602,0.0004,0.0008,0.4767
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,85.7635,0,0.6947,0.0006,?,?,0.0001,0.3084
./SAT02/industrial/biere/dinphil/dp04u03.shuffled.cnf,1,1.4272,0.0064,0.3598,0.0394,0.4266,0.0296,0.0176,0.9373
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-30-step11.cnf,1,53.8887,0,0.81,0.0005,?,?,0,0.3522
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k20.cnf,1,1.297,0,1.8494,0.0043,?,?,0.0002,0.4067
SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,10.0323,0,0.7488,0.0002,?,?,0,0.1622
./SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,7.7035,0,0.6558,0.0001,0.5877,0,0,0.6611
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,0.6276,0,1.2953,0.0008,0.9142,0.0001,0.0002,0.7466
./SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,4.0354,0,3.0724,0.0057,?,?,0,0.1365
./SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.8576,0.0012,0.569,0.008,0.3813,0.0041,0.0022,0.9888
./SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,1.1654,0.0001,0.7593,0.0021,0.9075,0.0004,0.0004,0.6568
./SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,45.6688,0.0014,0.0741,0.0018,?,?,0.0017,0.9317
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.035-NOTKNOWN.cnf,1,34.2389,0,0.3516,0.0015,?,?,0.0006,0.9402
./SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,21.054,0.0001,0.9143,0.0058,?,?,0.0021,0.7484
./SAT07/industrial/palacios/hard/sortnet-7-ipc5-h15-unsat.cnf,1,5.6475,0,1.7774,0.0076,?,?,0.0003,0.7304
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug6_q0.used-as.sat04-725.cnf,1,415.819,0,2.3469,0.0033,?,?,0.0001,0.4296
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,1602.88,0,4.0607,0.0064,?,?,0.0001,0.5205
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,1,1.2115,0,1.3381,0.0021,?,?,0.0001,0.2239
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom21.cnf,1,0.7233,0.0001,1.8283,0.0052,?,?,0.0002,0.2656
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,2.9131,0,3.0913,0.0022,?,?,0,0.6923
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,140.846,0,0.7804,0.001,?,?,0.0002,0.6084
./SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.4026,0.0003,0.9617,0.0037,0.4636,0.0007,0.0004,0.4736
./SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?,?,?,?
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0.9006,0.0001,1.58,0.0035,?,?,0.0002,0.3555
./SAT11/application/manthey/traffic/traffic_pcb_unknown.cnf,1,1.4959,0,1.1309,0.0007,?,?,0.0001,0.6377
./SAT11/application/fuhs/AProVE11/AProVE11-12.cnf,1,0.5036,0,1.2666,0.0093,1.6417,0.0005,0.0001,0.3102
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,1.8521,0,1.7668,0.0039,?,?,0.0002,0.485
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,93.5354,0,0.7623,0.0006,?,?,0.0001,0.443
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,2.9714,0,2.1062,0.0024,?,?,0,0.1909
./SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?,?,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E00N23.cnf,1,28.816,0,1.3547,0.0003,?,?,0,0.6038
./SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,1,5.0201,0,0.5551,0.0003,0.6346,0.0001,0.0001,0.6039
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,16.6777,0,0.3872,0.0028,?,?,0.0012,0.5461
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.825,0.0007,0.9761,0.0151,0.788,0.005,0.0021,0.9847
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,1.1179,0.0001,1.8676,0.005,?,?,0.0002,0.1976
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,1.4657,0,1.7074,0.005,?,?,0.0001,0.2198
./SAT02/industrial/aloul/Homer/homer16.shuffled.cnf,1,2.7551,0.0213,0.1844,0.0434,0.994,0.0273,0.032,0.8763
SAT_RACE08/Q1/SAT_dat.k85.cnf,1,10.7371,0,0.7488,0.0002,?,?,0,0.1609
./SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,17.4499,0,1.1167,0.0007,?,?,0.0001,0.6421
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,1.5298,0,1.9332,0.0022,?,?,0.0001,0.412
./SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,1,11.5178,0,2.2217,0.0112,?,?,0.0003,0.3564
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-11.cnf,1,0.9747,0,0.4551,0.0002,0.4575,0.0002,0,0.078
SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,12.2401,0,1.6158,0.0112,?,?,0.0005,0.5715
SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,2.137,0,0.5196,0.0002,0.4277,0.0003,0.0001,0.108
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.035-NOTKNOWN.cnf,1,5.1183,0,0.7139,0.001,?,?,0.0002,0.723
SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,1.039,0,1.2906,0.0071,?,?,0.0002,0.1212
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,6.7203,0,2.5059,0.002,?,?,0,0.0652
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,320.631,0,0.7761,0.0007,?,?,0.0002,0.4559
./SAT02/industrial/biere/dinphil/dp10s10.shuffled.cnf,1,0.9624,0.0006,0.5183,0.0086,0.5248,0.0027,0.0017,0.8381
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,5.2021,0,1.0531,0.0011,?,?,0,0.0455
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.8096,0.0023,0.28,0.0068,0.2085,0.0124,0.0041,0.6344
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,1,1.5935,0,1.5976,0.0021,?,?,0.0001,0.1375
./SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.9072,0,1.1875,0.0019,1.3753,0.0002,0,0.1588
./SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,5.798,0,1.7768,0.0013,?,?,0,0.1357
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,1,1.2022,0,1.6985,0.0019,?,?,0.0001,0.5039
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.8343,0,0.4883,0.0002,0.4276,0.0002,0,0.0875
./SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,8.439,0.0001,0.7554,0.0052,?,?,0.0011,0.5384
./SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,4.3627,0,0.556,0.0001,0.6541,0.0001,0,0.643
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,3130.62,0,1.3038,0.0089,?,?,0.0001,0.6491
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t1.cnf,1,6.4446,0,0.589,0.0001,0.6138,0.0001,0,0.4765
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,1,1.7066,0,1.0087,0.0005,0.6632,0.0001,0,0.0911
./SAT11/application/manthey/traffic/traffic_3_uc_sat.cnf,1,9.8364,0,1.2399,0.0008,?,?,0,0.3183
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom16.cnf,1,0.6872,0.0001,1.6081,0.0067,?,?,0.0004,0.2808
./SAT02/industrial/aloul/Homer/homer14.shuffled.cnf,1,3.8738,0.0171,0.1702,0.0371,0.9289,0.0238,0.0259,0.8335
./SAT03/industrial/li/li-exam/li-exam-61.shuffled-as.sat03-366.cnf,1,0.3843,0,2.1719,0.0271,0.7949,0.0002,0.0006,0.0479
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,4.8706,0,0.983,0.0016,?,?,0.0003,0.7335
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,1.8277,0,1.7341,0.0032,?,?,0.0001,0.3049
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0.8287,0.0001,0.8213,0.0028,0.7552,0.0006,0.0003,0.6826
./SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,3.3264,0,1.4871,0.0029,?,?,0.0003,0.2867
./SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,1,6.249,0,0.8177,0.0001,0.7248,0,0,0.7253
./SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?,?
./SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.7749,0.0005,0.5848,0.0079,0.7617,0.0016,0.0008,0.5944
./SAT11/application/manthey/traffic/traffic_f_unknown.cnf,1,1.3724,0,1.0746,0.0007,?,?,0.0001,0.5207
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,381.751,0,0.773,0.0005,?,?,0.0001,0.5241
SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?,?,?,?
./SAT03/industrial/schuppan/l2s/dme-03-1-k247-unsat.shuffled-as.sat03-407.cnf,1,3.0246,0,0.8564,0.0013,?,?,0.0002,0.3852
./SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,1,55.4448,0.0006,0.0738,0.0012,?,?,0.0012,0.9287
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,78.1404,0,0.7016,0.0007,?,?,0.0001,0.3172
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?,?,?,?
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_1_keyfind_1.cnf,1,0.8348,0.0022,0.5388,0.0089,0.367,0.021,0.0039,0.7712
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,1,4.2819,0,0.8331,0.0005,1.3779,0.0001,0.0001,0.6174
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,15.2875,0,0.3946,0.0002,?,?,0.0001,0.8009
./SAT11/application/leberre/2dimensionalstrippacking/E04F19.cnf,1,4.1812,0.0001,1.2647,0.0016,?,?,0.0001,0.6072
./SAT11/application/leberre/2dimensionalstrippacking/E04F20.cnf,1,3.9406,0,1.2183,0.001,?,?,0.0001,0.5773
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,4605.45,0,1.3045,0.0089,?,?,0.0001,0.6132
./SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,1,5.3353,0.0012,0.4248,0.0061,1.7995,0.0028,0.0041,0.851
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,1,1.0079,0,1.5878,0.0024,?,?,0.0001,0.1338
SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,32.5955,0,2.1164,0.0124,?,?,0.0002,0.6713
./SAT11/application/fuhs/AProVE11/AProVE11-09.cnf,1,1.4952,0,2.6315,0.0147,?,?,0.0001,0.3273
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,10.6054,0,0.8107,0.0008,1.5703,0,0.0001,0.4856
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,0.9618,0,0.7301,0.001,0.5767,0.0003,0.0001,0.1908
./SAT07/industrial/palacios/medium/blocks-4-ipc5-h21-unknown.cnf,1,22.6504,0,1.9615,0.0042,?,?,0.0003,0.7074
./SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,5.6161,0,1.2259,0.0006,?,?,0,0.2378
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.6689,0.0002,0.641,0.0011,?,?,0.0004,0.3962
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,6.3758,0,0.735,0.0019,1.4321,0.0003,0.0004,0.6979
./SAT09/APPLICATIONS/diagnosis/UR-20-10p0.cnf,1,8.7798,0,0.6257,0.0001,0.571,0,0,0.5352
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,1.0425,0.0001,2.1468,0.0044,?,?,0.0002,0.7499
./SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,8.0538,0,1.2934,0.0005,?,?,0,0.4259
./SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,1.2808,0.0001,0.7591,0.0022,0.9112,0.0004,0.0004,0.6118
./SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0.8338,0,1.4052,0.0013,?,?,0.0001,0.0861
./SAT07/industrial/fuhs/hard/AProVE07-03.cnf,1,0.9894,0.0007,1.6783,0.0171,0.7005,0.0062,0.0027,0.5953
./SAT11/application/leberre/2dimensionalstrippacking/E00X23.cnf,1,22.9179,0,1.379,0.0003,?,?,0,0.3213
./SAT03/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,0.8965,0.0001,0.7514,0.0016,1.5093,0.0009,0.0002,0.0681
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,71.7063,0,1.085,0.0008,?,?,0.0002,0.6594
SAT_RACE08/cnf/manol-pipe-f7nidw.cnf,1,1.6293,0,1.4497,0.0015,?,?,0.0001,0.1168
./SAT11/application/leberre/2dimensionalstrippacking/korf-17.cnf,1,1.9013,0.0002,1.2324,0.0043,?,?,0.0004,0.6691
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_10_keyfind_1.cnf,1,0.5296,0.0001,0.61,0.0003,?,?,0.0001,0.268
./SAT07/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,6.2471,0,0.5132,0,0.6556,0,0,0.7234
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,1.0202,0,2.8496,0.0079,?,?,0.0001,0.3357
