@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC

@DATA
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_100_1.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_10.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_60_9.dzn,1,1.524927,0.655769,2.524788,120,116.205666,0.016664,7201,24.253497,1.655678,0.992352,0,1479.463301,40.155981,24.253497,-1,1.016998,1.705955,40.999861,0.278683,-1,-1,0,8279406.052076,144020007201,59620002981,1.107451,20000001,-1,-1,0,61,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_80_10.dzn,1,1.518709,0.658454,2.518631,160,156.216467,0.012499,12801,24.253497,1.658402,0.994021,0,1964.533236,40.222056,24.253497,-1,1.020466,1.664493,54.333255,0.223831,-1,-1,0,8292581.723381,256020012801,106153338641,1.085538,20000001,-1,-1,0,81,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_100_9.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_2.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_3.dzn,1,1.537332,0.650478,2.536395,80,76.185879,0.024992,3201,24.253497,1.649868,0.986704,0,994.393366,40.015066,24.253497,0,1.010372,1.783313,27.638238,0.3754,0.336012,3.155898,0,8254712.481881,64020003201,26423334654.5,1.144703,20000001,0.39426,1.395228,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_1.dzn,1,1.574282,0.63521,2.573034,40,36.126092,0.049938,801,24.253497,1.634417,0.982931,0,509.323431,39.640331,24.253497,0,0.988801,1.96539,14.332085,0.60143,0.342183,2.223857,0,8181440.275905,16020000801,6553333661,1.248695,20000001,0.388646,1.693447,0,21,0.921176
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_4.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_10.dzn,1,1.518709,0.658454,2.518553,160,156.216624,0.012499,12801,24.253497,1.658351,0.993607,0,1964.533236,40.220808,24.253497,-1,1.020429,1.66502,54.320912,0.223812,-1,-1,0,8292711.921549,256020012801,106155005307.75,1.085124,20000001,-1,-1,0,81,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_6.dzn,1,1.537332,0.650478,2.536707,80,76.185255,0.024992,3201,24.253497,1.650071,0.988051,0,994.393366,40.019995,24.253497,0,1.010207,1.782067,27.650734,0.375475,0.336013,3.156171,0,8254191.811231,64020003201,26421667987.75,1.14605,20000001,0.394212,1.396447,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_5.dzn,1,1.574282,0.63521,2.571785,40,36.128589,0.049938,801,24.253497,1.633624,0.978851,0,509.323431,39.621097,24.253497,0,0.9884,1.971222,14.284644,0.601141,0.342056,2.219881,0,8183521.008427,16020000801,6555000327.75,1.244615,20000001,0.388835,1.688965,0,21,0.921176
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_7.dzn,1,1.537332,0.650478,2.536395,80,76.185879,0.024992,3201,24.253497,1.649868,0.986704,0,994.393366,40.015066,24.253497,0,1.010213,1.783313,27.645736,0.3754,0.336013,3.156106,0,8254712.481881,64020003201,26423334654.5,1.144703,20000001,0.39426,1.395228,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_8.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_60_4.dzn,1,1.524927,0.655769,2.524788,120,116.205666,0.016664,7201,24.253497,1.655678,0.992352,0,1479.463301,40.155981,24.253497,-1,1.016998,1.705955,40.999861,0.278683,-1,-1,0,8279406.052076,144020007201,59620002981,1.107451,20000001,-1,-1,0,61,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_4.dzn,1,1.518709,0.658454,2.518397,160,156.21678,0.012499,12801,24.253497,1.658248,0.992775,0,1964.533236,40.218313,24.253497,-1,1.020395,1.665424,54.305289,0.223793,-1,-1,0,8292972.317885,256020012801,106158338641.25,1.084292,20000001,-1,-1,0,81,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_6.dzn,1,1.518709,0.658454,2.518475,160,156.21678,0.012499,12801,24.253497,1.658299,0.993191,0,1964.533236,40.219561,24.253497,-1,1.020497,1.665424,54.311538,0.223793,-1,-1,0,8292842.119717,256020012801,106156671974.5,1.084708,20000001,-1,-1,0,81,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_7.dzn,1,1.518709,0.658454,2.518319,160,2.313569,0.012499,12801,24.253497,1.658197,0.992358,0,1964.533236,40.217066,24.253497,-1,1.02052,1.553197,54.295914,0.223749,-1,-1,0,8293102.516053,256020012801,106160005308,1.083875,20000001,-1,-1,0,81,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_8.dzn,1,1.518709,0.658454,2.518475,160,156.21678,0.012499,12801,24.253497,1.658299,0.993191,0,1964.533236,40.219561,24.253497,-1,1.020665,1.6653,54.311226,0.223793,-1,-1,0,8292842.119717,256020012801,106156671974.5,1.084708,20000001,-1,-1,0,81,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_1.dzn,1,1.537332,0.650478,2.536082,80,76.187129,0.024992,3201,24.253497,1.649665,0.98535,0,994.393366,40.010137,24.253497,0,1.010125,1.785559,27.646985,0.373284,0.336135,3.156213,0,8255233.15253,64020003201,26425001321.25,1.143349,20000001,0.394309,1.391963,0,41,0.919241
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_9.dzn,1,1.518709,0.658454,2.518475,160,156.21678,0.012499,12801,24.253497,1.658299,0.993191,0,1964.533236,40.219561,24.253497,-1,1.020428,1.665424,54.319038,0.223793,-1,-1,0,8292842.119717,256020012801,106156671974.5,1.084708,20000001,-1,-1,0,81,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_5.dzn,1,1.537332,0.650478,2.536707,80,76.185255,0.024992,3201,24.253497,1.650071,0.988051,0,994.393366,40.019995,24.253497,0,1.010014,1.782067,27.66448,0.375475,0.33602,3.156551,0,8254191.811231,64020003201,26421667987.75,1.14605,20000001,0.394212,1.396447,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_1.dzn,1,1.518709,0.658454,2.518553,160,156.216624,0.012499,12801,24.253497,1.658351,0.993607,0,1964.533236,40.220808,24.253497,-1,1.020429,1.66502,54.320912,0.223812,-1,-1,0,8292711.921549,256020012801,106155005307.75,1.085124,20000001,-1,-1,0,81,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_2.dzn,1,1.518709,0.658454,2.518631,160,156.216467,0.012499,12801,24.253497,1.658402,0.994021,0,1964.533236,40.222056,24.253497,-1,1.020466,1.664493,54.333255,0.223831,-1,-1,0,8292581.723381,256020012801,106153338641,1.085538,20000001,-1,-1,0,81,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_4.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_9.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_3.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_8.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_60_3.dzn,1,1.524927,0.655769,2.524788,120,116.205666,0.016664,7201,24.253497,1.655678,0.992352,0,1479.463301,40.155981,24.253497,-1,1.016998,1.705955,40.999861,0.278683,-1,-1,0,8279406.052076,144020007201,59620002981,1.107451,20000001,-1,-1,0,61,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_60_7.dzn,1,1.524927,0.655769,2.524788,120,116.205666,0.016664,7201,24.253497,1.655678,0.992352,0,1479.463301,40.155981,24.253497,-1,1.016998,1.705955,40.999861,0.278683,-1,-1,0,8279406.052076,144020007201,59620002981,1.107451,20000001,-1,-1,0,61,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_10.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_5.dzn,1,1.518709,0.658454,2.518553,160,156.216624,0.012499,12801,24.253497,1.658351,0.993607,0,1964.533236,40.220808,24.253497,-1,1.020486,1.664897,54.327474,0.223812,-1,-1,0,8292711.921549,256020012801,106155005307.75,1.085124,20000001,-1,-1,0,81,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_5.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_1.dzn,1,1.524927,0.655769,2.524649,120,116.205944,0.016664,7201,24.253497,1.655587,0.991673,0,1479.463301,40.153772,24.253497,-1,1.016995,1.706609,40.998472,0.27865,-1,-1,0,8279637.501423,144020007201,59621669647.75,1.106772,20000001,-1,-1,0,61,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_9.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_4.dzn,1,1.524927,0.655769,2.524649,120,116.205944,0.016664,7201,24.253497,1.655587,0.991673,0,1479.463301,40.153772,24.253497,-1,1.01707,1.706609,40.989863,0.27865,-1,-1,0,8279637.501423,144020007201,59621669647.75,1.106772,20000001,-1,-1,0,61,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_1.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_5.dzn,1,1.524927,0.655769,2.52451,120,116.206221,0.016664,7201,24.253497,1.655496,0.990993,0,1479.463301,40.151563,24.253497,-1,1.016933,1.707486,40.980697,0.278617,-1,-1,0,8279868.950771,144020007201,59623336314.5,1.106092,20000001,-1,-1,0,61,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_7.dzn,1,1.524927,0.655769,2.524649,120,116.205944,0.016664,7201,24.253497,1.655587,0.991673,0,1479.463301,40.153772,24.253497,-1,1.016934,1.706833,40.983475,0.27865,-1,-1,0,8279637.501423,144020007201,59621669647.75,1.106772,20000001,-1,-1,0,61,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_8.dzn,1,1.524927,0.655769,2.524372,120,116.206499,0.016664,7201,24.253497,1.655405,0.99031,0,1479.463301,40.149355,24.253497,-1,1.01701,1.708136,40.970421,0.278584,-1,-1,0,8280100.400118,144020007201,59625002981.25,1.105409,20000001,-1,-1,0,61,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_8.dzn,1,1.574282,0.63521,2.573034,40,36.126092,0.049938,801,24.253497,1.634417,0.982931,0,509.323431,39.640331,24.253497,0,0.988801,1.96539,14.332085,0.60143,0.342183,2.223857,0,8181440.275905,16020000801,6553333661,1.248695,20000001,0.388646,1.693447,0,21,0.921176
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_1.dzn,1,1.537332,0.650478,2.536395,80,76.186504,0.024992,3201,24.253497,1.649868,0.986704,0,994.393366,40.015066,24.253497,0,1.009885,1.78487,27.641362,0.373358,0.336103,3.154973,0,8254712.481881,64020003201,26423334654.5,1.144703,20000001,0.39426,1.393078,0,41,0.919241
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_9.dzn,1,1.524927,0.655769,2.524233,120,116.206777,0.016664,7201,24.253497,1.655314,0.989626,0,1479.463301,40.147146,24.253497,-1,1.017055,1.708784,40.962644,0.27855,-1,-1,0,8280331.849465,144020007201,59626669648,1.104725,20000001,-1,-1,0,61,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_2.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_10.dzn,1,1.524927,0.655769,2.52451,120,116.206221,0.016664,7201,24.253497,1.655496,0.990993,0,1479.463301,40.151563,24.253497,-1,1.017045,1.707259,40.987918,0.278617,-1,-1,0,8279868.950771,144020007201,59623336314.5,1.106092,20000001,-1,-1,0,61,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_3.dzn,1,1.537332,0.650478,2.536707,80,76.185255,0.024992,3201,24.253497,1.650071,0.988051,0,994.393366,40.019995,24.253497,0,1.010017,1.782067,27.662605,0.375475,0.336014,3.156499,0,8254191.811231,64020003201,26421667987.75,1.14605,20000001,0.394212,1.396447,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_2.dzn,1,1.524927,0.655769,2.523955,120,116.206777,0.016664,7201,24.253497,1.655132,0.988252,0,1479.463301,40.142729,24.253497,-1,1.016975,1.708784,40.927371,0.27855,-1,-1,0,8280794.74816,144020007201,59630002981.5,1.103351,20000001,-1,-1,0,61,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_6.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_60_3.dzn,1,1.524927,0.655769,2.524788,120,116.205666,0.016664,7201,24.253497,1.655678,0.992352,0,1479.463301,40.155981,24.253497,-1,1.016998,1.705955,40.999861,0.278683,-1,-1,0,8279406.052076,144020007201,59620002981,1.107451,20000001,-1,-1,0,61,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_2.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_4.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_5.dzn,1,1.537332,0.650478,2.536395,80,76.185255,0.024992,3201,24.253497,1.649868,0.986704,0,994.393366,40.015066,24.253497,0,1.009758,1.782597,27.618244,0.375475,0.335954,3.153346,0,8254712.481881,64020003201,26423334654.5,1.144703,20000001,0.39426,1.394921,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_7.dzn,1,1.537332,0.650478,2.536395,80,76.185255,0.024992,3201,24.253497,1.649868,0.986704,0,994.393366,40.015066,24.253497,0,1.009758,1.782597,27.618244,0.375475,0.335954,3.153346,0,8254712.481881,64020003201,26423334654.5,1.144703,20000001,0.39426,1.394921,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_3.dzn,1,1.537332,0.650478,2.536395,80,76.185879,0.024992,3201,24.253497,1.649868,0.986704,0,994.393366,40.015066,24.253497,0,1.010115,1.783313,27.650734,0.3754,0.336014,3.156244,0,8254712.481881,64020003201,26423334654.5,1.144703,20000001,0.39426,1.395228,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_80_3.dzn,1,1.518709,0.658454,2.518553,160,156.216624,0.012499,12801,24.253497,1.658351,0.993607,0,1964.533236,40.220808,24.253497,-1,1.020549,1.664897,54.3231,0.223812,-1,-1,0,8292711.921549,256020012801,106155005307.75,1.085124,20000001,-1,-1,0,81,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_3.dzn,1,1.518709,0.658454,2.518631,160,156.216467,0.012499,12801,24.253497,1.658402,0.994021,0,1964.533236,40.222056,24.253497,-1,1.020466,1.664493,54.333255,0.223831,-1,-1,0,8292581.723381,256020012801,106153338641,1.085538,20000001,-1,-1,0,81,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_9.dzn,1,1.537332,0.650478,2.53702,80,76.18463,0.024992,3201,24.253497,1.650274,0.989393,0,994.393366,40.024923,24.253497,0,1.010018,1.780811,27.666354,0.375549,0.336013,3.156528,0,8253671.140581,64020003201,26420001321,1.147392,20000001,0.394163,1.397661,0,41,0.919039
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_4.dzn,1,1.518709,0.658454,2.518631,160,156.216467,0.012499,12801,24.253497,1.658402,0.994021,0,1964.533236,40.222056,24.253497,-1,1.020466,1.664493,54.333255,0.223831,-1,-1,0,8292581.723381,256020012801,106153338641,1.085538,20000001,-1,-1,0,81,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_10.dzn,1,1.518709,0.658454,2.518631,160,156.216467,0.012499,12801,24.253497,1.658402,0.994021,0,1964.533236,40.222056,24.253497,-1,1.020466,1.664493,54.333255,0.223831,-1,-1,0,8292581.723381,256020012801,106153338641,1.085538,20000001,-1,-1,0,81,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_2.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_10.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_100_7.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_8.dzn,1,1.518709,0.658454,2.518631,160,156.216467,0.012499,12801,24.253497,1.658402,0.994021,0,1964.533236,40.222056,24.253497,-1,1.020466,1.664493,54.333255,0.223831,-1,-1,0,8292581.723381,256020012801,106153338641,1.085538,20000001,-1,-1,0,81,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_100_4.dzn,1,1.514974,0.660077,2.514924,200,196.223039,0.01,20001,24.253497,1.660044,0.995091,0.000001,2449.60317,40.261877,24.253497,-1,1.02254,1.637843,67.666617,0.188161,-1,-1,0,8300585.385781,400020020001,166020008301,1.071526,20000001,-1,-1,0,101,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_80_9.dzn,1,1.518709,0.658454,2.518631,160,156.216467,0.012499,12801,24.253497,1.658402,0.994021,0,1964.533236,40.222056,24.253497,-1,1.020466,1.664493,54.333255,0.223831,-1,-1,0,8292581.723381,256020012801,106153338641,1.085538,20000001,-1,-1,0,81,-1
