@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC

@DATA
C6288.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.003172,2337,0.569252,0.756691,0.375505,2.331099,4674,0.569381
C6288.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.003171,2337.5,0.569213,0.756812,0.375595,2.331051,4675,0.569341
C6288.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.003203,2310.5,0.569396,0.756247,0.373353,2.332144,4621,0.572301
c6_BMC_p1_k1024-shuffled,1,0.031982,67844,0.514498,0.943641,0.755096,2.270595,135688,0.5147
c6_BMC_p1_k256-shuffled,1,0.122244,17468,0.512922,0.949615,0.722999,2.258558,34936,0.513585
c6_BMC_p2_k128-shuffled,1,0.230815,9072,0.511285,0.955855,0.684392,2.244079,18144,0.512338
c6_BMC_p2_k2048-shuffled,1,0.016116,135012,0.514799,0.942504,0.760738,2.272711,270024,0.514904
c6_BMC_p2_k64-shuffled,1,0.415195,4874,0.509005,0.964618,0.618828,2.219491,9748,0.510424
C880.blif_0.10_0.20_0_0_inp_exact,1,0.010212,93.636364,0.551508,0.81321,0.58888,2.274206,1030,0.552048
C880.blif_0.10_0.20_0_0_out_exact,1,0.008857,479.5,0.552976,0.808396,0.572866,2.288647,959,0.558761
C880.blif_0.10_0.20_0_1_inp_exact,1,0.010212,93.636364,0.551343,0.813752,0.589259,2.274206,1030,0.551882
C880.blif_0.10_0.20_0_1_out_exact,1,0.008857,479.5,0.552976,0.808396,0.572866,2.288647,959,0.558761
C880.blif_0.10_1.00_0_0_inp_exact,1,0.009195,504.5,0.552689,0.809337,0.58046,2.283142,1009,0.553125
C880.blif_0.10_1.00_0_0_out_exact,1,0.009419,490,0.553495,0.806699,0.571821,2.288462,980,0.559441
C880.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.009419,490,0.553325,0.807255,0.572214,2.288462,980,0.559252
CHAIN23v.24-shuffled,1,0.004679,1633.5,0.743712,0.344607,0.380257,2.204597,3267,0.752241
cmu.dme1.B-f2,1,0.160359,469,0.571333,0.750293,0.533359,2.012095,938,0.581378
cmu.dme1.B-f3,1,0.114317,816.5,0.571375,0.750165,0.523128,2.104405,1633,0.579865
cmu.dme1.B-f4-shuffled,1,0.092999,1209,0.571392,0.750111,0.517799,2.147137,2418,0.579218
cmu.dme2.B-f2,1,0.140765,601.5,0.571355,0.750224,0.513449,2.051405,1203,0.579754
cmu.periodic.N-d2-shuffled,1,0.088237,2475,0.571412,0.750052,0.448053,2.156767,4950,0.58105
cmu.periodic.N-d4-shuffled,1,0.108695,5629,0.571421,0.750023,0.446944,2.115903,11258,0.580438
cmu.periodic.N-f4-shuffled,1,0.109459,6009,0.571422,0.750021,0.447843,2.114378,12018,0.580527
comp.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.01083,76.5,0.516146,0.937438,0.677497,2.326113,306,0.51631
comp.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.001188,152.5,0.51712,0.933788,0.665083,2.356295,305,0.517149
connect_5x4_3_R-shuffled,1,0.045291,453.090909,0.366656,1.727349,0.772453,3.487105,4984,0.376955
connect_5x4_4_W-shuffled,1,0.055098,391.272727,0.374149,1.672735,0.777199,3.431147,4304,0.384117
connect_6x5_4_D-shuffled,1,0.046359,617.875,0.376675,1.654808,0.786262,3.502409,9886,0.383994
connect_6x5_5_R-shuffled,1,0.055915,546.625,0.378828,1.639719,0.783869,3.441509,8746,0.386435
connect_7x6_4_R-shuffled,1,0.041609,900.954545,0.378211,1.644024,0.791489,3.544301,19821,0.383459
connect_7x6_6_W-shuffled,1,0.057258,725.318182,0.382138,1.616857,0.788304,3.448476,15957,0.387499
connect_8x7_3_D-shuffled,1,0.036135,1375.586207,0.366493,1.728562,0.77845,3.566445,39892,0.370264
connect_8x7_7_D-shuffled,1,0.057716,927.586207,0.384616,1.599993,0.791676,3.453056,26900,0.388904
connect_9x8_3_R-shuffled,1,0.03483,1795.72973,0.36651,1.728439,0.779291,3.57817,66442,0.369446
connect_9x8_6_D-shuffled,1,0.042567,1363.72973,0.392242,1.549446,0.810841,3.565046,50458,0.395497
connect_9x8_8_D-shuffled,1,0.058431,1153.567568,0.386529,1.58713,0.794156,3.456758,42682,0.389911
Core1108_tbm_02.tex.moduleQ3.2S.000007,1,0.30233,143.1,0.654185,0.52862,0.285054,2.388108,1431,0.639002
Core1108_tbm_02.tex.moduleQ3.2S.000015,1,0.300926,142.6,0.654968,0.526792,0.283615,2.389895,1426,0.639411
Core1108_tbm_02.tex.moduleQ3.2S.000026,1,0.304902,145.1,0.652106,0.533494,0.290753,2.381028,1451,0.6358
Core1108_tbm_02.tex.moduleQ3.2S.000056,1,0.300623,142.6,0.654861,0.527041,0.284335,2.388498,1426,0.639782
Core1108_tbm_02.tex.moduleQ3.2S.000077,1,0.30233,143.1,0.654185,0.52862,0.285054,2.388108,1431,0.639002
Core1108_tbm_02.tex.moduleQ3.2S.000095,1,0.303121,144.1,0.653313,0.530659,0.287915,2.384554,1441,0.637275
Core1108_tbm_02.tex.moduleQ3.2S.000098,1,0.304513,144.6,0.652537,0.53248,0.289337,2.382788,1446,0.636559
Core1108_tbm_02.tex.moduleQ3.2S.000099,1,0.302423,143.6,0.653643,0.529888,0.287202,2.384939,1436,0.637972
Core1108_tbm_02.tex.moduleQ3.2S.000108,1,0.302423,143.6,0.653643,0.529888,0.287202,2.384939,1436,0.637972
Core1108_tbm_03.tex.module.000003,1,0.441907,67.3,0.588453,0.69937,0.443893,2.072493,673,0.552124
Core1108_tbm_03.tex.module.000019,1,0.425532,61.3,0.587103,0.703278,0.433371,2.057671,613,0.55693
Core1108_tbm_03.tex.module.000021,1,0.432341,61.3,0.585288,0.70856,0.43178,2.06064,613,0.554742
Core1108_tbm_03.tex.module.000023,1,0.433931,61.3,0.584127,0.711957,0.433371,2.057671,613,0.552195
Core1108_tbm_03.tex.module.000031,1,0.434662,62.3,0.582318,0.717274,0.439646,2.051495,623,0.551909
Core1108_tbm_03.tex.module.000034,1,0.43089,61.8,0.583763,0.713023,0.438724,2.052602,618,0.553084
Core1108_tbm_03.tex.module.000037,1,0.433526,59.4,0.583367,0.714185,0.435838,2.053179,594,0.552932
Core1108_tbm_03.tex.module.000038,1,0.435418,58.9,0.583851,0.712766,0.434833,2.054354,589,0.553738
Core1108_tbm_03.tex.module.000039,1,0.435418,58.9,0.583851,0.712766,0.434833,2.054354,589,0.553738
Core1108_tbm_03.tex.module.000048,1,0.431442,58.4,0.584554,0.710705,0.433806,2.055556,584,0.553452
Core1108_tbm_03.tex.module.000056,1,0.42698,56.4,0.583151,0.714822,0.429455,2.048267,564,0.555997
Core1108_tbm_03.tex.module.000057,1,0.425798,55,0.58278,0.715913,0.428303,2.049468,550,0.556591
Core1108_tbm_03.tex.module.000058,1,0.424588,53.6,0.5824,0.717032,0.427123,2.047529,536,0.556963
Core1108_tbm_03.tex.module.000064,1,0.423348,53.1,0.582012,0.718178,0.425914,2.045542,531,0.557347
Core1108_tbm_03.tex.module.000065,1,0.422078,52.6,0.581614,0.719354,0.424675,2.043506,526,0.557126
Core1108_tbm_03.tex.module.000090,1,0.426913,47.9,0.581608,0.719371,0.419399,2.041667,479,0.558531
Core1108_tbm_03.tex.module.000092,1,0.425606,46.5,0.583374,0.714166,0.417993,2.039446,465,0.561112
Core1108_tbm_03.tex.moduleQ3.2S.000002,1,0.301744,135.6,0.633607,0.578266,0.289812,2.403626,1356,0.618122
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,0.303342,136.1,0.632761,0.580375,0.291438,2.401557,1361,0.616876
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,0.303792,136.6,0.632308,0.581507,0.293056,2.399497,1366,0.616215
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,0.301398,135.6,0.633503,0.578526,0.290626,2.402017,1356,0.618052
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,0.301744,135.6,0.633607,0.578266,0.289812,2.403626,1356,0.618122
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,0.303792,136.6,0.632308,0.581507,0.293056,2.399497,1366,0.616215
Core1108_tbm_09.tex.module.000008,1,0.475916,111.2,0.602804,0.658915,0.47707,2.06086,1112,0.552388
Core1108_tbm_09.tex.module.000009,1,0.475916,111.2,0.602804,0.658915,0.47707,2.06086,1112,0.552645
Core1108_tbm_09.tex.module.000010,1,0.475916,111.2,0.602804,0.658915,0.47707,2.06086,1112,0.552388
Core1108_tbm_09.tex.module.000028,1,0.464789,94.7,0.600076,0.666456,0.466197,2.047183,947,0.55553
Core1108_tbm_09.tex.module.000033,1,0.460847,90.2,0.599114,0.669132,0.462345,2.044211,902,0.556898
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,0.244533,292.9,0.681842,0.466615,0.25654,2.551933,2929,0.665639
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,0.243545,291.9,0.682473,0.465259,0.255086,2.553991,2919,0.666569
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,0.244533,292.9,0.681842,0.466615,0.25654,2.551933,2929,0.665639
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,0.243069,291.9,0.682232,0.465777,0.25654,2.550957,2919,0.666253
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,0.245766,294.4,0.680982,0.468468,0.258711,2.548861,2944,0.664376
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,0.244533,292.9,0.681842,0.466615,0.25654,2.551933,2929,0.665639
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,0.244533,292.9,0.681842,0.466615,0.25654,2.551933,2929,0.665639
Core1108_tbm_21.tex.module.000008,1,0.46034,66.7,0.599697,0.667509,0.445703,2.050519,667,0.559856
Core1108_tbm_21.tex.module.000009,1,0.46034,66.7,0.599697,0.667509,0.445703,2.050519,667,0.559419
Core1108_tbm_21.tex.module.000010,1,0.46034,66.7,0.599697,0.667509,0.445703,2.050519,667,0.560294
Core1108_tbm_21.tex.module.000014,1,0.454545,62.2,0.598355,0.67125,0.438624,2.044171,622,0.561996
Core1108_tbm_21.tex.module.000017,1,0.454545,62.2,0.598355,0.67125,0.438624,2.044171,622,0.558914
Core1108_tbm_21.tex.module.000023,1,0.447635,57.7,0.596761,0.675712,0.43018,2.039414,577,0.5632
Core1108_tbm_21.tex.module.000026,1,0.456081,57.7,0.593762,0.684175,0.43018,2.039414,577,0.55946
Core1108_tbm_21.tex.module.000027,1,0.456081,57.7,0.593762,0.684175,0.43018,2.039414,577,0.55893
Core1108_tbm_21.tex.module.000030,1,0.45657,58.7,0.591845,0.689632,0.436526,2.033408,587,0.558553
Core1108_tbm_21.tex.module.000091,1,0.444271,38,0.589364,0.696744,0.400624,2.005456,380,0.569759
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,0.323557,126.5,0.648345,0.54239,0.30284,2.339153,1265,0.627984
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,0.320724,124.5,0.650762,0.536661,0.296288,2.347039,1245,0.631469
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,0.321144,125,0.650255,0.537859,0.297937,2.345054,1250,0.63074
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,0.323145,126,0.648845,0.541201,0.301213,2.341111,1260,0.628699
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,0.321144,125,0.650255,0.537859,0.297937,2.345054,1250,0.63074
Core1108_tbm_21.tex.moduleQ3.2S.000019,1,0.321144,125,0.650255,0.537859,0.297937,2.345054,1250,0.63074
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,0.321144,125,0.650255,0.537859,0.297937,2.345054,1250,0.63074
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,0.320724,124.5,0.650762,0.536661,0.296288,2.347039,1245,0.631469
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,0.274889,150.875,0.645658,0.548807,0.278547,2.475307,1207,0.62962
counter_16,1,0.479891,97.058824,0.501718,0.993153,0.509657,2.016587,1650,0.502125
counter_32-shuffled,1,0.489613,193.030303,0.500916,0.996344,0.504855,2.009004,6370,0.501175
counter_8-shuffled,1,0.462192,49.111111,0.503022,0.987986,0.519116,2.028037,442,0.503491
counter_e_16,1,0.477088,100,0.502749,0.989064,0.50296,2.036615,1700,0.504078
counter_e_8-shuffled,1,0.458234,52,0.504673,0.981481,0.507558,2.062848,468,0.506512
counter_r_16,1,0.478768,100,0.500552,0.997793,0.507591,2.029703,1700,0.499964
counter_r_8-shuffled,1,0.461169,52,0.500943,0.996237,0.514812,2.05044,468,0.499873
counter_re_16,1,0.476089,102.941176,0.500459,0.998164,0.501169,2.055473,1750,0.499835
cube_c11_par---13_-shuffled,1,5.170706,660,0.494515,1.022184,0.079489,1.232634,1320,0.510455
cube_c3_ser--opt-6_-shuffled,1,0.657895,85.5,0.553926,0.805296,0.418129,2.204678,171,0.543182
cube_c5_ser---14_-shuffled,1,1.284069,322.5,0.553646,0.806209,0.348752,2.037236,645,0.555417
cube_c7_ser---23_-shuffled,1,2.372263,735,0.510144,0.96023,0.286996,1.858481,1470,0.520641
cube_c9_par--opt-11_-shuffled,1,4.356648,459,0.500771,0.996919,0.113125,1.328907,918,0.516512
eijk.S1238.S-d3-shuffled,1,0.128809,421,0.571329,0.750305,0.590004,2.075173,842,0.577513
eijk.S1423.S-d4-shuffled,1,0.031779,1803,0.571406,0.750071,0.56478,2.26965,3606,0.573751
eijk.S208o.S-d4-shuffled,1,0.045283,46,0.570502,0.752841,0.577358,2.237736,92,0.573687
eijk.S208o.S-f4-shuffled,1,0.056312,755,0.571372,0.750173,0.57766,2.220402,1510,0.57639
eijk.S298.S-f2-shuffled,1,0.100078,452,0.571334,0.750291,0.570985,2.132661,904,0.5792
eijk.S298.S-f4,1,0.050924,1053,0.571389,0.750122,0.565034,2.231268,2106,0.576236
eijk.S344.S-f3,1,0.050234,1000,0.571386,0.75013,0.55032,2.232635,2000,0.576118
eijk.S349.S-f3,1,0.049088,988.5,0.571386,0.750132,0.547335,2.234923,1977,0.576049
eijk.S382.S-f4-shuffled,1,0.050382,1253.5,0.571395,0.750102,0.556936,2.232387,2507,0.576342
eijk.S386.S-f2,1,0.075082,849.5,0.571378,0.750153,0.582242,2.182897,1699,0.577706
eijk.S420.S-f2,1,0.080359,869,0.571379,0.750153,0.600245,2.172343,1738,0.578047
eijk.S526.S-f4-shuffled,1,0.052486,1856.5,0.571406,0.750069,0.571192,2.228238,3713,0.576512
eijk.S641.S-f2,1,0.065046,1058,0.571388,0.750126,0.587594,2.203018,2116,0.577281
eijk.S713.S-f2,1,0.064688,1063.5,0.571388,0.750125,0.587863,2.203735,2127,0.577246
emptyroom_e3_ser---19_-shuffled,1,0.510045,464,0.574679,0.740102,0.462394,2.365931,928,0.569787
emptyroom_e3_ser--opt-20_-shuffled,1,0.488705,488,0.575059,0.738951,0.466115,2.377665,976,0.569706
emptyroom_e4_par---21_-shuffled,1,1.664956,1024,0.558511,0.790477,0.327981,1.96992,2048,0.568078
emptyroom_e4_ser--opt-44_-shuffled,1,1.010173,2128,0.565431,0.768563,0.415254,2.238424,4256,0.568031
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,0.177412,1202.333333,0.515371,0.940351,0.299842,2.937107,7214,0.438312
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,0.180598,1231.571429,0.508597,0.966192,0.304408,2.965486,8621,0.429459
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,0.182945,1253.5,0.503698,0.985315,0.307772,2.986388,10028,0.423082
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,0.15196,330.888889,0.41253,1.424066,0.521307,3.512462,2978,0.368455
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,0.184745,1270.555556,0.49999,1.00004,0.310352,3.002425,11435,0.41827
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,0.125041,294.666667,0.450188,1.221294,0.518028,3.2696,884,0.422923
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,0.153105,997.666667,0.572171,0.74773,0.265,2.720583,2993,0.513781
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,0.165719,1100,0.541507,0.846698,0.283081,2.832946,4400,0.472808
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.141785,316.4,0.426054,1.347118,0.520068,3.420668,1582,0.387985
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.172839,1161.4,0.525348,0.9035,0.293286,2.896369,5807,0.451422
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.116337,777.166667,0.441977,1.262563,0.480449,3.683286,4663,0.394606
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.118744,786,0.438409,1.280974,0.480988,3.706077,5502,0.389208
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.120526,792.625,0.435801,1.294624,0.481388,3.722943,6341,0.385266
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.098384,715.333333,0.470253,1.126514,0.476428,3.513336,2146,0.437329
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.137859,5381.666667,0.597589,0.67339,0.220066,2.700891,16145,0.532713
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.149869,5997,0.566099,0.766475,0.237795,2.810964,23988,0.490227
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.129161,1466.166667,0.446339,1.240451,0.47596,3.720847,8797,0.399723
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.131837,1483,0.442786,1.258428,0.476476,3.743101,10381,0.394307
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.136551,1513.3,0.436643,1.290198,0.477386,3.782314,15133,0.384956
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.109214,1348.333333,0.474465,1.107636,0.472108,3.554928,4045,0.442471
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.119464,1407.25,0.45964,1.175617,0.474087,3.640184,5629,0.419994
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.125346,1442.6,0.451492,1.214881,0.475223,3.689109,7213,0.40758
f600-00-shuffled,1,0.319137,2174,0.595945,0.678006,0.523087,1.787298,4348,0.642788
ii32c1-00,1,0.597585,976.5,0.619097,0.615255,0.798108,1.840428,1953,0.635491
ii32c1-50-shuffled,1,0.622456,869.5,0.620852,0.610689,0.803578,1.833787,1739,0.635229
ii32e1-00-shuffled,1,0.612998,925,0.621277,0.609589,0.805541,1.848315,1850,0.636934
ii32e1-50-shuffled,1,0.640475,813,0.623241,0.604516,0.811766,1.841515,1626,0.636708
ii8a1-00-shuffled,1,0.289663,191,0.582329,0.717241,0.655048,1.774038,382,0.622302
ii8a1-90-shuffled,1,0.369632,131,0.585242,0.708696,0.65184,1.711656,262,0.617117
ii8a3-90,1,0.416742,928,0.589048,0.697654,0.682878,1.721208,1856,0.61459
ii8c1-90-shuffled,1,0.375287,1836.5,0.584143,0.711911,0.664625,1.707408,3673,0.613774
ii8d1-00-shuffled,1,0.321525,2392.5,0.581374,0.720064,0.660599,1.737679,4785,0.616525
impl18-shuffled,1,0.493151,2.947368,0.498851,1.004608,0.506849,1.993151,56,0.49994
irst.dme4.B-d4-shuffled,1,0.05145,448.5,0.571329,0.750306,0.560229,2.22989,897,0.575899
irst.dme5.B-d4-shuffled,1,0.056069,630.5,0.571358,0.750217,0.559827,2.220809,1261,0.576285
jnh1-50-shuffled,1,0.412167,530,0.624757,0.600622,0.46949,1.842456,1060,0.68164
jnh207-90-shuffled,1,0.398866,458,0.624082,0.602353,0.451166,1.831548,916,0.683276
jnh218-00-shuffled,1,0.3756,548.5,0.62127,0.609607,0.4634,1.8398,1097,0.681138
jnh218-90-shuffled,1,0.39704,458.5,0.623767,0.603162,0.451797,1.830655,917,0.682997
k3_1_2-shuffled,1,0.201117,133,0.481289,1.077754,0.678771,2.284916,266,0.47733
k4_2_2-shuffled,1,0.174525,519,0.476014,1.10078,0.706545,2.306122,1038,0.471454
k5_2_2,1,0.19582,992,0.471155,1.122443,0.730106,2.195453,1984,0.466265
k5_3_2-shuffled,1,0.159216,1442,0.472736,1.115346,0.719739,2.315922,2884,0.467892
k_branch_n-20-shuffled,1,0.127703,595.391304,0.560347,0.784609,0.476193,2.488632,13694,0.586184
k_branch_n-4-shuffled,1,0.125536,111.714286,0.505107,0.979777,0.7154,2.306043,782,0.507598
k_branch_n-5-shuffled,1,0.124419,140.5,0.512119,0.95267,0.690501,2.328343,1124,0.516876
k_branch_n-6,1,0.122434,169.777778,0.518449,0.928832,0.667212,2.349682,1528,0.525453
k_branch_n-7,1,0.120021,199.4,0.524222,0.90759,0.645416,2.369955,1994,0.533417
k_branch_n-8-shuffled,1,0.142532,229.272727,0.523166,0.911438,0.635663,2.34961,2522,0.532145
k_branch_p-11-shuffled,1,0.133038,319.857143,0.536937,0.862414,0.582205,2.402488,4478,0.551665
k_branch_p-14-shuffled,1,0.124077,411.294118,0.548236,0.824034,0.536999,2.447824,6992,0.568022
k_branch_p-16-shuffled,1,0.138989,472.526316,0.549063,0.821285,0.521902,2.440381,8978,0.569559
k_branch_p-17-shuffled,1,0.136009,503.2,0.552104,0.811252,0.509674,2.45326,10064,0.57402
k_branch_p-4-shuffled,1,0.125487,111.714286,0.505181,0.979487,0.715511,2.306313,782,0.507694
k_branch_p-6-shuffled,1,0.122412,169.777778,0.51848,0.928716,0.667272,2.3498,1528,0.525493
k_branch_p-8-shuffled,1,0.142518,229.272727,0.523183,0.911379,0.635699,2.349674,2522,0.532166
k_d4_n-11-shuffled,1,0.185896,59.5625,0.506266,0.975248,0.660931,2.216925,953,0.508693
k_d4_n-14-shuffled,1,0.186362,63.263158,0.506728,0.973444,0.65904,2.218792,1202,0.509335
k_d4_n-15-shuffled,1,0.186476,64.25,0.506842,0.973003,0.658577,2.219249,1285,0.509493
k_d4_n-16-shuffled,1,0.186576,65.142857,0.506941,0.972617,0.658171,2.21965,1368,0.509633
k_d4_n-17-shuffled,1,0.186664,65.954545,0.507028,0.972276,0.657813,2.220004,1451,0.509756
k_d4_n-18-shuffled,1,0.186743,66.695652,0.507106,0.971974,0.657494,2.220318,1534,0.509866
k_d4_n-19-shuffled,1,0.186813,67.375,0.507176,0.971703,0.657208,2.2206,1617,0.509965
k_d4_n-20-shuffled,1,0.186877,68,0.507239,0.971459,0.656951,2.220854,1700,0.510054
k_d4_n-21-shuffled,1,0.186934,68.576923,0.507295,0.971238,0.656719,2.221084,1783,0.510135
k_d4_n-7-shuffled,1,0.184663,51.75,0.505037,0.980054,0.665932,2.211988,621,0.507027
k_d4_p-10-shuffled,1,0.14561,40,0.499467,1.002134,0.707709,2.220021,600,0.499233
k_d4_p-11-shuffled,1,0.145783,41.0625,0.499709,1.001165,0.706972,2.220868,657,0.499515
k_d4_p-21-shuffled,1,0.146612,47.192308,0.50087,0.996527,0.703427,2.224942,1227,0.500861
k_d4_p-6-shuffled,1,0.144366,33.818182,0.497714,1.009187,0.713028,2.213908,372,0.497175
k_d4_p-7-shuffled,1,0.144807,35.75,0.498336,1.006679,0.711145,2.216073,429,0.497908
k_dum_n-10-shuffled,1,0.1,31.5,0.487937,1.049444,0.742647,2.238235,504,0.483695
k_dum_n-21-shuffled,1,0.101247,35.777778,0.489572,1.0426,0.73895,2.242917,966,0.485476
k_dum_p-11-shuffled,1,0.100324,34.615385,0.491071,1.036364,0.739482,2.245955,450,0.488473
k_dum_p-13-shuffled,1,0.099242,35.333333,0.490837,1.037335,0.740179,2.246037,530,0.487975
k_dum_p-16-shuffled,1,0.098765,36.222222,0.490813,1.037436,0.74018,2.245791,652,0.487748
k_dum_p-21-shuffled,1,0.096928,36.956522,0.490335,1.039421,0.74167,2.246214,850,0.486877
ken.flash^10.C-f4-shuffled,1,0.020092,18815,0.571426,0.750007,0.505257,2.293138,37630,0.572859
ken.flash^14.C-d4-shuffled,1,0.043611,5135.5,0.57142,0.750025,0.500249,2.246066,10271,0.57462
ken.oop^1.C-d2,1,0.08085,1076,0.571388,0.750124,0.523135,2.171414,2152,0.579619
k_grz_n-10-shuffled,1,0.136994,55.444444,0.5127,0.950458,0.660011,2.324459,499,0.526186
k_grz_n-13-shuffled,1,0.128314,61.777778,0.518653,0.928073,0.641572,2.357955,556,0.537104
k_grz_n-14-shuffled,1,0.126432,69.777778,0.521983,0.915771,0.629705,2.371522,628,0.541734
k_grz_n-21-shuffled,1,0.124722,91.555556,0.531276,0.88226,0.592706,2.412027,824,0.557786
k_grz_p-10-shuffled,1,0.16601,53.666667,0.505941,0.976516,0.679235,2.272932,483,0.51244
k_grz_p-17-shuffled,1,0.162028,71.666667,0.511924,0.953416,0.658406,2.313763,645,0.52296
k_grz_p-21-shuffled,1,0.154551,85.777778,0.517047,0.934061,0.641723,2.3427,772,0.531238
k_lin_n-10-shuffled,1,0.146382,406.4,0.578274,0.729284,0.350843,2.554536,2032,0.606556
k_lin_n-13-shuffled,1,0.121257,543.2,0.594221,0.682875,0.290156,2.631515,2716,0.62846
k_lin_n-14-shuffled,1,0.114688,588.8,0.598332,0.671314,0.274334,2.651592,2944,0.634149
k_lin_n-21-shuffled,1,0.09304,908,0.614595,0.627087,0.207199,2.728913,4540,0.656786
k_lin_n-9-shuffled,1,0.139446,360.8,0.576592,0.734327,0.363989,2.553296,1804,0.604379
k_lin_p-12-shuffled,1,0.167377,156.25,0.543139,0.841149,0.54504,2.377663,625,0.553833
k_lin_p-16-shuffled,1,0.155229,205.25,0.556184,0.797968,0.489583,2.43607,821,0.570007
k_lin_p-21-shuffled,1,0.15182,266.5,0.565988,0.766822,0.441336,2.477594,1066,0.582259
k_lin_p-8-shuffled,1,0.169102,107.25,0.529319,0.889218,0.610125,2.323069,429,0.537261
k_path_n-10-shuffled,1,0.186916,53.692308,0.477486,1.094301,0.851943,2.138711,698,0.467937
k_path_n-20-shuffled,1,0.186874,59.304348,0.477433,1.094533,0.853457,2.140531,1364,0.466467
k_path_n-21-shuffled,1,0.186763,59.208333,0.477458,1.094427,0.85343,2.140794,1421,0.46641
k_path_p-10-shuffled,1,0.189189,53,0.477419,1.094595,0.85027,2.135135,636,0.467983
k_path_p-16-shuffled,1,0.18779,57.333333,0.477435,1.094527,0.852356,2.138686,1032,0.466913
k_path_p-21-shuffled,1,0.186687,59.347826,0.477456,1.094434,0.853604,2.140891,1365,0.466504
k_path_p-9-shuffled,1,0.188249,52.090909,0.477452,1.094453,0.850719,2.136091,573,0.468399
k_ph_n-10-shuffled,1,0.190484,471.333333,0.556742,0.796163,0.46234,2.444183,1414,0.57137
k_ph_n-13-shuffled,1,0.155164,965.333333,0.585465,0.708045,0.337422,2.5732,2896,0.60969
k_ph_n-14-shuffled,1,0.140192,1188,0.594402,0.682362,0.300673,2.617109,3564,0.621916
k_ph_n-15-shuffled,1,0.126856,1442,0.602098,0.660859,0.268964,2.655565,4326,0.632577
k_ph_n-8-shuffled,1,0.206932,261.333333,0.53388,0.87308,0.564267,2.353827,784,0.542034
k_ph_n-9-shuffled,1,0.188937,359.333333,0.550228,0.817428,0.497062,2.42233,1078,0.562791
