@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC

@DATA
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,1,0.0005,0.036,0.115,0.1596,0.6359,0.4915,0.4348,0.7551,144.8,2.6418,0.6114,258,0.4093,0.2704,207,308
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S386464511-018.SATISFIABLE.cnf,1,0.0428,0.2282,0.0901,0.1231,0.7307,0.4834,0.5871,0.4006,0.0369,0.2855,0.1834,4012,0.1774,0.5897,3936,4102
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1966306571-20-UNSAT.cnf,1,0.0648,0.2613,0.1168,0.1551,1.0024,0.6787,0.5627,0.4135,0.0771,0.3273,0.6371,3977,0.2213,0.6536,3948,4018
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c10nidw_s.cnf,1,0.021,0.1251,0.0758,0.1207,1.7966,0.4429,0.4026,0.6282,5.3039,1.9589,1.6393,371,0.1476,0.7034,165,420
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S844931093-069.cnf,1,0.0488,0.2314,0.0918,0.1273,0.6637,0.3444,0.5567,0.4051,0.0219,0.2694,0.1295,3859,0.166,0.5842,3803,3903
SAT-Race-2010-CNF/mixed/anbulagan/dated-5-15-u.cnf,1,0.0018,0.1704,0.015,0.0253,1.3593,0.2023,0.5793,0.5278,2.2512,0.4931,1.0111,1251,0.0319,1.041,120,1251
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/500/unif-k3-r4.25-v500-c2125-S1213077873-067.cnf,1,0.0399,0.2309,0.0848,0.1155,0.703,0.2916,0.577,0.3804,0.0246,0.2975,0.1633,3984,0.1714,0.5857,3890,3985
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_36.renamed-as.sat05-1922.cnf,1,0,0.0056,0,0,0.6743,0,0.0015,0.692,0,0.0032,0.6732,3895,0,0.5471,1130,3895
SAT-Race-2010-CNF/mixed/palacios/safe-30-h30-sat.cnf,1,0,0.0422,0.0391,0.0336,2.129,0.2877,0.4707,0.6236,17.928,1.8208,2.2077,0,0.1625,0.9319,0,0
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,0.0015,0.05,0.0027,0.0035,0.8321,0.0139,0.6817,0.1678,0,0.0991,0,19,0.005,0.6505,16,23
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1557868591-12-SAT.cnf,1,0.0611,0.264,0.1197,0.1648,0.9979,0.5665,0.6028,0.3977,0.07,0.3376,0.6072,3895,0.2164,0.6548,3863,4054
SAT_Competition2011/SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0.0246,0.1264,0.0761,0.1184,1.8279,0.4548,0.3882,0.605,5.3701,1.5285,1.6713,368,0.1489,0.7139,300,505
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-3.cnf,1,0.0231,0.1699,0.0312,0.0407,1.0057,0.1579,1.7381,0.0826,1.5106,0.604,0.9025,254,0.0485,0.4127,197,309
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1370059435-05.UNSAT.shuffled.cnf,1,0.0398,0.2329,0.0835,0.1097,0.6779,0.2829,0.6104,0.3669,0.0286,0.2859,0.1212,4106,0.1599,0.5841,4029,4115
SAT_Competition2007/industrial/industrial/palacios/medium/cube-11-h13-unsat.cnf,1,0.0398,0.1522,0.0747,0.1182,1.4773,0.1807,0.526,0.3785,2.7808,10.245,1.4215,0,0.1325,0.554,0,0
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1773173258-010.cnf,1,0.0468,0.2339,0.0921,0.1242,0.7058,0.8323,0.5776,0.3931,0.0249,0.2902,0.1527,11,0.1751,0.5867,9,14
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-10-15-s.cnf,1,0.0002,0.1611,0.0137,0.0237,1.3061,0.1922,0.5961,0.5104,2.7387,0.5301,0.9665,0,0.0302,1.0582,0,0
SAT_RACE2006/SAT-Race-Benchmarks/velev-fvp-sat-3.0-b18.cnf,1,0.0006,0.0308,0.1745,0.2773,1.0885,0.5,0.2889,0.7708,0.1674,1.1802,0.8854,10,0.4959,0.6168,7,15
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1216095115-028.SATISFIABLE.cnf,1,0.0011,0.0469,0.0018,0.0022,0.8473,0.0056,0.7983,0.1649,0,0.0856,0,4284,0.0034,0.6517,4111,4390
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i7_pp.cnf,1,0.0058,0.0736,0.067,0.0684,1.5921,0.3659,0.5378,0.5968,0.4356,1.5381,1.3044,1201,0.2517,0.6278,1080,2509
SAT_Competition2009/CRAFTED/parity-games/instance_n4_i4_pp.cnf,1,0.0127,0.1414,0.0891,0.1247,1.5931,0.372,0.7096,0.4451,0.4291,0.8902,1.2863,0,0.2563,0.7237,0,0
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S7007454-009.cnf,1,0.0477,0.2343,0.0932,0.1263,0.7025,0.5951,0.5806,0.3962,0.0225,0.2931,0.1449,159,0.1761,0.5882,140,195
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes9.cnf,1,0,0.015,0,0,0.2398,0,0.0204,0.8109,0.05,0.1884,0.2599,1688,0,0.0235,1677,3250
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S2124311399-085.cnf,1,0.0015,0.05,0.0027,0.0035,0.8325,0.0145,0.6791,0.1681,0,0.0979,0,55,0.005,0.6498,47,63
SAT_RACE2008/fuhs-aprove-16.cnf,1,0.0229,0.1786,0.0307,0.0439,1.1494,0.2371,0.9083,0.2064,1.9922,1.402,1.0929,994,0.047,0.5305,776,1369
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-15-u.cnf,1,0.0018,0.1704,0.015,0.0253,1.3593,0.2023,0.5795,0.5277,2.2512,0.4931,1.0111,120,0.0319,1.041,120,120
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S1378008329-078.SATISFIABLE.cnf,1,0.043,0.2308,0.0875,0.1205,0.7034,0.3477,0.5792,0.3935,0.026,0.2891,0.1477,3571,0.1663,0.589,3540,3676
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1711406314-093.cnf,1,0.05,0.2304,0.0973,0.1344,0.7308,0.2874,0.5811,0.4088,0.0286,0.3058,0.1767,4097,0.1839,0.5903,3998,4100
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d-0.02-s405595518.sat05-531.reshuffled-07.cnf,1,0.0005,0.0648,0.0043,0.0085,1.0498,0.0164,0.1013,0.6273,0.3333,0.3465,0.4822,2923,0.0105,0.5989,2906,3095
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S2118640909-06.cnf,1,0.0477,0.234,0.093,0.1256,0.7127,0.6048,0.5783,0.3947,0.0235,0.2894,0.1526,34,0.1754,0.5885,27,40
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl006.sat05-2718.reshuffled-07.cnf,1,0.4976,0.1931,0.433,0.4999,2.9512,1,0.23,0.696,0.0846,4.1534,2.5799,2675,0.5,0.8843,2123,3088
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-07r-k100.cnf,1,0.0266,0.2282,0.1233,0.1942,1.3065,0.372,2.2163,0.0484,9.787,0.4909,0.9646,442,0.2543,0.7696,219,641
SAT_Competition2011/SAT_RACE08/cnf/ibm-2004-01-k90.cnf,1,0.0071,0.1645,0.0349,0.0497,1.7411,0.2337,0.5675,0.512,0.8505,1.0046,1.4353,545,0.0892,1.0647,478,802
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S886048189-14.cnf,1,0.0467,0.2331,0.0923,0.1254,0.7389,0.7109,0.5788,0.3905,0.029,0.2973,0.1837,12,0.1763,0.5898,9,18
SAT_RACE2008/ibm-2002-24r3-k100.cnf,1,0.0044,0.1716,0.0555,0.084,1.7572,0.386,0.5911,0.5141,1.338,0.9978,1.493,444,0.1402,1.053,388,502
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1441840675-053.cnf,1,0.0015,0.05,0.0027,0.0034,0.835,0.0123,0.6803,0.1656,0,0.0957,0,42,0.0047,0.6507,36,51
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S1618450766-063.cnf,1,0.0467,0.2339,0.0921,0.124,0.7041,0.5374,0.5872,0.3908,0.0243,0.2866,0.1485,19,0.1763,0.5865,16,24
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1090604743-089.UNKNOWN.cnf,1,0.047,0.2276,0.0904,0.1257,0.764,0.2923,0.5943,0.3961,0.0417,0.3249,0.2092,4074,0.1809,0.588,4009,4106
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-018-017.sat05-1189.reshuffled-07.cnf,1,0.165,0.1107,0.1705,0.176,1.1187,0.1823,0.0058,0.8736,0.0625,0,0.3701,4741,0.1761,1.0502,4740,4891
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-10-13-s.cnf,1,0.0005,0.1661,0.0136,0.0235,1.3173,0.2049,0.5878,0.5198,2.649,0.4744,0.9652,44,0.03,1.067,40,44
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S260814579-03.cnf,1,0.0015,0.05,0.0027,0.0034,0.8315,0.0153,0.6679,0.1662,0,0.1001,0,44,0.0049,0.6484,38,48
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-160-100.cnf,1,0.2295,0.4167,0.2295,0.2295,0,0.2296,0.0001,0.5832,0,0,0.4506,4656,0.2296,0,4641,4665
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S254828838-055.cnf,1,0.0001,0.0112,0.0001,0.0001,0.9916,0.0001,0.6952,0.0618,0,0.0297,0,4545,0.0001,0.6842,4479,4612
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/380/unif-k3-r4.25-v380-c1615-S1807135406-059.cnf,1,0.045,0.2328,0.0859,0.1133,0.6377,0.333,0.5678,0.394,0.0133,0.2674,0.0926,4057,0.1676,0.5804,3966,4094
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-21r-k95.cnf,1,0.0036,0.1352,0.0311,0.0471,1.9733,0.34,0.4763,0.5955,2.2757,1.1688,1.643,1071,0.0839,0.9999,870,1257
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1723021362-073.cnf,1,0.0001,0.0112,0.0001,0.0001,0.9981,0.0001,0.7633,0.0622,0,0.0317,0,4486,0.0001,0.69,4429,4546
SAT_Competition2011/SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,1,0.2654,0.2,0.2648,0.2677,0.9993,0.2683,8.3598,0.0011,0.0075,0.0086,0.0203,4409,0.2679,0.9336,4338,4486
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S1791291573-05.cnf,1,0.0015,0.05,0.0027,0.0036,0.8308,0.0125,0.6979,0.1664,0,0.0984,0,95,0.0048,0.6537,85,112
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v300-c1278-S768688898-014.UNKNOWN.cnf,1,0.0419,0.2311,0.0874,0.1252,0.6532,0.2765,0.5623,0.4013,0.0204,0.301,0.1058,4103,0.1634,0.5794,4065,4130
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S72547786-008-UNKNOWN.cnf,1,0.0458,0.2336,0.0902,0.1214,0.7005,0.5628,0.5775,0.3899,0.0252,0.2881,0.1499,48,0.1711,0.5868,41,58
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.0-8.cnf,1,0,0.0233,0.069,0.031,0.6014,1,0.2738,0.8972,0.1435,4.946,0.3747,18,0.3415,0.3128,18,18
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S621134782-041.cnf,1,0.0455,0.2318,0.0909,0.1184,0.6555,0.3995,0.5843,0.3995,0.0196,0.2757,0.1152,3934,0.1756,0.5837,3806,4054
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,0.0173,0.2023,0.0508,0.0647,1.4844,0.3296,0.7097,0.3332,2.2049,0.8554,1.2788,842,0.1227,0.7917,750,982
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/90/unif-k5-r21.3-v90-c1917-S1916972979-060.cnf,1,0.0009,0.0469,0.0017,0.0019,0.8372,0.0077,0.7423,0.1397,0,0.0993,0,4435,0.003,0.6456,4324,4452
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h35-unknown.cnf,1,0.0144,0.0256,0.151,0.2849,1.695,0.5,0.4767,0.6781,13.432,1.9823,1.8178,0,0.4488,1.4142,0,0
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_110.shuffled.cnf,1,0.0029,0.0581,0.0032,0.0035,1.1042,0.0043,0.7665,0.0258,0,0.0144,0.2835,4272,0.0037,0.6786,4244,4383
SAT_RACE2008/ibm-2002-29r-k75.cnf,1,0.0048,0.1357,0.0311,0.0371,1.5063,0.307,0.5359,0.5672,0.8085,0.8667,1.2752,378,0.0826,1.2918,280,465
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf,1,0.2295,0.4167,0.2295,0.2295,1.1174,0.2295,0.0001,0.5832,0,0,0.4506,4536,0.2295,0.9852,4467,4557
SAT_Competition2011/SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,1,0,0.0113,0,0,0.2102,0,0.0212,0.8362,0.04,0.192,0.2246,355,0,0.0174,288,1654
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,1,0.016,0.1523,0.0523,0.0786,1.7515,1,0.4023,0.442,4.7251,1.9902,1.5573,558,0.112,0.7219,423,608
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-35-4.cnf,1,0.0224,0.172,0.0308,0.0411,1.0397,0.2106,1.8548,0.0776,1.4471,0.5097,0.921,286,0.0447,0.4374,232,353
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1760258375-046.UNKNOWN.cnf,1,0.0009,0.0469,0.0017,0.0022,0.8262,0.0072,0.6758,0.1505,0,0.101,0,4431,0.0034,0.6485,4305,4441
SAT_Competition2009/CRAFTED/edgematching/all/em_7_3_6_all.cnf,1,0.0001,0.0482,0.0213,0.0326,0.9623,0.0819,0.2513,0.8375,0.0055,0.54,0.8464,1975,0.0537,0.4178,1779,2480
SAT_Competition2009/CRAFTED/sgi/new-difficult-20-152-18-95.cnf,1,0,0.0226,0.0003,0.0004,0.0881,0.0016,0.0297,0.8911,0.0526,0.1711,0.1531,2213,0.0007,0.0128,1134,4588
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1388268034-092.cnf,1,0.0015,0.05,0.0027,0.0035,0.8276,0.0128,0.7014,0.1636,0,0.102,0,42,0.005,0.647,36,50
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/500/unif-k3-r4.25-v500-c2125-S1826325374-100.cnf,1,0.0464,0.2316,0.0908,0.1218,0.7023,0.3284,0.5672,0.3957,0.0204,0.2918,0.15,3950,0.1806,0.5897,3906,4023
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,0.4909,0.2231,0.4485,0.4999,2.9418,1,0.2306,0.6986,0.0833,4.1837,2.5476,1740,0.5,0.8986,1305,2394
SAT_RACE2006/SAT-Race-Benchmarks/velev-live-uns-2.0-ebuf.cnf,1,0.0001,0.0747,0.0183,0.0116,1.5002,0.4734,0.2896,0.7974,0.2705,2.8046,1.0423,1111,0.0557,0.7902,954,1432
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1,0.0474,0.2336,0.093,0.125,0.7162,0.9175,0.577,0.3944,0.0264,0.2906,0.1631,4,0.176,0.5875,3,6
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-5.cnf,1,0.0231,0.1696,0.0312,0.0407,1.0054,0.1579,1.7491,0.0817,1.502,0.6089,0.9021,339,0.0483,0.4122,235,403
SAT_Competition2011/SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,1,0.0005,0.0648,0.0044,0.0088,0.9999,0.0172,0.1107,0.6283,0.3333,0.349,0.4835,2922,0.0109,0.4686,2861,3161
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1335110382-066.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.0001,1.0103,0.0001,0.6836,0.0612,0,0.0307,0,4512,0.0001,0.6801,4412,4592
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c7b_i.cnf,1,0.0144,0.1436,0.072,0.1104,1.6977,0.434,0.5523,0.5409,4.6885,1.2147,1.5921,775,0.1528,0.7321,705,883
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1313163883-027.cnf,1,0.0015,0.05,0.0027,0.0034,0.8308,0.0119,0.6804,0.1705,0,0.0993,0,80,0.005,0.649,69,94
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1,0.0064,0.0323,0.0064,0.0064,0,0.0064,0.0001,0.509,0.3333,0,0.6867,3771,0.0064,0,3771,3771
SAT_Competition2011/SAT_RACE08/Q1/SAT_dat.k85.cnf,1,0.0047,0.1296,0.0401,0.0541,1.5838,0.3217,0.5928,0.5441,1.072,0.9596,1.3418,133,0.1211,1.3182,133,133
SAT_RACE2008/simon-s02-f2clk-50.cnf,1,0.012,0.1807,0.0403,0.0506,1.4675,0.3867,0.8481,0.2957,4.232,0.7019,1.1709,1008,0.0907,0.7329,864,1090
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-rand3bip-sat-220-1.sat05-2173.reshuffled-07.cnf,1,0.042,0.25,0.042,0.042,0.5623,0.042,0,0,0,0,0,4468,0.042,0.5774,4448,4469
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,1,0.0017,0.0823,0.0149,0.0099,0.9494,0.1681,0.0612,0.8384,0.3225,2.5107,1.9409,1498,0.0516,0.5637,1096,1649
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,0.4947,0.2217,0.4508,0.4999,2.9219,1,0.2349,0.6983,0.0923,4.2361,2.5446,2019,0.5,0.9249,1360,2609
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0,0.0075,0,0,0.676,0,0.0026,0.6922,0,0.0048,0.6742,1387,0,0.5482,1193,1602
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-php-045-044.sat05-1195.reshuffled-07.cnf,1,0.0968,0.0444,0.098,0.0983,0.9001,0.1029,0.0011,0.9409,0.0233,0,0.1861,4879,0.0998,1.0146,4879,4879
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,0.0216,0.1738,0.0552,0.0834,1.7997,0.2116,0.4508,0.4247,3.0841,1.4458,1.5375,1242,0.1466,0.7078,1099,1514
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S153059456-076.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.0001,1.0126,0.0001,0.7959,0.0562,0,0.0377,0,4390,0.0001,0.6757,4366,4555
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0.0018,0.1447,0.0188,0.0352,1.4155,0.0811,0.4771,0.6413,0.8774,0.7355,1.1011,3,0.0463,0.9082,2,3
SAT_Competition2011/SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,1,0.0041,0.0764,0.054,0.0611,0.5852,0.2848,0.2588,0.8294,0.5521,0.4162,0.5405,0,0.1944,0.2487,0,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/460/unif-k3-r4.25-v460-c1955-S1892788676-021.cnf,1,0.0477,0.233,0.0886,0.114,0.6882,0.3454,0.5982,0.388,0.0222,0.2704,0.1202,3936,0.1676,0.5811,3870,3968
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S172053238-003.cnf,1,0.0448,0.2333,0.0883,0.1146,0.6223,0.5332,0.5352,0.4057,0.0152,0.2694,0.0746,4072,0.1641,0.5836,3937,4085
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1708367663-03.UNSAT.shuffled.cnf,1,0,0.0112,0.0001,0.0001,0.9994,0.0001,0.7584,0.0684,0,0.0338,0,4525,0.0001,0.6782,4439,4579
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-harder-php-018-017.sat05-1189.reshuffled-07.cnf,1,0.165,0.1107,0.1705,0.176,1.1187,0.1823,0.0058,0.8736,0.0625,0,0.3701,4741,0.1761,1.0502,4740,4891
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/440/unif-k3-r4.25-v440-c1870-S1035441377-058.cnf,1,0.041,0.2299,0.0834,0.1115,0.7394,0.4253,0.5881,0.3764,0.0304,0.2925,0.1839,3997,0.1587,0.585,3899,4014
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-brn004.sat05-3669.reshuffled-07.cnf,1,0.4733,0.1663,0.4444,0.499,2.5489,0.9999,0.1899,0.7348,0.041,1.1824,2.0383,1988,0.4997,0.8766,1820,2148
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-020-019.shuffled-as.sat05-1232.cnf,1,0.0311,0.054,0.0314,0.0317,0.9417,0.0323,0.0007,0.9034,0.0556,0,0.2211,4721,0.032,1.0324,4106,4766
SAT-Race-2010-CNF/software-verification/post/zfcp-2.8-u2-nh.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/420/unif-k3-r4.25-v420-c1785-S596342014-039.cnf,1,0.043,0.231,0.0834,0.1113,0.6824,0.2962,0.6027,0.371,0.0244,0.2813,0.1458,4079,0.1655,0.5883,3892,4083
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1788789488-19-SAT.cnf,1,0.0692,0.2626,0.1361,0.1838,1.0294,0.7847,0.5838,0.4192,0.0825,0.3369,0.6399,3952,0.2411,0.6583,3808,4017
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_3500_3500_30f1.shuffled.cnf,1,0.004,0.0714,0.0049,0.0053,1.4646,0.0087,0.5914,0.0696,0,0.0238,0.6882,0,0.0084,0.7276,0,0
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S1268831169-016-UNKNOWN.cnf,1,0.0478,0.2336,0.0928,0.1247,0.7153,0.8549,0.5825,0.3922,0.0262,0.2903,0.162,6,0.1762,0.5881,4,8
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-17-33-sat.cnf,1,0.1832,0.1174,0.1832,0.1832,0,0.1832,0,0.8775,0,0,0.2283,4870,0.1832,0,4870,4870
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S102550125-14.cnf,1,0.0469,0.2339,0.0914,0.1218,0.7094,0.6029,0.5779,0.3929,0.0244,0.2884,0.1499,33,0.1752,0.5864,28,43
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v250-c1065-S427778075-026.UNKNOWN.cnf,1,0.0501,0.2324,0.0923,0.125,0.6416,0.2955,0.5418,0.4076,0.0121,0.2648,0.0934,4118,0.1757,0.5831,4100,4120
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S428924146-076.UNKNOWN.cnf,1,0.0009,0.047,0.0019,0.0022,0.8473,0.007,0.7202,0.1565,0,0.1005,0,4406,0.0036,0.6571,4373,4481
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-desmul.cnf,1,0.0292,0.1578,0.0507,0.058,1.2679,0.3045,0.2727,0.6427,0.0349,5.0083,1.0556,139,0.0982,0.7281,104,234
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S803323266-025.cnf,1,0,0.0112,0.0001,0.0001,1.0047,0.0002,0.6822,0.0651,0,0.0366,0,4502,0.0001,0.6728,4381,4583
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S464722883-083.SATISFIABLE.cnf,1,0.0009,0.047,0.0017,0.0023,0.8237,0.0064,0.6132,0.1519,0,0.0972,0,4286,0.0033,0.6494,4205,4334
SAT_RACE2008/grieu-vmpc-31.cnf,1,0,0.0065,0,0,0.675,0,0.002,0.6917,0,0.004,0.6736,3814,0,0.5476,1719,3814
SAT_RACE2006/SAT-Race_TS_2/grieu-vmpc-s05-05s.cnf,1,0,0.0081,0,0,1.0505,0,0.003,0.6929,0,0.0054,0.6746,3741,0,0.7732,1388,3741
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.042,0.25,0.042,0.042,0.5623,0.042,0,0,0,0,0,4472,0.042,0.5774,4248,4631
