@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC

@DATA
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.0072,0.1733,0.0156,0.022,1.3791,0.1345,0.5482
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,0.0451,0.2311,0.0897,0.1202,0.7246,0.3003,0.5692
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.0196,0.2042,0.0676,0.1112,1.4091,0.135,1.33
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S870840347-014.cnf,1,0.0001,0.0118,0.0001,0.0001,1.007,0.0003,0.6404
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.0104,0.0571,0.0354,0.0575,0.6491,0.5,0.1007
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0.0064,0.176,0.0158,0.0225,1.3813,0.1588,0.5447
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.0044,0.0321,0.0044,0.0044,0.8941,0.0044,0.0001
SAT_Competition2007/crafted/Medium/contest05/others/QG7-gensys-icl001.sat05-2926.reshuffled-07.cnf,1,0.0262,0.0369,0.0834,0.0398,1.3824,0.9774,0.1143
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S321371087-018.cnf,1,0.0498,0.2304,0.0937,0.1265,0.7095,0.3183,0.5215
SAT_RACE2008/post-c32s-ss-8.cnf,1,0.0134,0.2086,0.0658,0.1328,1.3213,0.217,0.4995
SAT_Competition2007/crafted/Hard/contest02/ezfact64_4.sat05-451.reshuffled-07.cnf,1,0.0548,0.1605,0.0598,0.0697,1.2783,0.0933,1.374
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-pbl-00400.sat05-1322.reshuffled-07.cnf,1,0.3746,0.0182,0.4079,0.4715,2.69,0.4994,0.4803
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-17-s.cnf,1,0.0017,0.1628,0.0148,0.0251,1.3521,0.2021,0.6002
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,0.0008,0.0469,0.0018,0.0022,0.829,0.0104,0.6966
SAT_Competition2007/crafted/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,0.4947,0.2217,0.4508,0.4999,2.9219,1,0.2349
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.022,0.2081,0.0668,0.107,1.4436,0.135,1.3266
SAT-Race-2010-CNF/mixed/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0.0293,0.241,0.0486,0.0561,1.1951,0.3218,0.8037
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1161147107-031.cnf,1,0.0456,0.2315,0.094,0.1272,0.674,0.3513,0.5901
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.0018,0.1666,0.0151,0.0258,1.3599,0.2026,0.5851
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf,1,0.0445,0.2319,0.0901,0.1218,0.6969,0.3683,0.5603
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1164089919-15.UNSAT.shuffled.cnf,1,0.001,0.0469,0.0018,0.0023,0.8246,0.0062,0.6661
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?,?,?,?,?
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0.0002,0.0499,0.1654,0.4214,0.865,0.5,0.483
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S1039370030-037.cnf,1,0.0412,0.2344,0.0896,0.119,0.6258,0.9116,0.6175
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S451874538-03.cnf,1,0.0015,0.05,0.0027,0.0035,0.838,0.0128,0.6808
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,0.0386,0.2225,0.0521,0.0595,0.6449,0.4034,0.4135
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,1,0.3831,0.25,0.3831,0.3832,0.9882,0.3833,0
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S471246417-03.cnf,1,0.0015,0.05,0.0026,0.0034,0.8214,0.0101,0.6847
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0,0.0606,0.0865,0.0373,0.8961,0.4918,0.5291
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S311671104-045.cnf,1,0.0483,0.2278,0.0907,0.1269,0.7746,0.3013,0.5945
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,0,0.0075,0,0,0.1065,0.0001,0.0374
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,0.0018,0.1442,0.0191,0.0351,1.4096,0.092,0.5156
SAT_Competition2007/crafted/spence/medium/s69-100.cnf,1,0.3095,0.4662,0.307,0.3177,0,0.3195,1.2847
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd001.sat05-3419.reshuffled-07.cnf,1,0.0078,0.1227,0.3311,0.4983,2.0719,0.9994,0.2017
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g8.cnf,1,0,0.0169,0,0,0.261,0,0.0242
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S448238512-10.cnf,1,0.0466,0.2335,0.0915,0.1229,0.712,0.736,0.5746
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1760652419-100.cnf,1,0.0483,0.2336,0.0945,0.1273,0.7218,0.7841,0.5737
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.0036,0.1352,0.0311,0.0471,1.9733,0.34,0.4763
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,0.0207,0.1249,0.0759,0.1206,1.7943,0.4429,0.4001
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0.4936,0.0026,0.4942,0.4947,1.3541,0.4961,0.4844
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S2129616968-04.cnf,1,0.0015,0.05,0.0027,0.0034,0.8339,0.0115,0.6795
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1813726766-14.SAT.shuffled.cnf,1,0.0009,0.0469,0.0018,0.0024,0.8489,0.0072,0.6257
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S308012126-046.cnf,1,0.001,0.0469,0.0018,0.0024,0.8487,0.0056,0.6147
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,0,0.0233,0.069,0.031,0.6014,1,0.2738
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,0.0016,0.1577,0.0149,0.0247,1.3408,0.1967,0.6057
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,0.0402,0.2225,0.0543,0.0633,0.6449,0.4034,0.4506
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S592344929-16-SAT.cnf,1,0.068,0.2675,0.13,0.1744,0.986,0.7442,0.599
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/100/unif-k5-r21.3-v100-c2130-S1629955917-055.cnf,1,0.001,0.0469,0.0018,0.0022,0.8338,0.0057,0.5776
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S722433227-030.cnf,1,0.0415,0.2315,0.0856,0.1148,0.6824,0.29,0.5873
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1875179522-13.cnf,1,0.0478,0.2334,0.0939,0.1264,0.7199,0.7598,0.5729
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,0.0445,0.2296,0.0891,0.1193,0.7187,0.3722,0.5522
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0.0261,0.1488,0.0676,0.0807,1.4412,0.1811,0.4656
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1529420458-04-UNSAT.cnf,1,0.062,0.2662,0.1142,0.156,0.9349,0.4073,0.5769
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1980187645-03.cnf,1,0.0464,0.2338,0.0924,0.1243,0.7041,0.732,0.5752
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h32-unknown.cnf,1,0.0112,0.0247,0.1508,0.2962,1.5662,0.5,0.4721
SAT_Competition2011/SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0.4988,0.0006,0.4988,0.4988,0,0.4988,0
SAT_Competition2009/CRAFTED/ramseycube/Q3inK09.cnf,1,0.4997,0.0024,0.4997,0.4997,0,0.4997,0
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,0.0899,0.1403,0.1022,0.1076,1.6469,0.1774,1.4754
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.0103,0.0563,0.0352,0.0575,0.6433,0.5,0.0997
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1354285755-030.cnf,1,0.0001,0.0112,0.0001,0.0001,1.0027,0.0001,0.7388
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-12t22.sat05-1151.reshuffled-07.cnf,1,0.0001,0.0367,0.0292,0.0095,1.1561,0.2776,0.1961
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1017667294-044.cnf,1,0.0001,0.0118,0.0001,0.0001,1.0088,0.0002,0.7061
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-09.cnf,1,0,0.0121,0.0465,0.0024,0.5301,0.5,0.2046
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0,0.0081,0,0,0.1092,0.0001,0.0194
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S1091800488-20-SAT.cnf,1,0.0665,0.2668,0.1222,0.1676,0.9349,0.6314,0.583
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S1798323172-15.cnf,1,0.0001,0.0118,0.0001,0.0001,0.9956,0.0002,0.737
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S659703274-054.UNKNOWN.cnf,1,0.0424,0.2327,0.0869,0.1214,0.6422,0.4487,0.5529
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S704699380-099.cnf,1,0.0015,0.05,0.0028,0.0035,0.8324,0.0153,0.6634
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S373048162-052.SATISFIABLE.cnf,1,0.0456,0.2301,0.0882,0.1223,0.695,0.3428,0.5601
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes4.cnf,1,0,0.015,0,0,0.2427,0,0.0219
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/360/unif-k3-r4.25-v360-c1530-S404185236-001.cnf,1,0.0458,0.2323,0.0915,0.1231,0.6999,0.3691,0.5858
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.0001,0.9995,0.0001,0.6733
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0,0.0106,0,0,0.1689,0,0.0268
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S603077945-019.cnf,1,0,0.0112,0.0001,0.0001,1.0154,0.0002,0.6286
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,0.0025,0.0538,0.1093,0.1398,1.0556,0.5,0.3685
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,0.0023,0.137,0.0386,0.062,1.7167,0.207,0.7506
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S110290755-003.cnf,1,0.0427,0.2318,0.0868,0.1113,0.6928,0.7102,0.5833
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1,0,0.0144,0,0,0.11,0.0012,0.0203
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,0.008,0.2074,0.0564,0.0727,1.4888,0.2415,0.6732
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,0.0135,0.0254,0.1512,0.2887,1.6546,0.5,0.4762
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp.cnf,1,0.0057,0.0736,0.0671,0.0684,1.5922,0.3654,0.5387
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S357555833-073.cnf,1,0.001,0.0469,0.0019,0.0024,0.8369,0.006,0.6409
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,1,0,0.026,0,0,0.5992,0,0.0008
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,0,0.0149,0,0,0.2427,0,0.0205
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1041106011-094.cnf,1,0.0413,0.2293,0.0848,0.1201,0.7312,0.2793,0.5954
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S231612998-061.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.0001,1.0029,0.0002,0.7787
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,0,0.0121,0.0465,0.0024,0.5301,0.5,0.2046
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-016-015.sat05-1230.reshuffled-07.cnf,1,0.0431,0.0688,0.0436,0.0443,1.0134,0.0447,0.0011
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0,0.0098,0,0,0,0,0.1089
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,0.0058,0.2051,0.0429,0.0695,1.5074,0.1985,0.5396
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,0.0195,0.1317,0.0744,0.1178,1.8,0.4635,0.4279
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.042,0.25,0.042,0.042,0.5623,0.042,0
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0.0006,0.0402,0.1322,0.2679,0.8004,0.5,0.4657
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0,0.0718,0.0011,0,0.8591,0.1855,0.1715
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0.0372,0.1429,0.0372,0.0372,0,0.0373,0.0001
SAT_Competition2007/crafted/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,0.0608,0.1539,0.1037,0.1377,1.3357,0.2511,2.4393
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1,0.0463,0.2338,0.0918,0.1238,0.7157,0.7596,0.5796
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S2033299325-04.cnf,1,0.0015,0.05,0.0028,0.0034,0.8261,0.0188,0.6868
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/440/unif-k3-r4.25-v440-c1870-S332478069-041.cnf,1,0.041,0.2306,0.0853,0.1172,0.7049,0.3664,0.5954
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0,0.0075,0,0,0.676,0,0.0026
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,0.0056,0.1615,0.0321,0.0473,1.7444,0.734,0.5764
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,0.0202,0.0172,0.0783,0.12,1.9494,0.3164,1.2769
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_1_keyfind_1.cnf,1,0.0385,0.2212,0.0668,0.0959,1.4585,0.1342,1.3184
SAT_Competition2011/SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,0.0572,0.1395,0.104,0.1393,0.7325,0.2515,2.3708
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.0024,0.1013,0.0187,0.0162,1.0412,0.1545,0.0526
SAT_Competition2007/crafted/spence/medium/s85-100.cnf,1,0.3124,0.4722,0.3106,0.3205,0,0.3226,1.5156
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,0.015,0.1159,0.0614,0.1112,1.4271,1,0.3406
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-k2mul.cnf,1,0.0316,0.1555,0.0474,0.0577,1.2695,0.3026,0.3063
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,0.2661,0.1329,0.2785,0.3356,1.5926,0.4047,0.8819
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S957997002-040.cnf,1,0.0481,0.2306,0.0945,0.1257,0.7277,0.3616,0.5716
SAT_Competition2009/CRAFTED/sgi/satsgi-n19himBHm22-p0-q181.cnf,1,0.0714,0.0515,0.0715,0.0715,0,0.0716,0
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,0.0144,0.1428,0.0714,0.1117,1.7195,0.4309,0.557
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,0.0143,0.1818,0.0438,0.0579,1.5682,0.2634,0.6623
SAT_Competition2009/CRAFTED/sgi/new-difficult-24-193-22-70.cnf,1,0,0.0168,0,0,0.1401,0.0001,0.0238
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-04.cnf,1,0.0227,0.1744,0.0312,0.0398,1.0578,0.2183,1.5937
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0,0.0168,0,0,0.2699,0,0.0217
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S520696524-059.cnf,1,0.0493,0.2321,0.0965,0.1308,0.7644,0.7839,0.58
SAT_Competition2009/CRAFTED/edgematching/all/em_11_3_4_all.cnf,1,0.0002,0.021,0.0082,0.0072,0.7352,0.0589,0.2647
SAT_RACE2008/simon-s03-fifo8-400.cnf,1,0.0119,0.2155,0.0618,0.0674,1.4823,0.4804,0.875
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,0.0143,0.2059,0.1138,0.1473,1.2799,0.5,0.1959
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.0225,0.2105,0.0583,0.0917,1.5923,0.3748,0.6585
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1129651135-081.SATISFIABLE.cnf,1,0.001,0.047,0.0018,0.0023,0.8342,0.0081,0.6605
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,0.0001,0.0118,0.0001,0.0001,1.0038,0.0003,0.7553
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,0.0045,0.1487,0.0334,0.0475,1.8072,0.2227,0.4914
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,0,0.015,0,0,0.1769,0.0001,0.0382
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,0.042,0.25,0.042,0.042,0.5623,0.042,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,0.0455,0.2283,0.0882,0.1173,0.7768,0.3206,0.5651
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,0,0.0063,0,0,0.0772,0.0001,0.0341
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,0.0154,0.1144,0.0625,0.1186,1.4042,1,0.3355
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,0.2851,0.2791,0.2851,0.2851,0,0.2851,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S23858409-056.cnf,1,0.0456,0.2296,0.0894,0.1184,0.7674,0.4564,0.5991
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.0002,0.0205,0.0002,0.0002,0,0.0002,0.0002
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S360859187-040.UNKNOWN.cnf,1,0.001,0.0469,0.002,0.0026,0.8393,0.0094,0.6616
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1422217194-16.SAT.shuffled.cnf,1,0.0453,0.2305,0.0906,0.1232,0.6688,0.3629,0.5866
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,0.0467,0.2324,0.0926,0.1228,0.7459,0.5126,0.5712
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S374960214-041-UNKNOWN.cnf,1,0.0448,0.2342,0.0896,0.1217,0.6909,0.4186,0.5963
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.0021,0.155,0.0199,0.0375,1.4285,0.095,0.5785
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1376493471-11.SAT.shuffled.cnf,1,0.0009,0.0469,0.0018,0.002,0.8353,0.0074,0.6953
SAT_Competition2011/SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.0047,0.1296,0.0401,0.0541,1.5838,0.3217,0.5928
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g7nidw.cnf,1,0.018,0.1345,0.0785,0.1204,1.854,0.4595,0.4793
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn009.sat05-3849.reshuffled-07.cnf,1,0.4771,0.1737,0.4491,0.499,2.5879,0.9996,0.2068
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,0,0.0051,0,0,0.0858,0.0062,0.1045
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1495462442-016.SATISFIABLE.cnf,1,0.0431,0.2293,0.087,0.1178,0.7598,0.7169,0.5901
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S268463339-081.cnf,1,0.0489,0.2339,0.0934,0.1244,0.7148,0.9442,0.581
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0,0.0363,0.057,0.0231,1.2841,0.5,0.2157
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0.3611,0.125,0.3611,0.3611,0,0.3611,0.0001
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0,0.051,0.0418,0.0367,1.125,0.5,0.1898
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1,0.0068,0.1559,0.0447,0.0677,1.796,0.2648,0.6029
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,1,0,0.0149,0,0,0.9346,0.0046,0.4989
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02-w08-18.cnf,1,0.0062,0.1767,0.031,0.0425,1.6091,0.4551,0.4976
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/medium/AProVE07-09.cnf,1,0.0286,0.1648,0.093,0.1312,1.4187,0.4571,0.3688
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S1141565617-016.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.0001,0.9959,0.0002,0.7196
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,1,0,0.0169,0,0,0.2633,0,0.0236
SAT_RACE2008/manol-pipe-c9n_i.cnf,1,0.0129,0.141,0.0675,0.0998,1.656,0.434,0.5704
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,0.0276,0.029,0.2008,0.3316,0.3645,0.5,0.4335
SAT_RACE2008/palac-sn7-ipc5-h16.cnf,1,0,0.08,0.0291,0.0447,1.9296,0.3243,0.4382
