@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC

@DATA
bqwh-15-106-91_ext.xml.minion.converted.minion.gz,1,0.814791,89,0.084906
bqwh-15-106-92_glb.xml.minion.conv.minion,1,?,?,?
bqwh-15-106-93_ext.xml.minion.converted.minion.gz,1,0.814891,89,0.084906
bqwh-15-106-93_glb.xml.minion.conv.minion,1,?,?,?
bqwh-15-106-94_glb.xml.minion.conv.minion,1,?,?,?
bqwh-15-106-95_ext.xml.minion.converted.minion.gz,1,0.813834,88,0.084906
bqwh-15-106-95_glb.xml.minion.conv.minion,1,?,?,?
bqwh-15-106-96_glb.xml.minion.conv.minion,1,?,?,?
bqwh-15-106-97_ext.xml.minion.converted.minion.gz,1,0.815252,89,0.084906
bqwh-15-106-97_glb.xml.minion.conv.minion,1,?,?,?
bqwh-15-106-98_glb.xml.minion.conv.minion,1,0.395184,109,0.113208
bqwh-15-106-99_ext.xml.minion.converted.minion.gz,1,0.81421,88,0.084906
bqwh-15-106-99_glb.xml.minion.conv.minion,1,0.383685,106,0.113208
bqwh-15-106-9_ext.xml.minion.converted.minion.gz,1,0.81121,86,0.075472
bqwh-15-106-9_glb.xml.minion.conv.minion,1,0.346198,104,0.113208
bqwh-18-141-11_ext.xml.minion.converted.minion.gz,1,0.812194,83,0.06383
bqwh-18-141-13_ext.xml.minion.converted.minion.gz,1,0.80696,72,0.06383
bqwh-18-141-15_ext.xml.minion.converted.minion.gz,1,0.812807,84,0.070922
bqwh-18-141-17_ext.xml.minion.converted.minion.gz,1,0.811174,80,0.06383
bqwh-18-141-19_ext.xml.minion.converted.minion.gz,1,0.810794,78,0.06383
bqwh-18-141-1_ext.xml.minion.converted.minion.gz,1,0.810048,80,0.06383
bqwh-18-141-21_ext.xml.minion.converted.minion.gz,1,0.810983,79,0.06383
bqwh-18-141-23_ext.xml.minion.converted.minion.gz,1,0.808218,76,0.06383
bqwh-18-141-25_ext.xml.minion.converted.minion.gz,1,0.810969,80,0.070922
bqwh-18-141-27_ext.xml.minion.converted.minion.gz,1,0.805939,78,0.06383
bqwh-18-141-29_ext.xml.minion.converted.minion.gz,1,0.807976,72,0.06383
bqwh-18-141-31_ext.xml.minion.converted.minion.gz,1,0.809203,78,0.070922
bqwh-18-141-33_ext.xml.minion.converted.minion.gz,1,0.809707,79,0.06383
bqwh-18-141-35_ext.xml.minion.converted.minion.gz,1,0.808979,79,0.070922
bqwh-18-141-37_ext.xml.minion.converted.minion.gz,1,0.810168,78,0.06383
bqwh-18-141-39_ext.xml.minion.converted.minion.gz,1,0.810278,76,0.06383
bqwh-18-141-3_ext.xml.minion.converted.minion.gz,1,0.812732,84,0.06383
bqwh-18-141-41_ext.xml.minion.converted.minion.gz,1,0.812054,83,0.06383
bqwh-18-141-43_ext.xml.minion.converted.minion.gz,1,0.805684,72,0.070922
bqwh-18-141-45_ext.xml.minion.converted.minion.gz,1,0.806965,72,0.070922
bqwh-18-141-47_ext.xml.minion.converted.minion.gz,1,0.812852,83,0.070922
bqwh-18-141-49_ext.xml.minion.converted.minion.gz,1,0.811058,72,0.06383
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,0.811842,79,0.070922
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,0.812705,83,0.070922
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,0.810598,80,0.06383
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,0.809942,79,0.06383
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,0.80936,79,0.06383
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,0.807664,76,0.06383
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,0.808954,79,0.070922
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,0.811899,82,0.06383
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,0.808523,78,0.06383
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,0.805582,72,0.06383
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,0.811703,81,0.06383
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,0.809756,80,0.06383
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,0.812458,80,0.070922
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,0.811828,83,0.070922
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,0.805749,72,0.070922
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,0.809533,79,0.06383
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,0.808704,76,0.06383
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,0.808819,79,0.06383
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,0.807392,76,0.056738
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,0.810376,79,0.06383
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,0.807029,72,0.070922
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,0.801317,67,0.06383
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,0.80932,79,0.06383
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,0.806506,72,0.06383
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,0.809138,79,0.070922
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,0.810656,80,0.06383
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,0.810071,79,0.070922
bqwh-18-141-9_ext.xml.minion.converted.minion.gz,1,0.811143,79,0.06383
composed-25-10-20-0_ext.xml.minion.gz,1,0.835394,492,0.133333
composed-25-10-20-1_ext.xml.minion.gz,1,0.835394,492,0.12381
composed-25-10-20-2_ext.xml.minion.gz,1,0.835394,492,0.114286
composed-25-10-20-3_ext.xml.minion.gz,1,0.835394,494,0.12381
composed-25-10-20-4_ext.xml.minion.gz,1,0.835394,492,0.114286
composed-25-10-20-5_ext.xml.minion.gz,1,0.835394,492,0.114286
composed-25-10-20-6_ext.xml.minion.gz,1,0.835394,493,0.114286
composed-25-10-20-7_ext.xml.minion.gz,1,0.835394,492,0.12381
composed-25-10-20-8_ext.xml.minion.gz,1,0.835394,493,0.114286
composed-25-10-20-9_ext.xml.minion.gz,1,0.835394,492,0.12381
composed-25-1-2-0_ext.xml.minion.gz,1,0.749308,161,0.424242
composed-25-1-2-1_ext.xml.minion.gz,1,0.749308,160,0.393939
composed-25-1-2-2_ext.xml.minion.gz,1,0.749308,161,0.363636
composed-25-1-2-3_ext.xml.minion.gz,1,0.749308,160,0.393939
composed-25-1-2-4_ext.xml.minion.gz,1,0.749308,161,0.363636
composed-25-1-25-0_ext.xml.minion.gz,1,0.742906,160,0.424242
composed-25-1-25-1_ext.xml.minion.gz,1,0.742906,159,0.393939
composed-25-1-25-2_ext.xml.minion.gz,1,0.742906,159,0.363636
composed-25-1-25-3_ext.xml.minion.gz,1,0.742906,159,0.393939
composed-25-1-25-4_ext.xml.minion.gz,1,0.742906,159,0.363636
composed-25-1-25-5_ext.xml.minion.gz,1,0.742906,160,0.363636
composed-25-1-25-6_ext.xml.minion.gz,1,0.742906,160,0.363636
composed-25-1-25-7_ext.xml.minion.gz,1,0.742906,160,0.393939
composed-25-1-25-8_ext.xml.minion.gz,1,0.742906,160,0.363636
composed-25-1-25-9_ext.xml.minion.gz,1,0.742906,158,0.393939
composed-25-1-2-5_ext.xml.minion.gz,1,0.749308,161,0.363636
composed-25-1-2-6_ext.xml.minion.gz,1,0.749308,161,0.363636
composed-25-1-2-7_ext.xml.minion.gz,1,0.749308,161,0.393939
composed-25-1-2-8_ext.xml.minion.gz,1,0.749308,161,0.363636
composed-25-1-2-9_ext.xml.minion.gz,1,0.749308,159,0.393939
composed-25-1-40-0_ext.xml.minion.gz,1,0.73923,159,0.424242
composed-25-1-40-1_ext.xml.minion.gz,1,0.73923,158,0.393939
composed-25-1-40-2_ext.xml.minion.gz,1,0.73923,158,0.363636
composed-25-1-40-3_ext.xml.minion.gz,1,0.73923,159,0.393939
composed-25-1-40-4_ext.xml.minion.gz,1,0.73923,159,0.363636
composed-25-1-40-5_ext.xml.minion.gz,1,0.73923,159,0.363636
composed-25-1-40-6_ext.xml.minion.gz,1,0.73923,159,0.363636
composed-25-1-40-7_ext.xml.minion.gz,1,0.73923,159,0.393939
composed-25-1-40-8_ext.xml.minion.gz,1,0.73923,159,0.363636
composed-25-1-40-9_ext.xml.minion.gz,1,0.73923,157,0.393939
composed-25-1-80-0_ext.xml.minion.gz,1,0.730939,157,0.424242
composed-25-1-80-1_ext.xml.minion.gz,1,0.730939,156,0.424242
composed-25-1-80-2_ext.xml.minion.gz,1,0.730939,156,0.424242
composed-25-1-80-3_ext.xml.minion.gz,1,0.730939,156,0.454545
composed-25-1-80-4_ext.xml.minion.gz,1,0.730939,157,0.393939
composed-25-1-80-5_ext.xml.minion.gz,1,0.730939,157,0.393939
composed-25-1-80-6_ext.xml.minion.gz,1,0.730939,157,0.424242
composed-25-1-80-7_ext.xml.minion.gz,1,0.730939,158,0.424242
composed-25-1-80-8_ext.xml.minion.gz,1,0.730939,157,0.393939
composed-25-1-80-9_ext.xml.minion.gz,1,0.730939,155,0.393939
composed-75-1-2-0_ext.xml.minion.gz,1,0.713651,158,0.13253
composed-75-1-2-1_ext.xml.minion.gz,1,0.713651,159,0.13253
composed-75-1-2-2_ext.xml.minion.gz,1,0.713651,158,0.13253
composed-75-1-2-3_ext.xml.minion.gz,1,0.713651,158,0.144578
composed-75-1-2-4_ext.xml.minion.gz,1,0.713651,158,0.144578
composed-75-1-25-0_ext.xml.minion.gz,1,0.712186,158,0.13253
composed-75-1-25-1_ext.xml.minion.gz,1,0.712186,158,0.13253
composed-75-1-25-2_ext.xml.minion.gz,1,0.712186,157,0.13253
composed-75-1-25-3_ext.xml.minion.gz,1,0.712186,158,0.144578
composed-75-1-25-4_ext.xml.minion.gz,1,0.712186,158,0.144578
composed-75-1-25-5_ext.xml.minion.gz,1,0.712186,158,0.13253
composed-75-1-25-6_ext.xml.minion.gz,1,0.712186,159,0.13253
composed-75-1-25-7_ext.xml.minion.gz,1,0.712186,158,0.13253
composed-75-1-25-8_ext.xml.minion.gz,1,0.712186,158,0.13253
composed-75-1-25-9_ext.xml.minion.gz,1,0.712186,157,0.13253
composed-75-1-2-5_ext.xml.minion.gz,1,0.713651,158,0.13253
composed-75-1-2-6_ext.xml.minion.gz,1,0.713651,159,0.13253
composed-75-1-2-7_ext.xml.minion.gz,1,0.713651,158,0.13253
composed-75-1-2-8_ext.xml.minion.gz,1,0.713651,158,0.13253
composed-75-1-2-9_ext.xml.minion.gz,1,0.713651,157,0.13253
composed-75-1-40-0_ext.xml.minion.gz,1,0.711279,157,0.13253
composed-75-1-40-1_ext.xml.minion.gz,1,0.711279,158,0.13253
composed-75-1-40-2_ext.xml.minion.gz,1,0.711279,157,0.13253
composed-75-1-40-3_ext.xml.minion.gz,1,0.711279,157,0.144578
composed-75-1-40-4_ext.xml.minion.gz,1,0.711279,158,0.144578
composed-75-1-40-5_ext.xml.minion.gz,1,0.711279,157,0.13253
composed-75-1-40-6_ext.xml.minion.gz,1,0.711279,158,0.13253
composed-75-1-40-7_ext.xml.minion.gz,1,0.711279,158,0.13253
composed-75-1-40-8_ext.xml.minion.gz,1,0.711279,157,0.13253
composed-75-1-40-9_ext.xml.minion.gz,1,0.711279,157,0.13253
composed-75-1-80-0_ext.xml.minion.gz,1,0.709026,157,0.144578
composed-75-1-80-1_ext.xml.minion.gz,1,0.709026,157,0.13253
composed-75-1-80-2_ext.xml.minion.gz,1,0.709026,157,0.144578
composed-75-1-80-3_ext.xml.minion.gz,1,0.709026,157,0.144578
composed-75-1-80-4_ext.xml.minion.gz,1,0.709026,157,0.144578
composed-75-1-80-5_ext.xml.minion.gz,1,0.709026,157,0.13253
composed-75-1-80-6_ext.xml.minion.gz,1,0.709026,158,0.144578
composed-75-1-80-7_ext.xml.minion.gz,1,0.709026,157,0.144578
composed-75-1-80-8_ext.xml.minion.gz,1,0.709026,157,0.144578
composed-75-1-80-9_ext.xml.minion.gz,1,0.709026,156,0.144578
costasArray-10.xml.minion.convert.minion,1,0.913618,475,0.185185
costasArray-11.xml.minion.convert.minion,1,0.913037,484,0.169231
costasArray-12.xml.minion.convert.minion,1,0.912557,436,0.155844
costasArray-13.xml.minion.convert.minion,1,0.912154,469,0.144444
costasArray-14.xml.minion.convert.minion,1,0.91181,499,0.134615
costasArray-15.xml.minion.convert.minion,1,0.911513,466,0.12605
costasArray-16.xml.minion.convert.minion,1,0.911254,490,0.118519
costasArray-17.xml.minion.convert.minion,1,0.911026,502,0.111842
costasArray-18.xml.minion.convert.minion,1,0.910824,482,0.105882
costasArray-19.xml.minion.convert.minion,1,0.910643,489,0.100529
costasArray-20.xml.minion.convert.minion,1,0.910481,471,0.095694
cril-0_ext.xml.minion.converted.minion,1,0.863237,873,0.092593
cril-0_ext.xml.minion.converted.minion.gz,1,0.863237,873,0.092593
cril-2_ext.xml.minion.converted.minion,1,0.694066,165,0.067308
cril-3_ext.xml.minion.converted.minion,1,0.694066,165,0.067308
cril-4_ext.xml.minion.converted.minion,1,0.679827,69,0.977778
cril-5_ext.xml.minion.converted.minion,1,0.701098,10,0.97619
cril-6_ext.xml.minion.converted.minion,1,0.758096,96,0.305556
cril-6_ext.xml.minion.converted.minion.gz,1,0.758096,96,0.305556
cril-7.ext.xml.minion.converted.minion,1,0.758096,96,0.305556
cril-7.ext.xml.minion.converted.minion.gz,1,0.758096,96,0.305556
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,0.409362,0,0.469697
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,0.517084,0,0.375661
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,0.501525,0,0.605128
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,0.457273,0,0.668421
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,0.431995,0,0.472313
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,0.44986,0,0.483108
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,0.413691,0,0.58445
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,0.400035,0,0.579088
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,0.39196,0,0.600522
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,0.395567,0,0.535632
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,0.408447,0,0.479545
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,0.364666,0,0.680899
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,0.786962,260,0.070423
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,0.748506,309,0.083056
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,0.744188,302,0.095588
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,0.743866,341,0.105413
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,0.738949,342,0.129902
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,0.738949,342,0.129902
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,0.743583,349,0.084615
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,0.698816,263,0.064
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,0.698816,184,0.064
dubois-100_ext.xml.minion.converted.minion.gz,1,0.793763,501,0.01
dubois-20_ext.xml.minion.converted.minion.gz,1,0.795234,501,0.05
dubois-21_ext.xml.minion.converted.minion.gz,1,0.795147,501,0.047619
dubois-22_ext.xml.minion.converted.minion.gz,1,0.795069,501,0.045455
dubois-23_ext.xml.minion.converted.minion.gz,1,0.794997,501,0.043478
dubois-24_ext.xml.minion.converted.minion.gz,1,0.794931,501,0.041667
dubois-25_ext.xml.minion.converted.minion.gz,1,0.79487,501,0.04
dubois-26_ext.xml.minion.converted.minion.gz,1,0.794814,501,0.038462
dubois-27_ext.xml.minion.converted.minion.gz,1,0.794761,501,0.037037
dubois-28_ext.xml.minion.converted.minion.gz,1,0.794713,501,0.035714
dubois-29_ext.xml.minion.converted.minion.gz,1,0.794668,501,0.034483
dubois-30_ext.xml.minion.converted.minion.gz,1,0.794626,501,0.033333
dubois-50_ext.xml.minion.converted.minion.gz,1,0.794134,501,0.02
ehi-85-297-0_ext.xml.minion.gz,1,0.840488,515,0.077441
ehi-85-297-10_ext.xml.minion.gz,1,0.840238,515,0.074074
ehi-85-297-11_ext.xml.minion.gz,1,0.840263,515,0.070707
ehi-85-297-12_ext.xml.minion.gz,1,0.840458,515,0.077441
ehi-85-297-13_ext.xml.minion.gz,1,0.840188,515,0.070707
ehi-85-297-14_ext.xml.minion.gz,1,0.840405,515,0.074074
ehi-85-297-15_ext.xml.minion.gz,1,0.840504,515,0.077441
ehi-85-297-16_ext.xml.minion.gz,1,0.840441,515,0.080808
ehi-85-297-17_ext.xml.minion.gz,1,0.840396,515,0.077441
ehi-85-297-18_ext.xml.minion.gz,1,0.840475,515,0.077441
ehi-85-297-19_ext.xml.minion.gz,1,0.840481,515,0.080808
ehi-85-297-1_ext.xml.minion.gz,1,0.839991,515,0.080808
ehi-85-297-20_ext.xml.minion.gz,1,0.840528,515,0.074074
ehi-85-297-21_ext.xml.minion.gz,1,0.840072,515,0.077441
ehi-85-297-22_ext.xml.minion.gz,1,0.840499,515,0.077441
ehi-85-297-23_ext.xml.minion.gz,1,0.840477,515,0.077441
ehi-85-297-24_ext.xml.minion.gz,1,0.840358,515,0.074074
ehi-85-297-25_ext.xml.minion.gz,1,0.84016,515,0.074074
ehi-85-297-26_ext.xml.minion.gz,1,0.840157,515,0.070707
ehi-85-297-27_ext.xml.minion.gz,1,0.840235,515,0.070707
ehi-85-297-28_ext.xml.minion.gz,1,0.840351,515,0.070707
ehi-85-297-29_ext.xml.minion.gz,1,0.840385,515,0.074074
ehi-85-297-2_ext.xml.minion.gz,1,0.840481,515,0.070707
ehi-85-297-30_ext.xml.minion.gz,1,0.840334,515,0.080808
ehi-85-297-31_ext.xml.minion.gz,1,0.840356,515,0.070707
ehi-85-297-32_ext.xml.minion.gz,1,0.840383,515,0.080808
ehi-85-297-33_ext.xml.minion.gz,1,0.840495,515,0.074074
ehi-85-297-34_ext.xml.minion.gz,1,0.840202,515,0.074074
ehi-85-297-35_ext.xml.minion.gz,1,0.840228,515,0.074074
ehi-85-297-36_ext.xml.minion.gz,1,0.840411,515,0.074074
ehi-85-297-37_ext.xml.minion.gz,1,0.840453,515,0.077441
ehi-85-297-38_ext.xml.minion.gz,1,0.840354,515,0.077441
ehi-85-297-39_ext.xml.minion.gz,1,0.840372,515,0.077441
ehi-85-297-3_ext.xml.minion.gz,1,0.840273,515,0.070707
ehi-85-297-40_ext.xml.minion.gz,1,0.840389,515,0.077441
ehi-85-297-41_ext.xml.minion.gz,1,0.840082,515,0.070707
ehi-85-297-42_ext.xml.minion.gz,1,0.840437,515,0.077441
ehi-85-297-43_ext.xml.minion.gz,1,0.840302,515,0.077441
ehi-85-297-44_ext.xml.minion.gz,1,0.840296,515,0.077441
ehi-85-297-45_ext.xml.minion.gz,1,0.840377,515,0.074074
ehi-85-297-46_ext.xml.minion.gz,1,0.840401,515,0.074074
ehi-85-297-47_ext.xml.minion.gz,1,0.83984,515,0.074074
ehi-85-297-48_ext.xml.minion.gz,1,0.840415,515,0.070707
ehi-85-297-49_ext.xml.minion.gz,1,0.840442,515,0.070707
ehi-85-297-4_ext.xml.minion.gz,1,0.840146,515,0.077441
ehi-85-297-50_ext.xml.minion.gz,1,0.840413,515,0.077441
ehi-85-297-51_ext.xml.minion.gz,1,0.840323,515,0.074074
ehi-85-297-52_ext.xml.minion.gz,1,0.840163,515,0.077441
ehi-85-297-53_ext.xml.minion.gz,1,0.84035,515,0.074074
ehi-85-297-54_ext.xml.minion.gz,1,0.84033,515,0.074074
ehi-85-297-55_ext.xml.minion.gz,1,0.840404,515,0.077441
ehi-85-297-56_ext.xml.minion.gz,1,0.840401,515,0.074074
ehi-85-297-57_ext.xml.minion.gz,1,0.84038,515,0.077441
ehi-85-297-58_ext.xml.minion.gz,1,0.840353,515,0.077441
ehi-85-297-59_ext.xml.minion.gz,1,0.840508,515,0.070707
ehi-85-297-5_ext.xml.minion.gz,1,0.840454,515,0.077441
ehi-85-297-60_ext.xml.minion.gz,1,0.840502,515,0.074074
ehi-85-297-61_ext.xml.minion.gz,1,0.840327,515,0.077441
ehi-85-297-62_ext.xml.minion.gz,1,0.840532,515,0.074074
ehi-85-297-63_ext.xml.minion.gz,1,0.840193,515,0.077441
ehi-85-297-64_ext.xml.minion.gz,1,0.84009,515,0.074074
ehi-85-297-65_ext.xml.minion.gz,1,0.840365,515,0.077441
ehi-85-297-66_ext.xml.minion.gz,1,0.840439,515,0.077441
ehi-85-297-67_ext.xml.minion.gz,1,0.840302,515,0.074074
ehi-85-297-68_ext.xml.minion.gz,1,0.840284,515,0.077441
ehi-85-297-69_ext.xml.minion.gz,1,0.840534,515,0.074074
ehi-85-297-6_ext.xml.minion.gz,1,0.840548,515,0.070707
ehi-85-297-70_ext.xml.minion.gz,1,0.840286,515,0.074074
ehi-85-297-71_ext.xml.minion.gz,1,0.840162,515,0.070707
ehi-85-297-72_ext.xml.minion.gz,1,0.840295,515,0.074074
ehi-85-297-73_ext.xml.minion.gz,1,0.840459,515,0.074074
ehi-85-297-74_ext.xml.minion.gz,1,0.840024,515,0.077441
ehi-85-297-75_ext.xml.minion.gz,1,0.840194,515,0.070707
ehi-85-297-76_ext.xml.minion.gz,1,0.840264,515,0.074074
ehi-85-297-77_ext.xml.minion.gz,1,0.840323,515,0.074074
ehi-85-297-78_ext.xml.minion.gz,1,0.840397,515,0.080808
ehi-85-297-79_ext.xml.minion.gz,1,0.840106,515,0.070707
ehi-85-297-7_ext.xml.minion.gz,1,0.840202,515,0.070707
ehi-85-297-80_ext.xml.minion.gz,1,0.840409,515,0.077441
ehi-85-297-81_ext.xml.minion.gz,1,0.840271,515,0.074074
ehi-85-297-82_ext.xml.minion.gz,1,0.840303,515,0.077441
ehi-85-297-83_ext.xml.minion.gz,1,0.840189,515,0.074074
ehi-85-297-84_ext.xml.minion.gz,1,0.840375,515,0.074074
ehi-85-297-85_ext.xml.minion.gz,1,0.840545,515,0.074074
ehi-85-297-86_ext.xml.minion.gz,1,0.840411,515,0.070707
ehi-85-297-87_ext.xml.minion.gz,1,0.840066,515,0.077441
ehi-85-297-88_ext.xml.minion.gz,1,0.840402,515,0.080808
ehi-85-297-89_ext.xml.minion.gz,1,0.840319,515,0.074074
ehi-85-297-8_ext.xml.minion.gz,1,0.839947,515,0.077441
ehi-85-297-90_ext.xml.minion.gz,1,0.840535,515,0.074074
ehi-85-297-91_ext.xml.minion.gz,1,0.840177,515,0.077441
ehi-85-297-92_ext.xml.minion.gz,1,0.840205,515,0.077441
ehi-85-297-93_ext.xml.minion.gz,1,0.840404,515,0.074074
ehi-85-297-94_ext.xml.minion.gz,1,0.840031,515,0.070707
ehi-85-297-95_ext.xml.minion.gz,1,0.840101,515,0.074074
ehi-85-297-96_ext.xml.minion.gz,1,0.840246,515,0.077441
ehi-85-297-97_ext.xml.minion.gz,1,0.840246,515,0.074074
ehi-85-297-98_ext.xml.minion.gz,1,0.840194,515,0.074074
ehi-85-297-99_ext.xml.minion.gz,1,0.840278,515,0.077441
ehi-85-297-9_ext.xml.minion.gz,1,0.840307,515,0.074074
ehi-90-315-0_ext.xml.minion.gz,1,0.840157,515,0.066667
ehi-90-315-10_ext.xml.minion.gz,1,0.840362,515,0.069841
ehi-90-315-11_ext.xml.minion.gz,1,0.840453,515,0.069841
ehi-90-315-12_ext.xml.minion.gz,1,0.839908,515,0.069841
ehi-90-315-13_ext.xml.minion.gz,1,0.840385,515,0.069841
ehi-90-315-14_ext.xml.minion.gz,1,0.840484,515,0.066667
ehi-90-315-15_ext.xml.minion.gz,1,0.840391,515,0.073016
ehi-90-315-16_ext.xml.minion.gz,1,0.840297,515,0.073016
ehi-90-315-17_ext.xml.minion.gz,1,0.840367,515,0.073016
ehi-90-315-18_ext.xml.minion.gz,1,0.840163,515,0.07619
ehi-90-315-19_ext.xml.minion.gz,1,0.840192,515,0.07619
ehi-90-315-1_ext.xml.minion.gz,1,0.84026,515,0.073016
ehi-90-315-20_ext.xml.minion.gz,1,0.8405,515,0.066667
ehi-90-315-21_ext.xml.minion.gz,1,0.840314,515,0.073016
ehi-90-315-22_ext.xml.minion.gz,1,0.840298,515,0.066667
ehi-90-315-23_ext.xml.minion.gz,1,0.840093,515,0.07619
ehi-90-315-24_ext.xml.minion.gz,1,0.840244,515,0.073016
ehi-90-315-25_ext.xml.minion.gz,1,0.840468,515,0.073016
ehi-90-315-26_ext.xml.minion.gz,1,0.840148,515,0.069841
ehi-90-315-27_ext.xml.minion.gz,1,0.840343,515,0.073016
ehi-90-315-28_ext.xml.minion.gz,1,0.840488,515,0.069841
ehi-90-315-29_ext.xml.minion.gz,1,0.839959,515,0.069841
ehi-90-315-2_ext.xml.minion.gz,1,0.840418,515,0.069841
ehi-90-315-30_ext.xml.minion.gz,1,0.840483,515,0.069841
ehi-90-315-31_ext.xml.minion.gz,1,0.840246,515,0.073016
ehi-90-315-32_ext.xml.minion.gz,1,0.84034,515,0.07619
ehi-90-315-33_ext.xml.minion.gz,1,0.840335,515,0.07619
ehi-90-315-34_ext.xml.minion.gz,1,0.840341,515,0.069841
ehi-90-315-35_ext.xml.minion.gz,1,0.840171,515,0.069841
ehi-90-315-36_ext.xml.minion.gz,1,0.84038,515,0.069841
ehi-90-315-37_ext.xml.minion.gz,1,0.84048,515,0.069841
ehi-90-315-38_ext.xml.minion.gz,1,0.840403,515,0.07619
ehi-90-315-39_ext.xml.minion.gz,1,0.840434,515,0.07619
ehi-90-315-3_ext.xml.minion.gz,1,0.840374,515,0.066667
ehi-90-315-40_ext.xml.minion.gz,1,0.840151,515,0.073016
ehi-90-315-41_ext.xml.minion.gz,1,0.840399,515,0.069841
ehi-90-315-42_ext.xml.minion.gz,1,0.840447,515,0.069841
ehi-90-315-43_ext.xml.minion.gz,1,0.840276,515,0.069841
ehi-90-315-44_ext.xml.minion.gz,1,0.840298,515,0.073016
ehi-90-315-45_ext.xml.minion.gz,1,0.840519,515,0.073016
ehi-90-315-46_ext.xml.minion.gz,1,0.840403,515,0.073016
ehi-90-315-47_ext.xml.minion.gz,1,0.840435,515,0.069841
ehi-90-315-48_ext.xml.minion.gz,1,0.840338,515,0.069841
ehi-90-315-49_ext.xml.minion.gz,1,0.840502,515,0.069841
ehi-90-315-4_ext.xml.minion.gz,1,0.84037,515,0.069841
ehi-90-315-50_ext.xml.minion.gz,1,0.840514,515,0.069841
ehi-90-315-51_ext.xml.minion.gz,1,0.840307,515,0.069841
ehi-90-315-52_ext.xml.minion.gz,1,0.840402,515,0.066667
ehi-90-315-53_ext.xml.minion.gz,1,0.84036,515,0.069841
ehi-90-315-54_ext.xml.minion.gz,1,0.840308,515,0.069841
ehi-90-315-55_ext.xml.minion.gz,1,0.840407,515,0.07619
ehi-90-315-56_ext.xml.minion.gz,1,0.840463,515,0.069841
ehi-90-315-57_ext.xml.minion.gz,1,0.840174,515,0.073016
ehi-90-315-58_ext.xml.minion.gz,1,0.840492,515,0.07619
ehi-90-315-59_ext.xml.minion.gz,1,0.840036,515,0.066667
