@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC

@DATA
normalized-chnl-30-31.xml.mzn_AND_NODATA,1,0.065591,15.245902,2,30.491803,59,1,2,1,1,1,31,0,0,3720,122,0.999806,601.478996,0,0,1860,0.016396,0,1860,0,1,366,0,0,122,0,0,0,0,122,0,1860,1860,3720,0,2,601.478996,1860,0,59,30.491803,3720,0.016396,1,1860,0.81,0.999806,0,0,3.54,0,59,0.68,1,2,0.016396,59,0,0.999806,0
normalized-chnl-35-40.xml.mzn_AND_NODATA,1,0.053571,18.666667,2,37.333333,73,1,2,1,1,1,40,0,0,5600,150,0.996792,782.877608,0,0,2800,0.066815,0,2800,0,1,450,0,0,150,0,0,0,0,150,0,2800,2800,5600,0,2,782.877608,2800,0,69,37.333333,5600,0.066815,1,2800,1.99,0.996792,0,0,5.45,0,69,1.39,1,2,0.066815,73,0,0.996792,0
normalized-chnl35-40-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.053571,18.666667,2,37.333333,73,1,2,1,1,1,40,0,0,5600,150,0.996792,782.877608,0,0,2800,0.066815,0,2800,0,1,450,0,0,150,0,0,0,0,150,0,2800,2800,5600,0,2,782.877608,2800,0,69,37.333333,5600,0.066815,1,2800,2,0.996792,0,0,5.54,0,69,1.47,1,2,0.066815,73,0,0.996792,0
normalized-C3-2-31.xml.mzn_AND_NODATA,1,1.20503,0.829855,5.581192,11.303316,14.68234,0.776316,3.41006,0.973037,2.338907,0.080372,14.861475,0.919628,2.408874,6237,1711,1.899048,4814.811226,0.246896,0.648049,2085.991383,0.400555,0.324991,1779.68419,0.332207,2.972295,7772,0.954894,0.763206,2204,2.073077,1740,1740,0.184211,5154.951333,1682,2388.180792,1829,10208,0.231259,61,7262.332902,147,406,4.11099,4.631579,24912.508819,0.159901,2,89,3.03,1.021455,2.449899,0.551998,5.34,0.189369,8,0.25,0.033898,59,0.514178,143,0,1.241153,0
normalized-chnl30-40-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.058333,17.142857,2,34.285714,68,1,2,1,1,1,40,0,0,4800,140,0.985228,711.866933,0,0,2400,0.144338,0,2400,0,1,420,0,0,140,0,0,0,0,140,0,2400,2400,4800,0,2,711.866933,2400,0,59,34.285714,4800,0.144338,1,2400,1.45,0.985228,0,0,4.58,0,59,1.06,1,2,0.144338,68,0,0.985228,0
normalized-chnl35-45-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.050794,19.6875,2,39.375,78,1,2,1,1,1,45,0,0,6300,160,0.988699,846.065188,0,0,3150,0.125988,0,3150,0,1,480,0,0,160,0,0,0,0,160,0,3150,3150,6300,0,2,846.065188,3150,0,69,39.375,6300,0.125988,1,3150,2.64,0.988699,0,0,6.64,0,69,1.92,1,2,0.125988,78,0,0.988699,0
normalized-bibd-21-28-8-6-2_glb.xml.mzn_AND_NODATA,1,0.949134,1.053592,3.818182,4.022805,32.454545,1,2,0.917355,1,1,28,0,0,12936,6139,0.273091,10553.063379,0,-10.943776,6468,1.216515,0.439497,5933.454545,0,1,18417,0,0.439497,6139,0.336601,5880,5880,0,6139,0,8502.145792,6468,24696,0.28489,2,10553.063379,6468,0,10.554267,4.022805,24696,1.216515,1,-1,11.53,0.273091,1.505847,1.316008,22.72,0.372895,21,8.99,0.090909,22,-1,67,0,-1,0.909091
normalized-chnl40-41-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.04939,20.246914,2,40.493827,79,1,2,1,1,1,41,0,0,6560,162,0.99989,865.002264,0,0,3280,0.012347,0,3280,0,1,486,0,0,162,0,0,0,0,162,0,3280,3280,6560,0,2,865.002264,3280,0,79,40.493827,6560,0.012347,1,3280,2.88,0.99989,0,0,7.09,0,79,2.15,1,2,0.012347,79,0,0.99989,0
normalized-bqwh-18-141-92_glb.xml.mzn_AND_NODATA,1,1.248227,0.801136,2.992908,8.498102,13.702128,0,12.304965,4.105201,3.550534,1,31.028997,0,0.292927,1735,0,4.741873,106.84413,3.727883,0.060831,499.083651,1.15414,2.25441,578.833333,0.129134,4.169925,316,1.128762,0.971585,176,0.037632,0,0,0,624.893947,0,222.89475,141,422,0.290615,18,425.998985,141,0,31.219858,2.397727,1495.66599,1.151717,6,141,0.01,0.863886,0.028038,2.586782,2.08,0.058492,34,0.04,1,3,1.149838,14,0,0.924117,0
normalized-C1-3-21.xml.mzn_AND_NODATA,1,1.171717,0.853448,5.279461,9.342626,13.737374,0.758621,3.047138,0.947685,1.972952,0.138047,11.918863,0.861953,1.445662,1810,528,2.06344,1482.525486,0.388732,0.979839,701.627985,0.409197,0.492849,562.924609,0.306417,2.383773,2416,0.833266,1.151512,696,1.49439,544,544,0.172414,1373.174904,512,849.314294,594,3136,0.30357,22,2102.046314,82,120,4.188552,4.505747,6502.467525,0.198718,2,50,0.2,1.165655,1.767099,0.828981,2.31,0.240524,8,0.06,0.060606,33,0.521537,78,0,1.511716,0
normalized-bqwh-18-141-9_ext.xml.mzn_AND_NODATA,1,3.578475,0.279449,6.952167,2.623776,6.747384,0.220551,3.944694,0.739612,1.40999,0.210762,5.169925,0.789238,1.066695,2639,528,2.016282,2257,1.55263,3.273289,1000.298191,0.40959,1.406645,494.80066,0.520955,4.169925,5316,1.194426,3.369336,2394,0.391164,528,528,0.722222,3375.515989,528,1806.373395,669,4651,1.276681,18,3099.112566,141,1729,24.152466,1.942774,6281.31875,0.119558,6,141,0.25,0.316335,0.350066,5.115434,2.69,0.609433,86,0.39,0.153846,13,0.358177,13,0,4.235576,0
normalized-circ-6-3.xml.mzn_AND_NODATA,1,8.566667,0.116732,40.533333,4.731518,50.977778,1,2,0.068836,1,1,20,0,0,1080,4626,2.754292,9408.336279,0,3.630136,540,0.600368,0,37.171678,0,1,13878,0,2.272361,4626,0.389143,0,0,0,4626,0,2756.791814,540,21888,0.589678,2,9408.336279,540,0,28.398148,4.731518,21888,0.600368,0.153846,540,4.14,2.754292,0.553365,4.189479,7.35,0.544695,52,1.13,0.025641,78,0.480122,69,0,5.727791,0
normalized-bf-1355-638.xml.mzn_AND_NODATA,1,1.667432,0.599725,3.954065,2.356749,5.186036,1,1.861277,0.48848,0.995494,1,6,0,0.18571,8104,7260,1.095769,8766.023713,0.580885,3.119208,3750,0.249393,2.598348,2126.842888,0.038864,1,21780,0,3.478064,7260,0.625129,0,0,0,7227.283333,0,7658.379581,4354,17216,0.707387,2,8708.337745,4354,0,13.124254,2.37135,17110,0.252305,2,4354,7.55,1.119287,0.630752,5.058064,14.31,1.184658,120,4.65,0.125,15,0.514136,15,0,4.072762,0
normalized-chnl40-45-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.047222,21.176471,2,42.352941,83,1,2,1,1,1,45,0,0,7200,170,0.997503,918.321776,0,0,3600,0.058926,0,3600,0,1,510,0,0,170,0,0,0,0,170,0,3600,3600,7200,0,2,918.321776,3600,0,79,42.352941,7200,0.058926,1,3600,3.5,0.997503,0,0,8.04,0,79,2.46,1,2,0.058926,83,0,0.997503,0
normalized-chnl15-20-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.116667,8.571429,2,17.142857,33,1,2,1,1,1,20,0,0,1200,70,0.985228,285.933467,0,0,600,0.144338,0,600,0,1,210,0,0,70,0,0,0,0,70,0,600,600,1200,0,2,285.933467,600,0,29,17.142857,1200,0.144338,1,600,0.08,0.985228,0,0,2.24,0,29,0.12,1,2,0.144338,33,0,0.985228,0
normalized-bqwh-18-141-92_ext.xml.mzn_AND_NODATA,1,3.665211,0.272836,7.126638,2.652532,6.922853,0.216839,4.114993,0.751281,1.425055,0.20524,5.169925,0.79476,1.086471,2827,546,1.975505,2378,1.497397,3.214835,1045.083651,0.421563,1.351938,516.129715,0.533489,4.169925,5582,1.196098,3.333386,2518,0.369567,546,546,0.727562,3588.287269,546,1889.085748,687,4896,1.290531,18,3284.626255,141,1832,24.029112,1.9444,6679.07585,0.11785,4.5,141,0.27,0.309724,0.328094,4.756973,2.72,0.496416,73,0.41,0.142857,14,0.339397,14,0,4.19533,0
normalized-costasArray-18.xml.mzn_AND_NODATA,1,1.886905,0.529968,4.595238,11.517013,15.095238,0.476341,33.178571,10.52451,4.820594,1,87.197811,0,0.158476,5574,151,1.467186,291.251903,0.491237,-5.909145,844.451103,0.997706,0.491237,1768.117647,0.066923,5.129283,769,0.998787,3.956903,317,0.491253,150,150,0,1528.128199,0,312.638101,168,772,0.313281,35,1009.560268,168,0,3.666667,2.435331,3650.893208,0.962005,11.666667,168,0.03,1.433506,1.002386,1.035909,2.11,0.14779,4,0.04,1,18,0.938544,34,0,1.828803,0.892857
normalized-costasArray-19.xml.mzn_AND_NODATA,1,1.893048,0.528249,4.614973,11.724775,15.775401,0.477401,35.171123,11.182412,4.899809,1,93.770161,0,0.154624,6577,169,1.451169,324.029156,0.474061,-6.117841,955.898788,1.027254,0.474061,2091.111111,0.065927,5.209453,860,0.050318,4.030806,354,0.492164,168,168,0,1734.532544,0,346.828318,187,863,0.306047,37,1134.536626,187,0,3.673797,2.437853,4150.570474,0.988831,12.333333,187,0.03,1.420549,1.040792,1.020207,2.12,0.14505,4,0.05,1,19,0.94753,36,0,1.802974,0.898396
normalized-costasArray-20.xml.mzn_AND_NODATA,1,1.898551,0.526718,4.63285,11.921725,16.454106,0.478372,37.164251,11.841088,4.974868,1,100.422642,0,0.151041,7693,188,1.436354,358.465372,0.458183,-6.314229,1074.808777,1.055954,0.458183,2451.105263,0.065012,5.285402,956,0.046094,4.10114,393,0.492605,187,187,0,1955.123016,0,382.678548,207,959,0.299271,39,1266.920144,207,0,3.681159,2.440204,4685.238027,1.014991,13,207,0.04,1.40838,1.077903,1.004475,2.14,0.142496,4,0.06,1,20,0.955654,38,0,1.778874,0.903382
normalized-chnl-35-36.xml.mzn_AND_NODATA,1,0.056349,17.746479,2,35.492958,69,1,2,1,1,1,36,0,0,5040,142,0.999857,731.203127,0,0,2520,0.014086,0,2520,0,1,426,0,0,142,0,0,0,0,142,0,2520,2520,5040,0,2,731.203127,2520,0,69,35.492958,5040,0.014086,1,2520,1.6,0.999857,0,0,4.86,0,69,1.19,1,2,0.014086,69,0,0.999857,0
normalized-chnl-35-45.xml.mzn_AND_NODATA,1,0.050794,19.6875,2,39.375,78,1,2,1,1,1,45,0,0,6300,160,0.988699,846.065188,0,0,3150,0.125988,0,3150,0,1,480,0,0,160,0,0,0,0,160,0,3150,3150,6300,0,2,846.065188,3150,0,69,39.375,6300,0.125988,1,3150,2.63,0.988699,0,0,6.46,0,69,1.76,1,2,0.125988,78,0,0.988699,0
normalized-composed-25-10-20-8_ext.xml.mzn_AND_NODATA,1,5.618406,0.177986,11.236813,2.568654,11.236813,0.157012,2.942761,0.599672,1.284327,0.117845,6.643856,0.882155,0.876523,2622,786,0.876121,5006,0.523135,-352.184735,1134.80245,0.472153,0.978083,534.307617,0.472153,3.321928,10798,0.876121,3.993435,5006,1.061042,786,786,0.799041,6429.341922,786,2340.400459,891,10012,0.661119,10,6260.821191,105,4000,7.809203,2,12858.683844,0,3.333333,105,1.44,0,1.061042,2.807915,4.86,0.317213,15,1.35,0.046512,43,0.39126,43,22000,5.961862,24.691358
normalized-chnl20-25-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.09,11.111111,2,22.222222,43,1,2,1,1,1,25,0,0,2000,90,0.991076,401.850652,0,0,1000,0.111803,0,1000,0,1,270,0,0,90,0,0,0,0,90,0,1000,1000,2000,0,2,401.850652,1000,0,39,22.222222,2000,0.111803,1,1000,0.22,0.991076,0,0,2.56,0,39,0.3,1,2,0.111803,43,0,0.991076,0
normalized-chnl-10-15.xml.mzn_AND_NODATA,1,0.166667,6,2,12,23,1,2,1,1,1,15,0,0,600,50,0.970951,177.795655,0,0,300,0.204124,0,300,0,1,150,0,0,50,0,0,0,0,50,0,300,300,600,0,2,177.795655,300,0,19,12,600,0.204124,1,300,0.02,0.970951,0,0,2.1,0,19,0.06,1,2,0.204124,23,0,0.970951,0
normalized-chnl-15-20.xml.mzn_AND_NODATA,1,0.116667,8.571429,2,17.142857,33,1,2,1,1,1,20,0,0,1200,70,0.985228,285.933467,0,0,600,0.144338,0,600,0,1,210,0,0,70,0,0,0,0,70,0,600,600,1200,0,2,285.933467,600,0,29,17.142857,1200,0.144338,1,600,0.07,0.985228,0,0,2.24,0,29,0.12,1,2,0.144338,33,0,0.985228,0
normalized-bibd-10-120-36-3-8_glb.xml.mzn_AND_NODATA,1,0.844697,1.183857,3.636364,4.304933,123.909091,1,2,0.85124,1,1,120,0,0,13200,5575,0.229506,9337.307858,0,-9.460388,6600,2.692984,0.684038,5618.181818,0,1,16725,0,0.684038,5575,0.049804,5400,5400,0,5575,0,9551.317942,6600,24000,0.370716,2,9337.307858,6600,0,12.53,4.304933,24000,2.692984,1,-1,24.38,0.229506,0.954594,2.064385,35.92,0.425183,30,9.36,0.181818,11,2.149892,137,0,0.236255,0.818182
normalized-chnl-50-51.xml.mzn_AND_NODATA,1,0.039608,25.247525,2,50.49505,99,1,2,1,1,1,51,0,0,10200,202,0.999929,1142.915866,0,0,5100,0.009901,0,5100,0,1,606,0,0,202,0,0,0,0,202,0,5100,5100,10200,0,2,1142.915866,5100,0,-1,50.49505,10200,0.009901,1,-1,2.24,0.999929,0,-1,8.97,-1,-1,4.63,1,2,0.009901,99,0,0.999929,0
normalized-composed-25-10-20-1_ext.xml.mzn_AND_NODATA,1,5.719037,0.174855,11.438073,2.561975,11.438073,0.1538,2.963303,0.588265,1.280987,0.120413,6.643856,0.879587,0.878597,2584,767,0.869226,4987,0.530546,-359.854039,1115.80245,0.472393,0.955852,512.967469,0.472393,3.321928,10741,0.869226,4.084894,4987,1.047232,767,767,0.802085,6388.283605,767,2325.461641,872,9974,0.656286,10,6220.699365,105,4000,7.731651,2,12776.567211,0,2,105,1.46,0,1.047232,2.712443,4.92,0.267615,12,1.39,0.043478,46,0.396297,46,22000,6.027126,25.229358
normalized-david-10.xml.mzn_AND_NODATA,1,4.666667,0.214286,9.333333,6.643856,9.333333,1,10,2.619526,3.321928,1,6.643856,0,0,870,406,0,406,0,4.147392,289.007744,0,2.227087,227.898761,0,3.321928,812,0,4.147392,406,1.124389,0,0,0,1348.702807,0,227.340474,87,812,1.103931,10,1109.200463,87,0,3.126437,2,2697.405613,0,10,87,0.05,0,1.124389,1.280662,2.11,0.305965,4,0.03,0.121951,82,0.669084,82,0,5.9,0
normalized-4-fullins-5-7.xml.mzn_AND_NODATA,1,18.645683,0.053632,37.291365,5.61471,37.291365,1,7,0.259468,2.807355,1,5.61471,0,0,29022,77305,0,77305,0,4.74906,11639.293507,0.000001,0.315105,1075.755892,0.000001,2.807355,154610,0,4.74906,77305,0.970083,0,0,0,217022.57225,0,20533.201082,4146,154610,0.508285,7,192428.49263,4146,0,19.111192,2,434045.144499,0,0.875,4146,8.61,0,0.970083,3.852399,37.72,0.82417,85,26.84,0.010072,695,-1,695,0,-1,0
normalized-bibd-25-25-9-9-3_glb.xml.mzn_AND_NODATA,1,0.966154,1.035032,3.846154,3.980892,29.538462,1,2,0.928994,1,1,25,0,0,16250,7850,0.262937,13512.568422,0,-11.491226,8125,1.14061,0.391244,7548.076923,0,1,23550,0,0.391244,7850,0.414971,7500,7500,0,7850,0,10437.774824,8125,31250,0.264772,2,13512.568422,8125,0,10.357908,3.980892,31250,1.14061,1,-1,17.74,0.262937,1.662769,1.304688,34.19,0.282533,21,14.24,0.076923,26,-1,72,0,-1,0.923077
normalized-chnl50-55-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.038182,26.190476,2,52.380952,103,1,2,1,1,1,55,0,0,11000,210,0.998364,1198.960152,0,0,5500,0.047673,0,5500,0,1,630,0,0,210,0,0,0,0,210,0,5500,5500,11000,0,2,1198.960152,5500,0,-1,52.380952,11000,0.047673,1,-1,2.27,0.998364,0,-1,10.25,-1,-1,5.88,1,2,0.047673,103,0,0.998364,0
normalized-composed-25-10-20-9_ext.xml.mzn_AND_NODATA,1,5.697489,0.175516,11.394977,2.563385,11.394977,0.154478,2.958904,0.585529,1.281693,0.119863,6.643856,0.880137,0.878166,2592,771,0.870691,4991,0.528967,-358.254116,1119.80245,0.472343,0.971227,512.92312,0.472343,3.321928,10753,0.870691,4.022996,4991,1.048793,771,771,0.801443,6396.927461,771,2333.264012,876,9982,0.651537,10,6229.146065,105,4000,9.159817,2,12793.854923,0,2,105,1.47,0,1.048793,3.541202,4.88,0.459251,27,1.34,0.044444,45,0.389729,45,22000,5.919379,25.114155
normalized-BlackHole-4-4-e-1_ext.xml.mzn_AND_NODATA,1,16.507326,0.060579,33.014652,2.182847,33.014652,0.053478,3,0.284872,1.091423,0.117216,8,0.882784,1.102777,1638,482,0.346747,9013,0.716897,-2.471831,682,0.337463,0.648252,155.539988,0.337463,4,18508,0.33285,2.173706,9013,1.48237,482,482,0.940308,9837,482,2414.844878,546,18026,2.424369,16,9728.957766,64,8475,21.688645,2,19674,0,4,64,4.13,0,1.48237,2.935943,9.84,0.796878,42,3.62,0.008333,240,0.432323,240,306,1.627907,0.56044
normalized-dubois-22_ext.xml.mzn_AND_NODATA,1,0.666667,1.5,2,3,3.939394,0,2,1,1,1,3,0,0,132,0,0,69.73835,0,-1.667259,66,0,0,66,0,1,88,0,0.329846,44,0.060569,0,0,0,44,0,66,66,132,0,2,69.73835,66,0,19.090909,3,132,0,1,66,0,0,0,4.974255,2.05,0.555152,38,0.02,1,2,0.098821,4,24,0.439497,0.363636
normalized-chnl30-31-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.065591,15.245902,2,30.491803,59,1,2,1,1,1,31,0,0,3720,122,0.999806,601.478996,0,0,1860,0.016396,0,1860,0,1,366,0,0,122,0,0,0,0,122,0,1860,1860,3720,0,2,601.478996,1860,0,59,30.491803,3720,0.016396,1,1860,0.81,0.999806,0,0,3.57,0,59,0.7,1,2,0.016396,59,0,0.999806,0
normalized-chnl20-30-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.083333,12,2,24,48,1,2,1,1,1,30,0,0,2400,100,0.970951,455.59131,0,0,1200,0.204124,0,1200,0,1,300,0,0,100,0,0,0,0,100,0,1200,1200,2400,0,2,455.59131,1200,0,39,24,2400,0.204124,1,1200,0.32,0.970951,0,0,2.74,0,39,0.36,1,2,0.204124,48,0,0.970951,0
normalized-dubois-21_ext.xml.mzn_AND_NODATA,1,0.666667,1.5,2,3,3.936508,0,2,1,1,1,3,0,0,126,0,0,66.568425,0,-1.746652,63,0,0,63,0,1,84,0,0.341154,42,0.061945,0,0,0,42,0,63,63,126,0,2,66.568425,63,0,18.15873,3,126,0,1,63,0,0,0,4.887928,2.08,0.54844,36,0.01,1,2,0.101056,4,24,0.453716,0.380952
normalized-color.xml.mzn_AND_NODATA,1,24.916,0.040135,49.832,4.643856,49.832,1,5,0.102177,2.321928,1,4.643856,0,0,2500,12458,0,12458,0,4.734002,1160.964047,0.000001,0,51.088727,0.000001,2.321928,24916,0,4.734002,12458,0.133728,0,0,0,28926.580206,0,2812.9926,500,24916,0.136679,5,27598.497618,500,0,25.266,2,57853.160412,0,0.147059,500,4.15,0,0.133728,3.917854,8.68,0.154222,40,2.46,0.073529,68,-1,68,0,-1,0
normalized-dubois-28_ext.xml.mzn_AND_NODATA,1,0.666667,1.5,2,3,3.952381,0,2,1,1,1,3,0,0,168,0,0,88.7579,0,-1.309989,84,0,0,84,0,1,112,0,0.276195,56,0.053881,0,0,0,56,0,84,84,168,0,2,88.7579,84,0,24.988095,3,168,0,1,84,0,0,0,5.442622,2.06,0.566544,52,0.02,1,2,0.08794,4,24,0.371232,0.285714
normalized-costasArray-16.xml.mzn_AND_NODATA,1,1.87218,0.534137,4.548872,11.063947,13.729323,0.473896,29.195489,9.211529,4.647627,1,74.312945,0,0.167139,3883,118,1.503515,230.690753,0.530225,-5.448239,643.640968,0.935745,0.530225,1225.133333,0.069212,4.954196,602,0.998592,3.796792,249,0.487511,117,117,0,1157.259176,0,249.254394,133,605,0.329321,31,781.730445,133,0,3.654135,2.429719,2754.922905,0.906153,10.333333,133,0.02,1.462072,0.921102,1.065619,2.09,0.15395,4,0.04,1,16,0.917363,30,0,1.886464,0.879699
normalized-chnl-50-60.xml.mzn_AND_NODATA,1,0.036667,27.272727,2,54.545455,108,1,2,1,1,1,60,0,0,12000,220,0.99403,1267.951802,0,0,6000,0.091287,0,6000,0,1,660,0,0,220,0,0,0,0,220,0,6000,6000,12000,0,2,1267.951802,6000,0,-1,54.545455,12000,0.091287,1,-1,2.31,0.99403,0,-1,11.04,-1,-1,6.62,1,2,0.091287,108,0,0.99403,0
normalized-dubois-29_ext.xml.mzn_AND_NODATA,1,0.666667,1.5,2,3,3.954023,0,2,1,1,1,3,0,0,174,0,0,91.927825,0,-1.264817,87,0,0,87,0,1,116,0,0.269055,58,0.052968,0,0,0,58,0,87,87,174,0,2,91.927825,87,0,26.264368,3,174,0,1,87,0,0,0,5.484506,2.05,0.563212,54,0.02,1,2,0.086453,4,24,0.362051,0.275862
normalized-dubois-50_ext.xml.mzn_AND_NODATA,1,0.666667,1.5,2,3,3.973333,0,2,1,1,1,3,0,0,300,0,0,158.49625,0,-0.733594,150,0,0,150,0,1,200,0,0.177389,100,0.040547,0,0,0,100,0,150,150,300,0,2,158.49625,150,0,81.153333,3,300,0,1,150,0,0,0,3.524088,2.06,0.336454,98,0.03,1,2,0.066202,4,24,0.242292,0.16
normalized-chnl50-51-pb-cnf-cr.xml.mzn_AND_NODATA,1,0.039608,25.247525,2,50.49505,99,1,2,1,1,1,51,0,0,10200,202,0.999929,1142.915866,0,0,5100,0.009901,0,5100,0,1,606,0,0,202,0,0,0,0,202,0,5100,5100,10200,0,2,1142.915866,5100,0,-1,50.49505,10200,0.009901,1,-1,2.24,0.999929,0,-1,9.2,-1,-1,4.87,1,2,0.009901,99,0,0.999929,0
normalized-e0ddr1-10-by-5-3.xml.mzn_AND_NODATA,1,1.43,0.699301,3.76,10.522947,5.56,0.685315,12.64,1.453411,3.738588,0.1,14.653069,0.9,2.527576,6320,490,4.148091,978.233125,0.73364,0.566091,787.954436,0.549299,0.563264,726.705263,0.509882,6.83289,2370,1.178052,0.566091,715,1.381576,450,450,0.314685,2673.090163,450,664.616393,500,1880,0.937585,114,2112.16687,50,225,2.9,2.629371,7523.90694,0.183684,6,50,0.06,0.951154,1.40486,0.468996,2.17,0.103448,3,0.06,1,20,0.626231,29,0,1.935338,0
normalized-composed-25-10-20-6_ext.xml.mzn_AND_NODATA,1,5.487459,0.182234,10.974918,2.577713,10.974918,0.161367,2.916031,0.612877,1.288857,0.114504,6.643856,0.885496,0.873577,2674,812,0.885293,5032,0.513353,-342.188278,1160.80245,0.471803,0.924868,562.008438,0.471803,3.321928,10876,0.885293,3.891057,5032,1.077632,812,812,0.794913,6485.526987,812,2359.170701,917,10064,0.629763,10,6315.724743,105,4000,7.864776,2,12971.053975,0,2.5,105,1.46,0,1.077632,2.946421,4.94,0.343721,21,1.41,0.043478,46,0.394032,46,22000,5.930776,23.991276
normalized-e0ddr1-10-by-5-4.xml.mzn_AND_NODATA,1,1.43,0.699301,3.76,10.50388,5.56,0.685315,12.55,1.448816,3.731973,0.1,14.703471,0.9,2.527778,6275,490,4.395761,978.233125,0.761188,0.566091,787.258887,0.549128,0.567141,724.407895,0.509623,6.857981,2370,1.178052,0.566091,715,1.381576,450,450,0.314685,2668.360431,450,664.616393,500,1880,0.932947,116,2110.783676,50,225,2.9,2.629371,7510.274182,0.183684,6.105263,50,0.07,0.951154,1.40486,0.468996,2.17,0.103448,3,0.06,1,20,0.626192,29,0,1.914263,0
normalized-dubois-20_ext.xml.mzn_AND_NODATA,1,0.666667,1.5,2,3,3.933333,0,2,1,1,1,3,0,0,120,0,0,63.3985,0,-1.833985,60,0,0,60,0,1,80,0,0.353359,40,0.063418,0,0,0,40,0,60,60,120,0,2,63.3985,60,0,17.233333,3,120,0,1,60,0,0,0,4.796404,2.04,0.540656,34,0.01,1,2,0.103448,4,24,0.468996,0.4
