@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC

@DATA
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S1755163742-08.SAT.shuffled.cnf,1,0.14,0.14,6.729,0.14,0.14,9,12,6.1928,50,9,8.9313,6,8.9179,6,12,0.011,0.1265,0.2322,0.7049,4569,0.0001,4562.4,50,0.0086,4504,0.7757,4498,0,0.2334,4498,4637,0.1537
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1573578038-005.cnf,1,0.0056,0.0056,50.9649,0.0056,0.0056,173,184,40.9482,900,173,171.954,158,172.75,159,187,0.0179,0.0037,0.0646,0.4776,49,0.0023,49.8571,900,0.001,42,0.5889,39,0.0014,0.0813,33,58,0.0073
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1738460433-02.UNSAT.shuffled.cnf,1,0.0385,0.0385,11.1491,0.0385,0.0385,26,31,10.2107,130,26,25.8195,21,25.7194,21,31,0.0449,0.0293,0.1523,0.5495,4181,0.0014,4207.625,130,0.0077,4167,0.7287,4110,0.0009,0.1511,4110,4383,0.0469
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S231612998-061.SATISFIABLE.cnf,1,0.0778,0.0778,10.6122,0.0778,0.0778,15,19,10.6025,90,15,15.2773,12,15.3377,12,19,0.0111,0.0679,0.1879,0.6595,4334,0.0001,4392,90,0.0045,4319,0.7429,4311,0,0.1889,4311,4522,0.0858
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S2094973797-12-SAT.cnf,1,0.0051,0.0051,18.8054,0.0034,0.0085,127,137,15.442,630,127,126.722,116,126.66,116,137,0.01,0.0014,0.0679,0.3061,3928,0.1061,3923.1667,586,0.0026,3884,0.549,3876,0.0633,0.0672,3876,3969,0.0113
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S77566504-14.cnf,1,0.035,0.035,17.9236,0.035,0.035,32,39,18.3292,200,33,32.8377,28,33.2339,27,39,0.0117,0.0308,0.1394,0.6282,3869,0.0001,3792.5,200,0.0022,3829,0.7219,3561,0.0001,0.1487,3561,3911,0.0386
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S319509287-085-UNKNOWN.cnf,1,0.0025,0.0025,112.711,0.0025,0.0025,384,405,83.2784,2000,382,384.041,365,380.526,364,399,0.0091,0.0017,0.0905,0.4589,17,0.0023,17.6163,2000,0.0005,15,0.5294,13,0.0015,0.0409,10,23,0.0033
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1679085272-10-SAT.cnf,1,0.0026,0.0026,31.1099,0.0018,0.0053,242,256,24.7545,1295,242,241.328,227,242.011,227,257,0.0052,0.0003,0.0474,0.2617,2894,0.1369,2946.5,1122,0.0013,2638,0.5183,2229,0.0833,0.0566,2229,3795,0.0073
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S823305148-084.SATISFIABLE.cnf,1,0.0079,0.0079,13.6365,0.0078,0.0129,86,95,11.3407,400,86,86.1998,77,86.1238,77,95,0.0154,0.0024,0.0805,0.3328,3959,0.0757,3933.625,387,0.0039,3910,0.6004,3813,0.0455,0.0824,3813,4037,0.0166
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S628307658-028.SATISFIABLE.cnf,1,0.0044,0.0044,23.9204,0.0044,0.0073,152,164,18.8879,700,151,151.874,140,151.466,141,163,0.0088,0.001,0.0614,0.307,3711,0.0759,3695.625,686,0.0021,3633,0.5048,3574,0.0463,0.0585,3574,3861,0.0104
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S2015297474-031.cnf,1,0.005,0.005,54.3881,0.005,0.005,192,208,44.0542,1000,191,192.788,177,191.629,178,206,0.0165,0.0037,0.0602,0.478,41,0.0023,43.1604,1000,0.0009,37,0.589,33,0.0015,0.0624,26,56,0.0069
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S388731928-13.cnf,1,0.0083,0.0083,33.9033,0.0083,0.0083,115,126,28.0101,600,115,115.342,104,114.941,104,126,0.0242,0.0058,0.081,0.4909,88,0.0024,91.7788,600,0.0016,79,0.613,69,0.0015,0.0741,64,114,0.0113
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1730125812-056.cnf,1,0.0065,0.0065,15.5479,0.0064,0.0085,104,114,12.5721,480,104,104.439,95,104.282,95,114,0.0128,0.0025,0.0745,0.3261,3836,0.077,3863.5714,468,0.0032,3790,0.574,3778,0.0467,0.0734,3778,3967,0.0158
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S1678989107-02.SAT.shuffled.cnf,1,0.1077,0.1077,8.4687,0.1077,0.1077,11,14,7.9629,65,11,11.3475,8,11.2612,8,14,0.0111,0.0982,0.2117,0.6873,4464,0.0001,4456.6667,65,0.0077,4387,0.7618,4370,0,0.21,4370,4572,0.1146
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S1931398869-036.cnf,1,0.0556,0.0556,8.4519,0.0556,0.0556,18,22,7.562,90,18,18.0125,14,18.0932,14,22,0.0461,0.0428,0.1744,0.5754,4307,0.0015,4327.75,90,0.0111,4291,0.7114,4266,0.001,0.1725,4266,4442,0.0657
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S949556727-080-UNKNOWN.cnf,1,0.035,0.035,17.7452,0.035,0.035,33,39,18.2531,200,33,32.9749,27,32.7377,27,39,0.0117,0.0309,0.1399,0.6336,3811,0.0001,3809.25,200,0.0023,3782,0.7201,3715,0.0001,0.138,3715,3929,0.0391
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1009664450-096.SATISFIABLE.cnf,1,0.0667,0.0667,7.0514,0.0667,0.0667,15,19,6.0918,75,15,15.3316,12,15.2887,12,19,0.0462,0.0526,0.1896,0.5854,4392,0.0016,4381.75,75,0.0123,4352,0.7183,4320,0.001,0.1874,4320,4437,0.0845
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S1233052734-067-UNKNOWN.cnf,1,0.0001,0.0001,2994.25,0.0001,0.0003,5333,5368,500.9,25000,5240.5,5337.5,0,3953,5270,5307,0.0003,0,0.6669,0.2256,5,0.0804,5.7313,24371,0.0001,4,0.2739,3,0.0478,0.0067,2,10,0.0004
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1971541934-090.UNKNOWN.cnf,1,0.0044,0.0044,27.8879,0.0044,0.0058,151,163,21.8479,700,150.5,150.864,140,150.766,140,162,0.0088,0.0017,0.0631,0.3017,3661,0.0673,3664.3333,685,0.0022,3606,0.5155,3513,0.0385,0.06,3513,3865,0.0091
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S853819067-006.cnf,1,0.0057,0.0057,20.8701,0.0057,0.0075,116,126,16.9358,540,116,116.03,106,116.004,106,126,0.0112,0.0022,0.0704,0.3177,3855,0.0756,3870.25,530,0.0028,3781,0.5501,3732,0.0433,0.0706,3732,4095,0.0119
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1963596997-08.SAT.shuffled.cnf,1,0.0933,0.0933,9.4387,0.0933,0.0933,13,16,9.0482,75,13,12.8209,10,12.9156,10,16,0.0111,0.0848,0.2036,0.676,4398,0.0001,4432,75,0.0058,4396,0.76,4337,0,0.203,4337,4517,0.1011
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1352224201-070.cnf,1,0.0389,0.0389,16.2676,0.0389,0.0389,30,35,17.0533,180,30,29.6255,24,29.8829,25,36,0.0117,0.0359,0.1469,0.6345,4248,0.0001,4201.6667,180,0.0025,4008,0.7272,4008,0.0001,0.1465,4008,4349,0.0425
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S334650851-022.SATISFIABLE.cnf,1,0.0333,0.0333,12.0408,0.0333,0.0333,30,35,10.9803,150,30,29.7578,25,29.8723,24,35,0.044,0.025,0.1441,0.5426,4103,0.0014,4137.4286,150,0.0063,4089,0.6826,4059,0.0009,0.1436,4059,4249,0.0426
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S432895007-058.cnf,1,0.1077,0.1077,8.5285,0.1077,0.1077,11,14,8.1055,65,11,11.2874,8,11.2866,8,14,0.0111,0.099,0.2124,0.6849,4447,0.0001,4482.6,65,0.0072,4441,0.7593,4402,0,0.2103,4402,4589,0.1196
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S517749870-003-UNKNOWN.cnf,1,0.0001,0.0001,2013,0.0001,0.0001,10702,10702,1375.33,50000,10622,10705.3,10622,10622,10694,10622,0.0001,0,0,0.2334,2,0.0788,2.6207,48745,0,1,0.2612,1,0.0472,0.0012,1,5,0.0002
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1,0.0056,0.0056,21.598,0.0055,0.0074,120,130,17.2339,550,120,119.524,109,119.452,109,130,0.011,0.0021,0.0705,0.3136,3827,0.0702,3866.375,541,0.0028,3797,0.5889,3785,0.0421,0.069,3785,4063,0.0107
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1864473452-037.cnf,1,0.0437,0.0437,15.0175,0.0437,0.0437,26,32,15.1038,160,26,26.529,22,26.6176,21,32,0.0117,0.0397,0.1502,0.6331,4231,0.0001,4159,160,0.0027,4007,0.7573,4003,0.0001,0.1485,4003,4395,0.0498
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S69399346-065-UNKNOWN.cnf,1,0.0233,0.0233,25.7749,0.0233,0.0233,49,57,25.7452,300,50,49.4351,42,49.7749,43,57,0.0117,0.0206,0.1245,0.6104,138,0.0001,143.3095,300,0.0015,119,0.7051,114,0.0001,0.1304,98,175,0.0258
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1286605994-07-SAT.cnf,1,0.0011,0.0011,42.3018,0.0008,0.0027,549,571,36.7292,3500,550,548.597,525,549.779,526,574,0.0023,0.0001,0.0335,0.2272,1043,0.1698,1074.8125,2610,0.0006,883,0.4867,723,0.1033,0.0329,713,1394,0.0047
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1,0.0006,0.0006,140.884,0.0006,0.0012,1064,1099,89.3846,5000,1068,1062.87,1031,1066.25,1023,1095,0.0013,0.0001,0.023,0.2483,44,0.0805,46.7919,4874,0.0003,38,0.3558,32,0.0462,0.0277,26,62,0.0016
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S452919966-071.cnf,1,0.035,0.035,17.7513,0.035,0.035,33,39,18.2344,200,33,33.084,28,33.2726,27,39,0.0117,0.0311,0.1362,0.6255,3703,0.0001,3666.8,200,0.0022,3622,0.7168,3364,0.0001,0.1423,3364,3873,0.0394
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1264328999-02.SAT.shuffled.cnf,1,0.0625,0.0625,7.1711,0.0625,0.0625,16,20,6.3328,80,16,16.2399,13,16.3239,13,20,0.0462,0.0475,0.1799,0.5845,4389,0.0015,4389,80,0.0117,4342,0.7334,4311,0.0008,0.1825,4311,4498,0.0781
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1244126495-18-SAT.cnf,1,0.005,0.005,16.2033,0.0034,0.0101,129,139,13.7571,630,130,129.074,119,129.455,119,140,0.0098,0.0004,0.0624,0.3038,3898,0.1083,3879.3333,594,0.0026,3843,0.6223,3763,0.0657,0.062,3763,3974,0.0134
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S907861678-077.cnf,1,0.0389,0.0389,16.3086,0.0389,0.0389,30,36,16.5287,180,30,29.9856,24,29.9065,25,35,0.0117,0.0342,0.1503,0.6353,4220,0.0001,4135,180,0.0023,4019,0.7512,3952,0.0001,0.1449,3952,4349,0.0437
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S1154116462-097.cnf,1,0.0056,0.0056,19.307,0.0055,0.0092,119,130,15.3762,560,119,119.606,110,119.496,110,130,0.0112,0.0021,0.0681,0.3149,3825,0.0772,3849.5,543,0.0028,3774,0.5245,3699,0.0427,0.0674,3699,4097,0.0135
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1869272420-19.SAT.shuffled.cnf,1,0.0455,0.0455,8.5792,0.0455,0.0455,22,27,7.4974,110,22,22.2735,18,22.3045,18,27,0.0456,0.0341,0.1601,0.5608,4234,0.0018,4247.25,110,0.0083,4205,0.6972,4123,0.001,0.163,4123,4403,0.0589
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S49783605-066-UNKNOWN.cnf,1,0.0013,0.0013,71.8684,0.0012,0.0021,527,552,50.109,2500,530.5,528.635,508,529.639,506,553,0.0026,0.0004,0.032,0.2648,105,0.0793,114.951,2421,0.0006,96,0.4079,87,0.0473,0.034,76,134,0.0035
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1850138369-006.cnf,1,0.005,0.005,53.4005,0.005,0.005,192,207,43.7805,1000,192,190.707,178,191.95,176,207,0.0165,0.0035,0.0783,0.4769,42,0.0024,43.0156,1000,0.0009,36,0.6033,33,0.0015,0.0849,24,54,0.0066
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1040507052-028.cnf,1,0.005,0.005,55.5591,0.005,0.005,193,208,44.8493,1000,191,192.233,175,190.573,177,205,0.0165,0.0036,0.0779,0.4764,41,0.0023,42.5938,1000,0.0009,36,0.5923,33,0.0015,0.0866,27,54,0.0069
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S2033299325-04.cnf,1,0.0071,0.0071,38.3721,0.0071,0.0071,133,146,31.6283,700,134,133.722,122,133.943,122,146,0.0217,0.0046,0.0811,0.4883,71,0.0023,73.5172,700,0.0013,62,0.6427,57,0.0015,0.0663,47,94,0.0099
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S1339275181-076.cnf,1,0.0002,0.0002,387.625,0.0002,0.0004,2974,3020,290.294,14000,3001,2972.47,2922,2994.5,2914,3023,0.0004,0.0001,0.0121,0.2315,11,0.0788,11.7716,13668,0.0001,9,0.3177,7,0.0476,0.0134,5,17,0.0007
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S418266958-049.cnf,1,0.0077,0.0077,13.4755,0.0076,0.0102,88,97,11.2567,400,88,88.0853,79,88.0722,79,97,0.015,0.003,0.079,0.3362,3899,0.0782,3953,394,0.0038,3868,0.6151,3838,0.048,0.0786,3838,4166,0.0148
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/16000/unif-k3-r4.2-v16000-c67200-S1419235015-056.cnf,1,0.0002,0.0002,571.125,0.0002,0.0004,3406,3457,279.938,16000,3383.5,3411.69,0,2969.62,3364,3429,0.0004,0,0.4043,0.2352,9,0.0785,9.5356,15606,0.0001,7,0.2876,6,0.0465,0.0118,4,14,0.0005
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S440979335-036-UNKNOWN.cnf,1,0.0067,0.0067,41.6059,0.0067,0.0067,145,158,34.1374,750,143,144.725,132,143.819,131,158,0.0207,0.0049,0.0697,0.4853,64,0.0022,66.2778,750,0.0013,58,0.6119,53,0.0015,0.0693,38,80,0.0089
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1060672754-058.SATISFIABLE.cnf,1,0.0089,0.0089,12.9251,0.0087,0.0117,76,84,10.7878,350,76,75.9316,68,76.1049,68,84,0.0173,0.0013,0.0858,0.3385,3979,0.0783,4010.1429,343,0.0041,3931,0.5704,3930,0.0443,0.0834,3930,4123,0.0222
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/70/unif-k7-r89-v70-c6230-S184801254-020.cnf,1,0.1,0.1,8.9884,0.1,0.1,12,15,8.6846,70,12,12.0889,9,12.0868,9,15,0.0111,0.0904,0.2073,0.6783,4423,0.0001,4439.5,70,0.0061,4384,0.7636,4379,0,0.208,4379,4522,0.1087
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1280860344-022.SATISFIABLE.cnf,1,0.0063,0.0063,16.7221,0.0062,0.0103,107,117,13.742,500,107,106.839,98,107.428,97,117,0.0125,0.0014,0.0699,0.3238,3871,0.0716,3882.4286,485,0.003,3815,0.542,3791,0.0482,0.0726,3791,4004,0.0147
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S1259611134-14.cnf,1,0.005,0.005,53.648,0.005,0.005,191,204,43.2902,1000,191,190.937,177,190.78,177,205,0.0165,0.0037,0.0747,0.4767,41,0.0023,42.5116,1000,0.0009,37,0.5854,32,0.0015,0.0566,25,52,0.0065
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1217224084-10.SAT.shuffled.cnf,1,0.0087,0.0087,12.0935,0.0085,0.0142,78,86,10.0029,360,78,77.7457,70,77.8606,69,86,0.017,0.0033,0.0836,0.3437,3933,0.0768,3986.5714,351,0.0043,3917,0.6299,3891,0.0429,0.0839,3891,4141,0.023
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1977519792-030.cnf,1,0.0059,0.0059,17.312,0.0058,0.0078,114,124,14.2467,520,114,114.261,104,114.069,104,124,0.0115,0.0023,0.0713,0.3156,3832,0.0743,3830.875,513,0.0029,3794,0.6169,3729,0.0443,0.0691,3729,3956,0.0132
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S44928635-12.SAT.shuffled.cnf,1,0.0062,0.0062,19.3211,0.0062,0.0103,107,117,15.7092,500,107,107.262,97,106.927,97,117,0.0123,0.0024,0.0737,0.3178,3858,0.0751,3877.5,487,0.0032,3803,0.5534,3774,0.0421,0.0723,3774,4049,0.0151
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S832901479-042-UNKNOWN.cnf,1,0.0175,0.0175,33.5354,0.0175,0.0175,67,76,33.2595,400,65,66.263,58,65.9081,58,75,0.0117,0.0156,0.1147,0.6015,77,0.0001,79.7692,400,0.0011,70,0.6986,67,0.0001,0.128,60,95,0.0196
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S612955126-075.cnf,1,0.0008,0.0008,112.73,0.0008,0.0013,841,865,74.1053,4000,848,840.912,817,845.722,818,872,0.0016,0.0001,0.0249,0.2545,58,0.0791,61.3514,3882,0.0004,51,0.3487,45,0.0463,0.0234,34,82,0.0022
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1283500452-05.cnf,1,0.0071,0.0071,39.8097,0.0071,0.0071,134,148,33.7294,700,134,134.049,121,133.755,123,146,0.0217,0.005,0.0823,0.4884,67,0.0023,70.9307,700,0.0014,61,0.6001,54,0.0016,0.0872,45,88,0.0094
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1611899384-022.cnf,1,0.0071,0.0071,38.3386,0.0071,0.0071,134,146,31.3107,700,135,134.214,123,134.401,122,147,0.0218,0.0051,0.0778,0.4887,69,0.0023,72.4167,700,0.0013,64,0.6181,55,0.0015,0.0702,45,90,0.0091
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1334593800-018.cnf,1,0.0056,0.0056,50.3061,0.0056,0.0056,172,185,40.8885,900,172,171.351,159,171.602,160,185,0.018,0.0041,0.0759,0.4792,48,0.0023,49.7739,900,0.001,42,0.6058,39,0.0015,0.0825,31,63,0.0073
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S906020180-093.cnf,1,0.0008,0.0008,117.5,0.0008,0.0015,852,876,91.8609,4000,849.5,844.617,821,842.75,825,877,0.0016,0.0001,0.0988,0.2578,55,0.0781,58.2986,3898,0.0004,49,0.3826,42,0.0469,0.0968,30,77,0.0019
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S56507352-034.cnf,1,0.0003,0.0003,729.071,0.0003,0.0005,2537,2572,213.227,12000,2560,2531.55,2486,2372.43,2461,2588,0.0005,0,0.2882,0.2293,13,0.0786,14.2573,11671,0.0001,11,0.3053,9,0.0466,0.0173,7,21,0.0007
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,0.0002,0.0002,1106,0.0002,0.0003,4279,4324,449.182,20000,4252,4269.36,0,3417.8,4214,4275,0.0003,0,0.5591,0.2252,7,0.0797,7.7337,19496,0.0001,5,0.2755,4,0.0477,0.012,3,12,0.0005
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S1962059985-11-UNSAT.cnf,1,0.0007,0.0007,86.1871,0.0005,0.0025,836.5,862,59.7279,5500,835,835.441,812,828.993,813,861,0.0015,0.0001,0.0886,0.1738,2258,0.1645,1998.7143,4015,0.0004,1360,0.3852,920,0.1035,0.0224,920,2970,0.0031
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S689381858-022.UNKNOWN.cnf,1,0.04,0.04,10.8801,0.04,0.04,25,30,9.9008,125,25,24.7864,20,24.8918,20,30,0.0452,0.0285,0.1532,0.553,4184,0.0014,4217.875,125,0.0075,4159,0.7015,4123,0.0009,0.1515,4123,4412,0.0492
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S228456758-12.SAT.shuffled.cnf,1,0.14,0.14,6.8187,0.14,0.14,9,12,6.2738,50,9,8.9429,6,8.8736,6,12,0.011,0.1283,0.2319,0.7055,4592,0.0001,4585,50,0.0087,4549,0.7758,4515,0.0001,0.229,4515,4667,0.1542
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/75/unif-k7-r89-v75-c6675-S2073320038-053.cnf,1,0.0933,0.0933,9.456,0.0933,0.0933,13,16,9.0634,75,13,12.8841,10,12.9043,10,16,0.0111,0.087,0.2017,0.6745,4427,0.0001,4461.2,75,0.006,4406,0.7582,4394,0.0001,0.2042,4394,4591,0.1005
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1736471436-014.cnf,1,0.0063,0.0063,44.7977,0.0063,0.0063,152.5,166,37.9621,800,152,152.235,141,153.047,140,166,0.0196,0.0046,0.0768,0.4853,56,0.0023,58.9913,800,0.0012,51,0.591,47,0.0015,0.083,33,74,0.0082
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S45592023-054.cnf,1,0.0055,0.0055,19.7629,0.0055,0.0091,122,132,15.7307,560,121,121.796,111,121.707,111,133,0.0109,0.0017,0.0696,0.3156,3853,0.0788,3866.125,550,0.0027,3840,0.563,3714,0.0483,0.0659,3714,4018,0.0152
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S1640054673-078.cnf,1,0.0933,0.0933,9.372,0.0933,0.0933,13,16,9.1028,75,13,12.8615,10,12.9385,10,16,0.0111,0.0849,0.2024,0.6737,4414,0.0001,4443.6,75,0.0056,4377,0.7542,4340,0,0.2008,4340,4584,0.1001
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1141213963-005.cnf,1,0.0002,0.0002,1912,0.0002,0.0003,3873,3901,329.308,18000,3787,3862.85,0,3172.5,3819,3834,0.0004,0,0.49,0.2304,7,0.0788,8.0313,17563,0.0001,6,0.2904,5,0.0472,0.0106,3,12,0.0004
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1249224492-031.cnf,1,0.0389,0.0389,16.5562,0.0389,0.0389,30,35,16.5986,180,30,29.7789,24,29.672,24,35,0.0117,0.0346,0.1512,0.6328,4264,0.0001,4153,180,0.0024,4006,0.7418,3960,0.0001,0.1492,3960,4382,0.0439
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1516934767-080.cnf,1,0.0081,0.0081,12.229,0.008,0.0107,84,92,10.3601,380,83,83.7873,75,83.536,75,92,0.0157,0.0031,0.0812,0.3388,0,0.0735,0,374,0.004,0,0.6288,0,0.0434,0.0804,0,0,0.0143
