@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC

@DATA
bool/pseudoGLB/normalized-t2001-13queen13-1110966483.xml,1,-1,-1,1.414214,1.414214,0.670301,0.646765,0.490356
bool/pseudoGLB/normalized-blast-floppy1-4-ucl.xml,1,-1,-1,-1,-1,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900570242.xml,1,-1,-1,1.414214,1.414214,4.258355,0.646529,0.500541
bool/pseudoGLB/normalized-t3002-11tsp11-1900559676.xml,1,-1,-1,1.414214,1.414214,4.820639,0.648725,0.509012
bool/pseudoGLB/normalized-t3002-11tsp11-1900569834.xml,1,-1,-1,1.414214,1.414214,4.36316,0.65422,0.513211
bool/pseudoGLB/normalized-46s-smv.xml,1,-1,-1,1.414214,1.414214,0.602013,0.469008,0.299297
bool/pseudoGLB/normalized-t2001-13queen13-1110967142.xml,1,-1,-1,1.414214,1.414214,0.682613,0.638465,0.480509
bool/pseudoGLB/normalized-pigeon-clauses-85-80.xml,1,-1,-1,1.414214,1.414214,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900554373.xml,1,-1,-1,1.414214,1.414214,4.93495,0.650414,0.512822
bool/pseudoGLB/normalized-t3002-11tsp11-1900574948.xml,1,-1,-1,1.414214,1.414214,4.590492,0.653072,0.513747
bool/pseudoGLB/normalized-reduced-prob5.xml,1,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-fpga15-14-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.732657,0.585931,0.418591
bool/pseudoGLB/normalized-t2001-13queen13-1110970444.xml,1,-1,-1,1.414214,1.414214,0.673437,0.647572,0.492596
bool/pseudoGLB/normalized-pigeon-cardinality-21-20.xml,1,-1,-1,1.414214,1.414214,0.659334,0.571649,0.470386
bool/pseudoGLB/normalized-pigeon-cardinality-91-90.xml,1,-1,-1,1.414214,1.414214,0.530055,0.512739,0.380862
bool/pseudoGLB/normalized-dlx1c-rwmem-ucl.xml,1,-1,-1,1.414214,1.414214,1.147726,0.460423,0.336382
bool/pseudoGLB/normalized-t2001-13queen13-1110973670.xml,1,-1,-1,1.414214,1.414214,0.672958,0.636086,0.475233
bool/pseudoGLB/normalized-t3002-11tsp11-1900584106.xml,1,-1,-1,1.414214,1.414214,4.311688,0.649496,0.505486
bool/pseudoGLB/normalized-robin12.xml,1,-1,-1,1.414214,1.414214,0.590558,0.559628,0.451245
bool/pseudoGLB/normalized-reduced-prob6.xml,1,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1111227861.xml,1,-1,-1,1.414214,1.414214,0.671732,0.647351,0.491802
bool/pseudoGLB/normalized-t3002-11tsp11-1900550720.xml,1,-1,-1,1.414214,1.414214,4.509114,0.652756,0.512511
bool/pseudoGLB/normalized-37s-smv.xml,1,-1,-1,1.414214,1.414214,0.972126,0.455795,0.324397
bool/pseudoGLB/normalized-elf-rf6-ucl.xml,1,?,?,?,?,-512,0,-512
bool/pseudoGLB/normalized-t3002-11tsp11-1900546417.xml,1,-1,-1,1.414214,1.414214,4.525794,0.652808,0.512258
bool/pseudoGLB/normalized-t2001-13queen13-1111218308.xml,1,-1,-1,1.414214,1.414214,0.681417,0.646711,0.49267
bool/pseudoGLB/normalized-fpga14-14-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.731942,0.585896,0.419458
bool/pseudoGLB/normalized-t3002-11tsp11-1900565527.xml,1,-1,-1,1.414214,1.414214,4.410763,0.647486,0.503717
bool/pseudoGLB/normalized-fpga12-10-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.845003,0.637036,0.405405
bool/pseudoGLB/normalized-cache-inv8-ucl.xml,1,-1,-1,-1,-1,-512,0,-512
bool/pseudoGLB/normalized-t2001-13queen13-1111213868.xml,1,-1,-1,1.414214,1.414214,0.677563,0.641552,0.484134
bool/pseudoGLB/normalized-ooo-rf8-ucl.xml,1,-1,-1,1.414214,1.414214,1.284816,0.459407,0.332963
bool/pseudoGLB/normalized-elf-rf8-ucl.xml,1,-1,-1,1.414214,1.414214,0.944554,0.456846,0.325167
bool/pseudoGLB/normalized-dlx1c-rwmem1-ucl.xml,1,-1,-1,1.414214,1.414214,1.042061,0.460621,0.336821
bool/pseudoGLB/normalized-t3002-11tsp11-1900552423.xml,1,-1,-1,1.414214,1.414214,4.164472,0.657188,0.515424
bool/pseudoGLB/normalized-dbst-v30-e350-d15-mw10-8.PB06.xml,1,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1111226368.xml,1,-1,-1,1.414214,1.414214,0.671449,0.646073,0.489802
bool/pseudoGLB/normalized-t2001-13queen13-1111218757.xml,1,-1,-1,1.414214,1.414214,0.671095,0.643732,0.486396
bool/pseudoGLB/normalized-t2001-13queen13-1111217374.xml,1,-1,-1,1.414214,1.414214,0.685752,0.639458,0.483025
bool/pseudoGLB/normalized-t3002-11tsp11-1900547389.xml,1,-1,-1,1.414214,1.414214,4.379589,0.654069,0.512769
bool/pseudoGLB/normalized-ooo-burch-dill-8-accl-ucl.xml,1,-1,-1,1.414214,1.414214,?,?,?
bool/pseudoGLB/normalized-blast-floppy1-8-ucl.xml,1,-1,-1,-1,-1,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900547334.xml,1,-1,-1,1.414214,1.414214,4.633943,0.649678,0.509041
bool/pseudoGLB/normalized-chnl50-55-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.563052,0.536937,0.431805
bool/pseudoGLB/normalized-pigeon-cardinality-75-70.xml,1,-1,-1,1.414214,1.414214,0.543247,0.528122,0.410162
bool/pseudoGLB/normalized-t2001-13queen13-1110974180.xml,1,-1,-1,1.414214,1.414214,0.674962,0.644717,0.488391
bool/pseudoGLB/normalized-t3002-11tsp11-1900563801.xml,1,-1,-1,1.414214,1.414214,4.381676,0.653777,0.512692
bool/pseudoGLB/normalized-t3002-11tsp11-1900575442.xml,1,-1,-1,1.414214,1.414214,4.592348,0.649319,0.508329
bool/pseudoGLB/normalized-fpga15-13-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.799393,0.591157,0.408271
bool/pseudoGLB/normalized-t2001-13queen13-1110972154.xml,1,-1,-1,1.414214,1.414214,0.674435,0.647083,0.49216
bool/pseudoGLB/normalized-t3002-11tsp11-1900558106.xml,1,-1,-1,1.414214,1.414214,4.01684,0.655728,0.512136
bool/pseudoGLB/normalized-blast-floppy1-6-ucl.xml,1,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-pigeon-clauses-71-70.xml,1,-1,-1,1.414214,1.414214,17.561625,0.638437,0.541801
bool/pseudoGLB/normalized-fpga20-19-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.674947,0.559327,0.419764
bool/pseudoGLB/normalized-t3002-11tsp11-1900567985.xml,1,-1,-1,1.414214,1.414214,4.596636,0.648602,0.506967
bool/pseudoGLB/normalized-t3002-11tsp11-1900564824.xml,1,-1,-1,1.414214,1.414214,4.042411,0.657725,0.515114
bool/pseudoGLB/normalized-t2001-13queen13-1110974553.xml,1,-1,-1,1.414214,1.414214,0.679608,0.644011,0.488498
bool/pseudoGLB/normalized-t2001-13queen13-1111219399.xml,1,?,?,?,?,0.677022,0.645828,0.491172
bool/pseudoGLB/normalized-pigeon-cardinality-81-80.xml,1,-1,-1,1.414214,1.414214,0.536434,0.520278,0.395967
bool/pseudoGLB/normalized-cache-ibm-q-unbounded-Icl2arity-ucl.xml,1,-1,-1,1.414214,1.414214,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1110968898.xml,1,-1,-1,1.414214,1.414214,0.673306,0.647883,0.492571
bool/pseudoGLB/normalized-reduced-prob7.xml,1,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900557568.xml,1,-1,-1,1.414214,1.414214,5.011701,0.637899,0.495527
bool/pseudoGLB/normalized-t2001-13queen13-1111222248.xml,1,-1,-1,1.414214,1.414214,0.685627,0.644579,0.489888
bool/pseudoGLB/normalized-t3002-11tsp11-1900573137.xml,1,-1,-1,1.414214,1.414214,4.488167,0.650375,0.508524
bool/pseudoGLB/normalized-t3002-11tsp11-1900552288.xml,1,-1,-1,1.414214,1.414214,4.353106,0.653612,0.512033
bool/pseudoGLB/normalized-t3002-11tsp11-1900583053.xml,1,-1,-1,1.414214,1.414214,4.67943,0.640387,0.495473
bool/pseudoGLB/normalized-t2001-13queen13-1111216411.xml,1,-1,-1,1.414214,1.414214,0.678548,0.643351,0.486764
bool/pseudoGLB/normalized-t2001-13queen13-1111227012.xml,1,-1,-1,1.414214,1.414214,0.673535,0.641454,0.483837
bool/pseudoGLB/normalized-chnl15-20-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.690202,0.590012,0.483895
bool/pseudoGLB/normalized-t3002-11tsp11-1900557957.xml,1,-1,-1,1.414214,1.414214,4.369733,0.647779,0.503929
bool/pseudoGLB/normalized-cache-inv14-ucl.xml,1,-1,-1,1.414214,1.414214,?,?,?
bool/pseudoGLB/normalized-ppp:1-3-13-19.xml,1,-1,-1,1.414214,1.414214,7.097068,0.641073,0.52546
bool/pseudoGLB/normalized-ooo-rf7-ucl.xml,1,-1,-1,1.414214,1.414214,1.101985,0.459108,0.33151
bool/pseudoGLB/normalized-t2001-13queen13-1110969577.xml,1,-1,-1,1.414214,1.414214,0.671967,0.631376,0.468087
bool/pseudoGLB/normalized-fpga13-13-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.813083,0.593591,0.406391
bool/pseudoGLB/normalized-fpga20-18-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.649332,0.559574,0.426194
bool/pseudoGLB/normalized-fpga35-33-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.57376,0.517245,0.400628
bool/pseudoGLB/normalized-fpga14-13-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.803559,0.591506,0.40843
bool/pseudoGLB/normalized-t3002-11tsp11-1900576918.xml,1,-1,-1,1.414214,1.414214,4.73025,0.64644,0.505259
bool/pseudoGLB/normalized-pigeon-clauses-101-100.xml,1,-1,-1,1.414214,1.414214,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900544484.xml,1,-1,-1,1.414214,1.414214,4.279513,0.653697,0.511846
bool/pseudoGLB/normalized-ppp:1-13.xml,1,-1,-1,1.414214,1.414214,7.009666,0.642695,0.52905
bool/pseudoGLB/normalized-t3002-11tsp11-1900669309.xml,1,-1,-1,1.414214,1.414214,4.717026,0.655012,0.517737
bool/pseudoGLB/normalized-t2001-13queen13-1110973478.xml,1,-1,-1,1.414214,1.414214,0.677246,0.640215,0.482376
bool/pseudoGLB/normalized-pigeon-cardinality-85-80.xml,1,-1,-1,1.414214,1.414214,0.535042,0.520302,0.395244
bool/pseudoGLB/normalized-t3002-11tsp11-1900571132.xml,1,-1,-1,1.414214,1.414214,4.21457,0.651711,0.507905
bool/pseudoGLB/normalized-t2001-13queen13-1110975607.xml,1,-1,-1,1.414214,1.414214,0.674728,0.649271,0.495445
bool/pseudoGLB/normalized-army12-21ls.xml,1,-1,-1,1.414214,1.414214,1.012558,0.524773,0.337147
bool/pseudoGLB/normalized-elf-rf9-ucl.xml,1,-1,-1,1.414214,1.414214,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1110971766.xml,1,-1,-1,1.414214,1.414214,0.674714,0.638182,0.479076
bool/pseudoGLB/normalized-fpga45-43-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.536926,0.496696,0.385355
bool/pseudoGLB/normalized-t2001-13queen13-1111227326.xml,1,-1,-1,1.414214,1.414214,0.671731,0.638809,0.478821
bool/pseudoGLB/normalized-t3002-11tsp11-1900557574.xml,1,-1,-1,1.414214,1.414214,4.510189,0.642599,0.497056
bool/pseudoGLB/normalized-pigeon-clauses-35-30.xml,1,-1,-1,1.414214,1.414214,10.71371,0.648433,0.572189
bool/pseudoGLB/normalized-t3002-11tsp11-1900553812.xml,1,-1,-1,1.414214,1.414214,4.351483,0.634578,0.483759
bool/pseudoGLB/normalized-t2001-13queen13-1111219348.xml,1,-1,-1,1.414214,1.414214,0.674308,0.635911,0.475638
bool/pseudoGLB/normalized-ooo-rf10-ucl.xml,1,-1,-1,1.414214,1.414214,1.523325,0.455695,0.322719
bool/pseudoGLB/normalized-t2001-13queen13-1110969170.xml,1,-1,-1,1.414214,1.414214,0.676752,0.656494,0.505977
bool/pseudoGLB/normalized-fpga40-40-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.558631,0.504297,0.389424
bool/pseudoGLB/normalized-t2001-13queen13-1110976935.xml,1,-1,-1,1.414214,1.414214,0.675485,0.641431,0.483439
bool/pseudoGLB/normalized-t2001-13queen13-1110977464.xml,1,-1,-1,1.414214,1.414214,0.676337,0.643731,0.487403
bool/pseudoGLB/normalized-t3002-11tsp11-1900568952.xml,1,-1,-1,1.414214,1.414214,4.657736,0.654798,0.516789
bool/pseudoGLB/normalized-chnl40-45-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.578697,0.539228,0.438002
bool/pseudoGLB/normalized-t3002-11tsp11-1900553647.xml,1,-1,-1,1.414214,1.414214,4.389128,0.649358,0.506235
bool/pseudoGLB/normalized-chnl10-15-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.767677,0.618115,0.492918
bool/pseudoGLB/normalized-army12-21bt.xml,1,-1,-1,1.414214,1.414214,0.922334,0.57343,0.418655
bool/pseudoGLB/normalized-chnl35-40-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.590802,0.548925,0.451018
bool/pseudoGLB/normalized-t2001-13queen13-1111225605.xml,1,-1,-1,1.414214,1.414214,0.67464,0.644147,0.487359
bool/pseudoGLB/normalized-fpga14-12-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.868836,0.595758,0.397091
bool/pseudoGLB/normalized-t3002-11tsp11-1900574864.xml,1,-1,-1,1.414214,1.414214,4.566346,0.650913,0.510542
bool/pseudoGLB/normalized-fpga10-9-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,1.03268,0.64884,0.382446
bool/pseudoGLB/normalized-t2001-13queen13-1110967327.xml,1,-1,-1,1.414214,1.414214,0.679075,0.648897,0.496003
bool/pseudoGLB/normalized-t2001-13queen13-1111221203.xml,1,-1,-1,1.414214,1.414214,0.674255,0.647495,0.492728
bool/pseudoGLB/normalized-reduced-cuww5.xml,1,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-pigeon-clauses-105-100.xml,1,-1,-1,1.414214,1.414214,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1111218955.xml,1,-1,-1,1.414214,1.414214,0.677234,0.653076,0.501382
bool/pseudoGLB/normalized-t3002-11tsp11-1900546076.xml,1,-1,-1,1.414214,1.414214,4.372832,0.656494,0.51644
bool/pseudoGLB/normalized-pigeon-cardinality-101-100.xml,1,-1,-1,1.414214,1.414214,0.525199,0.512307,0.37621
bool/pseudoGLB/normalized-t2001-13queen13-1111224255.xml,1,-1,-1,1.414214,1.414214,0.675368,0.644455,0.488272
bool/pseudoGLB/normalized-chnl35-36-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.59523,0.549046,0.450869
bool/pseudoGLB/normalized-fpga11-9-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,1.019335,0.648702,0.383058
bool/pseudoGLB/normalized-t3002-11tsp11-1900576927.xml,1,-1,-1,1.414214,1.414214,4.603265,0.653984,0.5149
bool/pseudoGLB/normalized-dlx1c-ucl.xml,1,-1,-1,1.414214,1.414214,0.998121,0.45894,0.331818
bool/pseudoGLB/normalized-reduced-cuww4.xml,1,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1111223689.xml,1,-1,-1,1.414214,1.414214,0.681546,0.641413,0.484955
bool/pseudoGLB/normalized-robin18.xml,1,-1,-1,1.414214,1.414214,?,?,?
bool/pseudoGLB/normalized-pigeon-clauses-25-20.xml,1,-1,-1,1.414214,1.414214,8.560811,0.655102,0.57971
bool/pseudoGLB/normalized-chnl50-60-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.554438,0.541257,0.438381
bool/pseudoGLB/normalized-t2001-13queen13-1111224059.xml,1,-1,-1,1.414214,1.414214,0.667768,0.640374,0.480647
bool/pseudoGLB/normalized-pigeon-cardinality-105-100.xml,1,-1,-1,1.414214,1.414214,0.52438,0.5167,0.381953
bool/pseudoGLB/normalized-pigeon-clauses-61-60.xml,1,-1,-1,1.414214,1.414214,15.662712,0.637113,0.544422
bool/pseudoGLB/normalized-t3002-11tsp11-1900551347.xml,1,-1,-1,1.414214,1.414214,4.266247,0.649884,0.505947
bool/pseudoGLB/normalized-t2001-13queen13-1110971097.xml,1,-1,-1,1.414214,1.414214,0.684534,0.64663,0.493021
bool/pseudoGLB/normalized-t2001-13queen13-1110970631.xml,1,-1,-1,1.414214,1.414214,0.667846,0.643456,0.485132
bool/pseudoGLB/normalized-t2001-13queen13-1111223696.xml,1,-1,-1,1.414214,1.414214,0.677653,0.648764,0.494554
bool/pseudoGLB/normalized-t2001-13queen13-1110975678.xml,1,-1,-1,1.414214,1.414214,0.677543,0.638102,0.479329
bool/pseudoGLB/normalized-t3002-11tsp11-1900582300.xml,1,-1,-1,1.414214,1.414214,4.532213,0.653574,0.513801
bool/pseudoGLB/normalized-pigeon-clauses-75-70.xml,1,-1,-1,1.414214,1.414214,18.542017,0.646039,0.551434
bool/pseudoGLB/normalized-fpga10-10-sat-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.852941,0.643005,0.407266
bool/pseudoGLB/normalized-chnl40-50-pb-cnf-cr.xml,1,-1,-1,1.414214,1.414214,0.566853,0.540861,0.442072
bool/pseudoGLB/normalized-t3002-11tsp11-1900584219.xml,1,-1,-1,1.414214,1.414214,4.49338,0.651824,0.510993
bool/niklas/seymour.xml,1,?,?,?,?,0.828122,0.580038,0.379741
bool/niklas/stein45.xml,1,?,?,?,?,10.86423,0.599009,0.3564
bool/niklas/air03.xml,1,?,?,?,?,?,?,?
bool/niklas/mitre.xml,1,25.466993,66.542787,1.414214,1.414214,?,?,?
bool/niklas/air04.xml,1,?,?,?,?,?,?,?
bool/niklas/air05.xml,1,?,?,?,?,?,?,?
bool/niklas/p0033.xml,1,?,?,?,?,?,?,?
bool/niklas/pk1.xml,1,?,?,?,?,?,?,?
bool/niklas/my-adder.xml,1,?,?,?,?,1.780483,0.604768,0.351137
bool/niklas/mux.xml,1,?,?,?,?,1.155992,0.603763,0.353064
bool/niklas/p2756.xml,1,?,?,?,?,?,?,?
bool/niklas/p0282.xml,1,?,?,?,?,0.421093,0.381098,0.089958
bool/niklas/stein27.xml,1,?,?,?,?,7.715736,0.608359,0.388043
bool/niklas/l152lav.xml,1,?,?,?,?,?,?,?
bool/niklas/p0548.xml,1,57.692308,145.384615,1.414214,1.414214,?,?,?
bool/niklas/mod008.xml,1,?,?,?,?,?,?,?
bool/niklas/p0201.xml,1,?,?,?,?,0.407536,0.356333,0.082837
bool/niklas/enigma.xml,1,?,?,?,?,?,?,?
bool/niklas/lseu.xml,1,?,?,?,?,?,?,?
bool/primesDimacs/g-125-17.xml,1,1.864117,20.895507,1.414214,1.414214,25.079286,0.787894,0.734586
bool/primesDimacs/f1000.xml,1,11.428571,31.904762,1.414214,1.414214,58.063136,0.519784,0
bool/primesDimacs/hanoi4.xml,1,7.798697,27.05286,1.414214,1.324191,41.10148,0.624683,0.455181
bool/primesDimacs/f600.xml,1,11.428571,31.904762,1.414214,1.414214,58.487179,0.522885,0
bool/primesDimacs/bf-1355-638.xml,1,?,?,?,?,17.231287,0.662881,0.336807
bool/primesDimacs/bf-0432-007.xml,1,13.270949,29.196087,1.414214,1.37071,16.719397,0.621412,0.3486
bool/primesDimacs/bf-2670-001.xml,1,?,?,?,?,25.917431,0.601647,0.355534
bool/primesDimacs/bf-1355-075.xml,1,?,?,?,?,19.256468,0.663851,0.337276
bool/primesDimacs/hanoi5.xml,1,7.225895,26.952102,1.414214,1.381332,42.367931,0.608329,0.458013
bool/primesDimacs/g-125-18.xml,1,1.864306,20.897629,1.414214,1.414214,23.971935,0.775152,0.729731
bool/primesDimacs/f2000.xml,1,11.428571,31.904762,1.414214,1.414214,58.94832,0.518857,0
bool/ttp/data-6-3.xml,1,57.898833,88.145266,1.414214,1.414214,1.147603,0.551756,0.510172
bool/ttp/data-4-3.xml,1,?,?,?,?,2.395887,0.611495,0.486746
bool/ttp/circ-8-3.xml,1,58.593063,110.884221,1.414214,1.414214,?,?,?
bool/ttp/data-10-3.xml,1,59.13629,137.35779,1.414214,1.414214,?,?,?
bool/course/ss97-6.xml,1,?,?,?,?,1.057393,0.530358,0.424271
bool/course/ws97-3.xml,1,45.536547,59.692846,1.414214,1.414106,0.790077,0.510667,0.33814
bool/course/ws97-5.xml,1,?,?,?,?,0.972595,0.508155,0.356968
bool/course/ss97-4.xml,1,?,?,?,?,0.720128,0.505222,0.334528
bool/aim/aim-100-2-0-4.xml,1,?,?,?,?,31.631579,0.50085,0.015306
bool/aim/aim-200-2-0-1.xml,1,20.1,33.333333,1.414214,1.414214,33.803371,0.486828,0.043011
bool/aim/aim-50-3-4-1.xml,1,?,?,?,?,46.8,0.487013,0.11039
bool/aim/aim-50-2-0-4.xml,1,?,?,?,?,-512,0,-512
bool/aim/aim-200-6-0-3.xml,1,?,?,?,?,77.875,0.484848,0.038462
bool/aim/aim-100-3-4-4.xml,1,?,?,?,?,47.232323,0.477707,0.111465
bool/aim/aim-50-3-4-2.xml,1,?,?,?,?,46.8,0.510417,0.1
bool/aim/aim-200-1-6-4.xml,1,23.538462,33.846154,1.414214,1.414214,33.569536,0.448124,0.019293
bool/aim/aim-200-6-0-1.xml,1,?,?,?,?,88.039548,0.485423,0.192835
bool/aim/aim-100-6-0-3.xml,1,?,?,?,?,78.69697,0.505237,0.140481
bool/aim/aim-200-1-6-3.xml,1,23.192308,33.846154,1.414214,1.414214,35.103448,0.452787,0.027304
bool/aim/aim-200-6-0-2.xml,1,?,?,?,?,86.555556,0.465377,0.157841
bool/aim/aim-100-1-6-1.xml,1,?,?,?,?,-512,0,-512
bool/aim/aim-100-6-0-1.xml,1,?,?,?,?,77.85,0.488726,0.129799
bool/aim/aim-200-6-0-4.xml,1,?,?,?,?,78.221106,0.484609,0.051011
bool/aim/aim-200-2-0-4.xml,1,20.2,33.333333,1.414214,1.414214,32.641304,0.473822,0.031414
bool/aim/aim-100-2-0-2.xml,1,?,?,?,?,30.85567,0.457071,0.025253
bool/aim/aim-100-2-0-1.xml,1,?,?,?,?,33.010989,0.509804,0.026738
bool/aim/aim-200-1-6-2.xml,1,?,?,?,?,-512,0,-512
bool/aim/aim-50-1-6-1.xml,1,?,?,?,?,39.9375,0.495588,0.029412
bool/aim/aim-50-2-0-1.xml,1,?,?,?,?,-512,0,-512
bool/aim/aim-200-3-4-3.xml,1,13.772727,32.272727,1.414214,1.414214,46.75,0.476714,0.089482
bool/aim/aim-100-2-0-3.xml,1,?,?,?,?,34.170455,0.484293,0.041885
bool/aim/aim-200-3-4-2.xml,1,13.636364,32.272727,1.414214,1.414214,47.040201,0.490755,0.085578
bool/aim/aim-100-6-0-2.xml,1,?,?,?,?,77.95,0.46837,0.107664
bool/aim/aim-100-1-6-2.xml,1,?,?,?,?,36.357143,0.438128,0.034247
bool/aim/aim-50-1-6-3.xml,1,?,?,?,?,-512,0,-512
bool/aim/aim-50-3-4-3.xml,1,?,?,?,?,46.8,0.459119,0.075472
bool/aim/aim-100-1-6-3.xml,1,?,?,?,?,36.971014,0.483218,0.034483
bool/aim/aim-50-2-0-2.xml,1,?,?,?,?,34.113636,0.499298,0.063158
bool/aim/aim-100-3-4-3.xml,1,?,?,?,?,47.282828,0.526953,0.105611
bool/aim/aim-100-3-4-2.xml,1,?,?,?,?,47.131313,0.513572,0.114007
bool/aim/aim-50-2-0-3.xml,1,?,?,?,?,32.695652,0.466667,0.052632
bool/aim/aim-100-1-6-4.xml,1,?,?,?,?,35.901408,0.442237,0.034247
bool/aim/aim-200-3-4-1.xml,1,13.772727,32.272727,1.414214,1.414214,46.98995,0.506541,0.083203
bool/aim/aim-200-2-0-2.xml,1,20.1,33.333333,1.414214,1.414214,33.416667,0.479167,0.047872
bool/aim/aim-50-3-4-4.xml,1,?,?,?,?,46.6,0.510684,0.147436
bool/aim/aim-50-1-6-2.xml,1,?,?,?,?,44.172414,0.487097,0.080645
bool/aim/aim-200-3-4-4.xml,1,13.772727,32.272727,1.414214,1.414214,46.98995,0.492412,0.059655
bool/aim/aim-100-6-0-4.xml,1,?,?,?,?,79.408163,0.496947,0.1337
bool/aim/aim-200-1-6-1.xml,1,?,?,?,?,33.440789,0.457475,0.016611
bool/aim/aim-50-1-6-4.xml,1,?,?,?,?,36.142857,0.530435,0.072464
bool/aim/aim-100-3-4-1.xml,1,?,?,?,?,46.75,0.490073,0.100313
bool/aim/aim-200-2-0-3.xml,1,20.1,33.333333,1.414214,1.414214,33.038462,0.451389,0.033854
bool/aim/aim-50-6-0-3.xml,1,?,?,?,?,77.7,0.513123,0.216535
bool/aim/aim-50-6-0-1.xml,1,?,?,?,?,81.1875,0.515964,0.172414
bool/aim/aim-50-6-0-4.xml,1,?,?,?,?,77.9,0.533587,0.18251
bool/aim/aim-50-6-0-2.xml,1,?,?,?,?,77.7,0.508706,0.126866
bool/radar/radar-10-10-4.5-0.95-100.xml,1,?,?,?,?,1.279169,0.563911,0.424298
bool/radar/radar-30-30-4.5-0.95-98.xml,1,?,?,?,?,1.033071,0.532323,0.417193
bool/radar/radar-10-20-4.5-0.95-100.xml,1,?,?,?,?,1.112422,0.543848,0.420508
bool/radar/radar-10-20-4.5-0.5-100.xml,1,?,?,?,?,1.160395,0.538677,0.414275
bool/radar/radar-10-20-4.5-0.95-98.xml,1,?,?,?,?,1.143439,0.547833,0.420906
bool/radar/radar-30-70-4.5-0.95-100.xml,1,?,?,?,?,1.009312,0.532228,0.41886
bool/radar/radar-10-10-4.5-0.5-100.xml,1,?,?,?,?,1.239218,0.550193,0.419254
bool/radar/radar-10-10-4.5-0.95-98.xml,1,?,?,?,?,1.262477,0.567426,0.425227
bool/radar/radar-30-70-4.5-0.95-98.xml,1,?,?,?,?,1.006127,0.529393,0.416472
bool/radar/radar-30-30-4.5-0.5-100.xml,1,?,?,?,?,0.93869,0.511797,0.405026
bool/radar/radar-30-70-4.5-0.5-100.xml,1,?,?,?,?,0.945871,0.513935,0.405503
bool/radar/radar-30-30-4.5-0.95-100.xml,1,?,?,?,?,1.028003,0.532373,0.415887
bool/chnl/chnl-35-40.xml,1,0,0,1.414214,1.414214,0.590802,0.548925,0.451018
bool/chnl/chnl-35-45.xml,1,0,0,1.414214,1.414214,0.595731,0.548967,0.447484
bool/chnl/chnl-40-45.xml,1,0,0,1.414214,1.414214,0.578697,0.539228,0.438002
